pedido_id;data_pedido;cliente_id;produto_id;unidade_id;quantidade;desconto_pct;status;receita_bruta;receita_liquida;custo_total;data_prometida;data_entrega
PV004823;24/01/2025;C0347;P003;U01;6,97;0,0874;Entregue;292,74;267,15;137,9;2025-01-28;2025-02-03
PV004824;25/03/2025;C0328;P003;U01;32,15;0,1513;Entregue;1350,3;1146,0;715,88;2025-04-06;2025-04-08
PV004825;22/10/2024;;P008;U02;59,18;0,0882;Entregue;1041,57;949,7;477,02;2024-11-02;2024-11-08
PV004826;22/02/2025;C0012;P004;U01;125,44;0,1244;Entregue;1680,9;1471,8;793,14;2025-03-04;2025-03-06
PV004827;10/03/2026;C0129;P001;U01;29,96;0,1195;Entregue;554,26;488,03;247,21;2026-03-18;2026-03-18
PV004828;26/02/2024;C0234;P006;U03;60,83;0,0713;Faturado;3345,65;3107,11;1491,25;2024-03-05;2024-03-05
PV004829;10/03/2026;C0312;P004;U01;84,1;0,1583;Entregue;1126,94;948,55;472,01;2026-03-24;2026-03-26
PV004830;31/12/2024;C0245;P008;U03;41,7;0,1358;Entregue;733,92;634,25;313,66;2025-01-06;2025-01-09
PV004831;08/03/2025;C0137;P006;U02;19,53;0,0096;Entregue;1074,15;1063,84;507,69;2025-03-14;2025-03-16
PV004832;30/03/2026;C0197;P006;U02;31,69;0,0305;Entregue;1742,95;1689,79;748,36;2026-04-06;2026-04-06
PV004833;26/09/2024;C0094;P003;U01;89,46;0,1171;Faturado;3757,32;3317,34;1748,23;2024-10-04;2024-10-07
PV004834;15/06/2025;C0090;P003;U01;11,4;0,1099;Entregue;478,8;426,18;240,89;2025-06-22;2025-06-22
PV004835;15/11/2025;C0257;P006;U01;53,74;0,1085;Entregue;2955,7;2635,01;1318,32;2025-11-19;2025-11-25
PV004836;23/02/2026;C0202;P007;U02;45,28;0,1449;Faturado;443,74;379,44;187,33;2026-03-05;2026-03-08
PV004837;06/06/2025;C0291;P008;U02;69,99;0,14;Entregue;1231,82;1059,37;525,01;2025-06-19;2025-06-22
PV004838;29/02/2024;C0213;P007;U02;4,2;0,064;Entregue;41,16;38,53;18,84;2024-03-05;2024-03-05
PV004839;12/08/2024;C0275;P004;U03;31,11;0,1033;Entregue;416,87;373,81;196,35;2024-08-23;2024-08-23
PV004840;08/02/2026;C0321;P007;U03;153,15;0,117;Entregue;1500,87;1325,27;707,49;2026-02-19;2026-02-19
PV004841;12/07/2025;C0021;P006;U01;178,49;0,0312;Entregue;9816,95;9510,66;4367,04;2025-07-17;2025-07-17
PV004842;19/09/2024;C0496;P002;U02;222,78;0,11;Entregue;5101,66;4540,48;1922,39;2024-09-30;2024-10-01
PV004843;02/08/2024;;P005;U01;81,61;0,174;Faturado;2587,04;2136,9;1096,03;2024-08-15;2024-08-15
PV004844;03/07/2026;C0398;P003;U02;16,07;0,0442;Entregue;674,94;645,11;325,33;2026-07-16;2026-07-16
PV004845;10/04/2026;C0025;P001;U03;10,24;0,1486;Entregue;189,44;161,29;75,07;2026-04-20;2026-04-21
PV004846;15/12/2025;C0101;P001;U01;10,15;0,0185;Entregue;187,78;184,31;78,59;2025-12-18;2025-12-20
PV004847;04/03/2025;C0037;P008;U01;37,91;0,1456;Entregue;667,22;570,07;331,12;2025-03-15;2025-03-15
PV004848;12/12/2025;C0470;P007;U01;11,04;0,0908;Entregue;108,19;98,37;41,94;2025-12-18;2025-12-19
PV004849;01/03/2025;C0424;P007;U01;19,06;0,0139;Faturado;186,79;184,19;84,27;2025-03-09;2025-03-08
PV004850;30/08/2025;C0429;P007;U02;62,43;0,158;Entregue;611,81;515,14;262,57;2025-09-13;2025-09-16
PV004851;18/05/2026;C0069;P008;U01;88,15;0,138;Entregue;1551,44;1337,34;656,03;2026-05-21;2026-05-22
PV004852;29/10/2024;C0044;P001;U02;113,32;0,1717;Entregue;2096,42;1736,46;932,11;2024-11-06;2024-11-07
PV004853;03/07/2026;C0480;P005;U01;37,1;0,0102;Entregue;1176,07;1164,07;585,33;2026-07-10;2026-07-16
PV004854;21/04/2026;C0422;P006;U02;23,3;0,0821;Entregue;1281,5;1176,29;582,01;2026-04-24;2026-04-26
PV004855;05/04/2024;C0247;P005;U02;29,88;0,0526;Entregue;947,2;897,38;475,24;2024-04-12;2024-04-14
PV004856;19/05/2024;C0490;P004;U01;17,69;0,1142;Entregue;237,05;209,98;105,67;2024-05-26;2024-06-01
PV004857;30/05/2024;C0033;P002;U01;-169,17;0,0529;Entregue;3873,99;3669,06;1611,05;2024-06-10;2024-06-10
PV004858;24/05/2025;C0101;P007;U02;30,97;0,1358;Entregue;303,51;262,29;137,22;2025-05-30;2025-05-30
PV004859;30/01/2025;C0425;P003;U01;33,67;0,0755;Entregue;1414,14;1307,37;621,24;2025-02-02;2025-02-02
PV004860;24/11/2024;C0272;P008;U01;65,18;0,0877;Faturado;1147,17;1046,56;522,23;2024-12-03;2024-12-01
PV004861;15/10/2024;C0209;P008;U02;13,51;0,0151;Entregue;237,78;234,19;99,23;2024-10-29;2024-10-28
PV004862;19/07/2024;C0284;P007;U02;56,01;0,052;Entregue;548,9;520,36;261,03;2024-07-31;2024-08-03
PV004863;15/09/2024;C0101;P001;U01;29,62;0,1118;Faturado;547,97;486,71;216,33;2024-09-25;2024-09-25
PV004864;10/02/2024;C0051;P006;U03;24,09;0,1641;Entregue;1324,95;1107,53;672,68;2024-02-13;2024-02-15
PV004865;11/06/2025;C0067;P001;U02;75,2;0,1591;Entregue;1391,2;1169,86;565,15;2025-06-20;2025-06-23
PV004866;30/06/2025;C0214;P005;U01;26,72;0,1246;Cancelado;847,02;741,48;380,95;2025-07-14;2025-07-14
PV004867;16/11/2024;C0250;P006;U02;18,6;0,0644;Entregue;1023,0;957,12;451,61;2024-11-22;2024-11-22
PV004868;13/08/2025;C0323;P003;U01;44,03;0,1697;Faturado;1849,26;1535,44;895,71;2025-08-20;2025-08-20
PV004869;12/06/2026;C0002;P007;U01;82,97;0,0287;Entregue;813,11;789,77;344,75;2026-06-23;2026-06-26
PV004870;26/02/2024;C0161;P005;U01;33,58;0,1617;Entregue;1064,49;892,36;458,06;2024-03-09;2024-03-07
PV004871;30/12/2025;C0017;P004;U02;16,16;0,0325;Cancelado;216,54;209,5;96,53;2026-01-11;2026-01-17
PV004872;30/07/2026;C0275;P005;U01;74,46;0,0425;Cancelado;2360,38;2260,06;1054,22;2026-08-07;2026-08-06
PV004873;06/02/2024;C0065;P006;U01;81,84;0,1592;Entregue;4501,2;3784,61;2134,54;2024-02-17;2024-02-19
PV004874;03/07/2025;C0047;P008;U01;31,31;0,0341;Entregue;551,06;532,27;227,71;2025-07-14;2025-07-14
PV004875;23/07/2026;C0165;P003;U02;16,54;0,0558;Entregue;694,68;655,92;353,55;2026-08-01;2026-07-31
PV004876;05/03/2026;C0169;P004;U03;56,28;0,1306;Faturado;754,15;655,66;316,91;2026-03-19;2026-03-22
PV004877;14/03/2024;C0276;P004;U03;34,01;0,159;Entregue;455,73;383,27;206,26;2024-03-21;2024-03-21
PV004878;24/08/2024;C0489;P007;U02;30,18;0,0909;Entregue;295,76;268,88;127,78;2024-08-30;2024-09-02
PV004879;20/04/2025;C0150;P007;U01;69,79;0,0608;Entregue;683,94;642,36;280,4;2025-05-04;2025-05-03
PV004880;04/12/2025;C0363;P001;U02;11,03;0,1545;Entregue;204,05;172,52;84,2;2025-12-18;2025-12-18
PV004881;24/08/2025;C0292;P003;U01;22,8;0,0709;Faturado;957,6;889,71;492,86;2025-08-27;2025-08-29
PV004882;02/06/2025;C0099;P008;U03;100,89;0,1153;Entregue;1775,66;1570,93;831,53;2025-06-06;2025-06-05
PV004883;09/04/2026;C0175;P006;U02;52,3;0,0784;Entregue;2876,5;2650,98;1459,56;2026-04-15;2026-04-18
PV004884;26/12/2024;C0251;P006;U02;49,02;0,0124;Entregue;2696,1;2662,67;1166,65;2025-01-02;2025-01-03
PV004885;29/02/2024;C0154;P004;U02;43,83;0,0543;Entregue;587,32;555,43;265,9;2024-03-11;2024-03-11
PV004886;30/10/2025;C0402;P005;U01;20,38;0,0185;Entregue;646,05;634,1;318,56;2025-11-02;2025-10-31
PV004887;08/06/2025;C0434;P005;U02;30,64;0,0525;Entregue;971,29;920,3;415,76;2025-06-11;2025-06-11
PV004888;08/12/2025;C0479;P003;U02;56,92;0,0817;Faturado;2390,64;2195,32;1135,61;2025-12-21;2025-12-27
PV004889;14/12/2024;C0417;P003;U01;27,13;0,063;Entregue;1139,46;1067,67;530,98;2024-12-28;2024-12-28
PV004890;13/05/2025;C0414;P004;U01;214,92;0,0788;Entregue;2879,93;2652,99;1195,77;2025-05-22;2025-05-22
PV004891;10/01/2026;C0049;P006;U02;161,39;0,1492;Entregue;8876,45;7552,08;4274,03;2026-01-14;2026-01-14
PV004892;03/04/2024;C0095;P002;U02;112,01;0,0238;Entregue;2565,03;2503,98;1071,33;2024-04-11;2024-04-11
PV004893;08/06/2026;C0317;P003;U01;203,66;0,0872;Entregue;8553,72;7807,84;4054,13;2026-06-21;2026-06-21
PV004894;19/10/2025;C0442;P008;U01;43,38;0,1424;Faturado;763,49;654,77;327,55;2025-10-29;2025-10-27
PV004895;12/01/2025;C0244;P003;U01;20,01;0,1346;Entregue;840,42;727,3;371,3;2025-01-20;2025-01-20
PV004896;15/03/2025;C0104;P004;U03;24,75;0,0337;Entregue;331,65;320,47;136,09;2025-03-20;2025-03-20
PV004897;09/03/2026;C0067;P005;U02;21,49;0,066;Entregue;681,23;636,27;337,23;2026-03-21;2026-03-27
PV004898;18/05/2025;C0358;P004;U03;85,26;0,0999;Entregue;1142,48;1028,35;560,47;2025-05-26;2025-05-25
PV004899;08/03/2026;C0167;P007;U01;33,26;0,1677;Entregue;325,95;271,29;128,05;2026-03-21;2026-03-21
PV004900;24/05/2026;C0458;P003;U02;13,2;0,067;Faturado;554,4;517,26;257,5;2026-06-01;2026-06-01
PV004901;10/04/2024;C0024;P003;U01;11,28;0,0813;Entregue;473,76;435,24;237,12;2024-04-17;2024-04-17
PV004902;26/06/2024;C0065;P002;U03;24,28;0,1183;Entregue;556,01;490,23;241,21;2024-07-07;2024-07-08
PV004903;02/03/2025;C0245;P004;U02;32,22;0,0512;Entregue;431,75;409,64;181,63;2025-03-13;2025-03-14
PV004904;03/11/2024;C0332;P001;U01;10,38;0,0018;Entregue;192,03;191,68;71,84;2024-11-11;2024-11-11
PV004905;24/09/2024;C0443;P001;U01;415,76;0,1688;Faturado;7691,56;6393,22;3479,19;2024-09-30;2024-10-03
PV004906;21/02/2025;C0211;P001;U01;25,91;0,029;Entregue;479,34;465,44;180,84;2025-03-05;2025-03-08
PV004907;05/11/2024;C0116;P004;U02;25,81;0,1032;Entregue;345,85;310,16;161,4;2024-11-12;2024-11-13
PV004908;18/04/2024;C0243;P008;U02;22,68;0,1092;Entregue;399,17;355,58;183,57;2024-05-01;2024-04-30
PV004909;19/03/2024;C0139;P003;U01;29,61;0,0008;Entregue;1243,62;1242,63;651,18;2024-03-25;2024-03-27
PV004910;14/08/2025;C0128;P004;U01;68,89;0,1642;Entregue;923,13;771,55;434,7;2025-08-26;2025-08-26
PV004911;16/09/2025;C0109;P008;U02;23,93;0,1254;Faturado;421,17;368,36;207,79;2025-09-26;2025-09-26
PV004912;04/11/2025;C0429;P004;U01;27,27;0,1454;Faturado;365,42;312,29;180,0;2025-11-07;2025-11-10
PV004913;24/01/2025;C0061;P006;U01;42,58;0,1251;Entregue;2341,9;2048,93;1206,06;2025-02-05;2025-02-05
PV004914;21/01/2024;C0325;P004;U01;5,5;0,1011;Faturado;73,7;66,25;32,11;2024-02-01;2024-02-03
PV004915;07/03/2026;C0101;P005;U01;47,23;0,0491;Entregue;1497,19;1423,68;711,1;2026-03-21;2026-03-22
PV004916;23/05/2025;C0458;P006;U03;30,38;0,0869;Cancelado;1670,9;1525,7;810,17;2025-06-03;2025-06-03
PV004917;11/07/2025;C0437;P006;U03;35,44;0,1257;Entregue;1949,2;1704,19;907,52;2025-07-17;2025-07-15
PV004918;05/04/2026;C0176;P003;U01;43,05;0,0175;Entregue;1808,1;1776,46;815,43;2026-04-12;2026-04-10
PV004919;22/12/2025;C0168;P001;U02;86,25;0,0075;Entregue;1595,62;1583,65;645,73;2026-01-01;2026-01-01
PV004920;12/01/2024;C0361;P002;U02;37,2;0,0622;Entregue;851,88;798,89;313,38;2024-01-23;2024-01-23
PV004921;03/09/2024;C0428;P003;U03;117,64;0,0105;Entregue;4940,88;4889,0;2361,53;2024-09-13;2024-09-19
PV004922;24/02/2025;C0230;P002;U02;80,62;0,1467;Entregue;1846,2;1575,36;791,48;2025-02-27;2025-03-01
PV004923;22/02/2026;;P004;U02;71,07;0,1712;Entregue;952,34;789,3;410,5;2026-02-28;2026-02-28
PV004924;10/07/2024;C0142;P001;U02;96,51;0,1281;Cancelado;1785,44;1556,73;711,87;2024-07-19;2024-07-21
PV004925;25/01/2026;C0032;P004;U01;16,26;0,0376;Entregue;217,88;209,69;103,75;2026-02-03;2026-02-04
PV004926;04/12/2024;C0287;P003;U03;75,55;0,1272;Faturado;3173,1;2769,48;1384,16;2024-12-07;2024-12-07
PV004927;13/02/2025;C0290;P004;U01;66,31;0,0991;Entregue;888,55;800,49;433,82;2025-02-16;2025-02-18
PV004928;15/02/2026;C0036;P003;U01;45,99;0,1334;Cancelado;1931,58;1673,91;993,09;2026-02-28;2026-02-28
PV004929;29/01/2025;C0197;P002;U01;77,13;0,0801;Entregue;1766,28;1624,8;780,77;2025-02-10;2025-02-10
PV004930;25/03/2026;C0416;P007;U02;-46,35;0,0158;Entregue;454,23;447,05;208,2;2026-04-06;2026-04-04
PV004931;25/01/2024;C0349;P004;U03;24,32;0,109;Entregue;325,89;290,37;149,32;2024-01-28;2024-01-30
PV004932;10/12/2025;C0137;P002;U03;35,93;0,1139;Entregue;822,8;729,08;359,69;2025-12-16;2025-12-14
PV004933;27/04/2026;C0098;P005;U01;27,7;0,1418;Entregue;878,09;753,58;375,5;2026-05-06;2026-05-06
PV004934;23/06/2026;C0366;P005;U01;5,91;0,1782;Entregue;187,35;153,96;87,16;2026-07-01;2026-06-30
PV004935;25/01/2024;C0250;P004;U02;13,31;0,1363;Faturado;178,35;154,04;77,33;2024-01-31;2024-02-02
PV004936;21/08/2025;C0238;P001;U03;49,06;0,1795;Entregue;907,61;744,69;388,02;2025-08-26;2025-08-27
PV004937;13/03/2024;C0313;P007;U01;24,11;0,0532;Faturado;236,28;223,71;106,89;2024-03-27;2024-03-25
PV004938;24/02/2026;C0223;P003;U03;22,71;0,0224;Cancelado;953,82;932,45;495,44;2026-03-01;2026-03-01
PV004939;01/12/2025;C0316;P007;U03;61,61;0,006;Entregue;603,78;600,16;275,17;2025-12-05;2025-12-07
PV004940;06/10/2025;C0153;P006;U02;49,19;0,0598;Entregue;2705,45;2543,66;1165,03;2025-10-20;2025-10-23
PV004941;02/05/2025;C0264;P002;U02;23,12;0,1259;Entregue;529,45;462,79;218,52;2025-05-11;2025-05-11
PV004942;25/06/2025;C0439;P007;U02;31,52;0,1637;Entregue;308,9;258,33;125,04;2025-07-01;2025-06-30
PV004943;18/05/2024;C0459;P006;U01;7,52;0,0742;Entregue;413,6;382,91;212,45;2024-05-22;2024-05-22
PV004944;09/02/2026;C0371;P002;U03;103,1;0,0054;Entregue;2360,99;2348,24;1043,15;2026-02-21;2026-02-19
PV004945;25/05/2026;C0078;P003;U02;43,46;0,0418;Entregue;1825,32;1749,02;793,78;2026-06-08;2026-06-14
PV004946;14/01/2024;C0080;P003;U01;27,36;0,1573;Entregue;1149,12;968,36;588,63;2024-01-25;2024-01-31
PV004947;21/01/2026;C0002;P002;U03;38,04;0,1213;Cancelado;871,12;765,45;334,27;2026-01-28;2026-01-27
PV004948;22/07/2024;C0149;P007;U03;8,23;0,115;Faturado;80,65;71,38;34,07;2024-08-03;2024-08-03
PV004949;07/05/2025;C0068;P006;U01;76,75;0,0698;Cancelado;4221,25;3926,61;2200,83;2025-05-14;2025-05-17
PV004950;23/06/2025;C0117;P001;U01;29,37;0,161;Entregue;543,34;455,86;200,45;2025-06-28;2025-06-30
PV004951;14/04/2024;C0369;P006;U02;28,57;0,0909;Entregue;1571,35;1428,51;690,7;2024-04-24;2024-04-24
PV004952;06/12/2025;C0267;P001;U02;16,33;0,0662;Entregue;302,1;282,1;121,87;2025-12-17;2025-12-18
PV004953;06/06/2025;C0029;P004;U01;18,21;0,0417;Entregue;244,01;233,83;114,9;2025-06-16;2025-06-19
PV004954;08/05/2024;C0285;P007;U01;199,82;0,1032;Entregue;1958,24;1756,15;851,26;2024-05-20;2024-05-19
PV004955;19/01/2024;C0446;P005;U01;52,03;0,056;Entregue;1649,35;1556,99;808,93;2024-01-22;2024-01-20
PV004956;04/06/2025;C0417;P003;U01;8,48;0,0601;Entregue;356,16;334,75;189,63;2025-06-10;2025-06-16
PV004957;03/12/2025;C0379;P008;U03;41,55;0,0259;Entregue;731,28;712,34;344,17;2025-12-10;2025-12-09
PV004958;26/01/2026;C0015;P004;U02;61,42;0,0015;Entregue;823,03;821,8;394,26;2026-01-30;2026-02-05
PV004959;10/06/2024;C0316;P005;U01;19,61;0,0817;Entregue;621,64;570,85;303,89;2024-06-22;2024-06-25
PV004960;27/10/2025;C0392;P004;U02;58,23;0,1595;Entregue;780,28;655,83;377,94;2025-10-31;2025-10-31
PV004961;21/06/2025;C0107;P001;U01;67,64;0,1362;Entregue;1251,34;1080,91;565,6;2025-06-27;2025-07-03
PV004962;10/04/2024;C0113;P002;U02;210,55;0,0888;Entregue;4821,6;4393,44;2025,56;2024-04-18;2024-04-18
PV004963;22/06/2025;C0145;P005;U01;167,98;0,0651;Entregue;5324,97;4978,31;2524,22;2025-07-05;2025-07-04
PV004964;16/03/2024;C0472;P005;U02;155,38;0,0302;Entregue;4925,55;4776,8;2445,16;2024-03-21;2024-03-23
PV004965;06/04/2024;C0470;P007;U02;28,77;0,0784;Entregue;281,95;259,85;123,77;2024-04-11;2024-04-13
PV004966;20/02/2026;C0202;P006;U02;53,2;0,0839;Entregue;2926,0;2680,51;1287,73;2026-03-01;2026-03-01
PV004967;27/03/2025;C0402;P001;U01;35,8;0,06;Faturado;662,3;622,56;261,37;2025-04-01;2025-03-30
PV004968;01/01/2024;C0353;P005;U02;30,63;0,1364;Entregue;970,97;838,53;487,92;2024-01-09;2024-01-12
PV004969;04/06/2024;C0188;P008;U02;21,68;0,1766;Entregue;381,57;314,18;194,29;2024-06-10;2024-06-11
PV004970;02/04/2025;C0177;P004;U01;20,79;0,0292;Entregue;278,59;270,46;116,83;2025-04-15;2025-04-15
PV004971;09/03/2026;C0287;P008;U03;32,69;0,1197;Entregue;575,34;506,47;264,16;2026-03-21;2026-03-21
PV004972;09/05/2026;C0230;P008;U02;114,62;0,0632;Entregue;2017,31;1889,82;945,93;2026-05-19;2026-05-20
PV004973;30/05/2024;C0404;P004;U01;40,05;0,1004;Faturado;536,67;482,79;217,06;2024-06-09;2024-06-09
PV004974;13/01/2025;C0410;P001;U03;83,05;0,1592;Faturado;1536,42;1291,82;687,37;2025-01-21;2025-01-21
PV004975;02/01/2025;C0404;P002;U02;24,74;0,1007;Faturado;566,55;509,5;220,15;2025-01-11;2025-01-10
PV004976;05/10/2025;C0313;P008;U03;34,46;0,1253;Faturado;606,5;530,51;278,8;2025-10-18;2025-10-21
PV004977;29/12/2024;C0446;P001;U02;57,25;0,0539;Entregue;1059,12;1002,03;423,08;2025-01-04;2025-01-05
PV004978;14/03/2026;C0238;P008;U03;58,77;0,0002;Entregue;1034,35;1034,14;490,92;2026-03-27;2026-03-27
PV004979;28/02/2025;;P005;U01;51,95;0,175;Entregue;1646,82;1358,63;703,44;2025-03-06;2025-03-08
PV004980;27/02/2026;C0267;P007;U02;6,44;0,0518;Entregue;63,11;59,84;25,7;2026-03-10;2026-03-11
PV004981;11/06/2024;C0199;P001;U01;28,21;0,1758;Entregue;521,88;430,13;232,28;2024-06-19;2024-06-25
PV004982;14/01/2024;C0480;P007;U03;35,67;0,0121;Entregue;349,57;345,34;147,34;2024-01-20;2024-01-21
PV004983;26/07/2024;C0424;P004;U02;93,43;0,1606;Entregue;1251,96;1050,9;552,32;2024-08-01;2024-08-07
PV004984;18/07/2025;C0079;P006;U01;12,59;0,0587;Entregue;692,45;651,8;305,55;2025-07-26;2025-07-28
PV004985;27/09/2025;C0244;P006;U01;143,37;0,1264;Entregue;7885,35;6888,64;3545,49;2025-10-11;2025-10-11
PV004986;16/05/2025;C0011;P003;U01;40,74;0,124;Entregue;1711,08;1498,91;795,77;2025-05-29;2025-05-29
PV004987;17/08/2024;C0041;P001;U01;120,44;0,0585;Entregue;2228,14;2097,79;901,52;2024-08-27;2024-09-02
PV004988;24/10/2024;C0055;P006;U01;23,96;0,1187;Entregue;1317,8;1161,38;616,16;2024-11-01;2024-10-30
PV004989;04/02/2024;C0076;P003;U01;42,81;0,1537;Entregue;1798,02;1521,66;789,2;2024-02-08;2024-02-10
PV004990;12/05/2025;C0080;P006;U02;44,19;0,1544;Entregue;2430,45;2055,19;1173,59;2025-05-24;2025-05-24
PV004991;11/07/2024;C0172;P003;U02;58,81;0,0839;Entregue;2470,02;2262,79;1177,77;2024-07-17;2024-07-18
PV004992;19/05/2024;C0019;P007;U02;41,06;0,0781;Entregue;402,39;370,96;155,24;2024-05-24;2024-05-27
PV004993;11/07/2025;C0061;P003;U01;11,34;0,0864;Entregue;476,28;435,13;244,15;2025-07-25;2025-07-24
PV004994;15/11/2025;C0475;P002;U03;40,64;0,1358;Entregue;930,66;804,28;368,16;2025-11-20;2025-11-20
PV004995;03/03/2024;C0045;P001;U03;6,48;0,1282;Entregue;119,88;104,51;44,77;2024-03-14;2024-03-14
PV004996;01/10/2025;C0467;P004;U01;11,11;0,1;Faturado;148,87;133,98;73,02;2025-10-10;2025-10-10
PV004997;15/09/2025;C0176;P008;U01;42,57;0,0474;Entregue;749,23;713,72;334,6;2025-09-24;2025-09-23
PV004998;08/10/2024;C0404;P005;U02;62,84;0,0345;Faturado;1992,03;1923,3;822,62;2024-10-16;2024-10-22
PV004999;27/06/2025;;P006;U02;77,57;0,0259;Cancelado;4266,35;4155,85;2037,38;2025-06-30;2025-06-30
PV005000;19/07/2025;C0225;P005;U01;14,95;0,0393;Entregue;473,92;455,29;220,38;2025-07-26;2025-08-01
PV005001;01/03/2025;C0245;P004;U01;12,09;0,1268;Entregue;162,01;141,47;77,27;2025-03-08;2025-03-14
PV005002;02/04/2026;C0279;P001;U02;34,05;0,123;Entregue;629,92;552,44;261,37;2026-04-16;2026-04-16
PV005003;23/08/2024;C0171;P003;U01;15,12;0,0371;Entregue;635,04;611,48;328,05;2024-08-27;2024-08-27
PV005004;08/08/2025;C0410;P002;U01;56,19;0,1534;Entregue;1286,75;1089,36;476,91;2025-08-19;2025-08-22
PV005005;17/02/2025;C0322;P004;U01;41,08;0,0449;Entregue;550,47;525,75;263,77;2025-02-21;2025-02-22
PV005006;14/01/2024;C0362;P003;U02;43,48;0,0192;Entregue;1826,16;1791,1;966,7;2024-01-28;2024-01-30
PV005007;13/09/2024;C0146;P002;U01;173,7;0,0785;Entregue;3977,73;3665,48;1767,39;2024-09-23;2024-09-22
PV005008;10/03/2026;C0194;P005;U02;66,62;0,0776;Entregue;2111,85;1947,97;928,06;2026-03-13;2026-03-14
PV005009;01/11/2024;C0323;P007;U02;30,92;0,1464;Entregue;303,02;258,66;132,38;2024-11-10;2024-11-16
PV005010;16/05/2025;C0029;P008;U03;60,11;0,142;Entregue;1057,94;907,71;479,08;2025-05-29;2025-05-29
PV005011;11/02/2026;C0041;P008;U01;144,78;0,1298;Entregue;2548,13;2217,38;1146,37;2026-02-23;2026-02-23
PV005012;30/03/2025;C0374;P006;U01;43,75;0,1062;Entregue;2406,25;2150,71;1213,2;2025-04-03;2025-04-06
PV005013;23/04/2026;C0149;P003;U02;59,75;0,1434;Entregue;2509,5;2149,64;1242,86;2026-04-28;2026-05-04
PV005014;18/07/2026;C0280;P002;U01;48,45;0,0076;Entregue;1109,51;1101,08;475,08;2026-07-27;2026-07-27
PV005015;22/06/2024;C0024;P008;U02;69,08;0,0748;Faturado;1215,81;1124,87;577,24;2024-07-06;2024-07-09
PV005016;23/05/2025;C0487;P003;U03;95,19;0,0392;Entregue;3997,98;3841,26;1767,2;2025-05-27;2025-05-26
PV005017;13/07/2024;C0299;P007;U01;30,05;0,1322;Entregue;294,49;255,56;138,4;2024-07-21;2024-07-22
PV005018;14/11/2024;C0478;P003;U03;62,32;0,1579;Entregue;2617,44;2204,15;1228,41;2024-11-22;2024-11-20
PV005019;02/08/2024;C0318;P004;U02;48,68;0,179;Entregue;652,31;535,55;320,12;2024-08-12;2024-08-12
PV005020;07/02/2024;C0129;P008;U02;20,01;0,1263;Entregue;352,18;307,7;177,06;2024-02-10;2024-02-10
PV005021;22/09/2024;C0343;P003;U02;31,93;0,1624;Entregue;1341,06;1123,27;623,41;2024-10-02;2024-10-05
PV005022;29/06/2025;C0300;P006;U01;54,86;0,0903;Cancelado;3017,3;2744,84;1392,18;2025-07-08;2025-07-10
PV005023;19/11/2024;C0098;P002;U03;20,55;0,1302;Entregue;470,6;409,33;177,89;2024-11-30;2024-11-28
PV005024;28/10/2025;C0381;P007;U01;121,74;0,0922;Faturado;1193,05;1083,05;546,18;2025-11-11;2025-11-12
PV005025;25/05/2024;C0190;P008;U03;17,56;0,0826;Faturado;309,06;283,53;140,65;2024-06-07;2024-06-06
PV005026;30/03/2026;C0306;P003;U02;16,78;0,1566;Entregue;704,76;594,39;348,39;2026-04-10;2026-04-10
PV005027;11/01/2025;C0206;P003;U02;126,59;0,0196;Cancelado;5316,78;5212,57;2454,12;2025-01-15;2025-01-13
PV005028;24/01/2024;C0233;P006;U02;26,39;0,1289;Entregue;1451,45;1264,36;669,47;2024-01-30;2024-01-28
PV005029;19/10/2024;C0494;P001;U02;40,93;0,0936;Entregue;757,2;686,33;301,27;2024-10-23;2024-10-22
PV005030;28/02/2024;C0487;P003;U03;39,84;0,1689;Faturado;1673,28;1390,66;879,57;2024-03-03;2024-03-05
PV005031;05/03/2025;C0061;P001;U02;30,31;0,036;Faturado;560,74;540,55;242,57;2025-03-08;2025-03-08
PV005032;24/12/2024;C0332;P008;U02;49,79;0,0036;Entregue;876,3;873,15;420,48;2025-01-04;2025-01-04
PV005033;10/10/2025;C0270;P002;U02;27,08;0,0896;Entregue;620,13;564,57;269,23;2025-10-24;2025-10-24
PV005034;06/10/2025;C0024;P005;U01;141,14;0,0311;Faturado;4474,14;4334,99;1909,1;2025-10-11;2025-10-17
PV005035;13/07/2025;C0218;P008;U02;35,01;0,0193;Entregue;616,18;604,29;280,99;2025-07-17;2025-07-17
PV005036;25/02/2024;C0208;P001;U01;37,06;0,0673;Entregue;685,61;639,47;287,74;2024-02-28;2024-02-28
PV005037;30/08/2024;C0446;P004;U01;61,45;0,0884;Entregue;823,43;750,64;383,74;2024-09-05;2024-09-06
PV005038;29/04/2026;C0318;P008;U03;90,22;0,017;Faturado;1587,87;1560,88;739,3;2026-05-05;2026-05-03
PV005039;29/08/2025;C0207;P008;U02;26,54;0,0003;Entregue;467,1;466,96;230,38;2025-09-10;2025-09-12
PV005040;17/02/2026;C0026;P001;U03;92,79;0,1507;Entregue;1716,62;1457,93;759,16;2026-03-01;2026-03-01
PV005041;06/11/2025;C0243;P008;U01;74,28;0,1176;Entregue;1307,33;1153,59;659,81;2025-11-09;2025-11-15
PV005042;28/06/2026;C0198;P004;U02;23,06;0,1041;Entregue;309,0;276,83;130,4;2026-07-02;2026-07-02
PV005043;25/03/2024;C0366;P006;U01;126,69;0,1137;Entregue;6967,95;6175,69;3606,41;2024-04-04;2024-04-04
