lote_id;produto_id;unidade_id;data_inicio;quantidade_planejada;quantidade_produzida;horas_planejadas;horas_reais;refugo_kg;consumo_energia_kwh;consumo_agua_l
L002368;P007;U01;2025-08-04;532,04;523,19;3,43;3,84;17,38;287,93;1275,81
L002369;P003;U01;2024-11-01;545,33;524,49;3,22;3,57;11,4;168,69;1100,55
L002370;P002;U01;2024-06-09;1804,98;1671,94;12,71;12,38;73,99;470,6;4258,94
L002371;P003;U03;2024-03-13;2188,08;1935,23;10,76;14,23;77,44;498,34;4144,77
L002372;P001;U03;2026-04-06;1298,08;1288,77;6,9;6,91;28,97;451,61;2891,04
L002373;P007;U03;2025-01-12;1391,5;1430,39;7,09;6,51;39,88;486,04;3585,49
L002374;P005;U03;2026-01-06;1610,63;1605,61;10,88;10,93;32,42;362,12;1204,83
L002375;P006;U03;2026-02-20;1640,01;1454,55;9,63;10,1;59,82;687,06;3291,85
L002376;P008;U01;2025-10-06;479,07;428,88;2,56;3,14;19,3;143,5;1156,66
L002377;P001;U02;2024-10-13;311,84;317,23;2,14;2,8;4,05;101,06;330,2
L002378;P007;U01;2024-12-15;1953,9;1832,19;16,02;14,46;47,43;700,38;4826,6
L002379;P003;U03;2025-09-28;1327,84;1163,04;7,23;8,17;16,09;285,1;2441,2
L002380;P007;U03;2024-10-02;1250,7;1201,33;6,54;8,49;28,52;580,53;2877,12
L002381;P007;U03;2024-12-07;897,3;771,95;5,16;6,46;8,35;381,51;1653,13
L002382;P004;U02;2026-01-31;1178,23;1013,79;8,86;11,21;32,87;529,47;1094,3
L002383;P002;U02;2024-02-24;330,5;339,23;1,86;2,29;1,73;108,85;790,88
L002384;P006;U03;2026-05-04;1194,21;1077,42;7,22;9,11;14,67;359,88;817,15
L002385;P005;U03;2025-05-05;1771,89;1566,98;13,63;14,63;46,31;862,31;3182,95
L002386;P004;U03;2024-05-08;1923,29;1849,49;9,16;10,95;78,8;846,64;1706,37
L002387;P002;U03;2025-12-07;436,43;395,35;3,51;4,38;8,19;184,45;647,76
L002388;P005;U01;2024-08-14;2186,87;2023,74;17,6;17,92;87,24;725,61;5327,81
L002389;P005;U02;2026-04-21;1734,09;1544,94;12,77;14,75;2162,9159999999997;439,32;1683,09
L002390;P002;U03;2025-03-14;550,81;498,47;3,36;3,5;10,43;308,86;472,71
L002391;P007;U01;2025-03-02;1362,65;1184,09;7,36;9,44;50,22;696,03;3197,38
L002392;P005;U02;2024-01-23;1718,86;1620,14;8,87;8,8;50,55;778,42;4327,93
L002393;P005;U02;2024-04-03;989,35;942,04;4,78;5,48;8,37;326,02;1663,34
L002394;P002;U01;2025-06-11;663,88;629,85;3,27;3,27;10,2;328,04;888,82
L002395;P007;U02;2024-11-01;1602,43;1466,04;10,8;12,34;56,91;452,4;3532,22
L002396;P003;U02;2024-03-13;1748,96;1775,56;8,49;9,57;32,3;571,52;1496,16
L002397;P003;U01;2025-10-22;1009,47;880,35;5,61;5,85;12,41;517,56;1163,14
L002398;P003;U03;2025-03-17;668,04;664,31;3,26;4,01;16,05;245,8;1436,63
L002399;P006;U01;2025-02-10;1564,73;1445,01;12,91;12,14;64,62;820,73;2359,74
L002400;P008;U03;2026-07-16;419,35;416,59;2,39;3,03;6,88;171,69;299,57
L002401;P004;U02;2025-01-16;1936,95;1933,07;9,56;9,15;27,48;1073,56;4834,16
L002402;P002;U02;2024-09-27;1043,26;1014,45;6,88;8,67;21,89;497,86;1272,25
L002403;P008;U02;2025-04-21;1346,56;1279,44;9,52;11,9;55,63;399,06;1772,49
L002404;P008;U03;2024-06-25;2189,11;2155,62;14,39;18,78;40,62;482,29;2618,19
L002405;P007;U02;2025-07-01;1299,56;1311,27;6,4;6,37;24,38;338,41;1484,13
L002406;P002;U03;2024-07-30;295,34;278,71;2,2;2,28;9,1;89,56;308,64
L002407;P004;U03;2024-02-09;2117,39;2099,57;11,54;11,11;85,11;943,43;1947,27
L002408;P006;U03;2024-04-30;674,78;617,41;4,17;4,9;12,89;302,43;1681,24
L002409;P007;U02;2026-03-24;2181,29;2050,78;14,42;13,25;35,49;958,03;1475,06
L002410;P002;U03;2025-04-07;1614,61;1641,5;9,28;12,23;8,3;805,42;4192,17
L002411;P008;U03;2024-11-12;2121,28;2031,16;11,63;12,14;31,11;758,57;3435,54
L002412;P008;U02;2024-01-31;1978,21;1895,58;14,87;15,98;9,27;519,69;2846,74
L002413;P003;U01;2024-06-25;760,79;698,25;4,34;4,21;11,45;345,51;1498,98
L002414;P001;U01;2024-05-26;1035,66;973,61;7,39;6,67;26,48;398,88;832,9
L002415;P006;U01;2026-04-24;1943,37;1953,47;10,33;11,66;47,5;895,95;3442,05
L002416;P004;U01;2025-01-22;689,65;695,47;4,38;4,96;30,29;193,93;1899,75
L002417;P003;U01;2025-05-07;958,46;960,84;7,87;7,32;26,37;412,66;1593,8
L002418;P005;U03;2024-05-29;1290,39;1207,81;8,54;11,18;17,98;630,42;2715,16
L002419;P004;U01;2026-02-12;1720,22;1564,51;9,54;9,49;13,0;580,04;2027,45
L002420;P007;U02;2024-10-11;987,28;942,88;4,75;5,79;19,91;460,44;2143,9
L002421;P006;U01;2024-12-25;764,47;698,48;5,87;7,61;28,28;163,77;1415,39
L002422;P005;U01;2024-04-16;2026,8;2018,92;10,29;13,72;49,99;1178,57;3229,76
L002423;P007;U03;2024-03-28;1405,56;1281,8;9,09;9,5;20,05;573,93;2472,19
L002424;P007;U02;2025-12-23;839,22;754,0;4,91;5,28;2,07;450,82;909,96
L002425;P007;U01;2025-02-01;1420,23;1233,11;11,05;14,71;32,18;317,99;1812,97
L002426;P005;U01;2026-01-31;949,8;965,93;5,19;5,7;30,65;522,33;1823,2
L002427;P003;U03;2026-05-20;567,89;515,38;3,17;3,13;7,13;222,95;1038,47
L002428;P002;U02;2026-04-23;1421,27;1310,93;9,33;9,8;48,92;610,62;3184,61
L002429;P005;U03;2024-01-12;1367,73;1206,57;6,55;6,31;9,35;298,43;2154,56
L002430;P002;U01;2026-04-18;2037,85;1964,25;13,36;15,17;16,89;624,23;2459,84
L002431;P006;U03;2024-05-19;1376,26;1376,86;10,62;10,8;46,7;740,04;1613,19
L002432;P007;U02;2024-12-28;806,06;801,73;3,94;5,08;27,92;364,34;2149,57
L002433;P004;U02;2025-01-03;846,63;785,78;6,2;7,35;1100,0919999999999;384,94;1534,95
L002434;P002;U02;2026-04-17;1030,35;1030,06;5,89;7,76;17,13;315,02;1137,03
L002435;P004;U02;2025-08-02;1413,59;1402,83;7,57;8,1;33,97;857,83;1207,71
L002436;P004;U02;2026-05-02;1933,65;1983,63;13,8;13,29;12,01;1014,33;1716,8
L002437;P005;U02;2026-02-09;1146,02;1154,42;7,49;9,77;2,62;702,3;1822,49
L002438;P005;U02;2026-03-06;2090,03;2103,15;14,82;14,17;19,91;819,76;2932,5
L002439;P002;U01;2024-11-28;1363,06;1255,57;7,69;7,42;51,09;687,24;1508,27
L002440;P003;U03;2026-03-21;859,25;876,63;4,76;5,14;18,09;251,18;804,71
L002441;P006;U02;2025-06-24;2029,23;1972,14;11,23;14,41;36,39;653,78;3835,42
L002442;P003;U01;2025-05-25;1373,42;1233,9;8,92;9,08;45,96;408,26;3352,77
L002443;P002;U02;2025-08-22;275,28;249,51;1,36;1,33;1,39;100,23;581,44
L002444;P008;U03;2024-02-03;1874,57;1664,56;11,66;15,43;33,82;744,81;1453,74
L002445;P007;U01;2024-07-12;1953,69;1892,1;11,59;12,92;50,76;656,13;4474,23
L002446;P008;U01;2025-02-05;1536,2;1529,59;8,57;9,04;16,53;452,01;1602,54
L002447;P008;U02;2026-04-26;1388,03;1249,33;8,2;9,95;53,77;586,53;3239,81
L002448;P005;U02;2026-06-30;1711,26;1734,15;11,06;11,92;59,37;957,71;2491,59
L002449;P006;U02;2025-12-27;885,21;834,71;7,11;8,01;3,51;458,41;1385,18
L002450;P002;U03;2024-04-11;541,89;509,12;3,99;3,63;22,63;250,22;518,85
L002451;P006;U02;2025-04-19;2140,41;2055,66;14,43;13,67;6,15;835,88;4248,08
L002452;P005;U02;2025-12-26;1799,56;1809,59;8,59;8,37;36,48;1067,22;2846,61
L002453;P006;U03;2024-05-10;927,29;835,92;6,48;8,21;20,02;244,32;1594,75
L002454;P001;U01;2024-01-24;1849,43;1681,96;15,02;14,62;6,63;764,64;2445,34
L002455;P008;U01;2025-02-09;2002,9;1723,16;9,55;10,04;52,45;877,72;3643,57
L002456;P006;U01;2025-07-02;1384,07;1291,25;7,12;8,06;15,41;564,83;1931,68
L002457;P008;U02;2024-01-01;1765,38;1541,15;12,21;11,51;25,37;446,21;2989,58
L002458;P003;U03;2024-07-22;1953,21;1891,77;11,04;13,19;25,36;904,78;2060,89
L002459;P007;U01;2025-05-03;836,05;733,74;4,64;5,24;18,4;320,76;655,83
L002460;P004;U02;2025-06-04;328,67;304,89;1,87;1,89;1,89;120,59;766,35
L002461;P007;U03;2025-11-13;604,49;524,57;3,11;3,68;7,8;146,19;1294,02
L002462;P006;U03;2024-05-12;725,84;722,31;5,66;6,79;5,64;204,6;1484,53
L002463;P006;U01;2024-08-20;1267,02;1162,65;7,57;6,97;12,14;505,43;3137,11
L002464;P004;U01;2025-03-30;406,23;400,5;2,84;3,35;5,46;90,19;950,29
L002465;P006;U02;2025-10-14;1987,27;1990,76;14,95;14,09;11,62;871,49;4798,59
L002466;P003;U01;2025-01-17;533,36;504,59;3,02;3,25;20,02;119,6;393,39
L002467;P006;U01;2026-02-25;515,24;449,64;2,63;2,43;11,86;118,57;1181,42
L002468;P006;U01;2025-08-11;2173,83;1961,12;16,5;18,51;46,27;1160,36;2839,78
L002469;P004;U02;2024-10-29;1016,44;971,36;7,61;8,34;34,07;230,87;1634,38
L002470;P008;U03;2025-05-21;664,09;601,82;4,17;4,34;13,35;318,82;1287,86
L002471;P005;U01;2025-12-14;2176,37;2059,59;13,55;17,72;21,15;900,0;3696,69
L002472;P003;U01;2025-07-01;1046,47;976,65;5,53;5,74;4,24;265,2;2062,73
L002473;P005;U01;2024-09-11;1899,05;1902,23;9,47;12,15;12,34;710,77;1563,67
L002474;P003;U01;2025-11-04;1113,4;965,07;5,69;6,64;33,26;329,37;2013,19
L002475;P003;U02;2024-10-26;1780,01;1830,88;10,37;9,36;21,59;1085,88;3650,5
L002476;P004;U02;2025-10-06;1668,16;1597,84;8,98;9,73;7,35;753,77;3130,41
L002477;P005;U02;2025-07-15;837,51;812,76;6,1;5,94;33,98;185,36;795,8
L002478;P006;U03;2025-10-22;1100,6;961,41;7,59;9,22;31,5;474,86;1537,66
L002479;P005;U02;2026-06-09;1658,93;1614,58;7,97;9,16;28,11;759,44;3624,45
L002480;P003;U02;2024-09-16;1353,8;1299,12;10,19;12,35;48,48;764,5;3274,05
L002481;P008;U01;2026-03-15;2000,19;1902,04;11,73;10,66;76,7;1095,1;1941,63
L002482;P003;U01;2024-12-02;248,73;214,09;1,2;1,55;2,5;76,66;160,11
L002483;P008;U03;2024-12-10;534,4;506,79;2,59;2,4;14,25;241,53;1129,24
L002484;P005;U01;2024-12-28;541,14;516,91;3,91;4,14;1,33;195,41;721,17
L002485;P005;U01;2026-05-20;1091,12;1118,54;7,26;7,43;42,24;343,26;2987,1
L002486;P002;U03;2025-11-17;512,36;481,34;3,32;3,03;6,79;209,93;1138,42
L002487;P008;U02;2026-02-03;1187,2;1160,26;8,46;7,86;19,75;331,72;2602,81
L002488;P003;U02;2024-05-17;2021,76;1844,16;11,88;14,65;74,06;1017,01;3096,73
L002489;P007;U01;2024-11-09;1337,59;1229,17;7,35;9,27;14,44;406,92;1130,15
L002490;P005;U02;2025-08-11;1653,79;1452,02;9,38;12,4;23,33;594,99;1708,81
L002491;P007;U01;2024-09-15;1536,4;1504,11;7,85;9,7;43,27;772,74;1915,59
L002492;P002;U01;2025-03-08;1922,03;1954,57;15,45;20,15;43,53;871,34;2891,75
L002493;P008;U01;2025-07-26;1683,45;1603,01;8,35;9,83;40,3;477,7;4121,56
L002494;P004;U02;2026-06-17;1875,97;1692,21;10,12;12,11;8,57;582,59;3022,21
L002495;P007;U02;2025-10-14;556,43;518,5;2,65;3,1;11,15;163,77;709,19
L002496;P008;U01;2026-06-03;1169,27;1121,36;7,49;7,82;25,94;560,6;1805,44
L002497;P004;U03;2025-12-30;739,11;669,49;3,68;4,28;937,286;319,51;1404,02
L002498;P003;U03;2025-05-08;864,17;769,09;6,18;6,4;33,47;175,32;1691,19
L002499;P005;U03;2025-07-16;505,97;455,26;2,52;2,89;5,74;111,36;1042,75
L002500;P001;U02;2024-10-10;1747,48;1576,56;11,89;14,49;26,02;905,45;4137,25
L002501;P007;U03;2025-11-05;726,99;733,47;4,51;4,49;22,47;380,89;1430,82
L002502;P005;U01;2026-01-07;1622,5;1604,41;8,33;9,38;69,51;715,64;1300,76
L002503;P006;U03;2026-03-19;2110,24;1912,08;10,19;11,27;75,05;791,04;4892,65
L002504;P005;U01;2026-06-28;883,11;887,68;4,37;4,93;12,06;225,92;1393,09
L002505;P006;U02;2026-06-11;1140,38;1112,17;6,86;8,63;10,65;347,43;2661,04
L002506;P007;U01;2024-02-13;884,64;860,85;4,93;5,95;12,96;459,94;958,54
L002507;P005;U03;2025-03-22;321,55;285,37;1,63;1,98;3,66;63,08;682,93
L002508;P005;U02;2025-10-04;262,45;260,47;1,3;1,6;10,57;97,68;299,08
L002509;P003;U01;2026-03-18;2187,61;2127,35;12,93;12,41;36,53;1146,76;5785,68
L002510;P005;U03;2024-02-23;1155,19;1147,46;9,33;9,04;20,75;345,3;2814,57
L002511;P006;U01;2025-11-25;1045,89;1022,89;7,04;6,53;38,62;428,77;1236,94
L002512;P004;U01;2026-05-06;611,47;621,22;3,99;5,35;21,06;287,02;657,99
L002513;P005;U03;2024-12-09;2162,53;2122,39;16,69;22,51;16,23;645,18;2772,94
L002514;P002;U03;2024-08-10;869,24;854,96;4,28;5,37;23,79;432,24;1219,48
L002515;P001;U03;2024-02-02;1094,45;989,26;6,55;6,16;7,19;227,08;764,58
L002516;P006;U02;2026-03-07;1495,28;1421,01;12,01;11,61;30,65;642,05;1206,37
L002517;P001;U02;2025-09-30;953,1;948,48;5,84;5,87;26,54;404,28;2158,49
L002518;P001;U03;2024-04-24;848,95;849,49;4,29;4,57;25,38;281,72;2051,23
L002519;P002;U03;2024-12-17;1004,76;864,67;4,96;5,88;27,86;216,24;1959,99
L002520;P001;U01;2025-11-09;901,7;923,73;4,55;4,25;17,34;494,33;2219,78
L002521;P004;U02;2025-05-17;1474,2;1286,36;8,46;9,88;57,79;508,84;1461,94
L002522;P004;U01;2024-09-12;659,31;578,03;3,37;3,77;3,82;169,09;1126,43
L002523;P004;U01;2026-07-09;1985,83;1713,21;12,71;16,57;71,4;981,13;4038,0
L002524;P003;U01;2025-08-05;1273,94;1222,94;7,13;9,27;32,56;501,53;2871,48
L002525;P006;U03;2025-08-09;814,56;771,57;4,02;3,68;33,42;305,38;1331,98
L002526;P006;U01;2024-12-07;958,44;845,69;5,4;5,08;37,37;505,56;1350,81
L002527;P007;U01;2024-01-22;1378,12;1239,88;6,83;8,65;24,44;422,91;3434,33
L002528;P003;U03;2025-10-26;1556,69;1597,88;8,96;8,28;12,38;592,13;2324,26
L002529;P008;U03;2024-12-11;295,79;257,59;1,42;1,62;1,06;65,92;674,47
L002530;P008;U01;2025-02-25;784,08;753,43;4,9;6,38;12,01;264,63;722,39
L002531;P006;U02;2024-06-13;344,02;328,43;1,89;2,02;4,42;119,0;512,09
L002532;P003;U01;2024-03-30;900,45;910,59;6,35;6,02;14,34;445,11;960,58
L002533;P004;U02;2024-08-19;930,57;869,96;7,06;8,68;22,61;414,58;953,94
L002534;P004;U03;2026-04-05;725,14;726,12;4,93;4,48;12,87;387,63;1669,92
L002535;P003;U01;2026-05-21;1602,21;1510,21;9,52;9,7;32,19;361,52;3163,67
L002536;P005;U01;2026-07-25;335,48;311,04;2,42;2,33;6,24;120,09;807,03
L002537;P007;U01;2026-04-21;1178,75;1128,78;8,33;10,11;34,58;463,56;2287,29
L002538;P003;U03;2024-10-29;1377,19;1282,6;10,61;11,11;27,51;442,25;3545,16
L002539;P007;U01;2026-07-17;1735,39;1666,89;12,56;15,59;20,95;495,42;4479,72
L002540;P001;U01;2025-10-21;1942,66;1761,61;13,6;14,2;53,49;475,33;2780,36
L002541;P002;U01;2025-08-13;1920,1;1924,24;10,56;10,86;18,93;963,21;4601,28
L002542;P005;U01;2024-05-13;216,52;222,55;1,44;1,67;4,3;105,75;203,7
L002543;P007;U02;2024-01-08;1142,19;1012,5;5,73;7,35;28,35;233,41;2111,28
L002544;P006;U02;2024-05-09;531,7;489,44;4,15;4,87;9,33;225,19;1313,96
L002545;P007;U03;2025-04-26;1248,75;1245,42;7,35;8,75;53,59;508,51;2482,81
L002546;P006;U01;2026-07-17;2082,71;2052,04;11,7;13,88;21,91;859,08;2223,04
L002547;P008;U01;2024-12-17;600,75;555,2;3,65;4,15;4,99;280,78;991,68
L002548;P005;U01;2024-03-10;776,29;721,07;5,44;6,45;9,5;205,46;735,48
L002549;P002;U03;2025-06-05;1931,61;1686,8;14,21;13,17;25,28;866,88;3305,51
L002550;P003;U03;2025-02-06;313,41;314,34;1,72;2,06;7,49;86,31;411,65
L002551;P001;U01;2025-07-21;972,91;861,99;6,49;8,16;33,92;271,46;1903,0
L002552;P001;U02;2025-08-06;1601,4;1491,08;11,26;13,56;33,23;495,77;3569,31
L002553;P002;U01;2024-01-04;1746,45;1675,67;9,33;10,1;75,21;396,46;4488,26
L002554;P008;U02;2024-10-05;1870,23;1615,98;15,38;19,65;70,48;865,85;3012,52
L002555;P008;U02;2024-06-15;2124,49;1872,33;10,36;12,46;16,88;687,22;4971,5
L002556;P006;U02;2026-07-16;717,97;703,24;3,65;4,53;21,6;283,17;1412,29
L002557;P001;U02;2025-08-28;1323,57;1300,47;8,3;10,3;24,97;651,39;2916,46
L002558;P001;U01;2024-12-02;1585,66;1416,36;10,7;14,25;53,79;527,61;3034,96
L002559;P006;U03;2025-08-13;573,93;509,97;4,02;4,02;15,7;225,78;616,4
L002560;P003;U03;2026-07-08;1096,2;1066,55;8,0;8,3;17,65;405,91;2934,47
L002561;P008;U03;2025-02-06;1120,68;1031,54;7,0;7,7;4,3;467,34;972,79
L002562;P004;U03;2024-11-23;1705,96;1667,4;9,5;11,15;26,4;639,88;4008,63
L002563;P008;U01;2026-02-19;2181,5;2078,81;13,51;16,47;23,61;892,05;5725,03
L002564;P002;U02;2026-03-13;527,13;518,54;3,23;3,86;22,09;174,27;946,04
L002565;P001;U01;2024-08-02;513,03;517,77;3,79;4,46;22,0;202,69;756,85
L002566;P008;U02;2025-11-30;1145,79;1123,39;9,19;10,46;42,75;286,96;2359,97
L002567;P008;U01;2024-06-27;1277,04;1184,49;7,54;8,03;51,92;437,28;3035,45
L002568;P008;U01;2025-06-19;1475,09;1469,91;9,89;10,66;22,17;806,35;1331,69
L002569;P008;U03;2024-04-11;1951,94;1792,4;10,78;12,89;58,73;539,18;1627,01
L002570;P006;U03;2025-09-09;631,55;543,4;3,13;3,2;4,28;329,73;810,28
L002571;P004;U01;2025-12-08;224,14;209,03;1,82;2,29;6,91;126,2;368,37
L002572;P003;U01;2025-01-02;1464,03;1267,58;12,06;14,79;45,01;611,67;2383,04
L002573;P001;U01;2025-10-12;1121,11;977,73;5,75;5,95;42,47;504,36;2451,43
L002574;P001;U03;2025-07-11;378,52;385,98;2,08;1,9;10,12;144,58;641,11
L002575;P004;U02;2025-08-14;848,64;738,09;4,38;4,51;7,84;292,95;802,97
L002576;P003;U02;2024-11-07;376,05;348,12;2,47;3,1;5,75;186,79;630,32
L002577;P006;U03;2026-06-02;1647,57;1608,6;8,8;9,22;66,69;585,21;2076,4
L002578;P007;U01;2025-09-14;1757,96;1666,22;10,95;13,9;42,32;616,39;3062,4
L002579;P003;U02;2026-02-22;444,12;455,71;2,16;2,45;3,2;198,05;809,11
L002580;P007;U03;2025-03-08;511,04;474,12;3,36;4,07;5,32;176,58;653,89
L002581;P007;U03;2026-07-05;1958,23;1776,93;9,67;12,38;34,87;1030,78;3854,1
L002582;P006;U02;2025-03-25;762,46;737,65;3,78;3,92;32,76;395,79;1910,96
L002583;P005;U02;2026-02-28;777,65;679,95;6,14;6,81;1,97;266,85;1806,53
L002584;P001;U01;2024-09-25;414,5;419,37;2,41;2,17;6,7;159,49;1054,76
L002585;P006;U03;2026-04-15;1919,41;1709,39;13,75;15,29;51,34;771,38;1289,58
L002586;P005;U01;2025-03-11;1371,65;1387,38;6,83;8,15;36,92;823,04;2597,87
L002587;P001;U01;2024-11-01;697,8;687,74;4,71;5,74;6,84;240,52;813,84
L002588;P002;U02;2024-03-19;1249,02;1211,06;6,89;7,12;29,94;525,79;2952,18
L002589;P004;U02;2026-01-20;1197,74;1220,01;8,2;8,7;16,43;327,35;2492,25
L002590;P002;U01;2025-03-31;1499,87;1362,5;7,78;10,43;45,63;699,89;2107,26
L002591;P001;U02;2026-03-29;1276,04;1224,39;7,94;10,41;19,53;562,34;2133,3
L002592;P003;U03;2025-01-04;1623,17;1427,0;9,21;8,95;62,38;503,16;2516,95
L002593;P003;U01;2026-03-19;206,41;208,34;1,5;1,88;8,09;94,41;155,07
L002594;P006;U02;2024-10-04;747,06;760,42;4,35;3,99;10,15;201,49;1478,84
L002595;P001;U01;2026-01-17;306,36;290,16;2,52;2,38;2,06;171,7;698,23
L002596;P008;U03;2024-06-15;1368,12;1305,63;8,89;10,91;57,12;374,43;1118,59
L002597;P001;U03;2025-12-18;1258,6;1224,99;8,38;10,93;16,32;285,49;3319,01
L002598;P001;U03;2025-06-27;1273,29;1259,96;8,5;10,84;5,34;634,81;2877,27
L002599;P008;U03;2026-07-30;1644,68;1588,2;10,11;9,9;18,34;458,69;3962,81
L002600;P005;U03;2026-06-05;682,75;607,24;4,93;5,88;13,48;335,58;1249,84
L002601;P004;U02;2024-08-09;1660,16;1514,09;10,5;13,82;33,99;413,46;1146,53
L002602;P001;U03;2025-02-28;540,12;487,28;3,0;3,26;5,82;139,52;772,28
L002603;P008;U01;2026-07-13;1396,62;1259,97;8,73;10,09;41,0;750,6;1505,42
L002604;P001;U02;2024-11-30;1140,52;997,09;9,16;10,98;17,51;321,03;998,43
L002605;P001;U02;2025-07-17;1373,35;1386,58;7,19;9,03;39,95;462,13;1564,97
L002606;P005;U03;2025-07-23;1636,25;1678,4;8,75;9,97;44,62;415,69;2796,24
L002607;P002;U02;2024-03-06;1199,99;1204,32;9,21;10,35;34,8;600,77;1472,09
L002608;P002;U01;2024-10-02;241,14;236,04;1,17;1,11;4,53;113,63;193,64
L002609;P006;U02;2025-12-26;2077,83;2002,0;12,54;12,5;6,82;665,83;3697,08
L002610;P006;U03;2024-03-17;378,36;384,55;2,44;2,88;8,55;92,13;368,8
L002611;P001;U01;2025-05-03;835,66;801,03;5,7;6,97;10,69;238,33;1890,61
L002612;P003;U01;2024-05-22;1679,02;1669,09;9,29;8,79;62,66;943,38;4166,48
L002613;P006;U02;2024-02-06;451,39;409,07;3,47;4,36;9,33;151,43;539,95
L002614;P001;U01;2024-10-13;496,7;507,12;2,38;2,69;16,31;158,09;818,51
L002615;P008;U01;2024-04-05;1227,95;1129,84;9,33;11,69;35,93;590,9;891,17
L002616;P008;U03;2024-05-01;1219,56;1215,44;9,95;13,25;50,96;675,58;1909,07
L002617;P007;U03;2025-08-02;2186,59;2145,67;17,74;17,7;77,52;1218,82;5369,26
L002618;P008;U01;2024-03-10;1481,41;1393,51;10,37;11,47;35,83;420,88;1909,78
L002619;P001;U01;2024-06-14;1842,83;1714,41;14,12;15,95;18,42;409,45;3682,68
L002620;P004;U03;2026-05-13;1722,0;1712,11;8,8;10,42;71,75;620,93;3733,51
L002621;P002;U02;2025-02-07;1677,64;1593,92;8,09;7,56;3,71;597,56;2540,12
L002622;P003;U02;2025-07-06;1414,63;1412,51;9,48;10,69;61,55;759,03;3130,48
L002623;P006;U01;2025-10-27;1635,95;1477,33;9,43;10,54;61,43;838,8;1512,65
L002624;P006;U01;2024-06-07;1233,29;1089,26;8,56;9,04;18,35;412,21;2072,89
L002625;P003;U03;2026-01-15;1095,01;1080,25;6,3;8,5;43,68;466,04;2688,53
L002626;P008;U02;2025-12-28;914,83;871,32;5,01;5,01;4,31;452,26;1045,85
L002627;P005;U02;2025-04-27;2188,5;2154,62;12,25;15,57;68,84;1159,1;4539,53
L002628;P007;U03;2025-11-16;1242,48;1117,6;6,24;7,36;12,48;401,77;2201,96
L002629;P002;U01;2025-07-23;1781,82;1647,29;10,47;10,03;8,28;774,67;1765,97
L002630;P003;U01;2024-08-10;596,91;551,96;2,89;3,36;6,73;250,5;1228,83
L002631;P007;U03;2025-03-18;1253,52;1288,86;6,07;7,06;24,83;530,64;2173,36
L002632;P003;U03;2026-02-16;2156,73;2115,68;10,62;13,42;42,36;834,28;3584,03
L002633;P002;U01;2026-04-27;1613,33;1433,17;8,0;9,15;37,7;584,42;1627,02
L002634;P004;U01;2024-07-10;1769,1;1602,54;9,36;8,55;10,38;425,38;1483,78
L002635;P003;U01;2025-09-11;1334,82;1285,73;9,02;10,95;57,78;790,51;1214,22
L002636;P008;U01;2024-05-20;399,69;387,23;2,49;3,05;2,54;88,92;784,44
L002637;P003;U03;2025-09-06;2126,04;2066,94;12,57;13,63;18,36;1275,2;2561,72
L002638;P001;U01;2025-04-11;754,37;659,03;4,82;4,95;6,79;385,63;1367,59
L002639;P002;U02;2024-10-14;908,59;935,14;6,34;6,28;31,07;561,95;770,15
L002640;P001;U02;2024-08-19;2153,81;1911,15;12,72;14,71;21,01;469,27;2598,48
L002641;P008;U02;2025-02-03;1897,9;1792,54;15,29;15,52;32,21;962,25;4089,7
L002642;P004;U01;2025-03-23;1254,94;1115,88;10,16;9,85;36,01;380,7;1712,69
L002643;P003;U02;2024-06-07;480,65;493,05;3,95;4,61;1,69;147,43;817,29
L002644;P003;U02;2025-03-10;1266,61;1103,88;6,38;6,68;13,06;574,76;3057,16
L002645;P005;U01;2025-03-23;2035,04;1755,36;11,33;11,22;47,14;672,72;4072,58
L002646;P007;U03;2024-01-27;491,52;478,45;2,38;2,47;4,93;293,99;1147,95
L002647;P008;U01;2026-04-18;1644,83;1599,83;9,8;11,96;28,5;363,25;1804,85
L002648;P005;U02;2025-05-25;533,23;466,88;3,83;4,52;19,67;284,03;1090,62
L002649;P002;U01;2026-06-23;998,13;863,78;6,38;5,88;34,87;268,14;942,25
L002650;P005;U01;2026-02-01;1160,06;1010,66;5,81;5,4;3,31;398,8;2785,37
L002651;P002;U02;2026-04-05;703,56;626,59;3,48;3,15;3,05;349,44;1737,81
L002652;P006;U02;2025-05-01;1033,97;1060,34;5,18;6,5;44,12;244,74;1765,93
L002653;P005;U01;2026-07-14;1706,39;1633,74;10,94;14,26;3,47;600,49;3877,58
L002654;P003;U01;2025-06-25;882,13;893,65;5,3;5,14;35,71;230,15;2187,48
L002655;P005;U02;2026-03-10;2143,56;1898,52;11,73;15,74;34,12;1054,67;2232,28
L002656;P001;U01;2025-02-20;1897,65;1672,31;13,98;17,97;47,31;769,12;3066,03
L002657;P001;U02;2026-01-13;408,94;378,53;2,13;2,15;16,86;219,48;972,8
L002658;P006;U02;2024-06-18;1396,68;1332,83;8,3;9,7;8,1;629,69;1925,75
L002659;P004;U03;2025-05-26;798,22;778,62;4,49;4,51;27,83;249,15;1554,49
L002660;P003;U02;2024-11-09;274,1;252,88;1,56;1,47;6,14;117,92;405,54
L002661;P001;U02;2024-12-05;501,87;463,47;2,8;3,53;10,6;137,9;685,18
L002662;P005;U03;2024-02-11;2121,47;1836,44;11,68;11,25;10,19;959,49;4644,08
