uso_id,reparo_id,peca_id,quantidade,custo_total,motivo_rejeicao
3060.0,1884.0,34.0,2.0,759.67,fk_invalida:reparo_id
3061.0,1885.0,72.0,2.0,144.8,fk_invalida:reparo_id
3062.0,1886.0,61.0,1.0,246.43,fk_invalida:reparo_id
3063.0,1886.0,26.0,1.0,568.43,fk_invalida:reparo_id
3064.0,1887.0,60.0,2.0,123.8,fk_invalida:reparo_id
3065.0,1887.0,7.0,1.0,721.25,fk_invalida:reparo_id
3066.0,1887.0,40.0,2.0,639.89,fk_invalida:reparo_id
3067.0,1888.0,1.0,2.0,287.94,fk_invalida:reparo_id
3068.0,1888.0,4.0,1.0,100.46,fk_invalida:reparo_id
3069.0,1888.0,23.0,2.0,537.84,fk_invalida:reparo_id
3070.0,1889.0,80.0,2.0,373.2,fk_invalida:reparo_id
3071.0,1890.0,72.0,1.0,757.51,fk_invalida:reparo_id
3072.0,1890.0,20.0,1.0,163.42,fk_invalida:reparo_id
3073.0,1890.0,35.0,2.0,539.76,fk_invalida:reparo_id
3074.0,1891.0,70.0,1.0,181.1,fk_invalida:reparo_id
3075.0,1891.0,56.0,1.0,816.43,fk_invalida:reparo_id
3076.0,1891.0,75.0,2.0,614.28,fk_invalida:reparo_id
3077.0,1892.0,47.0,2.0,340.94,fk_invalida:reparo_id
3078.0,1892.0,15.0,1.0,622.02,fk_invalida:reparo_id
3079.0,1892.0,37.0,1.0,306.51,fk_invalida:reparo_id
3080.0,1893.0,59.0,1.0,105.72,fk_invalida:reparo_id
3081.0,1894.0,19.0,2.0,111.66,fk_invalida:reparo_id
3082.0,1894.0,32.0,2.0,246.92,fk_invalida:reparo_id
3083.0,1896.0,43.0,1.0,469.42,fk_invalida:reparo_id
3084.0,1896.0,70.0,1.0,679.01,fk_invalida:reparo_id
3085.0,1897.0,54.0,2.0,668.25,fk_invalida:reparo_id
3086.0,1900.0,4.0,1.0,653.02,fk_invalida:reparo_id
3087.0,1901.0,77.0,2.0,610.69,fk_invalida:reparo_id
3088.0,1901.0,72.0,1.0,582.32,fk_invalida:reparo_id
3089.0,1901.0,8.0,2.0,682.74,fk_invalida:reparo_id
3090.0,1904.0,15.0,2.0,788.38,fk_invalida:reparo_id
3091.0,1904.0,44.0,1.0,151.1,fk_invalida:reparo_id
3092.0,1905.0,4.0,1.0,796.73,fk_invalida:reparo_id
3093.0,1905.0,50.0,1.0,150.09,fk_invalida:reparo_id
3094.0,1906.0,31.0,2.0,687.93,fk_invalida:reparo_id
3095.0,1907.0,47.0,1.0,529.23,fk_invalida:reparo_id
3096.0,1907.0,56.0,1.0,401.69,fk_invalida:reparo_id
3097.0,1907.0,25.0,2.0,692.62,fk_invalida:reparo_id
3098.0,1908.0,16.0,2.0,88.86,fk_invalida:reparo_id
3099.0,1908.0,1.0,2.0,816.78,fk_invalida:reparo_id
3100.0,1908.0,12.0,2.0,87.62,fk_invalida:reparo_id
3101.0,1910.0,41.0,2.0,561.62,fk_invalida:reparo_id
3102.0,1911.0,58.0,1.0,209.45,fk_invalida:reparo_id
3103.0,1911.0,64.0,1.0,657.67,fk_invalida:reparo_id
3104.0,1913.0,75.0,2.0,756.67,fk_invalida:reparo_id
3105.0,1913.0,32.0,2.0,715.21,fk_invalida:reparo_id
3106.0,1913.0,71.0,1.0,39.53,fk_invalida:reparo_id
3107.0,1915.0,66.0,2.0,392.17,fk_invalida:reparo_id
3108.0,1915.0,71.0,1.0,57.54,fk_invalida:reparo_id
3109.0,1915.0,75.0,1.0,297.75,fk_invalida:reparo_id
3110.0,1916.0,12.0,2.0,435.07,fk_invalida:reparo_id
3111.0,1916.0,70.0,2.0,70.6,fk_invalida:reparo_id
3112.0,1916.0,29.0,2.0,169.12,fk_invalida:reparo_id
3113.0,1919.0,15.0,2.0,174.36,fk_invalida:reparo_id
3114.0,1920.0,49.0,2.0,304.25,fk_invalida:reparo_id
3115.0,1920.0,31.0,1.0,425.5,fk_invalida:reparo_id
3116.0,1920.0,61.0,2.0,456.64,fk_invalida:reparo_id
3117.0,1922.0,45.0,1.0,578.97,fk_invalida:reparo_id
3118.0,1922.0,43.0,1.0,456.64,fk_invalida:reparo_id
3119.0,1924.0,22.0,1.0,192.11,fk_invalida:reparo_id
3120.0,1925.0,24.0,2.0,186.98,fk_invalida:reparo_id
3121.0,1925.0,73.0,2.0,231.1,fk_invalida:reparo_id
3122.0,1926.0,36.0,2.0,177.91,fk_invalida:reparo_id
3123.0,1926.0,31.0,2.0,426.39,fk_invalida:reparo_id
3124.0,1926.0,70.0,1.0,238.63,fk_invalida:reparo_id
3125.0,1927.0,17.0,2.0,206.21,fk_invalida:reparo_id
3126.0,1927.0,22.0,2.0,341.79,fk_invalida:reparo_id
3127.0,1927.0,58.0,2.0,452.96,fk_invalida:reparo_id
3128.0,1928.0,31.0,2.0,663.76,fk_invalida:reparo_id
3129.0,1928.0,38.0,1.0,670.38,fk_invalida:reparo_id
3130.0,1928.0,61.0,2.0,407.74,fk_invalida:reparo_id
3131.0,1929.0,75.0,1.0,791.33,fk_invalida:reparo_id
3132.0,1929.0,4.0,1.0,235.99,fk_invalida:reparo_id
3133.0,1930.0,64.0,2.0,17.79,fk_invalida:reparo_id
3134.0,1930.0,45.0,2.0,56.08,fk_invalida:reparo_id
3135.0,1931.0,45.0,2.0,529.18,fk_invalida:reparo_id
3136.0,1931.0,48.0,2.0,222.08,fk_invalida:reparo_id
3137.0,1932.0,52.0,1.0,332.0,fk_invalida:reparo_id
3138.0,1932.0,5.0,2.0,53.89,fk_invalida:reparo_id
3139.0,1933.0,50.0,2.0,695.1,fk_invalida:reparo_id
3140.0,1933.0,52.0,2.0,774.15,fk_invalida:reparo_id
3141.0,1934.0,45.0,1.0,93.22,fk_invalida:reparo_id
3142.0,1934.0,2.0,1.0,756.12,fk_invalida:reparo_id
3143.0,1935.0,21.0,2.0,428.76,fk_invalida:reparo_id
3144.0,1936.0,31.0,2.0,475.2,fk_invalida:reparo_id
3145.0,1937.0,8.0,1.0,541.77,fk_invalida:reparo_id
3146.0,1937.0,25.0,2.0,161.67,fk_invalida:reparo_id
3147.0,1937.0,47.0,1.0,419.75,fk_invalida:reparo_id
3148.0,1939.0,32.0,1.0,99.14,fk_invalida:reparo_id
3149.0,1939.0,4.0,1.0,653.05,fk_invalida:reparo_id
3150.0,1939.0,71.0,2.0,458.44,fk_invalida:reparo_id
3151.0,1941.0,21.0,1.0,179.22,fk_invalida:reparo_id
3152.0,1941.0,67.0,1.0,49.72,fk_invalida:reparo_id
3153.0,1943.0,9.0,2.0,652.81,fk_invalida:reparo_id
3154.0,1944.0,35.0,1.0,221.31,fk_invalida:reparo_id
3155.0,1944.0,45.0,1.0,469.28,fk_invalida:reparo_id
3156.0,1944.0,38.0,2.0,244.84,fk_invalida:reparo_id
3157.0,1945.0,48.0,2.0,382.27,fk_invalida:reparo_id
3158.0,1945.0,34.0,1.0,575.43,fk_invalida:reparo_id
3159.0,1946.0,10.0,1.0,762.05,fk_invalida:reparo_id
3160.0,1946.0,29.0,1.0,552.05,fk_invalida:reparo_id
3161.0,1946.0,29.0,1.0,235.81,fk_invalida:reparo_id
3162.0,1947.0,38.0,1.0,313.09,fk_invalida:reparo_id
3163.0,1950.0,38.0,2.0,533.92,fk_invalida:reparo_id
3164.0,1950.0,2.0,2.0,474.09,fk_invalida:reparo_id
3165.0,1950.0,42.0,1.0,221.34,fk_invalida:reparo_id
3166.0,1951.0,3.0,1.0,539.88,fk_invalida:reparo_id
3167.0,1952.0,61.0,1.0,210.99,fk_invalida:reparo_id
3168.0,1952.0,46.0,1.0,220.96,fk_invalida:reparo_id
3169.0,1952.0,53.0,2.0,522.51,fk_invalida:reparo_id
3170.0,1953.0,45.0,2.0,380.02,fk_invalida:reparo_id
3171.0,1954.0,69.0,2.0,329.33,fk_invalida:reparo_id
3172.0,1954.0,16.0,2.0,443.55,fk_invalida:reparo_id
3173.0,1954.0,37.0,1.0,613.02,fk_invalida:reparo_id
3174.0,1955.0,3.0,1.0,750.31,fk_invalida:reparo_id
3175.0,1956.0,52.0,2.0,96.65,fk_invalida:reparo_id
3176.0,1956.0,62.0,1.0,496.49,fk_invalida:reparo_id
3177.0,1956.0,7.0,2.0,128.55,fk_invalida:reparo_id
3178.0,1960.0,14.0,2.0,752.86,fk_invalida:reparo_id
3179.0,1960.0,41.0,2.0,269.8,fk_invalida:reparo_id
3180.0,1960.0,64.0,1.0,140.92,fk_invalida:reparo_id
3181.0,1961.0,29.0,1.0,538.01,fk_invalida:reparo_id
3182.0,1965.0,21.0,1.0,301.1,fk_invalida:reparo_id
3183.0,1965.0,10.0,1.0,809.03,fk_invalida:reparo_id
3184.0,1966.0,17.0,1.0,63.03,fk_invalida:reparo_id
3185.0,1966.0,49.0,1.0,439.43,fk_invalida:reparo_id
3186.0,1966.0,67.0,2.0,249.43,fk_invalida:reparo_id
3187.0,1967.0,8.0,1.0,209.94,fk_invalida:reparo_id
3188.0,1968.0,71.0,2.0,148.42,fk_invalida:reparo_id
3189.0,1969.0,56.0,1.0,604.08,fk_invalida:reparo_id
3190.0,1970.0,70.0,1.0,634.01,fk_invalida:reparo_id
3191.0,1970.0,26.0,1.0,359.54,fk_invalida:reparo_id
3192.0,1970.0,52.0,2.0,86.41,fk_invalida:reparo_id
3193.0,1971.0,4.0,1.0,454.45,fk_invalida:reparo_id
3194.0,1971.0,38.0,1.0,143.34,fk_invalida:reparo_id
3195.0,1973.0,13.0,1.0,570.72,fk_invalida:reparo_id
3196.0,1973.0,39.0,1.0,298.05,fk_invalida:reparo_id
3197.0,1974.0,8.0,2.0,195.19,fk_invalida:reparo_id
3198.0,1974.0,61.0,1.0,559.09,fk_invalida:reparo_id
3199.0,1974.0,18.0,1.0,266.55,fk_invalida:reparo_id
3200.0,1975.0,77.0,2.0,302.86,fk_invalida:reparo_id
3201.0,1976.0,57.0,2.0,478.24,fk_invalida:reparo_id
3202.0,1979.0,19.0,2.0,25.22,fk_invalida:reparo_id
3203.0,1979.0,38.0,1.0,405.21,fk_invalida:reparo_id
3204.0,1981.0,2.0,2.0,715.28,fk_invalida:reparo_id
3205.0,1982.0,10.0,2.0,333.54,fk_invalida:reparo_id
3206.0,1983.0,46.0,2.0,454.23,fk_invalida:reparo_id
3207.0,1984.0,9.0,1.0,622.67,fk_invalida:reparo_id
3208.0,1984.0,26.0,1.0,843.95,fk_invalida:reparo_id
3209.0,1984.0,19.0,2.0,479.43,fk_invalida:reparo_id
3210.0,1987.0,36.0,1.0,363.2,fk_invalida:reparo_id
3211.0,1987.0,73.0,2.0,383.99,fk_invalida:reparo_id
3212.0,1987.0,59.0,1.0,546.04,fk_invalida:reparo_id
3213.0,1989.0,48.0,2.0,463.07,fk_invalida:reparo_id
3214.0,1989.0,45.0,2.0,743.78,fk_invalida:reparo_id
3215.0,1989.0,59.0,2.0,456.89,fk_invalida:reparo_id
3216.0,1990.0,39.0,1.0,53.93,fk_invalida:reparo_id
3217.0,1991.0,43.0,2.0,357.96,fk_invalida:reparo_id
3218.0,1992.0,32.0,2.0,584.46,fk_invalida:reparo_id
3219.0,1995.0,43.0,2.0,103.68,fk_invalida:reparo_id
3220.0,1995.0,38.0,2.0,485.09,fk_invalida:reparo_id
3221.0,1995.0,61.0,2.0,527.39,fk_invalida:reparo_id
3222.0,1996.0,25.0,1.0,640.02,fk_invalida:reparo_id
3223.0,1996.0,68.0,1.0,119.42,fk_invalida:reparo_id
3224.0,1996.0,25.0,1.0,141.18,fk_invalida:reparo_id
3225.0,1997.0,76.0,2.0,550.71,fk_invalida:reparo_id
3226.0,1997.0,76.0,2.0,243.12,fk_invalida:reparo_id
3227.0,1997.0,60.0,1.0,728.84,fk_invalida:reparo_id
3228.0,2000.0,64.0,1.0,515.98,fk_invalida:reparo_id
3229.0,2000.0,20.0,2.0,438.59,fk_invalida:reparo_id
3230.0,2000.0,44.0,1.0,591.4,fk_invalida:reparo_id
3231.0,2002.0,24.0,1.0,751.51,fk_invalida:reparo_id
3232.0,2002.0,15.0,2.0,458.64,fk_invalida:reparo_id
3233.0,2002.0,33.0,1.0,163.44,fk_invalida:reparo_id
3234.0,2003.0,69.0,2.0,408.81,fk_invalida:reparo_id
3235.0,2003.0,58.0,1.0,416.69,fk_invalida:reparo_id
3236.0,2004.0,44.0,2.0,788.56,fk_invalida:reparo_id
3237.0,2004.0,52.0,2.0,240.74,fk_invalida:reparo_id
3238.0,2005.0,56.0,1.0,198.17,fk_invalida:reparo_id
3239.0,2006.0,67.0,2.0,310.52,fk_invalida:reparo_id
3240.0,2006.0,47.0,2.0,527.35,fk_invalida:reparo_id
3241.0,2007.0,59.0,2.0,586.81,fk_invalida:reparo_id
3242.0,2007.0,29.0,1.0,267.44,fk_invalida:reparo_id
3243.0,2007.0,74.0,1.0,237.54,fk_invalida:reparo_id
3244.0,2008.0,67.0,2.0,375.04,fk_invalida:reparo_id
3245.0,2010.0,26.0,1.0,843.46,fk_invalida:reparo_id
3246.0,2011.0,49.0,1.0,710.94,fk_invalida:reparo_id
3247.0,2012.0,78.0,1.0,771.79,fk_invalida:reparo_id
3248.0,2013.0,28.0,1.0,253.86,fk_invalida:reparo_id
3249.0,2013.0,58.0,2.0,765.12,fk_invalida:reparo_id
3250.0,2014.0,41.0,1.0,849.45,fk_invalida:reparo_id
3251.0,2015.0,13.0,1.0,233.62,fk_invalida:reparo_id
3252.0,2015.0,39.0,2.0,379.07,fk_invalida:reparo_id
3253.0,2016.0,68.0,1.0,505.97,fk_invalida:reparo_id
3254.0,2016.0,7.0,2.0,316.51,fk_invalida:reparo_id
3255.0,2018.0,34.0,2.0,835.83,fk_invalida:reparo_id
3256.0,2018.0,68.0,1.0,126.87,fk_invalida:reparo_id
3257.0,2018.0,1.0,1.0,578.12,fk_invalida:reparo_id
3258.0,2020.0,55.0,1.0,74.23,fk_invalida:reparo_id
3259.0,2020.0,6.0,1.0,314.49,fk_invalida:reparo_id
3260.0,2022.0,55.0,2.0,90.15,fk_invalida:reparo_id
3261.0,2022.0,11.0,2.0,712.85,fk_invalida:reparo_id
3262.0,2023.0,58.0,1.0,206.7,fk_invalida:reparo_id
3263.0,2023.0,8.0,2.0,337.82,fk_invalida:reparo_id
3264.0,2023.0,76.0,1.0,849.58,fk_invalida:reparo_id
3265.0,2024.0,76.0,2.0,531.14,fk_invalida:reparo_id
3266.0,2024.0,78.0,2.0,418.53,fk_invalida:reparo_id
3267.0,2024.0,68.0,1.0,497.24,fk_invalida:reparo_id
3268.0,2025.0,66.0,2.0,674.17,fk_invalida:reparo_id
3269.0,2025.0,43.0,2.0,608.6,fk_invalida:reparo_id
3270.0,2025.0,19.0,2.0,161.0,fk_invalida:reparo_id
3271.0,2026.0,70.0,1.0,98.62,fk_invalida:reparo_id
3272.0,2027.0,36.0,1.0,765.93,fk_invalida:reparo_id
3273.0,2028.0,13.0,2.0,657.45,fk_invalida:reparo_id
3274.0,2028.0,26.0,2.0,17.24,fk_invalida:reparo_id
3275.0,2028.0,14.0,2.0,21.99,fk_invalida:reparo_id
3276.0,2029.0,15.0,2.0,131.97,fk_invalida:reparo_id
3277.0,2030.0,61.0,1.0,15.92,fk_invalida:reparo_id
3278.0,2031.0,35.0,1.0,600.26,fk_invalida:reparo_id
3279.0,2032.0,73.0,2.0,596.61,fk_invalida:reparo_id
3280.0,2032.0,59.0,2.0,496.06,fk_invalida:reparo_id
3281.0,2033.0,80.0,1.0,746.78,fk_invalida:reparo_id
3282.0,2033.0,7.0,2.0,515.06,fk_invalida:reparo_id
3283.0,2034.0,35.0,1.0,705.59,fk_invalida:reparo_id
3284.0,2034.0,49.0,2.0,425.07,fk_invalida:reparo_id
3285.0,2035.0,33.0,2.0,109.03,fk_invalida:reparo_id
3286.0,2035.0,9.0,2.0,376.17,fk_invalida:reparo_id
3287.0,2035.0,72.0,2.0,789.06,fk_invalida:reparo_id
3288.0,2036.0,71.0,2.0,446.76,fk_invalida:reparo_id
3289.0,2036.0,74.0,2.0,724.61,fk_invalida:reparo_id
3290.0,2036.0,23.0,1.0,740.72,fk_invalida:reparo_id
3291.0,2038.0,25.0,2.0,25.75,fk_invalida:reparo_id
3292.0,2038.0,55.0,1.0,230.98,fk_invalida:reparo_id
3293.0,2039.0,23.0,1.0,447.77,fk_invalida:reparo_id
3294.0,2040.0,30.0,2.0,146.43,fk_invalida:reparo_id
3295.0,2040.0,10.0,1.0,596.69,fk_invalida:reparo_id
3296.0,2040.0,5.0,2.0,712.06,fk_invalida:reparo_id
3297.0,2041.0,16.0,1.0,428.09,fk_invalida:reparo_id
3298.0,2042.0,16.0,1.0,650.83,fk_invalida:reparo_id
3299.0,2042.0,58.0,2.0,602.04,fk_invalida:reparo_id
3300.0,2042.0,3.0,1.0,51.17,fk_invalida:reparo_id
3301.0,2043.0,35.0,1.0,56.99,fk_invalida:reparo_id
3302.0,2043.0,36.0,2.0,807.59,fk_invalida:reparo_id
3303.0,2044.0,20.0,1.0,146.12,fk_invalida:reparo_id
3304.0,2045.0,35.0,1.0,524.49,fk_invalida:reparo_id
3305.0,2045.0,35.0,1.0,736.34,fk_invalida:reparo_id
3306.0,2045.0,42.0,2.0,444.65,fk_invalida:reparo_id
3307.0,2046.0,72.0,2.0,146.02,fk_invalida:reparo_id
3308.0,2046.0,29.0,2.0,469.64,fk_invalida:reparo_id
3309.0,2047.0,26.0,2.0,216.57,fk_invalida:reparo_id
3310.0,2047.0,9.0,2.0,38.01,fk_invalida:reparo_id
3311.0,2048.0,62.0,1.0,811.91,fk_invalida:reparo_id
3312.0,2048.0,1.0,1.0,292.36,fk_invalida:reparo_id
3313.0,2048.0,62.0,2.0,732.44,fk_invalida:reparo_id
3314.0,2049.0,72.0,2.0,498.48,fk_invalida:reparo_id
3315.0,2050.0,31.0,2.0,348.53,fk_invalida:reparo_id
3316.0,2050.0,6.0,2.0,780.99,fk_invalida:reparo_id
3317.0,2050.0,76.0,1.0,371.19,fk_invalida:reparo_id
3318.0,2051.0,10.0,2.0,297.5,fk_invalida:reparo_id
3319.0,2051.0,39.0,2.0,791.83,fk_invalida:reparo_id
3320.0,2052.0,76.0,2.0,209.6,fk_invalida:reparo_id
3321.0,2053.0,25.0,2.0,499.22,fk_invalida:reparo_id
3322.0,2053.0,45.0,2.0,804.69,fk_invalida:reparo_id
3323.0,2054.0,64.0,2.0,556.92,fk_invalida:reparo_id
3324.0,2054.0,47.0,1.0,102.67,fk_invalida:reparo_id
3325.0,2056.0,62.0,2.0,742.73,fk_invalida:reparo_id
3326.0,2057.0,75.0,1.0,56.69,fk_invalida:reparo_id
3327.0,2057.0,51.0,1.0,167.69,fk_invalida:reparo_id
3328.0,2058.0,34.0,2.0,582.34,fk_invalida:reparo_id
3329.0,2059.0,28.0,2.0,545.88,fk_invalida:reparo_id
3330.0,2060.0,51.0,1.0,545.99,fk_invalida:reparo_id
3331.0,2061.0,26.0,2.0,501.16,fk_invalida:reparo_id
3332.0,2062.0,69.0,1.0,647.76,fk_invalida:reparo_id
3333.0,2064.0,53.0,1.0,559.27,fk_invalida:reparo_id
3334.0,2064.0,60.0,2.0,825.24,fk_invalida:reparo_id
3335.0,2064.0,78.0,2.0,338.1,fk_invalida:reparo_id
3336.0,2066.0,36.0,1.0,591.91,fk_invalida:reparo_id
3337.0,2066.0,51.0,1.0,479.03,fk_invalida:reparo_id
3338.0,2067.0,25.0,2.0,478.13,fk_invalida:reparo_id
3339.0,2067.0,9.0,2.0,386.79,fk_invalida:reparo_id
3340.0,2068.0,4.0,1.0,443.87,fk_invalida:reparo_id
3341.0,2071.0,40.0,2.0,38.12,fk_invalida:reparo_id
3342.0,2071.0,30.0,2.0,320.43,fk_invalida:reparo_id
3343.0,2072.0,54.0,2.0,734.67,fk_invalida:reparo_id
3344.0,2075.0,74.0,1.0,478.36,fk_invalida:reparo_id
3345.0,2076.0,33.0,2.0,273.08,fk_invalida:reparo_id
3346.0,2078.0,24.0,1.0,704.9,fk_invalida:reparo_id
3347.0,2078.0,75.0,1.0,286.5,fk_invalida:reparo_id
3348.0,2080.0,36.0,2.0,551.38,fk_invalida:reparo_id
3349.0,2081.0,19.0,2.0,408.94,fk_invalida:reparo_id
3350.0,2081.0,47.0,1.0,609.83,fk_invalida:reparo_id
3351.0,2082.0,50.0,1.0,60.3,fk_invalida:reparo_id
3352.0,2084.0,74.0,2.0,78.32,fk_invalida:reparo_id
3353.0,2084.0,76.0,1.0,312.21,fk_invalida:reparo_id
3354.0,2085.0,23.0,2.0,781.42,fk_invalida:reparo_id
3355.0,2085.0,17.0,1.0,682.75,fk_invalida:reparo_id
3356.0,2085.0,66.0,1.0,297.6,fk_invalida:reparo_id
3357.0,2086.0,15.0,1.0,288.74,fk_invalida:reparo_id
3358.0,2086.0,68.0,1.0,679.44,fk_invalida:reparo_id
3359.0,2087.0,62.0,2.0,145.5,fk_invalida:reparo_id
3360.0,2087.0,10.0,1.0,598.54,fk_invalida:reparo_id
3361.0,2088.0,68.0,2.0,168.28,fk_invalida:reparo_id
3362.0,2088.0,62.0,1.0,367.64,fk_invalida:reparo_id
3363.0,2088.0,75.0,1.0,565.41,fk_invalida:reparo_id
3364.0,2089.0,51.0,2.0,141.55,fk_invalida:reparo_id
3365.0,2089.0,11.0,1.0,100.62,fk_invalida:reparo_id
3366.0,2090.0,58.0,1.0,328.06,fk_invalida:reparo_id
3367.0,2090.0,40.0,1.0,508.7,fk_invalida:reparo_id
3368.0,2091.0,78.0,1.0,190.7,fk_invalida:reparo_id
3369.0,2091.0,55.0,2.0,350.39,fk_invalida:reparo_id
3370.0,2092.0,10.0,2.0,144.39,fk_invalida:reparo_id
3371.0,2093.0,70.0,2.0,52.01,fk_invalida:reparo_id
3372.0,2093.0,30.0,1.0,543.44,fk_invalida:reparo_id
3373.0,2094.0,6.0,1.0,571.21,fk_invalida:reparo_id
3374.0,2096.0,16.0,2.0,146.58,fk_invalida:reparo_id
3375.0,2096.0,64.0,2.0,643.25,fk_invalida:reparo_id
3376.0,2097.0,25.0,2.0,242.83,fk_invalida:reparo_id
3377.0,2097.0,52.0,1.0,96.46,fk_invalida:reparo_id
3378.0,2097.0,40.0,2.0,525.57,fk_invalida:reparo_id
3379.0,2098.0,77.0,1.0,668.52,fk_invalida:reparo_id
3380.0,2099.0,35.0,1.0,697.52,fk_invalida:reparo_id
3381.0,2099.0,68.0,2.0,368.26,fk_invalida:reparo_id
3382.0,2099.0,12.0,1.0,618.89,fk_invalida:reparo_id
3383.0,2100.0,42.0,2.0,164.71,fk_invalida:reparo_id
3384.0,2101.0,34.0,2.0,690.18,fk_invalida:reparo_id
3385.0,2101.0,39.0,1.0,255.87,fk_invalida:reparo_id
3386.0,2101.0,19.0,1.0,45.69,fk_invalida:reparo_id
3387.0,2103.0,35.0,1.0,203.41,fk_invalida:reparo_id
3388.0,2103.0,10.0,1.0,305.29,fk_invalida:reparo_id
3389.0,2104.0,24.0,2.0,526.33,fk_invalida:reparo_id
3390.0,2104.0,4.0,1.0,436.63,fk_invalida:reparo_id
3391.0,2105.0,4.0,1.0,333.05,fk_invalida:reparo_id
3392.0,2105.0,66.0,2.0,451.51,fk_invalida:reparo_id
3393.0,2105.0,65.0,1.0,693.25,fk_invalida:reparo_id
3394.0,2106.0,27.0,1.0,28.08,fk_invalida:reparo_id
3395.0,2106.0,36.0,2.0,99.97,fk_invalida:reparo_id
3396.0,2106.0,56.0,1.0,658.92,fk_invalida:reparo_id
3397.0,2107.0,69.0,2.0,22.44,fk_invalida:reparo_id
3398.0,2107.0,64.0,2.0,705.37,fk_invalida:reparo_id
3399.0,2110.0,23.0,2.0,371.76,fk_invalida:reparo_id
3400.0,2110.0,5.0,2.0,574.45,fk_invalida:reparo_id
3401.0,2111.0,69.0,1.0,103.38,fk_invalida:reparo_id
3402.0,2111.0,59.0,1.0,452.51,fk_invalida:reparo_id
3403.0,2112.0,20.0,1.0,468.62,fk_invalida:reparo_id
3404.0,2113.0,53.0,1.0,528.26,fk_invalida:reparo_id
3405.0,2114.0,27.0,2.0,338.85,fk_invalida:reparo_id
3406.0,2115.0,28.0,2.0,504.39,fk_invalida:reparo_id
3407.0,2115.0,76.0,1.0,220.48,fk_invalida:reparo_id
3408.0,2116.0,53.0,1.0,599.74,fk_invalida:reparo_id
3409.0,2116.0,53.0,2.0,333.59,fk_invalida:reparo_id
3410.0,2116.0,65.0,1.0,754.46,fk_invalida:reparo_id
3411.0,2117.0,50.0,2.0,20.19,fk_invalida:reparo_id
3412.0,2117.0,67.0,2.0,329.34,fk_invalida:reparo_id
3413.0,2117.0,6.0,1.0,54.19,fk_invalida:reparo_id
3414.0,2119.0,24.0,1.0,791.34,fk_invalida:reparo_id
3415.0,2119.0,40.0,2.0,551.85,fk_invalida:reparo_id
3416.0,2120.0,69.0,1.0,639.59,fk_invalida:reparo_id
3417.0,2120.0,75.0,1.0,294.39,fk_invalida:reparo_id
3418.0,2120.0,11.0,1.0,774.59,fk_invalida:reparo_id
3419.0,2122.0,39.0,2.0,837.09,fk_invalida:reparo_id
3420.0,2122.0,31.0,1.0,484.25,fk_invalida:reparo_id
3421.0,2122.0,26.0,1.0,379.11,fk_invalida:reparo_id
3422.0,2123.0,4.0,2.0,275.79,fk_invalida:reparo_id
3423.0,2124.0,49.0,2.0,633.87,fk_invalida:reparo_id
3424.0,2124.0,77.0,1.0,26.6,fk_invalida:reparo_id
3425.0,2124.0,53.0,2.0,363.3,fk_invalida:reparo_id
3426.0,2126.0,67.0,2.0,307.98,fk_invalida:reparo_id
3427.0,2126.0,26.0,2.0,244.89,fk_invalida:reparo_id
3428.0,2126.0,73.0,1.0,470.91,fk_invalida:reparo_id
3429.0,2127.0,35.0,1.0,795.7,fk_invalida:reparo_id
3430.0,2127.0,66.0,2.0,557.01,fk_invalida:reparo_id
3431.0,2129.0,36.0,2.0,264.3,fk_invalida:reparo_id
3432.0,2130.0,65.0,2.0,127.98,fk_invalida:reparo_id
3433.0,2130.0,26.0,1.0,506.29,fk_invalida:reparo_id
3434.0,2130.0,38.0,2.0,193.09,fk_invalida:reparo_id
3435.0,2131.0,35.0,1.0,112.51,fk_invalida:reparo_id
3436.0,2131.0,12.0,1.0,354.13,fk_invalida:reparo_id
3437.0,2132.0,3.0,2.0,26.61,fk_invalida:reparo_id
3438.0,2132.0,13.0,2.0,514.67,fk_invalida:reparo_id
3439.0,2133.0,47.0,1.0,67.93,fk_invalida:reparo_id
3440.0,2133.0,24.0,2.0,301.01,fk_invalida:reparo_id
3441.0,2134.0,77.0,2.0,262.14,fk_invalida:reparo_id
3442.0,2135.0,25.0,1.0,447.16,fk_invalida:reparo_id
3443.0,2135.0,50.0,1.0,776.17,fk_invalida:reparo_id
3444.0,2136.0,9.0,2.0,546.56,fk_invalida:reparo_id
3445.0,2137.0,58.0,2.0,514.24,fk_invalida:reparo_id
3446.0,2137.0,52.0,2.0,178.9,fk_invalida:reparo_id
3447.0,2137.0,2.0,2.0,296.37,fk_invalida:reparo_id
3448.0,2138.0,79.0,2.0,400.77,fk_invalida:reparo_id
3449.0,2139.0,70.0,1.0,379.67,fk_invalida:reparo_id
3450.0,2139.0,66.0,2.0,454.57,fk_invalida:reparo_id
3451.0,2139.0,76.0,2.0,249.93,fk_invalida:reparo_id
3452.0,2140.0,37.0,2.0,473.99,fk_invalida:reparo_id
3453.0,2142.0,60.0,2.0,625.12,fk_invalida:reparo_id
3454.0,2142.0,27.0,2.0,436.69,fk_invalida:reparo_id
3455.0,2142.0,16.0,1.0,86.54,fk_invalida:reparo_id
3456.0,2143.0,47.0,1.0,609.74,fk_invalida:reparo_id
3457.0,2143.0,25.0,1.0,315.32,fk_invalida:reparo_id
