frequencia_id;matricula_id;data_acesso;hora_acesso;modalidade_id;duracao_minutos
5398;979;2026-05-03;12:00;8;58
5399;980;2025-12-07;06:00;2;82
5400;980;2026-05-08;06:00;2;101
5401;980;2026-06-08;08:00;10;71
5402;980;2026-04-15;18:00;10;103
5403;980;2026-04-28;12:00;7;35
5404;981;2025-11-05;06:00;8;49
5405;981;2026-05-26;20:00;12;61
5406;981;2025-12-05;20:00;11;88
5407;981;2025-09-27;08:00;1;109
5408;982;2025-08-01;18:00;1;107
5409;982;2025-08-14;12:00;5;57
5410;982;2026-03-01;18:00;12;67
5411;982;2025-11-12;12:00;9;86
5412;982;2025-11-12;06:00;7;102
5413;982;2025-10-05;20:00;9;52
5414;982;2025-12-26;20:00;9;103
5415;982;2025-09-22;20:00;10;77
5416;983;2026-03-28;18:00;1;36
5417;983;2026-04-19;18:00;11;54
5418;983;2026-04-28;18:00;9;72
5419;983;2025-12-09;18:00;1;100
5420;983;2025-07-10;20:00;4;67
5421;983;2025-07-14;12:00;5;51
5422;984;2025-07-25;08:00;3;62
5423;984;2025-08-27;08:00;5;73
5424;985;2026-06-05;08:00;9;45
5425;985;2025-10-02;12:00;1;46
5426;985;2026-02-19;08:00;11;82
5427;985;2025-08-07;06:00;10;103
5428;985;2025-12-10;18:00;12;37
5429;986;2026-06-24;18:00;12;74
5430;986;2025-11-13;20:00;1;110
5431;986;2025-08-08;18:00;2;88
5432;987;2025-11-27;20:00;1;41
5433;987;2026-02-02;18:00;11;43
5434;987;2026-05-07;18:00;10;47
5435;987;2025-10-13;20:00;11;74
5436;987;2025-11-02;20:00;10;45
5437;987;2025-10-14;18:00;6;75
5438;987;2025-08-28;18:00;10;48
5439;987;2025-09-06;20:00;8;85
5440;988;2026-06-12;06:00;12;36
5441;988;2025-12-26;08:00;8;61
5442;988;2026-01-15;18:00;5;107
5443;988;2026-02-07;12:00;8;58
5444;988;2026-04-15;12:00;2;99
5445;989;2025-09-17;20:00;12;109
5446;989;2025-09-28;06:00;8;92
5447;989;2026-06-27;18:00;4;76
5448;990;2025-08-24;08:00;2;88
5449;990;2025-09-26;12:00;5;97
5450;990;2025-07-13;20:00;12;83
5451;991;2026-04-05;20:00;10;48
5452;991;2025-11-16;08:00;9;103
5453;991;2026-03-02;12:00;11;79
5454;991;2026-01-22;18:00;4;110
5455;992;2026-01-22;20:00;10;61
5456;992;2025-08-13;18:00;6;86
5457;993;2025-07-31;08:00;8;53
5458;993;2025-11-16;18:00;4;85
5459;993;2026-04-05;06:00;7;75
5460;993;2025-10-09;20:00;8;86
5461;993;2025-08-05;06:00;6;100
5462;993;2025-09-08;18:00;3;48
5463;993;2025-09-24;06:00;5;67
5464;993;2026-04-03;08:00;5;46
5465;993;2026-01-23;12:00;8;97
5466;994;2025-09-03;20:00;4;110
5467;994;2025-09-13;06:00;10;103
5468;994;2025-10-16;08:00;10;73
5469;995;2026-06-18;08:00;6;46
5470;995;2026-06-16;12:00;8;58
5471;995;2026-02-26;08:00;4;82
5472;995;2025-07-25;20:00;2;106
5473;995;2025-07-05;06:00;11;97
5474;995;2026-04-09;12:00;11;65
5475;995;2025-10-04;06:00;3;60
5476;995;2025-07-04;20:00;6;68
5477;996;2026-03-12;18:00;3;59
5478;996;2025-09-16;06:00;1;52
5479;996;2026-04-06;18:00;12;101
5480;997;2026-01-22;20:00;3;96
5481;997;2025-10-14;20:00;1;57
5482;997;2025-12-12;18:00;10;71
5483;997;2026-05-24;12:00;10;74
5484;997;2025-12-21;08:00;9;49
5485;997;2026-01-07;08:00;7;78
5486;997;2025-10-17;18:00;11;102
5487;998;2026-05-18;12:00;5;55
5488;998;2025-09-09;18:00;8;46
5489;998;2025-07-16;06:00;8;94
5490;998;2025-11-09;06:00;4;100
5491;999;2026-02-28;08:00;8;97
5492;999;2025-07-24;18:00;3;36
5493;999;2025-08-03;08:00;6;57
5494;999;2026-02-12;20:00;11;92
5495;1000;2026-04-09;12:00;12;95
5496;1000;2025-07-15;08:00;4;97
5497;1000;2026-05-17;08:00;10;102
5498;1000;2026-02-10;08:00;8;36
5499;1000;2026-05-07;12:00;1;69
5500;1000;2025-12-28;20:00;10;89
5501;1000;2026-01-23;08:00;1;55
5502;1000;2026-06-18;06:00;10;75
5503;1000;2026-04-16;12:00;2;65
5504;1001;2025-07-22;12:00;2;62
5505;1001;2026-03-24;06:00;2;99
5506;1001;2025-11-22;18:00;4;78
5507;1001;2025-11-08;08:00;3;105
5508;1001;2026-05-11;08:00;9;107
5509;1001;2025-12-04;08:00;12;47
5510;1001;2026-03-11;20:00;11;61
5511;1001;2026-04-18;20:00;6;47
5512;1002;2026-06-15;20:00;9;86
5513;1002;2025-08-10;20:00;5;87
5514;1002;2026-03-11;06:00;11;85
5515;1002;2026-04-02;20:00;12;76
5516;1002;2025-10-04;18:00;10;93
5517;1002;2026-04-03;06:00;3;107
5518;1002;2026-06-10;12:00;11;45
5519;1003;2025-11-20;18:00;11;102
5520;1003;2025-07-23;20:00;1;48
5521;1003;2025-10-10;08:00;4;37
5522;1004;2025-08-29;08:00;1;45
5523;1004;2026-06-10;12:00;6;41
5524;1004;2026-02-21;06:00;8;54
5525;1004;2025-09-21;18:00;4;48
5526;1004;2025-11-30;18:00;4;83
5527;1004;2026-06-16;18:00;4;72
5528;1004;2026-03-16;08:00;9;110
5529;1005;2026-04-27;06:00;5;49
5530;1005;2025-11-12;18:00;1;44
5531;1006;2026-06-05;06:00;4;85
5532;1006;2025-10-13;08:00;6;70
5533;1006;2025-10-20;18:00;2;60
5534;1006;2025-09-15;20:00;3;45
5535;1006;2026-06-01;20:00;10;78
5536;1006;2025-11-06;12:00;3;40
5537;1007;2025-09-14;06:00;11;60
5538;1007;2025-08-26;12:00;4;65
5539;1007;2025-07-08;20:00;7;69
5540;1007;2025-09-08;12:00;5;59
5541;1007;2025-09-19;12:00;1;76
5542;1007;2026-06-15;08:00;4;65
5543;1007;2025-07-31;08:00;1;35
5544;1007;2025-09-18;18:00;9;66
5545;1007;2025-09-03;08:00;12;94
5546;1008;2026-06-03;06:00;5;107
5547;1008;2026-04-19;18:00;12;91
5548;1008;2026-03-27;20:00;4;64
5549;1008;2026-05-21;18:00;9;74
5550;1008;2026-01-20;12:00;7;52
5551;1008;2026-05-08;12:00;7;82
5552;1008;2025-12-29;18:00;1;100
5553;1008;2025-09-07;20:00;6;38
5554;1008;2025-07-07;18:00;5;110
5555;1009;2026-04-13;12:00;8;92
5556;1009;2025-08-27;12:00;6;88
5557;1009;2026-04-19;06:00;3;68
5558;1009;2025-12-13;12:00;3;68
5559;1009;2026-03-12;18:00;11;42
5560;1009;2026-03-22;20:00;12;52
5561;1010;2026-05-23;20:00;4;59
5562;1010;2025-12-09;18:00;5;72
5563;1010;2025-09-02;06:00;2;86
5564;1010;2025-09-25;18:00;10;54
5565;1010;2025-10-22;08:00;5;72
5566;1010;2026-02-18;18:00;1;109
5567;1010;2025-08-15;12:00;3;53
5568;1010;2025-08-29;08:00;7;43
5569;1011;2026-02-24;06:00;9;99
5570;1011;2025-07-23;06:00;4;102
5571;1011;2026-05-29;12:00;8;48
5572;1011;2026-06-26;12:00;5;58
5573;1012;2026-03-14;08:00;4;110
5574;1012;2025-08-05;20:00;1;91
5575;1012;2026-06-16;08:00;2;60
5576;1012;2025-08-27;06:00;5;100
5577;1012;2026-04-20;06:00;7;44
5578;1012;2026-02-03;18:00;6;45
5579;1012;2025-07-23;20:00;1;75
5580;1013;2025-09-19;06:00;11;59
5581;1013;2026-01-19;12:00;1;97
5582;1013;2026-06-24;12:00;8;82
5583;1013;2025-09-29;20:00;3;65
5584;1013;2025-09-19;08:00;7;88
5585;1013;2025-09-27;12:00;4;86
5586;1013;2026-03-30;18:00;12;104
5587;1013;2025-10-04;20:00;8;109
5588;1013;2025-12-06;18:00;1;85
5589;1014;2025-11-02;12:00;7;66
5590;1014;2026-04-16;06:00;8;56
5591;1014;2026-04-26;20:00;3;104
5592;1014;2026-03-04;08:00;11;47
5593;1014;2025-10-07;20:00;12;50
5594;1014;2025-12-14;12:00;3;45
5595;1015;2026-04-25;08:00;8;94
5596;1015;2025-07-07;18:00;6;100
5597;1015;2026-03-24;06:00;8;103
5598;1016;2025-12-11;06:00;2;35
5599;1016;2026-06-11;12:00;8;47
5600;1016;2025-08-04;20:00;3;68
5601;1016;2025-11-03;20:00;5;76
5602;1016;2026-03-07;18:00;5;86
5603;1017;2025-10-14;12:00;9;65
5604;1017;2025-09-04;08:00;5;57
5605;1017;2026-03-20;12:00;4;72
5606;1018;2026-04-29;12:00;1;81
5607;1018;2026-04-19;08:00;7;69
5608;1018;2025-12-30;12:00;5;47
5609;1018;2025-07-21;20:00;11;74
5610;1018;2025-10-17;06:00;6;36
5611;1018;2026-05-02;18:00;9;95
5612;1018;2025-11-23;06:00;9;51
5613;1019;2025-07-18;06:00;5;74
5614;1019;2025-11-12;08:00;12;60
5615;1019;2025-07-01;06:00;4;72
5616;1019;2025-10-19;20:00;8;94
5617;1019;2025-10-17;08:00;12;60
5618;1019;2025-10-19;06:00;7;53
5619;1019;2026-03-11;18:00;12;84
5620;1020;2026-06-18;18:00;11;86
5621;1020;2026-01-20;20:00;2;67
5622;1020;2025-08-02;18:00;6;52
5623;1020;2026-05-03;20:00;10;40
5624;1020;2026-02-06;08:00;3;56
5625;1020;2026-06-10;06:00;9;100
5626;1020;2025-11-16;20:00;4;105
5627;1020;2026-04-16;18:00;12;67
5628;1020;2026-03-11;08:00;12;74
5629;1021;2026-03-07;08:00;4;45
5630;1021;2025-11-13;12:00;1;99
5631;1021;2025-08-29;20:00;1;56
5632;1021;2026-04-07;12:00;1;41
5633;1021;2026-05-14;12:00;5;46
5634;1021;2025-10-12;20:00;6;83
5635;1022;2025-10-18;08:00;10;75
5636;1022;2026-06-10;12:00;4;37
5637;1022;2025-08-04;12:00;5;40
5638;1023;2025-07-12;20:00;3;104
5639;1023;2026-01-08;08:00;10;54
5640;1023;2026-04-25;20:00;9;41
5641;1023;2026-02-15;18:00;4;87
5642;1023;2026-04-25;20:00;5;90
5643;1023;2025-08-02;18:00;6;86
5644;1023;2026-01-29;12:00;11;51
5645;1024;2026-05-06;08:00;7;104
5646;1024;2025-10-19;12:00;10;80
5647;1024;2026-04-13;18:00;10;107
5648;1024;2026-06-02;12:00;5;92
5649;1025;2026-02-21;06:00;3;102
5650;1025;2025-08-24;18:00;7;72
5651;1026;2026-06-22;12:00;11;100
5652;1026;2025-08-13;08:00;10;86
5653;1026;2026-06-08;12:00;6;93
5654;1027;2026-05-19;06:00;6;71
5655;1027;2025-08-07;06:00;3;82
5656;1027;2026-02-15;06:00;7;69
5657;1027;2026-03-17;20:00;12;101
5658;1027;2026-01-17;12:00;5;52
5659;1027;2025-08-15;20:00;6;98
5660;1027;2025-08-13;12:00;1;70
5661;1027;2025-07-22;08:00;11;98
5662;1027;2026-02-17;08:00;11;91
5663;1028;2026-03-23;12:00;5;104
5664;1028;2026-01-24;18:00;4;53
5665;1028;2025-09-12;12:00;3;57
5666;1028;2026-01-19;08:00;8;66
5667;1028;2025-09-22;08:00;6;65
5668;1028;2025-11-18;12:00;7;96
5669;1028;2026-06-01;20:00;4;84
5670;1029;2026-02-16;20:00;5;47
5671;1029;2025-08-23;20:00;9;99
5672;1029;2026-01-01;18:00;1;84
5673;1029;2025-09-08;06:00;4;68
5674;1029;2025-09-01;20:00;4;97
5675;1029;2025-10-11;20:00;10;86
5676;1030;2025-09-26;08:00;5;76
5677;1030;2025-11-01;06:00;12;105
5678;1030;2025-08-12;18:00;4;85
5679;1031;2026-03-20;08:00;4;104
5680;1031;2026-03-27;18:00;10;70
5681;1032;2026-02-06;06:00;2;66
5682;1032;2026-02-01;12:00;9;92
5683;1032;2026-01-12;18:00;9;101
5684;1032;2025-10-04;12:00;11;45
5685;1032;2026-05-16;06:00;10;58
5686;1032;2026-04-07;08:00;11;65
5687;1032;2026-02-05;18:00;6;50
5688;1032;2026-02-08;12:00;2;91
5689;1033;2025-12-23;08:00;12;94
5690;1033;2026-05-05;12:00;6;85
5691;1033;2026-04-03;20:00;4;78
5692;1033;2025-11-19;12:00;2;50
5693;1033;2025-07-04;08:00;8;56
5694;1033;2026-06-26;08:00;10;57
5695;1033;2026-05-15;12:00;2;96
5696;1033;2025-07-12;18:00;12;71
5697;1033;2025-08-05;06:00;4;36
5698;1034;2025-12-12;08:00;4;37
5699;1034;2026-01-29;12:00;12;41
5700;1035;2026-05-31;20:00;2;77
5701;1035;2026-01-15;20:00;8;91
5702;1035;2026-06-08;20:00;6;54
5703;1035;2025-10-10;12:00;2;103
5704;1035;2025-08-01;20:00;9;109
5705;1035;2025-10-06;06:00;1;101
5706;1036;2025-10-23;18:00;10;36
5707;1036;2026-04-27;08:00;10;77
5708;1036;2026-03-24;12:00;12;105
5709;1036;2025-08-23;08:00;11;92
5710;1036;2026-01-14;12:00;3;46
5711;1036;2026-02-16;20:00;3;42
5712;1036;2026-03-18;06:00;2;99
5713;1037;2025-09-21;18:00;8;88
5714;1037;2026-01-28;06:00;11;65
5715;1037;2025-10-31;08:00;9;70
5716;1037;2026-02-19;12:00;8;86
5717;1037;2025-12-04;08:00;8;73
5718;1038;2025-11-09;20:00;1;59
5719;1038;2026-03-06;12:00;9;93
5720;1038;2026-01-09;20:00;12;98
5721;1038;2025-08-06;12:00;7;63
5722;1038;2026-01-24;12:00;3;37
5723;1038;2026-02-08;18:00;1;47
5724;1038;2026-05-27;18:00;6;99
5725;1039;2025-12-09;18:00;7;97
5726;1039;2026-06-13;08:00;1;66
5727;1039;2026-03-12;08:00;8;109
5728;1039;2026-05-25;18:00;1;82
5729;1039;2025-08-27;18:00;7;101
5730;1040;2025-07-22;12:00;5;110
5731;1040;2026-02-12;12:00;11;99
5732;1040;2025-08-06;20:00;11;75
5733;1040;2026-05-13;20:00;10;60
5734;1040;2026-03-17;20:00;10;44
5735;1040;2025-08-05;18:00;7;103
5736;1041;2026-04-08;06:00;10;109
5737;1041;2026-04-19;12:00;5;54
5738;1041;2026-04-28;18:00;5;99
5739;1041;2025-12-31;06:00;9;46
5740;1041;2026-03-31;06:00;7;99
5741;1041;2025-11-15;18:00;9;63
5742;1041;2026-06-03;18:00;8;56
5743;1042;2025-07-19;06:00;5;102
5744;1042;2026-04-11;08:00;11;67
5745;1042;2025-07-29;20:00;10;45
5746;1043;2026-02-13;12:00;2;54
5747;1043;2026-01-24;18:00;11;83
5748;1043;2025-07-19;12:00;2;59
5749;1043;2025-08-06;06:00;9;42
5750;1043;2025-10-14;20:00;11;76
5751;1043;2025-07-01;06:00;3;64
5752;1044;2026-01-13;08:00;9;73
5753;1044;2025-07-23;18:00;12;96
5754;1044;2025-09-26;06:00;2;83
5755;1045;2025-09-01;08:00;12;79
5756;1045;2025-12-06;06:00;2;66
5757;1045;2025-10-28;12:00;2;78
5758;1045;2026-03-13;06:00;9;86
5759;1045;2026-05-27;12:00;10;68
5760;1045;2025-10-12;08:00;10;89
5761;1046;2025-11-08;20:00;12;59
5762;1046;2025-07-04;18:00;8;50
5763;1046;2025-08-25;20:00;1;76
5764;1046;2026-02-16;18:00;3;61
5765;1047;2025-11-11;20:00;8;104
5766;1047;2025-11-24;12:00;6;97
5767;1047;2026-03-05;18:00;5;62
5768;1047;2025-11-12;20:00;9;89
5769;1047;2026-01-12;08:00;7;82
5770;1047;2025-10-30;12:00;6;62
5771;1047;2025-12-08;12:00;5;58
5772;1047;2026-06-20;18:00;9;79
5773;1047;2026-06-13;12:00;5;49
5774;1048;2025-10-29;06:00;9;77
5775;1048;2025-11-18;18:00;7;85
5776;1048;2026-06-02;18:00;10;41
5777;1048;2026-04-28;20:00;11;109
5778;1048;2025-12-18;12:00;7;103
5779;1048;2025-08-16;12:00;4;82
5780;1049;2026-05-19;20:00;10;106
5781;1049;2026-01-02;20:00;2;69
5782;1049;2025-09-22;12:00;12;100
5783;1050;2026-05-15;18:00;5;83
5784;1050;2026-01-09;08:00;4;48
5785;1050;2026-05-22;06:00;2;93
5786;1051;2025-08-25;18:00;2;60
5787;1051;2025-12-09;18:00;7;38
5788;1051;2026-06-18;18:00;4;84
5789;1051;2025-07-16;18:00;1;60
5790;1052;2025-11-23;08:00;9;44
5791;1052;2025-10-28;06:00;2;53
5792;1052;2025-08-24;12:00;8;37
5793;1052;2026-06-29;08:00;3;67
5794;1052;2026-04-29;12:00;8;91
5795;1053;2026-01-13;18:00;9;64
5796;1053;2025-08-17;08:00;4;97
5797;1053;2025-11-12;20:00;3;71
5798;1053;2025-07-06;08:00;2;100
5799;1053;2026-01-04;12:00;5;88
5800;1053;2026-01-25;20:00;11;45
5801;1054;2025-09-30;06:00;3;75
5802;1054;2025-08-21;12:00;10;90
5803;1054;2026-05-28;12:00;12;51
5804;1054;2025-08-14;20:00;10;89
5805;1054;2025-10-11;08:00;12;107
5806;1054;2026-06-24;08:00;8;109
5807;1054;2026-02-11;12:00;9;81
5808;1054;2026-04-09;08:00;7;66
5809;1055;2025-07-16;12:00;8;42
5810;1055;2025-11-01;20:00;5;55
5811;1056;2025-07-24;08:00;11;78
5812;1056;2025-09-23;12:00;7;98
5813;1057;2026-01-08;20:00;3;63
5814;1057;2026-05-09;08:00;3;98
5815;1057;2025-09-08;06:00;1;100
5816;1057;2025-10-27;18:00;6;55
5817;1058;2026-05-04;08:00;10;47
5818;1058;2025-11-14;18:00;1;64
5819;1058;2026-02-25;08:00;3;80
5820;1058;2026-04-16;06:00;8;75
5821;1058;2025-07-14;20:00;3;96
5822;1058;2025-09-12;06:00;6;92
5823;1058;2026-06-22;20:00;9;47
5824;1059;2025-11-20;20:00;2;72
5825;1059;2025-07-10;18:00;11;38
5826;1059;2026-03-30;06:00;2;104
5827;1059;2026-05-01;08:00;8;93
5828;1059;2026-06-09;12:00;5;90
5829;1059;2026-02-16;18:00;3;73
5830;1059;2026-03-31;20:00;3;35
5831;1059;2025-12-08;18:00;5;85
5832;1060;2025-08-26;18:00;6;51
5833;1060;2025-12-08;12:00;6;53
5834;1060;2026-03-07;20:00;8;75
5835;1060;2025-07-04;12:00;6;109
5836;1060;2026-05-15;08:00;8;103
5837;1061;2025-12-01;06:00;7;91
5838;1061;2025-10-09;18:00;3;35
5839;1061;2025-11-01;06:00;10;87
5840;1061;2026-02-12;06:00;6;51
5841;1061;2025-07-14;18:00;10;48
5842;1061;2025-07-29;18:00;7;63
5843;1061;2025-09-20;20:00;11;46
5844;1062;2026-01-20;20:00;1;53
5845;1062;2026-04-23;20:00;8;44
5846;1062;2025-09-27;06:00;8;106
5847;1062;2026-01-11;08:00;8;103
5848;1062;2026-06-18;12:00;6;48
5849;1062;2025-10-05;12:00;10;110
5850;1062;2026-06-01;08:00;8;89
5851;1062;2025-08-05;08:00;4;35
5852;1062;2025-08-05;08:00;8;101
5853;1063;2026-05-27;18:00;2;71
5854;1063;2025-10-30;08:00;12;76
5855;1063;2026-06-26;08:00;6;89
5856;1063;2026-06-12;06:00;10;73
5857;1064;2025-07-04;06:00;3;87
5858;1064;2026-06-02;08:00;3;60
5859;1064;2026-02-26;08:00;6;52
5860;1064;2026-05-21;12:00;1;102
5861;1064;2026-03-09;06:00;9;100
5862;1065;2025-07-01;18:00;1;56
5863;1065;2026-01-09;12:00;11;45
5864;1065;2026-01-11;12:00;4;106
5865;1065;2025-11-18;06:00;6;60
5866;1065;2025-11-22;12:00;4;69
5867;1065;2026-03-20;08:00;3;74
5868;1065;2025-08-26;12:00;7;91
5869;1066;2025-08-27;06:00;6;55
5870;1066;2025-07-22;06:00;10;41
5871;1066;2026-05-05;20:00;12;82
5872;1067;2026-02-06;06:00;11;42
5873;1067;2025-07-06;20:00;7;97
5874;1067;2025-10-21;12:00;5;101
5875;1067;2026-03-25;06:00;6;83
5876;1067;2026-01-24;12:00;2;62
5877;1067;2026-02-25;18:00;11;58
5878;1067;2025-08-14;06:00;1;52
5879;1068;2025-10-13;18:00;11;68
5880;1068;2026-06-24;06:00;11;91
5881;1068;2026-05-08;08:00;7;85
5882;1068;2026-04-26;06:00;4;69
5883;1068;2026-05-07;20:00;11;94
5884;1068;2025-07-27;12:00;8;53
5885;1068;2025-07-10;12:00;5;80
5886;1068;2025-10-24;20:00;1;93
5887;1068;2026-01-26;12:00;6;43
5888;1069;2025-09-30;08:00;3;62
5889;1069;2025-09-24;20:00;8;37
5890;1069;2026-03-23;08:00;3;95
5891;1070;2025-11-19;18:00;11;55
5892;1070;2025-08-06;12:00;5;70
5893;1070;2025-07-01;12:00;12;99
5894;1070;2026-03-25;12:00;2;75
5895;1070;2025-12-12;18:00;2;98
5896;1071;2025-08-25;08:00;5;108
5897;1071;2026-04-07;12:00;5;90
5898;1071;2026-06-14;06:00;9;66
5899;1071;2025-09-23;20:00;12;87
5900;1071;2025-10-03;06:00;9;41
5901;1071;2026-05-20;08:00;6;98
5902;1071;2026-03-03;06:00;12;89
5903;1071;2026-05-09;12:00;10;41
5904;1072;2026-03-24;12:00;8;103
5905;1072;2025-12-04;12:00;4;40
5906;1072;2025-12-27;12:00;11;56
5907;1072;2026-04-13;12:00;4;93
5908;1072;2025-09-06;20:00;12;81
5909;1072;2026-01-27;06:00;9;72
5910;1072;2026-06-27;06:00;4;85
5911;1072;2025-10-27;20:00;7;48
5912;1073;2026-05-01;20:00;10;36
5913;1073;2025-11-05;20:00;7;42
5914;1073;2025-09-26;20:00;2;64
5915;1073;2026-01-05;12:00;3;72
5916;1073;2026-01-05;08:00;5;68
5917;1073;2025-07-01;20:00;11;86
5918;1074;2026-02-20;08:00;2;89
5919;1074;2026-04-27;12:00;12;63
5920;1074;2025-10-01;08:00;6;65
5921;1075;2026-05-22;08:00;3;95
5922;1075;2026-04-22;20:00;8;49
5923;1075;2026-04-15;12:00;7;108
5924;1075;2026-04-07;18:00;9;82
5925;1075;2025-08-18;12:00;12;73
5926;1075;2026-01-11;18:00;8;46
5927;1075;2026-03-06;18:00;12;67
5928;1075;2025-10-27;06:00;7;88
5929;1076;2026-02-10;08:00;7;108
5930;1076;2026-06-20;12:00;8;100
5931;1076;2026-06-17;18:00;3;99
5932;1076;2026-06-09;06:00;4;60
5933;1076;2025-08-02;18:00;6;62
5934;1076;2025-09-12;12:00;5;64
5935;1076;2026-04-27;08:00;8;49
5936;1076;2026-01-03;20:00;8;74
5937;1077;2025-11-04;20:00;4;47
5938;1077;2026-05-18;18:00;4;98
5939;1078;2026-02-03;08:00;8;39
5940;1078;2025-08-10;08:00;1;81
5941;1078;2025-09-14;08:00;2;61
5942;1078;2026-05-06;20:00;9;66
5943;1078;2026-04-01;20:00;10;101
5944;1078;2025-08-26;12:00;6;71
5945;1078;2026-04-18;08:00;6;83
5946;1078;2026-01-28;12:00;4;48
5947;1078;2025-08-19;08:00;10;100
5948;1079;2026-06-24;12:00;10;96
5949;1079;2026-03-06;18:00;7;94
5950;1080;2026-03-10;12:00;11;58
5951;1080;2026-06-11;18:00;4;96
5952;1080;2026-04-19;18:00;8;76
5953;1080;2025-07-26;08:00;6;88
5954;1080;2026-01-23;20:00;2;101
5955;1080;2025-11-02;12:00;12;75
5956;1081;2026-06-26;12:00;6;101
5957;1081;2025-11-18;12:00;9;59
5958;1081;2026-02-21;06:00;6;93
5959;1081;2025-10-27;20:00;1;109
5960;1081;2026-06-28;20:00;4;84
5961;1082;2026-04-30;12:00;9;56
5962;1082;2026-05-28;06:00;11;86
5963;1082;2026-06-09;12:00;1;43
5964;1083;2025-11-23;12:00;1;67
5965;1083;2026-01-05;12:00;9;107
5966;1083;2026-01-09;06:00;12;63
5967;1083;2025-11-17;08:00;3;45
5968;1083;2025-07-18;06:00;9;56
5969;1084;2025-10-29;08:00;7;50
5970;1084;2025-11-10;06:00;4;86
5971;1084;2026-06-30;08:00;8;76
5972;1084;2026-04-01;18:00;4;47
5973;1084;2026-03-13;12:00;1;46
5974;1084;2026-06-05;20:00;1;82
5975;1084;2026-03-04;20:00;1;55
5976;1085;2025-10-31;18:00;3;56
5977;1085;2026-02-11;12:00;1;110
5978;1085;2025-08-21;12:00;5;54
5979;1085;2025-10-30;20:00;12;109
5980;1085;2025-09-22;12:00;4;38
5981;1085;2025-10-18;12:00;1;73
5982;1085;2026-04-08;18:00;5;98
5983;1085;2026-01-11;20:00;9;39
5984;1085;2025-12-17;12:00;4;69
5985;1086;2025-09-30;12:00;4;107
5986;1086;2025-11-06;08:00;8;52
5987;1086;2026-03-05;08:00;2;53
5988;1086;2026-05-27;20:00;7;56
5989;1086;2025-12-15;06:00;1;57
5990;1086;2025-12-09;08:00;9;84
5991;1086;2026-04-15;08:00;9;100
5992;1086;2025-09-13;06:00;5;94
5993;1087;2025-12-05;12:00;9;76
5994;1087;2026-02-14;08:00;7;54
5995;1087;2025-12-26;18:00;12;64
5996;1088;2026-03-02;20:00;5;100
5997;1088;2025-08-18;20:00;2;98
5998;1088;2026-01-23;18:00;7;76
5999;1089;2025-10-17;20:00;9;64
6000;1089;2026-02-23;08:00;11;110
6001;1089;2025-07-19;18:00;6;86
6002;1089;2026-04-03;06:00;1;90
6003;1089;2025-10-10;12:00;11;39
6004;1089;2026-01-14;18:00;10;63
6005;1089;2026-04-17;20:00;7;75
6006;1089;2026-02-13;18:00;12;92
6007;1089;2026-05-05;06:00;5;38
6008;1090;2026-06-23;08:00;11;84
6009;1090;2026-05-01;08:00;6;80
6010;1091;2025-08-07;12:00;6;42
6011;1091;2025-12-17;08:00;12;39
6012;1091;2025-12-15;12:00;6;96
6013;1092;2025-09-23;20:00;1;97
6014;1092;2025-09-03;12:00;1;103
6015;1092;2026-06-29;06:00;7;63
6016;1092;2026-03-15;08:00;3;52
6017;1092;2026-05-30;12:00;10;104
6018;1092;2025-07-17;18:00;10;106
6019;1092;2025-07-07;08:00;4;47
6020;1093;2025-07-27;20:00;12;67
6021;1093;2026-05-09;12:00;9;94
6022;1093;2026-03-25;12:00;11;36
6023;1093;2026-02-25;18:00;10;87
6024;1094;2025-08-22;08:00;2;104
6025;1094;2025-10-12;08:00;12;40
6026;1094;2025-09-25;20:00;5;48
6027;1094;2026-02-04;20:00;7;39
6028;1095;2026-01-22;20:00;10;95
6029;1095;2026-02-08;12:00;2;80
6030;1095;2026-01-19;06:00;10;104
6031;1095;2026-06-21;20:00;6;67
6032;1096;2025-10-05;18:00;9;39
6033;1096;2025-07-17;06:00;12;72
6034;1096;2025-08-26;08:00;11;80
6035;1096;2026-04-24;20:00;3;83
6036;1096;2025-10-25;20:00;4;47
6037;1096;2025-10-21;12:00;6;82
6038;1096;2025-09-16;06:00;1;63
6039;1096;2026-04-13;12:00;11;79
6040;1096;2026-06-27;08:00;9;46
6041;1097;2025-12-09;20:00;2;106
6042;1097;2025-10-07;20:00;2;45
6043;1097;2025-08-20;06:00;10;100
6044;1097;2026-06-25;20:00;9;88
6045;1097;2026-04-05;20:00;10;85
6046;1098;2026-06-22;06:00;3;89
6047;1098;2025-08-28;08:00;6;74
6048;1098;2026-06-25;18:00;6;48
6049;1099;2026-03-18;06:00;1;43
6050;1099;2026-05-17;06:00;11;89
6051;1099;2025-08-03;08:00;7;78
6052;1099;2025-09-27;06:00;10;57
6053;1099;2026-02-28;20:00;7;59
6054;1099;2026-06-07;12:00;5;67
6055;1099;2026-06-17;18:00;8;78
6056;1099;2025-07-23;20:00;6;96
6057;1100;2025-11-13;06:00;11;110
6058;1100;2026-06-02;06:00;7;59
6059;1101;2025-11-27;08:00;8;55
6060;1101;2026-06-23;06:00;1;73
6061;1101;2025-10-04;12:00;8;81
6062;1101;2025-09-07;12:00;12;36
6063;1101;2025-10-29;06:00;9;63
6064;1101;2025-09-24;08:00;3;54
6065;1102;2025-07-22;20:00;10;72
6066;1102;2025-10-12;18:00;11;109
