aluno_id;codigo_aluno;idade;genero;regiao;data_cadastro
1025;ALU-01025;55;Não informado;Centro;2023-08-30
1026;ALU-01026;35;Não informado;Leste;2023-06-24
1027;ALU-01027;18;Masculino;Oeste;2025-06-08
1028;ALU-01028;20;Masculino;Norte;2023-01-20
1029;ALU-01029;27;Feminino;Norte;2025-01-14
1030;ALU-01030;16;Feminino;Leste;2022-11-14
1031;ALU-01031;43;Masculino;Norte;2023-01-01
1032;ALU-01032;43;Não informado;Leste;2023-07-05
1033;ALU-01033;42;Feminino;Sul;2025-01-18
1034;ALU-01034;19;Masculino;Norte;2023-03-07
1035;ALU-01035;17;Não informado;Norte;2022-12-19
1036;ALU-01036;56;Feminino;Norte;2025-05-28
1037;ALU-01037;73;Feminino;Oeste;2024-01-29
1038;ALU-01038;60;Feminino;Oeste;2024-04-05
1039;ALU-01039;28;Feminino;Oeste;2023-08-02
1040;ALU-01040;45;Feminino;Oeste;2023-02-16
1041;ALU-01041;28;Feminino;Leste;2024-01-21
1042;ALU-01042;31;Não informado;Sul;2024-10-20
1043;ALU-01043;73;Não informado;Oeste;2024-03-13
1044;ALU-01044;43;Feminino;Norte;2022-11-23
1045;ALU-01045;45;Não informado;Norte;2024-12-15
1046;ALU-01046;31;Feminino;Centro;2023-11-04
1047;ALU-01047;43;Não informado;Oeste;2023-10-02
1048;ALU-01048;64;Masculino;Sul;2024-10-08
1049;ALU-01049;68;Não informado;Centro;2023-02-10
1050;ALU-01050;47;Feminino;Norte;2023-08-15
1051;ALU-01051;55;Não informado;Sul;2024-03-20
1052;ALU-01052;57;Masculino;Sul;2023-10-11
1053;ALU-01053;32;Masculino;Oeste;2025-01-14
1054;ALU-01054;71;Feminino;Oeste;2024-06-02
1055;ALU-01055;39;Não informado;Norte;2022-11-06
1056;ALU-01056;54;Não informado;Sul;2024-03-25
1057;ALU-01057;45;Masculino;Oeste;2025-01-15
1058;ALU-01058;35;Feminino;Leste;2023-11-19
1059;ALU-01059;49;Feminino;Centro;2024-10-31
1060;ALU-01060;41;Não informado;Sul;2023-07-16
1061;ALU-01061;73;Feminino;Leste;2022-10-11
1062;ALU-01062;58;Feminino;Centro;2024-02-17
1063;ALU-01063;39;Masculino;Centro;2024-03-27
1064;ALU-01064;42;Masculino;Sul;2024-10-23
1065;ALU-01065;76;Masculino;Oeste;2024-09-09
1066;ALU-01066;48;Feminino;Oeste;2023-03-21
1067;ALU-01067;16;Não informado;Leste;2025-05-14
1068;ALU-01068;40;Feminino;Oeste;2025-04-24
1069;ALU-01069;63;Feminino;Centro;2024-04-28
1070;ALU-01070;68;Feminino;Oeste;2023-09-05
1071;ALU-01071;74;Não informado;Centro;2023-12-28
1072;ALU-01072;57;Masculino;Centro;2025-05-21
1073;ALU-01073;54;Não informado;Sul;2023-05-14
1074;ALU-01074;59;Feminino;Centro;2024-07-07
1075;ALU-01075;16;Feminino;Norte;2025-03-17
1076;ALU-01076;72;Feminino;Norte;2022-10-21
1077;ALU-01077;19;Feminino;Centro;2024-06-03
1078;ALU-01078;75;Feminino;Norte;2023-07-09
1079;ALU-01079;61;Feminino;Oeste;2023-09-02
1080;ALU-01080;66;Não informado;Oeste;2023-11-08
1081;ALU-01081;43;Feminino;Oeste;2024-09-17
1082;ALU-01082;56;Feminino;Norte;2022-11-28
1083;ALU-01083;32;Feminino;Norte;2023-04-18
1084;ALU-01084;31;Masculino;Leste;2023-04-04
1085;ALU-01085;44;Masculino;Norte;2023-10-15
1086;ALU-01086;32;Masculino;Centro;2023-07-22
1087;ALU-01087;74;Não informado;Sul;2024-08-24
1088;ALU-01088;32;Feminino;Sul;2024-08-05
1089;ALU-01089;36;Masculino;Sul;2024-04-03
1090;ALU-01090;35;Não informado;Oeste;2025-04-11
1091;ALU-01091;21;Feminino;Norte;2024-10-31
1092;ALU-01092;19;Feminino;Sul;2024-08-27
1093;ALU-01093;55;Masculino;Oeste;2023-04-08
1094;ALU-01094;67;Masculino;Leste;2023-08-01
1095;ALU-01095;16;Feminino;Leste;2024-03-17
1096;ALU-01096;42;Feminino;Centro;2024-09-08
1097;ALU-01097;76;Feminino;Centro;2024-03-15
1098;ALU-01098;34;Masculino;Norte;2024-12-07
1099;ALU-01099;29;Masculino;Sul;2023-12-24
1100;ALU-01100;26;Masculino;Centro;2025-05-27
1101;ALU-01101;52;Não informado;Centro;2023-06-08
1102;ALU-01102;16;Masculino;Leste;2023-07-13
1103;ALU-01103;39;Masculino;Norte;2024-02-18
1104;ALU-01104;17;Masculino;Norte;2022-10-28
1105;ALU-01105;16;Não informado;Norte;2023-07-10
1106;ALU-01106;24;Não informado;Norte;2023-11-26
1107;ALU-01107;64;Feminino;Centro;2023-05-18
1108;ALU-01108;69;Não informado;Oeste;2025-03-18
1109;ALU-01109;50;Não informado;Oeste;2025-02-25
1110;ALU-01110;15;Não informado;Leste;2024-06-08
1111;ALU-01111;61;Feminino;Norte;2023-12-04
1112;ALU-01112;47;Não informado;Centro;2024-12-16
1113;ALU-01113;29;Masculino;Norte;2024-07-08
1114;ALU-01114;69;Feminino;Centro;2023-03-11
1115;ALU-01115;60;Feminino;Norte;2023-11-13
1116;ALU-01116;59;Masculino;Centro;2023-10-15
1117;ALU-01117;75;Não informado;Centro;2025-02-23
1118;ALU-01118;72;Masculino;Leste;2023-11-30
1119;ALU-01119;15;Não informado;Sul;2025-02-04
1120;ALU-01120;23;Masculino;Norte;2025-05-03
1121;ALU-01121;26;Não informado;Oeste;2023-09-06
1122;ALU-01122;74;Masculino;Norte;2023-03-16
1123;ALU-01123;16;Não informado;Norte;2023-11-18
1124;ALU-01124;35;Masculino;Norte;2024-05-04
1125;ALU-01125;21;Não informado;Oeste;2024-04-15
1126;ALU-01126;26;Não informado;Sul;2023-08-09
1127;ALU-01127;46;Não informado;Oeste;2024-05-08
1128;ALU-01128;25;Não informado;Leste;2024-07-09
1129;ALU-01129;62;Masculino;Leste;2024-04-12
1130;ALU-01130;77;Não informado;Leste;2023-04-08
1131;ALU-01131;50;Masculino;Centro;2023-01-14
1132;ALU-01132;37;Feminino;Leste;2024-11-10
1133;ALU-01133;68;Feminino;Norte;2025-03-04
1134;ALU-01134;78;Feminino;Centro;2024-01-24
1135;ALU-01135;66;Não informado;Sul;2024-01-11
1136;ALU-01136;50;Masculino;Centro;2024-03-17
1137;ALU-01137;45;Feminino;Leste;2024-05-02
1138;ALU-01138;46;Masculino;Centro;2024-02-02
1139;ALU-01139;36;Feminino;Norte;2025-02-03
1140;ALU-01140;58;Feminino;Sul;2023-02-01
1141;ALU-01141;26;Masculino;Sul;2024-11-19
1142;ALU-01142;23;Feminino;Centro;2023-03-10
1143;ALU-01143;47;Masculino;Centro;2023-09-25
1144;ALU-01144;68;Feminino;Norte;2025-05-31
1145;ALU-01145;50;Não informado;Oeste;2024-07-02
1146;ALU-01146;49;Feminino;Norte;2024-07-17
1147;ALU-01147;75;Masculino;Oeste;2024-01-19
1148;ALU-01148;68;Masculino;Oeste;2025-06-09
1149;ALU-01149;64;Feminino;Sul;2025-01-17
1150;ALU-01150;77;Feminino;Sul;2023-02-13
1151;ALU-01151;54;Não informado;Centro;2024-04-15
1152;ALU-01152;21;Masculino;Leste;2022-10-31
1153;ALU-01153;44;Feminino;Leste;2023-12-11
1154;ALU-01154;64;Feminino;Leste;2024-09-23
1155;ALU-01155;70;Não informado;Sul;2023-12-30
1156;ALU-01156;52;Não informado;Centro;2024-08-03
1157;ALU-01157;39;Não informado;Oeste;2025-05-20
1158;ALU-01158;71;Masculino;Oeste;2023-09-13
1159;ALU-01159;27;Feminino;Centro;2024-12-07
1160;ALU-01160;41;Masculino;Oeste;2024-02-07
1161;ALU-01161;15;Masculino;Centro;2023-11-23
1162;ALU-01162;73;Não informado;Sul;2022-12-16
1163;ALU-01163;46;Não informado;Oeste;2022-12-20
1164;ALU-01164;62;Masculino;Centro;2024-10-28
1165;ALU-01165;16;Masculino;Oeste;2024-11-18
1166;ALU-01166;51;Não informado;Norte;2024-02-15
1167;ALU-01167;76;Não informado;Oeste;2023-01-27
1168;ALU-01168;62;Feminino;Norte;2023-06-14
1169;ALU-01169;70;Masculino;Leste;2025-04-30
1170;ALU-01170;15;Não informado;Sul;2023-01-10
1171;ALU-01171;22;Não informado;Norte;2024-11-13
1172;ALU-01172;22;Masculino;Norte;2025-06-30
1173;ALU-01173;76;Não informado;Centro;2022-11-02
1174;ALU-01174;61;Não informado;Sul;2023-06-20
1175;ALU-01175;38;Não informado;Oeste;2022-12-14
1176;ALU-01176;54;Não informado;Norte;2023-05-04
1177;ALU-01177;60;Feminino;Leste;2022-12-08
1178;ALU-01178;62;Masculino;Oeste;2022-12-18
1179;ALU-01179;49;Não informado;Leste;2023-06-22
1180;ALU-01180;76;Masculino;Norte;2022-12-25
1181;ALU-01181;21;Masculino;Sul;2023-09-07
1182;ALU-01182;56;Masculino;Sul;2025-05-08
1183;ALU-01183;18;Feminino;Sul;2023-01-11
1184;ALU-01184;73;Feminino;Oeste;2024-10-18
1185;ALU-01185;64;Masculino;Sul;2023-04-14
1186;ALU-01186;19;Não informado;Sul;2023-07-14
1187;ALU-01187;61;Masculino;Sul;2023-11-11
1188;ALU-01188;15;Masculino;Centro;2024-07-31
1189;ALU-01189;72;Não informado;Leste;2023-06-06
1190;ALU-01190;68;Masculino;Oeste;2023-05-02
1191;ALU-01191;26;Feminino;Leste;2022-12-05
1192;ALU-01192;17;Masculino;Norte;2024-10-01
1193;ALU-01193;59;Masculino;Centro;2023-10-31
1194;ALU-01194;59;Não informado;Norte;2023-02-04
1195;ALU-01195;40;Masculino;Leste;2024-09-23
1196;ALU-01196;51;Masculino;Leste;2024-12-17
1197;ALU-01197;53;Masculino;Centro;2022-12-27
1198;ALU-01198;71;Masculino;Leste;2023-12-15
1199;ALU-01199;29;Não informado;Oeste;2024-03-12
1200;ALU-01200;54;Feminino;Sul;2025-01-10
1201;ALU-01201;47;Feminino;Norte;2024-02-03
1202;ALU-01202;26;Feminino;Leste;2024-09-18
1203;ALU-01203;47;Feminino;Leste;2024-05-06
1204;ALU-01204;45;Feminino;Centro;2023-07-09
1205;ALU-01205;39;Feminino;Leste;2024-04-26
1206;ALU-01206;70;Masculino;Leste;2022-12-08
1207;ALU-01207;22;Masculino;Norte;2023-11-01
1208;ALU-01208;24;Feminino;Oeste;2024-02-17
1209;ALU-01209;51;Não informado;Norte;2024-03-16
1210;ALU-01210;18;Feminino;Centro;2024-12-10
1211;ALU-01211;55;Feminino;Sul;2024-08-18
1212;ALU-01212;47;Masculino;Sul;2023-08-28
1213;ALU-01213;38;Masculino;Leste;2022-12-06
1214;ALU-01214;47;Masculino;Oeste;2023-07-13
1215;ALU-01215;41;Feminino;Sul;2024-04-10
1216;ALU-01216;56;Não informado;Sul;2023-06-21
1217;ALU-01217;78;Feminino;Centro;2023-10-04
1218;ALU-01218;68;Masculino;Oeste;2024-03-18
1219;ALU-01219;70;Feminino;Norte;2023-02-25
1220;ALU-01220;17;Feminino;Centro;2023-04-25
1221;ALU-01221;65;Masculino;Norte;2025-03-19
1222;ALU-01222;28;Masculino;Sul;2023-10-13
1223;ALU-01223;38;Não informado;Norte;2023-04-02
1224;ALU-01224;50;Feminino;Leste;2024-02-11
1225;ALU-01225;49;Não informado;Centro;2024-04-18
1226;ALU-01226;65;Masculino;Norte;2023-10-24
1227;ALU-01227;24;Feminino;Leste;2024-04-03
1228;ALU-01228;24;Feminino;Sul;2023-02-17
1229;ALU-01229;48;Feminino;Norte;2024-05-22
1230;ALU-01230;60;Masculino;Oeste;2023-10-17
1231;ALU-01231;25;Feminino;Centro;2024-06-06
1232;ALU-01232;34;Masculino;Leste;2023-06-10
1233;ALU-01233;68;Não informado;Centro;2023-11-13
1234;ALU-01234;51;Masculino;Norte;2024-05-27
1235;ALU-01235;32;Feminino;Sul;2024-10-22
1236;ALU-01236;67;Não informado;Norte;2024-03-23
1237;ALU-01237;30;Não informado;Sul;2024-12-01
1238;ALU-01238;36;Feminino;Oeste;2024-05-03
1239;ALU-01239;75;Não informado;Norte;2024-09-13
1240;ALU-01240;61;Masculino;Centro;2022-12-31
1241;ALU-01241;31;Não informado;Oeste;2024-08-15
1242;ALU-01242;37;Não informado;Sul;2024-07-09
1243;ALU-01243;70;Masculino;Leste;2023-07-17
1244;ALU-01244;60;Masculino;Norte;2024-02-26
1245;ALU-01245;56;Masculino;Oeste;2025-06-26
1246;ALU-01246;53;Feminino;Centro;2024-02-21
1247;ALU-01247;24;Masculino;Norte;2023-02-07
1248;ALU-01248;77;Não informado;Leste;2024-08-16
1249;ALU-01249;24;Não informado;Leste;2023-10-29
1250;ALU-01250;34;Masculino;Centro;2024-11-12
1251;ALU-01251;19;Masculino;Sul;2023-03-24
1252;ALU-01252;74;Masculino;Norte;2023-07-08
1253;ALU-01253;18;Masculino;Centro;2024-03-04
1254;ALU-01254;61;Não informado;Sul;2024-09-05
1255;ALU-01255;29;Não informado;Oeste;2023-08-07
1256;ALU-01256;24;Masculino;Centro;2023-05-31
1257;ALU-01257;23;Não informado;Norte;2023-02-20
1258;ALU-01258;21;Masculino;Norte;2025-03-02
1259;ALU-01259;48;Não informado;Centro;2025-01-02
1260;ALU-01260;25;Feminino;Oeste;2025-06-10
1261;ALU-01261;47;Feminino;Oeste;2022-11-25
1262;ALU-01262;28;Feminino;Oeste;2024-10-01
1263;ALU-01263;17;Feminino;Oeste;2024-11-03
1264;ALU-01264;18;Não informado;Sul;2023-04-05
1265;ALU-01265;16;Feminino;Oeste;2023-05-04
1266;ALU-01266;29;Masculino;Norte;2023-11-13
1267;ALU-01267;17;Masculino;Norte;2023-08-22
1268;ALU-01268;55;Não informado;Leste;2023-11-20
1269;ALU-01269;51;Masculino;Sul;2025-04-30
1270;ALU-01270;65;Masculino;Leste;2025-06-05
1271;ALU-01271;31;Masculino;Leste;2024-02-13
1272;ALU-01272;25;Feminino;Oeste;2023-07-27
1273;ALU-01273;33;Feminino;Sul;2023-04-07
1274;ALU-01274;26;Não informado;Sul;2022-10-08
1275;ALU-01275;74;Não informado;Centro;2025-01-07
1276;ALU-01276;27;Não informado;Oeste;2023-04-15
1277;ALU-01277;73;Masculino;Sul;2023-09-01
1278;ALU-01278;22;Não informado;Leste;2024-05-10
1279;ALU-01279;44;Não informado;Leste;2023-12-26
1280;ALU-01280;36;Feminino;Sul;2023-06-11
1281;ALU-01281;64;Não informado;Centro;2024-09-13
1282;ALU-01282;57;Feminino;Norte;2024-04-18
1283;ALU-01283;75;Masculino;Sul;2024-08-27
1284;ALU-01284;66;Feminino;Sul;2023-04-12
1285;ALU-01285;24;Feminino;Leste;2024-06-03
1286;ALU-01286;58;Não informado;Leste;2023-04-28
1287;ALU-01287;42;Feminino;Norte;2023-12-02
1288;ALU-01288;29;Feminino;Norte;2023-03-29
1289;ALU-01289;65;Masculino;Centro;2023-07-22
1290;ALU-01290;49;Feminino;Oeste;2023-09-09
1291;ALU-01291;69;Feminino;Leste;2023-09-02
1292;ALU-01292;31;Não informado;Norte;2025-06-01
1293;ALU-01293;36;Feminino;Oeste;2025-05-07
1294;ALU-01294;52;Masculino;Oeste;2023-12-09
1295;ALU-01295;24;Não informado;Centro;2024-01-08
1296;ALU-01296;67;Feminino;Norte;2025-06-02
1297;ALU-01297;35;Não informado;Centro;2022-12-31
1298;ALU-01298;72;Não informado;Centro;2022-11-17
1299;ALU-01299;31;Masculino;Centro;2023-06-23
1300;ALU-01300;69;Masculino;Norte;2024-02-28
1301;ALU-01301;72;Masculino;Leste;2024-10-13
1302;ALU-01302;36;Não informado;Centro;2023-08-25
1303;ALU-01303;33;Feminino;Leste;2022-11-12
1304;ALU-01304;29;Masculino;Norte;2025-06-28
1305;ALU-01305;43;Feminino;Oeste;2022-12-03
1306;ALU-01306;24;Não informado;Sul;2023-11-01
1307;ALU-01307;62;Masculino;Oeste;2023-06-19
1308;ALU-01308;28;Feminino;Sul;2025-04-08
1309;ALU-01309;73;Feminino;Norte;2025-05-27
1310;ALU-01310;66;Não informado;Sul;2024-05-06
1311;ALU-01311;16;Não informado;Norte;2024-01-19
1312;ALU-01312;39;Não informado;Oeste;2023-07-16
1313;ALU-01313;61;Não informado;Sul;2023-10-07
1314;ALU-01314;53;Não informado;Norte;2024-01-11
1315;ALU-01315;15;Feminino;Sul;2024-12-09
1316;ALU-01316;64;Não informado;Leste;2023-03-15
1317;ALU-01317;77;Masculino;Sul;2024-03-27
1318;ALU-01318;36;Não informado;Leste;2025-06-29
1319;ALU-01319;70;Masculino;Oeste;2022-12-29
1320;ALU-01320;67;Não informado;Centro;2023-01-09
1321;ALU-01321;75;Feminino;Sul;2022-11-01
1322;ALU-01322;48;Não informado;Sul;2023-12-10
1323;ALU-01323;23;Masculino;Leste;2023-12-13
1324;ALU-01324;76;Não informado;Norte;2025-03-01
1325;ALU-01325;38;Feminino;Oeste;2023-09-28
1326;ALU-01326;68;Não informado;Norte;2024-06-18
1327;ALU-01327;45;Não informado;Leste;2025-06-04
1328;ALU-01328;31;Não informado;Oeste;2022-11-07
1329;ALU-01329;35;Masculino;Sul;2024-08-22
1330;ALU-01330;73;Não informado;Sul;2022-10-05
1331;ALU-01331;22;Não informado;Sul;2025-06-28
1332;ALU-01332;77;Masculino;Oeste;2022-10-30
1333;ALU-01333;76;Não informado;Oeste;2025-05-21
1334;ALU-01334;55;Não informado;Norte;2023-10-23
1335;ALU-01335;34;Masculino;Sul;2023-08-05
1336;ALU-01336;75;Não informado;Sul;2025-06-21
1337;ALU-01337;57;Masculino;Leste;2023-05-21
1338;ALU-01338;45;Masculino;Sul;2024-05-14
1339;ALU-01339;43;Masculino;Norte;2024-03-22
1340;ALU-01340;27;Masculino;Leste;2022-12-17
1341;ALU-01341;77;Feminino;Oeste;2023-07-03
1342;ALU-01342;53;Feminino;Leste;2025-04-02
1343;ALU-01343;32;Masculino;Norte;2025-03-23
1344;ALU-01344;77;Feminino;Leste;2025-05-07
1345;ALU-01345;34;Não informado;Oeste;2024-02-05
1346;ALU-01346;33;Masculino;Centro;2025-04-02
1347;ALU-01347;70;Feminino;Leste;2023-08-27
1348;ALU-01348;70;Feminino;Centro;2023-08-28
1349;ALU-01349;76;Masculino;Sul;2022-10-05
1350;ALU-01350;71;Feminino;Centro;2023-08-19
1351;ALU-01351;76;Não informado;Sul;2023-05-12
1352;ALU-01352;39;Masculino;Sul;2024-12-01
1353;ALU-01353;49;Não informado;Norte;2024-05-23
1354;ALU-01354;20;Feminino;Sul;2023-02-08
1355;ALU-01355;54;Masculino;Centro;2022-11-26
1356;ALU-01356;39;Masculino;Norte;2022-10-25
1357;ALU-01357;35;Feminino;Norte;2023-01-10
1358;ALU-01358;63;Feminino;Oeste;2025-03-30
1359;ALU-01359;65;Feminino;Norte;2024-05-12
1360;ALU-01360;23;Não informado;Sul;2024-04-10
1361;ALU-01361;59;Masculino;Norte;2024-04-20
1362;ALU-01362;66;Não informado;Leste;2024-07-17
1363;ALU-01363;65;Masculino;Leste;2023-04-25
1364;ALU-01364;67;Feminino;Centro;2024-07-01
1365;ALU-01365;50;Não informado;Centro;2025-01-27
1366;ALU-01366;45;Não informado;Sul;2025-02-10
1367;ALU-01367;76;Masculino;Norte;2023-06-29
1368;ALU-01368;31;Masculino;Oeste;2023-01-11
1369;ALU-01369;21;Feminino;Centro;2022-11-09
1370;ALU-01370;52;Não informado;Oeste;2024-02-21
1371;ALU-01371;73;Não informado;Oeste;2024-10-10
1372;ALU-01372;39;Feminino;Norte;2023-04-29
1373;ALU-01373;28;Não informado;Centro;2024-07-20
1374;ALU-01374;44;Masculino;Leste;2024-06-19
1375;ALU-01375;74;Feminino;Centro;2023-10-11
1376;ALU-01376;53;Não informado;Leste;2022-11-12
1377;ALU-01377;71;Feminino;Norte;2024-04-02
1378;ALU-01378;75;Feminino;Oeste;2023-12-20
1379;ALU-01379;59;Feminino;Sul;2023-06-22
1380;ALU-01380;72;Feminino;Norte;2023-03-31
1381;ALU-01381;33;Masculino;Centro;2025-05-07
1382;ALU-01382;65;Feminino;Leste;2024-03-21
1383;ALU-01383;48;Não informado;Centro;2023-06-10
1384;ALU-01384;62;Não informado;Leste;2024-01-02
1385;ALU-01385;72;Feminino;Centro;2025-01-27
1386;ALU-01386;68;Não informado;Norte;2023-11-18
1387;ALU-01387;55;Feminino;Norte;2023-12-16
1388;ALU-01388;18;Masculino;Sul;2023-08-23
1389;ALU-01389;55;Feminino;Oeste;2024-05-14
1390;ALU-01390;29;Não informado;Sul;2023-12-17
1391;ALU-01391;75;Não informado;Sul;2023-09-03
1392;ALU-01392;64;Não informado;Oeste;2024-12-11
1393;ALU-01393;70;Masculino;Sul;2024-09-26
1394;ALU-01394;16;Feminino;Centro;2023-11-07
1395;ALU-01395;33;Masculino;Norte;2023-01-23
1396;ALU-01396;57;Não informado;Leste;2024-11-27
1397;ALU-01397;44;Feminino;Sul;2025-04-11
1398;ALU-01398;26;Feminino;Norte;2023-03-30
1399;ALU-01399;15;Não informado;Norte;2025-04-22
1400;ALU-01400;67;Feminino;Norte;2023-11-26
1401;ALU-01401;58;Masculino;Norte;2023-07-04
1402;ALU-01402;58;Masculino;Oeste;2023-05-04
1403;ALU-01403;55;Feminino;Oeste;2025-01-26
1404;ALU-01404;54;Não informado;Oeste;2023-11-26
1405;ALU-01405;73;Masculino;Norte;2024-12-26
1406;ALU-01406;65;Não informado;Leste;2023-07-24
1407;ALU-01407;68;Masculino;Norte;2024-01-29
1408;ALU-01408;20;Feminino;Centro;2023-09-02
1409;ALU-01409;50;Não informado;Sul;2024-01-19
1410;ALU-01410;35;Não informado;Leste;2023-11-29
1411;ALU-01411;42;Não informado;Leste;2024-10-18
1412;ALU-01412;76;Feminino;Norte;2023-04-22
1413;ALU-01413;47;Feminino;Oeste;2023-02-15
1414;ALU-01414;70;Masculino;Oeste;2023-10-07
1415;ALU-01415;71;Masculino;Norte;2024-08-02
1416;ALU-01416;18;Não informado;Centro;2024-03-27
1417;ALU-01417;36;Masculino;Norte;2025-04-23
1418;ALU-01418;41;Feminino;Sul;2023-01-15
1419;ALU-01419;43;Masculino;Sul;2023-01-15
1420;ALU-01420;32;Feminino;Sul;2024-08-22
1421;ALU-01421;42;Feminino;Leste;2025-05-01
1422;ALU-01422;30;Não informado;Leste;2025-01-07
1423;ALU-01423;46;Feminino;Norte;2025-05-22
1424;ALU-01424;54;Não informado;Norte;2023-05-24
1425;ALU-01425;48;Feminino;Leste;2024-07-13
1426;ALU-01426;60;Masculino;Oeste;2023-10-31
1427;ALU-01427;61;Não informado;Sul;2025-06-10
1428;ALU-01428;34;Não informado;Oeste;2023-02-05
1429;ALU-01429;23;Feminino;Leste;2024-01-09
1430;ALU-01430;31;Não informado;Norte;2025-03-07
1431;ALU-01431;28;Não informado;Norte;2023-03-19
1432;ALU-01432;71;Feminino;Oeste;2022-10-22
1433;ALU-01433;55;Masculino;Oeste;2024-09-02
1434;ALU-01434;50;Feminino;Sul;2023-05-16
1435;ALU-01435;63;Não informado;Leste;2022-12-31
1436;ALU-01436;75;Masculino;Oeste;2025-03-05
1437;ALU-01437;62;Não informado;Oeste;2022-11-19
1438;ALU-01438;65;Feminino;Sul;2024-04-23
1439;ALU-01439;38;Não informado;Sul;2024-03-27
1440;ALU-01440;38;Masculino;Oeste;2023-10-06
1441;ALU-01441;43;Masculino;Norte;2024-08-22
1442;ALU-01442;20;Feminino;Sul;2024-11-23
1443;ALU-01443;66;Não informado;Leste;2023-10-18
1444;ALU-01444;30;Não informado;Sul;2022-10-19
1445;ALU-01445;73;Feminino;Leste;2024-11-09
1446;ALU-01446;69;Masculino;Norte;2023-03-07
1447;ALU-01447;46;Não informado;Leste;2022-11-13
1448;ALU-01448;74;Feminino;Oeste;2024-06-14
1449;ALU-01449;21;Não informado;Sul;2025-02-11
1450;ALU-01450;62;Masculino;Sul;2022-12-08
1451;ALU-01451;60;Masculino;Oeste;2024-06-14
1452;ALU-01452;24;Não informado;Oeste;2023-09-01
1453;ALU-01453;55;Não informado;Sul;2024-01-14
1454;ALU-01454;56;Feminino;Norte;2022-10-10
1455;ALU-01455;25;Feminino;Sul;2023-03-20
1456;ALU-01456;48;Masculino;Sul;2024-08-12
1457;ALU-01457;22;Feminino;Centro;2024-09-06
1458;ALU-01458;70;Masculino;Centro;2024-03-10
1459;ALU-01459;55;Não informado;Sul;2023-07-14
1460;ALU-01460;52;Feminino;Leste;2023-03-03
1461;ALU-01461;33;Não informado;Sul;2025-04-29
1462;ALU-01462;71;Masculino;Centro;2023-07-04
1463;ALU-01463;56;Feminino;Oeste;2024-05-30
1464;ALU-01464;19;Feminino;Oeste;2024-11-18
1465;ALU-01465;64;Feminino;Sul;2024-08-18
1466;ALU-01466;52;Masculino;Norte;2023-01-19
1467;ALU-01467;25;Masculino;Centro;2024-05-04
1468;ALU-01468;63;Feminino;Sul;2024-02-28
1469;ALU-01469;73;Feminino;Norte;2025-01-14
1470;ALU-01470;28;Masculino;Oeste;2025-06-13
1471;ALU-01471;18;Masculino;Oeste;2023-10-19
1472;ALU-01472;16;Não informado;Norte;2025-06-21
1473;ALU-01473;38;Feminino;Norte;2024-05-25
1474;ALU-01474;22;Masculino;Centro;2025-05-24
1475;ALU-01475;42;Não informado;Leste;2023-10-29
1476;ALU-01476;76;Não informado;Leste;2023-02-03
1477;ALU-01477;42;Masculino;Centro;2024-02-18
1478;ALU-01478;39;Feminino;Leste;2025-03-05
1479;ALU-01479;68;Não informado;Oeste;2023-12-12
1480;ALU-01480;22;Não informado;Leste;2025-02-25
1481;ALU-01481;71;Masculino;Sul;2023-01-03
1482;ALU-01482;35;Não informado;Sul;2023-09-14
1483;ALU-01483;34;Feminino;Centro;2022-12-01
1484;ALU-01484;38;Feminino;Oeste;2024-02-28
1485;ALU-01485;64;Masculino;Norte;2023-01-23
1486;ALU-01486;50;Não informado;Norte;2025-04-28
1487;ALU-01487;15;Masculino;Oeste;2022-10-25
1488;ALU-01488;23;Feminino;Leste;2024-08-11
1489;ALU-01489;75;Feminino;Norte;2022-11-14
1490;ALU-01490;38;Não informado;Sul;2024-01-25
1491;ALU-01491;57;Não informado;Leste;2023-03-05
1492;ALU-01492;17;Masculino;Norte;2025-05-03
1493;ALU-01493;25;Feminino;Leste;2023-02-18
1494;ALU-01494;23;Feminino;Sul;2022-11-15
1495;ALU-01495;73;Feminino;Oeste;2024-11-18
1496;ALU-01496;54;Não informado;Oeste;2022-11-01
1497;ALU-01497;45;Não informado;Leste;2024-01-23
1498;ALU-01498;52;Feminino;Sul;2024-09-28
1499;ALU-01499;73;Masculino;Sul;2025-04-25
1500;ALU-01500;59;Não informado;Oeste;2024-10-27
1501;ALU-01501;74;Masculino;Centro;2025-04-03
1502;ALU-01502;57;Masculino;Norte;2023-06-29
1503;ALU-01503;45;Não informado;Norte;2024-08-07
1504;ALU-01504;65;Não informado;Sul;2023-04-03
1505;ALU-01505;69;Feminino;Oeste;2024-09-03
1506;ALU-01506;56;Feminino;Oeste;2025-05-28
1507;ALU-01507;54;Não informado;Leste;2024-03-07
1508;ALU-01508;56;Masculino;Oeste;2023-09-17
1509;ALU-01509;20;Não informado;Sul;2024-03-30
1510;ALU-01510;19;Não informado;Norte;2024-04-28
1511;ALU-01511;74;Não informado;Oeste;2023-05-04
1512;ALU-01512;34;Feminino;Norte;2024-07-21
1513;ALU-01513;72;Feminino;Leste;2024-08-10
1514;ALU-01514;47;Feminino;Oeste;2023-07-12
1515;ALU-01515;42;Masculino;Leste;2023-04-30
1516;ALU-01516;65;Masculino;Sul;2023-11-09
1517;ALU-01517;21;Masculino;Oeste;2024-08-17
1518;ALU-01518;17;Feminino;Oeste;2024-09-21
1519;ALU-01519;47;Masculino;Sul;2023-12-07
