avaliacao_id;matricula_id;profissional_id;data_avaliacao;imc;gordura_pct;peso_kg;objetivo
2340;1154;39;2026-06-17;32,6;28,6;89,0;Hipertrofia
2341;1155;31;2026-01-08;20,0;34,7;85,4;Condicionamento
2342;1156;12;2025-09-13;36,1;24,8;82,5;Condicionamento
2343;1157;13;2025-10-24;31,0;33,0;78,2;Emagrecimento
2344;1157;26;2026-01-23;25,4;34,4;78,6;Emagrecimento
2345;1158;5;2025-09-08;23,4;25,7;68,6;Emagrecimento
2346;1158;38;2026-02-17;30,5;27,7;47,9;Emagrecimento
2347;1158;5;2026-01-01;24,5;29,5;56,6;Saúde
2348;1159;3;2025-10-27;35,8;17,3;68,7;Emagrecimento
2349;1159;39;2026-06-14;20,0;14,0;71,4;Saúde
2350;1159;28;2025-11-21;28,4;21,1;51,9;Saúde
2351;1160;35;2025-09-05;28,0;26,9;99,5;Condicionamento
2352;1160;8;2025-12-29;27,6;25,8;94,4;Emagrecimento
2353;1161;12;2025-08-11;36,9;22,9;88,3;Saúde
2354;1161;24;2025-07-29;23,3;27,3;105,3;Condicionamento
2355;1161;31;2025-08-23;24,9;26,5;67,3;Hipertrofia
2356;1162;6;2025-08-07;29,1;12,1;80,5;Hipertrofia
2357;1162;15;2026-03-01;19,5;33,3;52,5;Condicionamento
2358;1163;21;2025-08-01;24,5;20,8;71,6;Hipertrofia
2359;1163;14;2026-01-20;23,3;12,9;46,0;Hipertrofia
2360;1163;14;2025-07-01;36,7;20,9;68,3;Emagrecimento
2361;1164;13;2026-06-11;23,2;16,7;90,6;Emagrecimento
2362;1164;40;2026-04-21;31,4;28,5;66,0;Saúde
2363;1165;13;2025-10-28;23,8;29,9;64,9;Condicionamento
2364;1165;29;2025-10-25;27,4;15,3;59,8;Hipertrofia
2365;1166;11;2026-04-12;24,7;29,8;97,5;Condicionamento
2366;1167;25;2026-05-04;27,6;16,1;64,2;Saúde
2367;1167;35;2025-09-26;34,1;34,0;46,9;Condicionamento
2368;1167;34;2025-10-15;33,9;15,9;102,7;Condicionamento
2369;1168;28;2026-06-10;28,4;23,9;67,8;Emagrecimento
2370;1168;4;2026-01-02;27,8;18,1;91,0;Saúde
2371;1169;13;2025-11-17;22,1;31,0;46,2;Condicionamento
2372;1169;21;2025-09-05;37,2;22,5;91,7;Condicionamento
2373;1169;3;2026-03-15;37,5;17,1;80,6;Emagrecimento
2374;1170;39;2026-06-25;21,0;33,3;74,2;Saúde
2375;1170;38;2025-11-06;20,6;25,5;98,0;Saúde
2376;1170;13;2026-06-14;27,0;32,9;73,7;Saúde
2377;1171;30;2025-09-27;34,0;21,8;48,2;Emagrecimento
2378;1171;37;2026-05-06;31,1;30,5;45,3;Hipertrofia
2379;1171;26;2025-09-21;25,2;30,5;104,4;Emagrecimento
2380;1172;24;2025-08-04;34,1;31,0;81,4;Emagrecimento
2381;1172;14;2026-03-27;21,3;17,7;54,5;Emagrecimento
2382;1173;15;2025-10-11;21,1;27,8;50,6;Condicionamento
2383;1174;12;2026-03-04;36,6;12,4;82,0;Hipertrofia
2384;1175;3;2025-11-05;27,3;22,6;62,7;Saúde
2385;1176;33;2025-11-04;29,0;16,0;108,2;Saúde
2386;1177;16;2025-07-15;24,8;12,2;106,5;Emagrecimento
2387;1177;1;2026-06-11;30,8;21,6;49,6;Condicionamento
2388;1177;18;2026-02-14;30,4;18,4;59,9;Condicionamento
2389;1178;37;2025-09-08;31,3;16,8;89,2;Emagrecimento
2390;1178;16;2025-08-11;36,6;21,4;68,7;Condicionamento
2391;1179;21;2026-06-17;27,3;18,9;97,1;Saúde
2392;1180;33;2026-03-06;28,0;29,5;46,3;Saúde
2393;1180;7;2025-12-31;36,8;15,6;104,6;Saúde
2394;1181;37;2025-11-07;25,2;13,3;58,8;Condicionamento
2395;1181;21;2026-04-27;30,2;20,9;75,8;Emagrecimento
2396;1182;38;2025-07-08;24,5;24,6;96,3;Hipertrofia
2397;1182;6;2025-09-11;26,0;32,6;63,8;Hipertrofia
2398;1183;31;2025-12-07;31,6;23,3;107,2;Hipertrofia
2399;1184;22;2025-10-23;31,0;29,3;51,2;Hipertrofia
2400;1184;24;2025-10-01;26,2;19,7;56,5;Condicionamento
2401;1185;14;2025-11-06;24,3;25,5;91,8;Saúde
2402;1185;29;2025-07-02;27,9;16,1;48,4;Condicionamento
2403;1185;10;2026-03-28;30,3;21,2;55,7;Hipertrofia
2404;1186;33;2026-05-12;21,5;12,4;73,2;Hipertrofia
2405;1187;9;2025-11-22;30,5;20,0;83,6;Emagrecimento
2406;1187;12;2025-09-10;26,8;24,0;64,8;Saúde
2407;1187;31;2025-07-02;32,3;12,8;86,1;Emagrecimento
2408;1188;32;2025-11-20;22,5;15,3;46,1;Condicionamento
2409;1189;5;2025-10-10;28,4;22,8;64,6;Hipertrofia
2410;1189;35;2025-07-12;28,6;20,6;68,4;Emagrecimento
2411;1189;20;2026-05-22;26,3;23,3;101,4;Saúde
2412;1190;22;2025-10-16;26,3;34,1;51,5;Hipertrofia
2413;1190;32;2025-09-23;18,2;30,9;71,2;Hipertrofia
2414;1190;39;2026-01-05;29,9;28,4;79,8;Hipertrofia
2415;1191;36;2026-06-27;25,4;33,2;93,9;Saúde
2416;1192;34;2025-09-17;35,0;15,4;92,8;Hipertrofia
2417;1192;21;2025-08-26;38,0;20,0;95,9;Condicionamento
2418;1193;11;2026-02-02;33,2;26,6;108,3;Hipertrofia
2419;1193;40;2025-12-14;26,9;32,6;94,3;Hipertrofia
2420;1194;33;2025-11-06;37,5;12,1;48,7;Condicionamento
2421;1194;29;2026-02-26;22,6;26,2;72,4;Saúde
2422;1195;35;2025-07-21;31,5;31,3;59,8;Hipertrofia
2423;1195;32;2025-12-31;37,1;12,9;64,5;Hipertrofia
2424;1196;26;2025-10-13;19,4;27,3;100,3;Condicionamento
2425;1197;9;2026-01-24;35,4;34,4;95,6;Condicionamento
2426;1197;26;2025-07-22;36,1;16,9;50,8;Hipertrofia
2427;1198;36;2025-07-12;30,0;15,7;103,0;Condicionamento
2428;1198;12;2026-04-16;20,4;12,2;94,6;Condicionamento
2429;1198;8;2026-04-18;33,1;15,6;98,2;Saúde
2430;1199;18;2025-08-22;27,3;26,4;55,6;Saúde
2431;1200;39;2025-10-29;26,1;27,4;101,4;Condicionamento
2432;1201;8;2025-08-17;26,1;12,9;68,9;Hipertrofia
2433;1201;8;2025-09-22;19,8;16,6;95,3;Condicionamento
2434;1202;34;2026-01-06;31,3;14,7;103,0;Emagrecimento
2435;1202;26;2025-11-11;31,3;34,4;92,0;Saúde
2436;1203;2;2026-01-13;27,2;20,5;99,2;Saúde
2437;1204;9;2026-01-30;33,0;30,6;75,5;Emagrecimento
2438;1204;30;2026-03-01;22,0;21,2;60,0;Saúde
2439;1205;11;2026-01-29;26,6;12,9;85,8;Emagrecimento
2440;1205;23;2026-02-16;35,6;32,6;93,0;Condicionamento
2441;1206;37;2025-09-12;20,6;25,5;100,6;Emagrecimento
2442;1206;9;2026-05-24;28,7;13,3;53,7;Saúde
2443;1207;31;2025-09-15;18,8;18,1;107,0;Saúde
2444;1207;34;2025-11-01;21,2;30,7;72,6;Emagrecimento
2445;1208;33;2025-07-05;31,3;14,8;106,4;Emagrecimento
2446;1209;37;2026-03-22;37,2;25,7;59,1;Hipertrofia
2447;1209;10;2025-12-28;36,3;17,1;71,0;Saúde
2448;1209;35;2026-01-08;24,2;17,8;55,4;Emagrecimento
2449;1210;33;2025-09-27;33,3;32,4;67,6;Saúde
2450;1211;13;2026-03-20;27,1;30,6;97,6;Condicionamento
2451;1211;34;2026-01-08;28,2;17,9;46,4;Condicionamento
2452;1211;2;2025-11-12;20,8;12,9;63,7;Emagrecimento
2453;1212;3;2025-07-08;24,5;24,6;85,2;Hipertrofia
2454;1212;34;2026-01-20;32,0;18,8;47,7;Condicionamento
2455;1212;2;2025-10-10;33,4;34,5;60,1;Emagrecimento
2456;1213;12;2025-09-26;31,3;28,9;49,0;Emagrecimento
2457;1214;18;2026-06-15;20,6;27,2;62,3;Condicionamento
2458;1215;8;2026-01-22;35,0;35,0;91,2;Saúde
2459;1215;38;2026-02-24;38,0;33,0;67,1;Emagrecimento
2460;1215;14;2026-04-09;29,1;33,8;76,0;Hipertrofia
2461;1216;18;2025-07-31;28,9;15,4;78,2;Emagrecimento
2462;1216;14;2026-05-13;36,3;17,5;71,3;Saúde
2463;1217;17;2025-07-29;30,5;17,2;66,6;Emagrecimento
2464;1217;19;2025-10-21;22,4;28,7;57,5;Emagrecimento
2465;1218;23;2025-08-30;31,2;32,7;92,3;Condicionamento
2466;1218;24;2025-10-03;30,6;13,7;90,0;Saúde
2467;1219;13;2025-12-25;19,6;26,3;100,6;Emagrecimento
2468;1220;28;2025-12-25;28,6;26,5;49,8;Hipertrofia
2469;1221;25;2025-07-07;28,0;25,6;71,8;Hipertrofia
2470;1222;14;2026-04-11;30,2;19,8;90,6;Hipertrofia
2471;1222;35;2026-05-27;27,4;27,9;101,5;Emagrecimento
2472;1222;22;2025-12-18;27,5;14,1;76,5;Saúde
2473;1223;13;2026-06-29;32,5;30,1;58,8;Emagrecimento
2474;1223;13;2025-08-04;33,6;24,1;76,3;Emagrecimento
2475;1223;13;2026-06-01;26,7;32,2;105,1;Saúde
2476;1224;12;2026-06-11;24,0;30,5;89,4;Emagrecimento
2477;1224;34;2026-01-07;35,5;22,0;75,7;Saúde
2478;1224;28;2026-04-01;37,0;28,4;84,2;Saúde
2479;1225;29;2025-08-10;36,8;31,1;68,1;Hipertrofia
2480;1225;33;2026-06-07;19,1;13,0;75,0;Emagrecimento
2481;1226;29;2025-08-06;32,2;20,6;80,1;Hipertrofia
2482;1226;5;2026-02-18;26,5;22,4;71,5;Emagrecimento
2483;1226;24;2025-12-27;32,4;16,5;106,8;Condicionamento
2484;1227;17;2025-12-24;26,6;28,0;89,6;Condicionamento
2485;1228;4;2026-01-24;23,4;32,2;53,2;Emagrecimento
2486;1228;3;2026-04-15;34,6;17,8;55,8;Saúde
2487;1229;25;2025-11-06;34,5;14,8;90,5;Emagrecimento
2488;1229;6;2026-05-25;33,1;12,3;48,9;Hipertrofia
2489;1229;26;2026-05-06;34,9;17,4;78,9;Hipertrofia
2490;1230;38;2025-10-07;24,7;30,5;103,2;Hipertrofia
2491;1231;19;2026-01-16;27,2;34,4;52,1;Condicionamento
2492;1231;1;2026-06-04;27,5;12,7;59,2;Emagrecimento
2493;1232;22;2025-10-13;28,5;22,8;73,9;Emagrecimento
2494;1233;2;2026-02-26;32,4;22,8;76,4;Hipertrofia
2495;1233;23;2025-09-17;18,7;32,6;53,1;Saúde
2496;1234;3;2026-01-18;30,3;29,1;66,0;Condicionamento
2497;1234;17;2025-07-03;30,2;22,5;76,2;Saúde
2498;1235;4;2025-09-13;26,4;25,0;48,8;Saúde
2499;1235;28;2025-12-15;29,5;23,7;72,8;Emagrecimento
2500;1236;37;2026-01-12;19,7;17,9;109,2;Condicionamento
2501;1236;13;2026-06-28;35,3;21,0;92,1;Emagrecimento
2502;1236;36;2025-09-08;18,7;24,8;45,7;Condicionamento
2503;1237;37;2025-07-31;23,9;31,7;69,7;Saúde
2504;1237;16;2026-01-05;37,0;27,6;75,1;Saúde
2505;1237;40;2025-10-03;19,2;12,7;107,8;Condicionamento
2506;1238;23;2025-12-28;20,3;19,9;53,2;Emagrecimento
2507;1238;10;2026-06-10;36,7;22,7;79,9;Saúde
2508;1238;17;2025-10-27;20,5;31,5;106,2;Saúde
2509;1239;24;2025-08-24;35,0;28,5;57,6;Emagrecimento
2510;1239;5;2026-02-06;25,6;18,3;101,8;Saúde
2511;1239;2;2026-01-28;18,1;32,4;65,1;Condicionamento
2512;1240;5;2025-11-01;34,7;28,7;61,4;Hipertrofia
2513;1241;38;2026-01-18;37,0;26,4;97,0;Emagrecimento
2514;1241;11;2026-01-02;19,9;32,7;80,9;Emagrecimento
2515;1242;16;2025-11-29;29,4;33,7;49,5;Hipertrofia
2516;1243;30;2025-11-20;34,0;14,9;69,6;Condicionamento
2517;1244;4;2026-01-08;19,0;21,6;48,7;Saúde
2518;1244;1;2026-06-12;33,4;20,5;69,3;Emagrecimento
2519;1244;14;2025-12-05;24,8;26,1;45,5;Hipertrofia
2520;1245;16;2026-04-23;36,0;31,7;105,4;Emagrecimento
2521;1245;6;2026-05-09;36,8;25,5;108,3;Hipertrofia
2522;1246;26;2025-10-19;29,1;12,1;75,6;Saúde
2523;1246;29;2025-12-08;28,7;12,1;63,6;Condicionamento
2524;1247;40;2026-03-12;19,0;22,4;74,3;Condicionamento
2525;1248;27;2025-07-22;33,2;31,9;49,4;Hipertrofia
2526;1248;35;2026-05-24;27,0;17,6;88,2;Condicionamento
2527;1248;7;2026-03-22;36,4;24,8;89,4;Hipertrofia
2528;1249;38;2026-05-05;18,2;29,3;57,6;Emagrecimento
2529;1250;15;2026-03-08;30,3;17,9;49,0;Hipertrofia
2530;1250;29;2025-10-05;21,6;22,8;61,9;Condicionamento
2531;1251;27;2026-03-27;19,0;26,5;84,5;Condicionamento
2532;1251;36;2026-03-08;18,2;29,0;82,6;Saúde
2533;1252;7;2025-11-23;23,5;28,7;85,6;Emagrecimento
2534;1252;19;2026-03-24;23,8;15,9;85,1;Saúde
2535;1253;1;2026-04-19;26,2;26,1;53,1;Condicionamento
2536;1253;35;2026-02-01;36,5;18,9;47,6;Hipertrofia
2537;1253;6;2026-02-07;36,3;20,7;77,7;Condicionamento
2538;1254;18;2025-08-10;25,8;32,2;84,3;Hipertrofia
2539;1254;20;2026-05-31;35,8;16,7;73,9;Hipertrofia
2540;1254;13;2025-09-05;25,0;25,0;78,8;Saúde
2541;1255;1;2026-04-30;33,7;20,6;91,1;Hipertrofia
2542;1255;37;2026-05-08;34,3;26,8;77,2;Hipertrofia
2543;1255;22;2026-01-25;32,9;30,1;52,4;Hipertrofia
2544;1256;22;2026-05-20;21,3;25,1;88,5;Emagrecimento
2545;1257;5;2026-01-09;32,9;21,6;59,8;Hipertrofia
2546;1258;17;2026-03-10;19,0;19,7;95,4;Hipertrofia
2547;1258;17;2026-04-28;26,2;22,9;89,9;Hipertrofia
2548;1259;21;2025-10-06;24,2;15,4;101,0;Saúde
2549;1259;6;2026-01-23;29,7;17,8;96,9;Hipertrofia
2550;1260;17;2026-03-25;26,0;30,3;76,8;Emagrecimento
2551;1260;3;2026-01-28;32,7;26,2;94,8;Hipertrofia
2552;1260;30;2026-06-14;27,9;15,7;107,6;Saúde
2553;1261;16;2026-03-01;21,9;16,8;52,9;Emagrecimento
2554;1262;13;2026-03-02;28,6;17,6;61,5;Emagrecimento
2555;1263;32;2025-09-04;25,1;34,9;49,6;Hipertrofia
2556;1263;6;2026-02-02;25,2;25,0;88,7;Emagrecimento
2557;1264;10;2025-07-16;28,2;21,0;79,5;Emagrecimento
2558;1264;5;2026-05-06;23,6;22,1;48,1;Hipertrofia
2559;1264;28;2025-08-31;35,4;19,6;45,1;Condicionamento
2560;1265;26;2025-11-11;32,8;16,9;80,2;Hipertrofia
2561;1266;16;2025-11-24;18,7;26,6;96,8;Emagrecimento
2562;1266;10;2026-04-14;28,6;20,5;47,3;Hipertrofia
2563;1266;18;2026-05-07;34,4;30,7;71,7;Condicionamento
2564;1267;26;2025-09-22;23,3;13,2;60,8;Condicionamento
2565;1267;30;2026-02-25;24,5;12,8;82,8;Condicionamento
2566;1267;37;2025-07-27;20,0;31,9;73,3;Condicionamento
2567;1268;7;2025-09-29;25,6;22,2;83,7;Hipertrofia
2568;1269;12;2025-09-24;22,6;26,9;85,7;Hipertrofia
2569;1269;10;2026-03-15;24,0;21,8;70,2;Emagrecimento
2570;1269;33;2025-08-23;21,6;12,2;101,3;Hipertrofia
2571;1270;8;2026-06-22;19,1;25,9;56,1;Saúde
2572;1271;31;2025-11-13;18,2;32,6;101,7;Condicionamento
2573;1271;3;2026-06-21;19,2;19,0;99,2;Emagrecimento
2574;1271;20;2025-09-04;30,6;17,4;77,2;Condicionamento
2575;1272;20;2026-04-25;29,5;14,3;56,9;Emagrecimento
2576;1273;29;2026-06-02;36,9;33,2;49,4;Hipertrofia
2577;1273;1;2026-06-02;35,6;19,2;56,7;Emagrecimento
2578;1273;25;2026-03-17;19,3;14,3;63,6;Saúde
2579;1274;11;2025-11-12;24,2;32,8;71,7;Hipertrofia
2580;1275;39;2025-12-17;37,3;18,2;104,9;Saúde
2581;1275;23;2026-02-11;29,0;32,5;108,3;Hipertrofia
2582;1275;36;2025-12-27;25,3;22,7;58,4;Condicionamento
2583;1276;15;2026-04-17;18,3;28,1;91,0;Emagrecimento
2584;1277;8;2026-05-20;26,9;14,9;52,1;Hipertrofia
2585;1278;12;2026-02-06;37,6;24,7;66,4;Saúde
2586;1279;5;2025-11-28;36,2;33,2;90,1;Saúde
2587;1280;37;2025-11-11;35,5;26,5;91,8;Hipertrofia
2588;1280;7;2025-10-23;26,2;18,0;56,6;Condicionamento
2589;1280;29;2026-06-05;28,1;33,3;84,0;Hipertrofia
2590;1281;10;2026-04-28;22,1;13,9;96,7;Condicionamento
2591;1282;32;2026-01-26;21,7;31,1;57,8;Saúde
2592;1282;12;2025-12-06;35,7;29,0;97,3;Saúde
2593;1282;15;2026-02-21;37,5;26,3;47,0;Emagrecimento
2594;1283;25;2026-03-07;19,4;29,8;61,3;Hipertrofia
2595;1283;23;2025-08-23;29,8;20,9;46,6;Hipertrofia
2596;1284;2;2026-01-31;34,0;27,8;73,3;Hipertrofia
2597;1284;20;2025-10-23;33,0;17,7;91,5;Condicionamento
2598;1285;39;2025-12-25;31,1;31,5;48,9;Emagrecimento
2599;1286;8;2025-07-08;24,3;12,2;102,1;Hipertrofia
2600;1286;20;2025-09-28;37,0;24,1;75,5;Condicionamento
2601;1286;30;2025-07-11;29,7;23,6;95,0;Hipertrofia
2602;1287;14;2025-11-18;36,5;17,5;50,8;Condicionamento
2603;1287;36;2026-03-16;25,1;15,5;104,5;Saúde
2604;1287;27;2025-10-25;36,3;12,9;83,5;Condicionamento
2605;1288;20;2026-03-23;22,3;16,7;60,8;Emagrecimento
2606;1288;11;2026-04-20;35,3;19,0;96,7;Hipertrofia
2607;1288;34;2025-10-17;18,8;14,3;63,1;Saúde
2608;1289;34;2026-02-05;30,9;18,3;108,7;Emagrecimento
2609;1290;40;2025-12-07;24,3;26,1;48,8;Saúde
2610;1290;36;2026-06-28;24,1;34,3;88,0;Emagrecimento
2611;1291;24;2025-09-16;19,8;25,5;65,5;Condicionamento
2612;1291;18;2026-03-14;27,9;34,4;84,9;Hipertrofia
2613;1292;21;2025-11-03;21,5;27,6;69,5;Emagrecimento
2614;1292;2;2026-06-08;31,9;26,8;107,4;Saúde
2615;1293;18;2026-06-22;19,0;30,2;103,1;Emagrecimento
2616;1294;31;2025-07-19;19,3;16,1;106,1;Condicionamento
2617;1294;19;2025-11-12;24,9;22,2;70,2;Condicionamento
2618;1294;18;2026-04-01;22,2;22,8;90,4;Condicionamento
2619;1295;24;2026-03-01;22,7;20,5;99,0;Saúde
2620;1295;29;2026-03-19;24,6;24,2;93,5;Saúde
2621;1295;16;2026-01-17;24,1;31,3;77,0;Hipertrofia
2622;1296;14;2025-12-02;32,6;19,0;63,0;Emagrecimento
2623;1297;6;2025-08-26;26,8;25,8;70,8;Condicionamento
2624;1297;17;2025-12-26;19,6;33,3;108,9;Saúde
2625;1297;22;2025-10-03;21,3;24,1;58,1;Emagrecimento
2626;1298;4;2026-06-27;22,9;33,8;84,4;Condicionamento
2627;1298;32;2025-11-07;35,7;23,7;91,5;Condicionamento
2628;1298;16;2025-11-06;21,5;12,5;81,5;Saúde
2629;1299;21;2026-02-14;27,2;34,9;76,4;Emagrecimento
2630;1300;8;2026-06-20;28,0;21,8;71,2;Saúde
2631;1301;20;2026-01-16;32,8;26,3;59,3;Condicionamento
2632;1301;1;2026-04-05;33,3;27,7;92,8;Condicionamento
2633;1301;1;2025-11-21;29,3;16,0;67,6;Condicionamento
2634;1302;11;2026-03-22;22,8;21,2;96,5;Emagrecimento
2635;1302;32;2026-04-14;20,7;19,8;54,3;Condicionamento
2636;1302;28;2026-04-27;18,0;31,2;105,6;Emagrecimento
2637;1303;31;2025-08-18;20,8;33,2;79,6;Emagrecimento
2638;1303;29;2025-12-05;23,4;26,3;66,0;Hipertrofia
2639;1304;35;2026-01-11;20,8;18,1;66,0;Saúde
2640;1305;25;2025-10-26;28,2;31,4;95,7;Condicionamento
2641;1305;13;2026-05-31;32,4;26,1;104,1;Condicionamento
2642;1306;16;2026-03-07;18,9;29,9;69,1;Saúde
2643;1306;21;2025-10-06;22,0;21,0;82,8;Saúde
2644;1306;25;2026-05-11;22,6;28,9;85,3;Saúde
2645;1307;28;2026-02-16;30,8;28,5;47,9;Saúde
2646;1307;32;2025-08-30;35,3;28,6;90,4;Hipertrofia
2647;1307;19;2025-07-07;19,4;31,1;83,6;Condicionamento
2648;1308;10;2026-03-05;34,7;14,6;78,5;Hipertrofia
2649;1308;19;2025-10-03;36,8;14,2;83,0;Saúde
2650;1308;17;2025-07-28;30,7;16,9;97,8;Emagrecimento
2651;1309;18;2026-04-23;29,9;13,6;99,5;Emagrecimento
2652;1309;29;2025-08-21;32,0;34,0;85,4;Hipertrofia
2653;1309;39;2025-08-02;26,9;18,6;85,5;Saúde
2654;1310;28;2026-01-17;35,3;26,4;85,6;Hipertrofia
2655;1311;15;2025-09-05;32,1;20,7;98,4;Condicionamento
2656;1311;29;2025-09-28;27,7;28,8;99,9;Hipertrofia
2657;1311;18;2025-07-30;25,8;16,5;63,5;Emagrecimento
2658;1312;39;2026-02-10;20,9;31,7;74,0;Hipertrofia
2659;1312;18;2026-03-09;37,0;20,5;46,1;Hipertrofia
2660;1312;22;2026-06-15;31,4;12,3;92,0;Saúde
2661;1313;2;2025-07-05;21,9;25,9;46,9;Condicionamento
2662;1314;20;2025-09-10;23,8;32,6;47,7;Condicionamento
2663;1314;3;2025-08-20;21,3;18,9;46,0;Emagrecimento
2664;1314;7;2025-11-27;20,8;32,6;63,6;Hipertrofia
2665;1315;39;2025-08-25;29,4;34,0;64,5;Emagrecimento
2666;1315;6;2025-07-28;28,2;25,4;71,1;Condicionamento
2667;1316;22;2026-05-09;26,2;18,7;84,7;Hipertrofia
2668;1316;36;2026-04-04;28,6;33,4;49,3;Condicionamento
2669;1317;30;2026-02-16;27,4;24,7;69,5;Hipertrofia
2670;1317;26;2025-10-30;34,0;13,1;63,9;Emagrecimento
2671;1318;17;2026-04-25;26,2;32,7;95,6;Saúde
2672;1318;22;2026-05-18;18,4;23,3;54,0;Emagrecimento
2673;1319;5;2026-02-09;32,5;22,4;63,7;Condicionamento
2674;1319;1;2025-11-10;31,8;12,9;104,6;Condicionamento
2675;1320;8;2025-11-27;31,3;27,7;74,6;Saúde
2676;1320;2;2025-08-19;25,2;15,8;56,5;Saúde
2677;1321;1;2025-11-05;36,2;26,1;90,7;Emagrecimento
2678;1321;24;2025-11-23;28,5;25,6;51,2;Emagrecimento
2679;1322;31;2026-01-16;32,8;13,1;70,6;Hipertrofia
2680;1322;2;2025-08-19;36,1;34,8;103,3;Condicionamento
2681;1322;8;2026-01-25;36,4;30,6;65,2;Hipertrofia
2682;1323;17;2025-12-18;21,6;32,9;70,3;Condicionamento
2683;1323;2;2026-04-02;35,0;27,7;86,3;Hipertrofia
2684;1324;6;2025-12-05;30,4;28,4;84,7;Hipertrofia
2685;1325;12;2025-10-19;23,8;34,4;81,8;Hipertrofia
2686;1326;29;2025-10-29;37,2;20,6;54,7;Emagrecimento
2687;1327;5;2026-05-29;37,1;24,3;83,0;Condicionamento
2688;1328;28;2025-08-22;28,7;32,5;57,7;Condicionamento
2689;1328;24;2025-07-09;37,5;32,2;58,2;Hipertrofia
2690;1328;18;2025-11-08;36,5;19,5;58,7;Emagrecimento
2691;1329;5;2025-07-20;33,3;21,1;61,9;Hipertrofia
2692;1329;22;2025-12-11;22,6;24,3;78,1;Saúde
2693;1330;37;2026-05-30;22,5;15,6;82,6;Saúde
2694;1331;31;2026-05-22;34,0;32,2;53,1;Emagrecimento
2695;1331;17;2026-06-11;29,0;13,8;108,3;Condicionamento
2696;1331;24;2026-05-26;35,9;33,2;72,1;Emagrecimento
2697;1332;11;2026-01-24;26,2;34,1;85,6;Emagrecimento
2698;1332;10;2025-10-02;27,8;14,1;85,6;Hipertrofia
2699;1332;32;2026-02-26;24,7;14,4;74,6;Emagrecimento
2700;1333;29;2026-01-22;31,4;20,0;101,2;Condicionamento
2701;1333;38;2025-10-13;23,7;33,1;79,8;Emagrecimento
2702;1333;39;2025-11-16;30,1;31,1;46,7;Condicionamento
2703;1334;15;2026-03-05;24,5;26,7;64,3;Hipertrofia
2704;1335;35;2025-07-03;36,6;21,3;104,1;Hipertrofia
2705;1335;26;2026-01-15;26,4;15,6;55,4;Condicionamento
2706;1336;27;2026-06-17;18,2;34,2;60,1;Emagrecimento
2707;1337;17;2025-07-07;32,0;17,2;55,6;Emagrecimento
2708;1338;36;2025-08-18;23,8;20,3;50,4;Condicionamento
2709;1339;40;2026-02-15;20,0;28,1;76,9;Saúde
2710;1340;17;2026-06-20;18,6;31,6;73,5;Hipertrofia
2711;1340;6;2025-08-28;18,2;21,5;66,2;Hipertrofia
2712;1341;6;2025-07-21;19,5;17,7;95,2;Saúde
2713;1342;5;2025-12-30;36,6;28,4;56,8;Emagrecimento
2714;1342;12;2025-07-05;21,8;27,9;100,8;Condicionamento
2715;1342;12;2026-06-17;32,2;26,2;100,9;Hipertrofia
2716;1343;25;2025-09-05;27,7;17,7;45,3;Emagrecimento
2717;1343;8;2026-03-17;23,7;34,1;62,4;Saúde
2718;1343;15;2026-01-09;37,2;24,2;64,0;Hipertrofia
2719;1344;38;2026-05-22;20,8;20,2;56,5;Emagrecimento
2720;1345;6;2026-03-31;24,5;18,7;67,8;Hipertrofia
2721;1345;14;2025-07-20;27,0;23,8;92,7;Condicionamento
2722;1345;28;2026-04-16;24,3;22,9;55,4;Condicionamento
2723;1346;14;2025-09-29;34,6;25,0;94,9;Emagrecimento
2724;1346;21;2025-12-17;20,4;26,9;104,6;Condicionamento
2725;1347;18;2026-03-25;31,5;18,5;56,3;Hipertrofia
2726;1347;1;2026-02-22;34,5;32,7;56,6;Emagrecimento
2727;1347;32;2026-04-13;21,6;13,2;85,3;Hipertrofia
2728;1348;11;2025-12-18;18,6;32,7;106,5;Hipertrofia
2729;1348;12;2026-03-03;24,8;27,9;74,1;Saúde
2730;1348;28;2026-03-13;18,6;21,3;98,2;Condicionamento
2731;1349;36;2025-08-31;26,9;33,4;90,1;Saúde
2732;1350;34;2025-11-22;31,5;22,1;53,8;Saúde
2733;1351;24;2025-10-13;32,0;34,6;84,3;Emagrecimento
2734;1351;6;2025-08-14;33,4;29,6;104,5;Saúde
2735;1351;35;2025-09-02;19,8;34,2;49,2;Hipertrofia
2736;1352;3;2025-07-13;34,8;18,5;95,3;Hipertrofia
2737;1353;1;2026-05-03;25,6;34,5;60,0;Hipertrofia
2738;1354;2;2025-11-27;29,4;31,1;90,6;Condicionamento
2739;1354;24;2026-04-06;26,4;25,0;51,0;Condicionamento
2740;1354;36;2026-04-13;28,8;21,2;107,1;Emagrecimento
2741;1355;38;2026-02-28;31,2;20,5;93,9;Saúde
2742;1355;19;2026-01-13;32,1;17,4;98,8;Hipertrofia
2743;1356;5;2026-06-01;33,4;24,5;96,1;Hipertrofia
2744;1356;37;2026-02-05;24,8;29,4;52,7;Emagrecimento
2745;1357;28;2026-04-29;37,0;16,5;93,5;Emagrecimento
2746;1357;6;2025-11-02;32,4;15,3;45,9;Saúde
2747;1357;11;2025-12-29;21,2;25,1;58,9;Hipertrofia
2748;1358;38;2025-09-22;30,5;26,8;99,3;Emagrecimento
