honorario_id,processo_id,modelo_cobranca,valor_contratado,percentual_exito,data_contrato,status
909,909,Misto,30832.17,6360.14,2025-07-28,Ativo
910,910,Hora,20044.99,2143.37,2026-05-25,Ativo
911,911,Êxito,33163.4,8688.93,2025-10-23,Em atraso
912,912,Fixo,24387.92,3938.19,2025-12-27,Ativo
913,913,Fixo,5099.05,982.55,2026-04-26,Ativo
914,914,Fixo,18776.5,1751.54,2025-07-27,Quitado
915,915,Misto,16623.38,3092.02,2025-11-14,Ativo
916,916,Fixo,12688.21,3911.19,2025-10-24,Ativo
917,917,Êxito,18390.33,5015.93,2026-01-17,Ativo
918,918,Misto,15975.35,4052.06,2026-04-08,Em atraso
919,919,Êxito,16484.19,4616.33,2026-06-29,Em atraso
920,920,Hora,3901.41,828.63,2025-10-22,Quitado
921,921,Hora,28608.01,4413.0,2026-04-24,Quitado
922,922,Fixo,39131.87,7180.98,2026-02-27,Em atraso
923,923,Hora,29534.25,2327.13,2025-08-15,Ativo
924,924,Hora,27068.38,3885.89,2026-03-05,Ativo
925,925,Misto,31312.2,4704.11,2026-05-19,Ativo
926,926,Fixo,1910.36,455.17,2025-09-24,Em atraso
927,927,Hora,26524.58,6250.43,2025-11-22,Em atraso
928,928,Misto,19825.97,3892.32,2026-04-05,Ativo
929,929,Fixo,8002.74,532.81,2026-03-15,Ativo
930,930,Fixo,18358.87,1280.45,2026-03-30,Quitado
931,931,Hora,16424.64,4283.45,2026-04-01,Quitado
932,932,Hora,28828.05,5621.13,2025-10-24,Ativo
933,933,Hora,26847.14,1589.7,2026-02-21,Em atraso
934,934,Êxito,35786.46,5150.72,2026-02-11,Em atraso
935,935,Êxito,43339.33,13932.02,2025-08-15,Ativo
936,936,Misto,35433.82,6418.22,2026-02-02,Quitado
937,937,Misto,13165.34,1800.41,2025-08-24,Ativo
938,938,Êxito,27223.99,4654.92,2025-11-21,Em atraso
939,939,Hora,18151.4,4066.27,2026-04-07,Em atraso
940,940,Fixo,22583.38,68.13,2026-06-27,Quitado
941,941,Hora,6137.92,511.26,2025-07-05,Quitado
942,942,Hora,26768.23,2474.15,2026-01-31,Em atraso
943,943,Hora,37075.64,7259.51,2026-03-12,Ativo
944,944,Êxito,39963.5,10408.18,2026-06-27,Ativo
945,945,Êxito,13846.52,877.31,2026-05-15,Ativo
946,946,Fixo,16486.5,3896.41,2025-08-08,Em atraso
947,947,Hora,30953.89,891.07,2025-12-26,Em atraso
948,948,Hora,19398.6,26.9,2025-10-23,Em atraso
949,949,Hora,14434.84,3841.65,2025-10-26,Ativo
950,950,Êxito,35191.22,10770.39,2025-09-15,Em atraso
951,951,Misto,28064.32,9745.28,2026-01-04,Quitado
952,952,Fixo,21282.18,653.39,2026-03-25,Quitado
953,953,Misto,22652.01,2445.86,2025-11-18,Em atraso
954,954,Êxito,13513.03,214.94,2026-06-08,Quitado
955,955,Misto,21031.13,7190.12,2025-12-30,Em atraso
956,956,Êxito,8064.88,818.16,2025-12-09,Em atraso
957,957,Misto,43926.33,12761.75,2026-03-09,Ativo
958,958,Misto,10084.54,2462.22,2026-01-07,Quitado
959,959,Hora,15515.29,4887.3,2026-02-06,Quitado
960,960,Êxito,5502.72,703.77,2025-09-16,Quitado
961,961,Fixo,43873.92,12625.42,2026-02-24,Quitado
962,962,Hora,4335.47,329.81,2025-10-07,Ativo
963,963,Misto,14305.96,4770.61,2026-01-02,Ativo
964,964,Fixo,14957.11,1409.82,2026-04-08,Ativo
965,965,Êxito,32784.99,4154.71,2026-06-09,Quitado
966,966,Êxito,36017.75,702.56,2026-01-05,Quitado
967,967,Misto,9789.2,2587.37,2025-10-21,Ativo
968,968,Êxito,40818.87,11686.67,2026-05-10,Em atraso
969,969,Hora,22584.58,490.82,2026-06-08,Quitado
970,970,Misto,35766.47,397.08,2025-07-13,Quitado
971,971,Fixo,17373.35,3005.36,2025-09-25,Em atraso
972,972,Hora,23470.08,840.45,2026-05-17,Em atraso
973,973,Êxito,28946.55,2142.25,2026-01-23,Em atraso
974,974,Hora,42671.29,10947.63,2026-03-29,Em atraso
975,975,Hora,41722.79,3440.59,2026-03-19,Quitado
976,976,Fixo,43807.85,6909.93,2025-08-24,Ativo
977,977,Misto,27967.08,8240.5,2025-09-27,Quitado
978,978,Misto,6271.23,891.43,2025-12-12,Em atraso
979,979,Misto,10273.81,1875.9,2025-10-23,Em atraso
980,980,Êxito,15017.24,2800.57,2026-03-08,Quitado
981,981,Fixo,24185.37,2773.68,2025-10-04,Ativo
982,982,Hora,35827.81,8326.4,2025-08-08,Quitado
983,983,Hora,3653.99,541.91,2026-05-30,Ativo
984,984,Hora,4047.46,403.57,2026-02-15,Em atraso
985,985,Êxito,34322.88,6699.86,2026-05-31,Quitado
986,986,Fixo,42049.31,11906.33,2025-12-31,Quitado
987,987,Misto,9023.52,1567.79,2026-04-01,Ativo
988,988,Fixo,25757.93,2499.99,2025-11-05,Ativo
989,989,Misto,11947.41,2011.77,2025-08-12,Em atraso
990,990,Fixo,4036.18,627.05,2026-01-24,Em atraso
991,991,Êxito,17645.64,3540.74,2025-07-25,Ativo
992,992,Fixo,24224.29,3075.64,2026-05-16,Ativo
993,993,Misto,1896.14,309.42,2026-05-26,Quitado
994,994,Fixo,41142.87,9992.9,2026-04-23,Quitado
995,995,Êxito,31054.95,6928.89,2025-11-21,Ativo
996,996,Misto,24324.07,7660.41,2025-08-13,Em atraso
997,997,Hora,13714.77,154.07,2026-04-09,Quitado
998,998,Hora,15759.02,1402.53,2026-04-04,Em atraso
999,999,Êxito,40120.65,5271.58,2026-03-27,Em atraso
1000,1000,Misto,32146.0,6489.33,2026-02-05,Em atraso
1001,1001,Hora,14299.35,351.91,2025-07-11,Ativo
1002,1002,Misto,15541.55,4236.8,2025-10-15,Em atraso
1003,1003,Êxito,29975.76,9243.81,2025-11-08,Quitado
1004,1004,Fixo,34591.87,6438.92,2025-08-30,Em atraso
1005,1005,Misto,35357.81,8901.59,2025-10-15,Quitado
1006,1006,Êxito,43321.32,11038.54,2026-04-29,Em atraso
1007,1007,Misto,44253.25,4172.95,2026-02-19,Ativo
1008,1008,Hora,35660.9,3237.96,2025-12-28,Em atraso
1009,1009,Êxito,13566.41,4174.59,2026-01-04,Quitado
1010,1010,Hora,17930.79,1105.08,2025-10-10,Ativo
1011,1011,Fixo,41138.58,8903.63,2025-08-21,Em atraso
1012,1012,Hora,30407.22,3321.15,2026-06-13,Em atraso
1013,1013,Êxito,10413.55,1504.71,2026-03-15,Ativo
1014,1014,Misto,34786.42,5634.46,2025-08-03,Ativo
1015,1015,Misto,44119.59,14230.13,2025-09-13,Em atraso
1016,1016,Hora,20474.7,4950.68,2025-07-05,Em atraso
1017,1017,Hora,27144.72,3493.41,2026-01-30,Ativo
1018,1018,Êxito,37028.48,12688.93,2025-10-13,Em atraso
1019,1019,Êxito,41623.83,7146.86,2026-03-16,Em atraso
1020,1020,Fixo,34748.47,6229.1,2026-01-11,Em atraso
1021,1021,Êxito,18037.88,1192.34,2025-12-29,Em atraso
1022,1022,Fixo,31957.78,5354.86,2025-12-07,Ativo
1023,1023,Hora,2273.71,48.7,2025-07-20,Em atraso
1024,1024,Êxito,42114.37,7519.78,2026-04-21,Quitado
1025,1025,Misto,8709.94,533.32,2025-10-11,Ativo
1026,1026,Fixo,1606.05,258.0,2025-11-13,Em atraso
1027,1027,Hora,11063.83,3264.28,2026-06-18,Em atraso
1028,1028,Hora,31018.0,2908.03,2025-07-10,Em atraso
1029,1029,Êxito,20593.75,1879.78,2025-10-18,Quitado
1030,1030,Fixo,29078.26,3188.96,2026-02-22,Em atraso
1031,1031,Hora,28663.59,298.5,2026-02-19,Em atraso
1032,1032,Êxito,40330.65,1685.63,2026-05-05,Em atraso
1033,1033,Fixo,35252.57,9589.13,2025-07-25,Quitado
1034,1034,Fixo,11690.26,2724.55,2025-10-20,Ativo
1035,1035,Fixo,26849.51,2872.71,2025-07-22,Quitado
1036,1036,Misto,32246.07,1112.38,2026-06-25,Em atraso
1037,1037,Fixo,34802.48,9270.82,2026-03-21,Quitado
1038,1038,Misto,8462.63,1788.62,2026-01-17,Quitado
1039,1039,Misto,14147.1,4542.74,2025-08-20,Ativo
1040,1040,Misto,7832.97,1480.99,2025-07-26,Ativo
1041,1041,Misto,23301.04,1782.17,2025-11-25,Ativo
1042,1042,Êxito,34899.7,690.02,2025-09-02,Em atraso
1043,1043,Êxito,41971.72,7809.67,2026-02-19,Quitado
1044,1044,Fixo,43085.31,11828.32,2026-01-20,Ativo
1045,1045,Fixo,17168.65,1911.27,2026-03-20,Quitado
1046,1046,Êxito,7115.33,834.5,2025-08-25,Em atraso
1047,1047,Fixo,2208.74,161.66,2026-01-20,Em atraso
1048,1048,Hora,4139.71,1157.84,2025-09-19,Ativo
1049,1049,Hora,34370.74,2894.54,2025-11-22,Em atraso
1050,1050,Êxito,37253.98,11048.72,2025-10-24,Quitado
1051,1051,Êxito,33662.96,4.08,2025-08-02,Quitado
1052,1052,Hora,41177.83,4317.57,2026-01-26,Quitado
1053,1053,Êxito,42008.73,12751.04,2025-12-15,Ativo
1054,1054,Êxito,18497.91,5649.17,2026-05-29,Quitado
1055,1055,Êxito,8069.84,863.77,2026-02-20,Ativo
1056,1056,Fixo,1982.64,200.0,2025-12-29,Quitado
1057,1057,Fixo,41792.58,3764.48,2026-04-26,Ativo
1058,1058,Êxito,14218.83,3603.1,2026-03-09,Em atraso
1059,1059,Hora,16014.63,1020.77,2025-12-26,Em atraso
1060,1060,Hora,5606.21,999.93,2025-07-15,Quitado
1061,1061,Êxito,42474.73,439.76,2025-08-18,Ativo
1062,1062,Hora,18225.04,3664.56,2025-12-20,Ativo
1063,1063,Hora,26853.71,4708.83,2025-10-24,Ativo
1064,1064,Êxito,39473.76,5549.59,2025-08-08,Em atraso
1065,1065,Hora,37588.73,9500.06,2026-03-31,Ativo
1066,1066,Misto,20281.37,917.18,2025-07-19,Em atraso
1067,1067,Fixo,35086.27,12275.45,2026-02-10,Em atraso
1068,1068,Fixo,11419.65,3655.47,2026-03-11,Em atraso
1069,1069,Misto,20930.87,4141.37,2025-07-31,Quitado
1070,1070,Êxito,23929.34,3569.72,2025-07-10,Quitado
1071,1071,Hora,8813.26,1133.71,2026-04-10,Em atraso
1072,1072,Hora,14738.62,760.69,2026-02-19,Ativo
1073,1073,Êxito,41057.38,8788.12,2026-03-22,Em atraso
1074,1074,Misto,16902.42,101.45,2025-09-07,Ativo
1075,1075,Misto,6694.75,517.23,2026-01-04,Ativo
1076,1076,Hora,16610.66,1556.27,2025-10-12,Ativo
1077,1077,Êxito,25685.34,6702.87,2026-04-16,Em atraso
1078,1078,Misto,36685.78,5064.88,2026-02-28,Em atraso
1079,1079,Misto,17315.18,4316.47,2025-09-03,Em atraso
1080,1080,Misto,14528.59,212.47,2026-01-15,Em atraso
1081,1081,Êxito,43215.69,11930.84,2025-11-19,Ativo
1082,1082,Hora,20891.69,2760.19,2026-03-08,Quitado
1083,1083,Fixo,5090.92,1606.75,2026-05-25,Em atraso
1084,1084,Fixo,4462.84,1464.74,2026-02-10,Ativo
1085,1085,Êxito,3473.14,206.58,2026-03-02,Quitado
1086,1086,Misto,31705.71,1986.64,2026-02-22,Em atraso
1087,1087,Êxito,16800.28,3763.47,2025-08-10,Quitado
1088,1088,Êxito,42213.82,5432.23,2026-02-11,Ativo
1089,1089,Fixo,8386.07,1358.77,2026-02-18,Quitado
1090,1090,Êxito,2342.51,155.22,2025-09-15,Quitado
1091,1091,Misto,30861.11,4091.04,2026-06-10,Em atraso
1092,1092,Êxito,40972.43,2908.77,2025-07-15,Quitado
1093,1093,Misto,10035.46,3447.71,2026-05-26,Quitado
1094,1094,Fixo,5365.25,1467.87,2026-01-31,Ativo
1095,1095,Êxito,17980.31,1632.23,2026-03-29,Quitado
1096,1096,Hora,10046.04,1339.79,2026-01-20,Quitado
1097,1097,Fixo,38221.93,2119.17,2026-02-11,Ativo
1098,1098,Hora,26497.23,1492.75,2025-11-28,Quitado
1099,1099,Hora,1564.28,75.06,2025-12-04,Em atraso
1100,1100,Hora,20409.09,2377.12,2026-03-06,Em atraso
1101,1101,Hora,33408.9,7908.55,2025-08-03,Quitado
1102,1102,Hora,6094.01,1810.76,2025-12-08,Em atraso
1103,1103,Êxito,17273.22,2955.36,2026-01-24,Em atraso
1104,1104,Fixo,3810.79,162.88,2025-09-06,Em atraso
1105,1105,Êxito,18761.02,3646.84,2026-03-21,Ativo
1106,1106,Hora,41821.9,10840.55,2026-01-10,Em atraso
1107,1107,Misto,16931.64,5848.02,2025-08-06,Em atraso
1108,1108,Hora,24371.09,5323.83,2026-01-13,Quitado
1109,1109,Fixo,42522.03,1513.49,2026-01-16,Em atraso
1110,1110,Fixo,26493.04,855.06,2026-06-30,Em atraso
1111,1111,Êxito,42610.77,2456.79,2026-01-22,Quitado
1112,1112,Hora,5764.67,495.17,2025-07-07,Quitado
1113,1113,Fixo,31365.03,4081.14,2025-10-05,Em atraso
1114,1114,Misto,44136.23,5479.7,2025-08-21,Ativo
1115,1115,Êxito,4306.95,15.64,2026-05-10,Ativo
1116,1116,Êxito,21731.1,5169.05,2026-06-26,Ativo
1117,1117,Fixo,7053.74,346.83,2026-03-08,Ativo
1118,1118,Fixo,17311.91,1058.87,2026-01-03,Quitado
1119,1119,Fixo,44812.24,2701.12,2026-06-25,Em atraso
1120,1120,Êxito,6260.12,1522.92,2026-01-24,Quitado
1121,1121,Êxito,3890.7,91.37,2026-05-24,Ativo
1122,1122,Êxito,30408.97,6884.47,2026-01-22,Em atraso
1123,1123,Misto,25125.64,3327.12,2025-11-26,Em atraso
1124,1124,Hora,44602.92,11422.45,2026-04-16,Ativo
1125,1125,Fixo,27175.35,1170.24,2025-07-02,Em atraso
1126,1126,Êxito,11245.08,1118.54,2026-01-13,Ativo
1127,1127,Fixo,36580.27,3832.48,2025-09-01,Ativo
1128,1128,Fixo,34295.03,1164.98,2026-02-24,Ativo
1129,1129,Fixo,28240.68,6997.85,2026-01-20,Em atraso
1130,1130,Misto,6330.95,1967.14,2025-09-19,Ativo
1131,1131,Êxito,14297.99,4260.21,2026-02-21,Ativo
1132,1132,Fixo,10239.97,3552.41,2025-09-13,Em atraso
1133,1133,Êxito,39140.58,5701.67,2026-02-27,Ativo
1134,1134,Fixo,27957.29,1893.59,2025-11-09,Quitado
1135,1135,Hora,41762.32,653.07,2026-03-18,Quitado
1136,1136,Misto,42706.39,12181.18,2025-08-29,Ativo
1137,1137,Fixo,5519.83,1884.5,2026-04-10,Em atraso
1138,1138,Hora,13435.73,4102.32,2026-06-28,Quitado
1139,1139,Misto,25965.41,644.58,2025-10-14,Em atraso
1140,1140,Hora,25447.57,6886.39,2025-08-25,Ativo
1141,1141,Êxito,14124.64,3469.09,2026-03-16,Em atraso
1142,1142,Êxito,37088.56,8100.65,2025-08-26,Quitado
1143,1143,Hora,9837.59,3349.98,2025-12-15,Ativo
1144,1144,Misto,40481.72,13452.77,2025-08-21,Em atraso
1145,1145,Misto,33611.5,6226.46,2026-05-08,Quitado
1146,1146,Hora,19052.87,6215.71,2026-02-13,Quitado
1147,1147,Êxito,7349.0,1428.24,2025-09-16,Quitado
1148,1148,Hora,18351.32,4383.06,2026-03-25,Quitado
1149,1149,Misto,3018.5,1017.78,2025-11-16,Ativo
1150,1150,Êxito,7342.8,1859.54,2026-03-17,Ativo
1151,1151,Hora,8610.3,382.35,2025-07-07,Em atraso
1152,1152,Fixo,6217.02,107.35,2025-10-31,Em atraso
1153,1153,Fixo,40362.0,11643.91,2025-10-02,Em atraso
1154,1154,Êxito,10024.49,652.49,2026-01-27,Em atraso
1155,1155,Fixo,2731.58,28.69,2026-01-01,Quitado
1156,1156,Fixo,43481.93,13693.87,2025-10-09,Ativo
1157,1157,Misto,15665.39,2999.77,2026-05-13,Em atraso
1158,1158,Fixo,33358.83,4930.49,2025-10-10,Quitado
1159,1159,Misto,8057.99,1215.16,2025-10-22,Ativo
1160,1160,Fixo,14196.13,1830.49,2025-07-26,Quitado
1161,1161,Fixo,26855.24,2466.56,2026-05-09,Ativo
1162,1162,Hora,7972.89,2686.19,2025-12-12,Quitado
1163,1163,Misto,33308.4,1605.32,2025-07-10,Quitado
1164,1164,Misto,6389.36,1663.42,2025-12-18,Ativo
1165,1165,Hora,30704.52,2712.84,2025-07-01,Quitado
1166,1166,Fixo,6795.72,1906.99,2026-03-27,Em atraso
1167,1167,Hora,28765.37,4772.66,2026-03-14,Quitado
1168,1168,Fixo,4455.95,1500.13,2026-04-29,Ativo
1169,1169,Hora,38280.84,2365.43,2026-05-24,Ativo
1170,1170,Misto,39342.8,3878.73,2025-08-01,Em atraso
1171,1171,Hora,36732.01,5333.16,2026-06-07,Ativo
1172,1172,Hora,27330.0,1622.8,2026-01-31,Em atraso
1173,1173,Êxito,28547.87,3005.04,2025-11-26,Em atraso
1174,1174,Êxito,22342.31,1346.97,2026-06-06,Em atraso
1175,1175,Misto,21328.33,2643.21,2025-11-07,Quitado
1176,1176,Êxito,44487.11,10449.75,2025-11-30,Ativo
1177,1177,Hora,20616.3,3633.85,2026-02-17,Ativo
1178,1178,Hora,6906.45,1278.06,2025-08-08,Em atraso
1179,1179,Misto,14444.45,3161.41,2026-04-29,Em atraso
1180,1180,Êxito,5247.44,525.35,2025-07-08,Quitado
1181,1181,Êxito,15839.75,2220.92,2025-09-27,Em atraso
1182,1182,Misto,25597.53,3574.22,2026-01-08,Em atraso
1183,1183,Fixo,35058.63,6716.75,2026-02-14,Ativo
1184,1184,Misto,21387.63,542.98,2025-08-20,Quitado
1185,1185,Fixo,28446.76,5591.99,2025-09-07,Em atraso
1186,1186,Misto,37525.84,10346.88,2025-12-19,Em atraso
1187,1187,Misto,44034.75,1023.91,2026-05-12,Ativo
1188,1188,Fixo,25399.09,6242.56,2026-04-15,Quitado
1189,1189,Fixo,6542.17,2060.41,2025-11-03,Em atraso
1190,1190,Fixo,21800.4,4041.55,2026-01-08,Quitado
1191,1191,Misto,30578.29,178.91,2026-05-13,Ativo
1192,1192,Êxito,39841.14,3910.5,2026-04-28,Ativo
1193,1193,Êxito,29850.94,2775.92,2026-01-19,Em atraso
1194,1194,Hora,19699.7,6024.37,2026-05-14,Em atraso
1195,1195,Êxito,16086.69,432.68,2026-04-15,Quitado
1196,1196,Misto,41365.89,9054.99,2026-06-19,Em atraso
1197,1197,Êxito,17341.27,1554.57,2026-02-22,Ativo
1198,1198,Êxito,34963.67,6046.54,2025-11-13,Quitado
1199,1199,Misto,36150.64,5172.2,2026-01-08,Quitado
1200,1200,Êxito,43130.03,8970.03,2026-03-04,Quitado
1201,1201,Misto,29607.81,3610.28,2026-05-29,Em atraso
1202,1202,Fixo,24914.75,4888.27,2026-03-07,Em atraso
1203,1203,Misto,23150.36,3001.15,2026-01-18,Quitado
1204,1204,Êxito,29806.47,5603.06,2025-07-12,Ativo
1205,1205,Hora,8301.62,2283.09,2025-07-30,Ativo
1206,1206,Hora,17918.61,4941.44,2025-11-13,Quitado
1207,1207,Êxito,5550.03,645.02,2025-09-04,Quitado
1208,1208,Êxito,10019.09,1240.9,2026-03-21,Ativo
1209,1209,Êxito,36859.13,1121.56,2026-01-13,Quitado
1210,1210,Hora,21354.51,3243.98,2025-10-07,Ativo
1211,1211,Misto,27231.41,6215.34,2026-02-20,Quitado
1212,1212,Hora,39166.78,10118.53,2026-05-09,Em atraso
1213,1213,Fixo,6168.37,2126.91,2025-12-11,Quitado
1214,1214,Fixo,10189.09,67.81,2025-08-23,Em atraso
1215,1215,Fixo,34841.17,7503.2,2025-07-19,Ativo
1216,1216,Misto,3807.6,700.64,2026-04-06,Quitado
1217,1217,Misto,37591.4,8943.43,2025-10-07,Em atraso
1218,1218,Hora,34837.4,7225.84,2026-02-25,Ativo
1219,1219,Hora,34781.02,288.37,2025-07-23,Em atraso
1220,1220,Fixo,15614.21,4748.02,2026-02-09,Quitado
1221,1221,Misto,30201.51,2383.94,2026-06-07,Em atraso
1222,1222,Hora,27608.36,7830.19,2026-01-24,Em atraso
1223,1223,Hora,33109.09,4460.05,2026-01-17,Em atraso
1224,1224,Misto,38919.33,4722.6,2025-12-29,Ativo
1225,1225,Fixo,5089.93,1409.35,2025-10-24,Ativo
1226,1226,Êxito,22867.66,3494.39,2025-08-15,Em atraso
1227,1227,Misto,32572.9,2129.15,2026-01-22,Em atraso
1228,1228,Hora,32499.98,3004.79,2025-07-29,Em atraso
1229,1229,Êxito,38852.67,13088.17,2025-10-09,Em atraso
1230,1230,Fixo,34605.32,7227.48,2026-05-29,Em atraso
1231,1231,Hora,19365.16,2396.17,2025-10-14,Em atraso
1232,1232,Hora,44021.42,4441.38,2026-01-08,Em atraso
1233,1233,Misto,29802.43,6686.55,2025-11-03,Quitado
1234,1234,Misto,29727.22,8365.95,2026-02-14,Ativo
1235,1235,Misto,15450.9,4006.82,2026-03-26,Em atraso
1236,1236,Hora,41182.84,982.33,2026-06-17,Quitado
1237,1237,Misto,4978.08,639.66,2026-02-01,Ativo
1238,1238,Hora,11084.46,1728.72,2025-10-02,Em atraso
1239,1239,Fixo,3202.69,881.96,2026-04-25,Em atraso
1240,1240,Êxito,44507.41,8396.74,2025-11-11,Quitado
1241,1241,Hora,37929.33,3666.08,2026-04-21,Ativo
1242,1242,Hora,24421.09,706.43,2025-08-05,Ativo
1243,1243,Hora,44836.86,3919.32,2026-03-18,Ativo
1244,1244,Êxito,26050.16,103.56,2026-02-05,Em atraso
1245,1245,Hora,29461.22,8728.5,2025-09-04,Em atraso
1246,1246,Êxito,29920.72,5767.5,2025-10-11,Ativo
1247,1247,Hora,3059.58,970.66,2025-10-08,Ativo
1248,1248,Hora,6486.69,33.85,2026-03-19,Em atraso
1249,1249,Hora,40347.53,1419.39,2026-05-31,Em atraso
1250,1250,Misto,20579.04,2490.23,2025-10-24,Quitado
1251,1251,Fixo,34302.91,339.53,2026-06-15,Quitado
1252,1252,Fixo,41170.3,11277.06,2026-04-05,Quitado
1253,1253,Fixo,15980.17,261.08,2026-06-29,Quitado
1254,1254,Hora,26141.67,4728.36,2025-09-27,Em atraso
1255,1255,Hora,14856.55,3865.06,2025-12-22,Ativo
1256,1256,Êxito,25035.39,2937.11,2026-01-20,Ativo
1257,1257,Hora,23398.71,5730.05,2026-05-11,Em atraso
1258,1258,Fixo,36554.59,9617.28,2025-07-13,Em atraso
1259,1259,Hora,39417.25,7946.23,2026-01-25,Ativo
1260,1260,Fixo,18893.75,2118.64,2025-08-09,Ativo
1261,1261,Hora,33794.64,7912.07,2026-04-16,Quitado
1262,1262,Fixo,3072.44,914.93,2025-12-19,Quitado
1263,1263,Êxito,11290.27,3174.61,2025-07-10,Quitado
1264,1264,Êxito,15883.07,4025.26,2025-10-04,Ativo
1265,1265,Misto,33214.1,7830.67,2025-07-14,Ativo
1266,1266,Misto,40971.02,11005.81,2026-02-19,Ativo
1267,1267,Misto,7536.52,2625.69,2026-01-28,Quitado
1268,1268,Fixo,9958.85,2884.87,2025-07-29,Ativo
1269,1269,Êxito,6392.67,1639.73,2026-03-15,Quitado
1270,1270,Fixo,43770.3,5254.38,2025-09-08,Ativo
1271,1271,Hora,39583.39,5201.3,2026-02-10,Ativo
1272,1272,Misto,41194.01,1923.72,2026-06-25,Ativo
1273,1273,Fixo,24361.51,3226.37,2025-07-13,Em atraso
1274,1274,Fixo,32544.07,2783.17,2026-06-29,Em atraso
1275,1275,Êxito,13975.95,2597.1,2025-10-17,Quitado
1276,1276,Fixo,27296.22,4176.44,2025-07-17,Ativo
1277,1277,Fixo,8344.51,2476.22,2026-03-16,Quitado
1278,1278,Êxito,29699.67,3511.79,2026-05-17,Ativo
1279,1279,Hora,27724.79,8638.45,2026-05-10,Em atraso
1280,1280,Êxito,9083.22,1510.59,2025-10-07,Quitado
1281,1281,Fixo,6474.85,901.3,2025-12-03,Ativo
1282,1282,Hora,42720.38,6668.78,2026-05-12,Em atraso
1283,1283,Fixo,33758.24,8432.68,2026-06-10,Ativo
1284,1284,Misto,35874.98,12345.35,2026-04-01,Ativo
1285,1285,Hora,11480.38,779.44,2025-11-02,Ativo
1286,1286,Hora,9968.11,3055.95,2025-12-22,Em atraso
1287,1287,Misto,34409.72,9172.06,2026-04-25,Ativo
1288,1288,Hora,33371.68,10304.77,2025-11-06,Em atraso
1289,1289,Fixo,14550.46,1039.28,2025-08-19,Ativo
1290,1290,Hora,26398.68,8914.06,2026-01-04,Quitado
1291,1291,Êxito,5066.18,531.54,2025-08-01,Ativo
1292,1292,Misto,19102.38,2646.97,2025-12-31,Em atraso
1293,1293,Misto,20481.22,1299.93,2025-11-26,Em atraso
1294,1294,Fixo,36028.0,2515.02,2025-11-23,Ativo
1295,1295,Fixo,11222.61,344.98,2026-05-09,Em atraso
1296,1296,Êxito,12036.8,2529.26,2026-05-24,Ativo
1297,1297,Êxito,18472.33,1773.51,2026-03-17,Em atraso
1298,1298,Êxito,31113.3,1143.17,2026-03-23,Ativo
1299,1299,Hora,4500.17,1163.65,2025-09-08,Em atraso
1300,1300,Fixo,15904.58,1273.5,2025-11-21,Quitado
1301,1301,Hora,36979.02,5458.94,2026-02-27,Ativo
1302,1302,Êxito,29298.68,4514.47,2026-05-20,Em atraso
1303,1303,Fixo,20703.94,5482.08,2026-01-10,Em atraso
1304,1304,Fixo,25877.26,8608.61,2025-12-06,Em atraso
1305,1305,Fixo,35051.88,4755.8,2025-09-28,Quitado
1306,1306,Fixo,17127.27,1531.09,2025-11-15,Em atraso
1307,1307,Fixo,11275.64,3043.31,2025-09-26,Quitado
1308,1308,Fixo,40773.33,8441.66,2026-05-11,Em atraso
1309,1309,Misto,19229.25,2455.66,2025-08-31,Quitado
1310,1310,Êxito,41706.88,11520.31,2026-02-21,Em atraso
1311,1311,Êxito,27193.93,6679.77,2025-10-31,Ativo
1312,1312,Hora,13892.28,4252.04,2026-04-06,Ativo
1313,1313,Hora,21369.15,1059.25,2026-05-26,Ativo
1314,1314,Êxito,31968.76,6008.96,2025-08-27,Em atraso
1315,1315,Fixo,18520.76,439.53,2026-02-03,Em atraso
1316,1316,Êxito,29941.8,7785.91,2026-05-12,Ativo
1317,1317,Fixo,34719.98,11642.59,2026-06-30,Quitado
1318,1318,Misto,8893.11,941.29,2025-11-27,Em atraso
1319,1319,Misto,26708.75,8177.52,2025-08-13,Ativo
1320,1320,Fixo,32040.88,6932.33,2026-03-18,Em atraso
1321,1321,Hora,1537.53,251.53,2025-11-13,Ativo
1322,1322,Misto,41576.72,11572.56,2025-09-25,Ativo
1323,1323,Misto,7694.88,1407.35,2026-01-01,Ativo
1324,1324,Hora,13848.35,1561.5,2025-10-29,Em atraso
1325,1325,Êxito,12890.22,3140.41,2025-12-02,Ativo
1326,1326,Fixo,37653.0,2996.11,2025-09-10,Em atraso
1327,1327,Êxito,26759.37,7959.51,2025-10-11,Ativo
1328,1328,Fixo,8656.97,1854.12,2025-08-22,Quitado
1329,1329,Êxito,32502.44,8065.88,2025-09-11,Quitado
1330,1330,Êxito,33887.56,3140.49,2025-12-30,Ativo
1331,1331,Hora,18628.13,760.82,2025-10-28,Quitado
1332,1332,Hora,8706.14,36.88,2025-10-26,Quitado
1333,1333,Hora,30066.28,2904.67,2026-05-15,Quitado
1334,1334,Hora,8968.23,3053.01,2025-10-31,Quitado
1335,1335,Êxito,2583.54,192.68,2025-10-25,Quitado
1336,1336,Êxito,12184.66,814.0,2026-03-21,Quitado
1337,1337,Misto,15491.47,4335.38,2025-11-05,Ativo
1338,1338,Êxito,27299.0,2121.04,2026-01-27,Em atraso
1339,1339,Misto,37268.6,5578.09,2025-08-20,Quitado
1340,1340,Fixo,38786.88,12181.52,2025-11-14,Quitado
