diagnostico_id;os_id;defeito_relatado;causa;taxa_diagnostico;data_diagnostico
2012;2012;Sem imagem;Software;67,88;2026-03-31
2013;2013;Ruído;Desgaste;30,72;2025-09-30
2014;2014;Não liga;Desgaste;192,54;2026-05-09
2015;2015;Falha de rede;Oxidação;181,19;2025-07-09
2016;2016;Tela quebrada;Desgaste;139,96;2026-02-02
2017;2017;Ruído;Software;147,57;2025-09-22
2018;2018;Sem imagem;Impacto;159,31;2026-04-05
2019;2019;Ruído;Software;108,09;2025-11-22
2020;2020;Não liga;Componente queimado;147,07;2025-09-13
2021;2021;Ruído;Desgaste;138,87;2026-05-26
2022;2022;Superaquecimento;Desgaste;163,17;2026-04-01
2023;2023;Ruído;Componente queimado;118,75;2025-11-20
2024;2024;Superaquecimento;Oxidação;201,22;2026-05-28
2025;2025;Não carrega;Desgaste;201,89;2025-12-06
2026;2026;Não carrega;Impacto;149,3;2025-09-12
2027;2027;Tela quebrada;Componente queimado;240,12;2025-09-27
2028;2028;Não carrega;Software;118,94;2026-03-21
2029;2029;Tela quebrada;Impacto;183,25;2025-09-15
2030;2030;Superaquecimento;Impacto;170,62;2025-11-13
2031;2031;Não liga;Software;127,83;2025-12-10
2032;2032;Sem imagem;Oxidação;201,79;2025-11-29
2033;2033;Superaquecimento;Impacto;135,3;2026-06-29
2034;2034;Não liga;Software;52,73;2025-12-30
2035;2035;Lento;Software;91,89;2025-10-29
2036;2036;Sem imagem;Oxidação;203,82;2026-05-04
2037;2037;Lento;Oxidação;160,21;2025-10-22
2038;2038;Falha de rede;Componente queimado;77,98;2026-01-27
2039;2039;Falha de rede;Software;244,97;2025-09-22
2040;2040;Não carrega;Componente queimado;144,86;2026-02-06
2041;2041;Sem imagem;Componente queimado;77,35;2026-05-09
2042;2042;Lento;Desgaste;248,28;2025-10-11
2043;2043;Ruído;Oxidação;190,37;2026-05-22
2044;2044;Ruído;Desgaste;166,43;2025-10-22
2045;2045;Lento;Desgaste;224,42;2025-12-12
2046;2046;Lento;Componente queimado;232,25;2025-07-07
2047;2047;Não carrega;Componente queimado;120,14;2026-06-28
2048;2048;Não liga;Software;212,04;2025-10-29
2049;2049;Lento;Impacto;94,87;2026-06-09
2050;2050;Sem imagem;Desgaste;121,29;2025-09-08
2051;2051;Não liga;Software;63,94;2026-03-19
2052;2052;Não carrega;Desgaste;198,2;2025-08-18
2053;2053;Sem imagem;Componente queimado;59,19;2025-07-17
2054;2054;Falha de rede;Impacto;90,51;2026-05-24
2055;2055;Não liga;Software;46,12;2025-08-28
2056;2056;Sem imagem;Impacto;247,35;2026-06-10
2057;2057;Não liga;Oxidação;82,23;2025-11-08
2058;2058;Falha de rede;Desgaste;165,13;2025-12-02
2059;2059;Não carrega;Componente queimado;191,94;2025-07-23
2060;2060;Falha de rede;Software;95,17;2025-10-04
2061;2061;Superaquecimento;Software;175,24;2026-01-16
2062;2062;Tela quebrada;Oxidação;95,82;2026-04-27
2063;2063;Não carrega;Desgaste;111,99;2026-05-25
2064;2064;Sem imagem;Oxidação;113,84;2026-01-14
2065;2065;Não carrega;Impacto;114,92;2026-04-16
2066;2066;Ruído;Oxidação;49,2;2025-07-02
2067;2067;Sem imagem;Impacto;249,38;2026-05-15
2068;2068;Falha de rede;Componente queimado;171,44;2025-12-02
2069;2069;Ruído;Desgaste;147,24;2025-12-29
2070;2070;Ruído;Componente queimado;75,91;2025-12-12
2071;2071;Superaquecimento;Impacto;209,32;2025-07-22
2072;2072;Sem imagem;Impacto;182,76;2025-09-23
2073;2073;Não carrega;Componente queimado;33,05;2025-11-24
2074;2074;Lento;Oxidação;202,08;2026-06-05
2075;2075;Sem imagem;Desgaste;84,3;2025-12-26
2076;2076;Superaquecimento;Oxidação;243,42;2026-05-17
2077;2077;Ruído;Desgaste;37,43;2025-12-16
2078;2078;Falha de rede;Desgaste;30,8;2025-08-31
2079;2079;Não liga;Componente queimado;99,18;2026-02-09
2080;2080;Lento;Software;152,75;2026-01-21
2081;2081;Ruído;Componente queimado;114,58;2025-07-29
2082;2082;Falha de rede;Impacto;236,63;2026-04-24
2083;2083;Ruído;Componente queimado;32,15;2025-09-29
2084;2084;Tela quebrada;Componente queimado;140,62;2025-09-18
2085;2085;Superaquecimento;Componente queimado;41,33;2026-04-20
2086;2086;Ruído;Software;248,24;2025-07-12
2087;2087;Falha de rede;Software;133,41;2025-10-13
2088;2088;Não liga;Software;95,57;2026-05-21
2089;2089;Sem imagem;Impacto;134,77;2026-03-16
2090;2090;Superaquecimento;Componente queimado;139,07;2025-12-19
2091;2091;Superaquecimento;Impacto;71,25;2026-06-06
2092;2092;Superaquecimento;Impacto;171,68;2026-04-20
2093;2093;Ruído;Oxidação;191,06;2026-02-12
2094;2094;Tela quebrada;Oxidação;166,83;2026-03-25
2095;2095;Não liga;Oxidação;33,57;2025-10-03
2096;2096;Lento;Oxidação;91,96;2026-05-22
2097;2097;Tela quebrada;Componente queimado;144,14;2025-09-25
2098;2098;Falha de rede;Desgaste;74,69;2025-07-10
2099;2099;Lento;Software;144,84;2026-06-25
2100;2100;Lento;Componente queimado;215,83;2026-06-19
2101;2101;Sem imagem;Desgaste;154,89;2026-07-01
2102;2102;Ruído;Impacto;214,75;2026-03-18
2103;2103;Ruído;Desgaste;127,74;2025-07-24
2104;2104;Sem imagem;Software;152,82;2026-05-24
2105;2105;Tela quebrada;Impacto;237,07;2026-01-29
2106;2106;Superaquecimento;Oxidação;218,0;2026-05-03
2107;2107;Falha de rede;Desgaste;75,6;2025-10-19
2108;2108;Superaquecimento;Oxidação;226,46;2025-11-18
2109;2109;Não carrega;Oxidação;173,66;2026-06-10
2110;2110;Não carrega;Impacto;214,17;2026-06-06
2111;2111;Sem imagem;Oxidação;101,62;2025-12-02
2112;2112;Falha de rede;Software;153,92;2025-07-07
2113;2113;Ruído;Software;196,15;2025-10-11
2114;2114;Sem imagem;Software;149,18;2026-04-08
2115;2115;Falha de rede;Oxidação;57,73;2025-11-10
2116;2116;Ruído;Oxidação;97,99;2026-01-25
2117;2117;Não carrega;Desgaste;220,26;2026-01-25
2118;2118;Sem imagem;Componente queimado;126,92;2025-10-23
2119;2119;Falha de rede;Oxidação;158,65;2026-05-23
2120;2120;Sem imagem;Software;216,54;2025-12-02
2121;2121;Lento;Componente queimado;233,21;2026-06-01
2122;2122;Lento;Componente queimado;89,25;2026-04-11
2123;2123;Tela quebrada;Impacto;66,01;2026-05-01
2124;2124;Tela quebrada;Software;162,91;2025-10-14
2125;2125;Sem imagem;Oxidação;94,97;2025-08-05
2126;2126;Sem imagem;Componente queimado;230,98;2026-02-14
2127;2127;Falha de rede;Desgaste;195,39;2025-12-04
2128;2128;Ruído;Componente queimado;142,41;2025-07-13
2129;2129;Falha de rede;Software;214,81;2026-05-28
2130;2130;Sem imagem;Software;233,71;2025-07-14
2131;2131;Sem imagem;Software;126,07;2026-02-26
2132;2132;Superaquecimento;Componente queimado;61,62;2026-04-10
2133;2133;Não liga;Oxidação;102,32;2026-06-15
2134;2134;Sem imagem;Componente queimado;57,08;2025-10-04
2135;2135;Não carrega;Software;97,0;2025-09-15
2136;2136;Ruído;Software;43,79;2026-01-15
2137;2137;Não liga;Impacto;75,38;2026-04-17
2138;2138;Lento;Impacto;243,33;2026-04-09
2139;2139;Tela quebrada;Impacto;154,81;2026-01-09
2140;2140;Não carrega;Desgaste;126,65;2025-12-28
2141;2141;Ruído;Software;91,2;2026-01-22
2142;2142;Superaquecimento;Componente queimado;136,85;2026-05-25
2143;2143;Não carrega;Software;244,85;2025-12-08
2144;2144;Ruído;Software;191,36;2026-05-18
2145;2145;Falha de rede;Impacto;238,07;2026-03-23
2146;2146;Ruído;Software;98,51;2025-12-01
2147;2147;Ruído;Componente queimado;79,3;2026-04-20
2148;2148;Ruído;Desgaste;169,0;2025-10-29
2149;2149;Tela quebrada;Desgaste;77,79;2025-08-19
2150;2150;Ruído;Software;213,94;2025-08-14
2151;2151;Tela quebrada;Desgaste;123,56;2026-01-14
2152;2152;Tela quebrada;Componente queimado;102,64;2026-04-05
2153;2153;Ruído;Impacto;218,15;2026-03-09
2154;2154;Sem imagem;Componente queimado;127,28;2025-10-04
2155;2155;Sem imagem;Componente queimado;181,33;2025-09-23
2156;2156;Superaquecimento;Oxidação;160,0;2026-03-29
2157;2157;Lento;Componente queimado;61,87;2025-07-13
2158;2158;Tela quebrada;Impacto;49,94;2025-09-10
2159;2159;Tela quebrada;Oxidação;98,41;2025-09-18
2160;2160;Tela quebrada;Desgaste;44,19;2025-10-04
2161;2161;Ruído;Software;118,57;2025-10-06
2162;2162;Tela quebrada;Impacto;137,55;2025-08-24
2163;2163;Ruído;Impacto;96,75;2025-07-12
2164;2164;Sem imagem;Componente queimado;164,83;2026-02-18
2165;2165;Superaquecimento;Impacto;104,96;2025-08-07
2166;2166;Não liga;Desgaste;51,93;2025-11-10
2167;2167;Ruído;Oxidação;50,14;2026-04-26
2168;2168;Ruído;Desgaste;188,59;2025-08-15
2169;2169;Superaquecimento;Oxidação;162,18;2026-06-03
2170;2170;Lento;Oxidação;185,76;2026-05-25
2171;2171;Superaquecimento;Software;165,58;2025-11-06
2172;2172;Não liga;Oxidação;221,03;2026-06-01
2173;2173;Superaquecimento;Desgaste;150,49;2025-09-05
2174;2174;Não liga;Desgaste;116,55;2025-09-12
2175;2175;Sem imagem;Oxidação;38,55;2026-06-02
2176;2176;Falha de rede;Desgaste;120,7;2025-12-27
2177;2177;Tela quebrada;Componente queimado;153,32;2025-09-06
2178;2178;Lento;Desgaste;80,15;2025-12-22
2179;2179;Não carrega;Desgaste;185,18;2026-02-10
2180;2180;Ruído;Software;102,65;2025-07-28
2181;2181;Tela quebrada;Oxidação;232,32;2026-03-23
2182;2182;Tela quebrada;Software;178,75;2025-09-19
2183;2183;Não carrega;Impacto;159,62;2026-01-04
2184;2184;Não carrega;Software;191,19;2025-12-08
2185;2185;Ruído;Desgaste;226,06;2025-12-20
2186;2186;Falha de rede;Software;99,99;2026-01-06
2187;2187;Não liga;Impacto;97,47;2026-05-04
2188;2188;Falha de rede;Componente queimado;215,18;2026-06-03
2189;2189;Falha de rede;Componente queimado;138,26;2025-10-10
2190;2190;Não carrega;Componente queimado;123,96;2025-10-21
2191;2191;Não carrega;Oxidação;31,46;2025-10-09
2192;2192;Sem imagem;Impacto;204,46;2025-11-28
2193;2193;Falha de rede;Desgaste;92,21;2025-09-05
2194;2194;Tela quebrada;Desgaste;137,93;2026-05-15
2195;2195;Falha de rede;Oxidação;38,16;2026-03-14
2196;2196;Sem imagem;Oxidação;164,78;2025-10-02
2197;2197;Não carrega;Desgaste;202,8;2026-02-11
2198;2198;Não liga;Software;154,52;2025-09-07
2199;2199;Não carrega;Componente queimado;119,88;2026-02-09
2200;2200;Não carrega;Oxidação;129,57;2025-12-23
2201;2201;Não carrega;Oxidação;97,71;2025-11-03
2202;2202;Não liga;Impacto;72,39;2025-09-18
2203;2203;Sem imagem;Impacto;139,21;2026-04-10
2204;2204;Ruído;Desgaste;120,83;2026-06-06
2205;2205;Não liga;Componente queimado;239,28;2025-08-08
2206;2206;Ruído;Impacto;183,86;2025-12-12
2207;2207;Não carrega;Componente queimado;104,41;2025-09-18
2208;2208;Não carrega;Componente queimado;215,78;2025-07-05
2209;2209;Tela quebrada;Impacto;49,36;2025-12-24
2210;2210;Falha de rede;Impacto;186,21;2025-11-02
2211;2211;Não carrega;Oxidação;180,47;2026-05-16
2212;2212;Tela quebrada;Oxidação;48,94;2025-11-20
2213;2213;Falha de rede;Software;154,41;2026-05-30
2214;2214;Tela quebrada;Componente queimado;91,69;2026-04-13
2215;2215;Tela quebrada;Desgaste;229,42;2025-12-13
2216;2216;Tela quebrada;Impacto;234,02;2026-05-07
2217;2217;Superaquecimento;Oxidação;110,63;2026-05-04
2218;2218;Falha de rede;Oxidação;38,37;2026-04-21
2219;2219;Não liga;Impacto;59,46;2026-01-31
2220;2220;Lento;Software;57,09;2026-02-16
2221;2221;Superaquecimento;Oxidação;213,42;2026-03-19
2222;2222;Tela quebrada;Oxidação;169,49;2026-02-21
2223;2223;Sem imagem;Software;48,94;2025-12-17
2224;2224;Lento;Software;182,03;2026-04-14
2225;2225;Ruído;Desgaste;73,08;2025-08-07
2226;2226;Não liga;Desgaste;113,52;2025-12-16
2227;2227;Lento;Software;35,54;2025-07-27
2228;2228;Ruído;Desgaste;132,76;2025-11-28
2229;2229;Não liga;Componente queimado;60,98;2025-09-29
2230;2230;Falha de rede;Impacto;189,92;2025-12-14
2231;2231;Não carrega;Desgaste;145,63;2026-05-26
2232;2232;Sem imagem;Software;229,01;2026-04-02
2233;2233;Superaquecimento;Oxidação;38,71;2026-06-11
2234;2234;Sem imagem;Desgaste;248,08;2026-06-08
2235;2235;Tela quebrada;Componente queimado;249,85;2025-08-06
2236;2236;Não liga;Componente queimado;192,62;2025-08-24
2237;2237;Não liga;Impacto;37,99;2025-09-14
2238;2238;Lento;Impacto;145,2;2026-01-15
2239;2239;Superaquecimento;Componente queimado;198,49;2026-01-26
2240;2240;Ruído;Desgaste;68,23;2026-05-19
2241;2241;Falha de rede;Impacto;82,61;2026-05-02
2242;2242;Lento;Impacto;159,66;2026-02-17
2243;2243;Tela quebrada;Componente queimado;249,88;2025-10-18
2244;2244;Não liga;Software;34,83;2025-09-20
2245;2245;Ruído;Desgaste;165,1;2025-10-27
2246;2246;Ruído;Desgaste;37,61;2026-06-04
2247;2247;Ruído;Impacto;133,6;2026-04-01
2248;2248;Não liga;Componente queimado;172,46;2025-09-17
2249;2249;Ruído;Oxidação;204,55;2026-01-10
2250;2250;Não carrega;Impacto;104,65;2026-02-17
2251;2251;Ruído;Desgaste;151,84;2026-04-29
2252;2252;Lento;Oxidação;132,44;2026-05-18
2253;2253;Não liga;Componente queimado;99,59;2026-05-04
2254;2254;Não carrega;Desgaste;151,21;2025-11-19
2255;2255;Não carrega;Software;202,62;2026-03-15
2256;2256;Não carrega;Oxidação;244,05;2025-09-18
2257;2257;Lento;Oxidação;103,86;2025-12-24
2258;2258;Ruído;Componente queimado;108,55;2026-01-13
2259;2259;Falha de rede;Componente queimado;144,69;2026-05-29
2260;2260;Superaquecimento;Oxidação;210,47;2025-08-17
2261;2261;Sem imagem;Componente queimado;178,27;2026-01-04
2262;2262;Tela quebrada;Componente queimado;82,73;2026-05-10
2263;2263;Falha de rede;Oxidação;83,56;2025-11-22
2264;2264;Ruído;Software;104,43;2025-08-06
2265;2265;Ruído;Componente queimado;37,56;2026-06-20
2266;2266;Não carrega;Oxidação;183,5;2025-11-13
2267;2267;Não carrega;Componente queimado;83,64;2025-09-26
2268;2268;Superaquecimento;Impacto;217,83;2025-08-24
2269;2269;Superaquecimento;Impacto;146,79;2025-11-28
2270;2270;Não carrega;Componente queimado;139,91;2025-07-16
2271;2271;Sem imagem;Componente queimado;204,81;2025-10-29
2272;2272;Não liga;Componente queimado;194,93;2025-08-12
2273;2273;Superaquecimento;Impacto;52,53;2026-05-25
2274;2274;Lento;Desgaste;91,08;2025-09-27
2275;2275;Ruído;Impacto;39,72;2026-02-15
2276;2276;Ruído;Software;59,47;2026-01-17
2277;2277;Superaquecimento;Impacto;121,83;2025-11-10
2278;2278;Não liga;Oxidação;110,11;2025-08-17
2279;2279;Não liga;Impacto;70,45;2026-04-21
2280;2280;Sem imagem;Oxidação;44,16;2026-02-05
2281;2281;Não liga;Oxidação;63,29;2026-03-07
2282;2282;Superaquecimento;Componente queimado;59,93;2025-08-16
2283;2283;Ruído;Desgaste;182,63;2025-12-09
2284;2284;Superaquecimento;Oxidação;227,53;2025-07-18
2285;2285;Falha de rede;Impacto;48,8;2025-08-11
2286;2286;Superaquecimento;Software;150,33;2026-06-09
2287;2287;Não liga;Impacto;78,74;2026-04-01
2288;2288;Falha de rede;Impacto;72,04;2026-01-01
2289;2289;Lento;Impacto;142,86;2026-02-09
2290;2290;Superaquecimento;Desgaste;154,64;2026-06-21
2291;2291;Ruído;Componente queimado;240,07;2026-01-15
2292;2292;Superaquecimento;Software;202,29;2025-12-24
2293;2293;Sem imagem;Componente queimado;103,64;2025-11-30
2294;2294;Não carrega;Software;232,44;2025-07-25
2295;2295;Sem imagem;Desgaste;100,47;2026-02-07
2296;2296;Ruído;Oxidação;174,63;2026-01-02
2297;2297;Ruído;Oxidação;44,65;2025-07-11
2298;2298;Lento;Impacto;198,33;2026-06-29
2299;2299;Lento;Componente queimado;134,28;2026-03-22
2300;2300;Lento;Software;97,78;2026-06-23
2301;2301;Não carrega;Oxidação;84,93;2026-04-02
2302;2302;Lento;Componente queimado;32,52;2026-03-10
2303;2303;Falha de rede;Desgaste;207,34;2026-05-01
2304;2304;Tela quebrada;Software;229,95;2026-01-27
2305;2305;Ruído;Componente queimado;107,48;2025-12-05
2306;2306;Lento;Desgaste;97,01;2025-10-30
2307;2307;Não liga;Oxidação;108,83;2025-07-13
2308;2308;Tela quebrada;Oxidação;247,05;2026-01-08
2309;2309;Sem imagem;Impacto;173,51;2025-12-20
2310;2310;Tela quebrada;Software;158,15;2026-02-09
2311;2311;Sem imagem;Componente queimado;54,57;2025-10-30
2312;2312;Ruído;Componente queimado;187,58;2026-04-29
2313;2313;Tela quebrada;Impacto;134,11;2026-01-17
2314;2314;Tela quebrada;Desgaste;33,26;2025-07-30
2315;2315;Superaquecimento;Componente queimado;172,09;2026-01-25
2316;2316;Sem imagem;Desgaste;167,7;2025-08-06
2317;2317;Tela quebrada;Oxidação;145,49;2025-10-18
2318;2318;Não carrega;Desgaste;158,83;2025-07-06
2319;2319;Superaquecimento;Desgaste;103,92;2025-12-02
2320;2320;Não liga;Componente queimado;73,04;2026-04-08
2321;2321;Falha de rede;Software;83,87;2026-03-15
2322;2322;Ruído;Impacto;247,42;2025-07-15
2323;2323;Superaquecimento;Oxidação;76,71;2025-11-21
2324;2324;Lento;Desgaste;61,93;2025-12-31
2325;2325;Tela quebrada;Oxidação;227,87;2025-10-31
2326;2326;Tela quebrada;Desgaste;186,66;2025-11-14
2327;2327;Tela quebrada;Impacto;65,28;2025-08-31
2328;2328;Sem imagem;Desgaste;67,07;2026-03-18
2329;2329;Não liga;Componente queimado;144,34;2026-03-23
2330;2330;Ruído;Desgaste;201,34;2025-10-31
2331;2331;Não carrega;Software;69,87;2025-10-24
2332;2332;Não carrega;Oxidação;160,59;2026-05-20
2333;2333;Ruído;Impacto;31,48;2025-07-12
2334;2334;Ruído;Impacto;79,64;2026-04-04
2335;2335;Sem imagem;Desgaste;33,55;2025-10-03
2336;2336;Sem imagem;Desgaste;92,12;2025-07-13
2337;2337;Sem imagem;Software;30,95;2025-09-06
2338;2338;Não carrega;Software;147,43;2026-02-28
2339;2339;Tela quebrada;Oxidação;194,1;2025-11-04
2340;2340;Não carrega;Oxidação;199,39;2026-06-19
2341;2341;Ruído;Desgaste;84,64;2025-12-19
2342;2342;Não liga;Oxidação;146,35;2025-11-03
2343;2343;Tela quebrada;Componente queimado;64,29;2025-08-15
2344;2344;Superaquecimento;Software;137,39;2025-12-23
2345;2345;Ruído;Desgaste;127,38;2025-09-11
2346;2346;Falha de rede;Software;112,84;2026-03-30
2347;2347;Superaquecimento;Desgaste;167,17;2025-10-23
2348;2348;Não carrega;Componente queimado;142,53;2025-12-10
2349;2349;Superaquecimento;Software;72,84;2026-04-20
2350;2350;Não liga;Impacto;120,1;2026-01-20
2351;2351;Tela quebrada;Impacto;128,78;2026-02-03
2352;2352;Lento;Software;77,48;2025-10-26
2353;2353;Não carrega;Desgaste;113,01;2026-06-06
2354;2354;Não carrega;Componente queimado;43,39;2026-03-09
2355;2355;Lento;Componente queimado;76,11;2026-04-01
2356;2356;Ruído;Desgaste;169,28;2025-08-05
2357;2357;Não carrega;Desgaste;200,93;2025-09-19
2358;2358;Sem imagem;Oxidação;46,06;2026-02-09
2359;2359;Sem imagem;Oxidação;168,78;2025-09-13
2360;2360;Não carrega;Desgaste;248,09;2026-01-30
2361;2361;Lento;Componente queimado;85,94;2026-04-01
2362;2362;Não liga;Desgaste;148,23;2026-06-23
2363;2363;Não liga;Software;59,9;2026-04-03
2364;2364;Ruído;Componente queimado;43,41;2026-06-28
2365;2365;Tela quebrada;Componente queimado;43,18;2025-11-22
2366;2366;Sem imagem;Software;56,56;2026-05-04
2367;2367;Sem imagem;Oxidação;40,96;2025-07-30
2368;2368;Superaquecimento;Software;223,66;2025-08-03
2369;2369;Tela quebrada;Impacto;248,71;2026-01-23
2370;2370;Não liga;Software;114,18;2026-04-15
2371;2371;Falha de rede;Impacto;36,25;2026-03-04
2372;2372;Falha de rede;Desgaste;236,19;2025-11-25
2373;2373;Lento;Desgaste;195,31;2026-06-11
2374;2374;Tela quebrada;Desgaste;139,88;2025-07-14
2375;2375;Tela quebrada;Desgaste;193,79;2025-09-28
2376;2376;Falha de rede;Software;88,43;2025-12-30
2377;2377;Não carrega;Software;196,81;2025-08-11
2378;2378;Ruído;Desgaste;104,07;2026-03-29
2379;2379;Tela quebrada;Componente queimado;77,07;2026-01-19
2380;2380;Tela quebrada;Desgaste;179,34;2026-07-01
2381;2381;Falha de rede;Desgaste;111,21;2025-10-16
2382;2382;Superaquecimento;Impacto;227,71;2025-10-18
2383;2383;Falha de rede;Software;125,59;2025-08-04
2384;2384;Tela quebrada;Desgaste;74,24;2025-08-09
2385;2385;Lento;Componente queimado;115,29;2026-06-28
2386;2386;Ruído;Impacto;221,27;2025-12-11
2387;2387;Superaquecimento;Desgaste;142,28;2026-04-01
2388;2388;Não carrega;Componente queimado;187,04;2026-02-01
2389;2389;Não liga;Desgaste;56,84;2025-08-12
2390;2390;Não liga;Oxidação;235,97;2026-05-24
2391;2391;Falha de rede;Impacto;197,5;2026-05-20
2392;2392;Superaquecimento;Oxidação;46,84;2025-12-14
2393;2393;Não carrega;Oxidação;88,14;2026-03-29
2394;2394;Não carrega;Impacto;103,58;2026-02-22
2395;2395;Lento;Software;226,05;2026-05-25
2396;2396;Lento;Oxidação;101,52;2026-03-03
2397;2397;Ruído;Oxidação;76,33;2026-04-28
2398;2398;Superaquecimento;Impacto;245,23;2025-08-24
2399;2399;Ruído;Impacto;106,44;2026-03-04
2400;2400;Falha de rede;Oxidação;118,57;2025-12-26
2401;2401;Superaquecimento;Impacto;176,02;2026-01-20
2402;2402;Superaquecimento;Desgaste;58,85;2026-03-10
2403;2403;Ruído;Impacto;201,4;2026-04-23
2404;2404;Lento;Componente queimado;97,93;2025-12-26
2405;2405;Superaquecimento;Software;110,85;2026-04-21
2406;2406;Tela quebrada;Impacto;207,27;2026-01-28
2407;2407;Lento;Software;221,57;2026-04-07
2408;2408;Ruído;Componente queimado;181,59;2026-05-28
2409;2409;Não liga;Software;163,53;2025-07-27
2410;2410;Tela quebrada;Impacto;192,2;2025-09-26
2411;2411;Tela quebrada;Oxidação;38,96;2025-12-31
2412;2412;Sem imagem;Oxidação;201,34;2026-04-05
2413;2413;Tela quebrada;Impacto;52,83;2025-12-29
2414;2414;Falha de rede;Oxidação;229,25;2026-03-29
2415;2415;Superaquecimento;Software;52,92;2025-12-10
2416;2416;Superaquecimento;Oxidação;192,13;2025-08-25
2417;2417;Superaquecimento;Impacto;63,88;2026-05-18
2418;2418;Superaquecimento;Componente queimado;115,85;2026-05-08
2419;2419;Não carrega;Software;204,01;2025-12-06
2420;2420;Lento;Oxidação;189,79;2025-12-07
2421;2421;Falha de rede;Oxidação;229,1;2026-05-30
2422;2422;Ruído;Componente queimado;154,68;2025-11-27
2423;2423;Ruído;Impacto;98,27;2026-01-02
2424;2424;Falha de rede;Oxidação;180,62;2026-04-06
2425;2425;Não carrega;Software;56,45;2025-10-27
2426;2426;Tela quebrada;Impacto;92,88;2026-02-04
2427;2427;Falha de rede;Oxidação;46,59;2025-07-14
2428;2428;Sem imagem;Software;212,35;2025-07-27
2429;2429;Não liga;Software;153,49;2026-03-27
2430;2430;Tela quebrada;Impacto;179,06;2025-07-27
2431;2431;Superaquecimento;Oxidação;62,05;2025-07-22
2432;2432;Superaquecimento;Oxidação;191,02;2025-10-04
2433;2433;Superaquecimento;Impacto;112,44;2026-04-28
2434;2434;Superaquecimento;Componente queimado;218,38;2025-07-13
2435;2435;Tela quebrada;Oxidação;224,68;2026-05-02
2436;2436;Sem imagem;Componente queimado;97,93;2026-01-18
2437;2437;Falha de rede;Software;244,75;2025-10-09
2438;2438;Ruído;Oxidação;161,62;2025-12-30
2439;2439;Superaquecimento;Componente queimado;37,2;2025-10-06
2440;2440;Não carrega;Desgaste;244,67;2026-02-11
2441;2441;Não carrega;Oxidação;105,12;2025-08-08
2442;2442;Tela quebrada;Impacto;97,29;2026-01-22
2443;2443;Não carrega;Desgaste;38,2;2025-12-18
2444;2444;Ruído;Software;68,07;2026-04-12
2445;2445;Sem imagem;Componente queimado;242,27;2025-11-26
2446;2446;Sem imagem;Impacto;98,6;2026-03-31
2447;2447;Superaquecimento;Impacto;75,14;2026-01-11
2448;2448;Não liga;Oxidação;202,4;2025-09-14
2449;2449;Superaquecimento;Software;72,72;2026-04-03
2450;2450;Falha de rede;Componente queimado;121,05;2025-10-01
2451;2451;Superaquecimento;Desgaste;74,0;2025-10-22
2452;2452;Ruído;Componente queimado;182,22;2026-06-19
2453;2453;Não carrega;Software;122,06;2025-12-31
2454;2454;Sem imagem;Software;153,3;2026-05-22
2455;2455;Ruído;Impacto;133,85;2026-06-06
2456;2456;Superaquecimento;Software;198,7;2026-02-01
2457;2457;Tela quebrada;Impacto;226,49;2025-12-12
2458;2458;Ruído;Software;96,39;2026-06-16
2459;2459;Sem imagem;Desgaste;38,21;2025-07-02
2460;2460;Sem imagem;Componente queimado;133,83;2026-01-03
2461;2461;Não carrega;Desgaste;126,78;2026-02-11
2462;2462;Falha de rede;Software;102,66;2025-09-12
2463;2463;Tela quebrada;Impacto;243,12;2025-09-14
2464;2464;Sem imagem;Software;235,88;2026-02-11
2465;2465;Superaquecimento;Impacto;70,58;2025-10-16
2466;2466;Não carrega;Oxidação;171,19;2025-12-27
2467;2467;Superaquecimento;Componente queimado;93,46;2026-05-11
2468;2468;Ruído;Impacto;220,53;2025-10-14
2469;2469;Não liga;Impacto;152,63;2026-06-18
2470;2470;Não liga;Oxidação;118,27;2025-07-07
2471;2471;Falha de rede;Componente queimado;78,89;2026-05-10
2472;2472;Sem imagem;Impacto;202,29;2025-12-24
2473;2473;Ruído;Componente queimado;225,4;2026-06-09
2474;2474;Tela quebrada;Software;57,55;2026-05-09
2475;2475;Não liga;Desgaste;36,04;2026-05-30
2476;2476;Falha de rede;Oxidação;64,56;2026-02-17
2477;2477;Lento;Software;165,68;2025-08-07
2478;2478;Tela quebrada;Oxidação;207,7;2026-05-19
2479;2479;Não carrega;Software;84,32;2026-05-23
2480;2480;Superaquecimento;Oxidação;221,09;2025-09-14
2481;2481;Não carrega;Software;238,77;2026-05-29
2482;2482;Falha de rede;Oxidação;238,0;2026-06-06
2483;2483;Não carrega;Software;88,31;2025-09-02
2484;2484;Falha de rede;Desgaste;78,53;2026-01-22
2485;2485;Sem imagem;Desgaste;189,9;2025-11-04
2486;2486;Tela quebrada;Impacto;165,34;2026-05-27
2487;2487;Não carrega;Desgaste;74,19;2026-02-27
2488;2488;Superaquecimento;Software;72,31;2026-03-29
2489;2489;Lento;Oxidação;118,28;2025-11-11
2490;2490;Sem imagem;Impacto;176,87;2025-11-07
2491;2491;Lento;Componente queimado;135,95;2025-09-23
2492;2492;Lento;Oxidação;162,46;2026-05-10
2493;2493;Ruído;Impacto;245,15;2025-08-14
2494;2494;Lento;Software;150,09;2026-04-12
2495;2495;Não liga;Impacto;96,9;2025-10-27
2496;2496;Tela quebrada;Desgaste;117,35;2026-06-29
2497;2497;Ruído;Software;244,32;2026-06-07
