garantia_id;reparo_id;inicio;fim;status;retorno
1100;1371;2025-08-03;2025-11-01;Acionada;0
1101;1372;2025-10-17;2026-01-15;Vigente;0
1102;1373;2025-12-05;2026-03-05;Acionada;0
1103;1374;2025-09-14;2025-12-13;Expirada;0
1104;1375;2026-05-17;2026-08-15;Expirada;0
1105;1376;2026-05-20;2026-08-18;Vigente;0
1106;1377;2026-07-02;2026-09-30;Acionada;0
1107;1378;2026-05-23;2026-08-21;Vigente;0
1108;1379;2026-02-25;2026-05-26;Acionada;0
1109;1380;2025-08-03;2025-11-01;Acionada;0
1110;1381;2025-11-25;2026-02-23;Vigente;0
1111;1382;2026-06-19;2026-09-17;Acionada;0
1112;1383;2026-04-08;2026-07-07;Expirada;0
1113;1384;2025-09-29;2025-12-28;Vigente;0
1114;1385;2026-03-31;2026-06-29;Acionada;0
1115;1386;2025-12-08;2026-03-08;Expirada;1
1116;1389;2026-03-24;2026-06-22;Vigente;0
1117;1390;2026-03-19;2026-06-17;Expirada;0
1118;1392;2025-07-25;2025-10-23;Acionada;0
1119;1395;2025-07-29;2025-10-27;Vigente;1
1120;1396;2025-10-26;2026-01-24;Vigente;1
1121;1398;2026-06-26;2026-09-24;Vigente;0
1122;1399;2026-02-27;2026-05-28;Vigente;0
1123;1400;2026-06-14;2026-09-12;Vigente;0
1124;1401;2025-09-01;2025-11-30;Acionada;0
1125;1402;2026-05-26;2026-08-24;Acionada;0
1126;1404;2025-12-26;2026-03-26;Expirada;0
1127;1405;2026-01-06;2026-04-06;Vigente;0
1128;1406;2026-05-31;2026-08-29;Expirada;0
1129;1408;2026-05-25;2026-08-23;Expirada;0
1130;1409;2025-07-26;2025-10-24;Expirada;0
1131;1410;2025-10-13;2026-01-11;Acionada;0
1132;1412;2026-02-03;2026-05-04;Expirada;0
1133;1413;2025-09-20;2025-12-19;Acionada;1
1134;1414;2025-09-21;2025-12-20;Acionada;0
1135;1415;2026-05-12;2026-08-10;Acionada;0
1136;1416;2026-04-27;2026-07-26;Acionada;0
1137;1417;2026-01-27;2026-04-27;Vigente;0
1138;1418;2026-06-14;2026-09-12;Vigente;0
1139;1419;2026-05-30;2026-08-28;Acionada;0
1140;1420;2025-07-10;2025-10-08;Vigente;0
1141;1422;2025-09-18;2025-12-17;Vigente;0
1142;1424;2026-06-02;2026-08-31;Vigente;0
1143;1425;2026-05-06;2026-08-04;Expirada;0
1144;1426;2025-09-27;2025-12-26;Expirada;0
1145;1427;2025-11-04;2026-02-02;Acionada;0
1146;1429;2025-09-06;2025-12-05;Expirada;0
1147;1430;2025-09-21;2025-12-20;Expirada;1
1148;1431;2025-09-09;2025-12-08;Acionada;0
1149;1433;2025-12-30;2026-03-30;Expirada;0
1150;1434;2026-02-26;2026-05-27;Expirada;0
1151;1435;2026-06-11;2026-09-09;Expirada;0
1152;1436;2026-02-23;2026-05-24;Vigente;0
1153;1437;2025-12-28;2026-03-28;Acionada;0
1154;1439;2025-08-13;2025-11-11;Vigente;0
1155;1440;2025-10-30;2026-01-28;Vigente;0
1156;1441;2025-11-30;2026-02-28;Acionada;0
1157;1442;2026-06-24;2026-09-22;Vigente;0
1158;1443;2026-05-06;2026-08-04;Vigente;0
1159;1445;2025-11-01;2026-01-30;Vigente;0
1160;1446;2026-01-24;2026-04-24;Vigente;1
1161;1447;2025-09-12;2025-12-11;Vigente;0
1162;1448;2025-12-21;2026-03-21;Expirada;0
1163;1449;2026-05-23;2026-08-21;Vigente;0
1164;1450;2025-09-18;2025-12-17;Acionada;0
1165;1451;2026-01-01;2026-04-01;Expirada;0
1166;1453;2026-01-11;2026-04-11;Acionada;0
1167;1454;2026-01-21;2026-04-21;Acionada;0
1168;1455;2025-12-05;2026-03-05;Vigente;0
1169;1456;2025-10-13;2026-01-11;Vigente;0
1170;1458;2025-09-18;2025-12-17;Vigente;0
1171;1459;2026-03-23;2026-06-21;Vigente;0
1172;1461;2025-12-31;2026-03-31;Expirada;0
1173;1465;2025-11-20;2026-02-18;Acionada;1
1174;1466;2025-10-30;2026-01-28;Acionada;0
1175;1467;2026-03-28;2026-06-26;Acionada;0
1176;1468;2026-05-08;2026-08-06;Vigente;0
1177;1469;2026-06-18;2026-09-16;Expirada;0
1178;1470;2026-06-16;2026-09-14;Expirada;0
1179;1471;2026-03-27;2026-06-25;Vigente;0
1180;1472;2025-10-11;2026-01-09;Expirada;0
1181;1473;2026-01-21;2026-04-21;Expirada;0
1182;1474;2025-12-01;2026-03-01;Acionada;0
1183;1475;2026-01-07;2026-04-07;Expirada;0
1184;1476;2026-04-01;2026-06-30;Vigente;0
1185;1478;2026-04-05;2026-07-04;Expirada;0
1186;1479;2026-04-21;2026-07-20;Expirada;0
1187;1480;2026-05-21;2026-08-19;Expirada;0
1188;1482;2026-02-15;2026-05-16;Expirada;0
1189;1483;2026-03-21;2026-06-19;Acionada;0
1190;1484;2025-12-16;2026-03-16;Vigente;0
1191;1485;2026-03-19;2026-06-17;Vigente;0
1192;1486;2025-08-18;2025-11-16;Vigente;0
1193;1487;2025-08-01;2025-10-30;Vigente;0
1194;1488;2025-11-02;2026-01-31;Acionada;0
1195;1489;2026-03-18;2026-06-16;Vigente;0
1196;1490;2025-10-15;2026-01-13;Vigente;1
1197;1491;2026-06-15;2026-09-13;Acionada;0
1198;1492;2025-10-15;2026-01-13;Vigente;0
1199;1493;2026-05-01;2026-07-30;Expirada;0
1200;1494;2026-02-04;2026-05-05;Expirada;0
1201;1495;2026-07-02;2026-09-30;Vigente;0
1202;1496;2025-12-04;2026-03-04;Acionada;0
1203;1497;2025-10-18;2026-01-16;Vigente;0
1204;1498;2025-10-14;2026-01-12;Vigente;0
1205;1499;2025-09-12;2025-12-11;Expirada;0
1206;1500;2026-05-29;2026-08-27;Acionada;0
1207;1504;2025-08-30;2025-11-28;Acionada;0
1208;1505;2025-10-12;2026-01-10;Expirada;0
1209;1506;2026-04-16;2026-07-15;Vigente;0
1210;1507;2026-01-08;2026-04-08;Expirada;0
1211;1508;2026-06-20;2026-09-18;Acionada;0
1212;1509;2026-04-22;2026-07-21;Vigente;0
1213;1510;2025-11-18;2026-02-16;Expirada;1
1214;1511;2026-01-14;2026-04-14;Acionada;0
1215;1512;2026-03-29;2026-06-27;Vigente;0
1216;1514;2026-03-04;2026-06-02;Acionada;0
1217;1515;2026-03-14;2026-06-12;Vigente;0
1218;1516;2026-01-14;2026-04-14;Vigente;0
1219;1517;2025-09-29;2025-12-28;Vigente;0
1220;1518;2025-08-03;2025-11-01;Expirada;1
1221;1519;2025-11-17;2026-02-15;Acionada;0
1222;1520;2026-05-27;2026-08-25;Acionada;0
1223;1521;2025-08-10;2025-11-08;Vigente;0
1224;1522;2025-08-18;2025-11-16;Acionada;0
1225;1523;2026-05-20;2026-08-18;Acionada;0
1226;1525;2025-10-08;2026-01-06;Expirada;0
1227;1526;2025-09-13;2025-12-12;Expirada;0
1228;1527;2025-10-16;2026-01-14;Expirada;0
1229;1528;2026-01-25;2026-04-25;Acionada;0
1230;1530;2026-06-23;2026-09-21;Expirada;1
1231;1531;2026-05-15;2026-08-13;Vigente;0
1232;1532;2025-09-12;2025-12-11;Expirada;0
1233;1533;2025-12-09;2026-03-09;Acionada;0
1234;1534;2025-10-12;2026-01-10;Expirada;0
1235;1535;2025-12-28;2026-03-28;Vigente;0
1236;1536;2025-07-28;2025-10-26;Acionada;0
1237;1537;2026-03-21;2026-06-19;Vigente;0
1238;1538;2026-04-25;2026-07-24;Vigente;0
1239;1539;2026-05-18;2026-08-16;Acionada;0
1240;1540;2025-07-23;2025-10-21;Vigente;0
1241;1541;2025-10-31;2026-01-29;Acionada;0
1242;1542;2026-02-11;2026-05-12;Acionada;0
1243;1543;2025-07-15;2025-10-13;Expirada;0
1244;1544;2026-06-22;2026-09-20;Expirada;0
1245;1545;2026-04-19;2026-07-18;Vigente;0
1246;1546;2025-10-12;2026-01-10;Vigente;0
1247;1547;2026-05-26;2026-08-24;Acionada;0
1248;1549;2025-08-22;2025-11-20;Expirada;0
1249;1550;2025-08-20;2025-11-18;Expirada;0
1250;1551;2025-08-30;2025-11-28;Acionada;0
1251;1552;2025-11-01;2026-01-30;Acionada;0
1252;1553;2026-03-30;2026-06-28;Acionada;0
1253;1554;2026-05-31;2026-08-29;Vigente;0
1254;1555;2025-07-19;2025-10-17;Expirada;0
1255;1556;2026-02-21;2026-05-22;Vigente;0
1256;1558;2025-09-17;2025-12-16;Vigente;1
1257;1559;2025-09-19;2025-12-18;Vigente;0
1258;1560;2026-05-24;2026-08-22;Expirada;0
1259;1561;2025-09-20;2025-12-19;Expirada;0
1260;1562;2026-02-26;2026-05-27;Vigente;0
1261;1564;2026-06-18;2026-09-16;Acionada;0
1262;1565;2026-04-30;2026-07-29;Acionada;0
1263;1566;2026-05-15;2026-08-13;Expirada;1
1264;1567;2026-06-29;2026-09-27;Vigente;0
1265;1568;2026-07-04;2026-10-02;Expirada;0
1266;1569;2025-07-18;2025-10-16;Acionada;0
1267;1570;2026-06-20;2026-09-18;Expirada;0
1268;1571;2026-03-16;2026-06-14;Vigente;0
1269;1572;2025-11-09;2026-02-07;Acionada;0
1270;1573;2026-04-03;2026-07-02;Expirada;0
1271;1574;2025-09-17;2025-12-16;Acionada;0
1272;1575;2026-05-30;2026-08-28;Vigente;0
1273;1576;2026-07-04;2026-10-02;Vigente;0
1274;1577;2026-01-22;2026-04-22;Expirada;0
1275;1579;2025-11-03;2026-02-01;Acionada;0
1276;1580;2026-01-31;2026-05-01;Expirada;0
1277;1581;2026-02-09;2026-05-10;Acionada;0
1278;1582;2025-10-26;2026-01-24;Acionada;0
1279;1583;2025-12-23;2026-03-23;Vigente;0
1280;1584;2026-01-05;2026-04-05;Acionada;0
1281;1585;2025-09-15;2025-12-14;Vigente;0
1282;1586;2026-01-16;2026-04-16;Vigente;0
1283;1588;2026-02-01;2026-05-02;Acionada;0
1284;1589;2026-07-05;2026-10-03;Acionada;0
1285;1590;2026-05-13;2026-08-11;Acionada;0
1286;1591;2026-06-22;2026-09-20;Vigente;0
1287;1592;2026-01-07;2026-04-07;Expirada;0
1288;1593;2026-04-26;2026-07-25;Expirada;0
1289;1595;2025-12-15;2026-03-15;Vigente;0
1290;1596;2026-02-27;2026-05-28;Expirada;0
1291;1597;2025-12-25;2026-03-25;Vigente;0
1292;1600;2025-12-08;2026-03-08;Acionada;0
1293;1601;2025-07-09;2025-10-07;Expirada;0
1294;1602;2025-09-17;2025-12-16;Expirada;0
1295;1603;2026-05-18;2026-08-16;Acionada;0
1296;1605;2025-11-21;2026-02-19;Acionada;0
1297;1606;2025-09-10;2025-12-09;Vigente;0
1298;1607;2026-04-03;2026-07-02;Vigente;0
1299;1609;2026-06-08;2026-09-06;Expirada;0
1300;1610;2025-11-15;2026-02-13;Vigente;0
1301;1611;2026-05-03;2026-08-01;Acionada;0
1302;1612;2026-05-11;2026-08-09;Vigente;0
1303;1613;2025-07-06;2025-10-04;Vigente;0
1304;1615;2026-02-26;2026-05-27;Acionada;0
1305;1616;2025-12-04;2026-03-04;Acionada;0
1306;1617;2026-03-09;2026-06-07;Acionada;1
1307;1618;2026-02-08;2026-05-09;Acionada;0
1308;1619;2026-03-20;2026-06-18;Acionada;0
1309;1620;2026-06-08;2026-09-06;Vigente;0
1310;1621;2026-05-10;2026-08-08;Expirada;0
1311;1622;2025-11-26;2026-02-24;Acionada;0
1312;1623;2026-01-16;2026-04-16;Acionada;0
1313;1624;2026-05-30;2026-08-28;Vigente;1
1314;1625;2025-12-08;2026-03-08;Vigente;0
1315;1626;2026-03-05;2026-06-03;Vigente;0
1316;1627;2025-12-26;2026-03-26;Acionada;0
1317;1628;2025-12-25;2026-03-25;Acionada;1
1318;1629;2026-02-14;2026-05-15;Expirada;0
1319;1630;2026-02-12;2026-05-13;Acionada;0
1320;1632;2026-02-09;2026-05-10;Expirada;0
1321;1633;2026-05-23;2026-08-21;Expirada;0
1322;1635;2025-08-17;2025-11-15;Expirada;0
1323;1636;2026-04-02;2026-07-01;Vigente;0
1324;1637;2025-11-24;2026-02-22;Vigente;0
1325;1638;2025-12-12;2026-03-12;Acionada;0
1326;1639;2025-07-11;2025-10-09;Acionada;0
1327;1640;2026-05-27;2026-08-25;Acionada;0
1328;1641;2026-02-14;2026-05-15;Expirada;0
1329;1642;2025-11-04;2026-02-02;Vigente;0
1330;1643;2025-07-18;2025-10-16;Acionada;0
1331;1644;2026-07-13;2026-10-11;Expirada;0
1332;1645;2025-10-25;2026-01-23;Acionada;0
1333;1646;2026-05-31;2026-08-29;Acionada;0
1334;1647;2025-12-04;2026-03-04;Vigente;0
1335;1648;2026-05-10;2026-08-08;Acionada;0
1336;1649;2026-01-24;2026-04-24;Vigente;1
1337;1650;2025-07-06;2025-10-04;Expirada;0
1338;1651;2025-12-25;2026-03-25;Expirada;0
1339;1652;2025-11-16;2026-02-14;Vigente;0
1340;1654;2025-11-01;2026-01-30;Expirada;0
1341;1655;2026-04-22;2026-07-21;Expirada;0
1342;1657;2025-09-06;2025-12-05;Vigente;0
1343;1658;2026-04-26;2026-07-25;Vigente;0
1344;1659;2025-10-03;2026-01-01;Expirada;0
1345;1660;2026-01-02;2026-04-02;Expirada;0
1346;1661;2026-06-16;2026-09-14;Acionada;0
1347;1662;2026-06-14;2026-09-12;Vigente;0
1348;1663;2025-07-23;2025-10-21;Acionada;0
1349;1664;2025-08-25;2025-11-23;Vigente;0
1350;1665;2026-06-17;2026-09-15;Vigente;0
1351;1666;2026-01-26;2026-04-26;Acionada;0
1352;1668;2025-10-28;2026-01-26;Acionada;0
1353;1669;2025-11-22;2026-02-20;Acionada;0
1354;1671;2025-08-12;2025-11-10;Acionada;0
1355;1672;2025-08-01;2025-10-30;Expirada;0
1356;1673;2026-02-05;2026-05-06;Vigente;0
1357;1674;2026-05-13;2026-08-11;Expirada;0
1358;1675;2025-07-09;2025-10-07;Expirada;0
1359;1677;2025-07-20;2025-10-18;Expirada;0
1360;1678;2025-09-14;2025-12-13;Expirada;0
1361;1679;2026-05-03;2026-08-01;Expirada;0
1362;1681;2026-01-11;2026-04-11;Acionada;0
1363;1682;2026-02-26;2026-05-27;Vigente;0
1364;1683;2025-09-11;2025-12-10;Expirada;0
1365;1684;2025-07-29;2025-10-27;Expirada;0
1366;1685;2026-05-26;2026-08-24;Acionada;0
1367;1686;2025-11-28;2026-02-26;Expirada;1
1368;1687;2025-09-03;2025-12-02;Vigente;0
1369;1688;2026-04-22;2026-07-21;Vigente;0
1370;1689;2025-08-02;2025-10-31;Acionada;0
1371;1690;2025-12-04;2026-03-04;Expirada;0
1372;1691;2025-11-05;2026-02-03;Acionada;1
1373;1693;2026-02-04;2026-05-05;Vigente;0
1374;1694;2025-09-07;2025-12-06;Expirada;0
1375;1695;2025-08-28;2025-11-26;Acionada;0
1376;1696;2025-07-24;2025-10-22;Acionada;0
1377;1699;2025-09-01;2025-11-30;Expirada;0
1378;1700;2026-02-10;2026-05-11;Acionada;0
1379;1701;2025-12-14;2026-03-14;Vigente;0
1380;1702;2025-09-01;2025-11-30;Vigente;0
1381;1704;2026-01-28;2026-04-28;Acionada;0
1382;1705;2026-06-05;2026-09-03;Vigente;0
1383;1707;2025-12-11;2026-03-11;Expirada;0
1384;1708;2025-08-28;2025-11-26;Vigente;0
1385;1709;2026-05-11;2026-08-09;Expirada;0
1386;1710;2025-08-30;2025-11-28;Expirada;0
1387;1711;2025-10-15;2026-01-13;Expirada;0
1388;1712;2026-01-16;2026-04-16;Vigente;0
1389;1713;2026-04-16;2026-07-15;Acionada;0
1390;1714;2026-07-03;2026-10-01;Acionada;1
1391;1715;2025-12-03;2026-03-03;Vigente;1
1392;1716;2026-04-24;2026-07-23;Acionada;0
1393;1717;2026-05-25;2026-08-23;Vigente;0
1394;1718;2026-05-18;2026-08-16;Expirada;0
1395;1719;2025-12-22;2026-03-22;Vigente;0
1396;1720;2025-07-26;2025-10-24;Vigente;0
1397;1721;2026-02-19;2026-05-20;Acionada;1
1398;1722;2025-08-21;2025-11-19;Acionada;1
1399;1723;2026-01-17;2026-04-17;Vigente;0
1400;1724;2025-08-31;2025-11-29;Vigente;0
1401;1726;2026-06-20;2026-09-18;Acionada;0
1402;1727;2026-04-27;2026-07-26;Acionada;0
1403;1728;2025-08-10;2025-11-08;Expirada;0
1404;1729;2025-10-28;2026-01-26;Vigente;0
1405;1730;2025-10-31;2026-01-29;Vigente;0
1406;1731;2026-06-17;2026-09-15;Acionada;0
1407;1732;2025-08-26;2025-11-24;Expirada;0
1408;1733;2025-07-19;2025-10-17;Vigente;0
1409;1734;2026-05-28;2026-08-26;Expirada;0
1410;1735;2026-05-15;2026-08-13;Vigente;0
1411;1736;2026-02-12;2026-05-13;Acionada;0
1412;1737;2026-02-25;2026-05-26;Expirada;0
1413;1738;2026-04-30;2026-07-29;Vigente;0
1414;1739;2025-07-13;2025-10-11;Acionada;0
1415;1740;2025-08-21;2025-11-19;Vigente;0
1416;1741;2026-02-10;2026-05-11;Expirada;0
1417;1742;2025-08-16;2025-11-14;Vigente;0
1418;1743;2026-02-19;2026-05-20;Vigente;0
1419;1744;2026-03-04;2026-06-02;Acionada;0
1420;1745;2025-08-04;2025-11-02;Acionada;0
1421;1746;2025-08-21;2025-11-19;Vigente;0
1422;1747;2025-12-03;2026-03-03;Acionada;0
1423;1748;2026-04-04;2026-07-03;Acionada;0
1424;1749;2026-03-22;2026-06-20;Expirada;1
1425;1750;2025-08-24;2025-11-22;Vigente;0
1426;1751;2026-01-11;2026-04-11;Vigente;0
1427;1753;2026-05-10;2026-08-08;Expirada;0
1428;1754;2025-11-29;2026-02-27;Vigente;0
1429;1755;2025-08-19;2025-11-17;Acionada;0
1430;1756;2026-06-06;2026-09-04;Expirada;0
1431;1757;2026-05-16;2026-08-14;Expirada;0
1432;1758;2026-06-29;2026-09-27;Expirada;0
1433;1759;2026-04-20;2026-07-19;Vigente;0
1434;1760;2025-07-22;2025-10-20;Acionada;0
1435;1761;2026-05-23;2026-08-21;Acionada;0
1436;1762;2026-01-13;2026-04-13;Acionada;0
1437;1763;2025-12-28;2026-03-28;Vigente;0
1438;1764;2025-08-20;2025-11-18;Acionada;0
1439;1765;2025-11-29;2026-02-27;Acionada;0
1440;1768;2026-01-18;2026-04-18;Vigente;0
1441;1770;2026-05-23;2026-08-21;Acionada;0
1442;1771;2026-03-25;2026-06-23;Acionada;0
1443;1772;2025-07-07;2025-10-05;Vigente;0
1444;1773;2025-12-12;2026-03-12;Expirada;0
1445;1774;2026-03-12;2026-06-10;Acionada;0
1446;1775;2026-04-24;2026-07-23;Acionada;0
1447;1776;2026-02-16;2026-05-17;Acionada;0
1448;1778;2025-12-27;2026-03-27;Acionada;0
1449;1779;2026-02-02;2026-05-03;Expirada;0
1450;1780;2025-12-29;2026-03-29;Expirada;0
1451;1781;2025-07-28;2025-10-26;Expirada;0
1452;1782;2026-04-06;2026-07-05;Acionada;0
1453;1783;2025-10-02;2025-12-31;Acionada;0
1454;1784;2026-03-12;2026-06-10;Acionada;0
1455;1785;2026-04-16;2026-07-15;Acionada;0
1456;1786;2026-06-19;2026-09-17;Expirada;0
1457;1787;2026-01-01;2026-04-01;Vigente;0
1458;1788;2026-05-01;2026-07-30;Vigente;0
1459;1789;2026-03-19;2026-06-17;Expirada;0
1460;1790;2025-08-31;2025-11-29;Acionada;0
1461;1792;2025-09-21;2025-12-20;Expirada;0
1462;1793;2026-04-17;2026-07-16;Expirada;0
1463;1794;2026-05-23;2026-08-21;Expirada;0
1464;1796;2025-09-25;2025-12-24;Expirada;0
1465;1797;2026-04-11;2026-07-10;Acionada;0
1466;1799;2026-05-24;2026-08-22;Expirada;0
1467;1800;2026-05-25;2026-08-23;Acionada;0
1468;1802;2026-04-04;2026-07-03;Acionada;0
1469;1803;2026-06-21;2026-09-19;Acionada;0
1470;1804;2026-01-04;2026-04-04;Acionada;0
1471;1805;2026-06-30;2026-09-28;Acionada;0
1472;1806;2025-12-04;2026-03-04;Expirada;0
1473;1807;2026-03-07;2026-06-05;Acionada;0
1474;1808;2025-09-23;2025-12-22;Acionada;0
1475;1809;2025-11-08;2026-02-06;Vigente;0
1476;1810;2026-05-13;2026-08-11;Vigente;0
1477;1812;2026-03-11;2026-06-09;Vigente;0
1478;1813;2025-09-02;2025-12-01;Acionada;1
1479;1814;2025-08-23;2025-11-21;Vigente;0
1480;1816;2025-07-15;2025-10-13;Expirada;0
1481;1817;2026-02-04;2026-05-05;Expirada;0
1482;1818;2026-01-13;2026-04-13;Acionada;0
1483;1819;2026-05-05;2026-08-03;Vigente;0
1484;1821;2026-02-06;2026-05-07;Expirada;0
1485;1822;2025-10-10;2026-01-08;Expirada;0
1486;1824;2026-05-08;2026-08-06;Acionada;0
1487;1825;2026-01-07;2026-04-07;Vigente;0
1488;1826;2025-10-12;2026-01-10;Vigente;0
1489;1827;2026-01-07;2026-04-07;Expirada;0
1490;1829;2025-07-27;2025-10-25;Expirada;0
1491;1831;2025-08-27;2025-11-25;Acionada;0
1492;1834;2025-09-12;2025-12-11;Expirada;0
1493;1835;2026-04-04;2026-07-03;Vigente;0
1494;1836;2025-12-14;2026-03-14;Expirada;0
1495;1837;2026-02-20;2026-05-21;Acionada;1
1496;1838;2026-04-09;2026-07-08;Acionada;0
1497;1842;2025-07-26;2025-10-24;Expirada;0
1498;1843;2026-03-08;2026-06-06;Vigente;0
1499;1844;2026-05-26;2026-08-24;Acionada;0
1500;1846;2025-10-20;2026-01-18;Vigente;0
1501;1847;2026-03-27;2026-06-25;Acionada;0
1502;1848;2026-04-08;2026-07-07;Acionada;0
1503;1850;2026-04-23;2026-07-22;Vigente;0
1504;1851;2025-10-08;2026-01-06;Vigente;1
1505;1852;2026-02-25;2026-05-26;Acionada;0
1506;1853;2026-01-22;2026-04-22;Acionada;0
1507;1854;2026-01-25;2026-04-25;Vigente;0
1508;1856;2026-01-26;2026-04-26;Acionada;0
1509;1857;2026-04-19;2026-07-18;Acionada;0
1510;1858;2026-04-27;2026-07-26;Acionada;0
1511;1860;2025-08-25;2025-11-23;Acionada;0
1512;1861;2026-03-07;2026-06-05;Expirada;0
1513;1862;2025-08-06;2025-11-04;Vigente;0
1514;1863;2026-02-07;2026-05-08;Expirada;0
1515;1864;2025-11-05;2026-02-03;Expirada;0
1516;1865;2026-02-28;2026-05-29;Acionada;0
1517;1866;2025-11-05;2026-02-03;Acionada;0
1518;1868;2025-08-23;2025-11-21;Vigente;0
1519;1869;2026-04-14;2026-07-13;Acionada;0
1520;1870;2026-06-04;2026-09-02;Acionada;0
1521;1871;2026-02-05;2026-05-06;Acionada;0
1522;1873;2026-06-29;2026-09-27;Vigente;0
1523;1875;2026-02-15;2026-05-16;Expirada;0
1524;1876;2026-05-17;2026-08-15;Vigente;0
1525;1877;2026-04-30;2026-07-29;Expirada;0
1526;1878;2026-05-23;2026-08-21;Expirada;0
1527;1879;2026-04-28;2026-07-27;Expirada;0
1528;1880;2026-02-19;2026-05-20;Acionada;0
1529;1881;2025-12-21;2026-03-21;Expirada;0
1530;1882;2025-07-15;2025-10-13;Expirada;0
1531;1883;2026-05-11;2026-08-09;Acionada;0
1532;1884;2026-06-22;2026-09-20;Vigente;0
1533;1885;2026-01-17;2026-04-17;Expirada;0
1534;1886;2026-03-27;2026-06-25;Expirada;0
1535;1887;2025-11-30;2026-02-28;Acionada;0
1536;1888;2026-03-16;2026-06-14;Expirada;1
1537;1889;2025-11-21;2026-02-19;Expirada;0
1538;1890;2025-10-21;2026-01-19;Expirada;0
1539;1891;2026-01-24;2026-04-24;Vigente;0
1540;1892;2025-07-16;2025-10-14;Vigente;0
1541;1893;2026-07-03;2026-10-01;Vigente;0
1542;1894;2026-06-27;2026-09-25;Expirada;0
1543;1896;2026-01-12;2026-04-12;Expirada;0
1544;1897;2025-11-14;2026-02-12;Acionada;0
1545;1900;2026-06-10;2026-09-08;Expirada;0
1546;1901;2026-06-02;2026-08-31;Acionada;0
1547;1904;2026-01-26;2026-04-26;Expirada;1
1548;1905;2026-05-10;2026-08-08;Vigente;0
1549;1906;2026-04-21;2026-07-20;Acionada;0
1550;1907;2026-03-18;2026-06-16;Expirada;0
1551;1908;2026-05-18;2026-08-16;Acionada;0
1552;1910;2026-01-04;2026-04-04;Expirada;0
1553;1911;2025-10-01;2025-12-30;Expirada;0
1554;1913;2026-01-17;2026-04-17;Acionada;0
1555;1915;2025-09-05;2025-12-04;Acionada;0
1556;1916;2026-05-02;2026-07-31;Acionada;0
1557;1919;2025-12-07;2026-03-07;Acionada;0
1558;1920;2025-10-21;2026-01-19;Vigente;0
1559;1922;2025-12-30;2026-03-30;Vigente;0
1560;1924;2026-05-09;2026-08-07;Expirada;0
1561;1925;2026-01-29;2026-04-29;Vigente;0
1562;1926;2025-07-11;2025-10-09;Vigente;0
1563;1927;2026-03-11;2026-06-09;Expirada;0
1564;1928;2026-03-29;2026-06-27;Vigente;0
1565;1929;2025-09-08;2025-12-07;Acionada;0
1566;1930;2026-05-03;2026-08-01;Vigente;0
1567;1931;2025-08-07;2025-11-05;Vigente;0
1568;1932;2026-02-12;2026-05-13;Vigente;0
1569;1933;2025-11-09;2026-02-07;Expirada;0
1570;1934;2026-04-27;2026-07-26;Vigente;0
1571;1935;2025-08-02;2025-10-31;Acionada;0
1572;1936;2025-10-13;2026-01-11;Acionada;0
1573;1937;2025-09-04;2025-12-03;Acionada;0
1574;1939;2025-09-06;2025-12-05;Vigente;0
1575;1941;2025-08-28;2025-11-26;Expirada;0
1576;1943;2025-12-14;2026-03-14;Vigente;0
1577;1944;2026-06-25;2026-09-23;Expirada;0
1578;1945;2025-12-06;2026-03-06;Acionada;0
1579;1946;2025-10-20;2026-01-18;Expirada;0
1580;1947;2025-07-12;2025-10-10;Vigente;0
1581;1950;2025-07-24;2025-10-22;Expirada;0
1582;1951;2026-04-22;2026-07-21;Vigente;0
1583;1952;2025-10-26;2026-01-24;Acionada;0
1584;1953;2025-12-13;2026-03-13;Vigente;0
1585;1954;2025-08-25;2025-11-23;Vigente;0
1586;1955;2026-05-31;2026-08-29;Acionada;0
1587;1956;2025-09-08;2025-12-07;Expirada;1
1588;1960;2026-03-24;2026-06-22;Vigente;0
1589;1961;2025-08-04;2025-11-02;Expirada;0
1590;1965;2026-02-03;2026-05-04;Expirada;0
1591;1966;2025-07-20;2025-10-18;Expirada;0
1592;1967;2025-07-21;2025-10-19;Expirada;0
1593;1968;2026-02-12;2026-05-13;Vigente;0
1594;1969;2026-01-13;2026-04-13;Expirada;0
1595;1970;2026-06-16;2026-09-14;Vigente;0
1596;1971;2025-07-03;2025-10-01;Acionada;0
1597;1973;2026-02-12;2026-05-13;Expirada;0
1598;1974;2026-05-14;2026-08-12;Vigente;1
1599;1975;2025-11-18;2026-02-16;Acionada;1
1600;1976;2026-03-07;2026-06-05;Acionada;0
1601;1979;2026-02-22;2026-05-23;Vigente;0
1602;1981;2026-03-14;2026-06-12;Acionada;0
1603;1982;2025-07-10;2025-10-08;Expirada;0
1604;1983;2026-05-29;2026-08-27;Acionada;0
1605;1984;2025-10-07;2026-01-05;Vigente;0
1606;1987;2025-12-26;2026-03-26;Acionada;0
1607;1989;2026-07-01;2026-09-29;Expirada;0
1608;1990;2025-12-31;2026-03-31;Acionada;0
1609;1991;2026-04-22;2026-07-21;Acionada;0
1610;1992;2026-03-21;2026-06-19;Acionada;0
1611;1995;2025-09-07;2025-12-06;Expirada;0
1612;1996;2026-01-10;2026-04-10;Expirada;0
1613;1997;2026-02-07;2026-05-08;Acionada;0
1614;2000;2025-09-21;2025-12-20;Vigente;0
1615;2002;2026-04-29;2026-07-28;Expirada;0
1616;2003;2025-10-14;2026-01-12;Expirada;0
