pagamento_id,matricula_id,competencia,valor,data_vencimento,data_pagamento,status,motivo_rejeicao
11175,932,2025-09-01,99,2025-02-09,,Vencido,fk_invalida:matricula_id
11176,932,2025-10-01,149,2025-02-10,,Vencido,fk_invalida:matricula_id
11178,932,2025-12-01,35,2025-01-12,2025-03-12,Pago,fk_invalida:matricula_id
11179,932,2026-01-01,149,2026-02-01,2026-01-01,Pago,fk_invalida:matricula_id
11182,932,2026-04-01,199,2026-02-04,2026-09-04,Pago,fk_invalida:matricula_id
11185,933,2025-07-01,1199,2025-05-07,2025-04-07,Pago,fk_invalida:matricula_id
11186,933,2025-08-01,149,2025-05-08,2025-09-08,Pago,fk_invalida:matricula_id
11193,933,2026-03-01,399,2026-02-03,2026-08-03,Pago,fk_invalida:matricula_id
11197,934,2025-07-01,99,2025-01-07,2025-02-07,Pago,fk_invalida:matricula_id
11199,934,2025-09-01,199,2025-01-09,,Vencido,fk_invalida:matricula_id
11200,934,2025-10-01,199,2025-01-10,2025-10-10,Pago,fk_invalida:matricula_id
11202,934,2025-12-01,109,2025-01-12,,Vencido,fk_invalida:matricula_id
11211,935,2025-09-01,699,2025-01-09,2025-09-09,Pago,fk_invalida:matricula_id
11212,935,2025-10-01,109,2025-04-10,2025-08-10,Pago,fk_invalida:matricula_id
11213,935,2025-11-01,199,2025-01-11,2025-08-11,Pago,fk_invalida:matricula_id
11221,936,2025-07-01,699,2025-04-07,2025-03-07,Pago,fk_invalida:matricula_id
11223,936,2025-09-01,1199,2025-04-09,,Vencido,fk_invalida:matricula_id
11233,937,2025-07-01,99,2025-05-07,2025-12-07,Pago,fk_invalida:matricula_id
11235,937,2025-09-01,35,2025-01-09,,Vencido,fk_invalida:matricula_id
11236,937,2025-10-01,1199,2025-04-10,2025-06-10,Pago,fk_invalida:matricula_id
11244,937,2026-06-01,1199,2026-01-06,2026-03-06,Pago,fk_invalida:matricula_id
11252,938,2026-02-01,99,2026-01-02,2026-03-02,Pago,fk_invalida:matricula_id
11258,939,2025-08-01,99,2025-03-08,2025-08-08,Pago,fk_invalida:matricula_id
11259,939,2025-09-01,699,2025-03-09,2025-09-09,Pago,fk_invalida:matricula_id
11260,939,2025-10-01,149,2025-04-10,2025-03-10,Pago,fk_invalida:matricula_id
11269,940,2025-07-01,1199,2025-03-07,2025-08-07,Pago,fk_invalida:matricula_id
11271,940,2025-09-01,199,2025-02-09,2025-12-09,Pago,fk_invalida:matricula_id
11272,940,2025-10-01,35,2025-01-10,2025-09-10,Pago,fk_invalida:matricula_id
11277,940,2026-03-01,199,2026-03-03,2026-10-03,Pago,fk_invalida:matricula_id
11286,941,2025-12-01,35,2025-01-12,2025-09-12,Pago,fk_invalida:matricula_id
11293,942,2025-07-01,199,2025-02-07,,Vencido,fk_invalida:matricula_id
11298,942,2025-12-01,699,2025-03-12,2025-11-12,Pago,fk_invalida:matricula_id
11302,942,2026-04-01,109,2026-01-04,2026-11-04,Pago,fk_invalida:matricula_id
11303,942,2026-05-01,99,2026-02-05,2026-04-05,Pago,fk_invalida:matricula_id
11308,943,2025-10-01,149,2025-01-10,,Vencido,fk_invalida:matricula_id
11309,943,2025-11-01,149,2025-03-11,2025-08-11,Pago,fk_invalida:matricula_id
11317,944,2025-07-01,1199,2025-01-07,2025-12-07,Pago,fk_invalida:matricula_id
11319,944,2025-09-01,99,2025-03-09,2025-05-09,Pago,fk_invalida:matricula_id
11320,944,2025-10-01,35,2025-04-10,2025-06-10,Pago,fk_invalida:matricula_id
11329,945,2025-07-01,1199,2025-01-07,,Vencido,fk_invalida:matricula_id
11330,945,2025-08-01,699,2025-02-08,2025-09-08,Pago,fk_invalida:matricula_id
11334,945,2025-12-01,399,2025-02-12,2025-02-12,Pago,fk_invalida:matricula_id
11341,946,2025-07-01,199,2025-01-07,2025-10-07,Pago,fk_invalida:matricula_id
11345,946,2025-11-01,35,2025-01-11,2025-10-11,Pago,fk_invalida:matricula_id
11349,946,2026-03-01,699,2026-03-03,2026-10-03,Pago,fk_invalida:matricula_id
11353,947,2025-07-01,1199,2025-04-07,2025-11-07,Pago,fk_invalida:matricula_id
11355,947,2025-09-01,699,2025-03-09,2025-03-09,Pago,fk_invalida:matricula_id
11357,947,2025-11-01,399,2025-02-11,2025-06-11,Pago,fk_invalida:matricula_id
11369,948,2025-11-01,1199,2025-03-11,2025-01-11,Pago,fk_invalida:matricula_id
11373,948,2026-03-01,35,2026-02-03,2026-06-03,Pago,fk_invalida:matricula_id
11376,948,2026-06-01,399,2026-01-06,2026-10-06,Pago,fk_invalida:matricula_id
11378,949,2025-08-01,1199,2025-04-08,2025-05-08,Pago,fk_invalida:matricula_id
11382,949,2025-12-01,35,2025-01-12,2025-04-12,Pago,fk_invalida:matricula_id
11389,950,2025-07-01,35,2025-05-07,2025-02-07,Pago,fk_invalida:matricula_id
11392,950,2025-10-01,399,2025-02-10,2025-06-10,Pago,fk_invalida:matricula_id
11401,951,2025-07-01,99,2025-05-07,2025-11-07,Pago,fk_invalida:matricula_id
11404,951,2025-10-01,99,2025-04-10,2025-12-10,Pago,fk_invalida:matricula_id
11409,951,2026-03-01,109,2026-01-03,2026-07-03,Pago,fk_invalida:matricula_id
11415,952,2025-09-01,99,2025-01-09,2025-08-09,Pago,fk_invalida:matricula_id
11417,952,2025-11-01,399,2025-02-11,2025-03-11,Pago,fk_invalida:matricula_id
11422,952,2026-04-01,149,2026-02-04,2026-06-04,Pago,fk_invalida:matricula_id
11425,953,2025-07-01,149,2025-06-07,2025-09-07,Pago,fk_invalida:matricula_id
11426,953,2025-08-01,199,2025-04-08,,Vencido,fk_invalida:matricula_id
11427,953,2025-09-01,99,2025-03-09,2025-09-09,Pago,fk_invalida:matricula_id
11434,953,2026-04-01,399,2026-01-04,2026-04-04,Pago,fk_invalida:matricula_id
11439,954,2025-09-01,199,2025-04-09,2025-04-09,Pago,fk_invalida:matricula_id
11452,955,2025-10-01,149,2025-01-10,2025-10-10,Pago,fk_invalida:matricula_id
11453,955,2025-11-01,109,2025-03-11,2025-11-11,Pago,fk_invalida:matricula_id
11457,955,2026-03-01,149,2026-02-03,2026-08-03,Pago,fk_invalida:matricula_id
11461,956,2025-07-01,199,2025-02-07,2025-10-07,Pago,fk_invalida:matricula_id
11465,956,2025-11-01,1199,2025-03-11,2025-08-11,Pago,fk_invalida:matricula_id
11469,956,2026-03-01,35,2026-03-03,2026-05-03,Pago,fk_invalida:matricula_id
11473,957,2025-07-01,199,2025-04-07,2025-06-07,Pago,fk_invalida:matricula_id
11483,957,2026-05-01,109,2026-02-05,2026-01-05,Pago,fk_invalida:matricula_id
11484,957,2026-06-01,109,2026-01-06,2026-10-06,Pago,fk_invalida:matricula_id
11485,958,2025-07-01,199,2025-04-07,2025-08-07,Pago,fk_invalida:matricula_id
11493,958,2026-03-01,109,2026-01-03,2026-12-03,Pago,fk_invalida:matricula_id
11498,959,2025-08-01,109,2025-01-08,2025-07-08,Pago,fk_invalida:matricula_id
11500,959,2025-10-01,1199,2025-02-10,2025-03-10,Pago,fk_invalida:matricula_id
11503,959,2026-01-01,1199,2026-02-01,2026-01-01,Pago,fk_invalida:matricula_id
11504,959,2026-02-01,699,2026-01-02,2026-11-02,Pago,fk_invalida:matricula_id
11510,960,2025-08-01,699,2025-01-08,2025-04-08,Pago,fk_invalida:matricula_id
11512,960,2025-10-01,99,2025-02-10,2025-07-10,Pago,fk_invalida:matricula_id
11517,960,2026-03-01,99,2026-02-03,,Vencido,fk_invalida:matricula_id
11521,961,2025-07-01,399,2025-02-07,2025-05-07,Pago,fk_invalida:matricula_id
11524,961,2025-10-01,109,2025-01-10,2025-10-10,Pago,fk_invalida:matricula_id
11533,962,2025-07-01,99,2025-01-07,2025-09-07,Pago,fk_invalida:matricula_id
11535,962,2025-09-01,199,2025-04-09,2025-06-09,Pago,fk_invalida:matricula_id
11536,962,2025-10-01,35,2025-03-10,2025-03-10,Pago,fk_invalida:matricula_id
11537,962,2025-11-01,1199,2025-03-11,,Vencido,fk_invalida:matricula_id
11543,962,2026-05-01,1199,2026-02-05,,Vencido,fk_invalida:matricula_id
11544,962,2026-06-01,149,2026-01-06,,Vencido,fk_invalida:matricula_id
11547,963,2025-09-01,99,2025-03-09,2025-09-09,Pago,fk_invalida:matricula_id
11550,963,2025-12-01,1199,2025-02-12,2025-11-12,Pago,fk_invalida:matricula_id
11558,964,2025-08-01,699,2025-02-08,2025-12-08,Pago,fk_invalida:matricula_id
11559,964,2025-09-01,35,2025-02-09,2025-03-09,Pago,fk_invalida:matricula_id
11560,964,2025-10-01,699,2025-02-10,2025-02-10,Pago,fk_invalida:matricula_id
11564,964,2026-02-01,399,2026-01-02,2026-06-02,Pago,fk_invalida:matricula_id
11569,965,2025-07-01,399,2025-04-07,2025-03-07,Pago,fk_invalida:matricula_id
11570,965,2025-08-01,149,2025-04-08,,Vencido,fk_invalida:matricula_id
11574,965,2025-12-01,35,2025-02-12,2025-01-12,Pago,fk_invalida:matricula_id
11577,965,2026-03-01,699,2026-03-03,2026-06-03,Pago,fk_invalida:matricula_id
11583,966,2025-09-01,699,2025-01-09,2025-04-09,Pago,fk_invalida:matricula_id
11586,966,2025-12-01,1199,2025-02-12,2025-08-12,Pago,fk_invalida:matricula_id
11589,966,2026-03-01,99,2026-01-03,2026-01-03,Pago,fk_invalida:matricula_id
11590,966,2026-04-01,149,2026-02-04,2026-03-04,Pago,fk_invalida:matricula_id
11595,967,2025-09-01,699,2025-04-09,2025-03-09,Pago,fk_invalida:matricula_id
11597,967,2025-11-01,199,2025-02-11,2025-01-11,Pago,fk_invalida:matricula_id
11599,967,2026-01-01,109,2026-01-01,,Vencido,fk_invalida:matricula_id
11603,967,2026-05-01,1199,2026-02-05,,Vencido,fk_invalida:matricula_id
11605,968,2025-07-01,399,2025-05-07,2025-09-07,Pago,fk_invalida:matricula_id
11609,968,2025-11-01,699,2025-02-11,2025-03-11,Pago,fk_invalida:matricula_id
11612,968,2026-02-01,109,2026-01-02,2026-05-02,Pago,fk_invalida:matricula_id
11617,969,2025-07-01,1199,2025-06-07,2025-12-07,Pago,fk_invalida:matricula_id
11621,969,2025-11-01,109,2025-02-11,2025-04-11,Pago,fk_invalida:matricula_id
11622,969,2025-12-01,99,2025-03-12,,Vencido,fk_invalida:matricula_id
11623,969,2026-01-01,399,2026-01-01,,Vencido,fk_invalida:matricula_id
11628,969,2026-06-01,699,2026-01-06,2026-09-06,Pago,fk_invalida:matricula_id
11629,970,2025-07-01,109,2025-04-07,2025-01-07,Pago,fk_invalida:matricula_id
11631,970,2025-09-01,199,2025-03-09,2025-04-09,Pago,fk_invalida:matricula_id
11633,970,2025-11-01,399,2025-03-11,,Vencido,fk_invalida:matricula_id
11636,970,2026-02-01,199,2026-01-02,2026-12-02,Pago,fk_invalida:matricula_id
11637,970,2026-03-01,199,2026-03-03,2026-03-03,Pago,fk_invalida:matricula_id
11639,970,2026-05-01,99,2026-01-05,2026-11-05,Pago,fk_invalida:matricula_id
11643,971,2025-09-01,149,2025-03-09,2025-02-09,Pago,fk_invalida:matricula_id
11644,971,2025-10-01,35,2025-03-10,2025-06-10,Pago,fk_invalida:matricula_id
11652,971,2026-06-01,1199,2026-01-06,2026-11-06,Pago,fk_invalida:matricula_id
11655,972,2025-09-01,399,2025-04-09,2025-12-09,Pago,fk_invalida:matricula_id
11656,972,2025-10-01,699,2025-04-10,2025-11-10,Pago,fk_invalida:matricula_id
11657,972,2025-11-01,399,2025-03-11,2025-02-11,Pago,fk_invalida:matricula_id
11662,972,2026-04-01,1199,2026-02-04,2026-09-04,Pago,fk_invalida:matricula_id
11666,973,2025-08-01,699,2025-04-08,2025-02-08,Pago,fk_invalida:matricula_id
11667,973,2025-09-01,109,2025-04-09,2025-06-09,Pago,fk_invalida:matricula_id
11668,973,2025-10-01,1199,2025-02-10,2025-02-10,Pago,fk_invalida:matricula_id
11673,973,2026-03-01,99,2026-02-03,2026-01-03,Pago,fk_invalida:matricula_id
11675,973,2026-05-01,699,2026-01-05,,Vencido,fk_invalida:matricula_id
11678,974,2025-08-01,1199,2025-02-08,2025-01-08,Pago,fk_invalida:matricula_id
11679,974,2025-09-01,35,2025-03-09,2025-10-09,Pago,fk_invalida:matricula_id
11683,974,2026-01-01,199,2026-02-01,2026-12-01,Pago,fk_invalida:matricula_id
11689,975,2025-07-01,149,2025-02-07,,Vencido,fk_invalida:matricula_id
11690,975,2025-08-01,35,2025-03-08,2025-02-08,Pago,fk_invalida:matricula_id
11693,975,2025-11-01,199,2025-03-11,2025-05-11,Pago,fk_invalida:matricula_id
11695,975,2026-01-01,399,2026-02-01,2026-06-01,Pago,fk_invalida:matricula_id
11701,976,2025-07-01,149,2025-04-07,2025-07-07,Pago,fk_invalida:matricula_id
11702,976,2025-08-01,149,2025-03-08,,Vencido,fk_invalida:matricula_id
11703,976,2025-09-01,99,2025-01-09,2025-05-09,Pago,fk_invalida:matricula_id
11704,976,2025-10-01,199,2025-03-10,2025-07-10,Pago,fk_invalida:matricula_id
11705,976,2025-11-01,149,2025-02-11,2025-11-11,Pago,fk_invalida:matricula_id
11726,978,2025-08-01,35,2025-03-08,,Vencido,fk_invalida:matricula_id
11727,978,2025-09-01,399,2025-01-09,,Vencido,fk_invalida:matricula_id
11732,978,2026-02-01,1199,2026-01-02,2026-04-02,Pago,fk_invalida:matricula_id
11739,979,2025-09-01,149,2025-02-09,2025-03-09,Pago,fk_invalida:matricula_id
11743,979,2026-01-01,399,2026-01-01,2026-12-01,Pago,fk_invalida:matricula_id
11745,979,2026-03-01,99,2026-03-03,2026-03-03,Pago,fk_invalida:matricula_id
11749,980,2025-07-01,699,2025-03-07,2025-07-07,Pago,fk_invalida:matricula_id
11750,980,2025-08-01,399,2025-05-08,2025-09-08,Pago,fk_invalida:matricula_id
11753,980,2025-11-01,199,2025-01-11,2025-07-11,Pago,fk_invalida:matricula_id
11754,980,2025-12-01,99,2025-03-12,,Vencido,fk_invalida:matricula_id
11755,980,2026-01-01,149,2026-02-01,2026-06-01,Pago,fk_invalida:matricula_id
11758,980,2026-04-01,1199,2026-02-04,2026-02-04,Pago,fk_invalida:matricula_id
11762,981,2025-08-01,1199,2025-04-08,2025-03-08,Pago,fk_invalida:matricula_id
11765,981,2025-11-01,199,2025-03-11,2025-04-11,Pago,fk_invalida:matricula_id
11767,981,2026-01-01,149,2026-01-01,2026-12-01,Pago,fk_invalida:matricula_id
11771,981,2026-05-01,399,2026-02-05,2026-02-05,Pago,fk_invalida:matricula_id
11772,981,2026-06-01,1199,2026-01-06,2026-06-06,Pago,fk_invalida:matricula_id
11773,982,2025-07-01,99,2025-02-07,2025-03-07,Pago,fk_invalida:matricula_id
11777,982,2025-11-01,399,2025-02-11,,Vencido,fk_invalida:matricula_id
11778,982,2025-12-01,109,2025-02-12,2025-10-12,Pago,fk_invalida:matricula_id
11781,982,2026-03-01,109,2026-03-03,,Vencido,fk_invalida:matricula_id
11785,983,2025-07-01,149,2025-04-07,2025-03-07,Pago,fk_invalida:matricula_id
11786,983,2025-08-01,1199,2025-04-08,2025-09-08,Pago,fk_invalida:matricula_id
11789,983,2025-11-01,399,2025-03-11,2025-02-11,Pago,fk_invalida:matricula_id
11791,983,2026-01-01,199,2026-02-01,2026-10-01,Pago,fk_invalida:matricula_id
11795,983,2026-05-01,199,2026-01-05,2026-01-05,Pago,fk_invalida:matricula_id
11796,983,2026-06-01,149,2026-01-06,2026-11-06,Pago,fk_invalida:matricula_id
11797,984,2025-07-01,199,2025-06-07,2025-06-07,Pago,fk_invalida:matricula_id
11799,984,2025-09-01,1199,2025-02-09,2025-03-09,Pago,fk_invalida:matricula_id
11800,984,2025-10-01,399,2025-04-10,,Vencido,fk_invalida:matricula_id
11801,984,2025-11-01,399,2025-01-11,2025-05-11,Pago,fk_invalida:matricula_id
11805,984,2026-03-01,1199,2026-01-03,2026-09-03,Pago,fk_invalida:matricula_id
11809,985,2025-07-01,99,2025-01-07,2025-11-07,Pago,fk_invalida:matricula_id
11810,985,2025-08-01,399,2025-04-08,,Vencido,fk_invalida:matricula_id
11813,985,2025-11-01,199,2025-03-11,2025-01-11,Pago,fk_invalida:matricula_id
11815,985,2026-01-01,399,2026-02-01,2026-02-01,Pago,fk_invalida:matricula_id
11819,985,2026-05-01,109,2026-01-05,2026-04-05,Pago,fk_invalida:matricula_id
11823,986,2025-09-01,1199,2025-02-09,2025-11-09,Pago,fk_invalida:matricula_id
11825,986,2025-11-01,699,2025-02-11,,Vencido,fk_invalida:matricula_id
11826,986,2025-12-01,199,2025-01-12,2025-01-12,Pago,fk_invalida:matricula_id
11833,987,2025-07-01,399,2025-02-07,2025-01-07,Pago,fk_invalida:matricula_id
11842,987,2026-04-01,1199,2026-02-04,2026-02-04,Pago,fk_invalida:matricula_id
11845,988,2025-07-01,109,2025-06-07,2025-03-07,Pago,fk_invalida:matricula_id
11846,988,2025-08-01,699,2025-01-08,,Vencido,fk_invalida:matricula_id
11854,988,2026-04-01,399,2026-02-04,2026-01-04,Pago,fk_invalida:matricula_id
11860,989,2025-10-01,149,2025-03-10,2025-10-10,Pago,fk_invalida:matricula_id
11862,989,2025-12-01,109,2025-02-12,,Vencido,fk_invalida:matricula_id
11866,989,2026-04-01,699,2026-01-04,2026-07-04,Pago,fk_invalida:matricula_id
11869,990,2025-07-01,399,2025-06-07,2025-11-07,Pago,fk_invalida:matricula_id
11870,990,2025-08-01,399,2025-01-08,2025-11-08,Pago,fk_invalida:matricula_id
11871,990,2025-09-01,35,2025-04-09,2025-08-09,Pago,fk_invalida:matricula_id
11872,990,2025-10-01,1199,2025-04-10,2025-02-10,Pago,fk_invalida:matricula_id
11873,990,2025-11-01,149,2025-03-11,2025-03-11,Pago,fk_invalida:matricula_id
11875,990,2026-01-01,149,2026-02-01,2026-12-01,Pago,fk_invalida:matricula_id
11881,991,2025-07-01,699,2025-03-07,2025-12-07,Pago,fk_invalida:matricula_id
11882,991,2025-08-01,109,2025-02-08,2025-01-08,Pago,fk_invalida:matricula_id
11883,991,2025-09-01,35,2025-01-09,,Vencido,fk_invalida:matricula_id
11884,991,2025-10-01,109,2025-02-10,2025-03-10,Pago,fk_invalida:matricula_id
11885,991,2025-11-01,109,2025-03-11,2025-06-11,Pago,fk_invalida:matricula_id
11889,991,2026-03-01,699,2026-02-03,2026-11-03,Pago,fk_invalida:matricula_id
11895,992,2025-09-01,1199,2025-01-09,2025-05-09,Pago,fk_invalida:matricula_id
11896,992,2025-10-01,1199,2025-01-10,,Vencido,fk_invalida:matricula_id
11902,992,2026-04-01,1199,2026-01-04,2026-08-04,Pago,fk_invalida:matricula_id
11905,993,2025-07-01,199,2025-01-07,2025-09-07,Pago,fk_invalida:matricula_id
11906,993,2025-08-01,199,2025-01-08,2025-09-08,Pago,fk_invalida:matricula_id
11908,993,2025-10-01,199,2025-03-10,2025-07-10,Pago,fk_invalida:matricula_id
11909,993,2025-11-01,35,2025-01-11,2025-11-11,Pago,fk_invalida:matricula_id
11918,994,2025-08-01,99,2025-02-08,2025-12-08,Pago,fk_invalida:matricula_id
11932,995,2025-10-01,99,2025-03-10,2025-11-10,Pago,fk_invalida:matricula_id
11933,995,2025-11-01,109,2025-01-11,2025-02-11,Pago,fk_invalida:matricula_id
11948,996,2026-02-01,399,2026-01-02,2026-02-02,Pago,fk_invalida:matricula_id
11953,997,2025-07-01,35,2025-02-07,2025-07-07,Pago,fk_invalida:matricula_id
11955,997,2025-09-01,35,2025-03-09,2025-08-09,Pago,fk_invalida:matricula_id
11959,997,2026-01-01,699,2026-02-01,2026-05-01,Pago,fk_invalida:matricula_id
11960,997,2026-02-01,699,2026-01-02,2026-09-02,Pago,fk_invalida:matricula_id
11965,998,2025-07-01,199,2025-02-07,2025-10-07,Pago,fk_invalida:matricula_id
11969,998,2025-11-01,399,2025-03-11,2025-02-11,Pago,fk_invalida:matricula_id
11977,999,2025-07-01,699,2025-05-07,,Vencido,fk_invalida:matricula_id
11978,999,2025-08-01,109,2025-01-08,,Vencido,fk_invalida:matricula_id
11980,999,2025-10-01,149,2025-04-10,2025-11-10,Pago,fk_invalida:matricula_id
11992,1000,2025-10-01,109,2025-03-10,2025-03-10,Pago,fk_invalida:matricula_id
11994,1000,2025-12-01,149,2025-03-12,2025-04-12,Pago,fk_invalida:matricula_id
11997,1000,2026-03-01,35,2026-01-03,2026-02-03,Pago,fk_invalida:matricula_id
12002,1001,2025-08-01,399,2025-02-08,2025-08-08,Pago,fk_invalida:matricula_id
12005,1001,2025-11-01,99,2025-02-11,2025-06-11,Pago,fk_invalida:matricula_id
12011,1001,2026-05-01,199,2026-02-05,2026-04-05,Pago,fk_invalida:matricula_id
12019,1002,2026-01-01,109,2026-01-01,2026-11-01,Pago,fk_invalida:matricula_id
12023,1002,2026-05-01,699,2026-01-05,2026-09-05,Pago,fk_invalida:matricula_id
12028,1003,2025-10-01,35,2025-02-10,2025-09-10,Pago,fk_invalida:matricula_id
12031,1003,2026-01-01,99,2026-02-01,2026-10-01,Pago,fk_invalida:matricula_id
12035,1003,2026-05-01,199,2026-02-05,,Vencido,fk_invalida:matricula_id
12036,1003,2026-06-01,399,2026-01-06,2026-08-06,Pago,fk_invalida:matricula_id
12037,1004,2025-07-01,35,2025-04-07,2025-09-07,Pago,fk_invalida:matricula_id
12038,1004,2025-08-01,149,2025-01-08,2025-01-08,Pago,fk_invalida:matricula_id
12039,1004,2025-09-01,1199,2025-02-09,2025-10-09,Pago,fk_invalida:matricula_id
12040,1004,2025-10-01,699,2025-03-10,2025-02-10,Pago,fk_invalida:matricula_id
12045,1004,2026-03-01,99,2026-02-03,2026-02-03,Pago,fk_invalida:matricula_id
12048,1004,2026-06-01,99,2026-01-06,2026-07-06,Pago,fk_invalida:matricula_id
12049,1005,2025-07-01,399,2025-04-07,2025-12-07,Pago,fk_invalida:matricula_id
12052,1005,2025-10-01,699,2025-01-10,2025-08-10,Pago,fk_invalida:matricula_id
12053,1005,2025-11-01,99,2025-01-11,2025-11-11,Pago,fk_invalida:matricula_id
12055,1005,2026-01-01,399,2026-01-01,2026-01-01,Pago,fk_invalida:matricula_id
12063,1006,2025-09-01,699,2025-02-09,2025-03-09,Pago,fk_invalida:matricula_id
12069,1006,2026-03-01,1199,2026-03-03,,Vencido,fk_invalida:matricula_id
12076,1007,2025-10-01,109,2025-01-10,2025-09-10,Pago,fk_invalida:matricula_id
12077,1007,2025-11-01,399,2025-02-11,2025-10-11,Pago,fk_invalida:matricula_id
12078,1007,2025-12-01,699,2025-03-12,2025-09-12,Pago,fk_invalida:matricula_id
12082,1007,2026-04-01,1199,2026-01-04,2026-10-04,Pago,fk_invalida:matricula_id
12083,1007,2026-05-01,699,2026-02-05,2026-05-05,Pago,fk_invalida:matricula_id
12086,1008,2025-08-01,699,2025-04-08,,Vencido,fk_invalida:matricula_id
12088,1008,2025-10-01,399,2025-02-10,2025-10-10,Pago,fk_invalida:matricula_id
12089,1008,2025-11-01,199,2025-01-11,2025-12-11,Pago,fk_invalida:matricula_id
12098,1009,2025-08-01,109,2025-02-08,2025-12-08,Pago,fk_invalida:matricula_id
12099,1009,2025-09-01,99,2025-04-09,,Vencido,fk_invalida:matricula_id
12100,1009,2025-10-01,35,2025-03-10,2025-05-10,Pago,fk_invalida:matricula_id
12106,1009,2026-04-01,35,2026-01-04,2026-08-04,Pago,fk_invalida:matricula_id
12109,1010,2025-07-01,149,2025-06-07,2025-08-07,Pago,fk_invalida:matricula_id
12111,1010,2025-09-01,149,2025-02-09,2025-01-09,Pago,fk_invalida:matricula_id
12113,1010,2025-11-01,399,2025-02-11,2025-05-11,Pago,fk_invalida:matricula_id
12114,1010,2025-12-01,699,2025-02-12,2025-03-12,Pago,fk_invalida:matricula_id
12121,1011,2025-07-01,99,2025-05-07,,Vencido,fk_invalida:matricula_id
12122,1011,2025-08-01,699,2025-02-08,2025-11-08,Pago,fk_invalida:matricula_id
12123,1011,2025-09-01,149,2025-04-09,2025-04-09,Pago,fk_invalida:matricula_id
12125,1011,2025-11-01,1199,2025-02-11,2025-09-11,Pago,fk_invalida:matricula_id
12131,1011,2026-05-01,149,2026-01-05,2026-11-05,Pago,fk_invalida:matricula_id
12133,1012,2025-07-01,199,2025-05-07,,Vencido,fk_invalida:matricula_id
12136,1012,2025-10-01,399,2025-03-10,2025-10-10,Pago,fk_invalida:matricula_id
12138,1012,2025-12-01,1199,2025-02-12,2025-06-12,Pago,fk_invalida:matricula_id
12144,1012,2026-06-01,1199,2026-01-06,2026-02-06,Pago,fk_invalida:matricula_id
12146,1013,2025-08-01,399,2025-04-08,2025-05-08,Pago,fk_invalida:matricula_id
12147,1013,2025-09-01,699,2025-02-09,2025-03-09,Pago,fk_invalida:matricula_id
12148,1013,2025-10-01,399,2025-04-10,2025-12-10,Pago,fk_invalida:matricula_id
12154,1013,2026-04-01,399,2026-01-04,2026-11-04,Pago,fk_invalida:matricula_id
12157,1014,2025-07-01,1199,2025-04-07,2025-04-07,Pago,fk_invalida:matricula_id
12164,1014,2026-02-01,199,2026-01-02,2026-01-02,Pago,fk_invalida:matricula_id
12167,1014,2026-05-01,109,2026-01-05,2026-04-05,Pago,fk_invalida:matricula_id
12168,1014,2026-06-01,1199,2026-01-06,2026-03-06,Pago,fk_invalida:matricula_id
12172,1015,2025-10-01,35,2025-02-10,2025-01-10,Pago,fk_invalida:matricula_id
12173,1015,2025-11-01,199,2025-01-11,2025-02-11,Pago,fk_invalida:matricula_id
12175,1015,2026-01-01,1199,2026-01-01,2026-02-01,Pago,fk_invalida:matricula_id
12177,1015,2026-03-01,99,2026-03-03,2026-09-03,Pago,fk_invalida:matricula_id
12191,1016,2026-05-01,399,2026-02-05,2026-03-05,Pago,fk_invalida:matricula_id
12195,1017,2025-09-01,35,2025-02-09,2025-05-09,Pago,fk_invalida:matricula_id
12198,1017,2025-12-01,699,2025-02-12,2025-02-12,Pago,fk_invalida:matricula_id
12206,1018,2025-08-01,109,2025-02-08,2025-05-08,Pago,fk_invalida:matricula_id
12217,1019,2025-07-01,149,2025-02-07,2025-04-07,Pago,fk_invalida:matricula_id
12221,1019,2025-11-01,199,2025-03-11,2025-11-11,Pago,fk_invalida:matricula_id
12223,1019,2026-01-01,699,2026-02-01,2026-05-01,Pago,fk_invalida:matricula_id
12229,1020,2025-07-01,699,2025-03-07,2025-02-07,Pago,fk_invalida:matricula_id
12230,1020,2025-08-01,1199,2025-05-08,2025-08-08,Pago,fk_invalida:matricula_id
12242,1021,2025-08-01,109,2025-01-08,,Vencido,fk_invalida:matricula_id
12243,1021,2025-09-01,99,2025-01-09,,Vencido,fk_invalida:matricula_id
12247,1021,2026-01-01,149,2026-01-01,2026-08-01,Pago,fk_invalida:matricula_id
12254,1022,2025-08-01,109,2025-04-08,2025-04-08,Pago,fk_invalida:matricula_id
12255,1022,2025-09-01,399,2025-03-09,2025-01-09,Pago,fk_invalida:matricula_id
12256,1022,2025-10-01,109,2025-04-10,2025-05-10,Pago,fk_invalida:matricula_id
12261,1022,2026-03-01,149,2026-03-03,2026-12-03,Pago,fk_invalida:matricula_id
12265,1023,2025-07-01,149,2025-01-07,2025-02-07,Pago,fk_invalida:matricula_id
12266,1023,2025-08-01,199,2025-03-08,2025-06-08,Pago,fk_invalida:matricula_id
12268,1023,2025-10-01,699,2025-04-10,2025-09-10,Pago,fk_invalida:matricula_id
12274,1023,2026-04-01,35,2026-01-04,2026-11-04,Pago,fk_invalida:matricula_id
12275,1023,2026-05-01,149,2026-01-05,2026-11-05,Pago,fk_invalida:matricula_id
12280,1024,2025-10-01,399,2025-04-10,,Vencido,fk_invalida:matricula_id
12284,1024,2026-02-01,399,2026-01-02,2026-04-02,Pago,fk_invalida:matricula_id
