loto_id;ativo_id;pessoa_id;cadeado_id;data_inicio;data_fim;motivo;status
LO03105;AT0286;P00970;CD0151;2024-11-27 00:00:00;2025-11-25;Manutenção;Concluído
LO03106;AT0021;P00811;CD0423;2025-04-28 00:00:00;2025-08-16;Manutenção;Concluído
LO03107;AT0177;P00707;CD0694;2025-07-25 00:00:00;2024-03-03;Manutenção;Ativo
LO03108;AT0144;P01257;CD0227;2024-06-19 00:00:00;2025-07-07;Setup;Concluído
LO03109;AT0088;P00112;CD0453;2025-12-11 00:00:00;2026-01-20;Inspeção;Concluído
LO03110;AT0390;P01299;CD0572;2024-07-23 00:00:00;2025-01-26;Manutenção;Concluído
LO03111;AT0281;P00548;CD0542;2024-09-08 00:00:00;2026-06-17;Inspeção;Concluído
LO03112;AT0087;P00654;CD0484;2024-08-01 00:00:00;2024-08-28;Limpeza;Ativo
LO03113;AT0018;P00012;CD0466;2025-11-18 00:00:00;2026-02-14;Limpeza;Concluído
LO03114;AT0032;P01172;CD0690;2025-04-16 00:00:00;2025-09-30;Limpeza;Concluído
LO03115;AT0047;P00614;CD0084;2025-04-21 00:00:00;2024-09-25;Setup;Concluído
LO03116;AT0131;P00996;CD0482;2024-05-01 00:00:00;2025-04-27;Setup;Concluído
LO03117;AT0163;P00607;CD0403;2026-04-05 00:00:00;2025-07-22;Inspeção;Concluído
LO03118;AT0215;P00500;CD0581;2026-02-20 00:00:00;2026-04-20;Setup;Ativo
LO03119;AT0287;P00900;CD0580;2024-06-12 00:00:00;2024-05-05;Manutenção;Cancelado
LO03120;AT0393;P00387;CD0491;2025-03-11 00:00:00;2024-05-19;Limpeza;Concluído
LO03121;AT0160;P01223;CD0124;2025-11-12 00:00:00;2025-03-10;Setup;Concluído
LO03122;AT0259;P00866;CD0378;2024-09-14 00:00:00;2025-04-18;Limpeza;Concluído
LO03123;AT0373;P00348;CD0137;2026-04-02 00:00:00;2026-04-28;Limpeza;Ativo
LO03124;AT0247;P00795;CD0045;2026-07-09 00:00:00;2026-03-23;Setup;Cancelado
LO03125;AT0313;P00962;CD0841;2026-06-28 00:00:00;2025-07-13;Inspeção;Concluído
LO03126;AT0017;P00100;CD0482;2026-05-22 00:00:00;2024-10-20;Setup;Concluído
LO03127;AT0248;P01454;CD0518;2025-11-25 00:00:00;2024-01-02;Setup;Concluído
LO03128;AT0153;P00241;CD0584;2026-03-29 00:00:00;2025-06-25;Limpeza;Concluído
LO03129;AT0380;P00907;CD0839;2026-07-05 00:00:00;2024-05-21;Setup;Concluído
LO03130;AT0275;P00097;CD0343;2024-12-06 00:00:00;2026-07-12;Setup;Concluído
LO03131;AT0106;P00745;CD0826;2026-03-04 00:00:00;2025-09-30;Manutenção;Concluído
LO03132;AT0217;P00186;CD0468;2026-07-23 00:00:00;2024-01-27;Limpeza;Concluído
LO03133;AT0014;P01418;CD0432;2024-12-22 00:00:00;2025-04-04;Limpeza;Concluído
LO03134;AT0075;P00084;CD0357;2025-10-31 00:00:00;2024-06-01;Setup;Ativo
LO03135;AT0041;P00873;CD0119;2025-03-01 00:00:00;2024-01-30;Limpeza;Concluído
LO03136;AT0148;P01328;CD0725;2026-03-18 00:00:00;2025-03-10;Inspeção;Concluído
LO03137;AT0087;P00299;CD0219;2024-07-02 00:00:00;2024-06-05;Manutenção;Concluído
LO03138;AT0266;P00683;CD0049;2025-01-24 00:00:00;2024-06-10;Setup;Ativo
LO03139;AT0109;P00551;CD0780;2024-03-24 00:00:00;2026-01-04;Limpeza;Concluído
LO03140;AT0156;P00306;CD0831;2024-04-24 00:00:00;2026-01-19;Inspeção;Concluído
LO03141;AT0313;P00229;CD0580;2024-07-11 00:00:00;2026-05-01;Manutenção;Concluído
LO03142;AT0186;P00564;CD0038;2024-12-01 00:00:00;2024-01-09;Setup;Concluído
LO03143;AT0134;P01117;CD0110;2026-03-31 00:00:00;2026-06-24;Inspeção;Concluído
LO03144;AT0151;P00504;CD0681;2025-10-30 00:00:00;2026-06-10;Manutenção;Concluído
LO03145;AT0090;P01214;CD0030;2025-08-05 00:00:00;2025-04-21;Inspeção;Concluído
LO03146;AT0333;P00076;CD0035;2024-10-02 00:00:00;2024-05-31;Inspeção;Concluído
LO03147;AT0091;P00136;CD0599;2025-03-04 00:00:00;2024-10-01;Setup;Concluído
LO03148;AT0373;P00300;CD0290;2025-02-05 00:00:00;2024-06-17;Manutenção;Concluído
LO03149;AT0306;P00551;CD0193;2024-03-01 00:00:00;2024-12-03;Setup;Concluído
LO03150;AT0103;P00002;CD0499;2025-01-27 00:00:00;2024-10-05;Inspeção;Concluído
LO03151;AT0146;P00162;CD0115;2024-11-03 00:00:00;2025-07-16;Manutenção;Concluído
LO03152;AT0220;P00885;CD0068;2026-05-01 00:00:00;2024-06-08;Setup;Concluído
LO03153;AT0376;P01499;CD0762;2024-11-24 00:00:00;2026-04-16;Manutenção;Concluído
LO03154;AT0241;P00181;CD0639;2025-02-21 00:00:00;2024-02-02;Limpeza;Concluído
LO03155;AT0151;P01080;CD0055;2025-06-01 00:00:00;2024-11-26;Inspeção;Ativo
LO03156;AT0227;P00113;CD0551;2024-01-30 00:00:00;2024-01-02;Limpeza;Concluído
LO03157;AT0077;P00242;CD0434;2025-09-11 00:00:00;2024-01-18;Manutenção;Concluído
LO03158;AT0208;P00854;CD0410;2025-03-29 00:00:00;2026-05-10;Manutenção;Ativo
LO03159;AT0289;P00069;CD0179;2024-04-28 00:00:00;2024-10-01;Inspeção;Concluído
LO03160;AT0295;P00091;CD0705;2025-09-22 00:00:00;2025-01-23;Limpeza;Concluído
LO03161;AT0001;P01121;CD0200;2026-04-20 00:00:00;2024-12-29;Limpeza;Concluído
LO03162;AT0378;P00151;CD0485;2025-08-07 00:00:00;2024-11-26;Setup;Concluído
LO03163;AT0363;P00558;CD0692;2024-05-30 00:00:00;2025-08-16;Limpeza;Ativo
LO03164;AT0351;P00628;CD0635;2024-10-16 00:00:00;2025-10-18;Limpeza;Concluído
LO03165;AT0412;P01392;CD0814;2025-11-09 00:00:00;2025-12-26;Setup;Concluído
LO03166;AT0198;P00655;CD0829;2025-09-09 00:00:00;2024-02-11;Manutenção;Concluído
LO03167;AT0360;P00718;CD0302;2026-01-07 00:00:00;2026-03-21;Limpeza;Concluído
LO03168;AT0077;P01354;CD0719;2025-10-23 00:00:00;2025-11-02;Limpeza;Concluído
LO03169;AT0262;P00011;CD0172;2024-08-21 00:00:00;2024-07-25;Inspeção;Concluído
LO03170;AT0077;P01420;CD0179;2025-06-17 00:00:00;2024-03-19;Inspeção;Concluído
LO03171;AT0117;P00646;CD0571;2024-11-24 00:00:00;2025-04-03;Inspeção;Concluído
LO03172;AT0031;P00447;CD0159;2025-09-16 00:00:00;2024-08-09;Manutenção;Concluído
LO03173;AT0313;P00781;CD0505;2024-11-25 00:00:00;2026-04-03;Limpeza;Concluído
LO03174;AT0267;P00459;CD0155;2024-03-24 00:00:00;2026-01-26;Limpeza;Concluído
LO03175;AT0160;P01399;CD0391;2024-06-01 00:00:00;2024-07-16;Setup;Concluído
LO03176;AT0359;P00855;CD0196;2025-07-17 00:00:00;2026-02-03;Manutenção;Concluído
LO03177;AT0016;P01003;CD0144;2024-07-15 00:00:00;2026-05-02;Manutenção;Concluído
LO03178;AT0047;P00868;CD0625;2025-08-27 00:00:00;2024-05-12;Limpeza;Concluído
LO03179;AT0184;P00101;CD0524;2026-07-11 00:00:00;2024-10-23;Manutenção;Concluído
LO03180;AT0230;P00369;CD0583;2026-06-01 00:00:00;2026-03-06;Inspeção;Cancelado
LO03181;AT0093;P01328;CD0800;2024-05-01 00:00:00;2025-04-17;Limpeza;Concluído
LO03182;AT0379;P00497;CD0074;2024-03-22 00:00:00;2025-06-21;Inspeção;Concluído
LO03183;AT0208;P01002;CD0054;2026-04-01 00:00:00;2024-09-28;Setup;Concluído
LO03184;AT0248;P00194;CD0147;2024-07-11 00:00:00;2024-05-19;Limpeza;Concluído
LO03185;AT0323;P01184;CD0706;2025-08-13 00:00:00;2025-10-27;Setup;Ativo
LO03186;AT0309;P01481;CD0721;2025-09-07 00:00:00;2025-03-09;Setup;Concluído
LO03187;AT0227;P01366;CD0728;2024-11-27 00:00:00;2025-08-23;Setup;Cancelado
LO03188;AT0307;P00315;CD0278;2025-05-15 00:00:00;2024-02-10;Manutenção;Ativo
LO03189;AT0071;P01014;CD0255;2024-12-25 00:00:00;2024-08-04;Manutenção;Concluído
LO03190;AT0138;P00588;CD0277;2025-06-29 00:00:00;2026-05-12;Manutenção;Ativo
LO03191;AT0062;P00407;CD0631;2026-01-23 00:00:00;2024-10-04;Setup;Concluído
LO03192;AT0140;P01043;CD0203;2024-03-12 00:00:00;2024-03-24;Setup;Concluído
LO03193;AT0078;P00131;CD0152;2025-01-26 00:00:00;2025-09-13;Limpeza;Concluído
LO03194;AT0023;P01216;CD0339;2025-03-29 00:00:00;2025-11-03;Manutenção;Concluído
LO03195;AT0305;P01423;CD0600;2024-10-05 00:00:00;2025-03-19;Limpeza;Concluído
LO03196;AT0088;P00711;CD0820;2026-06-27 00:00:00;2025-08-15;Limpeza;Concluído
LO03197;AT0039;P01287;CD0277;2024-04-13 00:00:00;2025-06-09;Inspeção;Concluído
LO03198;AT0009;P00283;CD0826;2026-06-01 00:00:00;2024-11-20;Manutenção;Ativo
LO03199;AT0359;P01298;CD0149;2024-11-04 00:00:00;2025-01-14;Manutenção;Ativo
LO03200;AT0050;P00150;CD0019;2026-07-18 00:00:00;2025-07-30;Limpeza;Concluído
LO03201;AT0108;P01408;CD0590;2025-05-16 00:00:00;2025-01-05;Limpeza;Concluído
LO03202;AT0060;P00858;CD0802;2026-03-30 00:00:00;2026-06-29;Manutenção;Concluído
LO03203;AT0221;P00607;CD0704;2024-05-11 00:00:00;2025-02-01;Setup;Concluído
LO03204;AT0223;P00059;CD0729;2026-01-11 00:00:00;2025-07-29;Setup;Concluído
LO03205;AT0018;P00076;CD0195;2025-12-10 00:00:00;2024-07-18;Manutenção;Concluído
LO03206;AT0238;P00799;CD0582;2024-12-01 00:00:00;2024-09-29;Limpeza;Concluído
LO03207;AT0269;P00276;CD0123;2025-04-19 00:00:00;2024-11-03;Limpeza;Cancelado
LO03208;AT0420;P00360;CD0345;2024-09-19 00:00:00;2025-03-28;Inspeção;Concluído
LO03209;AT0382;P00585;CD0669;2026-04-27 00:00:00;2026-07-13;Setup;Concluído
LO03210;AT0387;P01119;CD0287;2025-08-14 00:00:00;2025-12-04;Setup;Concluído
LO03211;AT0317;P01106;CD0688;2024-08-13 00:00:00;2026-06-11;Limpeza;Concluído
LO03212;AT0338;P00553;CD0560;2024-02-27 00:00:00;2024-09-02;Manutenção;Ativo
LO03213;AT0189;P00026;CD0480;2024-02-01 00:00:00;2026-07-31;Limpeza;Concluído
LO03214;AT0138;P01271;CD0842;2026-07-16 00:00:00;2025-10-09;Setup;Concluído
LO03215;AT0244;P01268;CD0195;2025-05-11 00:00:00;2024-02-22;Limpeza;Concluído
LO03216;AT0199;P00667;CD0161;2026-07-26 00:00:00;2024-05-28;Setup;Ativo
LO03217;AT0184;P00163;CD0391;2024-02-24 00:00:00;2025-02-21;Inspeção;Concluído
LO03218;AT0408;P01302;CD0021;2025-05-04 00:00:00;2024-05-24;Setup;Concluído
LO03219;AT0162;P00962;CD0065;2025-04-15 00:00:00;2024-06-01;Inspeção;Concluído
LO03220;AT0103;P01423;CD0740;2026-04-20 00:00:00;2025-06-30;Inspeção;Cancelado
LO03221;AT0118;P01230;CD0241;2024-05-01 00:00:00;2026-07-17;Setup;Concluído
LO03222;AT0198;P00311;CD0577;2024-07-04 00:00:00;2025-04-25;Manutenção;Concluído
LO03223;AT0197;P00794;CD0191;2026-07-05 00:00:00;2025-02-06;Limpeza;Concluído
LO03224;AT0300;P01143;CD0724;2026-04-25 00:00:00;2025-11-01;Setup;Concluído
LO03225;AT0371;P01003;CD0057;2024-08-19 00:00:00;2024-04-03;Inspeção;Concluído
LO03226;AT0391;P00255;CD0470;2024-10-05 00:00:00;2026-02-05;Inspeção;Concluído
LO03227;AT0197;P00325;CD0200;2024-12-17 00:00:00;2025-07-14;Manutenção;Concluído
LO03228;AT0050;P00085;CD0027;2024-03-23 00:00:00;2025-08-26;Setup;Concluído
LO03229;AT0127;P00085;CD0495;2024-06-23 00:00:00;2025-09-14;Setup;Concluído
LO03230;AT0287;P00817;CD0138;2026-01-06 00:00:00;2026-05-12;Inspeção;Concluído
LO03231;AT0312;P00865;CD0269;2024-05-11 00:00:00;2025-05-20;Manutenção;Concluído
LO03232;AT0251;P00014;CD0218;2024-07-24 00:00:00;2025-01-25;Limpeza;Concluído
LO03233;AT0295;P00613;CD0040;2025-04-08 00:00:00;2024-05-04;Manutenção;Concluído
LO03234;AT0304;P01077;CD0393;2025-11-05 00:00:00;2024-08-07;Limpeza;Ativo
LO03235;AT0171;P00705;CD0082;2025-03-29 00:00:00;2024-05-06;Setup;Concluído
LO03236;AT0310;P01369;CD0166;2026-05-27 00:00:00;2024-07-06;Manutenção;Concluído
LO03237;AT0405;P00773;CD0042;2026-04-29 00:00:00;2026-04-14;Limpeza;Concluído
LO03238;AT0054;P01116;CD0522;2025-11-17 00:00:00;2024-09-04;Setup;Concluído
LO03239;AT0413;P01127;CD0734;2024-11-04 00:00:00;2024-08-13;Inspeção;Concluído
LO03240;AT0096;P01175;CD0144;2026-01-17 00:00:00;2024-04-04;Manutenção;Concluído
LO03241;AT0228;P00357;CD0428;2026-05-24 00:00:00;2026-04-12;Manutenção;Concluído
LO03242;AT0283;P01276;CD0761;2025-07-25 00:00:00;2026-03-17;Limpeza;Concluído
LO03243;AT0113;P00296;CD0683;2024-08-06 00:00:00;2025-08-01;Limpeza;Concluído
LO03244;AT0075;P00447;CD0421;2025-06-21 00:00:00;2025-04-12;Limpeza;Concluído
LO03245;AT0177;P00322;CD0721;2025-11-15 00:00:00;2024-04-19;Setup;Concluído
LO03246;AT0032;P00917;CD0028;2026-01-17 00:00:00;2025-10-20;Setup;Ativo
LO03247;AT0062;P00018;CD0600;2025-10-15 00:00:00;2025-07-19;Setup;Concluído
LO03248;AT0203;P01060;CD0304;2025-11-11 00:00:00;2024-04-03;Manutenção;Concluído
LO03249;AT0266;P00426;CD0744;2024-04-06 00:00:00;2024-11-17;Limpeza;Cancelado
LO03250;AT0059;P01476;CD0245;2024-03-07 00:00:00;2025-12-13;Manutenção;Ativo
LO03251;AT0340;P01300;CD0111;2025-01-06 00:00:00;2026-01-05;Inspeção;Concluído
LO03252;AT0209;P00306;CD0438;2024-12-05 00:00:00;2025-11-07;Manutenção;Concluído
LO03253;AT0382;P00904;CD0095;2024-01-03 00:00:00;2024-02-15;Setup;Ativo
LO03254;AT0004;P00495;CD0757;2024-05-21 00:00:00;2024-02-12;Manutenção;Concluído
LO03255;AT0400;P00031;CD0155;2024-04-05 00:00:00;2026-03-06;Setup;Concluído
LO03256;AT0197;P01144;CD0774;2026-03-18 00:00:00;2026-05-07;Setup;Concluído
LO03257;AT0393;P00228;CD0464;2024-07-05 00:00:00;2024-10-23;Limpeza;Concluído
LO03258;AT0080;P00430;CD0660;2025-09-30 00:00:00;2024-02-05;Manutenção;Concluído
LO03259;AT0400;P01258;CD0364;2025-10-02 00:00:00;2025-01-25;Inspeção;Concluído
LO03260;AT0154;P00986;CD0514;2026-07-04 00:00:00;2024-08-23;Setup;Cancelado
LO03261;AT0349;P00595;CD0557;2026-03-08 00:00:00;2024-01-18;Setup;Concluído
LO03262;AT0150;P00836;CD0317;2024-05-25 00:00:00;2024-06-26;Inspeção;Concluído
LO03263;AT0312;P01417;CD0817;2024-08-01 00:00:00;2024-03-18;Limpeza;Concluído
LO03264;AT0026;P01355;CD0021;2025-08-13 00:00:00;2025-08-04;Manutenção;Concluído
LO03265;AT0274;P00762;CD0253;2026-02-15 00:00:00;2026-05-26;Inspeção;Concluído
LO03266;AT0318;P00186;CD0240;2025-10-16 00:00:00;2025-07-31;Setup;Concluído
LO03267;AT0143;P01383;CD0447;2025-04-07 00:00:00;2025-09-25;Limpeza;Concluído
LO03268;AT0003;P00637;CD0447;2025-09-25 00:00:00;2025-02-27;Inspeção;Concluído
LO03269;AT0121;P00428;CD0513;2024-01-11 00:00:00;2025-11-25;Limpeza;Ativo
LO03270;AT0114;P00239;CD0082;2025-07-07 00:00:00;2024-12-24;Setup;Concluído
LO03271;AT0343;P00111;CD0724;2024-11-25 00:00:00;2025-08-23;Manutenção;Concluído
LO03272;AT0249;P00542;CD0677;2025-02-13 00:00:00;2024-01-27;Inspeção;Concluído
LO03273;AT0027;P00683;CD0617;2024-10-22 00:00:00;2024-04-07;Manutenção;Concluído
LO03274;AT0040;P01255;CD0502;2024-01-02 00:00:00;2024-01-07;Inspeção;Concluído
LO03275;AT0384;P00953;CD0444;2024-08-28 00:00:00;2025-02-17;Setup;Concluído
LO03276;AT0112;P00832;CD0174;2024-01-02 00:00:00;2024-06-25;Setup;Concluído
LO03277;AT0387;P00755;CD0697;2025-12-26 00:00:00;2025-12-01;Inspeção;Concluído
LO03278;AT0072;P00260;CD0466;2026-04-15 00:00:00;2025-04-08;Limpeza;Cancelado
LO03279;AT0325;P00657;CD0021;2025-11-07 00:00:00;2025-02-20;Manutenção;Concluído
LO03280;AT0354;P00008;CD0470;2026-02-03 00:00:00;2024-10-31;Limpeza;Concluído
LO03281;AT0118;P00363;CD0133;2025-02-26 00:00:00;2026-01-08;Limpeza;Concluído
LO03282;AT0295;P01368;CD0742;2026-06-26 00:00:00;2025-01-09;Inspeção;Concluído
LO03283;AT0315;P01121;CD0405;2026-07-20 00:00:00;2026-01-21;Manutenção;Concluído
LO03284;AT0374;P00499;CD0241;2024-07-15 00:00:00;2024-06-07;Inspeção;Concluído
LO03285;AT0084;P01258;CD0628;2024-12-03 00:00:00;2025-06-09;Inspeção;Concluído
LO03286;AT0058;P00275;CD0770;2024-08-30 00:00:00;2025-11-09;Manutenção;Concluído
LO03287;AT0171;P01257;CD0767;2026-02-12 00:00:00;2024-08-23;Inspeção;Ativo
LO03288;AT0054;P01485;CD0626;2024-09-02 00:00:00;2025-03-30;Manutenção;Concluído
LO03289;AT0318;P00060;CD0342;2026-03-27 00:00:00;2025-09-14;Limpeza;Concluído
LO03290;AT0081;P01346;CD0177;2024-12-30 00:00:00;2024-09-17;Limpeza;Concluído
LO03291;AT0293;P00496;CD0601;2024-12-20 00:00:00;2024-03-09;Manutenção;Concluído
LO03292;AT0357;P00550;CD0108;2025-04-05 00:00:00;2026-06-23;Limpeza;Ativo
LO03293;AT0331;P00445;CD0788;2024-03-02 00:00:00;2025-08-26;Inspeção;Concluído
LO03294;AT0243;P01045;CD0679;2026-03-16 00:00:00;2025-10-26;Manutenção;Concluído
LO03295;AT0132;P00212;CD0675;2024-10-03 00:00:00;2025-04-08;Manutenção;Concluído
LO03296;AT0366;P01215;CD0760;2024-06-07 00:00:00;2025-06-17;Inspeção;Concluído
LO03297;AT0186;P00562;CD0472;2025-12-16 00:00:00;2024-07-16;Manutenção;Concluído
LO03298;AT0201;P00319;CD0056;2025-11-13 00:00:00;2026-02-16;Inspeção;Concluído
LO03299;AT0309;P01066;CD0767;2024-08-30 00:00:00;2025-07-25;Manutenção;Concluído
LO03300;AT0224;P00697;CD0737;2025-01-27 00:00:00;2024-02-11;Manutenção;Ativo
LO03301;AT0190;P00215;CD0052;2025-02-14 00:00:00;2024-06-07;Inspeção;Concluído
LO03302;AT0254;P00846;CD0518;2026-02-03 00:00:00;2026-06-06;Manutenção;Concluído
LO03303;AT0127;P01405;CD0499;2025-01-29 00:00:00;2024-03-20;Inspeção;Concluído
LO03304;AT0312;P00964;CD0729;2025-02-15 00:00:00;2025-11-13;Manutenção;Concluído
LO03305;AT0069;P00477;CD0800;2026-02-12 00:00:00;2025-01-29;Limpeza;Concluído
LO03306;AT0200;P00803;CD0233;2024-03-16 00:00:00;2025-11-29;Setup;Cancelado
LO03307;AT0251;P00915;CD0380;2026-07-28 00:00:00;2026-01-13;Setup;Concluído
LO03308;AT0193;P00321;CD0531;2024-04-20 00:00:00;2024-12-05;Limpeza;Concluído
LO03309;AT0222;P01479;CD0604;2025-05-24 00:00:00;2024-02-19;Manutenção;Ativo
LO03310;AT0271;P00406;CD0574;2024-01-13 00:00:00;2025-11-18;Inspeção;Concluído
LO03311;AT0115;P00057;CD0165;2026-01-11 00:00:00;2025-03-26;Manutenção;Concluído
LO03312;AT0389;P00865;CD0030;2025-10-10 00:00:00;2024-12-06;Limpeza;Concluído
LO03313;AT0245;P00168;CD0321;2024-08-13 00:00:00;2026-07-07;Manutenção;Concluído
LO03314;AT0362;P00589;CD0010;2026-03-05 00:00:00;2025-04-17;Limpeza;Ativo
LO03315;AT0012;P01113;CD0708;2024-06-10 00:00:00;2024-08-26;Limpeza;Concluído
LO03316;AT0126;P01500;CD0560;2024-03-18 00:00:00;2025-12-25;Manutenção;Concluído
LO03317;AT0182;P01345;CD0097;2025-06-03 00:00:00;2026-05-03;Setup;Concluído
LO03318;AT0002;P01009;CD0579;2024-08-18 00:00:00;2026-04-03;Manutenção;Concluído
LO03319;AT0019;P00284;CD0839;2026-06-27 00:00:00;2024-04-17;Setup;Concluído
LO03320;AT0145;P00112;CD0669;2025-01-13 00:00:00;2026-07-31;Limpeza;Concluído
LO03321;AT0327;P00677;CD0809;2025-09-01 00:00:00;2024-04-29;Setup;Concluído
LO03322;AT0390;P01207;CD0516;2024-10-17 00:00:00;2024-02-14;Setup;Concluído
LO03323;AT0349;P00731;CD0097;2026-05-25 00:00:00;2024-10-30;Setup;Concluído
LO03324;AT0192;P00603;CD0697;2025-12-01 00:00:00;2025-08-28;Setup;Concluído
LO03325;AT0349;P01098;CD0074;2025-05-20 00:00:00;2024-12-05;Limpeza;Concluído
LO03326;AT0378;P00272;CD0573;2025-06-20 00:00:00;2026-04-22;Limpeza;Concluído
LO03327;AT0037;P00904;CD0125;2025-10-05 00:00:00;2024-05-18;Limpeza;Concluído
LO03328;AT0280;P00040;CD0416;2025-03-16 00:00:00;2025-03-20;Inspeção;Concluído
LO03329;AT0177;P00298;CD0241;2025-07-08 00:00:00;2025-02-23;Limpeza;Concluído
LO03330;AT0263;P00089;CD0508;2026-03-27 00:00:00;2024-10-31;Inspeção;Concluído
LO03331;AT0350;P00905;CD0399;2024-10-02 00:00:00;2025-05-29;Setup;Cancelado
LO03332;AT0201;P01388;CD0119;2026-03-17 00:00:00;2025-08-15;Manutenção;Concluído
LO03333;AT0158;P00323;CD0489;2025-08-28 00:00:00;2024-02-20;Setup;Concluído
LO03334;AT0305;P00521;CD0700;2026-07-26 00:00:00;2024-10-18;Manutenção;Concluído
LO03335;AT0076;P01275;CD0010;2025-10-16 00:00:00;2025-07-23;Inspeção;Concluído
LO03336;AT0369;P00115;CD0791;2024-03-10 00:00:00;2024-03-28;Limpeza;Concluído
LO03337;AT0286;P01309;CD0416;2024-05-17 00:00:00;2025-05-09;Manutenção;Concluído
LO03338;AT0375;P00347;CD0381;2024-03-03 00:00:00;2026-02-23;Setup;Concluído
LO03339;AT0123;P01284;CD0663;2026-01-28 00:00:00;2026-01-27;Manutenção;Concluído
LO03340;AT0410;P01179;CD0409;2025-08-15 00:00:00;2025-08-19;Manutenção;Concluído
LO03341;AT0005;P00553;CD0351;2025-01-27 00:00:00;2025-12-17;Inspeção;Concluído
LO03342;AT0217;P00564;CD0836;2024-02-29 00:00:00;2024-05-12;Limpeza;Ativo
LO03343;AT0123;P00164;CD0033;2024-06-10 00:00:00;2025-03-07;Manutenção;Concluído
LO03344;AT0100;P00246;CD0224;2024-12-13 00:00:00;2025-06-16;Manutenção;Concluído
LO03345;AT0033;P00057;CD0650;2025-10-07 00:00:00;2025-12-26;Limpeza;Cancelado
LO03346;AT0266;P00355;CD0038;2026-02-20 00:00:00;2025-02-17;Inspeção;Ativo
LO03347;AT0105;P01183;CD0731;2024-07-16 00:00:00;2024-08-26;Inspeção;Concluído
LO03348;AT0042;P00131;CD0829;2024-02-19 00:00:00;2026-01-20;Manutenção;Concluído
LO03349;AT0274;P01275;CD0357;2024-07-01 00:00:00;2025-07-18;Limpeza;Concluído
LO03350;AT0411;P00658;CD0807;2025-06-22 00:00:00;2025-10-05;Manutenção;Concluído
LO03351;AT0119;P00357;CD0484;2025-02-17 00:00:00;2025-07-08;Setup;Concluído
LO03352;AT0379;P00340;CD0531;2026-02-07 00:00:00;2024-10-06;Inspeção;Concluído
LO03353;AT0397;P00488;CD0330;2026-06-26 00:00:00;2025-04-23;Limpeza;Concluído
LO03354;AT0154;P01357;CD0741;2024-12-26 00:00:00;2025-09-10;Setup;Ativo
LO03355;AT0196;P00122;CD0290;2024-07-23 00:00:00;2024-01-09;Inspeção;Concluído
LO03356;AT0033;P01371;CD0753;2024-05-24 00:00:00;2026-03-17;Setup;Concluído
LO03357;AT0023;P01332;CD0388;2024-12-22 00:00:00;2026-01-18;Inspeção;Concluído
LO03358;AT0145;P00252;CD0083;2026-06-10 00:00:00;2024-05-02;Inspeção;Concluído
LO03359;AT0084;P00523;CD0642;2026-04-22 00:00:00;2024-10-30;Inspeção;Concluído
LO03360;AT0196;P00839;CD0780;2024-12-01 00:00:00;2025-03-21;Manutenção;Concluído
LO03361;AT0323;P01134;CD0018;2026-07-02 00:00:00;2026-01-14;Setup;Concluído
LO03362;AT0164;P00278;CD0281;2024-11-09 00:00:00;2025-12-24;Manutenção;Concluído
LO03363;AT0281;P00904;CD0665;2026-04-14 00:00:00;2025-12-23;Setup;Concluído
LO03364;AT0202;P01073;CD0337;2024-02-26 00:00:00;2026-04-07;Setup;Concluído
LO03365;AT0241;P01075;CD0411;2024-10-25 00:00:00;2024-04-23;Setup;Concluído
LO03366;AT0179;P00075;CD0490;2026-04-18 00:00:00;2025-09-29;Setup;Concluído
LO03367;AT0247;P01055;CD0718;2026-02-04 00:00:00;2025-05-06;Inspeção;Concluído
LO03368;AT0055;P01063;CD0731;2026-01-30 00:00:00;2025-07-16;Inspeção;Concluído
LO03369;AT0317;P01285;CD0187;2024-10-03 00:00:00;2024-12-05;Limpeza;Concluído
LO03370;AT0164;P00950;CD0240;2025-03-24 00:00:00;2025-04-06;Setup;Concluído
LO03371;AT0041;P00963;CD0110;2024-07-23 00:00:00;2024-05-18;Inspeção;Concluído
LO03372;AT0136;P00747;CD0785;2025-04-14 00:00:00;2025-10-26;Manutenção;Concluído
LO03373;AT0320;P01329;CD0088;2026-04-29 00:00:00;2024-07-22;Setup;Concluído
LO03374;AT0121;P00383;CD0040;2024-02-21 00:00:00;2025-10-14;Manutenção;Concluído
LO03375;AT0359;P01385;CD0774;2024-07-30 00:00:00;2025-01-25;Inspeção;Concluído
LO03376;AT0118;P00183;CD0177;2024-04-12 00:00:00;2024-11-30;Manutenção;Concluído
LO03377;AT0101;P00022;CD0680;2026-01-27 00:00:00;2024-05-03;Setup;Ativo
LO03378;AT0224;P01470;CD0437;2024-07-18 00:00:00;2026-07-11;Manutenção;Ativo
LO03379;AT0202;P00772;CD0656;2024-10-22 00:00:00;2024-06-01;Limpeza;Concluído
LO03380;AT0061;P00793;CD0672;2025-05-13 00:00:00;2024-10-16;Manutenção;Concluído
LO03381;AT0092;P01381;CD0165;2024-04-21 00:00:00;2024-09-05;Manutenção;Concluído
LO03382;AT0250;P00942;CD0787;2025-03-10 00:00:00;2025-07-05;Limpeza;Concluído
LO03383;AT0322;P01234;CD0733;2024-08-08 00:00:00;2024-06-30;Inspeção;Concluído
LO03384;AT0315;P01142;CD0232;2025-06-25 00:00:00;2025-11-05;Manutenção;Concluído
LO03385;AT0215;P00020;CD0848;2026-02-11 00:00:00;2025-10-17;Limpeza;Concluído
