acao_id;inspecao_id;responsavel_id;prazo;status;custo
AO00752;IS08286;P00496;2025-12-10 00:00:00;Em execução;7091,46
AO00753;IS07863;P00841;2025-03-10 00:00:00;Atrasada;377,81
AO00754;IS06683;P01229;2024-07-17 00:00:00;Em execução;12715,89
AO00755;IS05667;P01256;2026-02-02 00:00:00;Concluída;11174,83
AO00756;IS01759;P00717;2025-06-27 00:00:00;Concluída;15033,53
AO00757;IS07076;P01441;2024-04-18 00:00:00;Concluída;4396,93
AO00758;IS07180;P00629;2025-07-02 00:00:00;Concluída;14223,27
AO00759;IS08329;P00063;2024-09-20 00:00:00;Em execução;3596,93
AO00760;IS04601;P00229;2025-05-29 00:00:00;Concluída;17763,65
AO00761;IS08593;P00614;2026-01-14 00:00:00;Concluída;16198,63
AO00762;IS10562;P00658;2024-03-06 00:00:00;Concluída;14799,52
AO00763;IS06287;P00794;2025-08-23 00:00:00;Concluída;10920,59
AO00764;IS08912;P00711;2024-01-09 00:00:00;Concluída;8772,77
AO00765;IS03167;P00311;2024-12-27 00:00:00;Atrasada;13762,66
AO00766;IS08471;P00025;2024-11-03 00:00:00;Concluída;7375,29
AO00767;IS06453;P00043;2024-08-24 00:00:00;Concluída;4074,71
AO00768;IS03689;P01168;2024-02-07 00:00:00;Concluída;7030,4
AO00769;IS10174;P00818;2024-05-30 00:00:00;Concluída;12365,84
AO00770;IS02682;P00181;2025-12-25 00:00:00;Concluída;2778,84
AO00771;IS01404;P01437;2026-01-06 00:00:00;Em execução;16623,32
AO00772;IS07448;P01415;2024-02-18 00:00:00;Concluída;10749,16
AO00773;IS09663;P00106;2024-09-23 00:00:00;Concluída;6883,42
AO00774;IS04439;P01298;2024-10-01 00:00:00;Concluída;10891,57
AO00775;IS04545;P00774;2025-08-05 00:00:00;Concluída;1049,31
AO00776;IS04994;P00460;2025-08-15 00:00:00;Em execução;9190,92
AO00777;IS00940;P00013;2026-03-09 00:00:00;Concluída;13681,63
AO00778;IS00057;P01166;2026-06-11 00:00:00;Concluída;7865,43
AO00779;IS00590;P01009;2026-07-24 00:00:00;Em execução;747,27
AO00780;IS06750;P00467;2025-06-28 00:00:00;Concluída;2255,01
AO00781;IS07451;P00397;2025-04-03 00:00:00;Concluída;14930,78
AO00782;IS09847;P00486;2024-02-01 00:00:00;Em execução;11479,83
AO00783;IS00083;P01056;2024-09-18 00:00:00;Concluída;12580,87
AO00784;IS06328;P00509;2026-07-15 00:00:00;Em execução;15250,01
AO00785;IS08643;P00458;2025-04-07 00:00:00;Concluída;12550,96
AO00786;IS01122;P01492;2024-10-28 00:00:00;Concluída;2983,12
AO00787;IS09551;P00001;2024-02-11 00:00:00;Concluída;16588,17
AO00788;IS04155;P00801;2024-03-01 00:00:00;Concluída;175,49
AO00789;IS05772;P01273;2026-01-25 00:00:00;Concluída;15464,49
AO00790;IS08401;P01371;2026-01-08 00:00:00;Concluída;12366,47
AO00791;IS09935;P00817;2025-06-07 00:00:00;Concluída;17983,66
AO00792;IS01342;P00928;2026-02-26 00:00:00;Concluída;10627,99
AO00793;IS03692;P00267;2025-09-23 00:00:00;Concluída;6675,61
AO00794;IS00706;P00751;2024-10-08 00:00:00;Concluída;12060,65
AO00795;IS08274;P00769;2024-03-08 00:00:00;Concluída;3076,44
AO00796;IS00867;P00063;2026-07-20 00:00:00;Atrasada;15131,89
AO00797;IS03155;P00189;2026-05-07 00:00:00;Concluída;7468,1
AO00798;IS02239;P00165;2024-08-12 00:00:00;Atrasada;2395,83
AO00799;IS07984;P00465;2025-07-02 00:00:00;Em execução;5980,22
AO00800;IS09593;P01102;2025-06-06 00:00:00;Concluída;17141,32
AO00801;IS05804;P01286;2026-07-17 00:00:00;Em execução;3420,88
AO00802;IS06240;P00582;2024-09-21 00:00:00;Em execução;4212,42
AO00803;IS00130;P01074;2025-01-24 00:00:00;Concluída;12815,9
AO00804;IS09278;P00212;2026-07-03 00:00:00;Concluída;1881,21
AO00805;IS02511;P00428;2025-01-04 00:00:00;Atrasada;11308,7
AO00806;IS07729;P00282;2025-06-14 00:00:00;Concluída;7389,84
AO00807;IS04112;P00070;2026-07-18 00:00:00;Concluída;460,46
AO00808;IS05928;P00332;2026-07-13 00:00:00;Concluída;12222,3
AO00809;IS09170;P01457;2026-07-22 00:00:00;Atrasada;12426,19
AO00810;IS01729;P01038;2024-03-18 00:00:00;Concluída;10605,27
AO00811;IS10512;P00880;2024-08-11 00:00:00;Concluída;453,28
AO00812;IS05546;P00381;2024-10-01 00:00:00;Concluída;7789,96
AO00813;IS05106;P00025;2026-06-23 00:00:00;Atrasada;14364,4
AO00814;IS10688;P01137;2024-09-11 00:00:00;Concluída;9718,39
AO00815;IS02300;P01113;2025-11-26 00:00:00;Em execução;17599,33
AO00816;IS08161;P00799;2026-02-13 00:00:00;Em execução;17197,91
AO00817;IS10956;P00030;2026-03-01 00:00:00;Concluída;15420,2
AO00818;IS00664;P00369;2025-02-20 00:00:00;Concluída;17694,43
AO00819;IS09642;P00222;2026-01-29 00:00:00;Atrasada;3641,62
AO00820;IS06444;P00106;2026-02-12 00:00:00;Atrasada;8505,85
AO00821;IS08121;P01327;2025-11-13 00:00:00;Em execução;8174,98
AO00822;IS04312;P00705;2024-02-20 00:00:00;Concluída;9822,11
AO00823;IS03205;P00914;2025-03-02 00:00:00;Concluída;10334,9
AO00824;IS10216;P01240;2024-06-06 00:00:00;Concluída;16744,79
AO00825;IS00520;P00131;2025-06-02 00:00:00;Concluída;10137,02
AO00826;IS04603;P00921;2024-09-23 00:00:00;Concluída;1742,98
AO00827;IS00681;P00169;2025-05-07 00:00:00;Concluída;392,63
AO00828;IS05983;P00425;2025-11-23 00:00:00;Concluída;10585,83
AO00829;IS04925;P01359;2025-12-31 00:00:00;Concluída;15891,14
AO00830;IS03379;P00128;2025-04-06 00:00:00;Concluída;14452,53
AO00831;IS10285;P00090;2025-03-06 00:00:00;Atrasada;2107,88
AO00832;IS07212;P01154;2024-02-20 00:00:00;Atrasada;15795,06
AO00833;IS04189;P00353;2025-01-20 00:00:00;Concluída;13265,24
AO00834;IS04673;P00899;2025-04-16 00:00:00;Em execução;2002,24
AO00835;IS01999;P00644;2025-04-04 00:00:00;Em execução;17468,95
AO00836;IS01241;P01427;2024-07-18 00:00:00;Em execução;8144,75
AO00837;IS10811;P00295;2025-12-12 00:00:00;Concluída;604,2
AO00838;IS04047;P00025;2024-04-09 00:00:00;Concluída;3018,31
AO00839;IS03986;P00226;2025-07-15 00:00:00;Concluída;8908,8
AO00840;IS07443;P00206;2025-09-10 00:00:00;Concluída;4334,95
AO00841;IS04095;P00508;2024-07-15 00:00:00;Concluída;11430,68
AO00842;IS07509;P00405;2025-07-12 00:00:00;Atrasada;16729,29
AO00843;IS06051;P01351;2025-03-16 00:00:00;Concluída;2460,38
AO00844;IS07794;P00085;2026-07-03 00:00:00;Concluída;12441,85
AO00845;IS08503;P00323;2024-12-18 00:00:00;Concluída;15868,62
AO00846;IS01678;P01334;2024-12-16 00:00:00;Concluída;10220,16
AO00847;IS00909;P00135;2026-05-01 00:00:00;Concluída;17807,77
AO00848;IS01873;P00121;2024-09-22 00:00:00;Concluída;8858,71
AO00849;IS01938;P01482;2024-12-12 00:00:00;Concluída;5806,67
AO00850;IS04217;P00293;2024-12-05 00:00:00;Concluída;2781,88
AO00851;IS06795;P01294;2024-02-03 00:00:00;Concluída;17319,53
AO00852;IS00726;P00044;2025-07-27 00:00:00;Concluída;16603,84
AO00853;IS01659;P00451;2025-12-08 00:00:00;Em execução;4053,58
AO00854;IS00389;P00100;2025-10-19 00:00:00;Concluída;8245,98
AO00855;IS06641;P00546;2024-12-01 00:00:00;Concluída;16947,95
AO00856;IS06119;P00568;2026-02-01 00:00:00;Em execução;12144,88
AO00857;IS03139;P00265;2024-04-01 00:00:00;Concluída;12592,58
AO00858;IS03878;P00366;2025-10-15 00:00:00;Em execução;4201,0
AO00859;IS03236;P00315;2025-12-06 00:00:00;Atrasada;16545,98
AO00860;IS07016;P01253;2024-03-03 00:00:00;Atrasada;1319,42
AO00861;IS10940;P00712;2024-04-21 00:00:00;Concluída;95,6
AO00862;IS05209;P01083;2025-02-28 00:00:00;Concluída;10178,97
AO00863;IS02427;P00409;2026-05-24 00:00:00;Concluída;8955,74
AO00864;IS04116;P00186;2024-08-11 00:00:00;Concluída;5521,66
AO00865;IS07139;P00487;2024-08-15 00:00:00;Concluída;6085,22
AO00866;IS10497;P01457;2025-09-21 00:00:00;Concluída;8343,81
AO00867;IS06126;P01083;2026-02-03 00:00:00;Concluída;11734,3
AO00868;IS05795;P01283;2025-07-03 00:00:00;Concluída;487,68
AO00869;IS09255;P00819;2024-05-17 00:00:00;Concluída;3148,84
AO00870;IS04407;P00956;2026-01-03 00:00:00;Concluída;12311,07
AO00871;IS10758;P00166;2025-03-05 00:00:00;Em execução;2149,24
AO00872;IS05699;P01459;2026-02-17 00:00:00;Concluída;2152,29
AO00873;IS03819;P01433;2024-06-27 00:00:00;Atrasada;5987,31
AO00874;IS08000;P00082;2025-09-14 00:00:00;Concluída;17041,34
AO00875;IS05227;P00369;2025-04-29 00:00:00;Concluída;13863,24
AO00876;IS08152;P01004;2024-03-09 00:00:00;Concluída;10328,97
AO00877;IS01767;P00042;2025-09-24 00:00:00;Concluída;6846,74
AO00878;IS02609;P00198;2024-07-17 00:00:00;Concluída;17835,96
AO00879;IS10572;P00913;2026-01-08 00:00:00;Concluída;383,77
AO00880;IS04116;P00627;2025-02-14 00:00:00;Atrasada;17868,07
AO00881;IS08178;P01126;2024-08-24 00:00:00;Atrasada;9936,65
AO00882;IS00616;P01248;2025-08-04 00:00:00;Em execução;17427,78
AO00883;IS10903;P00903;2024-07-23 00:00:00;Atrasada;16141,52
AO00884;IS04395;P00189;2026-07-28 00:00:00;Atrasada;10024,69
AO00885;IS05110;P00977;2026-06-24 00:00:00;Em execução;402,88
AO00886;IS05499;P00790;2025-03-02 00:00:00;Concluída;13735,93
AO00887;IS06325;P00701;2025-05-29 00:00:00;Concluída;1621,58
AO00888;IS08978;P00479;2024-03-20 00:00:00;Concluída;6683,2
AO00889;IS03723;P01010;2026-06-26 00:00:00;Concluída;10983,87
AO00890;IS01019;P00104;2025-06-12 00:00:00;Concluída;2074,61
AO00891;IS02403;P00643;2024-06-11 00:00:00;Concluída;16260,96
AO00892;IS01770;P00506;2026-03-11 00:00:00;Concluída;2807,85
AO00893;IS05183;P01319;2024-08-03 00:00:00;Concluída;657,99
AO00894;IS00318;P01462;2024-12-11 00:00:00;Concluída;16359,44
AO00895;IS07228;P00068;2026-03-20 00:00:00;Em execução;3410,82
AO00896;IS07846;P00207;2025-08-31 00:00:00;Em execução;2772,21
AO00897;IS09271;P01393;2025-03-16 00:00:00;Concluída;13102,03
AO00898;IS07975;P01364;2026-01-01 00:00:00;Atrasada;14053,55
AO00899;IS01329;P00502;2024-04-23 00:00:00;Concluída;5899,8
AO00900;IS05703;P00832;2026-04-19 00:00:00;Atrasada;9739,81
AO00901;IS10769;P00498;2026-04-22 00:00:00;Concluída;16613,39
AO00902;IS08319;P00401;2025-02-09 00:00:00;Em execução;17182,77
AO00903;IS07138;P00441;2024-10-21 00:00:00;Concluída;17739,7
AO00904;IS03908;P01118;2024-05-15 00:00:00;Em execução;10901,22
AO00905;IS04049;P00099;2025-04-04 00:00:00;Concluída;6016,64
AO00906;IS01693;P00324;2026-01-09 00:00:00;Concluída;1895,4
AO00907;IS08672;P00105;2026-04-19 00:00:00;Concluída;3700,95
AO00908;IS02912;P00352;2026-04-14 00:00:00;Atrasada;13178,73
AO00909;IS01656;P01119;2024-06-25 00:00:00;Concluída;10704,22
AO00910;IS05059;P01058;2026-07-11 00:00:00;Atrasada;15329,66
AO00911;IS05015;P00176;2024-02-08 00:00:00;Concluída;15584,69
AO00912;IS02838;P00659;2025-05-30 00:00:00;Concluída;631,04
AO00913;IS05892;P00357;2025-09-26 00:00:00;Concluída;14607,75
AO00914;IS10940;P00185;2025-02-16 00:00:00;Concluída;11056,41
AO00915;IS10312;P01216;2024-04-16 00:00:00;Em execução;14077,36
AO00916;IS09675;P01317;2025-09-15 00:00:00;Concluída;8464,89
AO00917;IS05377;P00682;2025-08-08 00:00:00;Em execução;2846,81
AO00918;IS00935;P01392;2024-09-28 00:00:00;Concluída;3062,12
AO00919;IS10532;P00308;2024-05-08 00:00:00;Concluída;7470,31
AO00920;IS01186;P00126;2026-03-05 00:00:00;Concluída;14820,17
AO00921;IS05640;P00594;2024-05-29 00:00:00;Em execução;16909,72
AO00922;IS07695;P00307;2025-12-07 00:00:00;Concluída;11774,47
AO00923;IS07878;P00555;2026-04-16 00:00:00;Concluída;11324,61
AO00924;IS09028;P00133;2024-02-10 00:00:00;Atrasada;14813,61
AO00925;IS07557;P01267;2024-09-17 00:00:00;Concluída;345,92
AO00926;IS06321;P00084;2025-07-19 00:00:00;Concluída;2259,98
AO00927;IS06598;P01079;2025-05-10 00:00:00;Concluída;2780,5
AO00928;IS09056;P00323;2024-04-29 00:00:00;Concluída;14962,68
AO00929;IS10862;P00805;2026-04-30 00:00:00;Concluída;15768,52
AO00930;IS08740;P00454;2025-09-12 00:00:00;Em execução;12872,96
AO00931;IS05772;P00001;2025-03-23 00:00:00;Concluída;203,51
AO00932;IS09344;P00156;2024-05-30 00:00:00;Em execução;14855,53
AO00933;IS03510;P01221;2024-08-21 00:00:00;Concluída;67,93
AO00934;IS10523;P01143;2024-06-25 00:00:00;Concluída;17580,49
AO00935;IS04827;P00828;2025-02-15 00:00:00;Concluída;10215,31
AO00936;IS08620;P00707;2024-03-17 00:00:00;Em execução;10690,86
AO00937;IS01710;P00141;2024-02-20 00:00:00;Em execução;3736,15
AO00938;IS02045;P01421;2024-11-13 00:00:00;Concluída;14929,43
AO00939;IS02148;P00236;2025-08-04 00:00:00;Concluída;6507,63
AO00940;IS06570;P00071;2025-03-18 00:00:00;Concluída;16222,56
AO00941;IS10510;P00557;2026-07-23 00:00:00;Atrasada;9864,76
AO00942;IS02929;P00937;2026-02-03 00:00:00;Concluída;12012,41
AO00943;IS02989;P00800;2024-10-16 00:00:00;Concluída;13792,3
AO00944;IS04207;P01066;2024-11-29 00:00:00;Concluída;12753,5
AO00945;IS00353;P01372;2026-04-14 00:00:00;Concluída;14013,42
AO00946;IS02233;P01120;2024-05-26 00:00:00;Concluída;2279,7
AO00947;IS10708;P01015;2025-10-22 00:00:00;Concluída;4098,07
AO00948;IS09358;P00181;2025-09-11 00:00:00;Concluída;11709,09
AO00949;IS01032;P00665;2025-10-10 00:00:00;Concluída;6177,44
AO00950;IS09287;P01220;2025-11-29 00:00:00;Concluída;12821,0
AO00951;IS05736;P01365;2024-12-10 00:00:00;Em execução;13561,83
AO00952;IS10145;P00474;2026-05-18 00:00:00;Em execução;6901,84
AO00953;IS05306;P01422;2025-12-15 00:00:00;Concluída;6954,64
AO00954;IS09987;P00501;2024-03-06 00:00:00;Concluída;10194,61
AO00955;IS10480;P00039;2024-01-31 00:00:00;Concluída;12248,41
AO00956;IS01357;P00782;2025-11-04 00:00:00;Concluída;4700,0
AO00957;IS08518;P00735;2025-07-05 00:00:00;Em execução;16971,85
AO00958;IS04480;P01096;2024-06-18 00:00:00;Concluída;9571,98
AO00959;IS00905;P00002;2024-03-31 00:00:00;Concluída;1908,14
AO00960;IS00322;P01031;2025-09-21 00:00:00;Atrasada;6121,43
AO00961;IS09465;P01002;2025-06-28 00:00:00;Atrasada;9285,66
AO00962;IS00470;P00142;2025-05-11 00:00:00;Em execução;3026,55
AO00963;IS10432;P01138;2026-02-07 00:00:00;Atrasada;913,7
AO00964;IS02256;P00806;2026-01-30 00:00:00;Concluída;8199,42
AO00965;IS08489;P00885;2025-12-08 00:00:00;Em execução;1748,81
AO00966;IS00203;P00274;2025-10-17 00:00:00;Concluída;3065,3
AO00967;IS02935;P00048;2024-12-11 00:00:00;Concluída;7965,61
AO00968;IS02973;P01170;2026-07-08 00:00:00;Concluída;5852,86
AO00969;IS01440;P01274;2024-01-05 00:00:00;Concluída;8527,33
AO00970;IS00740;P01277;2024-12-27 00:00:00;Atrasada;17197,9
AO00971;IS04210;P01215;2025-05-19 00:00:00;Concluída;1932,1
AO00972;IS06385;P00453;2024-08-30 00:00:00;Concluída;17471,42
AO00973;IS09084;P00129;2024-12-25 00:00:00;Concluída;2185,65
AO00974;IS02235;P01272;2026-07-30 00:00:00;Atrasada;12559,02
AO00975;IS06791;P00427;2025-10-14 00:00:00;Concluída;5989,96
AO00976;IS00690;P00590;2025-09-25 00:00:00;Concluída;6298,02
AO00977;IS09103;P00126;2026-06-14 00:00:00;Concluída;8452,8
AO00978;IS04675;P00821;2024-03-09 00:00:00;Em execução;16923,7
AO00979;IS01584;P00330;2025-10-10 00:00:00;Atrasada;5234,45
AO00980;IS09757;P00231;2024-08-08 00:00:00;Concluída;10253,63
AO00981;IS03672;P01191;2024-05-09 00:00:00;Concluída;14799,13
AO00982;IS06510;P01289;2025-07-30 00:00:00;Concluída;17026,06
AO00983;IS03888;P00380;2026-05-18 00:00:00;Concluída;2805,88
AO00984;IS01101;P00820;2026-07-12 00:00:00;Em execução;14291,13
AO00985;IS02001;P00767;2024-05-29 00:00:00;Em execução;11313,15
AO00986;IS08481;P00023;2024-08-10 00:00:00;Concluída;8011,79
AO00987;IS00849;P01100;2024-10-14 00:00:00;Concluída;8374,26
AO00988;IS03824;P00434;2025-12-30 00:00:00;Em execução;3721,87
AO00989;IS05792;P01500;2024-05-26 00:00:00;Em execução;555,68
AO00990;IS04486;P00302;2025-03-20 00:00:00;Atrasada;9035,91
AO00991;IS09241;P00717;2025-02-04 00:00:00;Em execução;11026,16
AO00992;IS02027;P01234;2024-08-26 00:00:00;Concluída;16202,72
AO00993;IS07799;P00790;2024-09-21 00:00:00;Em execução;14021,93
AO00994;IS02336;P00543;2026-04-02 00:00:00;Concluída;4558,47
AO00995;IS01966;P00356;2024-08-02 00:00:00;Concluída;15048,32
AO00996;IS07987;P01131;2026-04-05 00:00:00;Concluída;6422,84
AO00997;IS08586;P01420;2025-01-26 00:00:00;Concluída;10163,61
AO00998;IS02251;P00540;2025-11-28 00:00:00;Concluída;871,45
AO00999;IS00649;P00068;2026-04-06 00:00:00;Concluída;3311,31
AO01000;IS03712;P01279;2024-12-04 00:00:00;Concluída;10142,86
AO01001;IS05361;P01421;2024-09-29 00:00:00;Em execução;9468,31
AO01002;IS02806;P00400;2025-12-22 00:00:00;Atrasada;17458,49
AO01003;IS01028;P00375;2024-09-28 00:00:00;Concluída;220,45
AO01004;IS06119;P01013;2025-10-04 00:00:00;Concluída;14941,02
AO01005;IS07474;P01171;2024-03-16 00:00:00;Concluída;846,89
AO01006;IS05507;P00998;2025-08-18 00:00:00;Concluída;2477,02
AO01007;IS04368;P00913;2024-06-24 00:00:00;Concluída;8996,69
AO01008;IS07806;P00784;2025-02-12 00:00:00;Concluída;17452,53
AO01009;IS10167;P00426;2024-07-04 00:00:00;Concluída;3656,48
AO01010;IS08078;P00809;2024-02-08 00:00:00;Atrasada;8129,98
AO01011;IS10213;P00541;2025-11-15 00:00:00;Concluída;13194,05
AO01012;IS10534;P00148;2026-03-07 00:00:00;Concluída;16931,22
AO01013;IS00717;P01432;2024-06-09 00:00:00;Concluída;6060,78
AO01014;IS09858;P00060;2024-12-04 00:00:00;Em execução;8048,22
AO01015;IS04157;P00007;2026-04-03 00:00:00;Concluída;6657,64
AO01016;IS05472;P00324;2024-09-21 00:00:00;Atrasada;15384,36
AO01017;IS00937;P00174;2025-10-19 00:00:00;Concluída;4330,97
AO01018;IS00300;P00870;2025-04-21 00:00:00;Concluída;16090,6
AO01019;IS04861;P00756;2025-12-16 00:00:00;Concluída;17098,29
AO01020;IS04230;P00286;2025-03-14 00:00:00;Concluída;6573,91
AO01021;IS02215;P01209;2024-10-12 00:00:00;Concluída;7741,15
AO01022;IS01713;P01259;2024-02-17 00:00:00;Em execução;7399,29
AO01023;IS01305;P00629;2025-05-09 00:00:00;Concluída;906,42
AO01024;IS10046;P01064;2024-12-22 00:00:00;Concluída;14198,86
AO01025;IS05375;P01186;2026-01-11 00:00:00;Concluída;654,04
AO01026;IS10814;P00103;2024-07-22 00:00:00;Em execução;13355,32
AO01027;IS03591;P01461;2025-08-04 00:00:00;Concluída;12658,57
AO01028;IS06627;P01339;2024-06-14 00:00:00;Concluída;4076,49
AO01029;IS03595;P00834;2026-06-03 00:00:00;Atrasada;1747,99
AO01030;IS01320;P00717;2024-12-22 00:00:00;Concluída;14533,28
AO01031;IS10298;P01106;2024-09-15 00:00:00;Concluída;2641,93
AO01032;IS04743;P01449;2025-08-09 00:00:00;Atrasada;4204,84
AO01033;IS00222;P01470;2026-05-01 00:00:00;Concluída;12266,23
AO01034;IS00999;P00699;2025-08-18 00:00:00;Concluída;13041,05
AO01035;IS06036;P00240;2026-03-25 00:00:00;Concluída;1851,48
AO01036;IS00387;P00609;2025-06-28 00:00:00;Concluída;8535,14
AO01037;IS02705;P00416;2024-11-01 00:00:00;Atrasada;2851,26
AO01038;IS07494;P00516;2024-07-02 00:00:00;Concluída;10964,35
AO01039;IS01133;P01065;2025-12-16 00:00:00;Concluída;4021,91
AO01040;IS06574;P01010;2025-07-05 00:00:00;Concluída;9056,13
AO01041;IS07042;P01033;2026-07-31 00:00:00;Concluída;12750,41
AO01042;IS06758;P01117;2024-10-23 00:00:00;Concluída;486,74
AO01043;IS10299;P00253;2025-09-25 00:00:00;Atrasada;1884,3
AO01044;IS06215;P01137;2026-04-10 00:00:00;Concluída;13162,87
AO01045;IS05971;P01392;2026-07-15 00:00:00;Concluída;8490,37
AO01046;IS02490;P00790;2026-06-27 00:00:00;Atrasada;1905,78
AO01047;IS04288;P00836;2024-01-11 00:00:00;Em execução;17784,75
AO01048;IS07383;P00570;2025-11-15 00:00:00;Concluída;8916,2
AO01049;IS06403;P00314;2026-01-23 00:00:00;Concluída;11928,99
AO01050;IS01842;P00760;2025-01-15 00:00:00;Concluída;11530,88
AO01051;IS02942;P00044;2024-01-07 00:00:00;Concluída;7265,45
AO01052;IS07923;P00011;2025-01-30 00:00:00;Atrasada;8173,29
AO01053;IS03752;P01367;2024-03-05 00:00:00;Concluída;15847,37
AO01054;IS05771;P00044;2025-12-03 00:00:00;Concluída;13431,56
AO01055;IS01240;P00538;2026-06-10 00:00:00;Concluída;11196,69
AO01056;IS10653;P00219;2025-03-05 00:00:00;Em execução;13151,24
AO01057;IS10430;P00874;2025-01-25 00:00:00;Concluída;8603,77
AO01058;IS09983;P00559;2026-07-27 00:00:00;Em execução;2118,08
AO01059;IS02921;P01245;2024-08-02 00:00:00;Concluída;2830,04
AO01060;IS09215;P01133;2026-03-26 00:00:00;Concluída;6764,51
AO01061;IS03677;P00779;2025-04-17 00:00:00;Concluída;779,57
AO01062;IS01200;P01032;2024-06-16 00:00:00;Concluída;16233,89
AO01063;IS03877;P00397;2025-11-18 00:00:00;Em execução;605,83
AO01064;IS10015;P00257;2024-08-09 00:00:00;Em execução;9185,09
AO01065;IS03859;P00302;2026-06-15 00:00:00;Concluída;2116,96
AO01066;IS03709;P00462;2026-05-30 00:00:00;Concluída;1930,77
AO01067;IS05698;P01125;2024-12-17 00:00:00;Em execução;12485,23
AO01068;IS08907;P00517;2025-09-11 00:00:00;Concluída;12419,99
AO01069;IS02861;P01072;2025-11-12 00:00:00;Concluída;9490,74
AO01070;IS05448;P00835;2024-03-19 00:00:00;Atrasada;730,81
AO01071;IS00141;P01330;2025-02-20 00:00:00;Concluída;7838,63
AO01072;IS06591;P00283;2024-01-04 00:00:00;Concluída;2065,42
AO01073;IS10578;P00718;2024-03-26 00:00:00;Concluída;9741,16
AO01074;IS08407;P00047;2024-12-17 00:00:00;Concluída;7045,37
AO01075;IS09050;P00306;2025-11-02 00:00:00;Em execução;11219,05
AO01076;IS08810;P01349;2026-07-28 00:00:00;Concluída;2780,78
AO01077;IS03825;P01489;2026-04-17 00:00:00;Concluída;5806,79
AO01078;IS03442;P00356;2024-03-18 00:00:00;Concluída;8147,44
AO01079;IS10564;P00632;2024-05-20 00:00:00;Concluída;1569,91
AO01080;IS00603;P01355;2025-05-03 00:00:00;Concluída;4501,8
AO01081;IS05507;P01329;2024-11-27 00:00:00;Em execução;5228,97
AO01082;IS01348;P01100;2024-01-17 00:00:00;Concluída;6094,61
AO01083;IS02474;P01481;2025-01-08 00:00:00;Concluída;8704,91
AO01084;IS07355;P00388;2025-08-26 00:00:00;Concluída;8212,99
AO01085;IS05885;P00418;2025-08-21 00:00:00;Concluída;17386,09
AO01086;IS03854;P00290;2026-06-23 00:00:00;Concluída;13634,35
AO01087;IS10071;P01450;2026-01-17 00:00:00;Atrasada;8895,05
AO01088;IS00398;P00139;2025-05-29 00:00:00;Concluída;16976,98
AO01089;IS05154;P00447;2026-04-04 00:00:00;Em execução;251,03
AO01090;IS08931;P00445;2024-03-15 00:00:00;Concluída;4094,09
AO01091;IS06629;P00006;2024-07-13 00:00:00;Concluída;16340,75
AO01092;IS02550;P01157;2025-09-28 00:00:00;Concluída;12108,37
AO01093;IS04528;P00728;2024-02-01 00:00:00;Concluída;6081,49
AO01094;IS01529;P00832;2024-02-11 00:00:00;Concluída;15452,75
AO01095;IS09611;P00262;2025-02-09 00:00:00;Concluída;3984,33
AO01096;IS05624;P00532;2025-04-16 00:00:00;Atrasada;2006,15
AO01097;IS05659;P00708;2025-02-15 00:00:00;Concluída;13732,53
AO01098;IS10685;P00794;2026-02-20 00:00:00;Concluída;4940,25
AO01099;IS01649;P01447;2026-05-14 00:00:00;Em execução;8694,87
AO01100;IS09234;P00029;2025-05-13 00:00:00;Concluída;4245,31
AO01101;IS10616;P00182;2024-04-25 00:00:00;Concluída;11449,54
AO01102;IS08196;P00709;2024-10-19 00:00:00;Atrasada;17806,65
AO01103;IS08111;P01266;2024-08-28 00:00:00;Atrasada;10680,55
AO01104;IS09739;P01193;2025-09-08 00:00:00;Atrasada;7810,54
AO01105;IS05874;P01136;2025-03-18 00:00:00;Concluída;7417,37
AO01106;IS09088;P00626;2025-09-22 00:00:00;Atrasada;14852,03
AO01107;IS02906;P00643;2025-09-26 00:00:00;Atrasada;17753,75
AO01108;IS04731;P01405;2024-06-25 00:00:00;Atrasada;10183,43
AO01109;IS08953;P00255;2024-05-21 00:00:00;Atrasada;15887,24
AO01110;IS01559;P00436;2025-12-17 00:00:00;Concluída;14067,47
AO01111;IS08005;P00006;2026-06-10 00:00:00;Concluída;6015,1
AO01112;IS10346;P00496;2026-01-18 00:00:00;Concluída;420,77
AO01113;IS01178;P01209;2025-02-14 00:00:00;Concluída;4086,27
AO01114;IS06881;P01011;2024-04-09 00:00:00;Em execução;3570,71
AO01115;IS04695;P00453;2025-08-22 00:00:00;Concluída;9041,84
AO01116;IS01613;P00309;2024-05-21 00:00:00;Concluída;17315,34
AO01117;IS08909;P00767;2024-02-07 00:00:00;Concluída;7537,39
AO01118;IS03324;P00594;2024-09-27 00:00:00;Em execução;12882,65
AO01119;IS10408;P00252;2024-01-14 00:00:00;Atrasada;10885,13
AO01120;IS10487;P00639;2024-07-17 00:00:00;Atrasada;7570,24
AO01121;IS05382;P00842;2025-07-22 00:00:00;Concluída;7646,28
AO01122;IS01148;P00644;2024-11-16 00:00:00;Concluída;7124,32
AO01123;IS09179;P00544;2025-11-22 00:00:00;Em execução;4013,26
AO01124;IS01699;P00128;2026-03-27 00:00:00;Concluída;14730,17
AO01125;IS06041;P00508;2026-02-07 00:00:00;Concluída;17009,47
AO01126;IS10391;P01261;2024-01-23 00:00:00;Atrasada;12774,96
AO01127;IS00849;P00072;2026-03-26 00:00:00;Concluída;8855,79
