acesso_id,visita_id,data_hora,ponto,evento
AC12490,VI01491,2025-02-04,Produção,Entrada
AC12491,VI00970,2026-06-16,Almoxarifado,Saída
AC12492,VI09035,2025-07-25,Portaria,Entrada
AC12493,VI05522,2024-10-27,Almoxarifado,Entrada
AC12494,VI02392,2025-10-02,Laboratório,Saída
AC12495,VI06243,2025-02-24,Laboratório,Entrada
AC12496,VI03933,2025-01-17,Portaria,Entrada
AC12497,VI06423,2025-05-30,Almoxarifado,Entrada
AC12498,VI01275,2025-11-28,Laboratório,Saída
AC12499,VI04631,2026-05-04,Almoxarifado,Saída
AC12500,VI06184,2026-07-04,Almoxarifado,Entrada
AC12501,VI07989,2025-12-11,Portaria,Saída
AC12502,VI00263,2024-03-13,Almoxarifado,Entrada
AC12503,VI02190,2024-07-11,Laboratório,Entrada
AC12504,VI09004,2026-04-21,Almoxarifado,Saída
AC12505,VI04105,2025-09-12,Portaria,Entrada
AC12506,VI08798,2026-03-17,Laboratório,Negado
AC12507,VI00630,2025-09-12,Produção,Saída
AC12508,VI06989,2026-01-12,Almoxarifado,Entrada
AC12509,VI01888,2025-12-15,Laboratório,Entrada
AC12510,VI09287,2025-04-04,Laboratório,Saída
AC12511,VI01769,2026-03-12,Portaria,Entrada
AC12512,VI00324,2024-12-09,Produção,Saída
AC12513,VI06112,2026-04-28,Produção,Saída
AC12514,VI08452,2025-01-16,Almoxarifado,Entrada
AC12515,VI08406,2025-08-17,Produção,Entrada
AC12516,VI07101,2026-02-07,Produção,Saída
AC12517,VI08445,2025-03-10,Portaria,Saída
AC12518,VI03161,2025-12-11,Portaria,Entrada
AC12519,VI06450,2025-06-06,Almoxarifado,Saída
AC12520,VI06009,2025-10-13,Produção,Entrada
AC12521,VI00181,2025-09-16,Portaria,Saída
AC12522,VI04214,2025-03-22,Laboratório,Saída
AC12523,VI05322,2025-08-25,Produção,Entrada
AC12524,VI01491,2025-03-16,Almoxarifado,Entrada
AC12525,VI03666,2024-01-27,Almoxarifado,Entrada
AC12526,VI03090,2024-05-28,Almoxarifado,Entrada
AC12527,VI09381,2024-03-15,Almoxarifado,Entrada
AC12528,VI09328,2026-05-06,Almoxarifado,Saída
AC12529,VI00194,2024-12-16,Produção,Negado
AC12530,VI08466,2025-03-04,Produção,Entrada
AC12531,VI06082,2025-07-26,Laboratório,Saída
AC12532,VI07006,2024-12-11,Almoxarifado,Entrada
AC12533,VI01597,2025-10-06,Produção,Entrada
AC12534,VI02210,2025-06-03,Laboratório,Entrada
AC12535,VI04786,2025-02-11,Laboratório,Saída
AC12536,VI05094,2025-04-03,Laboratório,Entrada
AC12537,VI02765,2024-03-02,Almoxarifado,Saída
AC12538,VI02982,2025-06-12,Portaria,Saída
AC12539,VI00589,2024-04-12,Portaria,Saída
AC12540,VI03083,2025-08-07,Portaria,Saída
AC12541,VI02920,2024-03-20,Portaria,Saída
AC12542,VI08553,2025-07-03,Almoxarifado,Entrada
AC12543,VI03278,2025-08-03,Produção,Entrada
AC12544,VI06806,2025-10-12,Portaria,Saída
AC12545,VI07549,2024-03-21,Portaria,Entrada
AC12546,VI09059,2026-03-20,Laboratório,Saída
AC12547,VI04421,2026-02-08,Almoxarifado,Saída
AC12548,VI00788,2024-02-17,Portaria,Entrada
AC12549,VI06052,2024-09-10,Almoxarifado,Entrada
AC12550,VI09311,2025-05-07,Portaria,Entrada
AC12551,VI06490,2026-01-31,Laboratório,Saída
AC12552,VI01271,2024-10-25,Laboratório,Entrada
AC12553,VI05578,2025-09-28,Produção,Saída
AC12554,VI09141,2026-03-06,Produção,Entrada
AC12555,VI09018,2026-06-05,Produção,Saída
AC12556,VI03348,2024-01-20,Produção,Entrada
AC12557,VI01247,2026-06-28,Almoxarifado,Negado
AC12558,VI07940,2024-03-12,Produção,Saída
AC12559,VI02134,2024-11-21,Almoxarifado,Saída
AC12560,VI05243,2025-11-24,Produção,Saída
AC12561,VI02292,2024-05-25,Laboratório,Negado
AC12562,VI03590,2026-03-15,Laboratório,Entrada
AC12563,VI03547,2024-10-04,Produção,Entrada
AC12564,VI03170,2024-02-14,Almoxarifado,Entrada
AC12565,VI08762,2026-02-18,Produção,Entrada
AC12566,VI00922,2026-03-01,Almoxarifado,Entrada
AC12567,VI08677,2024-05-17,Produção,Entrada
AC12568,VI03802,2025-05-14,Portaria,Saída
AC12569,VI04782,2024-07-20,Almoxarifado,Saída
AC12570,VI05953,2026-03-03,Laboratório,Entrada
AC12571,VI02840,2024-09-20,Almoxarifado,Entrada
AC12572,VI07032,2025-06-14,Portaria,Saída
AC12573,VI07110,2026-05-07,Almoxarifado,Saída
AC12574,VI03062,2026-04-05,Portaria,Entrada
AC12575,VI06147,2025-09-27,Laboratório,Saída
AC12576,VI04479,2026-06-18,Portaria,Entrada
AC12577,VI03287,2025-10-09,Portaria,Saída
AC12578,VI08749,2026-07-08,Produção,Saída
AC12579,VI01551,2026-06-12,Laboratório,Saída
AC12580,VI07010,2024-07-21,Produção,Saída
AC12581,VI00993,2026-06-21,Produção,Saída
AC12582,VI03196,2025-01-01,Almoxarifado,Entrada
AC12583,VI07937,2026-05-21,Almoxarifado,Saída
AC12584,VI06979,2025-05-31,Portaria,Entrada
AC12585,VI01620,2024-12-02,Produção,Saída
AC12586,VI02226,2026-05-11,Almoxarifado,Negado
AC12587,VI06267,2024-11-11,Laboratório,Saída
AC12588,VI02941,2025-02-17,Laboratório,Saída
AC12589,VI01031,2024-07-30,Almoxarifado,Entrada
AC12590,VI04465,2025-09-28,Produção,Entrada
AC12591,VI04206,2025-04-25,Laboratório,Entrada
AC12592,VI00997,2025-06-29,Almoxarifado,Entrada
AC12593,VI01751,2025-03-27,Portaria,Entrada
AC12594,VI03040,2025-02-27,Laboratório,Saída
AC12595,VI02332,2024-03-17,Almoxarifado,Entrada
AC12596,VI07896,2025-03-31,Produção,Saída
AC12597,VI00167,2025-05-01,Laboratório,Saída
AC12598,VI08674,2026-04-01,Portaria,Saída
AC12599,VI05253,2024-02-24,Laboratório,Saída
AC12600,VI04284,2024-03-30,Almoxarifado,Saída
AC12601,VI08006,2026-06-21,Produção,Negado
AC12602,VI06605,2026-05-16,Portaria,Saída
AC12603,VI03169,2024-06-02,Almoxarifado,Entrada
AC12604,VI02727,2025-10-09,Laboratório,Entrada
AC12605,VI02294,2024-10-15,Laboratório,Saída
AC12606,VI03506,2025-08-21,Laboratório,Saída
AC12607,VI07310,2025-10-02,Portaria,Saída
AC12608,VI04080,2024-03-14,Laboratório,Saída
AC12609,VI04120,2025-04-01,Produção,Entrada
AC12610,VI03876,2025-08-02,Produção,Negado
AC12611,VI07115,2025-09-03,Produção,Saída
AC12612,VI04082,2024-02-12,Portaria,Entrada
AC12613,VI08946,2025-01-23,Laboratório,Saída
AC12614,VI09105,2024-02-22,Laboratório,Entrada
AC12615,VI05309,2025-06-25,Laboratório,Saída
AC12616,VI01001,2025-03-05,Portaria,Entrada
AC12617,VI06959,2024-08-18,Portaria,Saída
AC12618,VI06349,2026-02-12,Laboratório,Saída
AC12619,VI03772,2024-05-01,Portaria,Saída
AC12620,VI07827,2024-03-28,Almoxarifado,Negado
AC12621,VI06511,2024-11-23,Produção,Entrada
AC12622,VI06471,2025-05-09,Laboratório,Negado
AC12623,VI05429,2024-09-06,Portaria,Entrada
AC12624,VI01389,2026-04-28,Laboratório,Entrada
AC12625,VI08801,2026-04-26,Almoxarifado,Entrada
AC12626,VI04539,2025-05-07,Almoxarifado,Saída
AC12627,VI07476,2025-09-25,Produção,Entrada
AC12628,VI00547,2025-05-14,Portaria,Saída
AC12629,VI01632,2026-01-06,Almoxarifado,Negado
AC12630,VI01277,2024-03-14,Produção,Entrada
AC12631,VI04788,2024-09-02,Portaria,Entrada
AC12632,VI01288,2026-06-26,Laboratório,Entrada
AC12633,VI05844,2025-08-23,Almoxarifado,Entrada
AC12634,VI08573,2026-07-21,Almoxarifado,Entrada
AC12635,VI00294,2024-01-20,Laboratório,Saída
AC12636,VI04043,2025-08-19,Portaria,Saída
AC12637,VI08916,2025-01-29,Laboratório,Saída
AC12638,VI08394,2024-12-29,Produção,Saída
AC12639,VI00939,2025-02-24,Almoxarifado,Saída
AC12640,VI01534,2024-08-13,Produção,Entrada
AC12641,VI08364,2025-09-25,Laboratório,Entrada
AC12642,VI04543,2025-01-20,Laboratório,Negado
AC12643,VI00940,2026-07-07,Portaria,Saída
AC12644,VI01097,2025-10-31,Laboratório,Saída
AC12645,VI08198,2026-05-21,Almoxarifado,Entrada
AC12646,VI06515,2026-02-04,Produção,Entrada
AC12647,VI04628,2025-12-05,Portaria,Saída
AC12648,VI03872,2024-08-07,Portaria,Entrada
AC12649,VI03074,2026-01-23,Laboratório,Entrada
AC12650,VI06141,2025-05-24,Almoxarifado,Entrada
AC12651,VI09400,2024-10-17,Produção,Entrada
AC12652,VI08408,2026-07-13,Almoxarifado,Entrada
AC12653,VI07524,2025-10-12,Almoxarifado,Entrada
AC12654,VI04320,2026-01-14,Portaria,Saída
AC12655,VI00299,2025-07-31,Almoxarifado,Entrada
AC12656,VI09081,2024-11-23,Portaria,Saída
AC12657,VI00736,2024-02-29,Almoxarifado,Entrada
AC12658,VI04019,2024-11-17,Produção,Saída
AC12659,VI02116,2024-12-31,Produção,Entrada
AC12660,VI01987,2025-08-17,Produção,Negado
AC12661,VI04033,2025-02-11,Produção,Entrada
AC12662,VI01250,2024-08-05,Portaria,Entrada
AC12663,VI08368,2024-07-17,Laboratório,Saída
AC12664,VI01838,2025-10-27,Almoxarifado,Saída
AC12665,VI03174,2025-11-08,Produção,Saída
AC12666,VI01869,2024-04-06,Produção,Entrada
AC12667,VI04620,2025-05-13,Produção,Saída
AC12668,VI08808,2026-06-02,Portaria,Saída
AC12669,VI08541,2025-04-06,Laboratório,Saída
AC12670,VI01513,2025-04-14,Laboratório,Entrada
AC12671,VI07205,2024-03-26,Almoxarifado,Entrada
AC12672,VI02325,2025-07-30,Produção,Entrada
AC12673,VI08270,2024-08-27,Portaria,Saída
AC12674,VI05039,2024-07-31,Almoxarifado,Saída
AC12675,VI02693,2025-07-31,Produção,Negado
AC12676,VI04791,2024-03-09,Produção,Entrada
AC12677,VI08222,2025-09-03,Portaria,Saída
AC12678,VI08355,2025-03-02,Portaria,Saída
AC12679,VI00907,2026-07-10,Laboratório,Entrada
AC12680,VI06166,2024-11-21,Laboratório,Saída
AC12681,VI06522,2025-02-17,Laboratório,Negado
AC12682,VI00808,2025-03-23,Laboratório,Entrada
AC12683,VI02738,2026-06-22,Produção,Entrada
AC12684,VI06611,2025-07-23,Portaria,Saída
AC12685,VI03954,2024-12-03,Produção,Entrada
AC12686,VI07726,2024-08-31,Produção,Entrada
AC12687,VI08993,2025-03-31,Produção,Entrada
AC12688,VI01625,2025-03-24,Laboratório,Entrada
AC12689,VI08218,2026-01-25,Portaria,Saída
AC12690,VI01156,2026-07-24,Almoxarifado,Saída
AC12691,VI02186,2026-03-09,Portaria,Saída
AC12692,VI01198,2024-05-18,Produção,Negado
AC12693,VI08191,2025-03-10,Produção,Saída
AC12694,VI04745,2024-05-06,Laboratório,Saída
AC12695,VI00811,2024-07-07,Produção,Saída
AC12696,VI06234,2024-01-25,Produção,Entrada
AC12697,VI03953,2024-02-02,Almoxarifado,Saída
AC12698,VI05986,2024-11-09,Laboratório,Saída
AC12699,VI06143,2024-11-11,Almoxarifado,Saída
AC12700,VI05203,2025-05-30,Produção,Entrada
AC12701,VI08935,2024-07-16,Laboratório,Entrada
AC12702,VI06667,2025-01-26,Almoxarifado,Entrada
AC12703,VI09167,2025-01-06,Laboratório,Saída
AC12704,VI04132,2026-05-13,Portaria,Saída
AC12705,VI05390,2024-11-21,Almoxarifado,Saída
AC12706,VI07655,2024-03-18,Laboratório,Saída
AC12707,VI00749,2025-07-28,Laboratório,Saída
AC12708,VI00557,2024-05-04,Produção,Saída
AC12709,VI00328,2024-04-28,Produção,Saída
AC12710,VI08547,2024-07-02,Portaria,Entrada
AC12711,VI03398,2024-09-07,Laboratório,Entrada
AC12712,VI08190,2026-02-03,Produção,Entrada
AC12713,VI01503,2025-11-16,Produção,Saída
AC12714,VI08771,2024-10-22,Laboratório,Entrada
AC12715,VI04995,2025-08-30,Portaria,Entrada
AC12716,VI04338,2024-02-05,Almoxarifado,Entrada
AC12717,VI09376,2026-03-07,Produção,Saída
AC12718,VI06796,2025-06-19,Laboratório,Saída
AC12719,VI01212,2025-12-07,Portaria,Saída
AC12720,VI03549,2024-07-26,Produção,Entrada
AC12721,VI01775,2024-02-24,Almoxarifado,Entrada
AC12722,VI06100,2026-03-12,Almoxarifado,Entrada
AC12723,VI00318,2024-04-11,Laboratório,Negado
AC12724,VI01169,2026-07-25,Portaria,Entrada
AC12725,VI07522,2024-03-31,Produção,Entrada
AC12726,VI04412,2026-07-20,Laboratório,Saída
AC12727,VI08329,2025-06-28,Almoxarifado,Entrada
AC12728,VI01637,2025-08-26,Portaria,Saída
AC12729,VI05556,2026-01-27,Produção,Saída
AC12730,VI08346,2025-03-21,Laboratório,Entrada
AC12731,VI07383,2026-07-31,Almoxarifado,Entrada
AC12732,VI02367,2025-08-16,Almoxarifado,Saída
AC12733,VI01294,2026-07-04,Laboratório,Saída
AC12734,VI02987,2024-03-14,Produção,Saída
AC12735,VI06296,2024-01-17,Portaria,Entrada
AC12736,VI03473,2024-06-14,Portaria,Entrada
AC12737,VI04307,2024-07-16,Portaria,Saída
AC12738,VI08015,2026-05-15,Portaria,Saída
AC12739,VI02207,2026-06-26,Produção,Saída
AC12740,VI06252,2025-07-04,Almoxarifado,Entrada
AC12741,VI03834,2024-12-11,Almoxarifado,Saída
AC12742,VI05614,2025-04-11,Laboratório,Entrada
AC12743,VI06595,2024-08-19,Laboratório,Entrada
AC12744,VI08536,2024-06-22,Produção,Saída
AC12745,VI06030,2024-07-21,Laboratório,Saída
AC12746,VI01939,2025-01-02,Laboratório,Entrada
AC12747,VI06122,2025-01-26,Almoxarifado,Saída
AC12748,VI01900,2025-03-07,Laboratório,Entrada
AC12749,VI04514,2026-07-08,Almoxarifado,Entrada
AC12750,VI03045,2026-07-06,Laboratório,Saída
AC12751,VI06071,2025-04-03,Laboratório,Saída
AC12752,VI08588,2025-02-17,Laboratório,Entrada
AC12753,VI01771,2024-09-06,Portaria,Entrada
AC12754,VI00200,2025-09-09,Laboratório,Saída
AC12755,VI03147,2024-05-26,Almoxarifado,Negado
AC12756,VI05665,2025-07-08,Almoxarifado,Entrada
AC12757,VI07046,2025-02-20,Laboratório,Saída
AC12758,VI02455,2024-05-13,Laboratório,Saída
AC12759,VI06016,2024-01-09,Almoxarifado,Saída
AC12760,VI01067,2025-05-02,Produção,Saída
AC12761,VI00469,2025-05-17,Produção,Saída
AC12762,VI03243,2026-01-10,Laboratório,Saída
AC12763,VI04804,2025-12-04,Almoxarifado,Saída
AC12764,VI00923,2024-11-10,Almoxarifado,Entrada
AC12765,VI04999,2025-11-22,Produção,Entrada
AC12766,VI06881,2026-01-23,Almoxarifado,Saída
AC12767,VI04085,2024-05-28,Produção,Entrada
AC12768,VI00560,2025-10-22,Portaria,Entrada
AC12769,VI01020,2025-01-14,Laboratório,Saída
AC12770,VI05622,2026-06-23,Produção,Saída
AC12771,VI08541,2024-02-20,Laboratório,Negado
AC12772,VI06329,2025-06-19,Produção,Saída
AC12773,VI04997,2025-09-28,Portaria,Entrada
AC12774,VI01229,2024-07-12,Portaria,Saída
AC12775,VI07289,2025-02-27,Portaria,Saída
AC12776,VI00193,2024-04-28,Laboratório,Saída
AC12777,VI03365,2025-12-13,Almoxarifado,Entrada
AC12778,VI05142,2025-11-15,Produção,Entrada
AC12779,VI06363,2024-02-26,Portaria,Entrada
AC12780,VI07465,2026-03-30,Laboratório,Entrada
AC12781,VI03879,2025-07-20,Portaria,Saída
AC12782,VI00064,2025-01-20,Laboratório,Entrada
AC12783,VI03287,2026-01-20,Produção,Entrada
AC12784,VI04341,2024-12-23,Laboratório,Entrada
AC12785,VI04602,2024-04-11,Portaria,Saída
AC12786,VI05582,2026-03-03,Produção,Saída
AC12787,VI08607,2024-07-17,Portaria,Saída
AC12788,VI04143,2025-03-28,Produção,Saída
AC12789,VI09035,2025-05-26,Produção,Saída
AC12790,VI00691,2025-02-28,Produção,Saída
AC12791,VI02443,2025-10-23,Portaria,Saída
AC12792,VI05845,2024-12-26,Produção,Entrada
AC12793,VI06258,2025-11-10,Portaria,Saída
AC12794,VI07724,2024-03-29,Portaria,Negado
AC12795,VI07978,2026-03-21,Portaria,Entrada
AC12796,VI07942,2024-05-20,Portaria,Saída
AC12797,VI05132,2026-02-17,Portaria,Saída
AC12798,VI02324,2024-11-20,Laboratório,Saída
AC12799,VI05897,2025-08-03,Produção,Entrada
AC12800,VI04000,2024-04-05,Laboratório,Entrada
AC12801,VI03872,2024-09-12,Almoxarifado,Entrada
AC12802,VI02365,2024-03-03,Laboratório,Entrada
AC12803,VI05506,2024-08-06,Laboratório,Entrada
AC12804,VI03191,2024-04-11,Laboratório,Saída
AC12805,VI02569,2024-08-15,Portaria,Entrada
AC12806,VI08035,2026-05-20,Portaria,Entrada
AC12807,VI07299,2025-02-02,Almoxarifado,Entrada
AC12808,VI01041,2024-07-05,Laboratório,Saída
AC12809,VI06767,2026-02-01,Portaria,Saída
AC12810,VI00116,2025-07-17,Almoxarifado,Entrada
AC12811,VI00225,2025-04-10,Portaria,Saída
AC12812,VI01317,2025-12-02,Portaria,Entrada
AC12813,VI06215,2024-01-09,Portaria,Saída
AC12814,VI01730,2026-07-28,Laboratório,Saída
AC12815,VI03581,2025-12-18,Laboratório,Entrada
AC12816,VI04215,2026-05-28,Portaria,Entrada
AC12817,VI08051,2026-07-04,Almoxarifado,Saída
AC12818,VI04410,2025-11-10,Laboratório,Entrada
AC12819,VI08430,2024-04-07,Almoxarifado,Entrada
AC12820,VI02878,2025-12-16,Portaria,Saída
AC12821,VI01269,2026-06-30,Portaria,Saída
AC12822,VI03575,2024-05-26,Portaria,Saída
AC12823,VI08576,2025-09-22,Produção,Entrada
AC12824,VI05604,2026-02-26,Laboratório,Entrada
AC12825,VI07717,2025-08-12,Almoxarifado,Entrada
AC12826,VI08411,2024-11-13,Produção,Saída
AC12827,VI04914,2024-07-03,Laboratório,Entrada
AC12828,VI02906,2024-04-05,Portaria,Entrada
AC12829,VI01541,2024-12-25,Produção,Saída
AC12830,VI07246,2025-05-01,Almoxarifado,Entrada
AC12831,VI03218,2026-05-07,Produção,Saída
AC12832,VI01133,2024-07-14,Produção,Entrada
AC12833,VI01855,2024-11-06,Laboratório,Entrada
AC12834,VI04914,2024-09-02,Laboratório,Saída
AC12835,VI03782,2024-07-12,Laboratório,Entrada
AC12836,VI05624,2024-09-07,Produção,Saída
AC12837,VI01353,2024-05-16,Portaria,Entrada
AC12838,VI03435,2026-01-20,Almoxarifado,Saída
AC12839,VI03462,2025-04-04,Portaria,Saída
AC12840,VI00601,2024-03-31,Portaria,Entrada
AC12841,VI05593,2025-08-26,Portaria,Saída
AC12842,VI07133,2024-01-01,Laboratório,Saída
AC12843,VI01945,2024-01-11,Almoxarifado,Saída
AC12844,VI05724,2024-12-25,Almoxarifado,Saída
AC12845,VI02948,2026-04-12,Laboratório,Saída
AC12846,VI09170,2024-09-15,Portaria,Saída
AC12847,VI00612,2025-10-29,Almoxarifado,Entrada
AC12848,VI05319,2025-03-07,Almoxarifado,Saída
AC12849,VI05653,2025-08-04,Almoxarifado,Entrada
AC12850,VI03380,2026-01-19,Produção,Saída
AC12851,VI02125,2024-08-26,Portaria,Entrada
AC12852,VI04588,2025-05-24,Almoxarifado,Saída
AC12853,VI06789,2024-09-21,Produção,Entrada
AC12854,VI03363,2024-12-02,Almoxarifado,Saída
AC12855,VI04760,2025-03-30,Almoxarifado,Saída
AC12856,VI07152,2025-06-07,Produção,Saída
AC12857,VI06605,2025-07-10,Produção,Entrada
AC12858,VI08564,2024-03-19,Almoxarifado,Saída
AC12859,VI06396,2025-05-13,Almoxarifado,Saída
AC12860,VI02002,2025-09-17,Produção,Entrada
AC12861,VI07817,2024-11-24,Produção,Saída
AC12862,VI04805,2025-04-04,Almoxarifado,Entrada
AC12863,VI03986,2024-05-21,Produção,Saída
AC12864,VI08685,2024-06-21,Portaria,Entrada
AC12865,VI00270,2024-07-25,Portaria,Saída
AC12866,VI02265,2024-12-13,Almoxarifado,Saída
AC12867,VI04236,2025-11-16,Portaria,Entrada
AC12868,VI01946,2025-10-03,Laboratório,Saída
AC12869,VI02781,2025-09-23,Produção,Saída
AC12870,VI08482,2024-02-15,Portaria,Entrada
AC12871,VI05334,2024-11-04,Portaria,Entrada
AC12872,VI06753,2024-01-21,Produção,Entrada
AC12873,VI08641,2024-02-24,Produção,Saída
AC12874,VI04569,2025-11-05,Portaria,Saída
AC12875,VI04254,2025-04-15,Produção,Entrada
AC12876,VI03877,2024-09-03,Laboratório,Entrada
AC12877,VI08442,2024-05-14,Almoxarifado,Saída
AC12878,VI04139,2026-02-08,Portaria,Saída
AC12879,VI08597,2025-08-03,Portaria,Saída
AC12880,VI01484,2026-04-08,Laboratório,Entrada
AC12881,VI05841,2024-10-08,Almoxarifado,Saída
AC12882,VI07191,2024-05-09,Portaria,Entrada
AC12883,VI04692,2026-05-21,Laboratório,Entrada
AC12884,VI05142,2025-11-02,Portaria,Entrada
AC12885,VI06045,2024-12-01,Produção,Entrada
AC12886,VI00513,2024-03-03,Portaria,Entrada
AC12887,VI07116,2025-10-19,Produção,Saída
AC12888,VI07787,2024-03-07,Portaria,Saída
AC12889,VI01949,2024-03-10,Produção,Entrada
AC12890,VI00188,2024-05-24,Portaria,Saída
AC12891,VI01987,2024-10-26,Laboratório,Entrada
AC12892,VI00633,2026-03-11,Produção,Entrada
AC12893,VI01431,2024-01-02,Almoxarifado,Entrada
AC12894,VI02133,2024-06-15,Laboratório,Saída
AC12895,VI01510,2025-06-09,Produção,Entrada
AC12896,VI04897,2026-07-07,Portaria,Entrada
AC12897,VI09340,2024-10-27,Produção,Saída
AC12898,VI08992,2025-01-11,Portaria,Saída
AC12899,VI06206,2025-07-29,Produção,Saída
AC12900,VI06820,2025-10-08,Laboratório,Saída
AC12901,VI07465,2024-10-22,Portaria,Saída
AC12902,VI05896,2025-02-14,Portaria,Saída
AC12903,VI07019,2025-02-01,Almoxarifado,Entrada
AC12904,VI08759,2026-05-24,Laboratório,Saída
AC12905,VI05826,2026-02-25,Almoxarifado,Entrada
AC12906,VI03587,2025-10-01,Produção,Saída
AC12907,VI09062,2026-07-19,Laboratório,Negado
AC12908,VI06744,2024-06-23,Portaria,Entrada
AC12909,VI02129,2024-06-19,Portaria,Saída
AC12910,VI08115,2024-06-29,Almoxarifado,Negado
AC12911,VI03545,2025-01-30,Almoxarifado,Saída
AC12912,VI03479,2026-06-06,Laboratório,Saída
AC12913,VI06247,2024-05-31,Laboratório,Saída
AC12914,VI04168,2024-11-08,Produção,Entrada
AC12915,VI07837,2025-11-16,Almoxarifado,Entrada
AC12916,VI03667,2026-07-10,Portaria,Entrada
AC12917,VI00076,2025-02-22,Portaria,Saída
AC12918,VI04639,2024-02-05,Portaria,Saída
AC12919,VI08710,2024-01-28,Produção,Saída
AC12920,VI02747,2026-04-21,Almoxarifado,Entrada
AC12921,VI00392,2025-05-09,Portaria,Entrada
AC12922,VI04651,2024-11-09,Laboratório,Saída
AC12923,VI01874,2024-08-06,Portaria,Saída
AC12924,VI04185,2024-06-04,Almoxarifado,Entrada
AC12925,VI04076,2026-06-18,Produção,Negado
AC12926,VI02385,2024-05-23,Almoxarifado,Saída
AC12927,VI04409,2024-09-02,Portaria,Saída
AC12928,VI01987,2024-06-08,Laboratório,Entrada
AC12929,VI06938,2026-05-13,Laboratório,Saída
AC12930,VI09457,2025-08-13,Almoxarifado,Saída
AC12931,VI01600,2026-05-13,Almoxarifado,Saída
AC12932,VI04504,2025-10-17,Portaria,Entrada
AC12933,VI03695,2025-11-09,Almoxarifado,Saída
AC12934,VI01576,2025-10-30,Produção,Saída
AC12935,VI04280,2024-06-18,Portaria,Saída
AC12936,VI08000,2026-02-21,Laboratório,Saída
AC12937,VI00245,2025-10-12,Portaria,Saída
AC12938,VI07231,2026-03-26,Portaria,Saída
AC12939,VI03576,2025-04-17,Portaria,Entrada
AC12940,VI07288,2024-09-14,Laboratório,Saída
AC12941,VI08062,2025-05-06,Produção,Entrada
AC12942,VI01711,2026-03-26,Almoxarifado,Entrada
AC12943,VI05030,2024-04-20,Portaria,Entrada
AC12944,VI07176,2024-09-04,Portaria,Entrada
AC12945,VI03683,2026-03-08,Laboratório,Entrada
AC12946,VI02355,2025-06-17,Portaria,Entrada
AC12947,VI08888,2026-04-08,Almoxarifado,Entrada
AC12948,VI04962,2024-02-27,Almoxarifado,Entrada
AC12949,VI01000,2024-01-04,Almoxarifado,Saída
AC12950,VI08663,2025-08-04,Portaria,Saída
AC12951,VI09192,2024-12-23,Almoxarifado,Saída
AC12952,VI00070,2025-07-28,Almoxarifado,Entrada
AC12953,VI00245,2024-07-17,Laboratório,Entrada
AC12954,VI01450,2026-04-17,Almoxarifado,Entrada
AC12955,VI08166,2025-04-23,Produção,Entrada
AC12956,VI08420,2025-05-22,Portaria,Entrada
AC12957,VI05157,2025-01-27,Almoxarifado,Entrada
AC12958,VI01184,2024-12-07,Laboratório,Saída
AC12959,VI01516,2025-02-08,Produção,Entrada
AC12960,VI00943,2025-11-18,Laboratório,Entrada
AC12961,VI06676,2026-04-15,Portaria,Entrada
AC12962,VI04901,2025-10-08,Produção,Saída
AC12963,VI07688,2025-12-06,Produção,Entrada
AC12964,VI01275,2024-10-19,Laboratório,Entrada
AC12965,VI00394,2026-04-07,Almoxarifado,Saída
AC12966,VI07819,2024-02-05,Produção,Entrada
AC12967,VI04314,2026-02-27,Produção,Entrada
AC12968,VI08838,2025-06-13,Laboratório,Entrada
AC12969,VI00431,2024-07-21,Produção,Entrada
AC12970,VI01053,2026-02-25,Laboratório,Entrada
AC12971,VI03958,2025-11-10,Laboratório,Entrada
AC12972,VI09023,2025-08-20,Almoxarifado,Entrada
AC12973,VI02655,2024-05-09,Portaria,Saída
AC12974,VI05717,2025-09-01,Almoxarifado,Saída
AC12975,VI01906,2025-03-26,Laboratório,Saída
AC12976,VI01946,2024-03-19,Laboratório,Saída
AC12977,VI04442,2026-03-19,Produção,Saída
AC12978,VI05490,2024-01-25,Almoxarifado,Entrada
AC12979,VI07199,2026-03-27,Portaria,Entrada
AC12980,VI00075,2024-04-09,Almoxarifado,Saída
AC12981,VI08312,2024-06-21,Produção,Saída
AC12982,VI06897,2026-02-13,Laboratório,Saída
AC12983,VI06342,2024-05-27,Produção,Entrada
AC12984,VI04123,2024-04-23,Laboratório,Saída
AC12985,VI05699,2024-03-17,Laboratório,Entrada
AC12986,VI08678,2025-09-20,Produção,Saída
AC12987,VI02153,2026-07-07,Produção,Entrada
AC12988,VI01245,2025-03-24,Laboratório,Entrada
AC12989,VI04336,2025-08-05,Laboratório,Entrada
AC12990,VI04907,2024-11-10,Portaria,Saída
AC12991,VI03500,2026-01-20,Almoxarifado,Saída
AC12992,VI05149,2024-03-26,Almoxarifado,Entrada
AC12993,VI07425,2024-02-08,Portaria,Entrada
AC12994,VI05164,2025-06-29,Almoxarifado,Entrada
AC12995,VI02260,2024-02-01,Produção,Entrada
AC12996,VI01703,2026-07-31,Portaria,Saída
AC12997,VI08852,2026-04-11,Laboratório,Entrada
AC12998,VI03745,2024-11-17,Produção,Saída
AC12999,VI04196,2025-11-06,Portaria,Entrada
AC13000,VI03413,2024-11-14,Laboratório,Saída
AC13001,VI00548,2024-01-24,Laboratório,Entrada
AC13002,VI03460,2026-06-05,Produção,Entrada
