documento_id;terceiro_id;tipo;validade;status
DO04047;TE02081;NR-35;2026-03-17 00:00:00;Válido
DO04048;TE01956;Integração;2025-03-06 00:00:00;Vencido
DO04049;TE00746;ASO;2025-05-30 00:00:00;Válido
DO04050;TE01323;NR-35;2026-07-21 00:00:00;Válido
DO04051;TE01747;ASO;2026-05-07 00:00:00;Válido
DO04052;TE00293;NR-35;2025-04-08 00:00:00;Válido
DO04053;TE02093;Seguro;2025-04-22 00:00:00;Válido
DO04054;TE03130;NR-35;2025-05-19 00:00:00;Válido
DO04055;TE00711;ASO;2025-02-05 00:00:00;Válido
DO04056;TE01353;NR-35;2024-03-03 00:00:00;Pendente
DO04057;TE02519;NR-10;2024-06-08 00:00:00;Válido
DO04058;TE00889;Integração;2026-03-09 00:00:00;Válido
DO04059;TE01957;ASO;2026-07-16 00:00:00;Válido
DO04060;TE00413;NR-10;2026-02-07 00:00:00;Válido
DO04061;TE02239;NR-10;2024-03-09 00:00:00;Válido
DO04062;TE00690;Seguro;2024-05-14 00:00:00;Válido
DO04063;TE00090;NR-35;2025-08-01 00:00:00;Válido
DO04064;TE00107;NR-35;2026-02-27 00:00:00;Válido
DO04065;TE00337;ASO;2024-01-17 00:00:00;Vencido
DO04066;TE01550;Seguro;2025-10-31 00:00:00;Válido
DO04067;TE00259;ASO;2024-03-19 00:00:00;Válido
DO04068;TE02845;Seguro;2025-07-21 00:00:00;Válido
DO04069;TE01783;NR-35;2025-02-04 00:00:00;Válido
DO04070;TE01948;ASO;2024-06-11 00:00:00;Válido
DO04071;TE00580;ASO;2025-05-07 00:00:00;Vencido
DO04072;TE02437;Seguro;2025-05-21 00:00:00;Válido
DO04073;TE02455;ASO;2026-05-18 00:00:00;Válido
DO04074;TE00686;Seguro;2024-03-17 00:00:00;Válido
DO04075;TE01161;Seguro;2024-05-01 00:00:00;Válido
DO04076;TE01409;Seguro;2024-03-29 00:00:00;Válido
DO04077;TE03012;Integração;2025-10-20 00:00:00;Válido
DO04078;TE02781;ASO;2025-05-09 00:00:00;Válido
DO04079;TE03008;NR-10;2025-08-11 00:00:00;Válido
DO04080;TE01155;NR-35;2026-05-27 00:00:00;Válido
DO04081;TE03102;NR-35;2025-02-17 00:00:00;Válido
DO04082;TE00602;NR-10;2024-09-22 00:00:00;Pendente
DO04083;TE01099;NR-35;2025-12-22 00:00:00;Válido
DO04084;TE02066;Seguro;2026-07-17 00:00:00;Válido
DO04085;TE02005;Integração;2024-01-25 00:00:00;Válido
DO04086;TE00708;ASO;2024-01-30 00:00:00;Válido
DO04087;TE02889;NR-35;2024-11-15 00:00:00;Válido
DO04088;TE03175;ASO;2024-05-05 00:00:00;Válido
DO04089;TE00250;ASO;2024-12-20 00:00:00;Válido
DO04090;TE02600;Integração;2025-07-07 00:00:00;Válido
DO04091;TE01909;Seguro;2024-01-01 00:00:00;Válido
DO04092;TE02798;Integração;2026-06-17 00:00:00;Válido
DO04093;TE00845;ASO;2026-04-05 00:00:00;Válido
DO04094;TE00018;Seguro;2025-04-28 00:00:00;Vencido
DO04095;TE00829;Integração;2025-10-02 00:00:00;Válido
DO04096;TE02772;ASO;2024-05-15 00:00:00;Válido
DO04097;TE00535;ASO;2024-04-17 00:00:00;Válido
DO04098;TE01915;Seguro;2025-05-19 00:00:00;Válido
DO04099;TE02285;Integração;2025-03-09 00:00:00;Válido
DO04100;TE01126;NR-35;2024-02-07 00:00:00;Vencido
DO04101;TE00699;ASO;2024-05-18 00:00:00;Vencido
DO04102;TE00160;Integração;2025-06-09 00:00:00;Válido
DO04103;TE02353;Integração;2025-02-23 00:00:00;Válido
DO04104;TE01683;ASO;2026-06-15 00:00:00;Vencido
DO04105;TE03033;NR-10;2024-09-20 00:00:00;Válido
DO04106;TE02445;Seguro;2024-11-26 00:00:00;Válido
DO04107;TE00410;Seguro;2024-03-20 00:00:00;Válido
DO04108;TE03159;NR-10;2025-08-31 00:00:00;Válido
DO04109;TE02193;Integração;2024-03-12 00:00:00;Válido
DO04110;TE00950;Integração;2025-10-06 00:00:00;Pendente
DO04111;TE02231;Seguro;2026-04-28 00:00:00;Válido
DO04112;TE03143;Seguro;2026-01-29 00:00:00;Válido
DO04113;TE01940;ASO;2025-08-15 00:00:00;Válido
DO04114;TE03064;NR-10;2025-02-06 00:00:00;Válido
DO04115;TE02096;NR-10;2025-04-07 00:00:00;Válido
DO04116;TE02080;NR-10;2025-04-07 00:00:00;Válido
DO04117;TE02638;NR-35;2025-06-08 00:00:00;Válido
DO04118;TE02537;Integração;2025-11-22 00:00:00;Válido
DO04119;TE00703;ASO;2026-05-03 00:00:00;Válido
DO04120;TE02945;NR-10;2026-02-24 00:00:00;Válido
DO04121;TE03171;NR-10;2024-10-06 00:00:00;Válido
DO04122;TE00735;NR-35;2025-09-15 00:00:00;Vencido
DO04123;TE02904;Integração;2025-03-22 00:00:00;Válido
DO04124;TE00992;NR-10;2025-09-07 00:00:00;Válido
DO04125;TE02351;Integração;2026-05-20 00:00:00;Válido
DO04126;TE00931;NR-35;2025-04-08 00:00:00;Válido
DO04127;TE00446;NR-10;2025-04-12 00:00:00;Vencido
DO04128;TE02159;Seguro;2025-10-10 00:00:00;Válido
DO04129;TE00668;Seguro;2026-03-22 00:00:00;Válido
DO04130;TE01910;ASO;2024-12-04 00:00:00;Válido
DO04131;TE00327;Integração;2024-01-21 00:00:00;Válido
DO04132;TE02740;NR-35;2025-03-09 00:00:00;Válido
DO04133;TE02942;Seguro;2025-12-27 00:00:00;Válido
DO04134;TE01214;Seguro;2024-08-11 00:00:00;Válido
DO04135;TE01504;ASO;2026-04-29 00:00:00;Vencido
DO04136;TE01708;NR-35;2026-06-20 00:00:00;Vencido
DO04137;TE01225;NR-35;2025-02-15 00:00:00;Válido
DO04138;TE00350;NR-10;2025-03-27 00:00:00;Vencido
DO04139;TE01493;Seguro;2024-12-04 00:00:00;Válido
DO04140;TE01790;ASO;2024-06-09 00:00:00;Válido
DO04141;TE00793;NR-10;2026-02-10 00:00:00;Válido
DO04142;TE02256;Integração;2025-09-11 00:00:00;Válido
DO04143;TE01964;Seguro;2025-03-30 00:00:00;Válido
DO04144;TE01671;NR-10;2024-03-12 00:00:00;Válido
DO04145;TE02316;Integração;2025-09-11 00:00:00;Válido
DO04146;TE00542;NR-10;2026-02-02 00:00:00;Válido
DO04147;TE02841;NR-10;2024-08-09 00:00:00;Válido
DO04148;TE01743;NR-10;2025-02-12 00:00:00;Válido
DO04149;TE01678;ASO;2024-12-23 00:00:00;Válido
DO04150;TE02219;NR-35;2026-05-30 00:00:00;Válido
DO04151;TE02843;NR-10;2026-05-04 00:00:00;Válido
DO04152;TE02001;ASO;2025-03-04 00:00:00;Pendente
DO04153;TE01882;NR-35;2024-10-07 00:00:00;Válido
DO04154;TE00826;NR-35;2024-11-03 00:00:00;Válido
DO04155;TE01555;Integração;2026-03-09 00:00:00;Válido
DO04156;TE00513;ASO;2025-10-23 00:00:00;Válido
DO04157;TE00903;ASO;2025-07-30 00:00:00;Válido
DO04158;TE00431;NR-35;2024-01-27 00:00:00;Válido
DO04159;TE01479;Seguro;2025-09-01 00:00:00;Válido
DO04160;TE03047;ASO;2026-03-04 00:00:00;Válido
DO04161;TE01097;ASO;2024-09-23 00:00:00;Vencido
DO04162;TE00028;ASO;2024-05-15 00:00:00;Válido
DO04163;TE00100;NR-10;2026-01-13 00:00:00;Válido
DO04164;TE01426;NR-35;2024-08-04 00:00:00;Válido
DO04165;TE01829;Integração;2026-05-29 00:00:00;Válido
DO04166;TE01827;NR-10;2026-03-15 00:00:00;Válido
DO04167;TE01685;NR-10;2025-10-04 00:00:00;Válido
DO04168;TE00196;Integração;2026-07-17 00:00:00;Pendente
DO04169;TE02581;NR-35;2025-04-06 00:00:00;Válido
DO04170;TE01143;NR-35;2026-03-26 00:00:00;Válido
DO04171;TE02642;ASO;2024-09-15 00:00:00;Vencido
DO04172;TE00978;Seguro;2026-01-07 00:00:00;Válido
DO04173;TE02812;NR-35;2025-06-18 00:00:00;Válido
DO04174;TE02117;NR-35;2024-01-19 00:00:00;Válido
DO04175;TE00426;NR-10;2026-02-19 00:00:00;Vencido
DO04176;TE02776;NR-10;2024-08-30 00:00:00;Válido
DO04177;TE00047;Seguro;2026-01-02 00:00:00;Válido
DO04178;TE02908;Seguro;2025-12-10 00:00:00;Válido
DO04179;TE02169;Seguro;2024-10-10 00:00:00;Válido
DO04180;TE01368;NR-35;2026-07-05 00:00:00;Válido
DO04181;TE00658;Integração;2024-01-05 00:00:00;Vencido
DO04182;TE00023;Seguro;2024-10-08 00:00:00;Vencido
DO04183;TE02128;Seguro;2024-08-15 00:00:00;Válido
DO04184;TE02394;NR-35;2024-09-10 00:00:00;Válido
DO04185;TE01496;Integração;2024-03-15 00:00:00;Pendente
DO04186;TE01848;NR-35;2025-06-24 00:00:00;Válido
DO04187;TE01920;Seguro;2025-05-13 00:00:00;Válido
DO04188;TE02418;ASO;2025-04-11 00:00:00;Pendente
DO04189;TE01753;ASO;2026-03-28 00:00:00;Válido
DO04190;TE00566;ASO;2024-03-27 00:00:00;Válido
DO04191;TE02642;NR-35;2025-06-13 00:00:00;Válido
DO04192;TE00619;ASO;2024-09-19 00:00:00;Válido
DO04193;TE01259;Integração;2025-02-04 00:00:00;Válido
DO04194;TE00528;ASO;2025-02-19 00:00:00;Válido
DO04195;TE00383;Integração;2024-08-05 00:00:00;Pendente
DO04196;TE00738;NR-35;2024-02-14 00:00:00;Válido
DO04197;TE02116;NR-10;2024-02-07 00:00:00;Vencido
DO04198;TE01047;ASO;2025-11-20 00:00:00;Vencido
DO04199;TE02331;Seguro;2025-05-02 00:00:00;Válido
DO04200;TE00809;NR-10;2025-10-20 00:00:00;Válido
DO04201;TE01054;NR-35;2024-06-03 00:00:00;Válido
DO04202;TE00072;ASO;2025-12-27 00:00:00;Válido
DO04203;TE03127;NR-10;2024-05-20 00:00:00;Válido
DO04204;TE00859;Seguro;2024-03-27 00:00:00;Válido
DO04205;TE00852;NR-10;2025-06-26 00:00:00;Válido
DO04206;TE01274;ASO;2024-07-11 00:00:00;Válido
DO04207;TE01297;ASO;2024-08-28 00:00:00;Válido
DO04208;TE02811;NR-10;2025-11-11 00:00:00;Vencido
DO04209;TE00308;ASO;2025-10-15 00:00:00;Válido
DO04210;TE00156;Seguro;2024-02-16 00:00:00;Válido
DO04211;TE00373;Seguro;2026-04-29 00:00:00;Pendente
DO04212;TE02929;Integração;2025-03-23 00:00:00;Válido
DO04213;TE01544;Seguro;2026-03-10 00:00:00;Vencido
DO04214;TE01924;NR-10;2025-01-09 00:00:00;Válido
DO04215;TE00588;NR-35;2025-11-12 00:00:00;Válido
DO04216;TE00450;Seguro;2026-06-20 00:00:00;Válido
DO04217;TE00980;NR-10;2024-02-15 00:00:00;Válido
DO04218;TE00252;NR-35;2024-01-22 00:00:00;Válido
DO04219;TE01989;Integração;2025-04-18 00:00:00;Válido
DO04220;TE02526;Integração;2026-02-18 00:00:00;Válido
DO04221;TE00681;NR-10;2025-09-01 00:00:00;Válido
DO04222;TE00943;Seguro;2024-12-27 00:00:00;Válido
DO04223;TE02794;Integração;2025-08-11 00:00:00;Válido
DO04224;TE01127;NR-35;2026-07-05 00:00:00;Válido
DO04225;TE02789;ASO;2024-04-01 00:00:00;Válido
DO04226;TE03098;NR-10;2025-11-18 00:00:00;Válido
DO04227;TE02964;Integração;2024-09-17 00:00:00;Válido
DO04228;TE02416;Integração;2024-09-16 00:00:00;Válido
DO04229;TE02536;NR-10;2026-02-25 00:00:00;Válido
DO04230;TE02870;NR-35;2025-11-18 00:00:00;Válido
DO04231;TE02303;Seguro;2025-11-27 00:00:00;Válido
DO04232;TE01175;Integração;2026-06-09 00:00:00;Válido
DO04233;TE00930;ASO;2024-02-13 00:00:00;Vencido
DO04234;TE02964;ASO;2026-07-16 00:00:00;Válido
DO04235;TE02967;Integração;2024-07-08 00:00:00;Válido
DO04236;TE03106;NR-35;2024-04-29 00:00:00;Válido
DO04237;TE01438;Integração;2025-07-13 00:00:00;Vencido
DO04238;TE01679;NR-35;2026-06-18 00:00:00;Válido
DO04239;TE02144;Seguro;2025-01-13 00:00:00;Válido
DO04240;TE00876;Integração;2025-12-03 00:00:00;Válido
DO04241;TE00184;NR-10;2025-07-25 00:00:00;Vencido
DO04242;TE01494;Integração;2024-12-19 00:00:00;Válido
DO04243;TE00085;NR-10;2024-06-23 00:00:00;Pendente
DO04244;TE01496;ASO;2025-10-26 00:00:00;Válido
DO04245;TE02702;Seguro;2024-10-17 00:00:00;Válido
DO04246;TE01326;Integração;2024-03-23 00:00:00;Vencido
DO04247;TE01483;NR-10;2024-09-02 00:00:00;Válido
DO04248;TE00971;Integração;2025-07-24 00:00:00;Válido
DO04249;TE03149;Seguro;2024-05-31 00:00:00;Válido
DO04250;TE02168;Seguro;2025-03-12 00:00:00;Válido
DO04251;TE01788;ASO;2026-03-19 00:00:00;Válido
DO04252;TE00319;NR-10;2024-09-03 00:00:00;Pendente
DO04253;TE02740;NR-10;2025-07-04 00:00:00;Válido
DO04254;TE03002;NR-10;2025-09-13 00:00:00;Vencido
DO04255;TE01663;Seguro;2026-02-15 00:00:00;Válido
DO04256;TE00344;ASO;2025-04-27 00:00:00;Válido
DO04257;TE00618;Seguro;2024-11-02 00:00:00;Válido
DO04258;TE02676;ASO;2026-01-10 00:00:00;Válido
DO04259;TE02513;NR-35;2024-08-21 00:00:00;Válido
DO04260;TE00508;ASO;2025-11-28 00:00:00;Válido
DO04261;TE02534;NR-35;2026-05-09 00:00:00;Válido
DO04262;TE01023;Integração;2024-02-12 00:00:00;Válido
DO04263;TE02019;NR-10;2024-05-25 00:00:00;Vencido
DO04264;TE00523;ASO;2025-10-21 00:00:00;Válido
DO04265;TE01481;NR-10;2025-03-17 00:00:00;Válido
DO04266;TE00484;ASO;2024-04-13 00:00:00;Válido
DO04267;TE01020;NR-35;2025-04-08 00:00:00;Válido
DO04268;TE00622;Integração;2026-02-21 00:00:00;Válido
DO04269;TE02106;Integração;2025-09-05 00:00:00;Vencido
DO04270;TE00520;Integração;2024-11-10 00:00:00;Válido
DO04271;TE00521;NR-10;2024-01-07 00:00:00;Válido
DO04272;TE02806;Seguro;2025-09-10 00:00:00;Válido
DO04273;TE00862;NR-35;2025-04-26 00:00:00;Válido
DO04274;TE00363;Integração;2024-03-03 00:00:00;Vencido
DO04275;TE01523;NR-10;2025-08-08 00:00:00;Válido
DO04276;TE03146;ASO;2024-11-11 00:00:00;Válido
DO04277;TE01427;NR-35;2025-07-22 00:00:00;Válido
DO04278;TE02851;Seguro;2026-07-16 00:00:00;Válido
DO04279;TE02318;ASO;2024-09-10 00:00:00;Válido
DO04280;TE01947;Integração;2025-01-17 00:00:00;Válido
DO04281;TE00103;Integração;2025-11-20 00:00:00;Válido
DO04282;TE00817;NR-10;2024-08-30 00:00:00;Válido
DO04283;TE00949;Integração;2024-05-10 00:00:00;Válido
DO04284;TE02028;Integração;2025-03-14 00:00:00;Válido
DO04285;TE01204;Seguro;2026-06-25 00:00:00;Válido
DO04286;TE01186;ASO;2025-03-24 00:00:00;Válido
DO04287;TE00331;NR-35;2026-07-23 00:00:00;Válido
DO04288;TE01522;Integração;2026-04-30 00:00:00;Pendente
DO04289;TE00037;Integração;2024-09-18 00:00:00;Vencido
DO04290;TE00510;Integração;2025-08-14 00:00:00;Válido
DO04291;TE01534;NR-35;2025-05-30 00:00:00;Válido
DO04292;TE02492;Integração;2026-02-05 00:00:00;Vencido
DO04293;TE01582;Seguro;2024-02-21 00:00:00;Válido
DO04294;TE01229;NR-35;2024-08-02 00:00:00;Válido
DO04295;TE00422;NR-10;2024-01-26 00:00:00;Válido
DO04296;TE00475;NR-35;2026-07-05 00:00:00;Válido
DO04297;TE00703;NR-10;2024-04-14 00:00:00;Válido
DO04298;TE00580;NR-35;2024-10-27 00:00:00;Válido
DO04299;TE00189;Seguro;2026-06-11 00:00:00;Válido
DO04300;TE01372;NR-35;2025-08-05 00:00:00;Válido
DO04301;TE02325;Seguro;2025-12-12 00:00:00;Pendente
DO04302;TE00074;NR-35;2026-04-04 00:00:00;Válido
DO04303;TE02011;Integração;2025-05-03 00:00:00;Válido
DO04304;TE01902;ASO;2024-03-29 00:00:00;Válido
DO04305;TE02302;NR-10;2024-11-12 00:00:00;Válido
DO04306;TE03197;NR-10;2025-10-27 00:00:00;Válido
DO04307;TE00841;ASO;2025-10-28 00:00:00;Válido
DO04308;TE02627;ASO;2026-04-27 00:00:00;Válido
DO04309;TE02303;Seguro;2024-06-10 00:00:00;Válido
DO04310;TE03187;Seguro;2024-10-21 00:00:00;Pendente
DO04311;TE00701;NR-35;2024-01-23 00:00:00;Válido
DO04312;TE00290;NR-10;2024-01-29 00:00:00;Válido
DO04313;TE02660;ASO;2025-12-11 00:00:00;Válido
DO04314;TE01271;Seguro;2025-04-19 00:00:00;Válido
DO04315;TE02407;ASO;2024-09-02 00:00:00;Válido
DO04316;TE00313;ASO;2026-06-30 00:00:00;Válido
DO04317;TE02991;Seguro;2025-07-17 00:00:00;Válido
DO04318;TE02026;Seguro;2025-03-28 00:00:00;Válido
DO04319;TE02671;Integração;2026-05-29 00:00:00;Válido
DO04320;TE01633;Integração;2025-10-27 00:00:00;Vencido
DO04321;TE00994;NR-10;2025-10-19 00:00:00;Válido
DO04322;TE01123;NR-35;2025-08-30 00:00:00;Válido
DO04323;TE01223;Seguro;2025-08-27 00:00:00;Válido
DO04324;TE02339;NR-35;2026-07-22 00:00:00;Válido
DO04325;TE01969;NR-35;2026-01-26 00:00:00;Válido
DO04326;TE03127;NR-35;2025-01-06 00:00:00;Válido
DO04327;TE01658;NR-10;2025-11-09 00:00:00;Válido
DO04328;TE00713;NR-35;2026-02-19 00:00:00;Válido
DO04329;TE02970;ASO;2026-01-31 00:00:00;Válido
DO04330;TE03170;Integração;2026-07-27 00:00:00;Válido
DO04331;TE01400;Seguro;2024-09-22 00:00:00;Válido
DO04332;TE00473;Seguro;2025-06-15 00:00:00;Válido
DO04333;TE01089;Seguro;2026-01-16 00:00:00;Válido
DO04334;TE02262;NR-10;2024-05-31 00:00:00;Válido
DO04335;TE01564;Integração;2025-06-25 00:00:00;Válido
DO04336;TE00732;NR-35;2024-08-01 00:00:00;Válido
DO04337;TE02551;Integração;2024-08-12 00:00:00;Válido
DO04338;TE01137;Integração;2025-10-26 00:00:00;Válido
DO04339;TE01993;Seguro;2026-01-20 00:00:00;Válido
DO04340;TE00554;NR-10;2026-01-20 00:00:00;Válido
DO04341;TE03062;NR-35;2025-08-27 00:00:00;Válido
DO04342;TE01390;NR-35;2025-04-12 00:00:00;Pendente
DO04343;TE02464;NR-35;2024-03-27 00:00:00;Válido
DO04344;TE01707;Seguro;2024-02-26 00:00:00;Vencido
DO04345;TE00249;Integração;2025-02-17 00:00:00;Válido
DO04346;TE01296;NR-10;2025-03-21 00:00:00;Válido
DO04347;TE02367;NR-10;2024-05-19 00:00:00;Pendente
DO04348;TE00410;Integração;2025-04-09 00:00:00;Pendente
DO04349;TE00286;NR-35;2024-07-09 00:00:00;Válido
DO04350;TE02243;Integração;2024-08-04 00:00:00;Válido
DO04351;TE02113;NR-35;2026-02-11 00:00:00;Válido
DO04352;TE00208;Seguro;2024-04-11 00:00:00;Válido
DO04353;TE02910;Seguro;2024-04-13 00:00:00;Válido
DO04354;TE02358;ASO;2024-01-29 00:00:00;Válido
DO04355;TE01020;ASO;2025-07-04 00:00:00;Válido
DO04356;TE01028;Seguro;2024-02-23 00:00:00;Válido
DO04357;TE01139;NR-35;2025-05-22 00:00:00;Válido
DO04358;TE01690;Seguro;2024-08-07 00:00:00;Pendente
DO04359;TE01132;NR-10;2025-02-15 00:00:00;Vencido
DO04360;TE02842;NR-10;2025-01-17 00:00:00;Válido
DO04361;TE02246;Integração;2025-04-19 00:00:00;Válido
DO04362;TE00417;NR-10;2025-12-10 00:00:00;Pendente
DO04363;TE02307;NR-35;2024-04-14 00:00:00;Válido
DO04364;TE01091;Seguro;2025-10-10 00:00:00;Válido
DO04365;TE02375;Integração;2024-08-13 00:00:00;Vencido
DO04366;TE01097;NR-35;2024-11-09 00:00:00;Válido
DO04367;TE01760;ASO;2025-08-13 00:00:00;Válido
DO04368;TE02122;Seguro;2026-01-14 00:00:00;Válido
DO04369;TE00993;Integração;2024-05-31 00:00:00;Válido
DO04370;TE00137;NR-10;2024-10-07 00:00:00;Vencido
DO04371;TE02577;NR-35;2026-05-20 00:00:00;Válido
DO04372;TE01451;NR-35;2025-01-02 00:00:00;Válido
DO04373;TE00810;ASO;2024-08-25 00:00:00;Pendente
DO04374;TE00138;Integração;2024-03-11 00:00:00;Válido
DO04375;TE01857;ASO;2026-06-19 00:00:00;Válido
DO04376;TE02989;NR-10;2025-01-22 00:00:00;Válido
DO04377;TE00402;NR-35;2025-09-24 00:00:00;Vencido
DO04378;TE02367;NR-35;2025-01-28 00:00:00;Válido
DO04379;TE02093;NR-35;2024-12-04 00:00:00;Válido
DO04380;TE01800;NR-10;2024-04-23 00:00:00;Válido
DO04381;TE01994;NR-35;2026-02-19 00:00:00;Válido
DO04382;TE01612;Integração;2026-05-31 00:00:00;Válido
DO04383;TE00103;NR-10;2024-02-29 00:00:00;Válido
DO04384;TE02798;Integração;2025-03-30 00:00:00;Válido
DO04385;TE01758;Integração;2024-12-04 00:00:00;Válido
DO04386;TE01897;NR-10;2024-11-21 00:00:00;Vencido
DO04387;TE03170;ASO;2025-01-11 00:00:00;Válido
DO04388;TE00961;Seguro;2026-02-27 00:00:00;Pendente
DO04389;TE02876;Seguro;2026-05-19 00:00:00;Válido
DO04390;TE01499;NR-10;2026-03-15 00:00:00;Válido
DO04391;TE02020;ASO;2025-12-10 00:00:00;Válido
DO04392;TE00211;NR-35;2024-07-25 00:00:00;Válido
DO04393;TE02167;NR-35;2024-12-11 00:00:00;Válido
DO04394;TE01562;NR-10;2024-10-21 00:00:00;Válido
DO04395;TE02592;Seguro;2024-04-13 00:00:00;Válido
DO04396;TE01233;ASO;2026-04-11 00:00:00;Vencido
DO04397;TE02664;NR-35;2024-10-06 00:00:00;Válido
DO04398;TE03071;Integração;2025-07-30 00:00:00;Válido
DO04399;TE00297;NR-10;2025-12-01 00:00:00;Vencido
DO04400;TE01010;ASO;2026-03-07 00:00:00;Válido
DO04401;TE00136;Seguro;2026-05-28 00:00:00;Válido
DO04402;TE01205;NR-35;2024-02-15 00:00:00;Válido
DO04403;TE01628;NR-10;2024-04-03 00:00:00;Válido
DO04404;TE00785;NR-10;2024-04-19 00:00:00;Vencido
DO04405;TE01694;Seguro;2025-09-26 00:00:00;Válido
DO04406;TE00002;Integração;2025-10-07 00:00:00;Válido
DO04407;TE02297;Integração;2024-11-21 00:00:00;Pendente
DO04408;TE03055;Integração;2025-12-26 00:00:00;Válido
DO04409;TE00581;Seguro;2024-03-14 00:00:00;Válido
DO04410;TE01634;NR-35;2025-10-04 00:00:00;Válido
DO04411;TE02434;NR-35;2026-03-28 00:00:00;Válido
DO04412;TE01050;NR-35;2024-01-08 00:00:00;Válido
DO04413;TE01083;ASO;2024-03-11 00:00:00;Válido
DO04414;TE00030;NR-35;2026-04-23 00:00:00;Válido
DO04415;TE02321;ASO;2026-06-13 00:00:00;Válido
DO04416;TE00391;NR-35;2025-09-05 00:00:00;Válido
DO04417;TE02932;ASO;2025-11-22 00:00:00;Válido
DO04418;TE00804;ASO;2024-05-23 00:00:00;Válido
DO04419;TE02981;NR-10;2026-01-10 00:00:00;Válido
DO04420;TE00931;NR-35;2024-08-07 00:00:00;Válido
DO04421;TE00410;NR-10;2026-06-21 00:00:00;Válido
DO04422;TE00025;NR-10;2025-07-05 00:00:00;Válido
DO04423;TE02030;ASO;2025-08-23 00:00:00;Válido
DO04424;TE00673;NR-10;2026-01-15 00:00:00;Válido
DO04425;TE01709;ASO;2024-01-07 00:00:00;Vencido
DO04426;TE00850;Seguro;2025-12-06 00:00:00;Válido
DO04427;TE01383;NR-10;2025-12-22 00:00:00;Válido
DO04428;TE00610;Integração;2025-05-12 00:00:00;Vencido
DO04429;TE00543;Seguro;2025-06-17 00:00:00;Válido
DO04430;TE01122;ASO;2024-01-31 00:00:00;Válido
DO04431;TE03007;ASO;2024-01-18 00:00:00;Válido
DO04432;TE00364;Seguro;2024-03-11 00:00:00;Válido
DO04433;TE02992;NR-10;2025-11-21 00:00:00;Válido
DO04434;TE02396;NR-35;2026-04-23 00:00:00;Válido
DO04435;TE01515;ASO;2025-03-07 00:00:00;Válido
DO04436;TE02042;NR-10;2026-01-26 00:00:00;Válido
DO04437;TE00770;NR-35;2024-03-14 00:00:00;Válido
DO04438;TE00530;NR-10;2024-06-15 00:00:00;Válido
DO04439;TE02273;Seguro;2026-03-20 00:00:00;Válido
DO04440;TE02710;Integração;2025-07-16 00:00:00;Válido
DO04441;TE03079;ASO;2024-08-08 00:00:00;Válido
DO04442;TE01729;NR-35;2025-06-09 00:00:00;Vencido
DO04443;TE00430;NR-35;2026-03-01 00:00:00;Válido
DO04444;TE02601;NR-10;2025-11-04 00:00:00;Válido
DO04445;TE00492;ASO;2025-10-24 00:00:00;Válido
DO04446;TE01625;NR-35;2024-11-05 00:00:00;Válido
DO04447;TE00607;Integração;2026-01-17 00:00:00;Válido
DO04448;TE00972;Integração;2026-04-23 00:00:00;Válido
DO04449;TE01180;Seguro;2026-04-29 00:00:00;Vencido
DO04450;TE03047;Integração;2025-04-14 00:00:00;Válido
DO04451;TE01988;NR-35;2025-02-10 00:00:00;Válido
DO04452;TE01935;NR-10;2024-08-13 00:00:00;Válido
DO04453;TE02609;ASO;2025-04-03 00:00:00;Válido
DO04454;TE01064;Integração;2026-07-13 00:00:00;Pendente
DO04455;TE02483;NR-10;2025-12-28 00:00:00;Válido
DO04456;TE00213;Seguro;2024-09-14 00:00:00;Válido
DO04457;TE02502;Integração;2025-02-12 00:00:00;Válido
DO04458;TE02863;Seguro;2025-11-26 00:00:00;Válido
DO04459;TE00782;Integração;2026-07-12 00:00:00;Válido
DO04460;TE02833;Integração;2025-06-09 00:00:00;Pendente
DO04461;TE02664;NR-10;2024-09-07 00:00:00;Vencido
DO04462;TE01064;ASO;2025-01-25 00:00:00;Válido
DO04463;TE02659;ASO;2025-08-23 00:00:00;Válido
DO04464;TE02444;NR-10;2024-06-17 00:00:00;Vencido
DO04465;TE00144;NR-35;2024-06-10 00:00:00;Vencido
DO04466;TE01161;NR-35;2026-02-12 00:00:00;Pendente
DO04467;TE01398;Seguro;2025-08-14 00:00:00;Válido
DO04468;TE01760;ASO;2024-04-30 00:00:00;Válido
DO04469;TE00566;Integração;2025-05-03 00:00:00;Válido
DO04470;TE01137;NR-10;2025-02-06 00:00:00;Válido
DO04471;TE02479;Integração;2026-03-26 00:00:00;Válido
DO04472;TE02433;Integração;2025-11-12 00:00:00;Válido
DO04473;TE02689;Seguro;2025-05-30 00:00:00;Válido
DO04474;TE00639;NR-35;2026-05-01 00:00:00;Válido
DO04475;TE00237;NR-35;2025-03-29 00:00:00;Válido
DO04476;TE03118;Integração;2026-07-22 00:00:00;Válido
DO04477;TE00422;NR-10;2024-01-30 00:00:00;Válido
DO04478;TE00162;ASO;2025-06-27 00:00:00;Válido
DO04479;TE02002;Integração;2024-10-12 00:00:00;Vencido
DO04480;TE00151;Integração;2025-11-03 00:00:00;Válido
DO04481;TE00727;Seguro;2026-01-22 00:00:00;Válido
DO04482;TE02359;ASO;2025-04-27 00:00:00;Válido
DO04483;TE00090;Integração;2025-04-20 00:00:00;Pendente
DO04484;TE02526;NR-35;2024-04-25 00:00:00;Válido
DO04485;TE01623;NR-35;2025-04-04 00:00:00;Válido
