documento_id,cliente_id,competencia,tipo_documento,data_solicitacao,data_recebimento,status
3795,317,2025-08,Folha,2025-09-01,2025-08-24,Recebido
3796,317,2025-09,Folha,2025-10-07,,Pendente
3797,317,2025-10,Folha,2025-11-08,2025-11-10,Recebido
3798,317,2025-11,Extratos,2025-12-06,2025-12-12,Recebido
3799,317,2025-12,Extratos,2026-01-11,2026-01-05,Recebido
3800,317,2026-01,Notas fiscais,2026-02-04,2026-02-07,Recebido
3801,317,2026-02,Documentos societários,2026-03-09,2026-03-02,Recebido
3802,317,2026-03,Documentos societários,2026-04-11,2026-04-12,Recebido
3803,317,2026-04,Folha,2026-04-27,2026-05-02,Recebido
3804,317,2026-05,Extratos,2026-05-27,,Pendente
3805,318,2025-07,Extratos,2025-07-06,2025-07-11,Recebido
3806,318,2025-07,Notas fiscais,2025-08-10,2025-08-17,Recebido
3807,318,2025-08,Folha,2025-09-02,2025-09-05,Recebido
3808,318,2025-09,Extratos,2025-10-05,2025-10-01,Recebido
3809,318,2025-10,Documentos societários,2025-11-05,2025-11-06,Recebido
3810,318,2025-11,Extratos,2025-12-03,2025-12-08,Recebido
3811,318,2025-12,Extratos,2026-01-03,,Pendente
3812,318,2026-01,Notas fiscais,2026-02-06,2026-01-27,Recebido
3813,318,2026-02,Folha,2026-03-12,2026-03-07,Recebido
3814,318,2026-03,Notas fiscais,2026-04-12,2026-04-18,Recebido
3815,318,2026-04,Extratos,2026-05-02,2026-04-24,Recebido
3816,318,2026-05,Extratos,2026-06-08,2026-06-08,Recebido
3817,319,2025-07,Folha,2025-07-04,2025-06-24,Recebido
3818,319,2025-07,Notas fiscais,2025-08-01,2025-08-04,Recebido
3819,319,2025-08,Folha,2025-09-04,2025-09-10,Recebido
3820,319,2025-09,Folha,2025-10-10,2025-10-03,Recebido
3821,319,2025-10,Notas fiscais,2025-11-13,2025-11-17,Recebido
3822,319,2025-11,Extratos,2025-12-13,2025-12-22,Recebido
3823,319,2025-12,Documentos societários,2026-01-12,2026-01-12,Recebido
3824,319,2026-01,Notas fiscais,2026-01-27,2026-02-01,Recebido
3825,319,2026-02,Folha,2026-03-05,2026-03-04,Recebido
3826,319,2026-03,Notas fiscais,2026-04-02,,Pendente
3827,319,2026-04,Extratos,2026-05-10,2026-05-07,Recebido
3828,319,2026-05,Documentos societários,2026-06-06,2026-06-05,Recebido
3829,320,2025-07,Folha,2025-07-06,2025-07-02,Recebido
3830,320,2025-07,Folha,2025-08-11,2025-08-20,Recebido
3831,320,2025-08,Notas fiscais,2025-08-31,2025-09-08,Recebido
3832,320,2025-09,Documentos societários,2025-10-04,2025-09-27,Recebido
3833,320,2025-10,Extratos,2025-11-12,2025-11-17,Recebido
3834,320,2025-11,Extratos,2025-12-07,2025-12-04,Recebido
3835,320,2025-12,Notas fiscais,2026-01-11,2026-01-13,Recebido
3836,320,2026-01,Extratos,2026-02-03,2026-01-30,Recebido
3837,320,2026-02,Extratos,2026-03-05,2026-03-12,Recebido
3838,320,2026-03,Notas fiscais,2026-04-04,2026-03-31,Recebido
3839,320,2026-04,Documentos societários,2026-05-07,2026-05-15,Recebido
3840,320,2026-05,Notas fiscais,2026-06-11,2026-06-16,Recebido
3841,321,2025-07,Documentos societários,2025-07-13,2025-07-20,Recebido
3842,321,2025-07,Extratos,2025-08-09,2025-08-03,Recebido
3843,321,2025-08,Folha,2025-09-10,2025-08-31,Recebido
3844,321,2025-09,Extratos,2025-10-14,2025-10-09,Recebido
3845,321,2025-10,Extratos,2025-11-06,2025-11-05,Recebido
3846,321,2025-11,Documentos societários,2025-12-01,,Pendente
3847,321,2025-12,Extratos,2026-01-05,2026-01-03,Recebido
3848,321,2026-01,Documentos societários,2026-01-29,2026-02-05,Recebido
3849,321,2026-02,Folha,2026-02-26,2026-03-03,Recebido
3850,321,2026-03,Notas fiscais,2026-04-11,,Pendente
3851,321,2026-04,Documentos societários,2026-04-28,2026-05-03,Recebido
3852,321,2026-05,Notas fiscais,2026-06-07,2026-05-28,Recebido
3853,322,2025-07,Documentos societários,2025-07-08,2025-07-12,Recebido
3854,322,2025-07,Folha,2025-08-02,2025-07-26,Recebido
3855,322,2025-08,Extratos,2025-09-13,2025-09-07,Recebido
3856,322,2025-09,Documentos societários,2025-10-11,2025-10-08,Recebido
3857,322,2025-10,Folha,2025-10-29,,Pendente
3858,322,2025-11,Notas fiscais,2025-12-08,2025-12-06,Recebido
3859,322,2025-12,Folha,2025-12-28,2025-12-18,Recebido
3860,322,2026-01,Notas fiscais,2026-02-02,2026-02-02,Recebido
3861,322,2026-02,Folha,2026-03-09,2026-03-07,Recebido
3862,322,2026-03,Folha,2026-04-06,2026-04-13,Recebido
3863,322,2026-04,Notas fiscais,2026-05-08,2026-05-08,Recebido
3864,322,2026-05,Documentos societários,2026-06-09,2026-06-17,Recebido
3865,323,2025-07,Notas fiscais,2025-07-07,2025-07-03,Recebido
3866,323,2025-07,Notas fiscais,2025-08-15,2025-08-09,Recebido
3867,323,2025-08,Extratos,2025-09-02,2025-08-31,Recebido
3868,323,2025-09,Extratos,2025-09-30,,Pendente
3869,323,2025-10,Extratos,2025-11-05,2025-11-06,Recebido
3870,323,2025-11,Folha,2025-12-01,2025-12-10,Recebido
3871,323,2025-12,Documentos societários,2025-12-30,2025-12-23,Recebido
3872,323,2026-01,Documentos societários,2026-02-09,2026-02-01,Recebido
3873,323,2026-02,Folha,2026-03-13,2026-03-20,Recebido
3874,323,2026-03,Extratos,2026-03-28,2026-03-23,Recebido
3875,323,2026-04,Documentos societários,2026-05-12,2026-05-09,Recebido
3876,323,2026-05,Notas fiscais,2026-06-07,2026-06-03,Recebido
3877,324,2025-07,Extratos,2025-07-03,2025-06-24,Recebido
3878,324,2025-07,Documentos societários,2025-08-11,2025-08-15,Recebido
3879,324,2025-08,Notas fiscais,2025-09-10,2025-09-19,Recebido
3880,324,2025-09,Notas fiscais,2025-10-02,,Pendente
3881,324,2025-10,Folha,2025-11-07,,Pendente
3882,324,2025-11,Notas fiscais,2025-12-01,2025-12-08,Recebido
3883,324,2025-12,Notas fiscais,2025-12-30,2025-12-31,Recebido
3884,324,2026-01,Folha,2026-02-07,2026-02-14,Recebido
3885,324,2026-02,Folha,2026-03-06,2026-03-02,Recebido
3886,324,2026-03,Notas fiscais,2026-03-28,2026-04-02,Recebido
3887,324,2026-04,Notas fiscais,2026-05-09,2026-05-05,Recebido
3888,324,2026-05,Notas fiscais,2026-06-09,2026-06-17,Recebido
3889,325,2025-07,Extratos,2025-07-03,2025-06-27,Recebido
3890,325,2025-07,Documentos societários,2025-08-10,2025-08-15,Recebido
3891,325,2025-08,Documentos societários,2025-09-04,2025-08-29,Recebido
3892,325,2025-09,Notas fiscais,2025-10-09,,Pendente
3893,325,2025-10,Folha,2025-11-12,2025-11-18,Recebido
3894,325,2025-11,Documentos societários,2025-12-11,2025-12-12,Recebido
3895,325,2025-12,Extratos,2026-01-07,2026-01-01,Recebido
3896,325,2026-01,Documentos societários,2026-02-07,2026-02-07,Recebido
3897,325,2026-02,Folha,2026-03-10,2026-03-09,Recebido
3898,325,2026-03,Extratos,2026-04-03,,Pendente
3899,325,2026-04,Extratos,2026-04-27,2026-04-21,Recebido
3900,325,2026-05,Documentos societários,2026-06-01,2026-06-08,Recebido
3901,326,2025-07,Folha,2025-07-11,2025-07-20,Recebido
3902,326,2025-07,Documentos societários,2025-08-14,2025-08-12,Recebido
3903,326,2025-08,Folha,2025-09-04,,Pendente
3904,326,2025-09,Notas fiscais,2025-10-10,2025-10-01,Recebido
3905,326,2025-10,Extratos,2025-11-07,2025-11-15,Recebido
3906,326,2025-11,Extratos,2025-12-12,2025-12-14,Recebido
3907,326,2025-12,Documentos societários,2026-01-10,2026-01-11,Recebido
3908,326,2026-01,Documentos societários,2026-01-29,2026-02-05,Recebido
3909,326,2026-02,Notas fiscais,2026-03-11,2026-03-09,Recebido
3910,326,2026-03,Notas fiscais,2026-04-10,2026-04-01,Recebido
3911,326,2026-04,Extratos,2026-04-28,2026-05-05,Recebido
3912,326,2026-05,Extratos,2026-06-04,2026-06-08,Recebido
3913,327,2025-07,Folha,2025-07-06,2025-07-01,Recebido
3914,327,2025-07,Documentos societários,2025-08-03,,Pendente
3915,327,2025-08,Documentos societários,2025-09-02,2025-08-27,Recebido
3916,327,2025-09,Folha,2025-10-05,2025-09-28,Recebido
3917,327,2025-10,Notas fiscais,2025-11-06,2025-11-04,Recebido
3918,327,2025-11,Documentos societários,2025-12-10,2025-12-11,Recebido
3919,327,2025-12,Folha,2026-01-07,2026-01-12,Recebido
3920,327,2026-01,Extratos,2026-02-05,2026-02-01,Recebido
3921,327,2026-02,Documentos societários,2026-03-13,2026-03-16,Recebido
3922,327,2026-03,Documentos societários,2026-03-30,,Pendente
3923,327,2026-04,Notas fiscais,2026-05-09,2026-04-29,Recebido
3924,327,2026-05,Documentos societários,2026-06-08,2026-06-14,Recebido
3925,328,2025-07,Notas fiscais,2025-07-03,,Pendente
3926,328,2025-07,Folha,2025-08-08,2025-08-03,Recebido
3927,328,2025-08,Extratos,2025-09-13,2025-09-19,Recebido
3928,328,2025-09,Notas fiscais,2025-10-12,2025-10-03,Recebido
3929,328,2025-10,Documentos societários,2025-11-01,2025-11-02,Recebido
3930,328,2025-11,Documentos societários,2025-12-09,,Pendente
3931,328,2025-12,Notas fiscais,2026-01-11,2026-01-05,Recebido
3932,328,2026-01,Notas fiscais,2026-02-03,2026-01-25,Recebido
3933,328,2026-02,Notas fiscais,2026-03-11,2026-03-16,Recebido
3934,328,2026-03,Notas fiscais,2026-03-28,2026-03-25,Recebido
3935,328,2026-04,Notas fiscais,2026-05-09,2026-05-11,Recebido
3936,328,2026-05,Notas fiscais,2026-05-29,2026-05-19,Recebido
3937,329,2025-07,Extratos,2025-07-13,2025-07-15,Recebido
3938,329,2025-07,Extratos,2025-08-01,2025-07-22,Recebido
3939,329,2025-08,Notas fiscais,2025-09-14,2025-09-14,Recebido
3940,329,2025-09,Folha,2025-10-01,2025-09-26,Recebido
3941,329,2025-10,Notas fiscais,2025-11-02,2025-10-31,Recebido
3942,329,2025-11,Notas fiscais,2025-12-05,,Pendente
3943,329,2025-12,Folha,2026-01-06,2025-12-29,Recebido
3944,329,2026-01,Folha,2026-02-03,2026-02-02,Recebido
3945,329,2026-02,Folha,2026-03-02,2026-02-23,Recebido
3946,329,2026-03,Notas fiscais,2026-04-10,2026-03-31,Recebido
3947,329,2026-04,Extratos,2026-05-09,2026-05-18,Recebido
3948,329,2026-05,Extratos,2026-05-28,2026-06-02,Recebido
3949,330,2025-07,Extratos,2025-07-05,,Pendente
3950,330,2025-07,Folha,2025-08-13,2025-08-04,Recebido
3951,330,2025-08,Extratos,2025-08-30,2025-09-08,Recebido
3952,330,2025-09,Folha,2025-10-05,2025-09-30,Recebido
3953,330,2025-10,Documentos societários,2025-11-05,2025-11-05,Recebido
3954,330,2025-11,Notas fiscais,2025-12-07,2025-12-04,Recebido
3955,330,2025-12,Notas fiscais,2025-12-30,2026-01-05,Recebido
3956,330,2026-01,Extratos,2026-02-11,,Pendente
3957,330,2026-02,Folha,2026-03-04,2026-03-13,Recebido
3958,330,2026-03,Notas fiscais,2026-04-12,2026-04-17,Recebido
3959,330,2026-04,Documentos societários,2026-04-30,2026-05-01,Recebido
3960,330,2026-05,Folha,2026-06-11,2026-06-20,Recebido
3961,331,2025-07,Documentos societários,2025-07-09,2025-07-08,Recebido
3962,331,2025-07,Notas fiscais,2025-08-07,2025-08-09,Recebido
3963,331,2025-08,Extratos,2025-09-09,,Pendente
3964,331,2025-09,Folha,2025-10-06,2025-10-07,Recebido
3965,331,2025-10,Folha,2025-11-10,2025-11-03,Recebido
3966,331,2025-11,Notas fiscais,2025-12-07,2025-11-29,Recebido
3967,331,2025-12,Folha,2026-01-07,2025-12-28,Recebido
3968,331,2026-01,Notas fiscais,2026-02-04,2026-01-31,Recebido
3969,331,2026-02,Folha,2026-02-26,2026-02-28,Recebido
3970,331,2026-03,Notas fiscais,2026-04-09,2026-04-04,Recebido
3971,331,2026-04,Folha,2026-05-10,2026-05-06,Recebido
3972,331,2026-05,Documentos societários,2026-06-02,2026-05-26,Recebido
3973,332,2025-07,Extratos,2025-07-04,2025-06-25,Recebido
3974,332,2025-07,Folha,2025-07-31,2025-07-30,Recebido
3975,332,2025-08,Folha,2025-08-31,2025-09-09,Recebido
3976,332,2025-09,Folha,2025-10-07,2025-10-15,Recebido
3977,332,2025-10,Folha,2025-11-10,2025-10-31,Recebido
3978,332,2025-11,Documentos societários,2025-12-05,2025-12-14,Recebido
3979,332,2025-12,Documentos societários,2026-01-02,2026-01-09,Recebido
3980,332,2026-01,Folha,2026-02-05,2026-02-04,Recebido
3981,332,2026-02,Notas fiscais,2026-03-09,2026-03-07,Recebido
3982,332,2026-03,Extratos,2026-03-28,2026-03-31,Recebido
3983,332,2026-04,Folha,2026-05-12,2026-05-02,Recebido
3984,332,2026-05,Folha,2026-06-11,2026-06-16,Recebido
3985,333,2025-07,Documentos societários,2025-07-01,,Pendente
3986,333,2025-07,Notas fiscais,2025-07-31,,Pendente
3987,333,2025-08,Folha,2025-09-09,2025-09-12,Recebido
3988,333,2025-09,Documentos societários,2025-10-05,2025-10-08,Recebido
3989,333,2025-10,Folha,2025-11-13,2025-11-15,Recebido
3990,333,2025-11,Folha,2025-11-30,2025-12-02,Recebido
3991,333,2025-12,Notas fiscais,2026-01-05,2026-01-12,Recebido
3992,333,2026-01,Notas fiscais,2026-01-29,2026-01-29,Recebido
3993,333,2026-02,Documentos societários,2026-03-12,2026-03-13,Recebido
3994,333,2026-03,Extratos,2026-04-03,2026-03-30,Recebido
3995,333,2026-04,Extratos,2026-05-10,2026-05-07,Recebido
3996,333,2026-05,Extratos,2026-06-06,2026-06-04,Recebido
3997,334,2025-07,Folha,2025-07-14,2025-07-18,Recebido
3998,334,2025-07,Notas fiscais,2025-08-03,2025-07-25,Recebido
3999,334,2025-08,Extratos,2025-09-04,2025-09-04,Recebido
4000,334,2025-09,Extratos,2025-09-30,2025-10-08,Recebido
4001,334,2025-10,Notas fiscais,2025-11-06,2025-11-12,Recebido
4002,334,2025-11,Folha,2025-12-07,2025-12-09,Recebido
4003,334,2025-12,Folha,2026-01-10,2026-01-03,Recebido
4004,334,2026-01,Folha,2026-02-07,2026-01-31,Recebido
4005,334,2026-02,Extratos,2026-02-26,2026-03-02,Recebido
4006,334,2026-03,Notas fiscais,2026-04-07,2026-04-10,Recebido
4007,334,2026-04,Extratos,2026-05-11,2026-05-12,Recebido
4008,334,2026-05,Extratos,2026-06-05,2026-06-07,Recebido
4009,335,2025-07,Extratos,2025-07-14,2025-07-19,Recebido
4010,335,2025-07,Extratos,2025-08-06,,Pendente
4011,335,2025-08,Folha,2025-09-12,2025-09-21,Recebido
4012,335,2025-09,Documentos societários,2025-10-05,2025-09-29,Recebido
4013,335,2025-10,Folha,2025-11-01,2025-10-23,Recebido
4014,335,2025-11,Notas fiscais,2025-12-13,2025-12-19,Recebido
4015,335,2025-12,Extratos,2026-01-04,,Pendente
4016,335,2026-01,Notas fiscais,2026-02-10,2026-02-03,Recebido
4017,335,2026-02,Folha,2026-03-01,2026-02-26,Recebido
4018,335,2026-03,Notas fiscais,2026-04-11,,Pendente
4019,335,2026-04,Folha,2026-05-04,,Pendente
4020,335,2026-05,Documentos societários,2026-06-02,2026-06-07,Recebido
4021,336,2025-07,Extratos,2025-07-01,2025-07-06,Recebido
4022,336,2025-07,Notas fiscais,2025-08-13,2025-08-09,Recebido
4023,336,2025-08,Notas fiscais,2025-09-12,2025-09-03,Recebido
4024,336,2025-09,Documentos societários,2025-10-12,2025-10-04,Recebido
4025,336,2025-10,Notas fiscais,2025-11-07,2025-11-04,Recebido
4026,336,2025-11,Documentos societários,2025-11-29,2025-11-24,Recebido
4027,336,2025-12,Folha,2026-01-11,2026-01-02,Recebido
4028,336,2026-01,Documentos societários,2026-01-29,2026-01-23,Recebido
4029,336,2026-02,Documentos societários,2026-03-12,2026-03-09,Recebido
4030,336,2026-03,Documentos societários,2026-04-12,2026-04-21,Recebido
4031,336,2026-04,Documentos societários,2026-05-11,2026-05-16,Recebido
4032,336,2026-05,Extratos,2026-05-30,2026-05-24,Recebido
4033,337,2025-07,Extratos,2025-07-14,2025-07-20,Recebido
4034,337,2025-07,Notas fiscais,2025-08-07,2025-08-13,Recebido
4035,337,2025-08,Documentos societários,2025-09-13,2025-09-18,Recebido
4036,337,2025-09,Documentos societários,2025-09-29,2025-09-22,Recebido
4037,337,2025-10,Notas fiscais,2025-11-11,2025-11-14,Recebido
4038,337,2025-11,Folha,2025-11-30,2025-12-04,Recebido
4039,337,2025-12,Folha,2026-01-06,2026-01-12,Recebido
4040,337,2026-01,Extratos,2026-01-31,2026-01-25,Recebido
4041,337,2026-02,Extratos,2026-03-08,,Pendente
4042,337,2026-03,Notas fiscais,2026-04-05,2026-03-26,Recebido
4043,337,2026-04,Folha,2026-05-12,2026-05-05,Recebido
4044,337,2026-05,Folha,2026-06-11,2026-06-17,Recebido
4045,338,2025-07,Folha,2025-07-05,2025-07-09,Recebido
4046,338,2025-07,Folha,2025-08-10,2025-08-06,Recebido
4047,338,2025-08,Extratos,2025-09-14,2025-09-21,Recebido
4048,338,2025-09,Notas fiscais,2025-10-09,2025-10-09,Recebido
4049,338,2025-10,Documentos societários,2025-11-10,2025-11-16,Recebido
4050,338,2025-11,Notas fiscais,2025-12-02,2025-11-29,Recebido
4051,338,2025-12,Extratos,2026-01-07,2026-01-13,Recebido
4052,338,2026-01,Extratos,2026-02-04,,Pendente
4053,338,2026-02,Documentos societários,2026-03-06,2026-02-24,Recebido
4054,338,2026-03,Notas fiscais,2026-04-06,2026-04-10,Recebido
4055,338,2026-04,Extratos,2026-05-08,2026-05-06,Recebido
4056,338,2026-05,Folha,2026-05-31,2026-06-03,Recebido
4057,339,2025-07,Extratos,2025-07-16,2025-07-23,Recebido
4058,339,2025-07,Notas fiscais,2025-08-01,2025-07-31,Recebido
4059,339,2025-08,Extratos,2025-08-30,2025-09-03,Recebido
4060,339,2025-09,Notas fiscais,2025-10-08,2025-10-03,Recebido
4061,339,2025-10,Documentos societários,2025-11-13,2025-11-11,Recebido
4062,339,2025-11,Extratos,2025-11-29,2025-11-24,Recebido
4063,339,2025-12,Extratos,2026-01-02,2025-12-23,Recebido
4064,339,2026-01,Documentos societários,2026-02-02,2026-01-31,Recebido
4065,339,2026-02,Notas fiscais,2026-03-13,2026-03-08,Recebido
4066,339,2026-03,Folha,2026-03-30,2026-04-03,Recebido
4067,339,2026-04,Folha,2026-04-29,2026-04-19,Recebido
4068,339,2026-05,Notas fiscais,2026-06-10,2026-06-14,Recebido
4069,340,2025-07,Documentos societários,2025-07-05,2025-07-13,Recebido
4070,340,2025-07,Extratos,2025-08-11,2025-08-02,Recebido
4071,340,2025-08,Notas fiscais,2025-09-05,2025-08-26,Recebido
4072,340,2025-09,Folha,2025-10-13,2025-10-09,Recebido
4073,340,2025-10,Extratos,2025-11-07,2025-11-03,Recebido
4074,340,2025-11,Extratos,2025-12-09,2025-12-01,Recebido
4075,340,2025-12,Extratos,2026-01-07,2026-01-13,Recebido
4076,340,2026-01,Notas fiscais,2026-01-28,,Pendente
4077,340,2026-02,Folha,2026-03-08,2026-03-12,Recebido
4078,340,2026-03,Notas fiscais,2026-03-31,2026-03-31,Recebido
4079,340,2026-04,Extratos,2026-05-09,2026-05-01,Recebido
4080,340,2026-05,Documentos societários,2026-06-09,2026-06-08,Recebido
4081,341,2025-07,Extratos,2025-07-09,2025-07-08,Recebido
4082,341,2025-07,Extratos,2025-08-08,,Pendente
4083,341,2025-08,Folha,2025-09-12,2025-09-09,Recebido
4084,341,2025-09,Extratos,2025-10-06,2025-10-14,Recebido
4085,341,2025-10,Documentos societários,2025-11-07,2025-10-29,Recebido
4086,341,2025-11,Notas fiscais,2025-12-10,2025-12-09,Recebido
4087,341,2025-12,Documentos societários,2025-12-31,2026-01-03,Recebido
4088,341,2026-01,Documentos societários,2026-02-10,2026-02-19,Recebido
4089,341,2026-02,Notas fiscais,2026-03-09,2026-03-04,Recebido
4090,341,2026-03,Extratos,2026-04-08,,Pendente
4091,341,2026-04,Notas fiscais,2026-04-27,2026-04-19,Recebido
4092,341,2026-05,Folha,2026-06-10,2026-06-11,Recebido
4093,342,2025-07,Notas fiscais,2025-07-11,2025-07-02,Recebido
4094,342,2025-07,Folha,2025-07-31,2025-07-27,Recebido
4095,342,2025-08,Documentos societários,2025-09-06,2025-08-28,Recebido
4096,342,2025-09,Documentos societários,2025-10-13,2025-10-21,Recebido
4097,342,2025-10,Notas fiscais,2025-11-09,2025-11-18,Recebido
4098,342,2025-11,Documentos societários,2025-12-06,2025-12-02,Recebido
4099,342,2025-12,Notas fiscais,2026-01-06,2026-01-01,Recebido
4100,342,2026-01,Documentos societários,2026-02-10,2026-02-08,Recebido
4101,342,2026-02,Documentos societários,2026-03-12,2026-03-15,Recebido
4102,342,2026-03,Notas fiscais,2026-04-09,2026-04-07,Recebido
4103,342,2026-04,Folha,2026-04-30,2026-04-22,Recebido
4104,342,2026-05,Extratos,2026-05-29,2026-06-04,Recebido
4105,343,2025-07,Folha,2025-07-10,2025-07-19,Recebido
4106,343,2025-07,Extratos,2025-08-04,2025-07-27,Recebido
4107,343,2025-08,Extratos,2025-09-08,2025-09-09,Recebido
4108,343,2025-09,Folha,2025-10-05,2025-10-02,Recebido
4109,343,2025-10,Notas fiscais,2025-11-09,2025-11-08,Recebido
4110,343,2025-11,Extratos,2025-11-30,2025-11-20,Recebido
4111,343,2025-12,Notas fiscais,2025-12-30,2025-12-27,Recebido
4112,343,2026-01,Notas fiscais,2026-01-27,2026-01-22,Recebido
4113,343,2026-02,Documentos societários,2026-03-02,2026-02-25,Recebido
4114,343,2026-03,Notas fiscais,2026-04-01,2026-04-09,Recebido
4115,343,2026-04,Documentos societários,2026-05-07,2026-05-05,Recebido
4116,343,2026-05,Extratos,2026-05-31,2026-05-23,Recebido
4117,344,2025-07,Documentos societários,2025-07-09,2025-07-06,Recebido
4118,344,2025-07,Extratos,2025-08-09,2025-08-02,Recebido
4119,344,2025-08,Documentos societários,2025-09-10,2025-09-14,Recebido
4120,344,2025-09,Documentos societários,2025-10-08,2025-10-14,Recebido
4121,344,2025-10,Folha,2025-11-01,,Pendente
4122,344,2025-11,Folha,2025-11-30,2025-12-06,Recebido
4123,344,2025-12,Folha,2026-01-10,2026-01-17,Recebido
4124,344,2026-01,Folha,2026-02-07,2026-01-31,Recebido
4125,344,2026-02,Notas fiscais,2026-02-26,2026-02-18,Recebido
4126,344,2026-03,Documentos societários,2026-03-28,,Pendente
4127,344,2026-04,Extratos,2026-05-10,2026-05-18,Recebido
4128,344,2026-05,Folha,2026-06-06,2026-06-15,Recebido
4129,345,2025-07,Notas fiscais,2025-07-15,2025-07-24,Recebido
4130,345,2025-07,Folha,2025-08-11,2025-08-10,Recebido
4131,345,2025-08,Folha,2025-09-02,2025-09-04,Recebido
4132,345,2025-09,Folha,2025-10-09,,Pendente
4133,345,2025-10,Folha,2025-10-30,2025-11-02,Recebido
4134,345,2025-11,Folha,2025-12-11,2025-12-19,Recebido
4135,345,2025-12,Extratos,2025-12-31,2025-12-26,Recebido
4136,345,2026-01,Extratos,2026-01-30,2026-01-27,Recebido
4137,345,2026-02,Documentos societários,2026-03-09,2026-03-15,Recebido
4138,345,2026-03,Documentos societários,2026-04-09,2026-04-13,Recebido
4139,345,2026-04,Notas fiscais,2026-04-28,2026-04-19,Recebido
4140,345,2026-05,Folha,2026-05-27,2026-05-22,Recebido
4141,346,2025-07,Extratos,2025-07-12,2025-07-18,Recebido
4142,346,2025-07,Notas fiscais,2025-07-31,2025-07-29,Recebido
4143,346,2025-08,Notas fiscais,2025-09-06,2025-09-02,Recebido
4144,346,2025-09,Extratos,2025-10-02,2025-10-03,Recebido
4145,346,2025-10,Extratos,2025-11-01,2025-11-10,Recebido
4146,346,2025-11,Notas fiscais,2025-12-09,2025-12-13,Recebido
4147,346,2025-12,Extratos,2026-01-02,2026-01-05,Recebido
4148,346,2026-01,Folha,2026-02-11,2026-02-06,Recebido
4149,346,2026-02,Documentos societários,2026-03-11,2026-03-16,Recebido
4150,346,2026-03,Extratos,2026-03-30,2026-03-28,Recebido
4151,346,2026-04,Documentos societários,2026-05-12,2026-05-06,Recebido
4152,346,2026-05,Extratos,2026-06-03,,Pendente
4153,347,2025-07,Folha,2025-07-12,2025-07-17,Recebido
4154,347,2025-07,Notas fiscais,2025-08-12,2025-08-12,Recebido
4155,347,2025-08,Extratos,2025-08-30,2025-08-31,Recebido
4156,347,2025-09,Documentos societários,2025-10-08,2025-10-12,Recebido
4157,347,2025-10,Folha,2025-11-10,2025-11-04,Recebido
4158,347,2025-11,Notas fiscais,2025-12-07,2025-12-01,Recebido
4159,347,2025-12,Documentos societários,2025-12-28,2025-12-22,Recebido
4160,347,2026-01,Documentos societários,2026-02-09,2026-02-01,Recebido
4161,347,2026-02,Documentos societários,2026-03-09,2026-02-27,Recebido
4162,347,2026-03,Documentos societários,2026-04-01,2026-04-10,Recebido
4163,347,2026-04,Documentos societários,2026-04-28,,Pendente
4164,347,2026-05,Folha,2026-06-01,2026-05-25,Recebido
4165,348,2025-07,Extratos,2025-07-11,2025-07-20,Recebido
4166,348,2025-07,Extratos,2025-08-12,2025-08-21,Recebido
4167,348,2025-08,Extratos,2025-09-09,2025-09-01,Recebido
4168,348,2025-09,Extratos,2025-10-03,2025-09-23,Recebido
4169,348,2025-10,Notas fiscais,2025-11-04,2025-10-27,Recebido
4170,348,2025-11,Folha,2025-12-06,2025-11-28,Recebido
4171,348,2025-12,Folha,2026-01-03,2026-01-04,Recebido
4172,348,2026-01,Extratos,2026-01-31,2026-01-25,Recebido
4173,348,2026-02,Documentos societários,2026-03-05,2026-03-08,Recebido
4174,348,2026-03,Notas fiscais,2026-04-03,2026-04-11,Recebido
4175,348,2026-04,Documentos societários,2026-05-11,2026-05-10,Recebido
4176,348,2026-05,Extratos,2026-06-11,2026-06-10,Recebido
4177,349,2025-07,Folha,2025-07-11,2025-07-04,Recebido
4178,349,2025-07,Notas fiscais,2025-07-31,2025-08-02,Recebido
4179,349,2025-08,Documentos societários,2025-09-14,,Pendente
4180,349,2025-09,Extratos,2025-10-04,2025-10-04,Recebido
4181,349,2025-10,Documentos societários,2025-11-09,2025-11-08,Recebido
4182,349,2025-11,Documentos societários,2025-12-06,2025-12-13,Recebido
4183,349,2025-12,Notas fiscais,2026-01-02,,Pendente
4184,349,2026-01,Extratos,2026-02-05,2026-01-29,Recebido
4185,349,2026-02,Notas fiscais,2026-02-26,2026-02-28,Recebido
4186,349,2026-03,Folha,2026-04-09,2026-03-31,Recebido
4187,349,2026-04,Folha,2026-05-08,2026-05-13,Recebido
4188,349,2026-05,Extratos,2026-05-29,2026-05-24,Recebido
4189,350,2025-07,Extratos,2025-07-07,2025-07-13,Recebido
4190,350,2025-07,Notas fiscais,2025-08-08,2025-08-01,Recebido
4191,350,2025-08,Notas fiscais,2025-08-30,2025-09-04,Recebido
4192,350,2025-09,Extratos,2025-10-02,2025-10-09,Recebido
4193,350,2025-10,Documentos societários,2025-10-31,2025-11-04,Recebido
4194,350,2025-11,Notas fiscais,2025-12-09,2025-12-12,Recebido
4195,350,2025-12,Documentos societários,2026-01-04,2025-12-25,Recebido
4196,350,2026-01,Notas fiscais,2026-02-03,2026-02-08,Recebido
4197,350,2026-02,Documentos societários,2026-03-08,2026-02-26,Recebido
4198,350,2026-03,Extratos,2026-04-04,2026-04-09,Recebido
4199,350,2026-04,Notas fiscais,2026-04-29,2026-04-24,Recebido
