pendencia_id,cliente_id,responsavel_id,data_abertura,tipo,prioridade,status
899,338,16,2026-03-11,Cadastro desatualizado,Alta,Resolvida
900,338,33,2026-04-06,Divergência fiscal,Média,Aberta
901,339,5,2026-03-04,Documento ausente,Alta,Resolvida
902,340,24,2025-08-13,Documento ausente,Baixa,Aberta
903,340,3,2026-03-23,Guia vencida,Alta,Aberta
904,342,4,2025-07-31,Cadastro desatualizado,Baixa,Aberta
905,342,25,2025-12-14,Cadastro desatualizado,Alta,Resolvida
906,342,34,2026-01-14,Divergência fiscal,Baixa,Aberta
907,342,26,2026-02-13,Cadastro desatualizado,Média,Aberta
908,342,18,2026-04-06,Documento ausente,Baixa,Resolvida
909,343,9,2025-09-27,Cadastro desatualizado,Baixa,Resolvida
910,343,9,2025-11-14,Documento ausente,Média,Resolvida
911,343,26,2026-02-24,Documento ausente,Média,Aberta
912,345,20,2025-08-09,Guia vencida,Média,Resolvida
913,345,21,2025-10-02,Divergência fiscal,Baixa,Aberta
914,345,10,2025-10-29,Guia vencida,Alta,Aberta
915,345,22,2025-12-06,Divergência fiscal,Baixa,Resolvida
916,345,4,2026-01-09,Guia vencida,Média,Resolvida
917,345,1,2026-03-16,Documento ausente,Alta,Resolvida
918,345,30,2026-04-09,Documento ausente,Alta,Resolvida
919,345,30,2026-05-02,Documento ausente,Alta,Resolvida
920,346,17,2025-07-19,Guia vencida,Baixa,Aberta
921,346,29,2025-07-30,Divergência fiscal,Alta,Aberta
922,346,5,2025-09-22,Guia vencida,Média,Resolvida
923,346,35,2025-10-30,Cadastro desatualizado,Baixa,Aberta
924,346,31,2026-03-18,Documento ausente,Média,Aberta
925,346,15,2026-04-03,Guia vencida,Alta,Resolvida
926,347,4,2025-08-21,Divergência fiscal,Média,Resolvida
927,347,19,2025-12-15,Divergência fiscal,Baixa,Aberta
928,347,28,2026-02-02,Cadastro desatualizado,Média,Aberta
929,347,4,2026-03-06,Documento ausente,Baixa,Aberta
930,348,2,2025-09-26,Cadastro desatualizado,Média,Resolvida
931,348,12,2026-01-31,Cadastro desatualizado,Alta,Resolvida
932,348,30,2026-04-03,Documento ausente,Média,Aberta
933,349,22,2025-07-27,Documento ausente,Baixa,Aberta
934,349,22,2026-05-14,Guia vencida,Alta,Resolvida
935,350,7,2025-08-13,Divergência fiscal,Baixa,Aberta
936,350,2,2026-02-26,Divergência fiscal,Média,Aberta
937,350,31,2026-06-16,Cadastro desatualizado,Média,Aberta
938,351,8,2025-06-29,Guia vencida,Baixa,Resolvida
939,351,6,2025-08-28,Divergência fiscal,Alta,Aberta
940,351,9,2026-01-25,Cadastro desatualizado,Média,Aberta
941,351,35,2026-03-04,Guia vencida,Alta,Resolvida
942,351,25,2026-04-28,Guia vencida,Média,Aberta
943,352,14,2025-11-14,Cadastro desatualizado,Baixa,Aberta
944,352,12,2025-12-03,Cadastro desatualizado,Média,Resolvida
945,352,16,2026-04-02,Guia vencida,Média,Aberta
946,352,24,2026-06-07,Divergência fiscal,Baixa,Aberta
947,353,1,2025-07-17,Documento ausente,Média,Aberta
948,353,4,2025-09-01,Documento ausente,Média,Aberta
949,353,7,2025-09-28,Divergência fiscal,Alta,Aberta
950,353,31,2025-11-02,Guia vencida,Baixa,Resolvida
951,353,35,2026-01-04,Cadastro desatualizado,Alta,Aberta
952,353,25,2026-03-13,Divergência fiscal,Média,Aberta
953,354,1,2026-02-01,Guia vencida,Média,Aberta
954,354,2,2026-04-28,Documento ausente,Baixa,Resolvida
955,355,11,2025-08-22,Documento ausente,Média,Resolvida
956,355,20,2025-11-10,Documento ausente,Baixa,Aberta
957,355,11,2025-11-27,Cadastro desatualizado,Média,Resolvida
958,355,13,2025-12-28,Documento ausente,Média,Resolvida
959,355,34,2026-04-11,Cadastro desatualizado,Alta,Resolvida
960,356,9,2025-07-23,Divergência fiscal,Alta,Aberta
961,358,21,2025-09-01,Divergência fiscal,Média,Aberta
962,358,16,2025-10-09,Cadastro desatualizado,Baixa,Resolvida
963,358,16,2026-02-04,Documento ausente,Baixa,Resolvida
964,358,28,2026-04-02,Divergência fiscal,Baixa,Aberta
965,359,32,2026-01-05,Cadastro desatualizado,Média,Resolvida
966,359,16,2026-01-25,Divergência fiscal,Média,Aberta
967,359,22,2026-04-04,Documento ausente,Alta,Aberta
968,359,14,2026-05-09,Cadastro desatualizado,Média,Resolvida
969,360,25,2025-10-09,Cadastro desatualizado,Baixa,Aberta
970,361,19,2025-10-14,Guia vencida,Alta,Resolvida
971,361,25,2026-04-01,Divergência fiscal,Alta,Resolvida
972,362,2,2025-07-15,Guia vencida,Alta,Resolvida
973,362,9,2025-12-12,Divergência fiscal,Alta,Resolvida
974,362,8,2026-04-29,Divergência fiscal,Baixa,Aberta
975,363,24,2025-07-24,Cadastro desatualizado,Baixa,Aberta
976,363,11,2025-10-05,Guia vencida,Média,Resolvida
977,363,14,2026-01-08,Divergência fiscal,Média,Aberta
978,363,21,2026-03-30,Guia vencida,Baixa,Resolvida
979,363,11,2026-04-26,Divergência fiscal,Baixa,Resolvida
980,364,33,2025-12-05,Guia vencida,Baixa,Aberta
981,365,11,2025-11-08,Cadastro desatualizado,Média,Resolvida
982,365,30,2026-02-21,Documento ausente,Alta,Aberta
983,365,16,2026-06-16,Guia vencida,Baixa,Aberta
984,366,24,2025-08-06,Divergência fiscal,Média,Aberta
985,366,26,2025-10-18,Guia vencida,Baixa,Resolvida
986,366,24,2026-01-09,Documento ausente,Média,Resolvida
987,366,3,2026-04-03,Documento ausente,Alta,Resolvida
988,366,26,2026-05-05,Documento ausente,Alta,Resolvida
989,367,30,2025-10-27,Divergência fiscal,Alta,Aberta
990,367,2,2025-12-31,Documento ausente,Média,Aberta
991,367,22,2026-02-14,Guia vencida,Alta,Aberta
992,368,20,2025-12-19,Cadastro desatualizado,Alta,Aberta
993,368,6,2026-03-03,Documento ausente,Baixa,Aberta
994,368,13,2026-06-05,Cadastro desatualizado,Média,Resolvida
995,370,26,2025-08-23,Guia vencida,Média,Aberta
996,370,3,2025-12-05,Cadastro desatualizado,Média,Aberta
997,371,27,2025-10-10,Cadastro desatualizado,Baixa,Resolvida
998,372,18,2025-08-22,Divergência fiscal,Baixa,Resolvida
999,372,14,2025-11-06,Divergência fiscal,Baixa,Resolvida
1000,372,32,2026-04-06,Documento ausente,Baixa,Aberta
1001,373,3,2025-07-12,Cadastro desatualizado,Baixa,Aberta
1002,374,6,2026-05-05,Documento ausente,Alta,Aberta
1003,375,31,2025-11-25,Cadastro desatualizado,Alta,Aberta
1004,375,34,2026-01-31,Guia vencida,Alta,Resolvida
1005,376,29,2025-07-24,Cadastro desatualizado,Alta,Resolvida
1006,376,24,2025-11-08,Divergência fiscal,Baixa,Aberta
1007,376,11,2026-02-12,Divergência fiscal,Baixa,Resolvida
1008,376,10,2026-06-09,Guia vencida,Alta,Aberta
1009,377,17,2025-09-30,Documento ausente,Média,Resolvida
1010,377,16,2026-01-03,Documento ausente,Baixa,Resolvida
1011,378,2,2025-11-12,Cadastro desatualizado,Baixa,Aberta
1012,378,32,2026-02-02,Divergência fiscal,Alta,Aberta
1013,378,18,2026-04-30,Cadastro desatualizado,Alta,Resolvida
1014,379,29,2025-11-07,Guia vencida,Alta,Aberta
1015,380,1,2025-07-02,Divergência fiscal,Baixa,Resolvida
1016,380,3,2025-08-09,Guia vencida,Baixa,Resolvida
1017,380,5,2025-09-03,Guia vencida,Baixa,Aberta
1018,380,25,2026-04-13,Divergência fiscal,Média,Resolvida
1019,380,12,2026-06-10,Guia vencida,Alta,Resolvida
1020,381,8,2025-07-04,Cadastro desatualizado,Alta,Resolvida
1021,381,4,2025-08-16,Cadastro desatualizado,Baixa,Aberta
1022,381,23,2025-09-13,Documento ausente,Baixa,Aberta
1023,381,9,2025-10-27,Documento ausente,Alta,Resolvida
1024,381,6,2025-12-22,Divergência fiscal,Alta,Aberta
1025,381,9,2026-04-14,Documento ausente,Baixa,Resolvida
1026,382,29,2025-08-09,Documento ausente,Média,Aberta
1027,382,18,2025-10-28,Documento ausente,Média,Resolvida
1028,382,22,2025-12-05,Documento ausente,Alta,Aberta
1029,382,4,2026-02-05,Cadastro desatualizado,Alta,Aberta
1030,383,9,2025-08-09,Cadastro desatualizado,Média,Aberta
1031,383,14,2026-05-13,Guia vencida,Alta,Aberta
1032,384,16,2025-08-10,Divergência fiscal,Baixa,Resolvida
1033,384,20,2025-10-08,Divergência fiscal,Alta,Resolvida
1034,384,19,2026-03-17,Guia vencida,Média,Resolvida
1035,385,6,2026-02-02,Cadastro desatualizado,Alta,Resolvida
1036,385,7,2026-03-09,Cadastro desatualizado,Alta,Resolvida
1037,385,33,2026-05-16,Divergência fiscal,Baixa,Aberta
1038,385,30,2026-06-01,Guia vencida,Alta,Aberta
1039,386,34,2025-07-14,Cadastro desatualizado,Alta,Resolvida
1040,386,30,2025-11-05,Cadastro desatualizado,Média,Resolvida
1041,386,11,2025-11-27,Cadastro desatualizado,Alta,Aberta
1042,387,32,2025-09-23,Guia vencida,Alta,Resolvida
1043,387,28,2025-11-30,Guia vencida,Baixa,Resolvida
1044,387,33,2026-05-26,Documento ausente,Alta,Resolvida
1045,389,12,2025-09-17,Guia vencida,Alta,Aberta
1046,389,24,2026-02-04,Divergência fiscal,Alta,Aberta
1047,389,19,2026-02-26,Guia vencida,Média,Resolvida
1048,389,25,2026-04-07,Guia vencida,Alta,Resolvida
1049,390,33,2025-08-05,Guia vencida,Baixa,Aberta
1050,391,35,2025-09-09,Guia vencida,Média,Resolvida
1051,391,24,2025-10-13,Divergência fiscal,Média,Resolvida
1052,391,10,2026-05-09,Divergência fiscal,Baixa,Resolvida
1053,392,17,2025-07-02,Guia vencida,Alta,Resolvida
1054,392,28,2025-11-18,Divergência fiscal,Alta,Aberta
1055,392,6,2026-05-12,Divergência fiscal,Média,Aberta
1056,393,14,2025-08-19,Guia vencida,Baixa,Resolvida
1057,393,4,2025-09-25,Divergência fiscal,Baixa,Aberta
1058,393,29,2026-01-20,Divergência fiscal,Baixa,Aberta
1059,394,30,2025-08-26,Cadastro desatualizado,Alta,Aberta
1060,394,4,2025-10-11,Guia vencida,Alta,Aberta
1061,394,26,2025-10-30,Guia vencida,Baixa,Resolvida
1062,394,24,2025-12-02,Documento ausente,Baixa,Resolvida
1063,395,24,2026-01-19,Divergência fiscal,Média,Resolvida
1064,396,3,2025-11-24,Divergência fiscal,Baixa,Resolvida
1065,396,35,2026-04-05,Documento ausente,Baixa,Resolvida
1066,396,28,2026-06-18,Divergência fiscal,Média,Aberta
1067,397,19,2025-07-18,Divergência fiscal,Alta,Resolvida
1068,397,34,2025-08-29,Documento ausente,Média,Resolvida
1069,397,22,2026-01-11,Documento ausente,Média,Aberta
1070,397,16,2026-04-18,Guia vencida,Alta,Resolvida
1071,398,16,2026-03-10,Documento ausente,Baixa,Resolvida
1072,399,29,2025-07-12,Documento ausente,Alta,Aberta
1073,399,16,2025-08-05,Cadastro desatualizado,Média,Aberta
1074,399,9,2025-12-05,Cadastro desatualizado,Baixa,Aberta
1075,399,3,2026-01-29,Documento ausente,Média,Resolvida
1076,399,22,2026-03-09,Divergência fiscal,Alta,Aberta
1077,399,28,2026-05-29,Documento ausente,Média,Resolvida
1078,400,12,2025-11-29,Cadastro desatualizado,Baixa,Aberta
1079,400,18,2026-03-01,Guia vencida,Baixa,Aberta
1080,400,29,2026-05-21,Guia vencida,Alta,Aberta
1081,401,9,2025-12-07,Documento ausente,Média,Aberta
1082,402,21,2025-06-23,Documento ausente,Média,Resolvida
1083,402,10,2025-12-07,Documento ausente,Média,Resolvida
1084,402,15,2026-03-09,Divergência fiscal,Baixa,Resolvida
1085,402,16,2026-03-31,Divergência fiscal,Média,Aberta
1086,402,1,2026-05-22,Documento ausente,Média,Aberta
1087,403,21,2026-01-27,Divergência fiscal,Média,Resolvida
1088,403,13,2026-06-04,Divergência fiscal,Baixa,Aberta
1089,404,31,2026-01-02,Cadastro desatualizado,Alta,Aberta
1090,404,28,2026-01-31,Documento ausente,Baixa,Aberta
1091,404,5,2026-06-14,Documento ausente,Baixa,Resolvida
1092,405,10,2025-07-18,Divergência fiscal,Alta,Resolvida
1093,405,6,2026-02-02,Guia vencida,Alta,Aberta
1094,405,15,2026-02-27,Cadastro desatualizado,Baixa,Resolvida
1095,405,33,2026-06-03,Documento ausente,Alta,Resolvida
1096,406,25,2025-07-16,Cadastro desatualizado,Média,Resolvida
1097,406,11,2025-11-05,Cadastro desatualizado,Alta,Aberta
1098,406,9,2025-12-11,Documento ausente,Alta,Aberta
1099,406,25,2026-06-01,Cadastro desatualizado,Alta,Resolvida
1100,407,34,2025-09-26,Guia vencida,Alta,Resolvida
1101,407,18,2025-12-05,Cadastro desatualizado,Alta,Aberta
1102,408,8,2025-09-09,Divergência fiscal,Média,Resolvida
1103,408,8,2025-11-12,Documento ausente,Alta,Resolvida
1104,408,6,2026-03-29,Divergência fiscal,Alta,Resolvida
1105,409,13,2025-11-06,Cadastro desatualizado,Alta,Aberta
1106,409,30,2025-12-10,Documento ausente,Média,Resolvida
1107,410,27,2026-01-31,Cadastro desatualizado,Alta,Aberta
1108,410,34,2026-02-28,Divergência fiscal,Alta,Aberta
1109,411,11,2025-10-07,Documento ausente,Baixa,Aberta
1110,412,2,2025-09-05,Documento ausente,Média,Aberta
1111,412,9,2025-12-09,Cadastro desatualizado,Alta,Resolvida
1112,412,19,2026-02-27,Documento ausente,Alta,Aberta
1113,412,7,2026-05-27,Documento ausente,Alta,Aberta
1114,413,1,2025-08-11,Guia vencida,Alta,Resolvida
1115,413,31,2025-08-26,Guia vencida,Alta,Aberta
1116,413,2,2026-01-06,Cadastro desatualizado,Média,Resolvida
1117,413,35,2026-02-18,Divergência fiscal,Média,Aberta
1118,413,7,2026-04-06,Divergência fiscal,Baixa,Resolvida
1119,414,24,2025-07-02,Divergência fiscal,Média,Resolvida
1120,414,15,2025-10-08,Divergência fiscal,Alta,Resolvida
1121,414,33,2026-03-30,Documento ausente,Alta,Aberta
1122,415,35,2025-12-25,Documento ausente,Alta,Resolvida
1123,415,7,2026-03-30,Guia vencida,Média,Resolvida
1124,416,29,2026-03-12,Documento ausente,Baixa,Aberta
1125,416,25,2026-06-05,Guia vencida,Média,Aberta
1126,417,13,2025-08-09,Guia vencida,Alta,Resolvida
1127,417,33,2025-10-13,Guia vencida,Média,Aberta
1128,417,26,2025-12-08,Documento ausente,Alta,Resolvida
1129,418,18,2025-07-03,Guia vencida,Alta,Resolvida
1130,418,31,2026-01-14,Divergência fiscal,Baixa,Aberta
1131,419,8,2025-09-18,Divergência fiscal,Baixa,Resolvida
1132,420,18,2025-07-14,Cadastro desatualizado,Média,Aberta
1133,420,11,2025-07-24,Cadastro desatualizado,Média,Resolvida
1134,420,4,2025-09-15,Documento ausente,Alta,Resolvida
1135,420,5,2025-10-26,Guia vencida,Baixa,Resolvida
1136,420,8,2025-12-18,Guia vencida,Média,Aberta
1137,420,31,2026-02-14,Guia vencida,Média,Aberta
1138,420,1,2026-04-16,Guia vencida,Baixa,Aberta
1139,420,10,2026-05-01,Divergência fiscal,Baixa,Aberta
1140,420,1,2026-06-10,Documento ausente,Média,Aberta
1141,421,12,2025-10-28,Guia vencida,Média,Aberta
1142,421,9,2026-03-01,Documento ausente,Alta,Resolvida
1143,421,15,2026-04-10,Cadastro desatualizado,Baixa,Resolvida
1144,422,7,2026-06-09,Divergência fiscal,Baixa,Resolvida
1145,423,21,2025-11-02,Divergência fiscal,Baixa,Resolvida
1146,424,8,2025-07-06,Documento ausente,Baixa,Aberta
1147,424,32,2025-09-05,Documento ausente,Média,Resolvida
1148,424,5,2025-11-13,Divergência fiscal,Alta,Aberta
1149,424,7,2026-01-03,Guia vencida,Média,Aberta
1150,424,12,2026-05-04,Cadastro desatualizado,Baixa,Aberta
1151,425,21,2026-04-30,Guia vencida,Baixa,Aberta
1152,426,31,2025-07-18,Divergência fiscal,Baixa,Aberta
1153,426,28,2025-08-17,Documento ausente,Média,Resolvida
1154,426,24,2025-10-16,Cadastro desatualizado,Baixa,Resolvida
1155,426,35,2026-01-09,Cadastro desatualizado,Média,Aberta
1156,427,12,2025-08-26,Cadastro desatualizado,Baixa,Resolvida
1157,427,12,2025-10-11,Cadastro desatualizado,Baixa,Aberta
1158,428,35,2026-02-18,Documento ausente,Baixa,Resolvida
1159,429,1,2025-09-28,Cadastro desatualizado,Baixa,Resolvida
1160,429,26,2026-01-09,Guia vencida,Alta,Aberta
1161,429,22,2026-03-06,Guia vencida,Média,Resolvida
1162,429,21,2026-05-27,Documento ausente,Média,Aberta
1163,430,21,2025-07-13,Documento ausente,Baixa,Aberta
1164,430,23,2025-10-09,Guia vencida,Média,Aberta
1165,430,13,2026-02-08,Divergência fiscal,Baixa,Aberta
1166,430,23,2026-03-12,Documento ausente,Alta,Aberta
1167,430,8,2026-05-21,Divergência fiscal,Alta,Resolvida
1168,431,7,2025-08-10,Divergência fiscal,Alta,Aberta
1169,431,15,2026-03-02,Divergência fiscal,Alta,Resolvida
1170,432,2,2025-12-26,Guia vencida,Alta,Resolvida
1171,432,13,2026-02-04,Cadastro desatualizado,Alta,Aberta
1172,432,10,2026-05-10,Divergência fiscal,Alta,Resolvida
1173,433,32,2025-06-29,Documento ausente,Alta,Aberta
1174,433,12,2025-10-20,Divergência fiscal,Alta,Resolvida
1175,433,10,2026-03-15,Divergência fiscal,Alta,Resolvida
1176,433,21,2026-04-10,Guia vencida,Média,Resolvida
1177,433,34,2026-06-06,Cadastro desatualizado,Baixa,Aberta
1178,434,29,2025-12-12,Cadastro desatualizado,Baixa,Resolvida
1179,434,2,2026-01-06,Divergência fiscal,Alta,Aberta
1180,434,10,2026-04-02,Divergência fiscal,Alta,Resolvida
1181,434,1,2026-05-03,Divergência fiscal,Média,Aberta
1182,434,35,2026-05-21,Cadastro desatualizado,Alta,Resolvida
1183,435,25,2025-07-09,Divergência fiscal,Alta,Resolvida
1184,435,35,2025-08-05,Documento ausente,Alta,Aberta
1185,435,15,2026-01-29,Documento ausente,Baixa,Aberta
1186,435,25,2026-05-14,Cadastro desatualizado,Média,Resolvida
1187,436,6,2025-07-25,Cadastro desatualizado,Alta,Aberta
1188,436,29,2025-10-06,Guia vencida,Alta,Aberta
1189,436,21,2026-05-02,Documento ausente,Baixa,Resolvida
1190,436,1,2026-06-07,Documento ausente,Baixa,Resolvida
1191,437,30,2026-02-20,Guia vencida,Média,Resolvida
1192,438,27,2026-01-24,Documento ausente,Alta,Resolvida
1193,439,12,2025-11-09,Documento ausente,Média,Resolvida
1194,439,31,2026-03-16,Divergência fiscal,Alta,Resolvida
1195,440,9,2026-01-29,Divergência fiscal,Baixa,Aberta
1196,441,15,2025-12-03,Guia vencida,Baixa,Aberta
1197,442,17,2025-09-25,Cadastro desatualizado,Alta,Aberta
1198,442,23,2026-03-02,Guia vencida,Média,Aberta
1199,442,22,2026-06-18,Cadastro desatualizado,Média,Resolvida
1200,443,21,2025-11-29,Documento ausente,Baixa,Resolvida
1201,443,17,2026-01-25,Cadastro desatualizado,Baixa,Aberta
1202,443,30,2026-04-09,Divergência fiscal,Baixa,Aberta
1203,444,34,2025-10-10,Documento ausente,Média,Aberta
1204,444,22,2026-03-09,Guia vencida,Baixa,Aberta
1205,445,2,2025-08-15,Divergência fiscal,Alta,Resolvida
1206,445,17,2025-10-05,Cadastro desatualizado,Alta,Aberta
1207,445,5,2026-02-07,Documento ausente,Baixa,Resolvida
1208,446,8,2025-09-12,Guia vencida,Alta,Aberta
1209,446,26,2026-06-06,Guia vencida,Baixa,Aberta
1210,447,28,2025-09-28,Guia vencida,Média,Aberta
1211,447,23,2025-11-11,Divergência fiscal,Baixa,Resolvida
1212,447,21,2026-05-16,Guia vencida,Alta,Resolvida
1213,449,19,2025-10-13,Cadastro desatualizado,Alta,Resolvida
1214,449,17,2025-11-28,Guia vencida,Alta,Resolvida
1215,450,26,2026-02-01,Cadastro desatualizado,Alta,Aberta
1216,450,5,2026-04-29,Documento ausente,Baixa,Aberta
1217,451,5,2025-10-05,Guia vencida,Baixa,Aberta
1218,451,26,2026-05-12,Documento ausente,Média,Aberta
1219,451,7,2026-06-09,Documento ausente,Baixa,Resolvida
1220,452,16,2025-08-24,Documento ausente,Alta,Resolvida
1221,453,15,2025-11-06,Divergência fiscal,Baixa,Resolvida
1222,453,16,2026-02-01,Cadastro desatualizado,Alta,Aberta
1223,454,27,2025-10-15,Divergência fiscal,Média,Aberta
1224,454,15,2026-01-24,Guia vencida,Média,Resolvida
1225,454,7,2026-04-05,Divergência fiscal,Baixa,Resolvida
1226,455,11,2025-12-26,Cadastro desatualizado,Média,Resolvida
1227,456,32,2025-08-28,Cadastro desatualizado,Baixa,Aberta
1228,456,32,2026-04-04,Divergência fiscal,Alta,Resolvida
1229,457,9,2026-03-06,Cadastro desatualizado,Alta,Aberta
1230,458,18,2026-06-06,Documento ausente,Alta,Aberta
1231,459,6,2025-07-05,Guia vencida,Média,Resolvida
1232,459,33,2025-08-29,Documento ausente,Alta,Resolvida
1233,460,33,2025-08-28,Guia vencida,Média,Resolvida
1234,460,17,2025-11-08,Cadastro desatualizado,Alta,Aberta
1235,460,14,2026-04-08,Guia vencida,Média,Resolvida
1236,460,13,2026-05-30,Cadastro desatualizado,Baixa,Aberta
1237,461,1,2026-02-09,Divergência fiscal,Alta,Resolvida
1238,462,22,2026-05-12,Guia vencida,Média,Aberta
1239,463,17,2025-08-23,Guia vencida,Baixa,Aberta
1240,463,35,2026-03-12,Documento ausente,Alta,Aberta
1241,463,5,2026-04-19,Divergência fiscal,Alta,Resolvida
1242,463,30,2026-05-04,Cadastro desatualizado,Baixa,Resolvida
1243,464,16,2025-07-09,Documento ausente,Alta,Aberta
1244,464,14,2025-10-23,Guia vencida,Média,Aberta
1245,464,7,2025-12-06,Documento ausente,Alta,Aberta
1246,464,24,2026-01-22,Documento ausente,Alta,Resolvida
1247,464,10,2026-04-14,Documento ausente,Média,Aberta
1248,465,21,2025-12-15,Divergência fiscal,Baixa,Aberta
1249,466,10,2025-07-20,Guia vencida,Baixa,Aberta
1250,467,31,2026-06-11,Cadastro desatualizado,Média,Aberta
1251,468,33,2025-08-09,Documento ausente,Média,Resolvida
1252,468,22,2025-10-18,Guia vencida,Média,Aberta
1253,468,35,2025-10-30,Documento ausente,Alta,Aberta
1254,468,27,2026-01-06,Cadastro desatualizado,Média,Aberta
1255,469,6,2025-08-06,Documento ausente,Alta,Aberta
1256,469,23,2026-02-03,Cadastro desatualizado,Alta,Resolvida
1257,470,4,2025-07-31,Guia vencida,Média,Resolvida
1258,470,1,2026-04-20,Divergência fiscal,Alta,Aberta
1259,470,13,2026-05-06,Cadastro desatualizado,Média,Aberta
1260,471,19,2026-01-14,Documento ausente,Alta,Resolvida
1261,471,10,2026-04-07,Divergência fiscal,Alta,Aberta
1262,471,28,2026-05-07,Divergência fiscal,Alta,Aberta
1263,472,34,2026-03-08,Cadastro desatualizado,Baixa,Aberta
1264,472,1,2026-04-06,Divergência fiscal,Baixa,Aberta
1265,472,20,2026-06-08,Documento ausente,Média,Aberta
1266,473,11,2025-07-09,Guia vencida,Baixa,Aberta
1267,473,20,2025-12-06,Documento ausente,Alta,Resolvida
1268,473,12,2026-01-06,Divergência fiscal,Baixa,Resolvida
1269,474,19,2025-08-18,Cadastro desatualizado,Média,Resolvida
1270,474,2,2025-09-06,Documento ausente,Alta,Resolvida
1271,474,20,2025-09-30,Documento ausente,Baixa,Resolvida
1272,474,14,2025-12-13,Cadastro desatualizado,Alta,Aberta
1273,474,10,2026-04-10,Guia vencida,Baixa,Aberta
1274,474,23,2026-04-20,Guia vencida,Baixa,Resolvida
1275,475,19,2025-06-26,Cadastro desatualizado,Alta,Resolvida
1276,475,29,2025-12-09,Divergência fiscal,Média,Aberta
1277,475,7,2026-05-11,Cadastro desatualizado,Alta,Resolvida
1278,476,10,2025-07-06,Documento ausente,Média,Aberta
1279,476,15,2025-11-16,Guia vencida,Baixa,Resolvida
1280,476,27,2025-12-03,Divergência fiscal,Média,Aberta
1281,476,10,2026-01-13,Cadastro desatualizado,Média,Resolvida
1282,476,15,2026-03-31,Guia vencida,Baixa,Resolvida
1283,478,20,2025-06-28,Documento ausente,Baixa,Resolvida
1284,478,28,2025-10-20,Divergência fiscal,Alta,Aberta
1285,479,24,2025-07-04,Cadastro desatualizado,Média,Aberta
1286,479,6,2025-10-24,Cadastro desatualizado,Baixa,Resolvida
1287,480,22,2025-07-30,Guia vencida,Alta,Resolvida
1288,480,31,2025-09-18,Cadastro desatualizado,Média,Aberta
1289,480,35,2025-12-23,Divergência fiscal,Baixa,Aberta
1290,481,9,2025-10-16,Cadastro desatualizado,Média,Resolvida
1291,481,2,2026-03-10,Guia vencida,Média,Resolvida
1292,481,24,2026-03-31,Cadastro desatualizado,Alta,Aberta
1293,481,15,2026-05-25,Documento ausente,Baixa,Resolvida
1294,482,3,2025-08-06,Divergência fiscal,Baixa,Aberta
1295,482,32,2026-04-05,Guia vencida,Alta,Resolvida
1296,482,27,2026-05-28,Documento ausente,Média,Aberta
1297,483,2,2025-08-25,Documento ausente,Baixa,Aberta
1298,483,12,2025-11-27,Divergência fiscal,Alta,Aberta
1299,483,31,2025-12-24,Guia vencida,Baixa,Resolvida
1300,483,15,2026-04-02,Cadastro desatualizado,Média,Resolvida
1301,483,19,2026-05-20,Documento ausente,Baixa,Aberta
1302,484,21,2025-08-06,Divergência fiscal,Média,Aberta
1303,484,2,2025-09-15,Divergência fiscal,Alta,Aberta
1304,484,10,2025-12-08,Divergência fiscal,Baixa,Resolvida
1305,484,18,2026-02-06,Documento ausente,Baixa,Resolvida
1306,485,11,2025-07-06,Documento ausente,Alta,Aberta
1307,485,5,2026-05-12,Divergência fiscal,Média,Resolvida
1308,486,25,2025-12-11,Divergência fiscal,Média,Resolvida
1309,487,15,2025-07-29,Documento ausente,Alta,Resolvida
1310,487,10,2026-03-17,Divergência fiscal,Média,Resolvida
1311,488,23,2025-09-04,Cadastro desatualizado,Média,Resolvida
1312,488,19,2025-11-04,Cadastro desatualizado,Baixa,Aberta
1313,488,3,2025-12-25,Guia vencida,Baixa,Resolvida
1314,490,7,2026-02-15,Guia vencida,Baixa,Resolvida
1315,491,4,2025-12-30,Cadastro desatualizado,Baixa,Resolvida
1316,491,18,2026-01-23,Divergência fiscal,Média,Resolvida
1317,491,26,2026-05-28,Guia vencida,Baixa,Resolvida
1318,492,34,2025-07-09,Divergência fiscal,Alta,Resolvida
1319,492,4,2025-11-26,Divergência fiscal,Baixa,Resolvida
1320,493,10,2026-01-09,Documento ausente,Alta,Aberta
1321,494,31,2025-10-05,Documento ausente,Baixa,Resolvida
1322,494,13,2025-12-03,Guia vencida,Média,Aberta
1323,494,1,2026-02-24,Divergência fiscal,Alta,Aberta
1324,494,19,2026-04-24,Divergência fiscal,Baixa,Resolvida
1325,494,11,2026-06-11,Divergência fiscal,Média,Resolvida
1326,495,29,2025-08-16,Guia vencida,Alta,Resolvida
1327,495,17,2026-05-28,Divergência fiscal,Alta,Resolvida
1328,496,8,2025-10-12,Divergência fiscal,Baixa,Resolvida
1329,496,27,2025-12-18,Guia vencida,Média,Resolvida
1330,496,33,2026-03-06,Guia vencida,Baixa,Resolvida
1331,496,28,2026-05-17,Guia vencida,Baixa,Aberta
1332,497,29,2025-08-29,Guia vencida,Média,Resolvida
1333,497,25,2026-03-26,Cadastro desatualizado,Alta,Resolvida
1334,499,35,2025-11-02,Guia vencida,Baixa,Aberta
1335,499,3,2025-12-13,Documento ausente,Média,Resolvida
1336,499,28,2026-06-11,Divergência fiscal,Baixa,Resolvida
1337,500,27,2025-10-13,Cadastro desatualizado,Baixa,Resolvida
