inspecao_id,pessoa_id,data_inspecao,area,condicao_insegura,criticidade
IS05574,P00328,2024-09-24,Manutenção,0,Alta
IS05575,P01301,2025-06-01,Logística,1,Alta
IS05576,P01436,2025-05-25,Laboratório,0,Baixa
IS05577,P00622,2025-08-30,Laboratório,0,Baixa
IS05578,P01266,2024-05-02,Logística,0,Baixa
IS05579,P00602,2024-10-26,Manutenção,0,Média
IS05580,P01404,2025-02-13,Produção,1,Alta
IS05581,P00250,2025-08-27,Produção,0,Média
IS05582,P01256,2024-10-02,Logística,1,Média
IS05583,P00565,2025-06-07,Produção,0,Média
IS05584,P00090,2024-10-05,Manutenção,0,Alta
IS05585,P01161,2024-03-29,Logística,0,Média
IS05586,P00445,2024-11-14,Laboratório,1,Alta
IS05587,P01255,2024-03-24,Produção,0,Alta
IS05588,P00278,2025-09-30,Produção,1,Baixa
IS05589,P00659,2025-06-20,Manutenção,1,Alta
IS05590,P00855,2024-06-20,Logística,0,Baixa
IS05591,P00969,2024-11-13,Logística,0,Baixa
IS05592,P00714,2024-06-25,Manutenção,0,Média
IS05593,P01367,2025-11-20,Logística,1,Baixa
IS05594,P00778,2024-10-03,Manutenção,1,Baixa
IS05595,P00277,2025-03-02,Produção,1,Média
IS05596,P00441,2024-01-16,Logística,0,Média
IS05597,P00994,2026-01-02,Produção,1,Baixa
IS05598,P00322,2026-06-28,Logística,0,Alta
IS05599,P00197,2024-04-01,Laboratório,0,Baixa
IS05600,P00606,2024-10-05,Manutenção,0,Alta
IS05601,P01056,2025-12-11,Logística,0,Média
IS05602,P01071,2026-07-01,Manutenção,1,Alta
IS05603,P01201,2024-06-18,Laboratório,0,Baixa
IS05604,P00986,2024-07-18,Logística,0,Média
IS05605,P00866,2026-06-28,Logística,0,Média
IS05606,P01425,2024-02-21,Laboratório,1,Média
IS05607,P01135,2024-03-05,Produção,0,Baixa
IS05608,P00618,2025-02-04,Logística,0,Baixa
IS05609,P00934,2024-10-24,Logística,0,Alta
IS05610,P00100,2025-05-15,Produção,0,Baixa
IS05611,P01317,2025-02-25,Produção,0,Baixa
IS05612,P01263,2024-06-04,Laboratório,1,Alta
IS05613,P00042,2025-06-08,Produção,0,Baixa
IS05614,P00248,2025-07-05,Manutenção,0,Baixa
IS05615,P00450,2025-07-29,Manutenção,0,Alta
IS05616,P00646,2024-02-18,Laboratório,1,Baixa
IS05617,P00198,2025-07-16,Manutenção,0,Média
IS05618,P01454,2025-03-24,Manutenção,0,Baixa
IS05619,P00606,2024-10-09,Laboratório,0,Média
IS05620,P00403,2024-07-06,Manutenção,0,Média
IS05621,P00376,2025-06-08,Manutenção,0,Alta
IS05622,P01335,2025-08-20,Laboratório,0,Alta
IS05623,P00129,2025-07-24,Logística,0,Média
IS05624,P00402,2025-11-13,Laboratório,0,Média
IS05625,P01126,2025-07-29,Manutenção,0,Média
IS05626,P00986,2024-02-16,Laboratório,1,Média
IS05627,P00333,2024-12-22,Laboratório,0,Média
IS05628,P01192,2026-06-28,Laboratório,0,Alta
IS05629,P00568,2024-03-10,Laboratório,0,Média
IS05630,P00240,2024-06-26,Produção,0,Alta
IS05631,P00464,2025-06-26,Laboratório,0,Alta
IS05632,P00580,2025-03-27,Produção,0,Média
IS05633,P00108,2025-12-14,Logística,1,Alta
IS05634,P01398,2025-10-16,Logística,1,Alta
IS05635,P01131,2025-02-10,Produção,0,Média
IS05636,P00958,2025-12-11,Manutenção,0,Baixa
IS05637,P00150,2025-09-06,Laboratório,0,Média
IS05638,P00039,2026-02-25,Produção,0,Baixa
IS05639,P01493,2025-08-31,Logística,0,Média
IS05640,P00720,2024-10-02,Laboratório,0,Média
IS05641,P00204,2025-10-17,Manutenção,0,Alta
IS05642,P00014,2024-04-30,Manutenção,0,Alta
IS05643,P00480,2025-04-19,Laboratório,0,Baixa
IS05644,P00074,2024-10-02,Produção,0,Média
IS05645,P01367,2024-01-02,Produção,0,Média
IS05646,P00638,2026-02-07,Manutenção,1,Média
IS05647,P01047,2025-08-31,Produção,0,Baixa
IS05648,P01264,2024-05-04,Logística,0,Alta
IS05649,P01179,2026-06-13,Logística,0,Média
IS05650,P00125,2025-05-10,Manutenção,0,Média
IS05651,P00457,2026-04-24,Manutenção,0,Alta
IS05652,P01308,2024-06-13,Produção,0,Baixa
IS05653,P01459,2025-05-28,Manutenção,0,Média
IS05654,P00583,2025-04-28,Produção,0,Alta
IS05655,P01100,2025-04-21,Logística,0,Alta
IS05656,P00444,2024-08-21,Logística,0,Alta
IS05657,P00336,2024-01-06,Laboratório,1,Alta
IS05658,P00965,2025-05-20,Laboratório,0,Baixa
IS05659,P00865,2024-04-14,Produção,0,Média
IS05660,P01434,2025-10-15,Laboratório,0,Baixa
IS05661,P00736,2024-04-13,Manutenção,0,Baixa
IS05662,P00349,2025-08-07,Laboratório,0,Alta
IS05663,P00687,2024-01-28,Laboratório,0,Média
IS05664,P00077,2024-04-15,Produção,0,Média
IS05665,P00122,2026-04-03,Logística,0,Média
IS05666,P01345,2025-11-22,Produção,0,Baixa
IS05667,P00163,2025-10-26,Laboratório,1,Baixa
IS05668,P00679,2026-07-01,Produção,0,Baixa
IS05669,P01461,2026-05-28,Logística,0,Média
IS05670,P00384,2024-08-30,Produção,0,Baixa
IS05671,P00151,2024-04-01,Manutenção,0,Média
IS05672,P00764,2024-05-14,Logística,0,Baixa
IS05673,P00408,2024-03-30,Logística,0,Média
IS05674,P00679,2025-04-07,Manutenção,0,Baixa
IS05675,P00941,2024-09-09,Laboratório,0,Alta
IS05676,P00380,2026-03-04,Laboratório,0,Baixa
IS05677,P01066,2025-07-24,Produção,1,Alta
IS05678,P00929,2024-02-27,Logística,0,Média
IS05679,P00133,2025-08-05,Produção,1,Média
IS05680,P00524,2025-03-05,Laboratório,0,Alta
IS05681,P01084,2024-01-21,Laboratório,0,Média
IS05682,P01478,2025-06-07,Laboratório,0,Alta
IS05683,P00556,2025-06-11,Produção,1,Média
IS05684,P01126,2024-08-02,Logística,0,Média
IS05685,P01236,2026-01-31,Produção,1,Baixa
IS05686,P00509,2025-07-28,Produção,0,Alta
IS05687,P00309,2025-03-20,Logística,1,Baixa
IS05688,P00082,2026-05-01,Logística,1,Média
IS05689,P00568,2024-07-21,Laboratório,0,Baixa
IS05690,P00571,2025-08-09,Laboratório,0,Baixa
IS05691,P00772,2024-05-05,Logística,0,Baixa
IS05692,P00312,2024-10-26,Logística,0,Alta
IS05693,P01259,2024-08-13,Logística,0,Baixa
IS05694,P01026,2024-03-19,Produção,0,Alta
IS05695,P00380,2024-02-18,Manutenção,0,Baixa
IS05696,P00213,2024-09-13,Laboratório,0,Média
IS05697,P00113,2025-06-30,Produção,1,Baixa
IS05698,P00068,2025-12-26,Laboratório,0,Baixa
IS05699,P01205,2025-11-01,Laboratório,0,Alta
IS05700,P00894,2025-01-11,Laboratório,0,Baixa
IS05701,P00131,2024-07-29,Produção,1,Média
IS05702,P01257,2026-04-04,Produção,0,Baixa
IS05703,P00152,2024-02-16,Produção,1,Alta
IS05704,P00902,2025-02-02,Logística,1,Alta
IS05705,P00420,2025-09-16,Manutenção,0,Baixa
IS05706,P00300,2024-01-08,Produção,0,Baixa
IS05707,P01015,2026-04-13,Laboratório,0,Alta
IS05708,P00384,2024-08-08,Manutenção,0,Média
IS05709,P01201,2025-01-09,Produção,0,Baixa
IS05710,P00322,2024-01-28,Logística,0,Alta
IS05711,P00514,2025-06-28,Laboratório,0,Média
IS05712,P01252,2024-02-17,Laboratório,0,Média
IS05713,P00399,2024-06-15,Logística,1,Alta
IS05714,P01177,2026-03-22,Produção,0,Baixa
IS05715,P00683,2026-03-24,Manutenção,0,Alta
IS05716,P01377,2024-02-06,Manutenção,0,Baixa
IS05717,P00902,2024-03-29,Produção,0,Média
IS05718,P00964,2026-01-06,Logística,0,Baixa
IS05719,P00713,2026-06-08,Laboratório,0,Baixa
IS05720,P00615,2026-07-28,Manutenção,0,Média
IS05721,P01263,2024-04-29,Logística,0,Média
IS05722,P00042,2025-07-22,Logística,0,Baixa
IS05723,P01276,2024-03-04,Logística,0,Baixa
IS05724,P00541,2024-09-10,Logística,0,Média
IS05725,P00309,2026-04-25,Logística,0,Baixa
IS05726,P01188,2025-08-12,Manutenção,0,Baixa
IS05727,P00160,2024-12-19,Laboratório,0,Média
IS05728,P01137,2025-03-07,Produção,0,Alta
IS05729,P00234,2025-10-12,Logística,1,Média
IS05730,P01467,2025-06-02,Manutenção,0,Média
IS05731,P01442,2025-02-08,Laboratório,0,Baixa
IS05732,P00502,2025-02-01,Logística,0,Média
IS05733,P00091,2026-07-25,Logística,1,Alta
IS05734,P00358,2025-03-18,Produção,0,Média
IS05735,P00379,2024-08-23,Produção,1,Alta
IS05736,P01125,2024-02-23,Laboratório,1,Média
IS05737,P00368,2024-01-21,Manutenção,0,Alta
IS05738,P00594,2025-01-28,Manutenção,1,Média
IS05739,P01105,2024-05-16,Manutenção,0,Média
IS05740,P00696,2025-07-12,Manutenção,0,Baixa
IS05741,P00809,2024-02-09,Produção,0,Média
IS05742,P00392,2024-06-29,Manutenção,0,Alta
IS05743,P00570,2025-04-07,Produção,0,Alta
IS05744,P00603,2025-01-07,Produção,0,Alta
IS05745,P00051,2024-06-23,Manutenção,1,Baixa
IS05746,P00634,2026-04-12,Manutenção,0,Alta
IS05747,P01088,2025-02-08,Manutenção,0,Média
IS05748,P00114,2025-01-12,Logística,1,Alta
IS05749,P00816,2025-07-07,Produção,0,Alta
IS05750,P00541,2024-12-18,Laboratório,0,Alta
IS05751,P00896,2025-07-06,Manutenção,1,Média
IS05752,P01240,2024-11-28,Manutenção,1,Média
IS05753,P00281,2025-09-14,Manutenção,0,Baixa
IS05754,P00155,2024-11-21,Laboratório,0,Baixa
IS05755,P00395,2025-12-17,Produção,0,Alta
IS05756,P00457,2025-09-30,Laboratório,0,Média
IS05757,P01254,2025-07-09,Laboratório,0,Média
IS05758,P00926,2026-07-14,Laboratório,0,Alta
IS05759,P00802,2026-07-26,Laboratório,0,Baixa
IS05760,P01419,2024-12-26,Laboratório,0,Alta
IS05761,P00418,2024-12-31,Logística,0,Alta
IS05762,P00446,2026-01-30,Laboratório,1,Alta
IS05763,P00785,2026-02-24,Logística,0,Média
IS05764,P00126,2025-02-23,Logística,0,Média
IS05765,P00890,2024-04-16,Manutenção,0,Média
IS05766,P00485,2026-02-22,Produção,0,Baixa
IS05767,P00790,2025-11-17,Laboratório,0,Alta
IS05768,P01001,2025-01-30,Laboratório,0,Baixa
IS05769,P00330,2025-04-27,Manutenção,1,Média
IS05770,P00732,2025-06-25,Produção,0,Alta
IS05771,P01424,2025-10-25,Laboratório,0,Média
IS05772,P01149,2026-02-05,Manutenção,0,Alta
IS05773,P01241,2025-05-22,Laboratório,0,Alta
IS05774,P00144,2024-04-17,Produção,0,Baixa
IS05775,P00006,2024-12-25,Manutenção,0,Baixa
IS05776,P01209,2026-03-23,Logística,0,Baixa
IS05777,P00296,2024-12-17,Produção,0,Média
IS05778,P00051,2025-09-26,Produção,0,Baixa
IS05779,P00882,2024-01-31,Manutenção,0,Baixa
IS05780,P01218,2025-09-07,Manutenção,0,Alta
IS05781,P00278,2024-02-17,Laboratório,1,Média
IS05782,P00236,2024-10-23,Laboratório,0,Baixa
IS05783,P01280,2026-01-18,Produção,0,Alta
IS05784,P00908,2025-10-11,Laboratório,1,Alta
IS05785,P01237,2024-09-23,Produção,0,Baixa
IS05786,P01434,2026-07-22,Logística,0,Baixa
IS05787,P00070,2025-07-28,Manutenção,0,Alta
IS05788,P00753,2026-07-14,Logística,0,Média
IS05789,P00439,2026-05-24,Manutenção,0,Baixa
IS05790,P01468,2025-06-18,Logística,0,Média
IS05791,P01305,2026-01-20,Laboratório,0,Média
IS05792,P00451,2026-06-16,Logística,0,Média
IS05793,P00870,2025-04-13,Laboratório,0,Média
IS05794,P00913,2025-09-23,Produção,0,Baixa
IS05795,P01383,2025-12-07,Produção,0,Baixa
IS05796,P00922,2025-10-24,Logística,0,Média
IS05797,P00113,2025-04-30,Manutenção,0,Baixa
IS05798,P00612,2024-07-12,Produção,1,Alta
IS05799,P00109,2024-11-16,Laboratório,0,Baixa
IS05800,P00902,2026-05-05,Laboratório,0,Baixa
IS05801,P01414,2025-02-09,Logística,0,Alta
IS05802,P00852,2026-06-26,Manutenção,0,Alta
IS05803,P00038,2026-07-16,Laboratório,1,Alta
IS05804,P00490,2025-06-20,Laboratório,0,Média
IS05805,P01373,2024-04-16,Logística,0,Alta
IS05806,P00435,2024-11-26,Laboratório,0,Alta
IS05807,P00876,2026-03-02,Produção,0,Média
IS05808,P00528,2024-06-14,Manutenção,1,Alta
IS05809,P01249,2024-04-05,Laboratório,0,Alta
IS05810,P01198,2025-11-30,Produção,1,Baixa
IS05811,P00198,2024-11-21,Produção,0,Baixa
IS05812,P00868,2025-01-22,Laboratório,0,Baixa
IS05813,P00361,2025-06-20,Manutenção,0,Alta
IS05814,P01146,2025-04-29,Produção,0,Alta
IS05815,P01180,2026-01-31,Logística,0,Baixa
IS05816,P00995,2026-02-20,Produção,0,Média
IS05817,P00016,2024-12-17,Produção,1,Baixa
IS05818,P00878,2026-06-09,Produção,0,Média
IS05819,P00212,2026-07-03,Logística,1,Alta
IS05820,P00561,2025-04-22,Produção,0,Alta
IS05821,P00611,2025-10-07,Logística,0,Baixa
IS05822,P00357,2025-12-23,Produção,0,Alta
IS05823,P01268,2025-01-14,Logística,0,Baixa
IS05824,P00130,2024-07-28,Laboratório,0,Alta
IS05825,P00867,2025-01-13,Produção,0,Alta
IS05826,P00596,2025-06-26,Produção,1,Alta
IS05827,P01178,2024-11-06,Produção,0,Média
IS05828,P00651,2026-05-11,Logística,1,Alta
IS05829,P00716,2024-10-28,Laboratório,0,Baixa
IS05830,P00121,2025-12-20,Laboratório,0,Alta
IS05831,P01440,2025-04-20,Manutenção,0,Baixa
IS05832,P01463,2026-04-12,Manutenção,0,Média
IS05833,P01303,2025-03-05,Laboratório,0,Baixa
IS05834,P00372,2024-12-07,Logística,0,Alta
IS05835,P01107,2024-11-13,Logística,0,Baixa
IS05836,P00300,2024-05-03,Manutenção,0,Média
IS05837,P01342,2024-06-10,Manutenção,0,Alta
IS05838,P01391,2024-02-05,Manutenção,0,Média
IS05839,P00256,2025-06-19,Manutenção,0,Média
IS05840,P00791,2025-07-18,Produção,0,Média
IS05841,P00470,2025-11-07,Laboratório,0,Média
IS05842,P00821,2024-02-14,Logística,0,Alta
IS05843,P00870,2024-04-15,Manutenção,0,Alta
IS05844,P00845,2024-12-08,Logística,0,Baixa
IS05845,P00767,2025-12-24,Produção,0,Baixa
IS05846,P00061,2025-01-21,Manutenção,0,Média
IS05847,P01447,2025-01-25,Produção,1,Baixa
IS05848,P01082,2024-12-06,Manutenção,0,Média
IS05849,P01102,2025-11-11,Logística,0,Baixa
IS05850,P00262,2024-09-27,Laboratório,0,Média
IS05851,P00407,2024-02-28,Produção,0,Alta
IS05852,P00549,2024-02-26,Manutenção,0,Baixa
IS05853,P01419,2025-10-11,Produção,0,Média
IS05854,P00617,2026-07-10,Produção,0,Alta
IS05855,P01204,2025-05-29,Manutenção,1,Baixa
IS05856,P00262,2025-05-07,Laboratório,0,Alta
IS05857,P00108,2026-03-24,Laboratório,1,Alta
IS05858,P01316,2026-06-30,Manutenção,0,Alta
IS05859,P00119,2024-06-03,Produção,0,Média
IS05860,P01417,2026-07-28,Logística,1,Alta
IS05861,P00097,2025-02-19,Logística,0,Alta
IS05862,P00959,2024-01-23,Manutenção,0,Alta
IS05863,P00961,2026-04-10,Manutenção,1,Alta
IS05864,P01411,2025-11-10,Produção,0,Alta
IS05865,P00093,2026-01-17,Laboratório,0,Baixa
IS05866,P00665,2025-07-07,Logística,0,Média
IS05867,P01273,2025-05-03,Manutenção,0,Média
IS05868,P00959,2024-11-16,Laboratório,1,Alta
IS05869,P00086,2026-03-10,Produção,0,Baixa
IS05870,P01116,2024-03-14,Laboratório,1,Alta
IS05871,P00050,2026-04-13,Manutenção,0,Baixa
IS05872,P00824,2024-06-13,Produção,0,Alta
IS05873,P01391,2026-03-09,Logística,0,Baixa
IS05874,P00488,2025-06-18,Manutenção,1,Baixa
IS05875,P01103,2024-03-16,Produção,0,Alta
IS05876,P00505,2026-04-26,Manutenção,0,Alta
IS05877,P00068,2026-07-09,Produção,0,Média
IS05878,P00764,2025-06-05,Produção,0,Média
IS05879,P01451,2024-07-02,Laboratório,0,Baixa
IS05880,P01485,2026-04-29,Laboratório,0,Alta
IS05881,P00207,2026-05-03,Laboratório,0,Média
IS05882,P00823,2026-03-25,Laboratório,1,Média
IS05883,P00402,2024-04-05,Laboratório,1,Alta
IS05884,P00036,2025-11-23,Produção,0,Alta
IS05885,P00941,2024-12-10,Produção,0,Baixa
IS05886,P00017,2024-05-06,Laboratório,0,Baixa
IS05887,P00069,2024-11-23,Manutenção,1,Média
IS05888,P00727,2026-07-05,Laboratório,1,Baixa
IS05889,P00659,2024-11-10,Laboratório,0,Baixa
IS05890,P00350,2025-08-24,Produção,0,Média
IS05891,P00639,2024-11-26,Produção,0,Alta
IS05892,P00009,2026-01-20,Produção,0,Baixa
IS05893,P00489,2025-06-15,Logística,0,Baixa
IS05894,P00157,2024-05-31,Logística,1,Alta
IS05895,P01346,2025-12-19,Logística,0,Baixa
IS05896,P01014,2026-06-30,Manutenção,0,Baixa
IS05897,P00906,2024-11-11,Logística,0,Baixa
IS05898,P00626,2024-08-19,Logística,0,Alta
IS05899,P00740,2025-05-01,Produção,0,Alta
IS05900,P00217,2026-07-02,Produção,1,Média
IS05901,P01057,2026-07-04,Laboratório,0,Baixa
IS05902,P00852,2024-06-12,Laboratório,0,Média
IS05903,P00782,2025-05-22,Logística,0,Média
IS05904,P00983,2025-03-26,Manutenção,1,Baixa
IS05905,P00099,2024-03-24,Laboratório,0,Alta
IS05906,P01346,2026-03-20,Laboratório,0,Média
IS05907,P00350,2025-06-24,Produção,1,Baixa
IS05908,P01059,2025-08-29,Logística,0,Média
IS05909,P00090,2025-07-21,Laboratório,1,Alta
IS05910,P01379,2024-05-22,Logística,0,Alta
IS05911,P00237,2024-10-05,Laboratório,1,Média
IS05912,P01456,2025-12-25,Logística,0,Média
IS05913,P00028,2025-01-19,Laboratório,1,Alta
IS05914,P00314,2026-01-21,Laboratório,0,Alta
IS05915,P01372,2026-07-23,Manutenção,0,Média
IS05916,P01204,2024-05-06,Produção,0,Baixa
IS05917,P00991,2025-01-01,Logística,0,Alta
IS05918,P01248,2025-08-09,Logística,0,Baixa
IS05919,P00143,2024-05-13,Laboratório,0,Média
IS05920,P00787,2024-10-31,Produção,0,Alta
IS05921,P01167,2024-03-21,Logística,1,Alta
IS05922,P00631,2024-09-20,Laboratório,1,Média
IS05923,P00954,2026-07-03,Produção,0,Alta
IS05924,P00991,2026-04-18,Produção,0,Baixa
IS05925,P01344,2025-07-13,Laboratório,1,Baixa
IS05926,P01254,2024-03-05,Manutenção,0,Alta
IS05927,P01188,2024-04-26,Manutenção,0,Alta
IS05928,P00125,2024-04-15,Manutenção,1,Alta
IS05929,P00885,2026-04-30,Laboratório,0,Média
IS05930,P01062,2025-06-09,Manutenção,1,Média
IS05931,P00633,2024-09-04,Logística,0,Média
IS05932,P01223,2024-01-25,Manutenção,0,Baixa
IS05933,P00006,2024-03-29,Produção,0,Média
IS05934,P00200,2026-05-25,Logística,0,Baixa
IS05935,P00388,2024-12-02,Logística,0,Média
IS05936,P01109,2025-06-25,Logística,0,Média
IS05937,P00496,2026-02-09,Manutenção,0,Baixa
IS05938,P01424,2025-12-28,Laboratório,0,Baixa
IS05939,P00298,2024-04-18,Logística,0,Baixa
IS05940,P00219,2025-12-19,Logística,1,Alta
IS05941,P01259,2026-05-01,Logística,0,Média
IS05942,P00876,2026-02-21,Manutenção,0,Média
IS05943,P00655,2024-08-24,Manutenção,0,Alta
IS05944,P00562,2025-04-15,Logística,0,Média
IS05945,P00271,2024-03-29,Manutenção,0,Baixa
IS05946,P01228,2025-10-22,Logística,0,Média
IS05947,P00206,2026-03-13,Logística,1,Alta
IS05948,P00865,2026-07-12,Laboratório,0,Alta
IS05949,P00279,2025-05-13,Laboratório,0,Alta
IS05950,P00578,2024-10-04,Manutenção,0,Baixa
IS05951,P01330,2024-01-11,Produção,0,Alta
IS05952,P00511,2025-03-04,Manutenção,0,Alta
IS05953,P00380,2026-06-14,Laboratório,0,Baixa
IS05954,P00941,2025-04-23,Logística,0,Alta
IS05955,P01360,2024-08-21,Manutenção,1,Média
IS05956,P01226,2026-02-14,Manutenção,0,Alta
IS05957,P00646,2024-12-31,Logística,0,Média
IS05958,P01279,2024-05-03,Laboratório,0,Baixa
IS05959,P00869,2025-01-16,Manutenção,0,Alta
IS05960,P00427,2025-05-05,Manutenção,1,Baixa
IS05961,P00530,2024-11-20,Laboratório,1,Média
IS05962,P01067,2025-06-11,Logística,1,Alta
IS05963,P00338,2025-01-25,Produção,0,Média
IS05964,P01052,2025-04-09,Laboratório,0,Média
IS05965,P00588,2026-01-22,Logística,0,Média
IS05966,P01342,2024-12-02,Laboratório,0,Média
IS05967,P00622,2025-10-22,Produção,0,Média
IS05968,P01412,2026-02-08,Manutenção,0,Média
IS05969,P00508,2025-09-14,Laboratório,0,Média
IS05970,P00836,2025-10-11,Produção,0,Baixa
IS05971,P00726,2024-05-03,Laboratório,0,Alta
IS05972,P01282,2026-07-06,Manutenção,1,Média
IS05973,P01432,2025-07-15,Produção,0,Baixa
IS05974,P01466,2024-03-08,Laboratório,0,Baixa
IS05975,P01449,2025-03-03,Manutenção,0,Baixa
IS05976,P00541,2024-01-23,Manutenção,0,Alta
IS05977,P00319,2024-02-28,Manutenção,0,Baixa
IS05978,P00924,2026-04-28,Laboratório,0,Baixa
IS05979,P01181,2025-10-30,Laboratório,0,Alta
IS05980,P01438,2024-10-12,Produção,1,Alta
IS05981,P00442,2026-07-04,Logística,1,Média
IS05982,P01016,2026-01-27,Laboratório,1,Baixa
IS05983,P01094,2025-07-16,Produção,0,Baixa
IS05984,P01421,2024-04-26,Produção,1,Média
IS05985,P00594,2026-07-09,Manutenção,0,Média
IS05986,P01439,2026-05-23,Laboratório,0,Alta
IS05987,P01297,2024-08-04,Laboratório,0,Baixa
IS05988,P00063,2024-06-19,Produção,0,Média
IS05989,P00708,2024-07-31,Produção,0,Baixa
IS05990,P01488,2026-04-13,Produção,0,Média
IS05991,P00101,2024-05-28,Logística,0,Alta
IS05992,P00224,2026-07-19,Laboratório,1,Baixa
IS05993,P00812,2025-02-07,Laboratório,1,Alta
IS05994,P01126,2026-02-18,Manutenção,1,Média
IS05995,P00204,2024-03-07,Logística,0,Média
IS05996,P00432,2026-07-16,Laboratório,0,Média
IS05997,P00539,2025-05-08,Logística,1,Média
IS05998,P00422,2024-10-09,Laboratório,0,Baixa
IS05999,P00368,2024-05-04,Manutenção,0,Baixa
IS06000,P00125,2024-05-24,Logística,0,Média
IS06001,P00863,2024-06-01,Logística,0,Baixa
IS06002,P00129,2025-09-04,Laboratório,0,Média
IS06003,P00778,2025-09-30,Logística,0,Alta
IS06004,P00658,2025-01-23,Laboratório,1,Baixa
IS06005,P00761,2024-02-09,Manutenção,0,Baixa
IS06006,P01491,2026-02-07,Laboratório,1,Média
IS06007,P00200,2026-06-19,Logística,0,Alta
IS06008,P00823,2024-01-08,Logística,0,Baixa
IS06009,P01239,2024-03-28,Produção,0,Média
IS06010,P00552,2024-07-09,Produção,0,Média
IS06011,P00160,2025-01-05,Laboratório,1,Alta
IS06012,P00156,2025-03-25,Logística,1,Alta
IS06013,P01192,2024-09-04,Produção,0,Baixa
IS06014,P01361,2024-08-16,Logística,0,Baixa
IS06015,P01278,2025-06-26,Laboratório,0,Alta
IS06016,P00204,2024-12-19,Manutenção,0,Média
IS06017,P00186,2024-05-11,Laboratório,0,Alta
IS06018,P00359,2026-02-26,Manutenção,1,Alta
IS06019,P01368,2025-06-08,Produção,0,Alta
IS06020,P00893,2026-05-19,Produção,0,Baixa
IS06021,P01244,2024-08-03,Logística,0,Média
IS06022,P00609,2025-05-25,Logística,0,Baixa
IS06023,P00882,2025-12-17,Produção,0,Média
IS06024,P00735,2026-02-21,Produção,0,Baixa
IS06025,P01437,2024-04-05,Produção,0,Baixa
IS06026,P00746,2026-06-13,Logística,0,Média
IS06027,P00059,2025-08-24,Manutenção,1,Alta
IS06028,P01467,2025-01-17,Laboratório,0,Alta
IS06029,P00093,2024-06-21,Produção,0,Baixa
IS06030,P01073,2024-05-08,Manutenção,0,Alta
IS06031,P00759,2024-02-20,Produção,0,Média
IS06032,P00292,2024-11-19,Manutenção,1,Média
IS06033,P00305,2025-11-14,Laboratório,0,Alta
IS06034,P01113,2024-10-06,Produção,0,Baixa
IS06035,P00232,2026-06-27,Manutenção,1,Baixa
IS06036,P00731,2025-10-04,Laboratório,0,Alta
IS06037,P00541,2024-10-23,Logística,1,Média
IS06038,P00078,2024-04-25,Produção,0,Alta
IS06039,P01270,2024-06-03,Produção,0,Alta
IS06040,P00335,2024-09-10,Produção,1,Alta
IS06041,P00005,2025-09-03,Laboratório,0,Baixa
IS06042,P00389,2024-05-25,Laboratório,0,Alta
IS06043,P00341,2024-12-03,Manutenção,1,Média
IS06044,P00649,2024-03-13,Logística,0,Alta
IS06045,P00961,2024-04-10,Laboratório,0,Baixa
IS06046,P01495,2025-10-21,Manutenção,0,Alta
IS06047,P01258,2024-12-16,Manutenção,0,Média
IS06048,P01042,2026-04-23,Produção,0,Baixa
IS06049,P01104,2024-10-25,Manutenção,0,Alta
IS06050,P00530,2024-07-04,Laboratório,1,Alta
IS06051,P01118,2025-03-11,Produção,1,Alta
IS06052,P00860,2025-01-18,Logística,0,Alta
IS06053,P00871,2025-05-08,Laboratório,0,Alta
IS06054,P00306,2025-01-01,Produção,1,Alta
IS06055,P00675,2025-12-29,Laboratório,0,Alta
IS06056,P00181,2024-12-29,Logística,0,Alta
IS06057,P00565,2026-03-30,Laboratório,0,Baixa
IS06058,P00477,2025-12-07,Logística,0,Baixa
IS06059,P00151,2024-12-06,Manutenção,0,Média
IS06060,P01465,2024-02-01,Manutenção,0,Baixa
IS06061,P01377,2024-06-10,Laboratório,0,Baixa
IS06062,P01460,2026-07-20,Manutenção,0,Alta
IS06063,P01022,2024-11-03,Laboratório,1,Média
IS06064,P01343,2026-06-09,Laboratório,0,Média
IS06065,P01194,2025-01-06,Manutenção,0,Baixa
IS06066,P00202,2024-11-05,Manutenção,0,Baixa
IS06067,P01454,2025-04-11,Manutenção,1,Alta
IS06068,P00755,2024-07-19,Logística,1,Média
IS06069,P00048,2025-06-26,Logística,0,Média
IS06070,P00104,2025-03-19,Manutenção,0,Média
IS06071,P01497,2026-02-11,Laboratório,0,Média
IS06072,P01014,2025-05-20,Laboratório,0,Alta
IS06073,P01039,2025-03-12,Manutenção,0,Alta
IS06074,P00038,2025-02-08,Manutenção,1,Média
IS06075,P01286,2025-07-29,Produção,0,Baixa
IS06076,P00160,2025-06-13,Laboratório,0,Média
IS06077,P01256,2026-03-26,Produção,0,Baixa
IS06078,P00886,2025-07-10,Logística,0,Média
IS06079,P01197,2025-08-08,Logística,0,Alta
IS06080,P00155,2024-08-23,Manutenção,1,Alta
IS06081,P01383,2024-08-06,Produção,0,Média
IS06082,P00187,2024-05-22,Laboratório,1,Baixa
IS06083,P00864,2025-09-07,Manutenção,0,Baixa
IS06084,P01367,2024-11-16,Manutenção,0,Baixa
IS06085,P00296,2024-06-14,Manutenção,0,Alta
IS06086,P00847,2024-12-01,Logística,0,Baixa
IS06087,P00348,2026-01-05,Laboratório,1,Alta
IS06088,P00106,2024-07-10,Manutenção,0,Média
IS06089,P01275,2026-07-11,Produção,0,Baixa
