reserva_id;viagem_id;veiculo_id;km_previsto;km_real
RV01515;VG02859;VE068;718;1221
RV01516;VG03161;VE069;550;76
RV01517;VG03110;VE025;837;282
RV01518;VG00606;VE046;599;825
RV01519;VG02904;VE034;764;240
RV01520;VG02445;VE030;696;1018
RV01521;VG00564;VE039;741;818
RV01522;VG01544;VE070;1005;1128
RV01523;VG03582;VE030;1115;107
RV01524;VG03624;VE020;560;680
RV01525;VG03982;VE014;828;838
RV01526;VG00799;VE017;201;319
RV01527;VG02042;VE037;118;905
RV01528;VG01207;VE070;631;1139
RV01529;VG01289;VE059;378;871
RV01530;VG01491;VE010;41;485
RV01531;VG01417;VE054;1011;1034
RV01532;VG00019;VE011;351;535
RV01533;VG02115;VE049;1077;777
RV01534;VG04083;VE063;318;949
RV01535;VG03521;VE003;309;1221
RV01536;VG01951;VE059;852;581
RV01537;VG02340;VE014;827;718
RV01538;VG01956;VE032;263;874
RV01539;VG03835;VE033;1094;30
RV01540;VG01290;VE067;992;854
RV01541;VG02262;VE064;550;77
RV01542;VG02489;VE018;541;1000
RV01543;VG01324;VE003;709;308
RV01544;VG01180;VE048;834;926
RV01545;VG03569;VE035;558;517
RV01546;VG03655;VE025;596;792
RV01547;VG01035;VE025;700;465
RV01548;VG00050;VE002;504;491
RV01549;VG01163;VE049;82;340
RV01550;VG00150;VE063;453;876
RV01551;VG03378;VE040;754;542
RV01552;VG03452;VE059;1097;651
RV01553;VG03118;VE008;1054;155
RV01554;VG00128;VE054;574;921
RV01555;VG02915;VE066;220;805
RV01556;VG01689;VE008;162;235
RV01557;VG01185;VE031;365;410
RV01558;VG00104;VE027;1169;443
RV01559;VG03061;VE039;937;1053
RV01560;VG03818;VE069;448;1158
RV01561;VG02077;VE009;327;1164
RV01562;VG01919;VE021;676;986
RV01563;VG02614;VE043;318;938
RV01564;VG03480;VE061;22;812
RV01565;VG00941;VE052;674;83
RV01566;VG00223;VE024;107;255
RV01567;VG02954;VE018;640;834
RV01568;VG03953;VE069;570;152
RV01569;VG01757;VE043;183;839
RV01570;VG01453;VE060;172;555
RV01571;VG00533;VE020;618;509
RV01572;VG00283;VE027;363;678
RV01573;VG01663;VE026;314;1064
RV01574;VG03753;VE033;198;556
RV01575;VG04119;VE047;726;777
RV01576;VG00010;VE063;490;1193
RV01577;VG04026;VE054;195;526
RV01578;VG03929;VE004;398;803
RV01579;VG02933;VE059;773;790
RV01580;VG03913;VE016;416;763
RV01581;VG00096;VE036;424;1225
RV01582;VG02561;VE055;281;718
RV01583;VG03115;VE021;1189;146
RV01584;VG02310;VE033;295;955
RV01585;VG00552;VE035;687;1295
RV01586;VG01909;VE032;1160;642
RV01587;VG00301;VE061;251;1074
RV01588;VG00175;VE012;1151;331
RV01589;VG00575;VE030;968;832
RV01590;VG03096;VE051;42;442
RV01591;VG03267;VE033;1053;647
RV01592;VG01614;VE011;769;469
RV01593;VG02403;VE052;289;357
RV01594;VG02845;VE012;383;549
RV01595;VG02791;VE028;376;687
RV01596;VG00404;VE047;532;285
RV01597;VG00182;VE014;124;1135
RV01598;VG03470;VE046;883;602
RV01599;VG03944;VE022;420;922
RV01600;VG02559;VE003;249;21
RV01601;VG03431;VE029;591;810
RV01602;VG00393;VE011;55;1021
RV01603;VG03483;VE031;870;906
RV01604;VG03624;VE047;353;588
RV01605;VG02576;VE018;866;232
RV01606;VG01223;VE021;760;309
RV01607;VG01685;VE054;433;360
RV01608;VG04117;VE024;477;1269
RV01609;VG01583;VE034;1170;48
RV01610;VG00561;VE042;542;600
RV01611;VG00562;VE025;811;829
RV01612;VG01031;VE051;1127;606
RV01613;VG01034;VE030;723;543
RV01614;VG02423;VE029;546;262
RV01615;VG00804;VE048;592;1150
RV01616;VG01542;VE050;560;334
RV01617;VG01940;VE050;948;1248
RV01618;VG02002;VE006;882;955
RV01619;VG01275;VE041;1077;1067
RV01620;VG00933;VE068;69;485
RV01621;VG01257;VE025;1109;180
RV01622;VG03783;VE029;371;203
RV01623;VG02354;VE037;140;195
RV01624;VG00864;VE040;345;311
RV01625;VG03451;VE027;1020;978
RV01626;VG03192;VE041;828;106
RV01627;VG03937;VE021;104;466
RV01628;VG02903;VE054;86;547
RV01629;VG00079;VE020;1095;497
RV01630;VG01080;VE062;450;1297
RV01631;VG01061;VE063;575;822
RV01632;VG01488;VE055;648;1196
RV01633;VG02754;VE070;986;1001
RV01634;VG03564;VE045;338;849
RV01635;VG03569;VE038;519;103
RV01636;VG03769;VE030;816;191
RV01637;VG03945;VE010;326;899
RV01638;VG02438;VE023;26;1053
RV01639;VG04036;VE008;745;547
RV01640;VG01928;VE057;513;898
RV01641;VG02598;VE045;751;601
RV01642;VG03131;VE054;1054;1278
RV01643;VG03333;VE048;281;702
RV01644;VG04154;VE066;137;857
RV01645;VG00790;VE031;608;759
RV01646;VG01478;VE066;326;1176
RV01647;VG01345;VE020;416;224
RV01648;VG00140;VE040;931;325
RV01649;VG03387;VE038;1089;740
RV01650;VG01331;VE029;984;346
RV01651;VG01622;VE017;436;62
RV01652;VG00252;VE009;1165;485
RV01653;VG01512;VE048;332;500
RV01654;VG02347;VE032;138;758
RV01655;VG01372;VE011;646;1014
RV01656;VG03641;VE008;352;907
RV01657;VG03556;VE024;703;675
RV01658;VG04200;VE005;91;82
RV01659;VG02451;VE032;723;654
RV01660;VG02985;VE009;911;970
RV01661;VG02641;VE022;206;952
RV01662;VG01884;VE065;378;265
RV01663;VG03226;VE070;664;695
RV01664;VG00836;VE051;1061;125
RV01665;VG01951;VE060;1109;1230
RV01666;VG01047;VE046;722;124
RV01667;VG02132;VE054;1081;228
RV01668;VG03021;VE020;25;409
RV01669;VG03463;VE006;1164;773
RV01670;VG00338;VE030;604;360
RV01671;VG02234;VE057;258;636
RV01672;VG02792;VE062;937;734
RV01673;VG04151;VE032;607;912
RV01674;VG00485;VE050;1050;661
RV01675;VG02305;VE013;611;309
RV01676;VG00962;VE056;1116;984
RV01677;VG01260;VE051;547;947
RV01678;VG00759;VE061;558;892
RV01679;VG00720;VE002;417;138
RV01680;VG02270;VE029;901;1237
RV01681;VG01654;VE066;478;885
RV01682;VG02861;VE063;203;59
RV01683;VG00845;VE048;232;843
RV01684;VG02697;VE039;320;847
RV01685;VG01236;VE011;1162;460
RV01686;VG01896;VE068;1096;73
RV01687;VG03815;VE064;919;541
RV01688;VG00232;VE050;919;370
RV01689;VG01716;VE011;691;887
RV01690;VG00261;VE007;1003;244
RV01691;VG00478;VE056;647;55
RV01692;VG00174;VE057;1056;358
RV01693;VG02520;VE070;445;1129
RV01694;VG02268;VE009;576;486
RV01695;VG01721;VE030;251;315
RV01696;VG02795;VE024;573;488
RV01697;VG01546;VE033;563;133
RV01698;VG00669;VE047;840;32
RV01699;VG01171;VE004;812;97
RV01700;VG00527;VE060;718;651
RV01701;VG03285;VE031;164;150
RV01702;VG01402;VE057;89;203
RV01703;VG00752;VE061;1185;45
RV01704;VG02610;VE055;1026;405
RV01705;VG00246;VE012;332;641
RV01706;VG01452;VE041;1184;865
RV01707;VG02594;VE001;915;190
RV01708;VG02907;VE055;110;203
RV01709;VG00274;VE067;727;1218
RV01710;VG00837;VE028;62;934
RV01711;VG00520;VE010;826;1271
RV01712;VG02180;VE005;123;1212
RV01713;VG01422;VE021;1065;238
RV01714;VG01759;VE021;451;733
RV01715;VG04065;VE017;585;760
RV01716;VG03999;VE015;1073;316
RV01717;VG00107;VE044;652;133
RV01718;VG00502;VE028;491;884
RV01719;VG02431;VE049;681;1299
RV01720;VG03363;VE051;998;85
RV01721;VG00545;VE052;1150;790
RV01722;VG03788;VE069;1072;1188
RV01723;VG01131;VE032;145;659
RV01724;VG04175;VE002;912;507
RV01725;VG02489;VE062;656;631
RV01726;VG02256;VE033;736;708
RV01727;VG00444;VE033;1058;776
RV01728;VG02321;VE015;1084;301
RV01729;VG02950;VE006;774;71
RV01730;VG02982;VE011;587;322
RV01731;VG02450;VE030;566;267
RV01732;VG00783;VE006;87;101
RV01733;VG03721;VE066;479;643
RV01734;VG03100;VE066;94;736
RV01735;VG02332;VE047;189;858
RV01736;VG03472;VE066;22;801
RV01737;VG00429;VE047;169;1104
RV01738;VG02384;VE064;1161;97
RV01739;VG02614;VE058;651;807
RV01740;VG03147;VE004;740;432
RV01741;VG04033;VE005;577;815
RV01742;VG03764;VE064;390;1149
RV01743;VG01042;VE046;894;971
RV01744;VG01361;VE055;936;882
RV01745;VG00903;VE063;1047;758
RV01746;VG00339;VE048;106;776
RV01747;VG01685;VE007;182;1061
RV01748;VG02266;VE018;213;1274
RV01749;VG02551;VE035;1001;326
RV01750;VG02623;VE056;187;808
RV01751;VG01793;VE017;298;33
RV01752;VG00651;VE023;320;944
RV01753;VG01675;VE063;683;274
RV01754;VG02652;VE001;1038;568
RV01755;VG01746;VE052;352;1210
RV01756;VG03420;VE050;470;246
RV01757;VG00007;VE016;809;1202
RV01758;VG01758;VE056;151;854
RV01759;VG00738;VE053;908;199
RV01760;VG01993;VE012;1069;470
RV01761;VG00661;VE025;149;265
RV01762;VG00615;VE049;962;1047
RV01763;VG02403;VE062;901;452
RV01764;VG01387;VE066;52;866
RV01765;VG02562;VE039;931;255
RV01766;VG00454;VE061;226;1137
RV01767;VG01540;VE001;289;1042
RV01768;VG01843;VE050;254;862
RV01769;VG02275;VE001;468;315
RV01770;VG01289;VE002;709;769
RV01771;VG00430;VE023;376;936
RV01772;VG03463;VE018;625;288
RV01773;VG01832;VE014;523;1213
RV01774;VG03609;VE040;723;467
RV01775;VG03406;VE014;955;923
RV01776;VG00538;VE047;1084;1166
RV01777;VG02367;VE024;505;29
RV01778;VG02330;VE058;1156;917
RV01779;VG00316;VE030;254;722
RV01780;VG02140;VE067;934;438
RV01781;VG01440;VE025;311;1043
RV01782;VG03705;VE020;120;26
RV01783;VG00263;VE048;817;629
RV01784;VG03410;VE036;144;1192
RV01785;VG03319;VE056;654;529
RV01786;VG03745;VE055;758;34
RV01787;VG02341;VE015;1164;832
RV01788;VG01515;VE069;1043;643
RV01789;VG00884;VE011;843;575
RV01790;VG02189;VE020;909;774
RV01791;VG03773;VE017;423;991
RV01792;VG00241;VE002;1130;380
RV01793;VG03532;VE037;617;866
RV01794;VG02083;VE015;379;228
RV01795;VG02574;VE020;167;303
RV01796;VG02598;VE018;457;1074
RV01797;VG01226;VE068;1070;870
RV01798;VG00422;VE040;757;473
RV01799;VG00720;VE026;576;1171
RV01800;VG02413;VE014;106;1001
RV01801;VG02447;VE051;1159;566
RV01802;VG02341;VE006;1054;840
RV01803;VG00329;VE006;341;536
RV01804;VG03005;VE044;494;51
RV01805;VG01234;VE065;1107;61
RV01806;VG02844;VE022;461;417
RV01807;VG00601;VE036;108;925
RV01808;VG03097;VE010;442;302
RV01809;VG03364;VE030;46;270
RV01810;VG03370;VE040;1101;1071
RV01811;VG03283;VE048;767;114
RV01812;VG02670;VE008;1162;809
RV01813;VG01907;VE027;32;453
RV01814;VG02229;VE033;130;1202
RV01815;VG00511;VE048;1049;558
RV01816;VG02963;VE011;1161;784
RV01817;VG03647;VE002;187;716
RV01818;VG02182;VE040;411;275
RV01819;VG03749;VE053;931;1197
RV01820;VG01703;VE010;175;514
RV01821;VG03433;VE038;581;479
RV01822;VG01305;VE022;660;684
RV01823;VG01549;VE016;756;226
RV01824;VG00681;VE022;315;837
RV01825;VG00561;VE066;217;635
RV01826;VG03422;VE043;893;413
RV01827;VG02618;VE059;39;196
RV01828;VG00585;VE051;600;336
RV01829;VG02823;VE013;459;614
RV01830;VG01578;VE010;948;394
RV01831;VG03015;VE028;350;164
RV01832;VG04200;VE014;190;1174
RV01833;VG01986;VE003;990;78
RV01834;VG02257;VE038;614;1000
RV01835;VG00904;VE046;1009;759
RV01836;VG01080;VE003;797;858
RV01837;VG04133;VE044;999;936
RV01838;VG03135;VE012;1019;465
RV01839;VG00225;VE044;780;118
RV01840;VG03743;VE004;1192;434
RV01841;VG00459;VE062;352;1201
RV01842;VG01000;VE016;389;759
RV01843;VG03362;VE046;687;529
RV01844;VG00795;VE056;1114;1207
RV01845;VG01399;VE016;202;1274
RV01846;VG02722;VE045;698;214
RV01847;VG02495;VE020;295;681
RV01848;VG03718;VE035;1011;736
RV01849;VG03168;VE009;324;128
RV01850;VG03580;VE044;959;1190
RV01851;VG01059;VE048;181;119
RV01852;VG03734;VE032;592;806
RV01853;VG02527;VE010;57;468
RV01854;VG01581;VE042;1042;24
RV01855;VG00618;VE033;150;1186
RV01856;VG02143;VE016;478;106
RV01857;VG01921;VE046;1021;147
RV01858;VG04060;VE069;721;1167
RV01859;VG02330;VE028;526;41
RV01860;VG03864;VE020;168;1275
RV01861;VG00706;VE017;270;849
RV01862;VG00007;VE010;1194;924
RV01863;VG01691;VE065;641;539
RV01864;VG00079;VE033;841;405
RV01865;VG02783;VE026;922;1051
RV01866;VG01248;VE052;562;359
RV01867;VG04032;VE011;1196;754
RV01868;VG00243;VE030;227;1025
RV01869;VG02624;VE015;101;88
RV01870;VG01502;VE051;1110;584
RV01871;VG01379;VE012;278;821
RV01872;VG01068;VE050;86;1090
RV01873;VG01414;VE042;527;700
RV01874;VG04103;VE001;684;1209
RV01875;VG04147;VE026;212;943
RV01876;VG01853;VE007;761;192
RV01877;VG03022;VE056;537;200
RV01878;VG00737;VE040;671;340
RV01879;VG01770;VE003;1151;1296
RV01880;VG00725;VE057;773;918
RV01881;VG02415;VE046;938;1244
RV01882;VG04109;VE004;603;496
RV01883;VG03893;VE059;525;387
RV01884;VG03082;VE070;541;241
RV01885;VG00310;VE050;939;220
RV01886;VG03183;VE002;316;526
RV01887;VG04080;VE065;245;23
RV01888;VG03557;VE065;41;741
RV01889;VG01520;VE064;1030;1043
RV01890;VG03316;VE003;822;692
RV01891;VG02404;VE005;577;369
RV01892;VG02423;VE062;141;1125
RV01893;VG02924;VE055;726;922
RV01894;VG00571;VE005;194;388
RV01895;VG03541;VE043;1025;1278
RV01896;VG03126;VE054;553;738
RV01897;VG03553;VE056;1147;494
RV01898;VG01992;VE069;322;589
RV01899;VG01770;VE024;520;701
RV01900;VG03700;VE045;1003;403
RV01901;VG03988;VE031;1174;549
RV01902;VG01262;VE037;37;889
RV01903;VG01209;VE044;879;1156
RV01904;VG02480;VE023;972;570
RV01905;VG00770;VE064;1117;138
RV01906;VG04085;VE035;536;542
RV01907;VG00788;VE006;929;1056
RV01908;VG02944;VE051;143;645
RV01909;VG00171;VE002;258;545
RV01910;VG02954;VE054;725;621
RV01911;VG03962;VE004;254;1180
RV01912;VG00171;VE058;767;392
RV01913;VG02913;VE001;400;856
RV01914;VG02198;VE031;1015;989
RV01915;VG00582;VE021;997;88
RV01916;VG03183;VE047;638;730
RV01917;VG02893;VE052;781;1290
RV01918;VG03226;VE032;224;576
RV01919;VG03081;VE053;1094;269
RV01920;VG03079;VE028;290;1080
RV01921;VG00595;VE055;1086;138
RV01922;VG04070;VE048;1176;1104
RV01923;VG02708;VE061;938;704
RV01924;VG03760;VE036;322;768
RV01925;VG00154;VE052;1178;1193
RV01926;VG02057;VE018;400;1027
RV01927;VG02532;VE046;134;1128
RV01928;VG04078;VE036;432;880
RV01929;VG03707;VE008;991;701
RV01930;VG04039;VE067;1068;980
RV01931;VG01640;VE058;244;894
RV01932;VG02306;VE007;132;683
RV01933;VG03638;VE027;130;479
RV01934;VG02354;VE035;999;486
RV01935;VG03030;VE019;909;1148
RV01936;VG03582;VE007;949;1260
RV01937;VG00137;VE058;846;235
RV01938;VG03061;VE032;1198;344
RV01939;VG01163;VE010;410;660
RV01940;VG03937;VE055;592;348
RV01941;VG03661;VE010;879;902
RV01942;VG01723;VE068;141;909
RV01943;VG02607;VE031;740;863
RV01944;VG02250;VE006;963;128
RV01945;VG01632;VE021;77;44
RV01946;VG01792;VE039;959;649
RV01947;VG03432;VE063;501;1058
RV01948;VG03716;VE059;372;645
RV01949;VG01096;VE011;1102;443
RV01950;VG03060;VE019;123;875
RV01951;VG01240;VE043;145;793
RV01952;VG03653;VE017;574;404
RV01953;VG00024;VE003;1179;213
RV01954;VG01151;VE027;278;517
RV01955;VG00169;VE035;391;976
RV01956;VG02051;VE054;234;388
RV01957;VG00199;VE056;213;551
RV01958;VG00599;VE017;217;333
RV01959;VG02751;VE014;1049;837
RV01960;VG03602;VE031;340;410
RV01961;VG00494;VE023;662;394
RV01962;VG04107;VE058;946;1183
RV01963;VG03034;VE005;891;443
RV01964;VG02568;VE039;608;1256
RV01965;VG02981;VE023;1109;1094
RV01966;VG02738;VE038;580;1253
RV01967;VG02967;VE068;612;733
RV01968;VG01536;VE047;677;406
RV01969;VG03104;VE018;836;39
RV01970;VG00311;VE026;622;781
RV01971;VG00085;VE056;1071;601
RV01972;VG00769;VE024;881;777
RV01973;VG01469;VE012;810;1024
RV01974;VG01083;VE029;96;513
RV01975;VG03327;VE033;108;136
RV01976;VG00352;VE035;921;908
RV01977;VG03786;VE067;558;350
RV01978;VG01497;VE022;937;1293
RV01979;VG00932;VE013;544;1264
RV01980;VG02094;VE010;624;666
RV01981;VG00671;VE068;849;784
RV01982;VG02724;VE063;541;1004
RV01983;VG00940;VE001;1042;95
RV01984;VG00241;VE060;184;990
RV01985;VG00488;VE038;1015;28
RV01986;VG00421;VE014;869;1002
RV01987;VG00932;VE028;737;429
RV01988;VG02480;VE006;981;896
RV01989;VG02298;VE003;188;938
RV01990;VG02081;VE011;420;1204
RV01991;VG00912;VE028;922;687
RV01992;VG00532;VE044;546;463
RV01993;VG01806;VE011;794;1182
RV01994;VG01355;VE034;918;884
RV01995;VG02501;VE045;453;462
RV01996;VG01337;VE031;1020;1178
RV01997;VG02882;VE029;246;236
RV01998;VG04043;VE050;38;1169
RV01999;VG00050;VE036;818;616
RV02000;VG03909;VE054;690;1244
RV02001;VG04124;VE033;268;803
RV02002;VG03271;VE043;843;404
RV02003;VG01954;VE047;373;1237
RV02004;VG02417;VE026;590;215
RV02005;VG01155;VE039;454;118
RV02006;VG02412;VE041;359;744
RV02007;VG03703;VE047;223;37
RV02008;VG03609;VE026;471;1152
RV02009;VG01500;VE001;709;800
RV02010;VG02210;VE035;807;526
RV02011;VG04003;VE011;193;492
RV02012;VG03804;VE032;469;173
RV02013;VG00371;VE045;1021;479
RV02014;VG02504;VE064;831;579
RV02015;VG02464;VE055;621;1296
RV02016;VG01817;VE026;534;901
RV02017;VG01442;VE024;800;1259
RV02018;VG03406;VE011;378;741
RV02019;VG03990;VE023;761;395
RV02020;VG02541;VE038;1056;1012
RV02021;VG01405;VE030;840;1118
RV02022;VG03607;VE044;939;913
RV02023;VG03620;VE008;42;111
RV02024;VG01268;VE001;1037;887
RV02025;VG00122;VE019;763;682
RV02026;VG01811;VE051;624;549
RV02027;VG03302;VE043;647;373
RV02028;VG01748;VE053;946;814
RV02029;VG01868;VE065;135;130
RV02030;VG01623;VE059;530;136
RV02031;VG01089;VE069;128;69
RV02032;VG02988;VE003;518;107
RV02033;VG02332;VE068;135;939
RV02034;VG00521;VE043;1146;100
RV02035;VG01012;VE039;472;1202
RV02036;VG01577;VE033;1129;1124
RV02037;VG00940;VE007;217;139
RV02038;VG03070;VE009;1106;209
RV02039;VG04041;VE013;108;518
RV02040;VG03697;VE048;909;1160
RV02041;VG00910;VE055;849;933
RV02042;VG03366;VE060;862;1047
RV02043;VG01911;VE053;165;33
RV02044;VG00454;VE068;429;427
RV02045;VG00094;VE048;421;692
RV02046;VG03112;VE038;347;805
RV02047;VG01522;VE053;392;54
RV02048;VG03682;VE002;58;1264
RV02049;VG00198;VE061;882;1253
RV02050;VG03128;VE002;554;1159
RV02051;VG02122;VE028;152;671
RV02052;VG03889;VE069;85;122
RV02053;VG00450;VE053;303;1105
RV02054;VG00836;VE018;1090;421
RV02055;VG00576;VE045;703;845
RV02056;VG01477;VE032;509;252
RV02057;VG01515;VE049;699;710
RV02058;VG03530;VE051;228;1147
RV02059;VG01290;VE055;651;718
RV02060;VG01820;VE068;1072;305
RV02061;VG03575;VE055;290;1281
RV02062;VG00761;VE010;859;1090
RV02063;VG01106;VE063;659;116
RV02064;VG01510;VE034;853;934
RV02065;VG00015;VE024;936;644
RV02066;VG00941;VE050;299;331
RV02067;VG01663;VE008;842;336
RV02068;VG01711;VE013;489;501
RV02069;VG02838;VE042;961;217
RV02070;VG01500;VE004;634;1219
RV02071;VG03802;VE070;140;1020
RV02072;VG01133;VE017;698;817
RV02073;VG00545;VE021;238;744
RV02074;VG04196;VE026;328;1138
RV02075;VG01234;VE015;202;519
RV02076;VG00199;VE005;822;1289
RV02077;VG02298;VE047;205;482
RV02078;VG00948;VE001;795;526
RV02079;VG02764;VE023;708;760
RV02080;VG01119;VE017;534;556
RV02081;VG01290;VE025;782;998
RV02082;VG02624;VE049;926;831
RV02083;VG01797;VE022;1092;404
RV02084;VG02347;VE060;1042;338
RV02085;VG01434;VE068;399;491
RV02086;VG01032;VE046;932;815
RV02087;VG00361;VE055;1050;749
RV02088;VG02552;VE070;819;987
RV02089;VG02290;VE055;1106;1291
RV02090;VG00764;VE022;963;316
RV02091;VG02917;VE034;1194;879
RV02092;VG03130;VE044;540;259
RV02093;VG00442;VE008;164;608
RV02094;VG03619;VE027;498;1181
RV02095;VG01909;VE002;1044;1175
RV02096;VG02771;VE047;290;1074
RV02097;VG03148;VE060;1084;77
RV02098;VG04034;VE063;323;786
RV02099;VG04015;VE065;244;1047
RV02100;VG03341;VE014;902;1219
RV02101;VG00982;VE044;324;1192
RV02102;VG01291;VE036;175;192
RV02103;VG00352;VE070;919;530
RV02104;VG01907;VE064;1091;55
RV02105;VG02301;VE054;823;737
RV02106;VG00417;VE057;1032;865
RV02107;VG01998;VE030;702;48
RV02108;VG01508;VE022;1095;991
RV02109;VG01882;VE033;923;714
RV02110;VG02978;VE066;1011;861
RV02111;VG02856;VE014;869;644
RV02112;VG04016;VE023;1063;747
RV02113;VG01030;VE027;684;1035
RV02114;VG00261;VE047;364;550
RV02115;VG02322;VE043;163;785
RV02116;VG00884;VE060;454;366
RV02117;VG02701;VE011;1144;55
RV02118;VG00331;VE011;607;335
RV02119;VG00029;VE021;893;1195
RV02120;VG00719;VE010;642;915
RV02121;VG03179;VE070;582;902
RV02122;VG02937;VE070;899;177
RV02123;VG00047;VE050;351;1090
RV02124;VG03280;VE068;528;1014
RV02125;VG02666;VE070;195;264
RV02126;VG03999;VE041;65;929
RV02127;VG02503;VE001;871;545
RV02128;VG03226;VE020;414;213
RV02129;VG03175;VE052;1152;547
RV02130;VG03375;VE032;989;276
RV02131;VG00888;VE050;210;69
RV02132;VG01336;VE066;1195;371
RV02133;VG02724;VE065;433;1240
RV02134;VG03814;VE049;1195;202
RV02135;VG01068;VE031;51;1285
RV02136;VG00453;VE014;234;558
RV02137;VG03939;VE037;256;331
RV02138;VG03452;VE069;164;1128
RV02139;VG03212;VE002;803;983
RV02140;VG04198;VE069;272;658
RV02141;VG02828;VE070;1146;815
RV02142;VG02012;VE006;257;1077
RV02143;VG00188;VE005;892;1251
RV02144;VG01157;VE043;543;299
RV02145;VG01544;VE048;649;634
RV02146;VG00155;VE007;612;348
RV02147;VG00284;VE002;1177;546
RV02148;VG03500;VE005;647;388
RV02149;VG01013;VE068;618;528
RV02150;VG03045;VE031;604;259
RV02151;VG02736;VE020;569;613
RV02152;VG04184;VE044;1065;1005
RV02153;VG04057;VE029;927;1113
RV02154;VG00932;VE012;1114;202
RV02155;VG04040;VE053;708;884
RV02156;VG02061;VE007;48;1213
RV02157;VG01016;VE009;478;209
RV02158;VG04197;VE053;1025;1295
RV02159;VG01854;VE068;121;147
RV02160;VG02072;VE029;419;783
RV02161;VG00330;VE058;336;465
RV02162;VG01626;VE058;79;803
RV02163;VG01334;VE021;799;655
RV02164;VG02819;VE027;856;1079
RV02165;VG00659;VE064;463;915
RV02166;VG03662;VE004;893;1094
RV02167;VG00187;VE061;995;543
RV02168;VG01992;VE008;808;556
RV02169;VG03733;VE022;293;578
RV02170;VG02393;VE040;888;968
RV02171;VG00162;VE027;489;119
RV02172;VG01760;VE008;734;916
RV02173;VG03341;VE037;305;784
RV02174;VG00163;VE065;1055;439
RV02175;VG04031;VE059;73;661
RV02176;VG01169;VE034;1055;126
RV02177;VG00757;VE037;474;323
RV02178;VG03597;VE034;295;928
RV02179;VG04146;VE041;243;139
RV02180;VG02168;VE006;243;666
RV02181;VG00182;VE052;593;1254
RV02182;VG03682;VE004;309;554
RV02183;VG02518;VE066;431;1236
RV02184;VG02901;VE068;63;410
RV02185;VG03888;VE066;575;542
RV02186;VG03553;VE051;1192;905
RV02187;VG02207;VE044;669;397
RV02188;VG01614;VE065;1103;536
RV02189;VG01984;VE005;648;756
RV02190;VG02526;VE069;990;782
RV02191;VG03977;VE042;232;561
RV02192;VG01994;VE005;267;145
RV02193;VG03249;VE052;461;89
RV02194;VG01342;VE003;426;195
RV02195;VG03854;VE010;937;1145
RV02196;VG02771;VE041;739;916
RV02197;VG01046;VE055;788;86
RV02198;VG02392;VE008;631;1043
RV02199;VG02253;VE024;713;1109
RV02200;VG02511;VE029;153;533
RV02201;VG00318;VE067;946;111
RV02202;VG01034;VE049;939;330
RV02203;VG02655;VE054;742;982
RV02204;VG01489;VE008;977;391
RV02205;VG02415;VE032;956;490
RV02206;VG00602;VE065;1165;292
RV02207;VG01411;VE021;138;376
RV02208;VG03831;VE042;105;1090
RV02209;VG00125;VE065;1097;1211
RV02210;VG00676;VE069;1070;863
RV02211;VG02874;VE016;918;583
RV02212;VG02630;VE067;81;730
RV02213;VG03284;VE031;181;1281
RV02214;VG02786;VE042;494;966
RV02215;VG03932;VE027;299;940
RV02216;VG01788;VE042;691;1182
RV02217;VG02761;VE034;995;557
RV02218;VG00379;VE001;1109;254
RV02219;VG00799;VE055;180;1220
RV02220;VG01161;VE002;217;336
RV02221;VG01122;VE029;380;26
RV02222;VG00421;VE014;600;1040
RV02223;VG00950;VE044;593;216
RV02224;VG00915;VE046;641;1225
RV02225;VG00707;VE060;485;740
RV02226;VG03176;VE030;369;922
RV02227;VG03596;VE032;112;650
RV02228;VG03961;VE051;484;29
RV02229;VG00174;VE067;1106;914
RV02230;VG03702;VE062;138;626
RV02231;VG00177;VE046;783;829
RV02232;VG00424;VE029;322;878
RV02233;VG00633;VE011;73;458
RV02234;VG03166;VE045;1004;672
RV02235;VG02485;VE052;721;1110
RV02236;VG04101;VE006;310;916
RV02237;VG01446;VE015;918;486
RV02238;VG01972;VE009;414;269
RV02239;VG00186;VE054;1098;202
RV02240;VG02774;VE070;90;35
RV02241;VG01642;VE031;285;71
RV02242;VG02578;VE044;556;506
RV02243;VG01055;VE038;471;1192
RV02244;VG00306;VE041;1110;191
RV02245;VG01483;VE040;266;1026
RV02246;VG03984;VE019;387;672
RV02247;VG01933;VE058;847;693
RV02248;VG03296;VE019;584;140
RV02249;VG02951;VE053;621;1141
RV02250;VG02514;VE056;82;1216
RV02251;VG03150;VE048;576;902
RV02252;VG00958;VE020;394;513
RV02253;VG01383;VE043;93;176
RV02254;VG01146;VE043;1164;894
RV02255;VG00391;VE012;652;797
RV02256;VG02638;VE052;611;901
RV02257;VG02534;VE015;490;1231
RV02258;VG01615;VE046;762;669
RV02259;VG01411;VE037;890;575
RV02260;VG02195;VE044;644;1037
RV02261;VG03700;VE038;444;74
RV02262;VG00587;VE056;1077;624
RV02263;VG01237;VE061;62;256
RV02264;VG01670;VE053;711;383
RV02265;VG02800;VE026;1194;60
RV02266;VG02985;VE046;350;287
RV02267;VG01869;VE008;254;100
RV02268;VG02015;VE019;837;619
RV02269;VG02029;VE027;594;1120
RV02270;VG01756;VE056;1171;230
RV02271;VG02129;VE059;605;553
RV02272;VG01301;VE033;755;939
RV02273;VG01896;VE011;628;999
