aprovacao_id;viagem_id;nivel;tempo_aprovacao_h;resultado
AP01094;VG01094;Diretoria;22,1;Reprovada
AP01095;VG01095;Gestor;25,8;Aprovada
AP01096;VG01096;Gestor;18,0;Aprovada
AP01097;VG01097;Gestor;21,2;Aprovada
AP01098;VG01098;Gestor;34,5;Aprovada
AP01099;VG01099;Gestor;28,7;Aprovada
AP01100;VG01100;Diretoria;10,7;Aprovada
AP01101;VG01101;Diretoria;17,5;Aprovada
AP01102;VG01102;Diretoria;31,4;Aprovada
AP01103;VG01103;Diretoria;3,8;Reprovada
AP01104;VG01104;Gestor;12,5;Aprovada
AP01105;VG01105;Diretoria;8,3;Aprovada
AP01106;VG01106;Diretoria;13,5;Aprovada
AP01107;VG01107;Diretoria;9,1;Aprovada
AP01108;VG01108;Gestor;23,9;Aprovada
AP01109;VG01109;Diretoria;7,5;Reprovada
AP01110;VG01110;Gestor;25,6;Aprovada
AP01111;VG01111;Diretoria;17,6;Aprovada
AP01112;VG01112;Diretoria;9,0;Aprovada
AP01113;VG01113;Gestor;16,1;Aprovada
AP01114;VG01114;Gestor;26,4;Reprovada
AP01115;VG01115;Diretoria;9,9;Aprovada
AP01116;VG01116;Diretoria;6,9;Aprovada
AP01117;VG01117;Gestor;4,9;Aprovada
AP01118;VG01118;Gestor;7,5;Aprovada
AP01119;VG01119;Diretoria;3,8;Aprovada
AP01120;VG01120;Gestor;3,0;Aprovada
AP01121;VG01121;Diretoria;30,1;Aprovada
AP01122;VG01122;Diretoria;7,3;Aprovada
AP01123;VG01123;Diretoria;11,5;Aprovada
AP01124;VG01124;Gestor;14,3;Aprovada
AP01125;VG01125;Diretoria;5,6;Aprovada
AP01126;VG01126;Diretoria;27,0;Aprovada
AP01127;VG01127;Diretoria;12,9;Aprovada
AP01128;VG01128;Gestor;24,9;Reprovada
AP01129;VG01129;Gestor;40,1;Aprovada
AP01130;VG01130;Gestor;19,7;Aprovada
AP01131;VG01131;Gestor;23,7;Aprovada
AP01132;VG01132;Gestor;14,0;Aprovada
AP01133;VG01133;Diretoria;12,1;Reprovada
AP01134;VG01134;Gestor;34,2;Reprovada
AP01135;VG01135;Diretoria;11,0;Aprovada
AP01136;VG01136;Gestor;29,6;Aprovada
AP01137;VG01137;Diretoria;9,4;Aprovada
AP01138;VG01138;Diretoria;7,3;Aprovada
AP01139;VG01139;Diretoria;14,9;Aprovada
AP01140;VG01140;Diretoria;4,6;Aprovada
AP01141;VG01141;Diretoria;3,0;Aprovada
AP01142;VG01142;Gestor;15,7;Aprovada
AP01143;VG01143;Diretoria;6,0;Aprovada
AP01144;VG01144;Gestor;16,6;Aprovada
AP01145;VG01145;Gestor;6,0;Aprovada
AP01146;VG01146;Gestor;2,0;Aprovada
AP01147;VG01147;Gestor;41,4;Aprovada
AP01148;VG01148;Diretoria;13,0;Aprovada
AP01149;VG01149;Gestor;36,2;Reprovada
AP01150;VG01150;Diretoria;9,3;Aprovada
AP01151;VG01151;Gestor;28,9;Aprovada
AP01152;VG01152;Gestor;24,8;Aprovada
AP01153;VG01153;Diretoria;22,5;Aprovada
AP01154;VG01154;Diretoria;12,1;Aprovada
AP01155;VG01155;Gestor;9,3;Aprovada
AP01156;VG01156;Gestor;9,5;Aprovada
AP01157;VG01157;Diretoria;6,1;Aprovada
AP01158;VG01158;Gestor;49,3;Aprovada
AP01159;VG01159;Diretoria;5,6;Aprovada
AP01160;VG01160;Diretoria;33,4;Aprovada
AP01161;VG01161;Gestor;13,2;Aprovada
AP01162;VG01162;Gestor;8,6;Aprovada
AP01163;VG01163;Gestor;10,8;Aprovada
AP01164;VG01164;Gestor;56,8;Aprovada
AP01165;VG01165;Diretoria;1,7;Aprovada
AP01166;VG01166;Diretoria;22,5;Aprovada
AP01167;VG01167;Gestor;7,8;Aprovada
AP01168;VG01168;Gestor;15,3;Aprovada
AP01169;VG01169;Gestor;14,0;Aprovada
AP01170;VG01170;Gestor;28,1;Aprovada
AP01171;VG01171;Diretoria;38,0;Aprovada
AP01172;VG01172;Diretoria;9,1;Aprovada
AP01173;VG01173;Gestor;23,7;Aprovada
AP01174;VG01174;Diretoria;28,4;Aprovada
AP01175;VG01175;Diretoria;21,8;Aprovada
AP01176;VG01176;Gestor;53,1;Aprovada
AP01177;VG01177;Diretoria;4,6;Aprovada
AP01178;VG01178;Diretoria;16,2;Aprovada
AP01179;VG01179;Gestor;5,1;Aprovada
AP01180;VG01180;Diretoria;17,6;Aprovada
AP01181;VG01181;Diretoria;5,3;Reprovada
AP01182;VG01182;Gestor;29,3;Aprovada
AP01183;VG01183;Diretoria;32,2;Aprovada
AP01184;VG01184;Diretoria;53,2;Aprovada
AP01185;VG01185;Diretoria;20,7;Aprovada
AP01186;VG01186;Diretoria;10,5;Aprovada
AP01187;VG01187;Gestor;17,1;Aprovada
AP01188;VG01188;Gestor;12,2;Aprovada
AP01189;VG01189;Diretoria;31,0;Aprovada
AP01190;VG01190;Gestor;26,5;Aprovada
AP01191;VG01191;Gestor;36,6;Aprovada
AP01192;VG01192;Gestor;12,9;Aprovada
AP01193;VG01193;Diretoria;26,1;Aprovada
AP01194;VG01194;Gestor;20,0;Aprovada
AP01195;VG01195;Gestor;24,3;Aprovada
AP01196;VG01196;Diretoria;9,1;Aprovada
AP01197;VG01197;Diretoria;44,7;Aprovada
AP01198;VG01198;Diretoria;19,4;Aprovada
AP01199;VG01199;Gestor;26,1;Aprovada
AP01200;VG01200;Diretoria;6,7;Aprovada
AP01201;VG01201;Gestor;12,3;Aprovada
AP01202;VG01202;Diretoria;10,7;Aprovada
AP01203;VG01203;Gestor;22,3;Aprovada
AP01204;VG01204;Diretoria;56,2;Aprovada
AP01205;VG01205;Diretoria;8,3;Aprovada
AP01206;VG01206;Diretoria;4,5;Aprovada
AP01207;VG01207;Diretoria;11,9;Aprovada
AP01208;VG01208;Diretoria;8,0;Aprovada
AP01209;VG01209;Gestor;7,9;Aprovada
AP01210;VG01210;Gestor;12,5;Aprovada
AP01211;VG01211;Diretoria;55,1;Aprovada
AP01212;VG01212;Diretoria;33,4;Aprovada
AP01213;VG01213;Gestor;19,1;Aprovada
AP01214;VG01214;Gestor;41,5;Aprovada
AP01215;VG01215;Diretoria;26,8;Aprovada
AP01216;VG01216;Diretoria;6,4;Aprovada
AP01217;VG01217;Gestor;24,2;Aprovada
AP01218;VG01218;Diretoria;25,0;Aprovada
AP01219;VG01219;Diretoria;17,5;Aprovada
AP01220;VG01220;Gestor;10,2;Aprovada
AP01221;VG01221;Diretoria;17,4;Aprovada
AP01222;VG01222;Gestor;7,4;Aprovada
AP01223;VG01223;Diretoria;40,8;Reprovada
AP01224;VG01224;Gestor;44,7;Aprovada
AP01225;VG01225;Diretoria;37,7;Aprovada
AP01226;VG01226;Diretoria;28,2;Aprovada
AP01227;VG01227;Diretoria;7,2;Aprovada
AP01228;VG01228;Gestor;6,4;Aprovada
AP01229;VG01229;Gestor;10,8;Aprovada
AP01230;VG01230;Diretoria;12,7;Aprovada
AP01231;VG01231;Diretoria;4,0;Aprovada
AP01232;VG01232;Diretoria;8,9;Aprovada
AP01233;VG01233;Gestor;2,0;Aprovada
AP01234;VG01234;Diretoria;10,7;Aprovada
AP01235;VG01235;Diretoria;12,6;Aprovada
AP01236;VG01236;Diretoria;12,4;Aprovada
AP01237;VG01237;Diretoria;21,8;Aprovada
AP01238;VG01238;Gestor;10,7;Aprovada
AP01239;VG01239;Gestor;14,3;Aprovada
AP01240;VG01240;Diretoria;6,8;Aprovada
AP01241;VG01241;Diretoria;13,4;Aprovada
AP01242;VG01242;Diretoria;15,6;Aprovada
AP01243;VG01243;Gestor;17,4;Aprovada
AP01244;VG01244;Gestor;1,1;Aprovada
AP01245;VG01245;Diretoria;9,5;Aprovada
AP01246;VG01246;Gestor;35,2;Aprovada
AP01247;VG01247;Gestor;4,3;Aprovada
AP01248;VG01248;Gestor;24,3;Aprovada
AP01249;VG01249;Diretoria;59,0;Aprovada
AP01250;VG01250;Diretoria;11,8;Aprovada
AP01251;VG01251;Gestor;2,1;Aprovada
AP01252;VG01252;Gestor;36,2;Aprovada
AP01253;VG01253;Gestor;14,8;Aprovada
AP01254;VG01254;Gestor;9,7;Aprovada
AP01255;VG01255;Diretoria;13,3;Aprovada
AP01256;VG01256;Diretoria;13,4;Reprovada
AP01257;VG01257;Diretoria;22,9;Aprovada
AP01258;VG01258;Gestor;9,2;Aprovada
AP01259;VG01259;Gestor;14,6;Reprovada
AP01260;VG01260;Gestor;29,5;Aprovada
AP01261;VG01261;Gestor;20,3;Aprovada
AP01262;VG01262;Diretoria;27,0;Aprovada
AP01263;VG01263;Diretoria;12,7;Aprovada
AP01264;VG01264;Diretoria;10,1;Reprovada
AP01265;VG01265;Gestor;3,6;Aprovada
AP01266;VG01266;Diretoria;10,5;Aprovada
AP01267;VG01267;Diretoria;29,7;Aprovada
AP01268;VG01268;Gestor;21,8;Aprovada
AP01269;VG01269;Gestor;15,5;Aprovada
AP01270;VG01270;Gestor;17,9;Aprovada
AP01271;VG01271;Gestor;48,4;Aprovada
AP01272;VG01272;Diretoria;11,9;Aprovada
AP01273;VG01273;Gestor;15,4;Aprovada
AP01274;VG01274;Diretoria;60,6;Aprovada
AP01275;VG01275;Diretoria;26,1;Reprovada
AP01276;VG01276;Gestor;43,5;Aprovada
AP01277;VG01277;Diretoria;7,4;Aprovada
AP01278;VG01278;Gestor;9,5;Aprovada
AP01279;VG01279;Gestor;3,0;Aprovada
AP01280;VG01280;Diretoria;21,5;Aprovada
AP01281;VG01281;Gestor;3,7;Aprovada
AP01282;VG01282;Gestor;6,7;Aprovada
AP01283;VG01283;Gestor;28,2;Aprovada
AP01284;VG01284;Gestor;28,9;Aprovada
AP01285;VG01285;Gestor;9,0;Aprovada
AP01286;VG01286;Gestor;24,6;Aprovada
AP01287;VG01287;Gestor;16,9;Aprovada
AP01288;VG01288;Diretoria;1,7;Aprovada
AP01289;VG01289;Diretoria;10,7;Reprovada
AP01290;VG01290;Diretoria;53,3;Aprovada
AP01291;VG01291;Gestor;33,9;Aprovada
AP01292;VG01292;Gestor;6,6;Aprovada
AP01293;VG01293;Diretoria;16,4;Aprovada
AP01294;VG01294;Gestor;8,2;Reprovada
AP01295;VG01295;Diretoria;9,7;Reprovada
AP01296;VG01296;Diretoria;15,2;Aprovada
AP01297;VG01297;Gestor;24,5;Aprovada
AP01298;VG01298;Diretoria;13,9;Aprovada
AP01299;VG01299;Diretoria;6,0;Reprovada
AP01300;VG01300;Diretoria;19,1;Aprovada
AP01301;VG01301;Diretoria;5,9;Aprovada
AP01302;VG01302;Diretoria;4,9;Aprovada
AP01303;VG01303;Diretoria;26,8;Aprovada
AP01304;VG01304;Gestor;14,1;Aprovada
AP01305;VG01305;Diretoria;22,1;Aprovada
AP01306;VG01306;Gestor;25,4;Aprovada
AP01307;VG01307;Gestor;5,2;Reprovada
AP01308;VG01308;Diretoria;27,4;Aprovada
AP01309;VG01309;Gestor;12,3;Aprovada
AP01310;VG01310;Gestor;14,8;Reprovada
AP01311;VG01311;Diretoria;13,1;Aprovada
AP01312;VG01312;Diretoria;3,0;Aprovada
AP01313;VG01313;Diretoria;31,4;Aprovada
AP01314;VG01314;Diretoria;3,5;Aprovada
AP01315;VG01315;Gestor;35,8;Aprovada
AP01316;VG01316;Diretoria;8,6;Aprovada
AP01317;VG01317;Diretoria;8,7;Aprovada
AP01318;VG01318;Gestor;8,7;Aprovada
AP01319;VG01319;Diretoria;8,0;Aprovada
AP01320;VG01320;Gestor;0,6;Aprovada
AP01321;VG01321;Gestor;19,6;Aprovada
AP01322;VG01322;Gestor;16,0;Aprovada
AP01323;VG01323;Gestor;13,0;Aprovada
AP01324;VG01324;Gestor;25,4;Aprovada
AP01325;VG01325;Gestor;11,2;Aprovada
AP01326;VG01326;Gestor;24,1;Aprovada
AP01327;VG01327;Gestor;30,8;Aprovada
AP01328;VG01328;Diretoria;6,5;Aprovada
AP01329;VG01329;Gestor;13,8;Aprovada
AP01330;VG01330;Diretoria;20,1;Aprovada
AP01331;VG01331;Diretoria;5,9;Aprovada
AP01332;VG01332;Gestor;26,7;Aprovada
AP01333;VG01333;Diretoria;14,5;Aprovada
AP01334;VG01334;Gestor;5,3;Aprovada
AP01335;VG01335;Diretoria;17,3;Aprovada
AP01336;VG01336;Diretoria;7,1;Aprovada
AP01337;VG01337;Gestor;20,3;Aprovada
AP01338;VG01338;Gestor;15,3;Aprovada
AP01339;VG01339;Diretoria;4,6;Aprovada
AP01340;VG01340;Gestor;28,3;Aprovada
AP01341;VG01341;Diretoria;6,7;Aprovada
AP01342;VG01342;Gestor;22,5;Reprovada
AP01343;VG01343;Diretoria;11,7;Aprovada
AP01344;VG01344;Gestor;20,7;Aprovada
AP01345;VG01345;Gestor;19,7;Aprovada
AP01346;VG01346;Gestor;15,4;Aprovada
AP01347;VG01347;Gestor;11,2;Reprovada
AP01348;VG01348;Gestor;11,9;Aprovada
AP01349;VG01349;Gestor;13,7;Aprovada
AP01350;VG01350;Gestor;11,2;Aprovada
AP01351;VG01351;Gestor;19,9;Aprovada
AP01352;VG01352;Gestor;33,4;Reprovada
AP01353;VG01353;Diretoria;4,4;Aprovada
AP01354;VG01354;Gestor;11,1;Aprovada
AP01355;VG01355;Diretoria;12,2;Aprovada
AP01356;VG01356;Gestor;45,4;Aprovada
AP01357;VG01357;Gestor;9,6;Aprovada
AP01358;VG01358;Gestor;9,3;Aprovada
AP01359;VG01359;Gestor;6,0;Aprovada
AP01360;VG01360;Diretoria;22,0;Aprovada
AP01361;VG01361;Diretoria;27,4;Aprovada
AP01362;VG01362;Diretoria;22,7;Aprovada
AP01363;VG01363;Diretoria;4,0;Aprovada
AP01364;VG01364;Gestor;9,6;Aprovada
AP01365;VG01365;Gestor;44,9;Aprovada
AP01366;VG01366;Gestor;18,4;Aprovada
AP01367;VG01367;Diretoria;6,8;Aprovada
AP01368;VG01368;Diretoria;8,1;Reprovada
AP01369;VG01369;Diretoria;55,1;Aprovada
AP01370;VG01370;Gestor;26,2;Aprovada
AP01371;VG01371;Gestor;11,9;Aprovada
AP01372;VG01372;Diretoria;17,0;Aprovada
AP01373;VG01373;Gestor;24,8;Aprovada
AP01374;VG01374;Diretoria;21,1;Aprovada
AP01375;VG01375;Gestor;8,3;Aprovada
AP01376;VG01376;Diretoria;27,0;Aprovada
AP01377;VG01377;Diretoria;11,7;Aprovada
AP01378;VG01378;Diretoria;23,4;Aprovada
AP01379;VG01379;Gestor;18,6;Aprovada
AP01380;VG01380;Diretoria;25,0;Aprovada
AP01381;VG01381;Diretoria;17,8;Aprovada
AP01382;VG01382;Gestor;1,0;Aprovada
AP01383;VG01383;Gestor;15,4;Aprovada
AP01384;VG01384;Diretoria;21,1;Aprovada
AP01385;VG01385;Gestor;18,9;Aprovada
AP01386;VG01386;Gestor;17,4;Aprovada
AP01387;VG01387;Gestor;28,9;Aprovada
AP01388;VG01388;Diretoria;5,9;Aprovada
AP01389;VG01389;Gestor;9,3;Aprovada
AP01390;VG01390;Diretoria;29,9;Aprovada
AP01391;VG01391;Diretoria;20,6;Aprovada
AP01392;VG01392;Gestor;2,1;Aprovada
AP01393;VG01393;Diretoria;31,1;Reprovada
AP01394;VG01394;Gestor;20,2;Aprovada
AP01395;VG01395;Gestor;14,2;Aprovada
AP01396;VG01396;Diretoria;21,4;Aprovada
AP01397;VG01397;Gestor;34,2;Aprovada
AP01398;VG01398;Gestor;25,3;Aprovada
AP01399;VG01399;Gestor;25,1;Aprovada
AP01400;VG01400;Diretoria;8,7;Aprovada
AP01401;VG01401;Gestor;10,5;Aprovada
AP01402;VG01402;Gestor;26,9;Reprovada
AP01403;VG01403;Diretoria;14,2;Aprovada
AP01404;VG01404;Gestor;16,1;Aprovada
AP01405;VG01405;Diretoria;3,0;Aprovada
AP01406;VG01406;Gestor;12,8;Aprovada
AP01407;VG01407;Gestor;35,4;Aprovada
AP01408;VG01408;Diretoria;11,3;Aprovada
AP01409;VG01409;Gestor;47,4;Aprovada
AP01410;VG01410;Gestor;57,7;Aprovada
AP01411;VG01411;Gestor;18,6;Aprovada
AP01412;VG01412;Gestor;16,2;Reprovada
AP01413;VG01413;Gestor;19,9;Aprovada
AP01414;VG01414;Diretoria;36,8;Aprovada
AP01415;VG01415;Diretoria;12,8;Aprovada
AP01416;VG01416;Diretoria;25,4;Aprovada
AP01417;VG01417;Diretoria;10,5;Aprovada
AP01418;VG01418;Gestor;10,7;Aprovada
AP01419;VG01419;Gestor;45,0;Aprovada
AP01420;VG01420;Diretoria;23,8;Aprovada
AP01421;VG01421;Gestor;19,9;Aprovada
AP01422;VG01422;Gestor;8,1;Aprovada
AP01423;VG01423;Gestor;6,0;Aprovada
AP01424;VG01424;Gestor;32,5;Aprovada
AP01425;VG01425;Gestor;16,5;Aprovada
AP01426;VG01426;Gestor;20,7;Aprovada
AP01427;VG01427;Gestor;25,1;Aprovada
AP01428;VG01428;Gestor;16,9;Aprovada
AP01429;VG01429;Gestor;15,7;Aprovada
AP01430;VG01430;Gestor;11,1;Aprovada
AP01431;VG01431;Gestor;12,7;Aprovada
AP01432;VG01432;Gestor;2,1;Aprovada
AP01433;VG01433;Diretoria;15,5;Aprovada
AP01434;VG01434;Diretoria;51,0;Aprovada
AP01435;VG01435;Gestor;10,8;Aprovada
AP01436;VG01436;Gestor;22,2;Aprovada
AP01437;VG01437;Gestor;20,4;Aprovada
AP01438;VG01438;Diretoria;2,8;Aprovada
AP01439;VG01439;Diretoria;17,3;Aprovada
AP01440;VG01440;Diretoria;13,9;Aprovada
AP01441;VG01441;Gestor;11,1;Aprovada
AP01442;VG01442;Diretoria;12,6;Aprovada
AP01443;VG01443;Gestor;27,1;Aprovada
AP01444;VG01444;Diretoria;19,4;Aprovada
AP01445;VG01445;Gestor;8,8;Aprovada
AP01446;VG01446;Gestor;8,9;Aprovada
AP01447;VG01447;Diretoria;1,5;Aprovada
AP01448;VG01448;Gestor;10,7;Aprovada
AP01449;VG01449;Diretoria;16,4;Aprovada
AP01450;VG01450;Gestor;14,5;Aprovada
AP01451;VG01451;Gestor;5,3;Aprovada
AP01452;VG01452;Gestor;55,3;Aprovada
AP01453;VG01453;Gestor;12,4;Aprovada
AP01454;VG01454;Diretoria;10,4;Aprovada
AP01455;VG01455;Gestor;7,7;Aprovada
AP01456;VG01456;Gestor;11,5;Aprovada
AP01457;VG01457;Diretoria;4,4;Aprovada
AP01458;VG01458;Gestor;20,5;Aprovada
AP01459;VG01459;Diretoria;13,8;Aprovada
AP01460;VG01460;Gestor;9,1;Aprovada
AP01461;VG01461;Gestor;6,9;Aprovada
AP01462;VG01462;Gestor;37,6;Aprovada
AP01463;VG01463;Diretoria;13,1;Aprovada
AP01464;VG01464;Diretoria;8,4;Aprovada
AP01465;VG01465;Gestor;28,8;Reprovada
AP01466;VG01466;Gestor;34,3;Aprovada
AP01467;VG01467;Gestor;13,2;Aprovada
AP01468;VG01468;Gestor;14,5;Aprovada
AP01469;VG01469;Gestor;11,5;Aprovada
AP01470;VG01470;Gestor;19,1;Aprovada
AP01471;VG01471;Gestor;6,4;Aprovada
AP01472;VG01472;Diretoria;28,7;Aprovada
AP01473;VG01473;Gestor;15,5;Aprovada
AP01474;VG01474;Diretoria;13,4;Aprovada
AP01475;VG01475;Diretoria;21,3;Aprovada
AP01476;VG01476;Gestor;7,8;Aprovada
AP01477;VG01477;Diretoria;10,4;Reprovada
AP01478;VG01478;Diretoria;6,6;Aprovada
AP01479;VG01479;Gestor;5,2;Aprovada
AP01480;VG01480;Diretoria;24,3;Aprovada
AP01481;VG01481;Gestor;8,8;Aprovada
AP01482;VG01482;Diretoria;12,1;Aprovada
AP01483;VG01483;Gestor;20,2;Aprovada
AP01484;VG01484;Diretoria;19,8;Aprovada
AP01485;VG01485;Gestor;27,6;Aprovada
AP01486;VG01486;Diretoria;12,4;Aprovada
AP01487;VG01487;Gestor;2,7;Aprovada
AP01488;VG01488;Gestor;84,2;Aprovada
AP01489;VG01489;Gestor;13,2;Aprovada
AP01490;VG01490;Diretoria;17,4;Aprovada
AP01491;VG01491;Diretoria;31,5;Aprovada
AP01492;VG01492;Gestor;0,8;Aprovada
AP01493;VG01493;Gestor;20,9;Aprovada
AP01494;VG01494;Gestor;6,2;Aprovada
AP01495;VG01495;Gestor;11,4;Aprovada
AP01496;VG01496;Gestor;23,7;Aprovada
AP01497;VG01497;Gestor;13,8;Aprovada
AP01498;VG01498;Gestor;24,1;Aprovada
AP01499;VG01499;Gestor;22,3;Aprovada
AP01500;VG01500;Diretoria;11,3;Aprovada
AP01501;VG01501;Diretoria;30,0;Aprovada
AP01502;VG01502;Gestor;15,1;Aprovada
AP01503;VG01503;Diretoria;4,2;Aprovada
AP01504;VG01504;Diretoria;16,0;Aprovada
AP01505;VG01505;Diretoria;12,7;Aprovada
AP01506;VG01506;Gestor;9,2;Aprovada
AP01507;VG01507;Diretoria;8,1;Aprovada
AP01508;VG01508;Diretoria;30,3;Aprovada
AP01509;VG01509;Gestor;15,6;Aprovada
AP01510;VG01510;Gestor;5,1;Aprovada
AP01511;VG01511;Diretoria;28,8;Aprovada
AP01512;VG01512;Gestor;11,8;Aprovada
AP01513;VG01513;Diretoria;27,7;Aprovada
AP01514;VG01514;Diretoria;15,8;Aprovada
AP01515;VG01515;Gestor;42,4;Aprovada
AP01516;VG01516;Gestor;32,9;Aprovada
AP01517;VG01517;Gestor;18,4;Aprovada
AP01518;VG01518;Diretoria;25,1;Aprovada
AP01519;VG01519;Diretoria;12,2;Aprovada
AP01520;VG01520;Gestor;35,0;Aprovada
AP01521;VG01521;Diretoria;47,1;Aprovada
AP01522;VG01522;Diretoria;21,0;Aprovada
AP01523;VG01523;Diretoria;8,0;Aprovada
AP01524;VG01524;Gestor;10,9;Aprovada
AP01525;VG01525;Diretoria;7,1;Aprovada
AP01526;VG01526;Diretoria;8,8;Aprovada
AP01527;VG01527;Gestor;18,6;Aprovada
AP01528;VG01528;Diretoria;18,8;Aprovada
AP01529;VG01529;Gestor;28,6;Aprovada
AP01530;VG01530;Gestor;45,1;Aprovada
AP01531;VG01531;Gestor;6,9;Aprovada
AP01532;VG01532;Gestor;25,5;Aprovada
AP01533;VG01533;Diretoria;17,4;Aprovada
AP01534;VG01534;Diretoria;20,8;Aprovada
AP01535;VG01535;Diretoria;9,9;Aprovada
AP01536;VG01536;Gestor;6,8;Aprovada
AP01537;VG01537;Diretoria;8,5;Aprovada
AP01538;VG01538;Gestor;14,2;Aprovada
AP01539;VG01539;Gestor;31,2;Aprovada
AP01540;VG01540;Gestor;7,2;Aprovada
AP01541;VG01541;Gestor;38,2;Aprovada
AP01542;VG01542;Diretoria;14,7;Aprovada
AP01543;VG01543;Gestor;31,1;Aprovada
AP01544;VG01544;Gestor;24,1;Aprovada
AP01545;VG01545;Diretoria;14,1;Aprovada
AP01546;VG01546;Diretoria;9,1;Aprovada
AP01547;VG01547;Gestor;5,2;Aprovada
AP01548;VG01548;Diretoria;20,7;Aprovada
AP01549;VG01549;Diretoria;0,8;Aprovada
AP01550;VG01550;Gestor;14,6;Aprovada
AP01551;VG01551;Diretoria;18,0;Aprovada
AP01552;VG01552;Gestor;53,7;Aprovada
AP01553;VG01553;Diretoria;19,9;Aprovada
AP01554;VG01554;Diretoria;5,9;Aprovada
AP01555;VG01555;Diretoria;39,9;Aprovada
AP01556;VG01556;Diretoria;7,2;Aprovada
AP01557;VG01557;Gestor;26,5;Aprovada
AP01558;VG01558;Diretoria;26,0;Aprovada
AP01559;VG01559;Diretoria;6,6;Aprovada
AP01560;VG01560;Diretoria;11,4;Aprovada
AP01561;VG01561;Diretoria;3,3;Aprovada
AP01562;VG01562;Gestor;20,7;Aprovada
AP01563;VG01563;Gestor;11,8;Reprovada
AP01564;VG01564;Diretoria;18,7;Aprovada
AP01565;VG01565;Diretoria;9,5;Aprovada
AP01566;VG01566;Gestor;17,4;Aprovada
AP01567;VG01567;Diretoria;12,9;Aprovada
AP01568;VG01568;Diretoria;27,3;Aprovada
AP01569;VG01569;Diretoria;20,3;Aprovada
AP01570;VG01570;Diretoria;30,4;Reprovada
AP01571;VG01571;Diretoria;4,1;Aprovada
AP01572;VG01572;Diretoria;13,8;Aprovada
AP01573;VG01573;Diretoria;21,8;Aprovada
AP01574;VG01574;Diretoria;12,0;Aprovada
AP01575;VG01575;Diretoria;21,0;Aprovada
AP01576;VG01576;Gestor;15,1;Aprovada
AP01577;VG01577;Gestor;27,7;Aprovada
AP01578;VG01578;Diretoria;26,3;Aprovada
AP01579;VG01579;Gestor;25,9;Aprovada
AP01580;VG01580;Gestor;18,0;Aprovada
AP01581;VG01581;Diretoria;16,6;Aprovada
AP01582;VG01582;Gestor;21,6;Aprovada
AP01583;VG01583;Diretoria;40,0;Aprovada
AP01584;VG01584;Gestor;22,6;Aprovada
AP01585;VG01585;Gestor;22,6;Aprovada
AP01586;VG01586;Diretoria;19,0;Aprovada
AP01587;VG01587;Diretoria;10,2;Aprovada
AP01588;VG01588;Diretoria;22,0;Reprovada
AP01589;VG01589;Diretoria;2,8;Aprovada
AP01590;VG01590;Diretoria;9,2;Aprovada
AP01591;VG01591;Diretoria;16,8;Reprovada
AP01592;VG01592;Diretoria;40,8;Aprovada
AP01593;VG01593;Diretoria;5,2;Aprovada
AP01594;VG01594;Diretoria;13,4;Aprovada
AP01595;VG01595;Gestor;5,5;Aprovada
AP01596;VG01596;Diretoria;15,0;Aprovada
AP01597;VG01597;Diretoria;14,2;Aprovada
AP01598;VG01598;Diretoria;20,0;Aprovada
AP01599;VG01599;Gestor;19,7;Aprovada
AP01600;VG01600;Diretoria;9,5;Reprovada
AP01601;VG01601;Diretoria;13,7;Aprovada
AP01602;VG01602;Gestor;8,6;Aprovada
AP01603;VG01603;Diretoria;16,5;Aprovada
AP01604;VG01604;Gestor;13,8;Reprovada
AP01605;VG01605;Diretoria;13,4;Reprovada
AP01606;VG01606;Diretoria;11,7;Aprovada
AP01607;VG01607;Gestor;20,6;Aprovada
AP01608;VG01608;Diretoria;16,5;Aprovada
AP01609;VG01609;Gestor;11,3;Aprovada
AP01610;VG01610;Gestor;10,7;Aprovada
AP01611;VG01611;Gestor;4,0;Aprovada
AP01612;VG01612;Diretoria;15,9;Aprovada
AP01613;VG01613;Gestor;15,3;Aprovada
AP01614;VG01614;Gestor;16,8;Aprovada
AP01615;VG01615;Gestor;6,9;Aprovada
AP01616;VG01616;Diretoria;13,7;Aprovada
AP01617;VG01617;Gestor;49,7;Aprovada
AP01618;VG01618;Diretoria;3,5;Aprovada
AP01619;VG01619;Diretoria;19,5;Aprovada
AP01620;VG01620;Diretoria;12,0;Aprovada
AP01621;VG01621;Diretoria;1,2;Reprovada
AP01622;VG01622;Gestor;18,2;Aprovada
AP01623;VG01623;Gestor;4,7;Reprovada
AP01624;VG01624;Gestor;4,4;Aprovada
AP01625;VG01625;Diretoria;17,8;Aprovada
AP01626;VG01626;Gestor;34,6;Aprovada
AP01627;VG01627;Diretoria;30,8;Aprovada
AP01628;VG01628;Diretoria;16,1;Aprovada
AP01629;VG01629;Diretoria;37,4;Aprovada
AP01630;VG01630;Diretoria;3,9;Aprovada
AP01631;VG01631;Gestor;10,0;Aprovada
AP01632;VG01632;Gestor;2,0;Aprovada
AP01633;VG01633;Gestor;14,1;Aprovada
AP01634;VG01634;Gestor;40,7;Aprovada
AP01635;VG01635;Gestor;15,6;Aprovada
AP01636;VG01636;Gestor;9,2;Aprovada
AP01637;VG01637;Diretoria;35,0;Aprovada
AP01638;VG01638;Gestor;33,6;Aprovada
AP01639;VG01639;Gestor;14,9;Aprovada
AP01640;VG01640;Diretoria;14,9;Aprovada
AP01641;VG01641;Gestor;18,6;Aprovada
