lote_id,produto_id,unidade_id,data_inicio,quantidade_planejada,quantidade_produzida,horas_planejadas,horas_reais,refugo_kg,consumo_energia_kwh,consumo_agua_l,rendimento_pct,refugo_pct,produtividade_kg_h
L001943,P004,U01,2024-08-02,1272.21,1279.24,6.68,6.66,21.82,762.6,3148.09,1.005525817278594,0.017057002595290954,192.07807807807808
L001944,P006,U03,2024-02-08,357.02,359.65,2.94,2.93,2.27,82.99,269.51,1.0073665340877263,0.006311691922702628,122.74744027303753
L001945,P003,U03,2024-02-08,595.88,526.15,3.9,3.74,12.3,297.28,1270.21,0.8829797945895146,0.02337736386961893,140.68181818181816
L001946,P002,U01,2025-12-01,2083.16,2077.76,14.03,16.66,46.47,1219.43,1908.55,0.9974077843276562,0.022365432003696284,124.7154861944778
L001947,P001,U02,2025-12-22,943.0,914.89,6.32,8.46,38.82,248.74,1048.89,0.9701908801696713,0.042431330542469586,108.14302600472811
L001948,P003,U01,2025-04-30,1774.76,1720.09,8.99,10.32,62.6,728.65,3241.17,0.9691958349297933,0.036393444529065344,166.6753875968992
L001949,P005,U02,2025-12-08,1369.78,1383.85,9.11,11.33,50.53,452.71,3025.99,1.0102717224663813,0.03651407305705098,122.14033539276257
L001950,P005,U03,2024-04-23,1924.16,1752.17,10.97,11.77,11.31,786.71,3650.47,0.9106155413271245,0.006454853124982165,148.8674596431606
L001951,P008,U02,2025-03-28,687.44,634.92,3.42,3.79,4.15,243.3,1002.02,0.9236006051437216,0.006536256536256537,167.52506596306068
L001952,P003,U02,2025-11-27,281.71,285.26,1.54,1.7,12.21,155.5,264.95,1.0126016115863832,0.042803056860408056,167.8
L001953,P007,U03,2025-06-20,2064.28,2125.82,11.18,12.03,37.48,1060.32,4424.44,1.0298118472300268,0.017630843627400247,176.70989193682462
L001954,P005,U03,2024-04-29,1759.45,1771.88,10.24,10.24,44.18,435.11,4709.65,1.007064707721163,0.024933968440300696,173.03515625
L001955,P002,U01,2024-03-21,1284.11,1195.98,8.05,9.87,13.07,392.66,2466.21,0.9313688079681648,0.010928276392581817,121.17325227963526
L001956,P005,U01,2025-07-25,926.56,870.92,4.74,5.99,12.15,473.98,2084.02,0.9399499222932136,0.013950764708584027,145.3956594323873
L001957,P006,U02,2026-06-17,606.03,527.65,3.08,3.66,13.45,179.88,660.81,0.8706664686566672,0.02549038188192931,144.16666666666666
L001958,P003,U03,2025-07-28,1239.86,1095.01,9.47,11.92,42.01,526.17,1592.0,0.8831722936460569,0.038364946438845304,91.86325503355705
L001959,P002,U01,2024-08-10,783.37,690.29,3.83,5.09,3.31,333.86,972.35,0.8811800298709421,0.004795086123223573,135.61689587426326
L001960,P001,U03,2024-08-27,1538.54,1504.68,9.67,10.93,26.78,852.19,2137.79,0.9779921224017576,0.017797804184278385,137.66514181152792
L001961,P005,U03,2026-05-08,1755.77,1585.01,9.94,11.13,69.42,801.57,2866.58,0.9027435256326284,0.04379783092851149,142.40880503144652
L001962,P005,U02,2026-02-09,1630.27,1412.16,13.0,15.89,17.81,377.63,3626.33,0.8662123451943544,0.012611885338771809,88.87098804279421
L001963,P006,U02,2026-05-22,741.94,705.71,4.72,6.23,28.85,186.01,1691.98,0.9511685581044289,0.04088081506567853,113.27608346709471
L001964,P005,U01,2026-05-14,1526.27,1502.58,11.28,14.77,65.35,699.61,1978.49,0.9844784998722375,0.043491860666320596,101.73188896411645
L001965,P008,U01,2024-07-16,1604.83,1391.33,11.79,11.6,38.15,775.26,2520.75,0.8669641021167351,0.02741980694730941,119.94224137931035
L001966,P007,U02,2024-12-24,1991.95,1753.99,11.06,14.43,4.23,572.39,4711.92,0.8805391701598936,0.002411644308120343,121.55162855162855
L001967,P005,U02,2025-01-09,2042.36,1930.2,10.66,12.18,21.03,1003.99,2196.85,0.9450831391135746,0.01089524401616413,158.4729064039409
L001968,P002,U02,2026-07-07,2063.08,2012.49,12.34,14.44,60.26,475.03,4404.74,0.975478410919596,0.029943005927979764,139.36911357340722
L001969,P003,U01,2026-07-07,1361.5,1293.36,8.16,8.36,37.55,777.79,3179.55,0.9499522585383767,0.029032906538009527,154.70813397129186
L001970,P004,U03,2026-06-25,1658.43,1664.45,9.28,11.85,25.38,903.6,3025.85,1.0036299391593253,0.015248280212682867,140.45991561181435
L001971,P001,U02,2026-06-08,1705.37,1596.77,10.71,11.46,4.7,927.68,2909.73,0.936318804716865,0.0029434420736862543,139.33420593368237
L001972,P007,U02,2026-03-31,969.6,952.83,7.85,9.52,22.13,316.86,1771.72,0.982704207920792,0.02322554915357409,100.08718487394958
L001973,P003,U03,2026-01-12,2083.46,2096.23,11.31,12.56,89.39,552.76,4881.42,1.0061292273429776,0.042643221402231625,166.89729299363057
L001974,P003,U02,2026-05-02,762.96,749.27,3.75,4.57,4.01,224.6,1168.72,0.982056726433889,0.005351875825803782,163.95404814004374
L001975,P002,U03,2026-06-17,2053.14,1793.43,15.54,17.43,52.93,870.73,4930.85,0.8735059469885152,0.02951327902399313,102.89328743545612
L001976,P004,U02,2024-05-22,1772.79,1739.12,13.84,14.04,36.21,799.85,2380.74,0.9810073387146814,0.020820874925249554,123.86894586894587
L001977,P006,U02,2024-08-06,2191.47,2169.57,11.15,12.69,42.76,1329.15,3247.94,0.9900067078262538,0.01970897458943477,170.96690307328606
L001978,P001,U01,2024-05-13,1217.15,1236.3,10.02,12.58,14.72,608.36,2431.51,1.0157334757425132,0.011906495187252286,98.27503974562798
L001979,P004,U01,2025-09-27,563.64,493.27,2.78,3.57,19.37,290.99,483.49,0.8751508054786743,0.03926855474689318,138.17086834733894
L001980,P005,U01,2025-06-19,1094.61,963.32,7.1,7.72,7.83,359.28,680.2,0.8800577374590038,0.00812814018187103,124.78238341968913
L001981,P002,U02,2024-01-17,217.99,222.28,1.54,1.7,0.88,65.51,580.58,1.0196798018257718,0.003958970667626417,130.75294117647059
L001982,P006,U02,2024-05-03,1220.57,1244.03,9.45,9.25,30.64,544.15,2894.3,1.019220528113914,0.024629631118220623,134.48972972972973
L001983,P005,U02,2024-03-27,989.95,898.25,5.13,6.12,33.97,550.9,2345.71,0.9073690590433859,0.03781797940439744,146.77287581699346
L001984,P005,U03,2025-11-27,830.27,734.53,5.29,6.0,10.45,406.59,1667.19,0.8846881135052452,0.014226784474425823,122.42166666666667
L001985,P003,U03,2024-04-17,1070.6,1073.13,7.24,7.16,3.23,415.72,2178.42,1.0023631608443866,0.0030098869661643974,149.87849162011173
L001986,P007,U01,2025-04-13,1923.55,1927.49,15.14,16.54,53.83,872.42,1857.6,1.0020482961191548,0.027927511945587267,116.53506650544136
L001987,P008,U03,2024-03-11,1412.17,1260.49,8.38,8.61,43.48,396.31,2570.5,0.8925908353810094,0.03449452197161421,146.39837398373984
L001988,P001,U02,2025-04-21,1851.74,1809.17,9.91,10.54,19.82,641.16,4415.02,0.9770108114530118,0.010955299944173295,171.64800759013283
L001989,P001,U01,2024-05-28,1974.79,2017.7,11.98,15.68,27.61,1029.51,2168.96,1.0217288926923875,0.013683897507062497,128.6798469387755
L001990,P004,U03,2026-05-20,326.83,293.86,1.66,1.69,9.44,120.82,472.89,0.8991218676376098,0.032124140747294624,173.88165680473375
L001991,P007,U02,2026-05-01,1685.66,1562.23,8.53,7.8,17.17,636.19,3731.98,0.9267764555129742,0.01099069919282052,200.28589743589745
L001992,P002,U03,2024-11-04,694.83,621.34,3.99,4.07,26.69,184.82,1670.63,0.8942331217707928,0.042955547687256575,152.66339066339066
L001993,P005,U02,2025-05-10,1090.94,981.69,5.25,6.49,40.32,457.12,2534.92,0.8998570040515519,0.041072028848210734,151.26194144838212
L001994,P005,U03,2024-05-17,1641.75,1476.49,12.47,16.65,33.25,344.23,2688.74,0.8993391198416324,0.022519624243984043,88.67807807807809
L001995,P005,U03,2024-03-26,206.44,186.06,1.38,1.39,6.95,51.59,451.36,0.9012788219337338,0.03735354186821455,133.85611510791367
L001996,P004,U02,2024-12-22,1330.72,1304.52,7.65,8.44,19.5,294.65,1621.16,0.980311410364314,0.014948026860454421,154.56398104265404
L001997,P003,U03,2025-12-15,1443.14,1469.01,8.27,7.7,56.7,427.6,3163.47,1.0179261887273583,0.0385974227540997,190.78051948051947
L001998,P008,U03,2025-08-26,524.54,529.86,2.91,3.89,8.09,188.38,648.24,1.0101422198497731,0.015268184048616615,136.2107969151671
L001999,P006,U03,2024-09-05,372.43,326.85,2.23,2.09,2.24,83.21,360.77,0.8776145852911957,0.006853296619244302,156.38755980861245
L002000,P008,U02,2024-07-03,1964.48,1945.62,10.76,13.13,19.98,1123.54,1803.53,0.990399495031764,0.010269220094365808,148.18126428027418
L002001,P004,U02,2026-07-18,885.31,815.89,5.28,6.7,30.03,227.66,1079.3,0.92158678880844,0.03680643223964015,121.77462686567164
L002002,P008,U02,2026-03-03,1927.93,1695.87,15.44,17.37,43.97,1020.15,4445.99,0.8796325592734175,0.025927694929446243,97.6321243523316
L002003,P002,U01,2024-04-17,1099.43,946.2,5.27,6.27,36.95,212.8,1276.5,0.8606277798495584,0.039050940604523354,150.90909090909093
L002004,P007,U03,2026-01-03,604.52,599.87,3.3,4.11,20.94,189.85,1435.95,0.9923079468007676,0.03490756330538283,145.9537712895377
L002005,P002,U01,2025-09-10,204.07,195.03,1.21,1.43,3.68,120.77,360.23,0.9557014749840741,0.018868891965338665,136.3846153846154
L002006,P003,U02,2026-02-02,1139.97,1058.0,5.67,5.9,23.74,376.71,2919.61,0.9280945989806749,0.022438563327032136,179.32203389830508
L002007,P002,U03,2026-06-02,468.37,410.56,2.49,2.81,12.51,135.41,463.17,0.8765719409868267,0.03047057677318784,146.1067615658363
L002008,P006,U03,2026-05-19,953.0,961.63,5.2,5.06,28.16,432.01,1002.59,1.009055613850997,0.02928361220011855,190.04545454545456
L002009,P002,U03,2024-10-27,1606.79,1425.9,8.48,8.07,53.68,492.34,1438.78,0.8874215049882064,0.03764639876569184,176.6914498141264
L002010,P001,U02,2025-04-08,674.9,596.03,5.53,5.55,16.63,266.85,456.57,0.8831382427026226,0.02790128013690586,107.39279279279279
L002011,P003,U01,2024-09-11,1676.46,1611.15,10.8,12.73,19.39,858.33,1395.87,0.9610429118499696,0.01203488191664339,126.5632364493323
L002012,P002,U03,2024-10-29,1844.04,1664.73,8.84,11.42,54.97,781.12,4117.9,0.9027624129628424,0.03302036966955602,145.77320490367777
L002013,P001,U02,2025-01-25,241.85,228.93,1.63,1.73,9.39,127.6,261.17,0.9465784577217284,0.04101690473070371,132.32947976878614
L002014,P007,U02,2025-10-17,221.78,194.55,1.62,1.67,3.98,118.29,155.18,0.8772206691315719,0.020457465947057312,116.49700598802396
L002015,P003,U01,2026-02-05,2071.75,1873.04,13.2,13.9,81.55,1131.47,4034.43,0.9040859177024255,0.04353884594028958,134.75107913669063
L002016,P006,U02,2026-05-10,578.85,500.16,2.95,2.97,7.09,125.1,541.3,0.8640580461259394,0.014175463851567498,168.40404040404042
L002017,P007,U03,2025-01-04,223.15,202.45,1.08,1.11,5.92,96.45,497.74,0.9072372843378892,0.02924178809582613,182.38738738738735
L002018,P003,U02,2024-08-21,1792.3,1575.23,9.12,11.22,38.66,940.1,4083.64,0.878887463036322,0.024542447769532065,140.39483065953652
L002019,P001,U01,2025-10-20,1651.87,1429.69,9.9,11.12,33.79,708.97,3824.37,0.8654978902698155,0.02363449419104841,128.56924460431657
L002020,P003,U03,2025-09-25,1994.38,2052.26,14.72,14.73,87.07,742.42,2063.11,1.0290215505570655,0.042426398214651155,139.32518669382213
L002021,P006,U02,2026-02-19,211.78,204.12,1.35,1.46,6.17,49.56,215.45,0.9638303900273869,0.0302273172643543,139.8082191780822
L002022,P006,U03,2025-01-16,2178.18,2149.9,13.85,16.28,74.65,539.67,5871.41,0.9870166836533254,0.03472254523466208,132.05773955773955
L002023,P005,U02,2025-01-22,1808.26,1572.45,9.19,8.88,48.52,795.98,2850.75,0.869592868282216,0.030856307036789724,177.07770270270268
L002024,P008,U02,2024-02-12,2071.07,1933.01,16.13,16.1,49.85,1086.79,1733.08,0.9333388055449597,0.025788795712386382,120.06273291925464
L002025,P008,U02,2026-05-27,629.43,584.65,4.12,3.88,24.1,318.16,1163.54,0.9288562667810559,0.041221243479004535,150.68298969072166
L002026,P003,U02,2024-02-21,712.73,728.75,5.65,6.39,23.14,343.05,1885.58,1.022476954807571,0.03175300171526587,114.0453834115806
L002027,P001,U03,2025-12-07,1007.44,889.12,5.04,6.26,6.42,475.77,868.67,0.8825537997300087,0.0072206226381140905,142.03194888178913
L002028,P004,U01,2025-11-29,474.83,439.91,3.82,4.94,3.79,212.31,772.2,0.9264578901922794,0.008615398604259961,89.0506072874494
L002029,P001,U02,2025-11-01,1438.54,1329.06,8.34,8.18,53.32,531.98,1264.44,0.9238950602694398,0.04011858004905723,162.4767726161369
L002030,P002,U01,2025-09-29,2129.84,2157.0,15.61,17.81,53.55,866.04,2128.43,1.0127521316155204,0.02482614742698192,121.11173498034813
L002031,P003,U02,2026-06-22,1906.97,1753.95,9.23,9.69,26.99,563.53,1827.98,0.9197575210936721,0.015388123948801275,181.0061919504644
L002032,P007,U02,2024-02-19,1445.0,1443.4,7.05,8.28,10.04,469.62,3979.96,0.9988927335640139,0.006955798808369128,174.32367149758457
L002033,P003,U02,2025-08-14,952.95,845.11,4.93,6.53,9.48,411.82,1267.65,0.8868356157196076,0.01121747464827064,129.41960183767227
L002034,P005,U03,2024-09-10,1616.37,1489.44,8.49,8.39,44.05,488.34,2553.31,0.9214721876798011,0.029574873778064236,177.52562574493444
L002035,P001,U02,2024-03-31,412.27,415.14,2.18,1.97,14.5,227.69,1025.91,1.0069614572974022,0.034927976104446694,210.73096446700507
L002036,P006,U01,2025-05-07,1528.97,1505.22,8.83,9.87,15.68,399.47,1078.08,0.98446666710269,0.010417081888361834,152.50455927051672
L002037,P004,U02,2025-02-27,343.62,333.05,2.34,2.9,3.73,142.54,265.35,0.9692392759443571,0.011199519591652905,114.8448275862069
L002038,P005,U03,2026-01-14,1203.17,1123.4,9.85,11.85,14.85,377.62,1190.57,0.9337001421245543,0.01321880007121239,94.80168776371309
L002039,P006,U01,2026-04-10,1147.61,1089.79,6.08,7.7,37.13,633.88,2719.13,0.9496170301757566,0.0340707842795401,141.53116883116883
L002040,P001,U02,2025-06-22,1796.14,1629.54,14.06,17.14,37.17,464.76,3050.07,0.9072455376529669,0.022810118192864246,95.07234539089848
L002041,P001,U01,2026-02-04,1975.25,1844.44,12.55,11.47,14.48,415.65,3324.26,0.933775471459309,0.007850621326798379,160.8055797733217
L002042,P007,U01,2024-09-29,1218.21,1099.29,6.89,6.89,48.26,617.61,953.52,0.9023813628192183,0.043901063413657904,159.54862119013063
L002043,P006,U01,2024-03-23,364.85,346.21,2.18,2.43,3.13,177.35,780.31,0.9489105111689734,0.009040755610756478,142.47325102880657
L002044,P007,U01,2024-09-21,804.58,782.98,4.46,5.15,3.35,208.21,1983.75,0.9731536950955778,0.004278525632838642,152.03495145631067
L002045,P001,U01,2025-06-29,442.26,427.83,3.13,3.58,14.81,139.29,921.25,0.9673721340388007,0.034616553303882386,119.50558659217876
L002046,P006,U01,2024-12-15,290.94,258.41,1.93,2.01,9.59,160.13,221.2,0.8881900048119888,0.03711156688982624,128.5621890547264
L002047,P008,U03,2025-01-25,1714.27,1575.83,11.09,13.94,66.59,534.65,1207.15,0.919242593057103,0.042257096260383424,113.04375896700144
L002048,P005,U02,2026-04-03,890.98,794.48,4.99,6.68,4.96,189.15,2065.96,0.8916922938786505,0.006243077232907059,118.93413173652695
L002049,P006,U03,2026-04-03,1889.72,1936.8,11.09,11.43,7.15,1046.46,1910.28,1.0249137438350655,0.0036916563403552255,169.4488188976378
L002050,P004,U01,2024-09-07,1729.91,1694.03,8.4,10.62,35.43,746.82,2546.52,0.9792590365972795,0.020914623707962668,159.51318267419964
L002051,P001,U01,2025-04-16,1918.07,1667.66,11.15,14.37,64.6,762.89,4584.07,0.8694468919278233,0.03873691279997121,116.05149617258178
L002052,P004,U01,2026-03-04,571.0,537.03,2.86,3.79,24.14,211.61,740.03,0.9405078809106829,0.04495093383982273,141.69656992084433
L002053,P003,U01,2024-06-30,1645.96,1522.45,11.94,15.0,32.7,781.06,3925.29,0.9249617244647501,0.021478537883017505,101.49666666666667
L002054,P006,U03,2024-02-27,1848.28,1885.79,10.01,11.68,67.16,790.2,4474.17,1.0202945441166922,0.03561372157027028,161.45462328767124
L002055,P004,U02,2024-12-31,334.92,297.54,1.72,2.02,9.61,111.21,463.82,0.8883912576137585,0.03229817839618202,147.2970297029703
L002056,P004,U02,2025-09-15,2008.01,1995.4,10.25,10.86,38.75,1004.3,1659.56,0.9937201507960618,0.019419665230029064,183.73848987108659
L002057,P002,U03,2024-10-26,2161.2,2116.04,11.64,10.97,83.69,590.02,1691.42,0.9791042013696095,0.039550292054970605,192.8933454876937
L002058,P007,U02,2025-07-03,940.47,833.9,4.73,5.4,10.05,285.82,1485.37,0.8866843174157601,0.012051804772754528,154.42592592592592
L002059,P008,U02,2024-06-02,623.68,536.92,4.12,5.18,4.78,209.87,1077.5,0.8608902001026167,0.008902629814497505,103.65250965250965
L002060,P008,U03,2026-06-20,774.16,747.77,5.44,5.68,19.94,449.09,1286.8,0.9659114394957115,0.02666595343487971,131.64964788732394
L002061,P005,U02,2024-02-07,587.0,585.06,4.47,4.47,11.06,309.02,1511.78,0.9966950596252129,0.018904044029672173,130.88590604026845
L002062,P008,U03,2024-03-18,2020.97,2071.52,16.63,20.51,67.29,984.7,1533.11,1.0250127414063543,0.03248339383640998,101.00048756704047
L002063,P003,U01,2025-09-24,1518.04,1382.69,9.28,8.83,4.8,782.72,2002.36,0.9108389765750574,0.003471493971895363,156.59003397508494
L002064,P003,U02,2024-11-21,976.88,971.07,4.69,5.6,20.13,377.13,1660.63,0.9940524936532635,0.020729710525502792,173.40535714285716
L002065,P003,U02,2024-12-15,1274.3,1200.55,6.62,6.84,36.59,677.92,3239.18,0.9421250882837636,0.030477697721877476,175.51900584795322
L002066,P004,U03,2024-12-18,1218.87,1065.81,8.17,8.29,42.94,561.54,2727.32,0.8744246720322922,0.04028860678732607,128.56574185765984
L002067,P001,U03,2026-06-11,2099.38,1979.87,14.5,17.06,72.05,591.92,3371.12,0.9430736693690517,0.036391278215236356,116.05334114888629
L002068,P007,U02,2024-01-03,1024.52,921.68,6.17,7.91,4.17,362.53,2221.67,0.8996212860656697,0.004524346844891937,116.52085967130215
L002069,P008,U01,2024-04-21,1239.35,1231.77,7.49,8.29,44.54,506.66,1984.72,0.9938838907491832,0.03615934793021425,148.58504221954163
L002070,P003,U03,2025-02-20,1633.85,1509.23,8.47,10.69,50.48,735.09,3272.72,0.9237261682528997,0.03344751959608542,141.18147801683818
L002071,P004,U03,2024-05-31,1239.1,1101.43,7.06,8.82,30.9,528.94,2910.58,0.8888951658461788,0.028054438321091668,124.87868480725623
L002072,P002,U03,2026-03-07,254.37,226.0,1.34,1.54,1.52,104.48,327.68,0.8884695522270708,0.006725663716814159,146.75324675324674
L002073,P001,U01,2025-03-20,1667.57,1624.29,9.97,10.81,12.56,647.28,2509.68,0.9740460670316688,0.007732609324689557,150.25809435707677
L002074,P003,U01,2024-08-25,724.73,725.84,4.46,5.8,22.94,231.17,1155.56,1.0015316048735392,0.03160476137991844,125.1448275862069
L002075,P008,U03,2024-04-14,1371.54,1376.96,9.45,12.33,58.78,381.33,1325.89,1.0039517622526504,0.04268824076225889,111.67558799675588
L002076,P007,U03,2024-10-17,267.31,241.69,2.14,2.28,9.26,61.37,436.81,0.9041562231117429,0.03831354214075882,106.00438596491229
L002077,P001,U02,2024-09-29,1892.52,1919.42,11.19,14.28,51.53,1031.88,3369.4,1.014213852429565,0.026846651592668618,134.41316526610646
L002078,P002,U02,2024-01-17,316.99,305.12,2.47,2.77,4.75,173.08,506.27,0.9625540237862393,0.01556764551651809,110.15162454873646
L002079,P005,U02,2024-11-03,605.59,520.96,2.9,3.8,11.03,233.38,915.97,0.8602519856668703,0.021172450859950856,137.09473684210528
L002080,P003,U03,2026-01-21,1054.75,1042.92,5.21,6.2,43.51,584.58,2876.4,0.9887840720549894,0.04171940321405285,168.21290322580646
L002081,P003,U03,2025-10-13,382.65,374.91,2.68,2.96,15.13,111.31,538.6,0.9797726381811056,0.04035635219119255,126.65878378378379
L002082,P002,U03,2025-12-14,627.16,591.47,4.53,4.16,22.39,178.82,946.93,0.9430926717265132,0.03785483625543138,142.18028846153845
L002083,P005,U03,2026-04-16,1374.1,1401.29,7.24,9.65,49.95,472.55,1788.25,1.019787497270941,0.035645726437782334,145.21139896373057
L002084,P001,U03,2024-08-01,1838.13,1753.45,12.96,11.95,9.88,742.74,3258.39,0.9539314411929515,0.005634606062334255,146.73221757322176
L002085,P001,U01,2025-07-28,1250.61,1115.46,9.67,10.35,46.79,618.82,1018.63,0.8919327368244298,0.041946820145948756,107.77391304347827
L002086,P003,U01,2025-05-19,2184.24,2181.36,13.47,15.2,22.83,878.44,2531.99,0.9986814635754314,0.010465947849048298,143.5105263157895
L002087,P004,U03,2024-04-19,1164.49,1175.0,8.38,9.96,4.22,261.58,2826.23,1.0090254102654381,0.0035914893617021272,117.97188755020079
L002088,P003,U03,2024-07-03,1881.89,1874.74,13.76,14.52,53.28,564.02,4853.25,0.9962006280919713,0.028419940898471253,129.11432506887053
L002089,P006,U02,2025-11-21,1731.82,1730.05,12.29,15.16,36.88,537.64,4326.59,0.9989779538289199,0.02131730296812231,114.11939313984169
L002090,P008,U03,2025-10-08,1314.41,1226.35,6.57,8.75,23.27,758.13,2841.07,0.9330041615629825,0.01897500713499409,140.1542857142857
L002091,P008,U03,2026-04-03,294.89,290.42,1.72,2.13,8.65,86.13,765.95,0.9848418054189699,0.02978445010674196,136.3474178403756
L002092,P005,U02,2025-09-13,416.46,372.2,2.47,2.43,4.1,165.69,913.7,0.8937232867502282,0.011015583019881783,153.16872427983537
L002093,P007,U01,2026-05-07,2164.46,1942.24,15.17,14.59,25.0,764.29,1917.7,0.8973323600343734,0.012871735727819425,133.12131596984236
L002094,P002,U02,2024-06-11,1401.05,1213.18,10.68,10.53,47.49,641.07,2880.21,0.8659077120730881,0.03914505679289141,115.21177587844255
L002095,P002,U03,2025-05-05,1730.33,1777.2,14.13,16.71,65.82,744.33,3635.68,1.0270873186039657,0.03703578663065496,106.35547576301616
L002096,P007,U01,2025-12-26,2172.8,1993.37,10.43,11.89,54.26,1074.12,5133.66,0.9174199189985272,0.02722023507928784,167.65096719932714
L002097,P004,U03,2024-07-22,648.32,618.78,5.37,6.75,16.69,226.57,1731.95,0.9544360809476801,0.026972429619574002,91.6711111111111
L002098,P005,U03,2025-11-27,425.02,390.14,2.1,1.89,4.65,170.83,495.0,0.9179332737282951,0.011918798380068695,206.42328042328043
L002099,P008,U02,2024-02-09,1465.64,1467.04,9.08,11.16,41.99,853.72,3785.98,1.0009552141044185,0.028622259788417495,131.4551971326165
L002100,P003,U02,2025-03-25,1670.94,1453.28,8.83,10.51,44.67,606.21,3996.44,0.8697379917890529,0.03073736650886271,138.27592768791627
L002101,P002,U03,2026-04-19,1925.11,1716.42,10.51,13.58,66.43,544.41,2511.09,0.8915958049150439,0.03870264853590613,126.39322533136966
L002102,P004,U02,2025-02-06,1215.3,1241.97,7.21,9.04,3.04,498.12,2001.27,1.0219451987163664,0.0024477241801331754,137.38606194690266
L002103,P005,U01,2024-02-10,349.04,306.07,1.86,2.21,7.04,151.18,810.98,0.8768909007563602,0.023001274218316072,138.49321266968326
L002104,P002,U01,2026-03-07,2049.46,1939.79,16.91,19.95,8.68,994.04,5274.08,0.9464883432709104,0.004474711180076194,97.23258145363408
L002105,P002,U01,2025-01-23,894.74,821.32,5.41,5.09,4.27,496.72,1599.94,0.9179426425553793,0.005198948034870695,161.35952848722988
L002106,P002,U01,2024-08-18,1424.34,1358.74,7.02,7.55,20.81,805.28,2047.36,0.9539435808865862,0.015315660096854438,179.9655629139073
L002107,P007,U02,2026-04-11,782.9,759.11,4.08,5.41,8.87,204.71,1189.86,0.9696129773917487,0.011684736072505959,140.31608133086877
L002108,P002,U02,2026-03-01,1075.81,1009.43,6.09,7.3,29.91,407.61,1822.38,0.938297654790344,0.029630583596683278,138.2780821917808
L002109,P002,U03,2026-02-04,1972.28,1861.24,14.86,16.53,38.3,679.0,4357.19,0.9436996775305738,0.020577679396531344,112.59770114942528
L002110,P001,U01,2024-06-25,314.45,293.6,2.24,2.75,1.06,67.53,819.57,0.9336937509937988,0.0036103542234332425,106.76363636363637
L002111,P002,U03,2025-11-26,1497.25,1333.3,10.29,12.7,18.6,731.84,1380.35,0.8904992486224745,0.01395034875871897,104.98425196850394
L002112,P004,U02,2025-11-09,1119.54,1122.73,8.39,10.89,37.81,366.94,972.28,1.0028493845686621,0.03367684127083092,103.0973370064279
L002113,P004,U02,2024-01-12,2059.22,1962.84,16.23,18.1,84.43,922.25,4696.0,0.9531958702809802,0.043014203908622206,108.44419889502761
L002114,P006,U02,2025-05-11,2049.44,1988.68,11.1,11.94,26.31,1035.39,4441.54,0.9703528768834413,0.013229881127179837,166.55611390284758
L002115,P005,U01,2025-05-11,904.42,868.55,7.33,7.47,17.45,327.08,1997.15,0.9603392229274009,0.020090956191353405,116.27175368139223
L002116,P004,U03,2026-07-13,382.6,377.18,1.88,2.07,16.64,221.07,327.35,0.9858337689492943,0.0441168672782226,182.21256038647346
L002117,P005,U03,2026-04-16,293.95,258.33,2.31,2.39,2.81,110.55,262.78,0.8788229290695696,0.010877559710447878,108.0878661087866
L002118,P001,U01,2024-01-21,2160.51,2164.06,13.49,15.2,78.61,743.69,1817.16,1.001643130557137,0.03632524052013345,142.37236842105264
L002119,P008,U01,2026-03-03,1725.11,1601.01,13.32,14.16,50.77,451.19,4060.22,0.9280625583296138,0.03171123228462033,113.06567796610169
L002120,P007,U03,2024-12-28,2124.24,2034.32,15.0,16.92,6.21,458.42,1455.13,0.9576695665273228,0.0030526170907231903,120.23167848699762
L002121,P008,U01,2024-10-17,268.32,251.86,1.7,1.82,2.71,97.15,454.39,0.938655336911151,0.010759946001747001,138.3846153846154
L002122,P002,U03,2026-06-25,913.25,878.56,5.76,7.3,27.11,280.4,782.8,0.9620147823706542,0.030857311965033694,120.35068493150685
L002123,P002,U03,2024-10-06,1286.0,1236.99,8.1,9.83,46.58,754.41,1948.41,0.9618895800933126,0.03765592284497045,125.8382502543235
L002124,P001,U01,2025-05-31,891.56,796.82,6.18,7.07,10.84,423.78,2028.63,0.8937368208533358,0.013604076202906552,112.70438472418671
L002125,P005,U02,2025-12-14,1251.13,1201.21,6.42,7.03,29.61,619.42,3013.06,0.9601000695371383,0.024650144437691993,170.86913229018492
L002126,P003,U03,2025-12-18,2006.07,1807.0,9.97,10.04,72.63,862.82,3288.55,0.9007661746599072,0.040193691200885444,179.98007968127493
L002127,P003,U03,2024-04-26,976.28,919.39,6.24,7.73,12.4,382.54,2177.08,0.94172778301307,0.013487203471867217,118.93790426908149
L002128,P008,U03,2025-04-20,1501.3,1311.65,7.19,7.51,17.53,601.57,1689.14,0.873676147338973,0.013364845804902223,174.6537949400799
L002129,P001,U03,2024-04-29,1425.57,1329.82,7.74,8.86,25.72,780.36,3713.0,0.9328338839902636,0.01934096343866087,150.09255079006772
L002130,P007,U02,2025-09-22,674.67,608.54,3.69,3.71,15.84,154.82,852.68,0.9019817095765337,0.026029513261248236,164.02695417789758
L002131,P005,U02,2025-07-12,2063.22,1959.65,10.81,10.47,69.97,711.33,3025.76,0.9498017661713246,0.035705355548184624,187.16809933142312
L002132,P001,U02,2025-05-29,967.54,858.21,6.19,8.02,7.93,385.76,2057.93,0.8870020877689812,0.009240162664149799,107.00872817955113
