pedido_id,data_pedido,cliente_id,produto_id,unidade_id,quantidade,desconto_pct,status,receita_bruta,receita_liquida,custo_total,data_prometida,data_entrega,margem,margem_pct
PV006627,2025-04-29,C0289,P006,U01,60.66,0.1772,Entregue,3336.3,2745.11,1564.75,2025-05-02,2025-04-30,1180.3600000000001,0.42998641220206113
PV006628,2026-01-23,C0461,P005,U01,14.6,0.1128,Entregue,462.82,410.61,192.19,2026-02-03,2026-02-04,218.42000000000002,0.5319402839677553
PV006629,2025-06-27,C0228,P003,U01,57.16,0.1036,Faturado,2400.72,2152.01,1238.52,2025-07-07,2025-07-07,913.4900000000002,0.42448222824243387
PV006630,2025-09-23,C0172,P003,U02,125.94,0.1023,Entregue,5289.48,4748.37,2837.65,2025-09-29,2025-09-28,1910.7199999999998,0.4023949271013
PV006631,2024-10-21,C0093,P002,U01,31.15,0.0513,Entregue,713.33,676.74,263.24,2024-10-26,2024-10-29,413.5,0.611017525194314
PV006632,2026-06-17,C0428,P007,U01,47.12,0.0368,Entregue,461.78,444.79,196.23,2026-06-24,2026-06-24,248.56000000000003,0.5588255131635154
PV006633,2025-07-19,C0320,P006,U01,27.93,0.0018,Entregue,1536.15,1533.38,783.06,2025-07-29,2025-08-01,750.3200000000002,0.48932423795797525
PV006634,2025-12-02,C0405,P003,U02,64.53,0.0247,Entregue,2710.26,2643.32,1336.16,2025-12-16,2025-12-15,1307.16,0.49451447422181194
PV006635,2024-05-24,C0004,P005,U01,87.67,0.1767,Entregue,2779.14,2288.07,1346.21,2024-06-05,2024-06-07,941.8600000000001,0.4116395040361528
PV006636,2024-05-03,C0368,P006,U03,31.35,0.0162,Entregue,1724.25,1696.32,877.22,2024-05-08,2024-05-11,819.0999999999999,0.48286879833993585
PV006637,2024-05-06,C0330,P002,U01,17.75,0.0059,Entregue,406.48,404.08,153.96,2024-05-15,2024-05-15,250.11999999999998,0.6189863393387448
PV006638,2025-11-09,C0167,P007,U01,45.5,0.0116,Entregue,445.9,440.73,196.25,2025-11-17,2025-11-23,244.48000000000002,0.5547160392984367
PV006639,2026-03-26,C0106,P006,U02,234.31,0.0527,Entregue,12887.05,12207.9,5934.32,2026-04-03,2026-04-02,6273.58,0.5138951007134724
PV006640,2026-03-27,C0044,P008,U01,122.23,0.0504,Entregue,2151.25,2042.83,1095.08,2026-04-08,2026-04-08,947.75,0.4639397306677501
PV006641,2025-12-26,C0084,P002,U02,23.62,0.0926,Entregue,540.9,490.81,219.97,2026-01-08,2026-01-06,270.84000000000003,0.5518224975041259
PV006642,2026-07-24,C0126,P002,U01,21.17,0.0293,Entregue,484.79,470.59,211.84,2026-08-06,2026-08-07,258.75,0.5498416880936696
PV006643,2025-02-18,C0026,P002,U01,20.87,0.1724,Entregue,477.92,395.53,180.92,2025-02-28,2025-02-26,214.60999999999999,0.5425884256567137
PV006644,2026-07-29,C0388,P006,U02,27.18,0.088,Entregue,1494.9,1363.35,788.07,2026-08-12,2026-08-12,575.2799999999999,0.4219606117284629
PV006645,2024-05-06,C0376,P005,U01,31.75,0.1306,Entregue,1006.48,875.03,424.16,2024-05-15,2024-05-15,450.86999999999995,0.5152623338628389
PV006646,2025-03-30,C0122,P001,U01,17.14,0.1064,Entregue,317.09,283.35,135.15,2025-04-11,2025-04-13,148.20000000000002,0.5230280571731075
PV006647,2025-07-10,C0313,P004,U03,43.31,0.142,Entregue,580.35,497.94,240.55,2025-07-14,2025-07-13,257.39,0.5169096678314656
PV006648,2024-09-08,C0397,P003,U03,25.56,0.1604,Entregue,1073.52,901.33,517.52,2024-09-21,2024-09-21,383.81000000000006,0.42582627894333935
PV006649,2025-09-09,C0128,P002,U01,32.61,0.0693,Entregue,746.77,695.02,296.39,2025-09-18,2025-09-19,398.63,0.5735518402348134
PV006650,2025-06-11,C0172,P002,U02,70.46,0.0686,Faturado,1613.53,1502.84,645.34,2025-06-16,2025-06-18,857.4999999999999,0.5705863564983631
PV006651,2025-08-27,C0004,P006,U02,20.22,0.155,Entregue,1112.1,939.72,489.06,2025-08-31,2025-09-01,450.66,0.4795683820712553
PV006652,2024-09-14,C0280,P002,U02,31.47,0.0426,Entregue,720.66,689.96,321.63,2024-09-19,2024-09-19,368.33000000000004,0.5338425415966144
PV006653,2025-03-19,C0377,P004,U01,39.58,0.0843,Entregue,530.37,485.66,232.93,2025-03-24,2025-03-26,252.73000000000002,0.5203846312234897
PV006654,2024-09-15,C0239,P008,U03,17.17,0.0106,Entregue,302.19,298.99,153.31,2024-09-21,2024-09-27,145.68,0.48724037593230546
PV006655,2025-08-19,C0320,P002,U03,16.8,0.0706,Entregue,384.72,357.56,161.07,2025-08-26,2025-08-26,196.49,0.5495301487862178
PV006656,2024-10-26,C0308,P005,U01,118.16,0.0219,Cancelado,3745.67,3663.64,1563.81,2024-11-03,2024-11-02,2099.83,0.5731540216833532
PV006657,2024-05-21,C0163,P006,U01,33.97,0.1646,Entregue,1868.35,1560.82,865.77,2024-06-04,2024-06-02,695.05,0.4453107981701926
PV006658,2026-01-04,C0410,P006,U02,36.85,0.0804,Entregue,2026.75,1863.8,901.37,2026-01-07,2026-01-07,962.43,0.516380512930572
PV006659,2024-02-02,C0066,P002,U03,79.34,0.0215,Cancelado,1816.89,1777.83,810.95,2024-02-08,2024-02-14,966.8799999999999,0.5438540242880365
PV006660,2026-03-22,C0473,P006,U01,57.74,0.0287,Entregue,3175.7,3084.56,1380.87,2026-03-27,2026-03-27,1703.69,0.5523283709832196
PV006661,2024-03-14,C0381,P002,U02,88.45,0.064,Entregue,2025.5,1895.87,828.43,2024-03-20,2024-03-20,1067.44,0.5630343852690323
PV006662,2024-07-18,C0164,P004,U03,45.09,0.0195,Entregue,604.21,592.43,244.21,2024-07-31,2024-07-31,348.2199999999999,0.5877825228297013
PV006663,2025-08-15,C0163,P004,U02,30.34,0.1587,Entregue,406.56,342.04,172.75,2025-08-23,2025-08-26,169.29000000000002,0.4949421120336803
PV006664,2024-02-18,C0275,P008,U01,34.47,0.1255,Entregue,606.67,530.53,286.4,2024-03-02,2024-03-01,244.13,0.4601624790304036
PV006665,2024-01-17,C0118,P002,U02,83.06,0.0738,Entregue,1902.07,1761.7,827.34,2024-01-23,2024-01-29,934.36,0.5303740705000851
PV006666,2024-09-25,C0280,P001,U01,29.6,0.0613,Entregue,547.6,514.03,231.95,2024-10-03,2024-10-05,282.08,0.5487617454234188
PV006667,2024-08-25,C0171,P006,U01,104.41,0.1504,Entregue,5742.55,4878.87,2652.44,2024-08-28,2024-08-28,2226.43,0.45634132493794666
PV006668,2024-03-09,C0341,P003,U01,57.78,0.044,Faturado,2426.76,2319.98,1115.79,2024-03-17,2024-03-20,1204.19,0.5190518883783481
PV006669,2025-09-26,C0390,P008,U01,67.41,0.0608,Entregue,1186.42,1114.29,497.66,2025-10-09,2025-10-09,616.6299999999999,0.5533837690367857
PV006670,2025-04-03,C0397,P005,U02,18.95,0.031,Entregue,600.71,582.09,264.36,2025-04-10,2025-04-10,317.73,0.5458434262742875
PV006671,2025-11-03,C0200,P003,U01,153.79,0.1476,Entregue,6459.18,5505.81,2807.25,2025-11-09,2025-11-09,2698.5600000000004,0.49012951772763685
PV006673,2024-10-02,C0171,P006,U01,98.75,0.1311,Entregue,5431.25,4719.21,2748.65,2024-10-10,2024-10-08,1970.56,0.41756141388071305
PV006674,2026-03-17,C0205,P003,U01,190.77,0.158,Faturado,8012.34,6746.39,3968.05,2026-03-26,2026-03-29,2778.34,0.41182617666633564
PV006675,2024-06-04,C0319,P004,U01,15.34,0.1526,Entregue,205.56,174.19,90.21,2024-06-16,2024-06-18,83.98,0.48211722831391013
PV006676,2026-02-01,C0244,P005,U02,106.18,0.0351,Entregue,3365.91,3247.77,1447.35,2026-02-07,2026-02-07,1800.42,0.5543557579508401
PV006677,2024-02-11,C0401,P008,U02,74.28,0.0494,Entregue,1307.33,1242.75,577.82,2024-02-15,2024-02-14,664.93,0.5350472741903037
PV006678,2025-07-01,C0028,P002,U03,68.11,0.0599,Entregue,1559.72,1466.29,669.79,2025-07-08,2025-07-10,796.5,0.543207687428817
PV006679,2024-02-12,C0193,P006,U01,50.23,0.0543,Entregue,2762.65,2612.64,1199.85,2024-02-17,2024-02-15,1412.79,0.5407518831526732
PV006680,2024-03-01,C0116,P006,U02,75.82,0.1543,Faturado,4170.1,3526.65,1982.38,2024-03-04,2024-03-07,1544.27,0.437885812314803
PV006681,2026-07-04,C0136,P004,U02,6.57,0.156,Entregue,88.04,74.31,41.97,2026-07-13,2026-07-12,32.34,0.4352038756560356
PV006682,2025-12-11,C0460,P005,U03,139.73,0.1234,Faturado,4429.44,3882.85,2173.9,2025-12-19,2025-12-21,1708.9499999999998,0.4401277412210103
PV006683,2025-03-18,C0426,P001,U02,30.91,0.0912,Faturado,571.84,519.69,239.9,2025-03-25,2025-03-25,279.7900000000001,0.5383786488098675
PV006684,2024-07-15,C0135,P006,U01,52.62,0.0847,Entregue,2894.1,2648.97,1373.54,2024-07-29,2024-07-28,1275.4299999999998,0.48148148148148145
PV006685,2025-12-09,C0244,P008,U01,73.01,0.1581,Faturado,1284.98,1081.82,618.35,2025-12-22,2025-12-23,463.4699999999999,0.4284169270303747
PV006686,2024-08-19,C0101,P007,U01,291.09,0.1342,Entregue,2852.68,2469.85,1318.31,2024-08-25,2024-08-25,1151.54,0.46623884041540986
PV006687,2025-12-26,C0172,P006,U02,22.89,0.0896,Entregue,1258.95,1146.15,606.02,2026-01-05,2026-01-07,540.1300000000001,0.47125594381189206
PV006688,2024-03-23,C0101,P007,U03,34.06,0.0684,Entregue,333.79,310.96,144.32,2024-04-06,2024-04-12,166.64,0.535888860303576
PV006689,2025-09-28,C0295,P001,U02,45.84,0.1386,Entregue,848.04,730.5,353.63,2025-10-11,2025-10-11,376.87,0.5159069130732375
PV006690,2024-01-26,C0126,P001,U02,104.73,0.0291,Entregue,1937.5,1881.12,800.51,2024-02-09,2024-02-10,1080.61,0.5744503274644892
PV006691,2024-03-21,C0037,P002,U03,10.43,0.0708,Entregue,238.85,221.94,88.33,2024-04-04,2024-04-04,133.61,0.6020095521312067
PV006692,2026-07-06,C0178,P007,U03,141.68,0.0713,Entregue,1388.46,1289.46,632.02,2026-07-19,2026-07-25,657.44,0.5098568392970702
PV006693,2026-03-10,C0065,P008,U01,60.61,0.134,Entregue,1066.74,923.8,520.33,2026-03-14,2026-03-14,403.4699999999999,0.43675037886988516
PV006694,2025-05-19,C0030,P002,U01,78.43,0.1354,Entregue,1796.05,1552.86,799.7,2025-05-22,2025-05-24,753.1599999999999,0.4850147469829862
PV006695,2024-12-08,C0068,P002,U02,8.11,0.1715,Entregue,185.72,153.87,82.07,2024-12-18,2024-12-20,71.80000000000001,0.4666276727107299
PV006696,2024-02-24,C0073,P003,U02,143.48,0.132,Faturado,6026.16,5230.71,2959.68,2024-03-02,2024-03-01,2271.03,0.4341724163641265
PV006697,2024-11-21,C0061,P001,U01,27.51,0.0089,Entregue,508.94,504.41,230.05,2024-11-30,2024-12-06,274.36,0.543922602644674
PV006698,2026-06-21,C0334,P001,U03,21.48,0.1183,Entregue,397.38,350.37,152.97,2026-06-30,2026-07-02,197.4,0.5634044010617347
PV006699,2026-04-14,C0190,P006,U01,22.33,0.0366,Entregue,1228.15,1183.2,613.92,2026-04-25,2026-04-27,569.2800000000001,0.4811359026369169
PV006700,2026-05-25,C0314,P001,U01,49.37,0.0741,Entregue,913.34,845.66,360.43,2026-06-02,2026-06-05,485.22999999999996,0.5737885202090675
PV006701,2024-05-20,C0067,P006,U01,149.0,0.1319,Entregue,8195.0,7114.08,4244.06,2024-05-29,2024-05-28,2870.0199999999995,0.4034281312552009
PV006702,2024-07-14,C0015,P004,U03,56.22,0.073,Entregue,753.35,698.36,326.37,2024-07-25,2024-07-31,371.99,0.5326622372415373
PV006703,2024-07-08,C0411,P003,U03,25.56,0.1275,Entregue,1073.52,936.65,477.17,2024-07-20,2024-07-26,459.47999999999996,0.49055677147280197
PV006704,2024-11-28,C0296,P007,U02,29.93,0.0799,Cancelado,293.31,269.87,128.82,2024-12-11,2024-12-09,141.05,0.5226590580649942
PV006705,2024-02-25,C0258,P002,U01,86.95,0.0382,Entregue,1991.16,1915.1,841.43,2024-02-28,2024-02-28,1073.67,0.5606339094564253
PV006706,2024-12-11,C0349,P008,U01,15.29,0.031,Faturado,269.1,260.76,137.54,2024-12-18,2024-12-20,123.22,0.47254180088970704
PV006707,2026-06-11,C0078,P008,U01,53.4,0.1094,Entregue,939.84,837.02,410.72,2026-06-25,2026-06-25,426.29999999999995,0.5093068265991254
PV006708,2024-12-05,C0436,P006,U01,20.88,0.0366,Entregue,1148.4,1106.37,520.05,2024-12-13,2024-12-19,586.3199999999999,0.5299492936359446
PV006709,2025-05-09,C0427,P001,U01,43.43,0.1277,Faturado,803.46,700.86,337.23,2025-05-13,2025-05-13,363.63,0.518834003938019
PV006710,2025-12-27,C0203,P007,U02,88.4,0.0113,Faturado,866.32,856.53,409.86,2026-01-08,2026-01-14,446.66999999999996,0.5214878638226331
PV006711,2025-12-16,C0438,P002,U02,205.63,0.0926,Entregue,4708.93,4272.88,1975.61,2025-12-29,2026-01-01,2297.2700000000004,0.5376397184100654
PV006712,2026-04-15,C0476,P005,U01,44.74,0.1228,Entregue,1418.26,1244.1,589.06,2026-04-26,2026-04-27,655.04,0.5265171609999196
PV006713,2024-06-02,C0253,P005,U03,21.18,0.1386,Faturado,671.41,578.35,306.25,2024-06-11,2024-06-11,272.1,0.47047635514826663
PV006714,2025-08-15,C0202,P008,U02,30.33,0.0794,Entregue,533.81,491.43,251.09,2025-08-29,2025-08-28,240.34,0.4890625317949657
PV006715,2024-11-01,C0348,P008,U01,18.77,0.0177,Cancelado,330.35,324.5,168.96,2024-11-10,2024-11-11,155.54,0.4793220338983051
PV006716,2025-01-05,C0326,P006,U03,40.44,0.0242,Faturado,2224.2,2170.37,1143.62,2025-01-13,2025-01-19,1026.75,0.47307601929624904
PV006717,2026-04-14,C0362,P006,U03,102.38,0.1153,Entregue,5630.9,4981.66,2712.1,2026-04-18,2026-04-19,2269.56,0.45558307873279186
PV006719,2025-10-15,C0467,P005,U02,41.92,0.0437,Entregue,1328.86,1270.79,656.27,2025-10-22,2025-10-28,614.52,0.4835732103652059
PV006720,2024-12-05,C0226,P002,U01,144.79,0.0933,Entregue,3315.69,3006.34,1491.95,2024-12-12,2024-12-13,1514.39,0.5037321128016126
PV006721,2025-05-28,C0486,P007,U01,26.2,0.0547,Entregue,256.76,242.72,104.47,2025-06-04,2025-06-04,138.25,0.5695863546473302
PV006722,2025-12-16,C0221,P003,U01,33.43,0.0787,Entregue,1404.06,1293.56,671.87,2025-12-23,2025-12-29,621.6899999999999,0.48060391477782244
PV006723,2025-11-12,C0364,P005,U03,48.99,0.0979,Entregue,1552.98,1400.94,658.18,2025-11-16,2025-11-16,742.7600000000001,0.5301868745271033
PV006724,2026-02-21,C0392,P002,U02,85.09,0.107,Entregue,1948.56,1740.06,855.93,2026-03-04,2026-03-04,884.13,0.5081031688562464
PV006725,2025-05-27,C0071,P008,U02,26.37,0.1344,Entregue,464.11,401.73,206.73,2025-05-31,2025-06-01,195.00000000000003,0.4854006422223882
PV006726,2025-05-11,C0194,P001,U01,62.24,0.177,Faturado,1151.44,947.64,498.54,2025-05-17,2025-05-18,449.09999999999997,0.4739141446118779
PV006727,2024-01-09,C0398,P008,U03,7.28,0.1637,Entregue,128.13,107.16,64.27,2024-01-23,2024-01-21,42.89,0.4002426278462113
PV006728,2025-07-29,C0015,P006,U02,65.96,0.1568,Entregue,3627.8,3058.96,1584.03,2025-08-08,2025-08-11,1474.93,0.4821671417736747
PV006729,2024-06-20,C0228,P008,U02,78.83,0.0998,Entregue,1387.41,1248.95,628.92,2024-06-28,2024-06-28,620.0300000000001,0.49644101044877703
PV006730,2025-05-15,C0318,P007,U01,46.2,0.1729,Entregue,452.76,374.48,185.54,2025-05-29,2025-05-31,188.94000000000003,0.5045396282845547
PV006731,2025-10-25,C0203,P007,U01,124.35,0.0919,Entregue,1218.63,1106.64,550.98,2025-11-07,2025-11-13,555.6600000000001,0.5021145087833442
PV006732,2026-07-04,C0085,P005,U01,31.18,0.1638,Faturado,988.41,826.51,477.55,2026-07-11,2026-07-11,348.96,0.4222090476824237
PV006733,2024-09-21,C0352,P008,U01,14.39,0.0343,Entregue,253.26,244.57,112.93,2024-10-02,2024-10-04,131.64,0.5382508075397636
PV006734,2025-08-16,C0465,P003,U01,35.07,0.1753,Entregue,1472.94,1214.73,648.44,2025-08-28,2025-08-29,566.29,0.46618590139372534
PV006735,2024-03-10,C0467,P007,U01,16.0,0.1177,Entregue,156.8,138.34,68.18,2024-03-23,2024-03-26,70.16,0.5071562816249819
PV006736,2024-02-09,C0197,P008,U03,80.43,0.0845,Entregue,1415.57,1295.95,695.64,2024-02-13,2024-02-13,600.3100000000001,0.4632200316370231
PV006737,2025-10-02,C0017,P003,U03,65.14,0.1663,Entregue,2735.88,2280.9,1330.23,2025-10-11,2025-10-09,950.6700000000001,0.41679600157832436
PV006738,2025-10-20,C0280,P004,U01,28.78,0.1377,Entregue,385.65,332.55,162.59,2025-10-27,2025-10-27,169.96,0.5110810404450459
PV006739,2024-11-13,C0136,P007,U01,19.55,0.0022,Entregue,191.59,191.17,79.4,2024-11-16,2024-11-19,111.76999999999998,0.5846628655123711
PV006740,2026-06-04,C0078,P006,U03,129.64,0.0906,Entregue,7130.2,6484.2,3668.75,2026-06-12,2026-06-12,2815.45,0.43420159772986644
PV006741,2026-01-25,C0390,P007,U03,63.28,0.0569,Entregue,620.14,584.85,276.32,2026-02-04,2026-02-04,308.53000000000003,0.5275369752928102
PV006742,2025-10-24,C0126,P002,U02,130.56,0.1235,Entregue,2989.82,2620.58,1316.98,2025-11-01,2025-11-03,1303.6,0.497447130024651
PV006743,2024-08-12,C0392,P008,U02,30.31,0.1782,Entregue,533.46,438.4,253.97,2024-08-26,2024-09-01,184.42999999999998,0.42068886861313864
PV006744,2024-06-23,C0075,P006,U02,40.49,0.0302,Entregue,2226.95,2159.7,1151.78,2024-07-07,2024-07-13,1007.9199999999998,0.466694448303005
PV006745,2024-02-02,C0148,P001,U01,23.79,0.07,Entregue,440.12,409.31,185.97,2024-02-12,2024-02-12,223.34,0.545649996335296
PV006746,2026-04-06,C0010,P007,U02,30.91,0.0374,Entregue,302.92,291.59,143.79,2026-04-19,2026-04-19,147.79999999999998,0.5068760931444837
PV006747,2025-01-18,C0274,P006,U02,102.42,0.0169,Entregue,5633.1,5537.9,2784.47,2025-01-22,2025-01-20,2753.43,0.4971974936347713
PV006748,2024-10-10,C0027,P006,U01,127.36,0.0608,Faturado,7004.8,6578.91,3113.7,2024-10-22,2024-10-20,3465.21,0.5267149117406987
PV006749,2025-07-23,C0394,P002,U01,59.92,0.1711,Entregue,1372.17,1137.39,610.14,2025-07-29,2025-08-04,527.2500000000001,0.46356131142352236
PV006750,2024-07-11,C0307,P006,U02,27.74,0.1715,Entregue,1525.7,1264.04,773.44,2024-07-14,2024-07-13,490.5999999999999,0.38812062909401596
PV006751,2024-08-04,C0219,P002,U01,43.1,0.0297,Cancelado,986.99,957.68,377.79,2024-08-10,2024-08-10,579.8899999999999,0.6055154122462617
PV006752,2024-10-08,C0125,P001,U03,14.52,0.0171,Entregue,268.62,264.03,117.53,2024-10-11,2024-10-09,146.49999999999997,0.554861190016286
PV006753,2026-03-30,C0011,P002,U03,89.76,0.1283,Entregue,2055.5,1791.78,752.53,2026-04-11,2026-04-17,1039.25,0.5800098226344752
PV006754,2026-07-23,C0366,P002,U02,54.26,0.1374,Entregue,1242.55,1071.82,504.24,2026-08-05,2026-08-03,567.5799999999999,0.5295478718441529
PV006755,2026-04-17,C0185,P007,U01,32.49,0.1167,Entregue,318.4,281.24,132.12,2026-04-27,2026-04-28,149.12,0.5302232968283317
PV006756,2024-12-04,C0439,P008,U01,21.5,0.0663,Entregue,378.4,353.31,182.19,2024-12-17,2024-12-20,171.12,0.4843338711046956
PV006757,2025-01-08,C0099,P004,U02,24.35,0.0026,Entregue,326.29,325.44,144.45,2025-01-12,2025-01-10,180.99,0.5561393805309734
PV006758,2024-07-04,C0041,P008,U02,123.52,0.159,Entregue,2173.95,1828.29,917.44,2024-07-15,2024-07-15,910.8499999999999,0.49819776950046213
PV006759,2025-07-07,C0410,P003,U01,32.16,0.0703,Entregue,1350.72,1255.76,633.28,2025-07-15,2025-07-14,622.48,0.49569981525132195
PV006760,2024-01-22,C0202,P004,U01,24.5,0.0539,Entregue,328.3,310.6,132.17,2024-01-26,2024-01-29,178.43000000000004,0.5744687701223439
PV006761,2024-03-02,C0132,P001,U02,136.79,0.031,Entregue,2530.61,2452.16,1047.69,2024-03-07,2024-03-13,1404.4699999999998,0.5727481077906824
PV006762,2024-04-29,C0377,P005,U01,45.0,0.0967,Faturado,1426.5,1288.56,724.98,2024-05-07,2024-05-08,563.5799999999999,0.43737195008381446
PV006763,2025-06-20,C0344,P008,U01,27.7,0.153,Entregue,487.52,412.93,208.45,2025-06-24,2025-06-25,204.48000000000002,0.49519288983604975
PV006764,2024-10-19,C0320,P001,U01,59.87,0.1367,Faturado,1107.6,956.19,427.08,2024-10-31,2024-11-02,529.1100000000001,0.5533523672073543
PV006765,2024-08-07,C0168,P003,U02,124.61,0.1771,Entregue,5233.62,4306.75,2469.37,2024-08-10,2024-08-09,1837.38,0.42662796772508277
PV006766,2025-08-22,C0484,P001,U01,20.74,0.0418,Entregue,383.69,367.65,147.43,2025-09-02,2025-09-02,220.21999999999997,0.5989936080511356
PV006767,2024-05-05,C0417,P008,U03,79.77,0.1794,Entregue,1403.95,1152.08,611.63,2024-05-15,2024-05-13,540.4499999999999,0.46910804805221856
PV006768,2024-11-27,C0319,P007,U01,274.38,0.0368,Entregue,2688.92,2589.97,1113.44,2024-11-30,2024-11-28,1476.5299999999997,0.5700954065105001
PV006769,2024-01-13,C0496,P005,U01,151.97,0.0818,Entregue,4817.45,4423.38,2204.79,2024-01-23,2024-01-25,2218.59,0.501559893113411
PV006770,2026-02-05,C0339,P005,U02,44.64,0.118,Entregue,1415.09,1248.11,719.91,2026-02-19,2026-02-19,528.1999999999999,0.42319987821586236
PV006771,2024-02-06,C0232,P007,U01,55.25,0.0037,Entregue,541.45,539.45,229.28,2024-02-15,2024-02-15,310.1700000000001,0.5749745110760961
PV006772,2024-08-18,C0076,P001,U02,35.15,0.1745,Faturado,650.28,536.81,291.49,2024-08-23,2024-08-22,245.31999999999994,0.4569959576013859
PV006773,2026-06-17,C0040,P001,U01,16.06,0.0566,Entregue,297.11,280.29,130.51,2026-06-23,2026-06-22,149.78000000000003,0.5343751114916694
PV006774,2025-03-02,C0263,P003,U02,261.42,0.0147,Entregue,10979.64,10818.24,4926.31,2025-03-05,2025-03-06,5891.929999999999,0.5446292557754311
PV006775,2026-06-02,C0481,P001,U03,48.8,0.1571,Entregue,902.8,760.97,373.66,2026-06-09,2026-06-09,387.31,0.5089688161162726
PV006776,2025-09-14,C0354,P008,U01,166.19,0.1681,Faturado,2924.94,2433.26,1466.39,2025-09-18,2025-09-24,966.8700000000001,0.3973558107230629
PV006777,2024-01-07,C0231,P004,U02,19.24,0.1224,Entregue,257.82,226.26,126.37,2024-01-20,2024-01-23,99.88999999999999,0.4414832493591443
PV006778,2025-07-23,C0230,P007,U02,19.95,0.0843,Entregue,195.51,179.03,78.3,2025-07-29,2025-07-28,100.73,0.5626431324359046
PV006779,2026-05-09,C0190,P006,U02,41.39,0.0728,Entregue,2276.45,2110.72,1026.19,2026-05-23,2026-05-24,1084.5299999999997,0.5138199287446937
PV006780,2026-03-04,C0366,P001,U01,69.82,0.0826,Entregue,1291.67,1184.98,575.29,2026-03-18,2026-03-18,609.69,0.5145150129116104
PV006781,2025-12-22,C0025,P004,U03,19.57,0.168,Faturado,262.24,218.18,122.33,2025-12-31,2026-01-02,95.85000000000001,0.4393161609680081
PV006782,2026-03-17,C0456,P004,U01,19.17,0.0721,Faturado,256.88,238.36,104.06,2026-03-30,2026-03-28,134.3,0.5634334619902669
PV006783,2025-12-19,C0050,P007,U03,48.58,0.0836,Faturado,476.08,436.28,212.84,2025-12-25,2025-12-25,223.43999999999997,0.5121481617309984
PV006784,2024-07-22,C0448,P003,U01,108.65,0.0785,Entregue,4563.3,4205.08,2417.35,2024-07-30,2024-08-01,1787.73,0.4251357881419616
PV006785,2026-05-10,C0488,P006,U02,282.06,0.0671,Entregue,15513.3,14472.36,7933.07,2026-05-21,2026-05-21,6539.290000000001,0.45184683078640947
PV006786,2025-08-16,C0085,P003,U01,45.47,0.0496,Entregue,1909.74,1815.02,965.26,2025-08-20,2025-08-18,849.76,0.46818216879152846
PV006787,2025-04-02,C0166,P001,U01,29.96,0.1107,Entregue,554.26,492.9,215.37,2025-04-09,2025-04-09,277.53,0.5630553864881315
PV006788,2024-06-01,C0042,P004,U03,12.68,0.0793,Entregue,169.91,156.44,74.5,2024-06-10,2024-06-10,81.94,0.5237790846330862
PV006789,2026-02-08,C0485,P002,U01,17.65,0.0512,Entregue,404.18,383.49,155.41,2026-02-11,2026-02-13,228.08,0.5947482333307257
PV006790,2024-01-28,C0077,P003,U03,33.42,0.1456,Entregue,1403.64,1199.27,664.21,2024-02-07,2024-02-09,535.06,0.446154744136016
PV006791,2026-01-12,C0421,P001,U03,65.11,0.0501,Entregue,1204.54,1144.19,539.62,2026-01-20,2026-01-21,604.57,0.5283825238815232
PV006792,2024-05-04,C0468,P007,U01,30.55,0.1208,Entregue,299.39,263.22,141.11,2024-05-10,2024-05-10,122.11000000000001,0.4639085175898488
PV006793,2026-01-20,C0038,P003,U01,16.7,0.0903,Faturado,701.4,638.06,311.39,2026-01-25,2026-01-25,326.66999999999996,0.511973795567815
PV006794,2025-04-05,C0049,P007,U01,34.92,0.0462,Entregue,342.22,326.41,158.95,2025-04-15,2025-04-16,167.46000000000004,0.5130357525811097
PV006795,2024-05-03,C0084,P003,U03,21.95,0.1332,Faturado,921.9,799.1,490.47,2024-05-06,2024-05-08,308.63,0.38622199974971844
PV006796,2024-04-01,C0041,P006,U02,98.93,0.0694,Entregue,5441.15,5063.53,2765.71,2024-04-05,2024-04-08,2297.8199999999997,0.45379804207736496
PV006797,2026-04-16,C0210,P004,U02,156.16,0.1526,Entregue,2092.54,1773.22,933.56,2026-04-20,2026-04-19,839.6600000000001,0.4735227439347628
PV006798,2025-09-13,C0102,P005,U01,52.91,0.0636,Entregue,1677.25,1570.58,695.24,2025-09-25,2025-09-27,875.3399999999999,0.5573355066281246
PV006799,2024-01-10,C0307,P002,U03,67.75,0.0547,Entregue,1551.48,1466.61,582.44,2024-01-14,2024-01-20,884.1699999999998,0.6028664743865103
PV006800,2026-02-03,C0267,P003,U03,135.66,0.1601,Entregue,5697.72,4785.52,2700.26,2026-02-08,2026-02-09,2085.26,0.4357436600411241
PV006801,2026-07-09,C0242,P008,U01,51.82,0.0913,Entregue,912.03,828.76,440.28,2026-07-22,2026-07-25,388.48,0.4687484917225735
PV006802,2026-07-07,C0351,P006,U01,110.37,0.0186,Entregue,6070.35,5957.44,2768.21,2026-07-18,2026-07-19,3189.2299999999996,0.5353356475264542
PV006803,2026-03-15,C0064,P001,U02,76.44,0.0376,Entregue,1414.14,1360.97,576.54,2026-03-29,2026-03-29,784.4300000000001,0.5763756732330617
PV006804,2025-06-01,C0014,P005,U02,95.7,0.1215,Entregue,3033.69,2665.1,1415.3,2025-06-12,2025-06-13,1249.8,0.4689505084236989
PV006805,2024-03-13,C0268,P004,U03,27.18,0.1716,Faturado,364.21,301.71,163.19,2024-03-27,2024-03-25,138.51999999999998,0.45911637002419536
