inspecao_id,lote_id,ph,viscosidade_cp,resultado,tempo_liberacao_h
IQ000963,L000963,6.5,6079.0,Aprovado,12.3
IQ000964,L000964,7.58,4836.0,Aprovado,15.7
IQ000965,L000965,6.81,5269.0,Aprovado,3.9
IQ000966,L000966,6.22,5656.0,Aprovado,3.1
IQ000967,L000967,7.14,5086.0,Aprovado,22.9
IQ000968,L000968,5.95,4862.0,Aprovado,4.3
IQ000969,L000969,6.1,5119.0,Aprovado,15.6
IQ000970,L000970,7.63,4917.0,Aprovado,19.8
IQ000971,L000971,7.6,5073.0,Aprovado,4.1
IQ000972,L000972,6.52,4530.0,Aprovado,17.0
IQ000973,L000973,7.05,4933.0,Aprovado,20.9
IQ000974,L000974,7.73,5138.0,Aprovado,15.4
IQ000975,L000975,7.79,5656.0,Aprovado,16.6
IQ000976,L000976,7.48,5808.0,Aprovado,6.4
IQ000977,L000977,7.11,5281.0,Reprovado,18.9
IQ000978,L000978,7.23,4606.0,Aprovado,7.4
IQ000979,L000979,7.04,6460.0,Aprovado,5.5
IQ000980,L000980,9.42,4436.0,Aprovado,5.1
IQ000981,L000981,8.71,6150.0,Aprovado,2.6
IQ000982,L000982,8.97,4657.0,Aprovado,16.2
IQ000983,L000983,7.99,5143.0,Aprovado,3.9
IQ000984,L000984,6.9,4186.0,Aprovado,24.4
IQ000985,L000985,7.67,5368.0,Aprovado,24.5
IQ000986,L000986,8.32,4491.0,Aprovado,21.2
IQ000987,L000987,5.87,4929.0,Aprovado,10.6
IQ000988,L000988,5.23,4606.0,Aprovado,4.5
IQ000989,L000989,7.35,5200.0,Aprovado,1.2
IQ000990,L000990,6.26,5983.0,Aprovado,6.3
IQ000991,L000991,7.38,5032.0,Aprovado,11.0
IQ000992,L000992,6.89,4616.0,Aprovado,6.0
IQ000993,L000993,9.67,4758.0,Aprovado,7.1
IQ000994,L000994,6.18,4112.0,Aprovado,7.7
IQ000995,L000995,7.42,5002.0,Aprovado,8.0
IQ000996,L000996,6.91,5657.0,Aprovado,10.7
IQ000997,L000997,6.82,4963.0,Aprovado,10.0
IQ000998,L000998,7.02,5439.0,Aprovado,8.2
IQ000999,L000999,6.81,5614.0,Aprovado,11.9
IQ001000,L001000,7.53,4911.0,Aprovado,12.9
IQ001001,L001001,6.25,4832.0,Reprovado,14.1
IQ001002,L001002,7.7,6279.0,Aprovado,9.5
IQ001003,L001003,4.99,4859.0,Aprovado,20.4
IQ001004,L001004,7.6,5878.0,Aprovado,5.9
IQ001005,L001005,6.96,5888.0,Aprovado,6.0
IQ001006,L001006,6.35,5461.0,Aprovado,13.7
IQ001007,L001007,7.32,5621.0,Aprovado,12.3
IQ001008,L001008,8.39,4210.0,Aprovado,6.5
IQ001009,L001009,7.21,5365.0,Aprovado,9.5
IQ001010,L001010,6.02,4838.0,Aprovado,9.8
IQ001011,L001011,6.27,5116.0,Aprovado,9.4
IQ001012,L001012,8.27,4865.0,Reprovado,15.1
IQ001013,L001013,7.78,4927.0,Aprovado,29.4
IQ001014,L001014,9.0,5291.0,Aprovado,12.8
IQ001015,L001015,8.08,6417.0,Reprovado,3.9
IQ001016,L001016,7.99,5114.0,Aprovado,2.6
IQ001017,L001017,9.21,5757.0,Aprovado com desvio,13.9
IQ001018,L001018,7.76,5858.0,Reprovado,20.8
IQ001019,L001019,7.73,4907.0,Aprovado,11.5
IQ001020,L001020,7.68,4557.0,Aprovado,9.2
IQ001021,L001021,8.53,5797.0,Aprovado com desvio,6.9
IQ001022,L001022,6.03,5132.0,Aprovado,5.6
IQ001023,L001023,7.48,4713.0,Aprovado,12.1
IQ001024,L001024,6.83,5272.0,Aprovado,21.6
IQ001025,L001025,6.24,5443.0,Aprovado,26.3
IQ001026,L001026,7.48,4580.0,Aprovado,23.1
IQ001027,L001027,7.86,4899.0,Aprovado,2.2
IQ001028,L001028,7.43,3740.0,Aprovado,38.2
IQ001029,L001029,7.28,4948.0,Aprovado,20.5
IQ001030,L001030,6.5,4875.0,Aprovado com desvio,7.0
IQ001031,L001031,7.29,5857.0,Aprovado,10.1
IQ001032,L001032,8.34,5722.0,Aprovado com desvio,7.3
IQ001033,L001033,7.72,4077.0,Aprovado,18.7
IQ001034,L001034,6.43,4640.0,Aprovado,23.3
IQ001035,L001035,8.86,4949.0,Aprovado,12.1
IQ001036,L001036,5.67,4709.0,Aprovado,9.8
IQ001037,L001037,6.6,4949.0,Aprovado,18.4
IQ001038,L001038,6.77,4549.0,Aprovado,2.5
IQ001039,L001039,6.2,4982.0,Aprovado com desvio,10.9
IQ001040,L001040,4.68,4146.0,Aprovado,15.5
IQ001041,L001041,8.76,4473.0,Aprovado,4.8
IQ001042,L001042,7.07,4632.0,Aprovado,7.3
IQ001043,L001043,7.02,4758.0,Aprovado,14.3
IQ001044,L001044,7.33,5926.0,Aprovado,6.7
IQ001045,L001045,7.08,5201.0,Aprovado,34.8
IQ001046,L001046,6.24,5521.0,Aprovado,22.3
IQ001047,L001047,6.91,5444.0,Aprovado,23.1
IQ001048,L001048,8.12,6102.0,Aprovado,3.8
IQ001049,L001049,6.35,5199.0,Aprovado,6.6
IQ001050,L001050,7.22,5930.0,Aprovado,4.2
IQ001051,L001051,6.72,4450.0,Aprovado,13.6
IQ001052,L001052,6.08,4517.0,Aprovado,5.8
IQ001053,L001053,8.51,5336.0,Aprovado,17.5
IQ001054,L001054,8.08,4852.0,Aprovado,7.9
IQ001055,L001055,6.99,5485.0,Aprovado,3.1
IQ001056,L001056,8.74,5394.0,Aprovado,28.2
IQ001057,L001057,6.64,5753.0,Aprovado,11.3
IQ001058,L001058,7.46,4717.0,Aprovado,3.5
IQ001059,L001059,9.24,5023.0,Aprovado,1.7
IQ001060,L001060,7.98,5198.0,Aprovado,35.2
IQ001061,L001061,6.83,4664.0,Aprovado,17.6
IQ001062,L001062,7.95,5393.0,Aprovado,3.5
IQ001063,L001063,6.34,6598.0,Aprovado com desvio,4.7
IQ001064,L001064,8.15,5818.0,Aprovado,9.1
IQ001065,L001065,8.45,5411.0,Aprovado,3.7
IQ001066,L001066,7.62,5669.0,Aprovado,15.7
IQ001067,L001067,7.47,4228.0,Aprovado,24.2
IQ001068,L001068,6.51,5367.0,Aprovado,19.7
IQ001069,L001069,7.04,4124.0,Aprovado,10.0
IQ001070,L001070,8.4,5126.0,Aprovado,7.9
IQ001071,L001071,6.66,5274.0,Aprovado,8.6
IQ001072,L001072,6.33,5266.0,Aprovado,15.5
IQ001073,L001073,6.61,5651.0,Aprovado,12.1
IQ001074,L001074,5.59,5467.0,Aprovado,5.6
IQ001075,L001075,7.77,6788.0,Aprovado,4.2
IQ001076,L001076,6.33,5127.0,Aprovado,13.0
IQ001077,L001077,7.03,4853.0,Aprovado,3.7
IQ001078,L001078,7.36,5382.0,Aprovado,13.8
IQ001079,L001079,6.46,6164.0,Aprovado,14.8
IQ001080,L001080,8.09,4952.0,Aprovado,6.6
IQ001081,L001081,7.29,6215.0,Aprovado,0.2
IQ001082,L001082,8.78,5685.0,Aprovado,12.1
IQ001083,L001083,8.15,5257.0,Aprovado,7.4
IQ001084,L001084,6.33,5786.0,Aprovado,4.2
IQ001085,L001085,8.54,5772.0,Aprovado,1.4
IQ001086,L001086,8.02,5946.0,Reprovado,4.4
IQ001087,L001087,6.89,6083.0,Aprovado com desvio,9.6
IQ001088,L001088,6.69,5351.0,Aprovado,7.5
IQ001089,L001089,5.07,5228.0,Aprovado,5.1
IQ001090,L001090,6.85,4710.0,Aprovado,15.8
IQ001091,L001091,7.64,5588.0,Reprovado,0.2
IQ001092,L001092,7.25,6682.0,Aprovado,19.8
IQ001093,L001093,6.66,6206.0,Aprovado,12.9
IQ001094,L001094,7.26,4586.0,Aprovado,15.3
IQ001095,L001095,6.85,5699.0,Aprovado,13.7
IQ001096,L001096,7.76,4721.0,Aprovado,6.0
IQ001097,L001097,8.26,6164.0,Aprovado,21.6
IQ001098,L001098,7.37,5249.0,Aprovado,5.5
IQ001099,L001099,5.79,6592.0,Aprovado,6.7
IQ001100,L001100,8.46,5648.0,Aprovado,5.7
IQ001101,L001101,7.44,6265.0,Aprovado,2.0
IQ001102,L001102,7.63,4521.0,Aprovado,9.7
IQ001103,L001103,8.11,4782.0,Aprovado,33.3
IQ001104,L001104,7.0,5328.0,Aprovado,17.3
IQ001105,L001105,7.19,4434.0,Aprovado,9.2
IQ001106,L001106,6.64,5014.0,Aprovado,6.0
IQ001107,L001107,6.75,5699.0,Reprovado,18.6
IQ001108,L001108,8.51,4961.0,Aprovado,12.4
IQ001109,L001109,6.28,4647.0,Aprovado,31.6
IQ001110,L001110,8.62,4100.0,Aprovado,9.9
IQ001111,L001111,7.31,4769.0,Aprovado,15.4
IQ001112,L001112,8.93,5778.0,Aprovado,12.4
IQ001113,L001113,8.39,5646.0,Aprovado,13.7
IQ001114,L001114,6.94,6272.0,Aprovado,13.2
IQ001115,L001115,8.64,5878.0,Aprovado,11.0
IQ001116,L001116,8.22,5221.0,Aprovado,0.6
IQ001117,L001117,7.4,4053.0,Aprovado,5.4
IQ001118,L001118,6.75,5221.0,Reprovado,7.1
IQ001119,L001119,6.28,4312.0,Aprovado,6.9
IQ001120,L001120,7.47,4123.0,Aprovado,19.0
IQ001121,L001121,9.0,5738.0,Aprovado,2.2
IQ001122,L001122,6.92,4812.0,Aprovado,7.4
IQ001123,L001123,7.8,5312.0,Aprovado,2.1
IQ001124,L001124,7.17,5948.0,Aprovado,4.5
IQ001125,L001125,6.85,4944.0,Aprovado,4.8
IQ001126,L001126,5.91,4737.0,Reprovado,12.6
IQ001127,L001127,7.89,4909.0,Aprovado,19.0
IQ001128,L001128,7.2,5390.0,Aprovado,23.6
IQ001129,L001129,6.05,5672.0,Reprovado,7.3
IQ001130,L001130,6.43,4717.0,Aprovado,2.5
IQ001131,L001131,7.65,5619.0,Aprovado,8.7
IQ001132,L001132,4.45,4613.0,Aprovado,10.6
IQ001133,L001133,6.73,5891.0,Aprovado,7.3
IQ001134,L001134,5.81,5246.0,Aprovado,10.0
IQ001135,L001135,4.89,5870.0,Aprovado,32.2
IQ001136,L001136,8.4,4719.0,Aprovado,11.3
IQ001137,L001137,9.22,5509.0,Aprovado,11.0
IQ001138,L001138,6.58,5478.0,Aprovado,6.1
IQ001139,L001139,7.23,5591.0,Aprovado,12.1
IQ001140,L001140,6.94,4425.0,Aprovado,4.7
IQ001141,L001141,8.58,4960.0,Aprovado,15.7
IQ001142,L001142,6.24,4952.0,Aprovado,19.6
IQ001143,L001143,7.05,4161.0,Aprovado,13.7
IQ001144,L001144,6.47,4952.0,Aprovado com desvio,4.5
IQ001145,L001145,7.82,5677.0,Aprovado,6.6
IQ001146,L001146,6.1,5493.0,Aprovado,27.2
IQ001147,L001147,6.63,4536.0,Aprovado,2.4
IQ001148,L001148,6.77,6340.0,Aprovado,6.6
IQ001149,L001149,7.88,4157.0,Aprovado,8.2
IQ001150,L001150,6.98,4807.0,Aprovado,2.0
IQ001151,L001151,6.47,5198.0,Aprovado,12.5
IQ001152,L001152,8.06,5155.0,Aprovado,4.1
IQ001153,L001153,7.55,5391.0,Aprovado com desvio,3.8
IQ001154,L001154,6.5,4957.0,Aprovado,10.6
IQ001155,L001155,6.9,6067.0,Aprovado com desvio,24.3
IQ001156,L001156,7.83,5348.0,Aprovado,10.1
IQ001157,L001157,8.37,4406.0,Aprovado,10.4
IQ001158,L001158,7.02,5159.0,Aprovado,10.8
IQ001159,L001159,5.55,6298.0,Aprovado,9.9
IQ001160,L001160,6.2,5548.0,Aprovado,2.3
IQ001161,L001161,7.71,6086.0,Aprovado,13.6
IQ001162,L001162,8.83,4852.0,Reprovado,13.6
IQ001163,L001163,8.22,6067.0,Aprovado,14.9
IQ001164,L001164,7.65,5738.0,Aprovado,26.3
IQ001165,L001165,6.47,5880.0,Aprovado,4.3
IQ001166,L001166,7.38,5411.0,Aprovado,5.5
IQ001167,L001167,6.47,5373.0,Aprovado,10.2
IQ001168,L001168,6.4,5094.0,Aprovado,14.6
IQ001169,L001169,6.86,6126.0,Aprovado,7.8
IQ001170,L001170,8.25,4419.0,Aprovado,4.2
IQ001171,L001171,8.7,6294.0,Reprovado,14.1
IQ001172,L001172,7.29,4798.0,Aprovado com desvio,18.4
IQ001173,L001173,8.69,5604.0,Aprovado,3.6
IQ001174,L001174,8.84,4454.0,Aprovado,12.2
IQ001175,L001175,8.0,5725.0,Aprovado,9.1
IQ001176,L001176,7.65,5904.0,Aprovado,14.3
IQ001177,L001177,7.1,5226.0,Aprovado,5.2
IQ001178,L001178,8.3,4294.0,Aprovado,1.8
IQ001179,L001179,6.79,5560.0,Aprovado,5.7
IQ001180,L001180,6.85,4852.0,Aprovado,8.8
IQ001181,L001181,7.78,4917.0,Aprovado,6.3
IQ001182,L001182,8.1,4642.0,Aprovado,18.2
IQ001183,L001183,9.72,6222.0,Aprovado com desvio,12.5
IQ001184,L001184,8.26,5304.0,Aprovado,10.7
IQ001185,L001185,6.3,6725.0,Reprovado,4.2
IQ001186,L001186,7.16,5708.0,Aprovado,4.9
IQ001187,L001187,7.78,5603.0,Aprovado,11.8
IQ001188,L001188,7.23,5492.0,Aprovado,10.2
IQ001189,L001189,6.19,5342.0,Aprovado,22.5
IQ001190,L001190,7.99,4670.0,Aprovado,12.8
IQ001191,L001191,5.23,4767.0,Aprovado,16.4
IQ001192,L001192,7.91,4637.0,Aprovado,14.0
IQ001193,L001193,7.86,5080.0,Aprovado,4.3
IQ001194,L001194,6.85,5486.0,Aprovado,3.5
IQ001195,L001195,5.97,4491.0,Aprovado,13.2
IQ001196,L001196,7.43,5912.0,Aprovado,9.9
IQ001197,L001197,6.31,5478.0,Aprovado,18.8
IQ001199,L001199,6.56,5592.0,Aprovado,7.6
IQ001200,L001200,7.16,5626.0,Aprovado,8.5
IQ001201,L001201,6.89,5500.0,Aprovado,7.1
IQ001202,L001202,6.65,4642.0,Aprovado,20.4
IQ001203,L001203,6.42,5773.0,Aprovado,11.5
IQ001204,L001204,6.18,6478.0,Aprovado,10.4
IQ001205,L001205,6.55,5355.0,Aprovado,8.7
IQ001206,L001206,8.47,5732.0,Aprovado,2.3
IQ001207,L001207,8.03,5642.0,Aprovado,12.1
IQ001208,L001208,5.48,4734.0,Aprovado,33.2
IQ001209,L001209,6.2,5445.0,Aprovado,4.4
IQ001210,L001210,6.39,5204.0,Aprovado,14.9
IQ001211,L001211,5.68,5284.0,Aprovado,5.1
IQ001212,L001212,6.68,5440.0,Aprovado,15.3
IQ001213,L001213,5.05,6416.0,Aprovado com desvio,6.4
IQ001214,L001214,8.39,4543.0,Aprovado,3.1
IQ001215,L001215,6.12,6051.0,Aprovado com desvio,11.7
IQ001216,L001216,6.61,5246.0,Aprovado,10.4
IQ001217,L001217,5.69,5386.0,Aprovado,3.0
IQ001218,L001218,7.09,4807.0,Aprovado,11.9
IQ001219,L001219,7.57,4323.0,Aprovado,4.8
IQ001220,L001220,6.95,4686.0,Aprovado,6.8
IQ001221,L001221,8.09,5056.0,Aprovado,20.4
IQ001222,L001222,7.64,4941.0,Aprovado com desvio,10.9
IQ001223,L001223,5.45,4246.0,Aprovado,8.9
IQ001224,L001224,7.46,4703.0,Aprovado,5.0
IQ001225,L001225,5.82,6147.0,Aprovado,5.2
IQ001226,L001226,7.62,5368.0,Aprovado,2.8
IQ001227,L001227,7.66,5206.0,Aprovado com desvio,8.0
IQ001228,L001228,6.59,4896.0,Aprovado,3.3
IQ001229,L001229,8.08,5329.0,Aprovado,7.8
IQ001230,L001230,7.73,5652.0,Aprovado,3.8
IQ001231,L001231,6.64,5020.0,Aprovado,3.5
IQ001232,L001232,7.11,4252.0,Aprovado,32.3
IQ001233,L001233,7.73,5812.0,Aprovado,13.5
IQ001234,L001234,7.63,5441.0,Aprovado,12.1
IQ001235,L001235,6.85,4467.0,Aprovado,15.5
IQ001236,L001236,5.75,6330.0,Aprovado,1.4
IQ001237,L001237,7.55,4838.0,Aprovado,18.6
IQ001238,L001238,6.29,5776.0,Aprovado,26.0
IQ001239,L001239,6.84,5880.0,Aprovado,14.0
IQ001240,L001240,9.29,4422.0,Aprovado,8.3
IQ001241,L001241,6.0,5214.0,Aprovado,8.6
IQ001242,L001242,6.21,3684.0,Aprovado,12.9
IQ001243,L001243,7.73,5446.0,Aprovado,9.9
IQ001244,L001244,6.36,5197.0,Aprovado,13.2
IQ001245,L001245,8.04,4422.0,Aprovado,21.9
IQ001246,L001246,8.92,4817.0,Aprovado,21.6
IQ001247,L001247,7.42,4279.0,Reprovado,25.8
IQ001248,L001248,5.3,5131.0,Aprovado,10.0
IQ001249,L001249,6.06,5066.0,Aprovado,7.4
IQ001250,L001250,6.35,5089.0,Aprovado,11.6
IQ001251,L001251,7.98,6751.0,Aprovado com desvio,5.9
IQ001252,L001252,7.92,5002.0,Aprovado com desvio,14.2
IQ001253,L001253,7.88,5285.0,Aprovado com desvio,11.9
IQ001254,L001254,6.5,6033.0,Aprovado,8.8
IQ001255,L001255,7.51,5359.0,Aprovado,7.2
IQ001256,L001256,7.86,5723.0,Aprovado com desvio,3.4
IQ001257,L001257,5.71,4424.0,Aprovado,14.1
IQ001258,L001258,6.72,5392.0,Aprovado,13.0
IQ001259,L001259,7.08,5758.0,Aprovado,1.1
IQ001260,L001260,6.76,4756.0,Aprovado,13.5
IQ001261,L001261,7.29,5493.0,Reprovado,10.1
IQ001262,L001262,6.73,4491.0,Aprovado,10.3
IQ001263,L001263,8.29,6022.0,Aprovado,8.9
IQ001264,L001264,7.39,4838.0,Aprovado,3.6
IQ001265,L001265,8.26,5855.0,Aprovado,11.9
IQ001266,L001266,6.55,5790.0,Aprovado com desvio,24.3
IQ001267,L001267,6.64,6444.0,Aprovado,3.6
IQ001268,L001268,7.04,6547.0,Aprovado,1.7
IQ001269,L001269,7.98,5065.0,Aprovado,15.1
IQ001270,L001270,7.29,5405.0,Aprovado,19.0
IQ001271,L001271,6.69,5327.0,Aprovado,10.9
IQ001272,L001272,6.93,6198.0,Aprovado,2.3
IQ001273,L001273,8.18,5221.0,Aprovado,3.7
IQ001274,L001274,7.67,5060.0,Aprovado,15.9
IQ001275,L001275,6.23,5234.0,Aprovado,11.0
IQ001276,L001276,5.77,4721.0,Aprovado,24.4
IQ001277,L001277,5.97,4886.0,Aprovado,6.2
IQ001278,L001278,6.81,5017.0,Aprovado,2.6
IQ001279,L001279,7.17,5411.0,Aprovado,0.7
IQ001280,L001280,5.91,6411.0,Aprovado,7.7
IQ001281,L001281,6.18,6486.0,Aprovado,10.6
IQ001282,L001282,7.55,6253.0,Aprovado,6.3
IQ001283,L001283,7.03,4896.0,Aprovado,1.1
IQ001284,L001284,6.93,3610.0,Aprovado,5.8
IQ001285,L001285,7.56,5744.0,Aprovado,9.2
IQ001287,L001287,7.38,5117.0,Aprovado,3.5
IQ001288,L001288,6.66,6132.0,Aprovado,6.1
IQ001289,L001289,8.04,5540.0,Aprovado,1.9
IQ001290,L001290,7.82,4592.0,Aprovado,10.5
IQ001291,L001291,7.22,4136.0,Aprovado,4.0
IQ001292,L001292,7.83,5732.0,Aprovado,29.5
IQ001293,L001293,6.65,5865.0,Aprovado,16.9
IQ001294,L001294,7.1,5812.0,Aprovado,5.2
IQ001295,L001295,7.39,4569.0,Aprovado,3.2
IQ001296,L001296,5.62,5971.0,Aprovado,8.5
IQ001297,L001297,7.61,5664.0,Aprovado,23.4
IQ001298,L001298,8.51,4966.0,Aprovado,15.4
IQ001299,L001299,7.11,5612.0,Aprovado,19.8
IQ001300,L001300,9.08,5161.0,Aprovado,2.3
IQ001301,L001301,6.57,3680.0,Aprovado,6.2
IQ001302,L001302,7.43,4996.0,Aprovado,5.0
IQ001303,L001303,6.69,5728.0,Aprovado,13.4
IQ001304,L001304,5.72,5108.0,Aprovado,14.5
IQ001305,L001305,7.96,4865.0,Aprovado,13.6
IQ001306,L001306,8.24,5313.0,Aprovado,14.7
IQ001307,L001307,7.84,4683.0,Aprovado,2.9
IQ001308,L001308,7.62,4388.0,Aprovado,5.2
IQ001309,L001309,7.94,6198.0,Aprovado,15.1
IQ001310,L001310,8.29,5514.0,Aprovado,14.4
IQ001311,L001311,8.88,4689.0,Aprovado,7.1
IQ001312,L001312,5.67,5945.0,Aprovado,10.8
IQ001313,L001313,6.21,4532.0,Aprovado,14.8
IQ001314,L001314,5.55,5283.0,Aprovado,20.2
IQ001315,L001315,5.7,5249.0,Aprovado,2.3
IQ001316,L001316,6.77,4704.0,Aprovado,6.0
IQ001317,L001317,5.6,6294.0,Aprovado,6.5
IQ001318,L001318,6.63,5347.0,Aprovado,11.6
IQ001319,L001319,6.44,5222.0,Reprovado,1.2
IQ001320,L001320,7.09,4009.0,Aprovado,5.5
IQ001321,L001321,6.71,5968.0,Aprovado,8.0
IQ001322,L001322,7.55,4529.0,Aprovado,5.3
IQ001323,L001323,8.98,4941.0,Aprovado,12.9
IQ001324,L001324,8.05,4382.0,Aprovado,14.5
IQ001325,L001325,5.96,4962.0,Aprovado,6.2
IQ001326,L001326,8.02,4352.0,Aprovado,3.9
IQ001327,L001327,8.24,4713.0,Reprovado,11.9
IQ001328,L001328,6.46,4825.0,Aprovado,13.6
IQ001329,L001329,6.99,6204.0,Aprovado,15.9
IQ001330,L001330,6.77,4509.0,Aprovado,8.6
IQ001331,L001331,8.92,6274.0,Aprovado,5.5
IQ001332,L001332,6.18,4646.0,Aprovado com desvio,11.3
IQ001333,L001333,5.21,5706.0,Aprovado com desvio,16.6
IQ001334,L001334,7.23,4678.0,Aprovado,8.6
IQ001335,L001335,8.75,5328.0,Aprovado,9.2
IQ001336,L001336,6.18,5534.0,Aprovado,10.1
IQ001337,L001337,8.09,4999.0,Aprovado,8.6
IQ001338,L001338,6.51,5246.0,Aprovado,6.4
IQ001339,L001339,7.19,5172.0,Aprovado,8.3
IQ001340,L001340,7.06,5422.0,Reprovado,4.3
IQ001341,L001341,8.79,6220.0,Reprovado,4.4
IQ001342,L001342,7.23,5066.0,Aprovado,4.5
IQ001343,L001343,6.74,5074.0,Aprovado,21.0
IQ001344,L001344,7.27,4671.0,Aprovado,24.2
IQ001345,L001345,8.08,5467.0,Aprovado,15.7
IQ001346,L001346,7.24,5788.0,Aprovado,13.8
IQ001347,L001347,7.24,5473.0,Aprovado,7.7
IQ001348,L001348,7.33,4452.0,Aprovado,9.9
IQ001349,L001349,6.86,5983.0,Aprovado,8.0
IQ001350,L001350,6.27,5621.0,Aprovado,9.4
IQ001351,L001351,7.09,4184.0,Aprovado,13.4
IQ001352,L001352,7.33,4280.0,Aprovado,6.9
IQ001353,L001353,6.97,5692.0,Aprovado,18.1
IQ001354,L001354,7.76,5504.0,Reprovado,7.3
IQ001355,L001355,8.42,4853.0,Aprovado,19.6
IQ001356,L001356,8.07,5441.0,Aprovado,8.1
IQ001357,L001357,8.59,3858.0,Aprovado,13.0
IQ001358,L001358,7.3,5292.0,Aprovado,6.6
IQ001359,L001359,7.14,3631.0,Aprovado,8.2
IQ001360,L001360,6.84,5162.0,Aprovado,1.5
IQ001361,L001361,7.88,5054.0,Aprovado,11.6
IQ001362,L001362,8.05,4474.0,Aprovado com desvio,15.2
IQ001363,L001363,6.31,6110.0,Aprovado,27.7
IQ001364,L001364,7.56,5133.0,Aprovado,13.8
IQ001365,L001365,6.48,5278.0,Aprovado,28.0
IQ001366,L001366,6.7,5540.0,Aprovado,16.6
IQ001367,L001367,6.66,5824.0,Aprovado,20.0
IQ001368,L001368,7.06,4391.0,Aprovado,9.3
IQ001369,L001369,7.23,5563.0,Aprovado com desvio,5.4
IQ001370,L001370,8.25,6458.0,Aprovado,3.0
IQ001371,L001371,7.28,5967.0,Aprovado com desvio,14.3
IQ001372,L001372,6.85,5674.0,Aprovado com desvio,3.1
IQ001373,L001373,7.37,6052.0,Aprovado,6.4
IQ001374,L001374,7.66,5082.0,Aprovado,5.4
IQ001375,L001375,8.52,5214.0,Aprovado,23.4
IQ001376,L001376,7.12,4453.0,Aprovado,6.4
IQ001377,L001377,7.46,5779.0,Reprovado,5.8
IQ001378,L001378,7.99,6226.0,Aprovado,9.2
IQ001379,L001379,5.8,5674.0,Aprovado,12.1
IQ001380,L001380,6.8,5239.0,Aprovado,0.7
IQ001381,L001381,5.31,4243.0,Aprovado,8.2
IQ001382,L001382,7.08,5108.0,Aprovado,7.1
IQ001383,L001383,7.58,6467.0,Aprovado,12.2
IQ001384,L001384,6.95,4228.0,Reprovado,1.3
IQ001385,L001385,7.02,4606.0,Aprovado,12.3
IQ001386,L001386,7.2,4295.0,Aprovado,15.8
IQ001387,L001387,8.71,4781.0,Aprovado,6.2
IQ001388,L001388,8.11,5124.0,Aprovado,14.9
IQ001389,L001389,7.38,5947.0,Aprovado,7.8
IQ001390,L001390,6.75,4280.0,Aprovado,12.8
IQ001391,L001391,7.77,4701.0,Aprovado,10.7
IQ001392,L001392,9.23,4830.0,Aprovado com desvio,9.6
IQ001393,L001393,7.71,5694.0,Aprovado,11.9
IQ001394,L001394,7.1,4669.0,Aprovado,3.0
IQ001395,L001395,8.97,5973.0,Aprovado,12.4
IQ001396,L001396,7.34,4517.0,Aprovado,13.9
IQ001397,L001397,7.59,4406.0,Aprovado,2.5
IQ001398,L001398,7.69,4750.0,Aprovado,8.7
IQ001399,L001399,5.96,5750.0,Aprovado,4.7
IQ001400,L001400,6.84,6007.0,Aprovado,10.0
IQ001401,L001401,7.51,5410.0,Aprovado,5.9
IQ001402,L001402,7.32,3483.0,Aprovado,15.8
IQ001403,L001403,7.47,5396.0,Aprovado,20.1
IQ001404,L001404,7.35,5150.0,Aprovado,9.4
IQ001405,L001405,7.75,5882.0,Reprovado,15.9
IQ001406,L001406,7.16,6068.0,Aprovado,12.1
IQ001407,L001407,6.74,4629.0,Aprovado com desvio,8.6
IQ001409,L001409,5.5,3705.0,Aprovado,22.5
IQ001410,L001410,7.65,5662.0,Aprovado,9.1
IQ001411,L001411,6.26,4998.0,Aprovado,11.9
IQ001412,L001412,6.37,4911.0,Aprovado,2.5
IQ001413,L001413,6.48,4401.0,Aprovado,13.4
IQ001414,L001414,7.05,5031.0,Aprovado,3.8
IQ001415,L001415,7.93,4255.0,Aprovado,5.5
IQ001416,L001416,6.71,5656.0,Aprovado,4.8
IQ001417,L001417,8.6,5414.0,Aprovado,12.1
IQ001418,L001418,6.59,5135.0,Aprovado,27.7
IQ001419,L001419,6.07,5343.0,Aprovado,9.6
IQ001420,L001420,6.1,5396.0,Aprovado,14.1
IQ001421,L001421,7.02,6328.0,Aprovado,5.7
IQ001422,L001422,7.91,4623.0,Aprovado,9.4
IQ001423,L001423,7.53,4231.0,Aprovado,14.5
IQ001424,L001424,8.86,4626.0,Aprovado,8.0
IQ001425,L001425,7.33,4969.0,Aprovado,5.1
IQ001426,L001426,4.71,5755.0,Aprovado,18.9
IQ001427,L001427,6.77,4637.0,Aprovado,21.5
IQ001428,L001428,6.34,6321.0,Aprovado com desvio,1.5
IQ001429,L001429,6.35,5631.0,Reprovado,8.7
IQ001430,L001430,6.85,5018.0,Aprovado,13.3
IQ001431,L001431,6.67,5600.0,Aprovado,2.6
IQ001432,L001432,6.45,4720.0,Aprovado,7.9
IQ001433,L001433,7.94,5545.0,Aprovado,20.0
IQ001434,L001434,7.16,6351.0,Aprovado,6.7
IQ001435,L001435,5.82,5296.0,Aprovado,27.5
IQ001436,L001436,6.46,5698.0,Aprovado,21.2
IQ001437,L001437,5.78,5013.0,Aprovado,13.4
IQ001438,L001438,6.77,5022.0,Aprovado,25.9
IQ001439,L001439,8.13,5421.0,Aprovado,5.1
IQ001440,L001440,8.0,5503.0,Aprovado,7.2
IQ001441,L001441,6.34,5306.0,Aprovado,21.4
IQ001442,L001442,6.69,5266.0,Aprovado,20.1
