pedido_compra_id,data_pedido,fornecedor_id,unidade_id,material,quantidade_kg,custo_unitario,data_prevista,data_recebimento,status_qualidade,entrega_no_prazo,valor_compra
PC003248,2025-06-09,F014,U02,Embalagem,243.34,8.7,2025-06-22,2025-06-27,Aprovado,False,2117.058
PC003249,2025-12-15,F024,U02,Pigmento,323.91,9.07,2025-12-20,2025-12-20,Aprovado,True,2937.8637000000003
PC003250,2025-04-02,F011,U03,Silicone Base,151.25,18.28,2025-04-20,2025-04-20,Aprovado,True,2764.8500000000004
PC003251,2025-09-12,F005,U02,Embalagem,484.2,10.96,2025-09-23,2025-09-23,Aprovado,True,5306.832
PC003252,2026-01-15,F028,U02,Embalagem,110.67,5.43,2026-02-08,2026-02-10,Aprovado,False,600.9381
PC003253,2025-04-07,F021,U03,Pigmento,434.48,18.23,2025-04-25,2025-04-25,Aprovado,True,7920.5704000000005
PC003254,2024-01-08,F015,U03,Pigmento,157.88,47.89,2024-01-31,2024-01-30,Aprovado,True,7560.8732
PC003255,2025-06-14,F008,U01,Solvente,179.47,46.84,2025-07-02,2025-07-04,Aprovado,False,8406.374800000001
PC003256,2025-07-28,F007,U01,Aditivo,825.75,44.42,2025-08-17,2025-08-17,Aprovado,True,36679.815
PC003257,2026-07-28,F008,U02,Solvente,127.37,12.76,2026-08-02,2026-08-01,Aprovado,True,1625.2412
PC003258,2025-07-26,F003,U03,Carga Mineral,56.05,20.1,2025-08-11,2025-08-11,Aprovado,True,1126.605
PC003259,2024-06-25,F001,U02,Isocianato,107.54,29.98,2024-07-06,2024-07-08,Aprovado,False,3224.0492000000004
PC003260,2024-09-26,F022,U01,Carga Mineral,239.83,20.57,2024-10-11,2024-10-16,Aprovado,False,4933.3031
PC003261,2024-10-07,F010,U02,Embalagem,84.98,21.38,2024-10-25,2024-10-25,Aprovado,True,1816.8724
PC003262,2026-05-07,F026,U03,Silicone Base,66.52,39.02,2026-05-16,2026-05-21,Aprovado,False,2595.6104
PC003263,2024-02-19,F008,U01,Embalagem,212.64,27.71,2024-03-09,2024-03-10,Aprovado,False,5892.2544
PC003264,2026-03-11,F020,U03,Embalagem,201.31,25.61,2026-04-01,2026-03-31,Aprovado,True,5155.5491
PC003265,2024-05-25,F014,U02,Carga Mineral,262.01,5.58,2024-06-10,2024-06-10,Aprovado,True,1462.0158
PC003266,2025-10-08,F011,U02,Pigmento,193.45,13.27,2025-10-29,2025-10-31,Aprovado,False,2567.0815
PC003267,2026-06-11,F011,U02,Embalagem,163.4,14.58,2026-06-20,2026-06-25,Aprovado,False,2382.3720000000003
PC003268,2024-09-28,F018,U02,Isocianato,168.49,10.31,2024-10-16,2024-10-16,Bloqueado,True,1737.1319
PC003269,2026-02-09,F028,U03,Pigmento,131.42,26.93,2026-02-26,2026-02-26,Aprovado,True,3539.1405999999997
PC003270,2025-07-06,F029,U03,Embalagem,150.61,38.45,2025-07-12,2025-07-11,Aprovado,True,5790.954500000001
PC003271,2024-08-02,F021,U01,Pigmento,81.24,24.73,2024-08-06,2024-08-08,Aprovado,False,2009.0652
PC003272,2025-03-19,F012,U01,Aditivo,286.87,39.56,2025-03-29,2025-04-03,Aprovado,False,11348.577200000002
PC003273,2026-03-30,F008,U02,Pigmento,136.76,7.53,2026-04-09,2026-04-11,Aprovado,False,1029.8028
PC003274,2026-07-05,F001,U03,Aditivo,336.17,36.24,2026-07-21,2026-07-21,Aprovado,True,12182.8008
PC003275,2026-04-24,F021,U01,Embalagem,632.29,18.9,2026-05-01,2026-04-29,Aprovado,True,11950.280999999999
PC003276,2024-07-12,F024,U01,Pigmento,188.01,25.46,2024-08-04,2024-08-09,Aprovado,False,4786.7346
PC003277,2025-06-04,F016,U03,Embalagem,539.11,23.01,2025-06-19,2025-06-19,Aprovado,True,12404.921100000001
PC003278,2024-01-06,F028,U02,Carga Mineral,224.56,13.8,2024-01-28,2024-02-02,Aprovado,False,3098.9280000000003
PC003279,2026-07-29,F020,U03,Solvente,182.58,28.94,2026-08-17,2026-08-16,Aprovado,True,5283.8652
PC003280,2024-04-12,F016,U03,Pigmento,1441.28,7.53,2024-04-25,2024-04-24,Aprovado,True,10852.8384
PC003281,2024-12-02,F011,U03,Aditivo,330.26,42.82,2024-12-16,2024-12-16,Aprovado,True,14141.7332
PC003282,2026-03-29,F011,U01,Silicone Base,128.61,38.12,2026-04-14,2026-04-12,Aprovado,True,4902.6132
PC003283,2025-03-24,F018,U01,Carga Mineral,71.7,29.72,2025-04-03,2025-04-04,Aprovado,False,2130.924
PC003284,2025-08-06,F018,U02,Silicone Base,454.28,8.57,2025-08-11,2025-08-10,Aprovado,True,3893.1796
PC003285,2025-05-20,F019,U03,Carga Mineral,223.48,10.35,2025-05-30,2025-06-01,Aprovado,False,2313.018
PC003286,2025-09-17,F001,U03,Solvente,250.89,16.35,2025-09-26,2025-09-26,Aprovado,True,4102.0515000000005
PC003287,2024-01-10,F005,U02,Pigmento,138.93,42.38,2024-01-25,2024-01-23,Aprovado,True,5887.853400000001
PC003288,2024-06-12,F029,U03,Isocianato,166.82,42.09,2024-07-01,2024-07-06,Aprovado,False,7021.4538
PC003289,2024-10-24,F020,U01,Poliol,160.37,7.42,2024-11-02,2024-11-02,Aprovado,True,1189.9454
PC003290,2024-08-30,F004,U03,Poliol,395.35,15.04,2024-09-13,2024-09-15,Reprovado,False,5946.064
PC003291,2025-07-05,F016,U03,Solvente,715.61,41.85,2025-07-13,2025-07-15,Aprovado,False,29948.2785
PC003292,2026-02-10,F021,U03,Silicone Base,238.03,25.0,2026-02-19,2026-02-19,Aprovado,True,5950.75
PC003293,2025-02-15,F003,U03,Silicone Base,946.55,16.4,2025-02-19,2025-02-24,Aprovado,False,15523.419999999998
PC003294,2024-11-23,F013,U02,Solvente,434.34,23.4,2024-12-12,2024-12-17,Aprovado,False,10163.555999999999
PC003295,2024-04-19,F005,U03,Carga Mineral,168.55,5.39,2024-05-01,2024-05-01,Aprovado,True,908.4845
PC003296,2025-08-04,F021,U03,Pigmento,70.0,45.77,2025-08-28,2025-08-28,Aprovado,True,3203.9
PC003297,2025-02-07,F019,U03,Silicone Base,184.01,14.92,2025-02-20,2025-02-18,Reprovado,True,2745.4292
PC003298,2026-04-22,F001,U01,Embalagem,92.95,31.4,2026-04-26,2026-04-27,Aprovado,False,2918.63
PC003299,2024-09-08,F024,U01,Silicone Base,226.6,45.18,2024-09-13,2024-09-13,Aprovado,True,10237.788
PC003300,2025-07-17,F026,U03,Aditivo,438.55,28.7,2025-08-01,2025-07-31,Aprovado,True,12586.385
PC003301,2025-11-25,F005,U01,Isocianato,395.22,4.5,2025-12-01,2025-11-30,Aprovado,True,1778.4900000000002
PC003302,2026-06-28,F015,U02,Aditivo,156.85,43.56,2026-07-09,2026-07-09,Aprovado,True,6832.386
PC003303,2026-01-09,F007,U01,Embalagem,599.72,37.4,2026-01-30,2026-01-31,Aprovado,False,22429.528
PC003304,2026-02-07,F028,U03,Embalagem,295.96,44.2,2026-02-21,2026-02-20,Aprovado,True,13081.432
PC003305,2024-10-30,F022,U02,Isocianato,469.96,4.79,2024-11-18,2024-11-17,Aprovado,True,2251.1084
PC003306,2025-02-11,F001,U02,Embalagem,198.67,44.09,2025-03-04,2025-03-04,Aprovado,True,8759.3603
PC003307,2024-06-30,F005,U03,Isocianato,163.61,24.8,2024-07-11,2024-07-11,Aprovado,True,4057.5280000000002
PC003308,2025-04-26,F018,U02,Carga Mineral,225.88,28.07,2025-05-17,2025-05-17,Aprovado,True,6340.4516
PC003309,2026-01-06,F003,U01,Solvente,270.47,20.64,2026-01-26,2026-01-26,Aprovado,True,5582.500800000001
PC003310,2025-07-18,F010,U02,Isocianato,200.19,37.08,2025-08-11,2025-08-11,Aprovado,True,7423.0452
PC003311,2025-08-27,F017,U03,Silicone Base,252.66,9.44,2025-09-07,2025-09-09,Aprovado,False,2385.1104
PC003312,2025-09-07,F013,U01,Silicone Base,185.88,26.23,2025-09-13,2025-09-18,Aprovado,False,4875.6323999999995
PC003313,2024-09-07,F024,U03,Silicone Base,247.48,41.99,2024-09-12,2024-09-13,Aprovado,False,10391.6852
PC003314,2025-07-29,F007,U03,Embalagem,1532.23,30.36,2025-08-19,2025-08-19,Aprovado,True,46518.5028
PC003315,2026-05-07,F022,U02,Carga Mineral,309.62,47.93,2026-05-19,2026-05-17,Aprovado,True,14840.0866
PC003316,2025-10-22,F012,U03,Isocianato,1268.94,34.78,2025-11-05,2025-11-05,Aprovado,True,44133.7332
PC003317,2024-12-17,F022,U03,Embalagem,145.59,18.87,2024-12-25,2024-12-25,Aprovado,True,2747.2833
PC003318,2025-07-29,F027,U01,Silicone Base,62.45,22.54,2025-08-12,2025-08-10,Aprovado,True,1407.623
PC003319,2024-01-29,F003,U01,Embalagem,180.32,4.18,2024-02-06,2024-02-05,Aprovado,True,753.7375999999999
PC003320,2025-05-08,F014,U02,Aditivo,171.5,15.72,2025-05-25,2025-05-26,Aprovado,False,2695.98
PC003321,2025-10-23,F005,U02,Poliol,180.59,13.31,2025-11-13,2025-11-11,Aprovado,True,2403.6529
PC003322,2024-08-04,F008,U02,Carga Mineral,1296.75,14.42,2024-08-09,2024-08-07,Aprovado,True,18699.135
PC003323,2026-02-07,F005,U02,Solvente,840.16,39.47,2026-02-14,2026-02-16,Aprovado,False,33161.1152
PC003324,2024-09-27,F013,U01,Solvente,345.94,38.87,2024-10-05,2024-10-05,Aprovado,True,13446.6878
PC003325,2024-09-22,F025,U02,Pigmento,191.53,19.99,2024-10-10,2024-10-15,Aprovado,False,3828.6847
PC003326,2025-10-08,F002,U02,Poliol,301.6,47.85,2025-10-30,2025-10-30,Aprovado,True,14431.560000000001
PC003327,2025-12-11,F005,U01,Solvente,345.93,45.77,2025-12-24,2025-12-24,Aprovado,True,15833.216100000001
PC003328,2024-09-03,F005,U01,Solvente,105.36,22.42,2024-09-09,2024-09-14,Aprovado,False,2362.1712
PC003329,2025-11-10,F004,U01,Aditivo,210.61,19.54,2025-11-29,2025-12-04,Aprovado,False,4115.3194
PC003330,2025-10-16,F013,U02,Poliol,235.94,31.87,2025-11-01,2025-10-30,Aprovado,True,7519.4078
PC003331,2024-09-11,F027,U01,Isocianato,333.96,45.25,2024-09-16,2024-09-18,Aprovado,False,15111.689999999999
PC003332,2025-05-07,F026,U03,Solvente,144.52,8.96,2025-05-29,2025-05-30,Reprovado,False,1294.8992000000003
PC003333,2026-05-04,F004,U02,Embalagem,342.56,47.57,2026-05-11,2026-05-11,Aprovado,True,16295.5792
PC003334,2024-09-01,F002,U02,Poliol,154.28,19.74,2024-09-17,2024-09-16,Aprovado,True,3045.4871999999996
PC003335,2026-01-11,F001,U01,Pigmento,570.91,31.81,2026-01-30,2026-01-30,Aprovado,True,18160.6471
PC003336,2025-04-05,F003,U02,Embalagem,694.58,39.76,2025-04-17,2025-04-17,Aprovado,True,27616.5008
PC003337,2024-09-02,F009,U01,Poliol,274.43,42.63,2024-09-24,2024-09-24,Aprovado,True,11698.950900000002
PC003338,2025-07-19,F001,U02,Poliol,110.45,20.25,2025-07-30,2025-07-30,Aprovado,True,2236.6125
PC003339,2024-05-31,F009,U02,Silicone Base,304.08,28.33,2024-06-05,2024-06-03,Aprovado,True,8614.586399999998
PC003340,2024-08-14,F003,U01,Poliol,1438.24,20.61,2024-09-02,2024-09-03,Aprovado,False,29642.1264
PC003341,2024-08-27,F021,U03,Carga Mineral,74.32,25.71,2024-09-05,2024-09-06,Aprovado,False,1910.7671999999998
PC003342,2024-10-22,F012,U03,Poliol,291.51,11.73,2024-11-07,2024-11-07,Aprovado,True,3419.4123
PC003343,2025-01-11,F006,U03,Silicone Base,485.93,40.96,2025-01-22,2025-01-27,Bloqueado,False,19903.6928
PC003344,2025-07-23,F021,U03,Carga Mineral,396.37,16.02,2025-08-03,2025-08-02,Aprovado,True,6349.8474
PC003345,2024-05-10,F025,U03,Carga Mineral,320.54,23.32,2024-06-01,2024-05-30,Aprovado,True,7474.992800000001
PC003346,2025-12-03,F029,U01,Poliol,330.43,4.19,2025-12-10,2025-12-15,Aprovado,False,1384.5017000000003
PC003347,2026-01-18,F002,U02,Solvente,333.3,31.0,2026-01-31,2026-01-31,Aprovado,True,10332.300000000001
PC003348,2026-04-27,F029,U01,Pigmento,346.68,27.1,2026-05-13,2026-05-12,Aprovado,True,9395.028
PC003349,2025-04-20,F009,U03,Poliol,70.63,43.5,2025-04-30,2025-05-05,Aprovado,False,3072.4049999999997
PC003350,2025-08-30,F030,U01,Poliol,824.32,16.91,2025-09-13,2025-09-11,Aprovado,True,13939.2512
PC003351,2024-09-25,F025,U02,Isocianato,150.37,41.35,2024-10-18,2024-10-17,Aprovado,True,6217.7995
PC003352,2024-10-14,F010,U01,Aditivo,248.98,29.38,2024-10-20,2024-10-25,Aprovado,False,7315.032399999999
PC003353,2025-11-17,F013,U02,Solvente,109.22,20.16,2025-11-26,2025-11-25,Aprovado,True,2201.8752
PC003354,2024-09-17,F004,U03,Pigmento,243.81,26.44,2024-10-06,2024-10-06,Aprovado,True,6446.3364
PC003355,2025-02-12,F009,U02,Pigmento,332.57,32.89,2025-02-26,2025-02-26,Aprovado,True,10938.2273
PC003356,2025-10-14,F008,U02,Pigmento,447.22,40.76,2025-11-01,2025-11-02,Aprovado,False,18228.6872
PC003357,2025-04-26,F017,U03,Carga Mineral,567.22,10.57,2025-05-12,2025-05-11,Aprovado,True,5995.5154
PC003358,2024-04-29,F006,U01,Carga Mineral,104.82,43.46,2024-05-09,2024-05-09,Aprovado,True,4555.477199999999
PC003359,2026-04-08,F021,U01,Solvente,1343.78,47.27,2026-04-27,2026-05-02,Aprovado,False,63520.4806
PC003360,2025-12-24,F014,U03,Poliol,960.77,3.57,2026-01-14,2026-01-13,Aprovado,True,3429.9489
PC003361,2026-05-02,F017,U02,Isocianato,127.81,22.17,2026-05-08,2026-05-07,Aprovado,True,2833.5477
PC003362,2024-10-08,F012,U01,Embalagem,140.6,35.28,2024-10-22,2024-10-20,Reprovado,True,4960.368
PC003363,2025-12-18,F005,U03,Pigmento,133.82,37.81,2026-01-03,2026-01-01,Aprovado,True,5059.7342
PC003364,2025-04-12,F009,U01,Poliol,210.45,17.0,2025-05-03,2025-05-03,Aprovado,True,3577.6499999999996
PC003365,2024-09-23,F015,U01,Embalagem,143.99,4.17,2024-09-27,2024-09-25,Aprovado,True,600.4383
PC003366,2025-11-16,F005,U02,Solvente,378.24,28.34,2025-11-27,2025-11-28,Aprovado,False,10719.3216
PC003367,2025-08-19,F026,U02,Solvente,112.21,47.06,2025-09-07,2025-09-06,Aprovado,True,5280.6026
PC003368,2025-11-09,F020,U03,Isocianato,261.56,36.16,2025-11-30,2025-11-28,Aprovado,True,9458.0096
PC003369,2026-05-19,F019,U03,Carga Mineral,197.87,17.66,2026-06-12,2026-06-12,Aprovado,True,3494.3842
PC003370,2025-04-24,F002,U02,Solvente,219.38,44.08,2025-04-28,2025-04-28,Aprovado,True,9670.2704
PC003371,2026-05-02,F017,U02,Aditivo,552.12,28.31,2026-05-17,2026-05-17,Aprovado,True,15630.5172
PC003372,2024-10-23,F029,U02,Poliol,125.5,9.83,2024-11-13,2024-11-12,Aprovado,True,1233.665
PC003373,2024-04-16,F030,U01,Carga Mineral,243.64,6.3,2024-05-03,2024-05-03,Aprovado,True,1534.9319999999998
PC003374,2024-07-10,F007,U03,Poliol,218.78,43.79,2024-07-27,2024-08-01,Aprovado,False,9580.3762
PC003375,2026-05-19,F008,U03,Silicone Base,199.63,17.31,2026-05-28,2026-06-02,Aprovado,False,3455.5952999999995
PC003376,2025-12-31,F024,U02,Poliol,116.52,5.41,2026-01-06,2026-01-06,Aprovado,True,630.3732
PC003377,2026-04-12,F015,U01,Pigmento,421.92,30.4,2026-04-17,2026-04-15,Aprovado,True,12826.368
PC003378,2024-08-22,F007,U02,Carga Mineral,417.66,20.24,2024-09-01,2024-09-06,Aprovado,False,8453.4384
PC003379,2025-01-02,F012,U03,Embalagem,136.41,15.27,2025-01-11,2025-01-16,Aprovado,False,2082.9807
PC003380,2024-04-25,F021,U02,Poliol,304.11,32.11,2024-05-06,2024-05-06,Aprovado,True,9764.9721
PC003381,2024-08-07,F018,U03,Carga Mineral,655.12,42.67,2024-08-28,2024-08-27,Aprovado,True,27953.970400000002
PC003382,2024-01-31,F026,U01,Poliol,447.73,36.3,2024-02-13,2024-02-13,Aprovado,True,16252.599
PC003383,2026-07-01,F012,U02,Pigmento,175.0,9.93,2026-07-21,2026-07-22,Aprovado,False,1737.75
PC003384,2024-03-13,F021,U01,Poliol,169.85,38.21,2024-04-06,2024-04-07,Aprovado,False,6489.9685
PC003385,2026-07-29,F019,U03,Isocianato,1117.15,5.25,2026-08-05,2026-08-05,Aprovado,True,5865.0375
PC003386,2025-04-22,F029,U02,Poliol,407.11,19.92,2025-05-08,2025-05-10,Aprovado,False,8109.631200000001
PC003387,2026-02-04,F020,U03,Embalagem,288.07,31.37,2026-02-10,2026-02-09,Aprovado,True,9036.7559
PC003388,2024-01-24,F002,U02,Embalagem,256.13,25.7,2024-02-01,2024-02-01,Aprovado,True,6582.540999999999
PC003389,2026-01-01,F007,U01,Isocianato,333.0,33.08,2026-01-22,2026-01-21,Aprovado,True,11015.64
PC003390,2024-10-02,F003,U01,Aditivo,533.7,13.23,2024-10-06,2024-10-07,Aprovado,False,7060.851000000001
PC003391,2024-04-07,F010,U01,Pigmento,194.33,38.95,2024-04-21,2024-04-21,Aprovado,True,7569.153500000001
PC003392,2026-04-28,F014,U02,Silicone Base,105.83,38.09,2026-05-21,2026-05-21,Aprovado,True,4031.0647000000004
PC003393,2025-06-09,F010,U03,Pigmento,131.36,9.16,2025-06-26,2025-06-26,Aprovado,True,1203.2576000000001
PC003394,2025-09-09,F017,U03,Carga Mineral,16.83,45.74,2025-10-01,2025-10-06,Aprovado,False,769.8041999999999
PC003395,2025-08-21,F025,U03,Isocianato,137.47,19.83,2025-09-08,2025-09-06,Aprovado,True,2726.0301
PC003396,2024-01-06,F021,U03,Pigmento,209.08,27.09,2024-01-22,2024-01-23,Aprovado,False,5663.9772
PC003397,2024-12-10,F009,U01,Isocianato,526.91,18.56,2024-12-14,2024-12-13,Aprovado,True,9779.449599999998
PC003398,2026-07-13,F010,U02,Embalagem,382.15,38.88,2026-07-20,2026-07-20,Aprovado,True,14857.992
PC003399,2025-04-28,F012,U01,Solvente,447.22,30.86,2025-05-21,2025-05-21,Aprovado,True,13801.209200000001
PC003400,2024-12-15,F014,U02,Isocianato,85.56,12.88,2024-12-22,2024-12-27,Aprovado,False,1102.0128000000002
PC003401,2025-04-09,F030,U01,Silicone Base,245.64,13.47,2025-04-24,2025-04-25,Aprovado,False,3308.7708
PC003402,2025-12-01,F005,U02,Silicone Base,583.47,16.29,2025-12-05,2025-12-07,Aprovado,False,9504.7263
PC003403,2025-08-28,F009,U02,Silicone Base,164.34,26.83,2025-09-09,2025-09-09,Aprovado,True,4409.2422
PC003404,2025-02-04,F028,U02,Embalagem,234.26,32.46,2025-02-13,2025-02-12,Aprovado,True,7604.0796
PC003405,2025-06-15,F025,U03,Carga Mineral,133.81,22.37,2025-06-23,2025-06-23,Aprovado,True,2993.3297000000002
PC003406,2024-04-26,F011,U03,Embalagem,649.67,11.77,2024-05-02,2024-05-02,Aprovado,True,7646.615899999999
PC003407,2025-03-08,F020,U03,Aditivo,73.47,39.01,2025-03-30,2025-04-04,Aprovado,False,2866.0647
PC003408,2026-05-12,F002,U01,Aditivo,178.15,40.23,2026-06-02,2026-06-07,Aprovado,False,7166.974499999999
PC003409,2026-06-19,F027,U03,Embalagem,187.45,38.09,2026-07-10,2026-07-15,Aprovado,False,7139.9705
PC003410,2024-10-29,F022,U03,Silicone Base,130.01,11.83,2024-11-15,2024-11-15,Aprovado,True,1538.0183
PC003411,2024-08-17,F007,U02,Pigmento,167.68,18.42,2024-08-29,2024-08-30,Aprovado,False,3088.6656000000003
PC003412,2026-02-21,F003,U02,Solvente,238.92,10.79,2026-03-17,2026-03-17,Aprovado,True,2577.9467999999997
PC003413,2024-09-18,F003,U01,Aditivo,743.34,25.82,2024-10-01,2024-10-06,Aprovado,False,19193.038800000002
PC003414,2024-07-11,F026,U03,Poliol,419.17,47.36,2024-07-19,2024-07-21,Aprovado,False,19851.891200000002
PC003415,2026-01-01,F009,U02,Aditivo,83.77,11.24,2026-01-22,2026-01-22,Aprovado,True,941.5748
PC003416,2026-03-08,F030,U02,Solvente,152.44,7.5,2026-03-17,2026-03-17,Aprovado,True,1143.3
PC003417,2024-10-23,F020,U03,Aditivo,502.44,14.19,2024-11-06,2024-11-06,Aprovado,True,7129.6236
PC003418,2026-05-20,F017,U03,Silicone Base,324.55,16.1,2026-06-05,2026-06-05,Aprovado,True,5225.255000000001
PC003419,2025-10-16,F016,U03,Carga Mineral,84.78,34.09,2025-10-30,2025-10-28,Aprovado,True,2890.1502000000005
PC003420,2026-02-15,F023,U01,Solvente,166.99,18.85,2026-03-11,2026-03-11,Aprovado,True,3147.7615000000005
PC003421,2024-02-08,F025,U01,Pigmento,141.67,4.58,2024-02-25,2024-02-23,Aprovado,True,648.8485999999999
PC003422,2025-05-18,F027,U01,Silicone Base,719.42,38.68,2025-05-27,2025-05-28,Reprovado,False,27827.165599999997
PC003423,2025-12-30,F025,U03,Pigmento,155.07,17.06,2026-01-10,2026-01-08,Aprovado,True,2645.4941999999996
PC003424,2026-05-15,F020,U01,Aditivo,283.61,11.27,2026-05-25,2026-05-30,Aprovado,False,3196.2847
PC003425,2024-10-26,F017,U01,Aditivo,376.4,12.17,2024-11-01,2024-10-31,Aprovado,True,4580.788
PC003426,2026-04-02,F009,U02,Isocianato,330.67,16.49,2026-04-14,2026-04-16,Aprovado,False,5452.7483
PC003427,2025-01-06,F009,U01,Aditivo,156.19,23.15,2025-01-22,2025-01-20,Aprovado,True,3615.7985
PC003428,2025-01-11,F013,U01,Aditivo,360.51,9.88,2025-01-24,2025-01-24,Aprovado,True,3561.8388
PC003429,2024-12-18,F024,U01,Carga Mineral,289.11,23.97,2025-01-09,2025-01-10,Aprovado,False,6929.9667
PC003430,2025-04-30,F014,U01,Pigmento,271.51,3.69,2025-05-20,2025-05-20,Aprovado,True,1001.8719
PC003431,2026-05-29,F008,U01,Embalagem,211.43,11.17,2026-06-10,2026-06-08,Aprovado,True,2361.6731
PC003432,2025-10-06,F028,U02,Isocianato,550.63,16.64,2025-10-30,2025-10-30,Aprovado,True,9162.4832
PC003433,2025-05-14,F009,U02,Embalagem,307.01,19.06,2025-05-18,2025-05-19,Aprovado,False,5851.610599999999
PC003434,2024-01-18,F002,U01,Carga Mineral,381.39,20.1,2024-02-01,2024-02-01,Aprovado,True,7665.939
PC003435,2025-05-12,F012,U03,Aditivo,182.22,29.07,2025-05-17,2025-05-17,Aprovado,True,5297.1354
PC003436,2024-01-20,F021,U03,Carga Mineral,670.37,43.4,2024-01-28,2024-01-28,Aprovado,True,29094.058
PC003437,2025-01-14,F030,U01,Carga Mineral,288.06,37.13,2025-01-27,2025-01-28,Aprovado,False,10695.667800000001
PC003438,2024-12-22,F010,U02,Isocianato,128.48,41.75,2025-01-09,2025-01-07,Aprovado,True,5364.04
PC003439,2025-11-07,F023,U03,Aditivo,1025.72,15.14,2025-12-01,2025-11-29,Aprovado,True,15529.400800000001
PC003440,2025-08-18,F019,U02,Isocianato,869.09,6.45,2025-09-11,2025-09-16,Aprovado,False,5605.6305
PC003441,2026-01-09,F025,U02,Silicone Base,183.29,37.87,2026-01-28,2026-01-28,Aprovado,True,6941.192299999999
PC003442,2025-05-22,F021,U02,Silicone Base,232.7,45.66,2025-05-28,2025-05-30,Aprovado,False,10625.081999999999
PC003443,2026-01-02,F025,U02,Solvente,1063.22,31.21,2026-01-25,2026-01-25,Aprovado,True,33183.0962
PC003444,2024-06-03,F013,U03,Solvente,267.89,31.05,2024-06-10,2024-06-10,Aprovado,True,8317.9845
PC003445,2024-03-09,F019,U01,Carga Mineral,134.96,29.65,2024-03-21,2024-03-21,Aprovado,True,4001.564
PC003446,2025-01-31,F007,U02,Aditivo,205.98,7.78,2025-02-15,2025-02-17,Aprovado,False,1602.5244
PC003447,2026-01-06,F026,U02,Isocianato,228.2,35.82,2026-01-30,2026-01-28,Aprovado,True,8174.124
PC003448,2026-07-30,F020,U01,Pigmento,316.43,9.48,2026-08-20,2026-08-19,Aprovado,True,2999.7564
PC003449,2024-07-14,F017,U01,Solvente,99.0,23.76,2024-07-25,2024-07-30,Aprovado,False,2352.2400000000002
PC003450,2026-07-20,F002,U03,Silicone Base,146.96,7.27,2026-07-25,2026-07-23,Aprovado,True,1068.3992
PC003451,2025-04-14,F020,U03,Embalagem,97.97,44.07,2025-04-27,2025-04-27,Aprovado,True,4317.5379
PC003452,2024-09-18,F008,U01,Carga Mineral,445.45,44.19,2024-09-24,2024-09-26,Aprovado,False,19684.4355
PC003453,2025-03-12,F015,U02,Pigmento,313.45,47.61,2025-04-02,2025-04-07,Aprovado,False,14923.3545
PC003454,2024-06-20,F025,U01,Isocianato,627.56,21.53,2024-06-24,2024-06-24,Aprovado,True,13511.3668
PC003455,2024-05-01,F022,U02,Pigmento,441.09,34.29,2024-05-20,2024-05-21,Bloqueado,False,15124.976099999998
PC003456,2026-03-31,F007,U02,Embalagem,543.3,28.18,2026-04-21,2026-04-23,Aprovado,False,15310.193999999998
PC003457,2025-09-29,F028,U01,Pigmento,136.79,46.44,2025-10-08,2025-10-13,Aprovado,False,6352.527599999999
PC003458,2025-09-17,F007,U02,Silicone Base,342.96,44.4,2025-10-01,2025-10-01,Aprovado,True,15227.423999999999
PC003459,2025-07-18,F003,U01,Embalagem,116.29,47.64,2025-07-25,2025-07-25,Aprovado,True,5540.055600000001
PC003460,2025-06-12,F015,U01,Pigmento,173.41,5.33,2025-06-23,2025-06-23,Aprovado,True,924.2753
PC003461,2025-09-27,F002,U03,Silicone Base,1000.15,34.13,2025-10-02,2025-10-07,Aprovado,False,34135.1195
PC003462,2024-11-25,F022,U01,Carga Mineral,339.47,37.93,2024-12-16,2024-12-16,Aprovado,True,12876.0971
PC003463,2024-09-21,F024,U03,Isocianato,120.16,20.64,2024-10-02,2024-10-04,Aprovado,False,2480.1024
PC003464,2025-01-27,F008,U01,Poliol,233.16,36.7,2025-02-15,2025-02-16,Aprovado,False,8556.972
PC003465,2025-07-30,F001,U03,Carga Mineral,464.25,43.12,2025-08-23,2025-08-22,Aprovado,True,20018.46
PC003466,2025-08-14,F022,U02,Pigmento,151.34,12.02,2025-08-26,2025-08-28,Aprovado,False,1819.1068
PC003467,2024-10-11,F027,U02,Silicone Base,183.05,15.12,2024-10-18,2024-10-19,Aprovado,False,2767.716
PC003468,2025-02-04,F003,U03,Aditivo,121.27,22.17,2025-02-17,2025-02-17,Aprovado,True,2688.5559000000003
PC003469,2024-11-08,F005,U01,Solvente,344.66,23.85,2024-12-02,2024-12-03,Aprovado,False,8220.141000000001
PC003470,2025-11-07,F009,U01,Aditivo,341.72,11.19,2025-11-25,2025-11-26,Aprovado,False,3823.8468000000003
PC003471,2025-03-18,F029,U02,Poliol,246.03,16.83,2025-03-24,2025-03-23,Aprovado,True,4140.684899999999
PC003472,2025-01-02,F008,U02,Silicone Base,158.49,42.7,2025-01-25,2025-01-25,Aprovado,True,6767.523000000001
PC003473,2024-10-23,F023,U02,Poliol,258.22,14.13,2024-10-27,2024-10-25,Bloqueado,True,3648.6486000000004
PC003474,2025-04-01,F022,U03,Carga Mineral,1324.06,30.22,2025-04-19,2025-04-19,Aprovado,True,40013.093199999996
PC003475,2025-10-09,F014,U03,Aditivo,156.95,45.55,2025-10-14,2025-10-14,Aprovado,True,7149.072499999999
