viagem_id,pessoa_id,data_solicitacao,destino,finalidade,status,orcamento
VG02013,P00193,2024-05-20,Belo Horizonte,Treinamento,Concluída,1717.18
VG02014,P00721,2024-04-20,São Paulo,Cliente,Concluída,825.04
VG02015,P00218,2026-04-20,Rio de Janeiro,Auditoria,Concluída,807.79
VG02016,P00711,2025-03-09,Curitiba,Cliente,Concluída,1545.79
VG02017,P00010,2025-12-16,Rio de Janeiro,Treinamento,Concluída,560.52
VG02018,P00276,2025-12-14,Curitiba,Treinamento,Em análise,8134.25
VG02019,P00745,2024-10-01,São Paulo,Cliente,Concluída,2541.5
VG02020,P00193,2026-02-01,Belo Horizonte,Projeto,Concluída,1153.42
VG02021,P00545,2024-02-25,Curitiba,Treinamento,Aprovada,3625.96
VG02022,P00612,2026-04-29,Belo Horizonte,Cliente,Concluída,2927.74
VG02023,P00364,2024-11-27,Curitiba,Auditoria,Concluída,1062.78
VG02024,P00757,2025-08-31,Campinas,Fornecedor,Concluída,858.55
VG02025,P00797,2024-11-20,Belo Horizonte,Fornecedor,Aprovada,2138.04
VG02026,P00224,2026-07-18,Belo Horizonte,Cliente,Concluída,3562.09
VG02027,P00328,2025-07-29,Rio de Janeiro,Treinamento,Concluída,800.38
VG02028,P00011,2024-12-20,São Paulo,Auditoria,Concluída,1378.25
VG02029,P00795,2024-10-24,Belo Horizonte,Projeto,Concluída,3651.33
VG02030,P00501,2024-12-16,Belo Horizonte,Auditoria,Concluída,4025.36
VG02031,P00125,2025-02-26,Belo Horizonte,Fornecedor,Concluída,2895.98
VG02032,P00532,2026-01-10,São Paulo,Auditoria,Concluída,3790.99
VG02033,P00450,2026-07-10,Curitiba,Projeto,Concluída,1538.37
VG02034,P00349,2025-02-27,São Paulo,Fornecedor,Aprovada,792.81
VG02035,P00747,2025-07-18,Belo Horizonte,Projeto,Aprovada,3406.23
VG02036,P00588,2026-07-31,São Paulo,Treinamento,Cancelada,1502.21
VG02037,P00746,2024-01-15,Curitiba,Cliente,Concluída,1215.45
VG02038,P00482,2024-02-23,Rio de Janeiro,Fornecedor,Concluída,1487.69
VG02039,P00361,2025-06-17,Curitiba,Auditoria,Em análise,715.82
VG02040,P00143,2026-06-20,Belo Horizonte,Fornecedor,Concluída,1763.09
VG02041,P00899,2024-03-07,Campinas,Cliente,Concluída,1003.05
VG02042,P00189,2025-11-02,Belo Horizonte,Auditoria,Concluída,1025.45
VG02043,P00879,2025-09-15,Belo Horizonte,Cliente,Concluída,1575.85
VG02044,P00850,2024-05-09,Belo Horizonte,Cliente,Em análise,966.64
VG02045,P00260,2026-07-26,São Paulo,Projeto,Concluída,7150.1
VG02046,P00839,2025-12-06,Curitiba,Treinamento,Concluída,1549.88
VG02047,P00590,2025-12-03,Belo Horizonte,Auditoria,Concluída,1377.51
VG02048,P00295,2024-01-02,São Paulo,Fornecedor,Concluída,1985.99
VG02049,P00601,2025-09-26,Rio de Janeiro,Auditoria,Cancelada,2498.87
VG02050,P00818,2025-03-11,Curitiba,Cliente,Concluída,1391.05
VG02051,P00622,2024-08-30,Rio de Janeiro,Projeto,Concluída,1384.75
VG02052,P00739,2024-05-23,Curitiba,Fornecedor,Concluída,2156.68
VG02053,P00603,2026-01-25,São Paulo,Cliente,Concluída,899.33
VG02054,P00335,2026-01-08,Rio de Janeiro,Treinamento,Concluída,1156.14
VG02055,P00777,2024-12-07,Rio de Janeiro,Auditoria,Concluída,1355.62
VG02056,P00340,2024-05-17,Curitiba,Fornecedor,Cancelada,641.72
VG02057,P00613,2025-03-14,São Paulo,Projeto,Concluída,2358.33
VG02058,P00657,2024-09-22,Curitiba,Projeto,Cancelada,1363.12
VG02059,P00019,2026-03-13,Curitiba,Auditoria,Concluída,467.31
VG02060,P00185,2026-02-06,Belo Horizonte,Fornecedor,Concluída,1257.95
VG02061,P00784,2026-02-06,Campinas,Treinamento,Cancelada,1228.6
VG02062,P00411,2025-01-01,Belo Horizonte,Projeto,Concluída,4902.57
VG02063,P00461,2025-06-20,Rio de Janeiro,Treinamento,Concluída,947.09
VG02064,P00612,2026-06-08,Campinas,Cliente,Concluída,813.92
VG02065,P00851,2026-06-01,Curitiba,Auditoria,Concluída,1622.32
VG02066,P00747,2026-01-10,Rio de Janeiro,Auditoria,Concluída,2253.37
VG02067,P00065,2026-07-08,Belo Horizonte,Projeto,Concluída,1188.44
VG02068,P00020,2025-11-21,Belo Horizonte,Fornecedor,Concluída,4147.75
VG02069,P00152,2025-08-23,Campinas,Auditoria,Concluída,1612.18
VG02070,P00035,2026-02-19,São Paulo,Auditoria,Concluída,1578.77
VG02071,P00285,2025-01-04,Belo Horizonte,Projeto,Aprovada,923.41
VG02072,P00422,2025-03-06,Rio de Janeiro,Fornecedor,Concluída,1628.15
VG02073,P00560,2024-01-09,Campinas,Projeto,Concluída,1379.59
VG02074,P00564,2024-08-27,Campinas,Treinamento,Cancelada,2473.4
VG02075,P00518,2026-06-02,Curitiba,Projeto,Concluída,1185.04
VG02076,P00693,2024-05-10,Rio de Janeiro,Fornecedor,Em análise,4094.57
VG02077,P00200,2024-05-10,Rio de Janeiro,Projeto,Concluída,1100.86
VG02078,P00584,2026-04-27,Belo Horizonte,Auditoria,Em análise,254.33
VG02079,P00183,2025-05-30,Curitiba,Fornecedor,Concluída,3195.04
VG02080,P00884,2026-03-19,Campinas,Auditoria,Concluída,1379.93
VG02081,P00561,2026-06-10,Belo Horizonte,Auditoria,Em análise,4526.7
VG02082,P00169,2025-11-30,Curitiba,Projeto,Em análise,2256.01
VG02083,P00237,2025-05-25,Campinas,Fornecedor,Concluída,2320.39
VG02084,P00592,2026-07-23,Campinas,Fornecedor,Em análise,832.42
VG02085,P00100,2025-04-30,Rio de Janeiro,Cliente,Concluída,2457.92
VG02086,P00231,2026-07-21,Campinas,Cliente,Concluída,2156.72
VG02087,P00103,2026-01-22,Belo Horizonte,Fornecedor,Em análise,1913.41
VG02088,P00549,2025-05-04,Belo Horizonte,Projeto,Concluída,3515.71
VG02089,P00427,2024-01-05,São Paulo,Treinamento,Aprovada,3596.53
VG02090,P00809,2025-04-30,São Paulo,Projeto,Concluída,3802.74
VG02091,P00590,2025-05-29,São Paulo,Auditoria,Aprovada,4250.6
VG02092,P00586,2025-10-09,São Paulo,Treinamento,Concluída,686.49
VG02093,P00636,2025-07-08,Curitiba,Cliente,Aprovada,2924.98
VG02094,P00326,2026-04-02,Campinas,Auditoria,Concluída,2907.9
VG02095,P00452,2026-07-28,Rio de Janeiro,Treinamento,Concluída,2627.45
VG02096,P00189,2026-06-18,Curitiba,Treinamento,Concluída,1248.56
VG02097,P00148,2026-03-02,Rio de Janeiro,Auditoria,Concluída,2041.33
VG02098,P00196,2026-02-18,Campinas,Auditoria,Concluída,1135.35
VG02099,P00443,2026-06-25,Rio de Janeiro,Projeto,Cancelada,2012.28
VG02100,P00191,2025-01-28,São Paulo,Projeto,Concluída,3211.65
VG02101,P00784,2024-03-24,São Paulo,Cliente,Concluída,773.69
VG02102,P00526,2025-09-11,Belo Horizonte,Treinamento,Concluída,2883.79
VG02103,P00811,2024-09-23,Rio de Janeiro,Treinamento,Concluída,1945.65
VG02104,P00062,2024-01-02,Rio de Janeiro,Projeto,Concluída,1789.76
VG02105,P00632,2025-03-24,São Paulo,Auditoria,Concluída,1317.08
VG02106,P00461,2025-11-26,Rio de Janeiro,Projeto,Concluída,2471.51
VG02107,P00296,2024-06-13,Belo Horizonte,Treinamento,Concluída,1827.6
VG02108,P00350,2025-07-14,Belo Horizonte,Auditoria,Cancelada,2474.66
VG02109,P00858,2025-01-09,Belo Horizonte,Auditoria,Concluída,1016.39
VG02110,P00781,2025-01-28,Belo Horizonte,Treinamento,Concluída,674.04
VG02111,P00013,2024-10-21,São Paulo,Cliente,Cancelada,1169.96
VG02112,P00121,2024-01-07,São Paulo,Treinamento,Concluída,1424.83
VG02113,P00895,2024-12-15,São Paulo,Auditoria,Concluída,2888.61
VG02114,P00761,2024-11-15,São Paulo,Cliente,Concluída,756.23
VG02115,P00309,2025-05-09,Curitiba,Fornecedor,Concluída,1410.11
VG02116,P00140,2024-12-31,São Paulo,Treinamento,Concluída,3040.38
VG02117,P00406,2026-02-25,Campinas,Auditoria,Concluída,1308.94
VG02118,P00398,2024-12-18,Rio de Janeiro,Auditoria,Concluída,4455.06
VG02119,P00583,2025-01-04,São Paulo,Fornecedor,Concluída,1740.5
VG02120,P00560,2025-01-11,Belo Horizonte,Fornecedor,Aprovada,1513.04
VG02121,P00828,2024-01-28,Belo Horizonte,Treinamento,Concluída,2507.21
VG02122,P00266,2026-07-22,São Paulo,Cliente,Concluída,1479.68
VG02123,P00402,2024-02-10,Rio de Janeiro,Fornecedor,Concluída,1258.48
VG02124,P00888,2026-07-06,Belo Horizonte,Projeto,Concluída,3612.21
VG02125,P00897,2024-06-25,Rio de Janeiro,Treinamento,Concluída,2396.72
VG02126,P00575,2025-01-09,Campinas,Projeto,Concluída,3838.72
VG02127,P00129,2025-07-10,Curitiba,Auditoria,Concluída,5706.22
VG02128,P00253,2024-09-27,São Paulo,Fornecedor,Concluída,694.54
VG02129,P00364,2026-06-24,Rio de Janeiro,Fornecedor,Concluída,1270.84
VG02130,P00042,2026-03-12,Belo Horizonte,Treinamento,Concluída,1237.3
VG02131,P00671,2024-06-30,São Paulo,Treinamento,Aprovada,1072.13
VG02132,P00044,2025-04-08,Belo Horizonte,Projeto,Aprovada,565.18
VG02133,P00203,2026-01-08,Campinas,Auditoria,Cancelada,667.53
VG02134,P00271,2024-11-28,Campinas,Projeto,Concluída,4489.34
VG02135,P00749,2024-08-12,São Paulo,Treinamento,Em análise,4084.37
VG02136,P00279,2025-10-29,Rio de Janeiro,Cliente,Cancelada,3355.91
VG02137,P00130,2026-07-21,São Paulo,Auditoria,Concluída,1081.88
VG02138,P00212,2024-07-01,Rio de Janeiro,Cliente,Em análise,944.63
VG02139,P00311,2026-01-25,Belo Horizonte,Projeto,Concluída,948.45
VG02140,P00223,2024-02-12,Curitiba,Auditoria,Concluída,536.95
VG02141,P00712,2024-12-30,Curitiba,Fornecedor,Concluída,1768.39
VG02142,P00177,2025-05-03,Curitiba,Auditoria,Concluída,1601.1
VG02143,P00301,2025-01-01,Belo Horizonte,Treinamento,Em análise,2124.84
VG02144,P00819,2026-01-26,São Paulo,Treinamento,Concluída,3057.2
VG02145,P00658,2026-03-28,Campinas,Treinamento,Aprovada,1688.4
VG02146,P00576,2025-10-24,Rio de Janeiro,Auditoria,Concluída,1158.64
VG02147,P00143,2026-05-29,Rio de Janeiro,Cliente,Concluída,1690.57
VG02148,P00763,2025-10-01,São Paulo,Treinamento,Concluída,2904.83
VG02149,P00085,2025-03-19,Curitiba,Auditoria,Em análise,1508.46
VG02150,P00463,2026-05-26,Curitiba,Auditoria,Concluída,2943.64
VG02151,P00839,2025-12-10,Curitiba,Treinamento,Concluída,1173.34
VG02152,P00169,2025-07-07,São Paulo,Cliente,Concluída,4804.7
VG02153,P00063,2025-02-17,Belo Horizonte,Treinamento,Concluída,1266.93
VG02154,P00167,2024-03-13,São Paulo,Cliente,Concluída,941.78
VG02155,P00598,2025-12-03,Curitiba,Auditoria,Concluída,1126.68
VG02156,P00722,2025-01-21,Campinas,Projeto,Concluída,1628.6
VG02157,P00866,2024-03-12,Rio de Janeiro,Fornecedor,Concluída,2647.21
VG02158,P00493,2024-07-02,Rio de Janeiro,Fornecedor,Aprovada,1359.78
VG02159,P00481,2026-01-04,Campinas,Fornecedor,Concluída,2902.47
VG02160,P00181,2024-03-19,Campinas,Fornecedor,Concluída,624.71
VG02161,P00126,2024-04-25,Curitiba,Fornecedor,Em análise,2819.91
VG02162,P00157,2024-03-02,Rio de Janeiro,Auditoria,Concluída,1718.25
VG02163,P00654,2025-08-23,Belo Horizonte,Cliente,Concluída,1718.93
VG02164,P00769,2024-12-07,Belo Horizonte,Auditoria,Concluída,891.73
VG02165,P00257,2025-09-23,Campinas,Cliente,Concluída,1904.56
VG02166,P00247,2025-08-06,Belo Horizonte,Treinamento,Concluída,1435.41
VG02167,P00566,2025-06-08,Campinas,Projeto,Aprovada,1949.23
VG02168,P00246,2024-07-31,Rio de Janeiro,Cliente,Concluída,961.36
VG02169,P00332,2025-07-11,São Paulo,Fornecedor,Concluída,1903.2
VG02170,P00794,2025-03-17,Curitiba,Cliente,Concluída,587.66
VG02171,P00881,2024-06-19,Rio de Janeiro,Cliente,Concluída,1738.37
VG02172,P00418,2024-11-28,Campinas,Projeto,Aprovada,3041.12
VG02173,P00446,2024-12-26,Belo Horizonte,Treinamento,Concluída,3522.42
VG02174,P00346,2026-07-29,Curitiba,Fornecedor,Concluída,2559.54
VG02175,P00023,2025-05-01,Curitiba,Treinamento,Concluída,811.44
VG02176,P00568,2026-01-18,Curitiba,Cliente,Concluída,1609.76
VG02177,P00241,2025-12-21,Belo Horizonte,Cliente,Concluída,1214.34
VG02178,P00464,2024-01-09,Curitiba,Treinamento,Concluída,1251.92
VG02179,P00727,2025-09-10,Curitiba,Projeto,Concluída,2805.5
VG02180,P00523,2025-07-03,Belo Horizonte,Projeto,Aprovada,1317.19
VG02181,P00545,2024-11-28,Rio de Janeiro,Fornecedor,Concluída,1550.77
VG02182,P00380,2025-10-08,São Paulo,Treinamento,Concluída,930.05
VG02183,P00520,2024-07-21,Campinas,Fornecedor,Concluída,4014.56
VG02184,P00476,2024-05-25,Curitiba,Cliente,Concluída,2345.75
VG02185,P00785,2025-11-01,Rio de Janeiro,Treinamento,Concluída,886.72
VG02186,P00110,2024-12-22,Curitiba,Cliente,Concluída,972.97
VG02187,P00560,2024-03-23,Curitiba,Projeto,Cancelada,1436.93
VG02188,P00229,2025-04-08,Belo Horizonte,Fornecedor,Concluída,5016.65
VG02189,P00614,2026-04-10,São Paulo,Treinamento,Concluída,1066.93
VG02190,P00155,2025-06-10,Curitiba,Auditoria,Cancelada,1180.92
VG02191,P00860,2024-05-15,São Paulo,Fornecedor,Concluída,1388.56
VG02192,P00695,2024-05-01,Rio de Janeiro,Cliente,Concluída,1509.11
VG02193,P00430,2024-11-04,Belo Horizonte,Auditoria,Em análise,1444.06
VG02194,P00331,2024-12-06,Belo Horizonte,Projeto,Em análise,984.79
VG02195,P00679,2026-02-01,Curitiba,Projeto,Cancelada,898.77
VG02196,P00545,2026-02-23,Curitiba,Auditoria,Concluída,1798.16
VG02197,P00038,2025-10-29,Rio de Janeiro,Treinamento,Concluída,4645.18
VG02198,P00143,2026-04-24,Belo Horizonte,Projeto,Concluída,436.1
VG02199,P00404,2026-02-10,Belo Horizonte,Treinamento,Em análise,2106.07
VG02200,P00663,2026-02-12,Campinas,Projeto,Concluída,3855.69
VG02201,P00363,2026-07-28,São Paulo,Fornecedor,Concluída,696.55
VG02202,P00630,2026-05-23,São Paulo,Cliente,Concluída,509.45
VG02203,P00883,2025-08-11,Belo Horizonte,Treinamento,Concluída,599.22
VG02204,P00454,2025-03-25,Campinas,Auditoria,Aprovada,1639.66
VG02205,P00852,2025-03-03,Curitiba,Fornecedor,Cancelada,1941.21
VG02206,P00083,2026-01-20,Rio de Janeiro,Fornecedor,Concluída,593.88
VG02207,P00679,2024-01-14,São Paulo,Cliente,Concluída,2724.38
VG02208,P00516,2025-07-17,Campinas,Fornecedor,Aprovada,1818.58
VG02209,P00051,2024-03-08,Campinas,Cliente,Aprovada,3492.24
VG02210,P00105,2025-01-27,Belo Horizonte,Cliente,Concluída,1604.9
VG02211,P00880,2025-06-09,Campinas,Projeto,Concluída,3682.62
VG02212,P00473,2024-01-25,Rio de Janeiro,Projeto,Concluída,1243.5
VG02213,P00123,2024-09-27,Campinas,Treinamento,Concluída,1511.84
VG02214,P00536,2025-02-21,Curitiba,Cliente,Aprovada,3995.57
VG02215,P00419,2024-12-31,São Paulo,Projeto,Aprovada,3241.75
VG02216,P00399,2024-12-20,Campinas,Cliente,Concluída,953.72
VG02217,P00709,2024-06-25,Curitiba,Auditoria,Concluída,1397.06
VG02218,P00560,2026-02-04,Rio de Janeiro,Fornecedor,Concluída,1315.23
VG02219,P00554,2026-07-11,Belo Horizonte,Auditoria,Concluída,550.64
VG02220,P00554,2024-03-19,Rio de Janeiro,Auditoria,Concluída,1999.25
VG02221,P00042,2025-05-30,Curitiba,Auditoria,Concluída,1165.15
VG02222,P00521,2026-07-10,Rio de Janeiro,Auditoria,Concluída,1140.11
VG02223,P00156,2025-11-22,São Paulo,Treinamento,Concluída,911.81
VG02224,P00583,2025-06-04,São Paulo,Treinamento,Aprovada,9241.6
VG02225,P00495,2026-05-17,Belo Horizonte,Fornecedor,Concluída,4607.99
VG02226,P00326,2024-11-14,Campinas,Auditoria,Concluída,1368.09
VG02227,P00367,2025-04-22,São Paulo,Treinamento,Em análise,1153.51
VG02228,P00293,2025-10-30,Campinas,Fornecedor,Concluída,1938.75
VG02229,P00028,2024-04-18,Curitiba,Fornecedor,Concluída,4795.31
VG02230,P00066,2025-06-18,Campinas,Cliente,Concluída,2344.91
VG02231,P00288,2025-11-21,Curitiba,Auditoria,Concluída,3464.44
VG02232,P00846,2026-03-31,Curitiba,Fornecedor,Concluída,2609.37
VG02233,P00236,2026-04-25,Campinas,Auditoria,Em análise,2101.16
VG02234,P00170,2026-02-25,São Paulo,Treinamento,Concluída,2176.79
VG02235,P00224,2024-04-27,Belo Horizonte,Fornecedor,Aprovada,1204.89
VG02236,P00626,2024-06-02,Campinas,Auditoria,Em análise,2154.83
VG02237,P00767,2026-06-20,Belo Horizonte,Auditoria,Concluída,2079.3
VG02238,P00040,2025-10-07,Campinas,Projeto,Concluída,2819.14
VG02239,P00397,2024-03-15,Rio de Janeiro,Projeto,Concluída,1254.26
VG02240,P00004,2025-03-06,Rio de Janeiro,Projeto,Concluída,5542.65
VG02241,P00610,2024-03-23,Campinas,Treinamento,Concluída,806.92
VG02242,P00256,2024-04-05,Rio de Janeiro,Projeto,Concluída,4192.05
VG02243,P00452,2024-08-30,Curitiba,Auditoria,Aprovada,723.75
VG02244,P00665,2025-09-05,Belo Horizonte,Auditoria,Aprovada,2561.31
VG02245,P00219,2024-09-12,Belo Horizonte,Auditoria,Aprovada,3838.01
VG02246,P00871,2025-02-09,Curitiba,Auditoria,Cancelada,722.84
VG02247,P00694,2025-10-19,São Paulo,Cliente,Aprovada,2673.43
VG02248,P00038,2026-05-05,São Paulo,Treinamento,Aprovada,2138.37
VG02249,P00266,2025-06-22,Campinas,Cliente,Concluída,2297.71
VG02250,P00084,2026-05-16,Curitiba,Treinamento,Concluída,2762.62
VG02251,P00670,2024-10-04,Rio de Janeiro,Treinamento,Concluída,1198.23
VG02252,P00054,2026-07-15,Rio de Janeiro,Auditoria,Cancelada,915.9
VG02253,P00590,2024-11-27,Rio de Janeiro,Projeto,Concluída,2255.7
VG02254,P00265,2024-06-02,Belo Horizonte,Auditoria,Concluída,2134.7
VG02255,P00071,2025-12-08,Rio de Janeiro,Cliente,Concluída,2902.37
VG02256,P00848,2026-05-14,São Paulo,Projeto,Aprovada,1850.33
VG02257,P00250,2025-04-26,Rio de Janeiro,Projeto,Concluída,423.16
VG02258,P00045,2024-09-14,São Paulo,Treinamento,Aprovada,3188.12
VG02259,P00650,2024-01-07,Rio de Janeiro,Cliente,Concluída,2240.8
VG02260,P00206,2024-06-06,Campinas,Treinamento,Concluída,1953.68
VG02261,P00721,2024-06-10,Belo Horizonte,Cliente,Concluída,2759.87
VG02262,P00442,2025-01-22,São Paulo,Treinamento,Concluída,1234.12
VG02263,P00428,2024-05-15,Rio de Janeiro,Cliente,Concluída,2520.82
VG02264,P00738,2024-03-30,Curitiba,Auditoria,Aprovada,1003.53
VG02265,P00242,2026-04-03,Rio de Janeiro,Fornecedor,Concluída,4278.6
VG02266,P00709,2024-04-10,Belo Horizonte,Fornecedor,Concluída,526.8
VG02267,P00760,2025-04-03,Campinas,Treinamento,Concluída,1225.29
VG02268,P00777,2024-02-14,Belo Horizonte,Cliente,Aprovada,3179.61
VG02269,P00305,2026-04-26,Belo Horizonte,Projeto,Cancelada,4218.12
VG02270,P00142,2025-05-09,Belo Horizonte,Auditoria,Concluída,2820.44
VG02271,P00733,2026-05-13,Curitiba,Projeto,Concluída,952.73
VG02272,P00641,2026-03-15,São Paulo,Treinamento,Cancelada,703.08
VG02273,P00571,2024-11-05,São Paulo,Cliente,Aprovada,1402.46
VG02274,P00404,2024-04-14,Curitiba,Fornecedor,Concluída,1901.77
VG02275,P00553,2026-04-09,Campinas,Fornecedor,Concluída,2014.86
VG02276,P00750,2024-02-25,Rio de Janeiro,Fornecedor,Aprovada,494.51
VG02277,P00643,2024-01-15,Belo Horizonte,Cliente,Em análise,2753.77
VG02278,P00065,2024-10-08,Rio de Janeiro,Treinamento,Cancelada,1225.11
VG02279,P00239,2024-12-13,São Paulo,Treinamento,Concluída,6234.64
VG02280,P00869,2025-07-27,Rio de Janeiro,Fornecedor,Concluída,1061.68
VG02281,P00112,2024-12-27,São Paulo,Cliente,Aprovada,1248.86
VG02282,P00068,2025-05-25,Campinas,Auditoria,Concluída,1127.98
VG02283,P00861,2025-11-10,Campinas,Fornecedor,Em análise,968.91
VG02284,P00223,2026-06-08,Rio de Janeiro,Treinamento,Aprovada,3155.97
VG02285,P00488,2026-03-29,São Paulo,Cliente,Concluída,2090.57
VG02286,P00325,2025-05-15,Campinas,Projeto,Concluída,1765.71
VG02287,P00231,2024-03-26,Belo Horizonte,Fornecedor,Concluída,2444.7
VG02288,P00900,2026-02-26,Curitiba,Auditoria,Em análise,827.44
VG02289,P00220,2024-02-14,Belo Horizonte,Auditoria,Aprovada,2238.1
VG02290,P00893,2024-04-23,Curitiba,Treinamento,Concluída,1362.96
VG02291,P00427,2026-07-22,Belo Horizonte,Fornecedor,Concluída,1261.98
VG02292,P00531,2025-07-12,São Paulo,Projeto,Concluída,5924.34
VG02293,P00858,2024-10-29,Belo Horizonte,Treinamento,Concluída,2226.07
VG02294,P00839,2025-01-14,São Paulo,Fornecedor,Concluída,558.68
VG02295,P00201,2025-05-20,Rio de Janeiro,Treinamento,Concluída,2432.63
VG02296,P00757,2026-01-22,Curitiba,Treinamento,Concluída,459.85
VG02297,P00308,2025-04-30,Campinas,Fornecedor,Concluída,2459.38
VG02298,P00387,2026-01-13,São Paulo,Fornecedor,Concluída,3338.62
VG02299,P00004,2024-10-04,Belo Horizonte,Projeto,Concluída,1131.58
VG02300,P00325,2024-04-06,Rio de Janeiro,Treinamento,Em análise,1242.37
VG02301,P00052,2024-03-18,Curitiba,Auditoria,Aprovada,2604.07
VG02302,P00256,2025-07-26,São Paulo,Treinamento,Aprovada,1582.45
VG02303,P00482,2025-08-21,São Paulo,Auditoria,Em análise,688.15
VG02304,P00717,2024-06-27,Curitiba,Projeto,Concluída,1772.56
VG02305,P00272,2024-02-17,Rio de Janeiro,Treinamento,Cancelada,3429.0
VG02306,P00348,2025-12-07,Belo Horizonte,Treinamento,Concluída,993.25
VG02307,P00450,2025-03-23,São Paulo,Projeto,Concluída,2066.09
VG02308,P00223,2025-12-10,Curitiba,Treinamento,Concluída,781.59
VG02309,P00454,2025-08-13,Rio de Janeiro,Fornecedor,Cancelada,2877.46
VG02310,P00580,2024-12-18,Curitiba,Fornecedor,Concluída,468.42
VG02311,P00458,2024-01-12,Curitiba,Treinamento,Concluída,3176.09
VG02312,P00401,2025-02-06,Curitiba,Fornecedor,Aprovada,1566.41
VG02313,P00729,2025-01-07,Rio de Janeiro,Treinamento,Concluída,977.39
VG02314,P00063,2024-01-29,Campinas,Fornecedor,Concluída,2264.11
VG02315,P00797,2025-01-01,Curitiba,Treinamento,Concluída,2583.9
VG02316,P00541,2024-10-04,Rio de Janeiro,Treinamento,Concluída,2961.07
VG02317,P00449,2026-02-22,Belo Horizonte,Cliente,Aprovada,1115.7
VG02318,P00381,2026-07-17,Curitiba,Fornecedor,Concluída,4507.75
VG02319,P00044,2025-10-27,Campinas,Auditoria,Concluída,1360.5
VG02320,P00309,2025-03-02,Curitiba,Treinamento,Aprovada,1003.42
VG02321,P00761,2024-12-10,São Paulo,Fornecedor,Concluída,2417.29
VG02322,P00563,2024-11-17,Rio de Janeiro,Cliente,Concluída,2164.9
VG02323,P00175,2025-08-04,Rio de Janeiro,Auditoria,Em análise,1816.01
VG02324,P00360,2026-05-18,Rio de Janeiro,Projeto,Concluída,2598.32
VG02325,P00109,2024-03-12,Rio de Janeiro,Treinamento,Concluída,1022.56
VG02326,P00339,2026-04-28,Belo Horizonte,Auditoria,Concluída,1174.28
VG02327,P00853,2025-11-23,Rio de Janeiro,Projeto,Em análise,706.03
VG02328,P00554,2024-10-01,Rio de Janeiro,Auditoria,Aprovada,1677.05
VG02329,P00021,2025-07-18,São Paulo,Projeto,Cancelada,1199.92
VG02330,P00436,2024-03-08,Curitiba,Projeto,Concluída,1591.36
VG02331,P00878,2026-04-02,Belo Horizonte,Projeto,Concluída,1496.31
VG02332,P00624,2025-03-25,Curitiba,Auditoria,Aprovada,1889.53
VG02333,P00854,2026-02-27,Rio de Janeiro,Projeto,Aprovada,2595.57
VG02334,P00843,2024-09-17,Curitiba,Treinamento,Concluída,2035.33
VG02335,P00822,2024-07-02,Campinas,Auditoria,Concluída,1998.38
VG02336,P00399,2024-12-27,Curitiba,Projeto,Aprovada,937.97
VG02337,P00752,2025-06-14,Belo Horizonte,Treinamento,Concluída,1558.56
VG02338,P00560,2025-01-29,São Paulo,Treinamento,Concluída,2873.07
VG02339,P00795,2025-07-04,Curitiba,Cliente,Aprovada,2316.88
VG02340,P00489,2024-03-24,Curitiba,Treinamento,Concluída,621.6
VG02341,P00639,2024-02-11,Rio de Janeiro,Treinamento,Concluída,1335.66
VG02342,P00529,2025-09-17,Belo Horizonte,Cliente,Concluída,1307.29
VG02343,P00136,2024-01-11,São Paulo,Projeto,Aprovada,957.59
VG02344,P00642,2026-01-29,Rio de Janeiro,Projeto,Concluída,3731.96
VG02345,P00197,2026-04-24,São Paulo,Fornecedor,Em análise,5764.21
VG02346,P00604,2024-10-08,Curitiba,Auditoria,Aprovada,2656.72
VG02347,P00348,2024-05-21,Curitiba,Fornecedor,Concluída,2166.91
VG02348,P00810,2025-10-31,Campinas,Projeto,Concluída,1506.97
VG02349,P00733,2024-05-29,Campinas,Cliente,Concluída,1381.06
VG02350,P00287,2024-09-29,Rio de Janeiro,Cliente,Concluída,1931.94
VG02351,P00810,2024-09-23,Rio de Janeiro,Auditoria,Concluída,229.49
VG02352,P00574,2024-07-02,São Paulo,Fornecedor,Concluída,1130.63
VG02353,P00513,2025-08-07,São Paulo,Auditoria,Concluída,3076.58
VG02354,P00058,2024-05-17,Curitiba,Auditoria,Concluída,3003.39
VG02355,P00487,2025-10-04,Curitiba,Auditoria,Concluída,873.0
VG02356,P00339,2025-11-07,Belo Horizonte,Cliente,Concluída,2516.76
VG02357,P00138,2026-06-27,São Paulo,Treinamento,Concluída,3578.63
VG02358,P00096,2025-01-30,Rio de Janeiro,Auditoria,Concluída,794.91
VG02359,P00817,2025-11-27,São Paulo,Auditoria,Concluída,982.25
VG02360,P00628,2025-02-24,Rio de Janeiro,Treinamento,Em análise,874.77
VG02361,P00190,2024-07-04,Campinas,Auditoria,Concluída,683.29
VG02362,P00055,2025-10-10,Curitiba,Auditoria,Em análise,425.61
VG02363,P00518,2024-02-22,Rio de Janeiro,Cliente,Aprovada,463.21
VG02364,P00279,2025-06-18,Belo Horizonte,Projeto,Concluída,4348.63
VG02365,P00346,2024-11-11,Curitiba,Treinamento,Concluída,2308.79
VG02366,P00513,2026-04-21,Belo Horizonte,Cliente,Aprovada,741.06
VG02367,P00851,2025-01-13,Curitiba,Fornecedor,Concluída,2541.05
VG02368,P00558,2025-12-20,Curitiba,Fornecedor,Concluída,865.31
