pessoa_id,unidade,area,status
P01417,Jaboticabal,Produção,Ativo
P01418,Camaçari,RH,Ativo
P01419,Guarulhos,Compras,Ativo
P01420,Joinville,TI,Ativo
P01421,Joinville,RH,Ativo
P01422,Guarulhos,Engenharia,Ativo
P01423,Joinville,Qualidade,Ativo
P01424,Joinville,Engenharia,Ativo
P01425,Jaboticabal,Qualidade,Ativo
P01426,Joinville,Engenharia,Ativo
P01427,Guarulhos,Logística,Ativo
P01428,Camaçari,Qualidade,Ativo
P01429,Joinville,Qualidade,Ativo
P01430,Guarulhos,Qualidade,Ativo
P01431,Guarulhos,Engenharia,Ativo
P01432,Guarulhos,Produção,Ativo
P01433,Camaçari,Produção,Ativo
P01434,Camaçari,Qualidade,Ativo
P01435,Camaçari,Engenharia,Ativo
P01436,Guarulhos,TI,Ativo
P01437,Joinville,RH,Ativo
P01438,Jaboticabal,Compras,Ativo
P01439,Joinville,Compras,Ativo
P01440,Guarulhos,Produção,Ativo
P01441,Joinville,Produção,Ativo
P01442,Jaboticabal,Engenharia,Ativo
P01443,Guarulhos,Logística,Ativo
P01444,Joinville,RH,Ativo
P01445,Joinville,RH,Ativo
P01446,Camaçari,Qualidade,Ativo
P01447,Joinville,Compras,Ativo
P01448,Jaboticabal,RH,Ativo
P01449,Camaçari,RH,Ativo
P01450,Camaçari,Produção,Ativo
P01451,Jaboticabal,RH,Ativo
P01452,Camaçari,Engenharia,Ativo
P01453,Joinville,TI,Ativo
P01454,Joinville,Produção,Ativo
P01455,Jaboticabal,Engenharia,Ativo
P01456,Jaboticabal,Qualidade,Ativo
P01457,Jaboticabal,RH,Ativo
P01458,Guarulhos,Compras,Ativo
P01459,Camaçari,RH,Ativo
P01460,Jaboticabal,Logística,Inativo
P01461,Joinville,TI,Ativo
P01462,Camaçari,Produção,Ativo
P01463,Jaboticabal,RH,Ativo
P01464,Guarulhos,Qualidade,Ativo
P01465,Camaçari,Compras,Ativo
P01466,Guarulhos,Logística,Inativo
P01467,Camaçari,TI,Ativo
P01468,Camaçari,RH,Ativo
P01469,Camaçari,RH,Ativo
P01470,Jaboticabal,Produção,Ativo
P01471,Joinville,Produção,Ativo
P01472,Camaçari,Logística,Ativo
P01473,Camaçari,Engenharia,Ativo
P01474,Camaçari,Compras,Ativo
P01475,Camaçari,Engenharia,Ativo
P01476,Camaçari,TI,Ativo
P01477,Camaçari,Produção,Ativo
P01478,Camaçari,Produção,Ativo
P01479,Jaboticabal,Qualidade,Ativo
P01480,Camaçari,Engenharia,Ativo
P01481,Joinville,Engenharia,Ativo
P01482,Camaçari,TI,Ativo
P01483,Joinville,RH,Ativo
P01484,Joinville,Compras,Ativo
P01485,Jaboticabal,Compras,Ativo
P01486,Joinville,TI,Inativo
P01487,Jaboticabal,RH,Ativo
P01488,Guarulhos,Engenharia,Ativo
P01489,Jaboticabal,Engenharia,Ativo
P01490,Guarulhos,RH,Ativo
P01491,Guarulhos,Produção,Ativo
P01492,Guarulhos,Qualidade,Ativo
P01493,Camaçari,Logística,Ativo
P01494,Jaboticabal,Compras,Ativo
P01495,Guarulhos,RH,Ativo
P01496,Camaçari,TI,Ativo
P01497,Joinville,RH,Ativo
P01498,Camaçari,Qualidade,Ativo
P01499,Joinville,Produção,Ativo
P01500,Joinville,RH,Ativo
