prazo_id,processo_id,tipo_prazo,data_vencimento,data_conclusao,status,prioridade,motivo_rejeicao
2415,950,Contestação,2026-11-03,2026-02-19,Concluído,Baixa,fk_invalida:processo_id
2419,951,Pagamento,2026-09-11,2026-11-11,Concluído,Média,fk_invalida:processo_id
2436,960,Pagamento,2026-11-04,2026-03-25,Concluído,Média,fk_invalida:processo_id
2455,967,Manifestação,2026-08-03,,Vencido,Baixa,fk_invalida:processo_id
2457,967,Documento,2026-06-08,,Aberto,Média,fk_invalida:processo_id
2458,967,Contestação,2026-02-10,2026-09-23,Concluído,Baixa,fk_invalida:processo_id
2465,970,Manifestação,2025-12-12,2025-12-22,Concluído,Baixa,fk_invalida:processo_id
2467,971,Manifestação,2027-10-01,2027-01-08,Concluído,Média,fk_invalida:processo_id
2469,971,Recurso,2027-09-01,,Aberto,Baixa,fk_invalida:processo_id
2471,972,Documento,2026-09-09,2026-09-08,Concluído,Alta,fk_invalida:processo_id
2473,973,Manifestação,2026-09-03,2026-03-19,Concluído,Média,fk_invalida:processo_id
2474,974,Manifestação,2027-11-05,2027-05-07,Concluído,Alta,fk_invalida:processo_id
2484,976,Recurso,2026-09-04,2026-03-23,Concluído,Média,fk_invalida:processo_id
2487,977,Documento,2026-08-09,,Aberto,Média,fk_invalida:processo_id
2492,979,Recurso,2026-03-11,2026-11-11,Concluído,Alta,fk_invalida:processo_id
2493,979,Contestação,2026-08-02,2026-01-27,Concluído,Alta,fk_invalida:processo_id
2502,983,Pagamento,2026-02-10,2026-09-23,Concluído,Média,fk_invalida:processo_id
2503,983,Contestação,2026-08-11,2026-11-09,Concluído,Baixa,fk_invalida:processo_id
2504,984,Pagamento,2026-03-06,2026-06-06,Concluído,Média,fk_invalida:processo_id
2506,985,Recurso,2027-09-01,2027-01-13,Concluído,Baixa,fk_invalida:processo_id
2513,989,Contestação,2026-05-01,,Vencido,Média,fk_invalida:processo_id
2514,989,Pagamento,2026-08-12,2026-11-20,Concluído,Baixa,fk_invalida:processo_id
2515,990,Pagamento,2027-07-04,2027-03-26,Concluído,Alta,fk_invalida:processo_id
2516,990,Pagamento,2026-12-10,,Aberto,Alta,fk_invalida:processo_id
2517,990,Documento,2026-10-11,2026-11-19,Concluído,Média,fk_invalida:processo_id
2518,990,Documento,2026-01-09,,Aberto,Baixa,fk_invalida:processo_id
2520,991,Recurso,2026-10-05,2026-05-02,Concluído,Média,fk_invalida:processo_id
2526,994,Contestação,2026-05-10,2026-10-04,Concluído,Alta,fk_invalida:processo_id
2530,995,Contestação,2027-05-04,2027-03-22,Concluído,Alta,fk_invalida:processo_id
2533,996,Manifestação,2026-09-11,,Aberto,Média,fk_invalida:processo_id
2540,999,Contestação,2026-04-11,2026-11-03,Concluído,Média,fk_invalida:processo_id
2541,999,Contestação,2026-12-05,2026-05-19,Concluído,Alta,fk_invalida:processo_id
2549,1002,Contestação,2026-11-10,,Aberto,Média,fk_invalida:processo_id
2554,1004,Recurso,2026-02-03,,Vencido,Alta,fk_invalida:processo_id
2556,1005,Contestação,2025-10-12,2025-12-15,Concluído,Média,fk_invalida:processo_id
2564,1007,Recurso,2026-09-04,2026-04-15,Concluído,Alta,fk_invalida:processo_id
2568,1008,Manifestação,2027-12-05,,Aberto,Média,fk_invalida:processo_id
2573,1010,Pagamento,2026-04-01,2025-12-30,Concluído,Baixa,fk_invalida:processo_id
2575,1010,Documento,2026-01-09,,Aberto,Média,fk_invalida:processo_id
2588,1017,Recurso,2027-10-01,2027-01-01,Concluído,Alta,fk_invalida:processo_id
2590,1018,Recurso,2026-02-10,,Aberto,Baixa,fk_invalida:processo_id
2596,1021,Contestação,2026-08-12,2026-12-10,Concluído,Baixa,fk_invalida:processo_id
2600,1022,Contestação,2026-06-03,2026-02-16,Concluído,Alta,fk_invalida:processo_id
2603,1024,Contestação,2027-01-04,2027-04-10,Concluído,Alta,fk_invalida:processo_id
2609,1026,Contestação,2026-04-04,,Vencido,Baixa,fk_invalida:processo_id
2612,1027,Documento,2027-11-04,,Aberto,Média,fk_invalida:processo_id
2621,1030,Documento,2026-06-04,2026-03-27,Concluído,Baixa,fk_invalida:processo_id
2631,1035,Contestação,2025-04-10,2025-09-26,Concluído,Média,fk_invalida:processo_id
2636,1038,Contestação,2027-02-05,2027-05-03,Concluído,Baixa,fk_invalida:processo_id
2640,1039,Contestação,2025-07-10,,Vencido,Alta,fk_invalida:processo_id
2643,1040,Documento,2025-04-09,,Vencido,Alta,fk_invalida:processo_id
2644,1040,Documento,2026-06-06,2026-05-19,Concluído,Baixa,fk_invalida:processo_id
2651,1043,Contestação,2026-08-08,2026-08-04,Concluído,Baixa,fk_invalida:processo_id
2655,1045,Documento,2026-08-07,2026-07-01,Concluído,Baixa,fk_invalida:processo_id
2658,1046,Documento,2026-01-11,2026-10-27,Concluído,Média,fk_invalida:processo_id
2660,1047,Contestação,2026-01-04,2026-03-23,Concluído,Alta,fk_invalida:processo_id
2661,1047,Documento,2026-05-09,2026-09-12,Concluído,Baixa,fk_invalida:processo_id
2663,1048,Contestação,2026-07-11,2026-10-27,Concluído,Baixa,fk_invalida:processo_id
2664,1048,Pagamento,2026-08-02,2026-01-31,Concluído,Alta,fk_invalida:processo_id
2667,1049,Pagamento,2026-03-01,,Vencido,Alta,fk_invalida:processo_id
2672,1050,Pagamento,2026-08-10,2026-10-17,Concluído,Alta,fk_invalida:processo_id
2673,1050,Pagamento,2026-04-07,2026-07-11,Concluído,Alta,fk_invalida:processo_id
2678,1052,Contestação,2026-05-10,2026-10-09,Concluído,Baixa,fk_invalida:processo_id
2681,1053,Pagamento,2026-11-11,2026-10-23,Concluído,Média,fk_invalida:processo_id
2685,1054,Contestação,2026-12-11,2026-11-14,Concluído,Alta,fk_invalida:processo_id
2686,1054,Documento,2027-09-07,2027-07-16,Concluído,Baixa,fk_invalida:processo_id
2687,1055,Contestação,2026-03-07,2026-07-08,Concluído,Alta,fk_invalida:processo_id
2690,1056,Contestação,2026-09-12,2026-11-26,Concluído,Alta,fk_invalida:processo_id
2691,1056,Recurso,2026-07-11,2026-10-27,Concluído,Alta,fk_invalida:processo_id
2699,1059,Recurso,2026-03-07,,Aberto,Baixa,fk_invalida:processo_id
2700,1060,Contestação,2025-09-08,2025-07-20,Concluído,Baixa,fk_invalida:processo_id
2701,1060,Documento,2026-10-01,2026-01-04,Concluído,Alta,fk_invalida:processo_id
2702,1060,Pagamento,2026-02-05,2026-05-04,Concluído,Alta,fk_invalida:processo_id
2704,1061,Documento,2026-10-05,,Vencido,Alta,fk_invalida:processo_id
2705,1062,Contestação,2026-01-06,2026-05-23,Concluído,Baixa,fk_invalida:processo_id
2715,1065,Recurso,2027-04-02,2027-02-08,Concluído,Alta,fk_invalida:processo_id
2716,1066,Pagamento,2026-10-05,2026-05-12,Concluído,Baixa,fk_invalida:processo_id
2717,1066,Recurso,2025-04-11,2025-10-15,Concluído,Alta,fk_invalida:processo_id
2719,1067,Pagamento,2026-05-03,2026-02-20,Concluído,Média,fk_invalida:processo_id
2721,1067,Contestação,2026-03-04,2026-04-02,Concluído,Baixa,fk_invalida:processo_id
2725,1069,Pagamento,2025-09-09,2025-09-14,Concluído,Alta,fk_invalida:processo_id
2728,1072,Contestação,2027-04-07,2027-06-23,Concluído,Baixa,fk_invalida:processo_id
2730,1073,Documento,2026-12-11,2026-11-06,Concluído,Baixa,fk_invalida:processo_id
2732,1073,Documento,2026-08-04,2026-04-15,Concluído,Baixa,fk_invalida:processo_id
2740,1077,Contestação,2026-12-10,,Aberto,Baixa,fk_invalida:processo_id
2742,1077,Documento,2027-04-04,,Aberto,Média,fk_invalida:processo_id
2743,1078,Manifestação,2026-12-06,2026-05-30,Concluído,Baixa,fk_invalida:processo_id
2748,1080,Manifestação,2026-01-02,2026-01-25,Concluído,Alta,fk_invalida:processo_id
2751,1081,Manifestação,2026-01-03,2026-02-25,Concluído,Baixa,fk_invalida:processo_id
2756,1083,Documento,2027-05-03,,Aberto,Média,fk_invalida:processo_id
2757,1083,Pagamento,2027-06-09,2027-09-02,Concluído,Média,fk_invalida:processo_id
2765,1086,Manifestação,2026-05-04,,Vencido,Média,fk_invalida:processo_id
2768,1087,Recurso,2025-05-09,2025-08-20,Concluído,Baixa,fk_invalida:processo_id
2769,1087,Manifestação,2026-09-02,2026-01-23,Concluído,Baixa,fk_invalida:processo_id
2773,1090,Pagamento,2025-12-12,2025-12-01,Concluído,Média,fk_invalida:processo_id
2776,1092,Contestação,2026-10-06,2026-05-21,Concluído,Alta,fk_invalida:processo_id
2778,1094,Contestação,2026-07-06,2026-05-20,Concluído,Média,fk_invalida:processo_id
2780,1095,Documento,2027-03-03,2027-03-06,Concluído,Média,fk_invalida:processo_id
2783,1096,Pagamento,2026-12-07,2026-07-11,Concluído,Média,fk_invalida:processo_id
2785,1096,Pagamento,2026-08-12,2026-12-17,Concluído,Baixa,fk_invalida:processo_id
2809,1103,Documento,2026-12-08,2026-08-15,Concluído,Alta,fk_invalida:processo_id
2814,1105,Pagamento,2026-01-10,2026-10-05,Concluído,Baixa,fk_invalida:processo_id
2816,1105,Pagamento,2026-12-11,2026-11-12,Concluído,Média,fk_invalida:processo_id
2826,1108,Pagamento,2026-08-07,,Aberto,Média,fk_invalida:processo_id
2829,1109,Documento,2026-12-10,2026-10-07,Concluído,Baixa,fk_invalida:processo_id
2830,1109,Recurso,2026-01-02,2026-01-15,Concluído,Baixa,fk_invalida:processo_id
2832,1110,Manifestação,2027-06-08,2027-07-30,Concluído,Alta,fk_invalida:processo_id
2840,1114,Manifestação,2026-04-02,2026-02-02,Concluído,Baixa,fk_invalida:processo_id
2843,1116,Contestação,2027-02-10,2027-10-03,Concluído,Baixa,fk_invalida:processo_id
2850,1119,Pagamento,2026-06-08,2026-07-23,Concluído,Baixa,fk_invalida:processo_id
2851,1120,Contestação,2027-03-03,2027-02-18,Concluído,Alta,fk_invalida:processo_id
2854,1121,Recurso,2027-02-05,2027-04-30,Concluído,Baixa,fk_invalida:processo_id
2855,1121,Contestação,2026-06-08,,Aberto,Média,fk_invalida:processo_id
2857,1122,Documento,2027-06-02,2027-02-03,Concluído,Alta,fk_invalida:processo_id
2860,1123,Manifestação,2027-04-01,2027-01-06,Concluído,Baixa,fk_invalida:processo_id
2869,1126,Contestação,2027-08-01,2027-01-16,Concluído,Baixa,fk_invalida:processo_id
2871,1128,Contestação,2027-05-01,,Aberto,Baixa,fk_invalida:processo_id
2873,1129,Contestação,2026-12-07,2026-07-07,Concluído,Baixa,fk_invalida:processo_id
2875,1129,Pagamento,2027-03-06,2027-05-29,Concluído,Média,fk_invalida:processo_id
2877,1130,Pagamento,2026-09-01,2026-01-16,Concluído,Baixa,fk_invalida:processo_id
2878,1131,Recurso,2027-03-01,2026-12-24,Concluído,Baixa,fk_invalida:processo_id
2881,1133,Pagamento,2027-02-04,2027-04-10,Concluído,Média,fk_invalida:processo_id
2882,1133,Documento,2026-06-04,,Vencido,Média,fk_invalida:processo_id
2887,1136,Documento,2025-06-12,2025-11-24,Concluído,Média,fk_invalida:processo_id
2888,1136,Recurso,2026-01-04,,Vencido,Baixa,fk_invalida:processo_id
2896,1139,Recurso,2026-02-11,2026-10-22,Concluído,Média,fk_invalida:processo_id
2901,1141,Pagamento,2027-06-05,2027-05-14,Concluído,Média,fk_invalida:processo_id
2903,1143,Documento,2026-09-08,2026-08-18,Concluído,Alta,fk_invalida:processo_id
2905,1143,Pagamento,2026-12-01,,Vencido,Alta,fk_invalida:processo_id
2907,1144,Manifestação,2026-10-01,2025-12-29,Concluído,Média,fk_invalida:processo_id
2911,1146,Manifestação,2027-04-02,2027-02-14,Concluído,Alta,fk_invalida:processo_id
2912,1146,Documento,2026-03-08,2026-07-26,Concluído,Baixa,fk_invalida:processo_id
2913,1146,Recurso,2027-05-05,2027-05-14,Concluído,Alta,fk_invalida:processo_id
2914,1147,Recurso,2026-12-03,2026-03-19,Concluído,Baixa,fk_invalida:processo_id
2915,1147,Pagamento,2026-05-07,2026-07-15,Concluído,Média,fk_invalida:processo_id
2917,1148,Contestação,2026-10-08,,Aberto,Baixa,fk_invalida:processo_id
2918,1148,Manifestação,2027-01-05,2027-04-15,Concluído,Baixa,fk_invalida:processo_id
2920,1148,Documento,2027-05-06,2027-05-16,Concluído,Baixa,fk_invalida:processo_id
2925,1150,Documento,2027-01-07,2027-06-13,Concluído,Baixa,fk_invalida:processo_id
2927,1151,Pagamento,2025-01-11,2025-10-17,Concluído,Baixa,fk_invalida:processo_id
2930,1152,Pagamento,2026-04-01,2025-12-30,Concluído,Média,fk_invalida:processo_id
2931,1152,Contestação,2025-06-12,,Vencido,Baixa,fk_invalida:processo_id
2937,1154,Contestação,2026-07-06,2026-05-26,Concluído,Baixa,fk_invalida:processo_id
2945,1157,Recurso,2027-11-07,2027-07-16,Concluído,Alta,fk_invalida:processo_id
2950,1159,Documento,2026-08-11,2026-11-12,Concluído,Baixa,fk_invalida:processo_id
2963,1164,Contestação,2027-08-01,2027-01-12,Concluído,Média,fk_invalida:processo_id
2966,1165,Manifestação,2026-10-06,2026-06-16,Concluído,Baixa,fk_invalida:processo_id
2967,1165,Contestação,2026-11-01,2026-01-12,Concluído,Média,fk_invalida:processo_id
2971,1167,Recurso,2027-06-03,2027-02-23,Concluído,Alta,fk_invalida:processo_id
2974,1169,Recurso,2027-07-07,2027-06-23,Concluído,Alta,fk_invalida:processo_id
2975,1169,Documento,2026-04-10,,Aberto,Baixa,fk_invalida:processo_id
2978,1170,Documento,2026-05-01,,Vencido,Alta,fk_invalida:processo_id
2984,1172,Recurso,2026-06-11,,Aberto,Média,fk_invalida:processo_id
2985,1172,Pagamento,2026-05-09,2026-09-15,Concluído,Média,fk_invalida:processo_id
2986,1173,Recurso,2026-10-09,2026-08-29,Concluído,Baixa,fk_invalida:processo_id
2988,1173,Pagamento,2026-04-01,2025-12-18,Concluído,Alta,fk_invalida:processo_id
2989,1173,Contestação,2026-08-09,2026-08-31,Concluído,Alta,fk_invalida:processo_id
2990,1174,Recurso,2027-03-08,,Aberto,Média,fk_invalida:processo_id
2992,1174,Contestação,2026-01-12,,Aberto,Média,fk_invalida:processo_id
3006,1181,Recurso,2026-01-01,,Vencido,Média,fk_invalida:processo_id
3010,1183,Contestação,2026-02-12,2026-11-27,Concluído,Média,fk_invalida:processo_id
3012,1184,Pagamento,2026-11-08,,Aberto,Baixa,fk_invalida:processo_id
3013,1184,Recurso,2025-09-11,,Vencido,Baixa,fk_invalida:processo_id
3019,1186,Manifestação,2026-03-07,2026-06-18,Concluído,Média,fk_invalida:processo_id
3023,1188,Documento,2026-12-12,2026-12-15,Concluído,Baixa,fk_invalida:processo_id
3026,1189,Recurso,2026-08-12,2026-12-05,Concluído,Alta,fk_invalida:processo_id
3032,1192,Recurso,2027-06-04,2027-03-22,Concluído,Baixa,fk_invalida:processo_id
3034,1192,Documento,2026-09-11,2026-10-29,Concluído,Alta,fk_invalida:processo_id
3039,1194,Pagamento,2027-10-02,2027-01-22,Concluído,Média,fk_invalida:processo_id
3040,1194,Recurso,2027-04-07,2027-07-02,Concluído,Média,fk_invalida:processo_id
3043,1195,Contestação,2026-09-12,2026-12-09,Concluído,Alta,fk_invalida:processo_id
3044,1195,Manifestação,2026-03-12,2026-11-18,Concluído,Baixa,fk_invalida:processo_id
3045,1195,Recurso,2027-12-04,2027-04-12,Concluído,Média,fk_invalida:processo_id
3050,1197,Manifestação,2026-01-06,2026-05-19,Concluído,Baixa,fk_invalida:processo_id
3056,1199,Documento,2027-09-01,,Aberto,Alta,fk_invalida:processo_id
3059,1201,Pagamento,2027-02-03,2027-03-11,Concluído,Alta,fk_invalida:processo_id
3061,1201,Manifestação,2026-12-11,2026-10-31,Concluído,Média,fk_invalida:processo_id
3063,1202,Contestação,2026-03-11,2026-10-31,Concluído,Baixa,fk_invalida:processo_id
3064,1202,Pagamento,2026-07-06,2026-06-01,Concluído,Alta,fk_invalida:processo_id
3066,1203,Pagamento,2027-06-01,2027-01-16,Concluído,Alta,fk_invalida:processo_id
3073,1205,Contestação,2026-02-12,2026-12-04,Concluído,Média,fk_invalida:processo_id
3074,1205,Documento,2026-08-11,,Aberto,Média,fk_invalida:processo_id
3075,1205,Recurso,2025-04-12,2025-12-08,Concluído,Alta,fk_invalida:processo_id
3078,1206,Documento,2027-07-03,2027-02-28,Concluído,Baixa,fk_invalida:processo_id
3083,1208,Recurso,2026-01-11,2026-11-02,Concluído,Baixa,fk_invalida:processo_id
3084,1209,Contestação,2026-03-07,2026-06-24,Concluído,Baixa,fk_invalida:processo_id
3085,1209,Documento,2027-03-05,2027-04-20,Concluído,Média,fk_invalida:processo_id
3091,1211,Manifestação,2027-09-02,2027-01-20,Concluído,Baixa,fk_invalida:processo_id
3101,1215,Pagamento,2025-04-11,2025-10-27,Concluído,Alta,fk_invalida:processo_id
3106,1218,Recurso,2027-04-06,2027-05-27,Concluído,Média,fk_invalida:processo_id
3115,1222,Documento,2026-08-11,2026-10-31,Concluído,Baixa,fk_invalida:processo_id
3116,1222,Pagamento,2027-02-03,2027-03-07,Concluído,Baixa,fk_invalida:processo_id
3117,1222,Recurso,2027-10-02,,Aberto,Alta,fk_invalida:processo_id
3122,1224,Contestação,2026-11-12,2026-12-17,Concluído,Alta,fk_invalida:processo_id
3124,1225,Recurso,2026-07-01,2025-12-22,Concluído,Baixa,fk_invalida:processo_id
3126,1225,Contestação,2025-01-12,2025-11-12,Concluído,Alta,fk_invalida:processo_id
3128,1226,Recurso,2026-12-06,2026-06-21,Concluído,Média,fk_invalida:processo_id
3133,1227,Manifestação,2027-09-04,,Aberto,Baixa,fk_invalida:processo_id
3134,1228,Pagamento,2026-04-07,,Aberto,Alta,fk_invalida:processo_id
3135,1228,Documento,2026-08-06,,Vencido,Baixa,fk_invalida:processo_id
3139,1230,Manifestação,2027-09-03,2027-03-10,Concluído,Alta,fk_invalida:processo_id
3140,1231,Pagamento,2027-10-02,2027-01-29,Concluído,Média,fk_invalida:processo_id
3151,1234,Manifestação,2026-09-10,2026-10-15,Concluído,Alta,fk_invalida:processo_id
3152,1234,Manifestação,2027-11-03,,Aberto,Alta,fk_invalida:processo_id
3153,1234,Manifestação,2026-07-06,2026-06-04,Concluído,Baixa,fk_invalida:processo_id
3161,1239,Contestação,2026-12-11,2026-11-15,Concluído,Baixa,fk_invalida:processo_id
3162,1239,Pagamento,2027-06-03,2027-03-14,Concluído,Alta,fk_invalida:processo_id
3169,1243,Recurso,2027-03-04,2027-04-03,Concluído,Alta,fk_invalida:processo_id
3185,1248,Pagamento,2026-10-05,,Vencido,Média,fk_invalida:processo_id
3191,1250,Manifestação,2026-05-02,2026-02-02,Concluído,Baixa,fk_invalida:processo_id
3192,1251,Contestação,2027-01-07,2027-07-03,Concluído,Baixa,fk_invalida:processo_id
3193,1251,Contestação,2027-04-04,2027-03-27,Concluído,Alta,fk_invalida:processo_id
3196,1253,Pagamento,2027-06-07,2027-06-26,Concluído,Baixa,fk_invalida:processo_id
3197,1253,Recurso,2027-04-05,2027-05-10,Concluído,Média,fk_invalida:processo_id
3200,1255,Manifestação,2026-02-02,2026-02-02,Concluído,Alta,fk_invalida:processo_id
3207,1258,Manifestação,2026-03-08,2026-07-27,Concluído,Baixa,fk_invalida:processo_id
3209,1259,Pagamento,2026-07-06,2026-06-06,Concluído,Baixa,fk_invalida:processo_id
3221,1265,Documento,2026-12-01,2026-01-17,Concluído,Baixa,fk_invalida:processo_id
3223,1265,Documento,2025-05-09,2025-09-09,Concluído,Média,fk_invalida:processo_id
3227,1266,Contestação,2026-07-04,2026-03-20,Concluído,Alta,fk_invalida:processo_id
3229,1267,Pagamento,2026-05-04,2026-03-28,Concluído,Baixa,fk_invalida:processo_id
3230,1267,Pagamento,2027-02-05,,Aberto,Alta,fk_invalida:processo_id
3231,1268,Contestação,2026-12-03,2026-03-01,Concluído,Baixa,fk_invalida:processo_id
3235,1269,Manifestação,2027-09-03,2027-03-06,Concluído,Baixa,fk_invalida:processo_id
3240,1272,Contestação,2027-08-05,2027-05-05,Concluído,Alta,fk_invalida:processo_id
3241,1273,Contestação,2025-09-08,,Vencido,Média,fk_invalida:processo_id
3242,1274,Recurso,2027-07-09,2027-09-05,Concluído,Alta,fk_invalida:processo_id
3243,1275,Manifestação,2026-05-09,2026-08-17,Concluído,Alta,fk_invalida:processo_id
3248,1278,Recurso,2027-11-05,2027-05-06,Concluído,Baixa,fk_invalida:processo_id
3250,1279,Contestação,2027-04-06,2027-05-21,Concluído,Média,fk_invalida:processo_id
3265,1283,Recurso,2026-08-10,2026-09-29,Concluído,Baixa,fk_invalida:processo_id
3284,1290,Manifestação,2026-05-09,2026-08-21,Concluído,Alta,fk_invalida:processo_id
3285,1290,Manifestação,2027-10-01,2027-01-05,Concluído,Alta,fk_invalida:processo_id
3293,1292,Recurso,2027-06-03,2027-03-13,Concluído,Alta,fk_invalida:processo_id
3295,1293,Manifestação,2026-09-10,2026-10-19,Concluído,Alta,fk_invalida:processo_id
3298,1294,Documento,2026-06-12,2026-11-23,Concluído,Média,fk_invalida:processo_id
3299,1294,Pagamento,2026-07-04,2026-04-04,Concluído,Média,fk_invalida:processo_id
3304,1296,Manifestação,2026-03-08,2026-08-11,Concluído,Média,fk_invalida:processo_id
3305,1296,Recurso,2027-11-01,2027-01-14,Concluído,Alta,fk_invalida:processo_id
3306,1296,Pagamento,2027-04-05,2027-04-24,Concluído,Alta,fk_invalida:processo_id
3307,1297,Manifestação,2027-07-03,2027-03-03,Concluído,Baixa,fk_invalida:processo_id
3316,1300,Pagamento,2025-03-12,2025-11-23,Concluído,Média,fk_invalida:processo_id
3317,1300,Pagamento,2026-05-06,2026-06-06,Concluído,Média,fk_invalida:processo_id
3321,1301,Manifestação,2027-12-05,,Aberto,Baixa,fk_invalida:processo_id
3326,1302,Contestação,2026-06-06,2026-06-15,Concluído,Alta,fk_invalida:processo_id
3330,1305,Recurso,2027-02-02,2027-02-11,Concluído,Baixa,fk_invalida:processo_id
3331,1305,Documento,2026-07-01,2025-12-19,Concluído,Alta,fk_invalida:processo_id
3338,1309,Documento,2025-08-11,2025-11-15,Concluído,Alta,fk_invalida:processo_id
3339,1309,Manifestação,2026-02-02,2026-02-01,Concluído,Alta,fk_invalida:processo_id
3343,1311,Documento,2027-08-01,,Aberto,Média,fk_invalida:processo_id
3344,1311,Documento,2026-12-08,2026-08-15,Concluído,Alta,fk_invalida:processo_id
3347,1313,Pagamento,2027-04-02,2027-02-01,Concluído,Alta,fk_invalida:processo_id
3348,1313,Pagamento,2027-07-09,2027-09-06,Concluído,Baixa,fk_invalida:processo_id
3352,1314,Manifestação,2026-03-01,2026-01-08,Concluído,Alta,fk_invalida:processo_id
3356,1316,Manifestação,2026-08-09,2026-08-28,Concluído,Alta,fk_invalida:processo_id
3357,1316,Documento,2027-03-04,2027-03-24,Concluído,Baixa,fk_invalida:processo_id
3361,1318,Manifestação,2026-04-09,2026-08-27,Concluído,Média,fk_invalida:processo_id
3362,1318,Pagamento,2026-09-11,2026-11-05,Concluído,Alta,fk_invalida:processo_id
3371,1324,Contestação,2026-05-01,2025-12-17,Concluído,Média,fk_invalida:processo_id
3377,1326,Pagamento,2026-06-05,2026-04-24,Concluído,Alta,fk_invalida:processo_id
3379,1326,Contestação,2026-01-01,2026-01-07,Concluído,Alta,fk_invalida:processo_id
3383,1328,Documento,2026-03-03,2026-02-16,Concluído,Baixa,fk_invalida:processo_id
3388,1330,Documento,2026-02-09,,Aberto,Alta,fk_invalida:processo_id
3389,1330,Recurso,2026-05-01,2025-12-16,Concluído,Alta,fk_invalida:processo_id
3393,1332,Documento,2025-06-12,,Vencido,Baixa,fk_invalida:processo_id
3394,1332,Documento,2026-12-12,2026-12-18,Concluído,Média,fk_invalida:processo_id
3395,1332,Recurso,2026-04-07,2026-06-23,Concluído,Baixa,fk_invalida:processo_id
3396,1333,Pagamento,2027-09-08,2027-08-19,Concluído,Baixa,fk_invalida:processo_id
3397,1333,Documento,2026-03-09,2026-08-24,Concluído,Alta,fk_invalida:processo_id
3398,1334,Manifestação,2027-10-02,,Aberto,Baixa,fk_invalida:processo_id
3399,1334,Documento,2027-05-02,2027-01-22,Concluído,Média,fk_invalida:processo_id
3401,1335,Pagamento,2026-10-06,2026-05-31,Concluído,Média,fk_invalida:processo_id
3403,1336,Manifestação,2027-10-06,2027-06-19,Concluído,Baixa,fk_invalida:processo_id
3409,1338,Documento,2026-07-11,,Aberto,Alta,fk_invalida:processo_id
3410,1339,Contestação,2026-01-02,2026-01-26,Concluído,Baixa,fk_invalida:processo_id
3414,1340,Recurso,2026-12-07,2026-06-30,Concluído,Baixa,fk_invalida:processo_id
3415,1340,Pagamento,2026-04-06,,Vencido,Alta,fk_invalida:processo_id
3416,1341,Recurso,2026-02-05,2026-04-30,Concluído,Alta,fk_invalida:processo_id
3417,1341,Documento,2026-11-07,2026-07-13,Concluído,Alta,fk_invalida:processo_id
3418,1341,Contestação,2026-01-07,2026-07-06,Concluído,Alta,fk_invalida:processo_id
3422,1343,Documento,2025-04-10,2025-10-07,Concluído,Alta,fk_invalida:processo_id
3423,1343,Manifestação,2026-01-08,2026-07-18,Concluído,Baixa,fk_invalida:processo_id
3424,1343,Documento,2026-01-06,2026-05-24,Concluído,Baixa,fk_invalida:processo_id
3425,1343,Pagamento,2026-07-08,2026-07-29,Concluído,Média,fk_invalida:processo_id
3433,1347,Contestação,2026-09-05,2026-05-19,Concluído,Baixa,fk_invalida:processo_id
3438,1349,Pagamento,2026-12-09,2026-09-21,Concluído,Baixa,fk_invalida:processo_id
3439,1349,Contestação,2027-05-05,2027-05-14,Concluído,Média,fk_invalida:processo_id
3445,1351,Recurso,2026-04-12,2026-11-21,Concluído,Alta,fk_invalida:processo_id
3446,1352,Contestação,2026-08-08,2026-07-21,Concluído,Média,fk_invalida:processo_id
3447,1352,Contestação,2026-08-12,,Aberto,Média,fk_invalida:processo_id
3453,1355,Documento,2026-07-06,2026-06-15,Concluído,Alta,fk_invalida:processo_id
3455,1356,Documento,2026-01-09,2026-09-01,Concluído,Alta,fk_invalida:processo_id
3458,1358,Recurso,2026-11-09,2026-08-25,Concluído,Baixa,fk_invalida:processo_id
3459,1358,Contestação,2026-10-05,2026-05-09,Concluído,Baixa,fk_invalida:processo_id
3461,1359,Recurso,2026-01-05,2026-04-28,Concluído,Baixa,fk_invalida:processo_id
3464,1360,Manifestação,2026-09-07,2026-06-21,Concluído,Média,fk_invalida:processo_id
3474,1365,Manifestação,2026-08-08,,Aberto,Média,fk_invalida:processo_id
3476,1367,Manifestação,2026-05-08,2026-08-15,Concluído,Alta,fk_invalida:processo_id
3478,1367,Pagamento,2026-08-05,,Vencido,Média,fk_invalida:processo_id
3480,1368,Pagamento,2027-07-09,2027-09-16,Concluído,Alta,fk_invalida:processo_id
3481,1368,Recurso,2026-06-11,,Aberto,Alta,fk_invalida:processo_id
3482,1368,Manifestação,2027-05-09,2027-09-09,Concluído,Alta,fk_invalida:processo_id
3485,1369,Contestação,2025-01-12,2025-11-13,Concluído,Média,fk_invalida:processo_id
3490,1371,Contestação,2026-10-08,,Aberto,Alta,fk_invalida:processo_id
3500,1375,Contestação,2026-08-10,2026-09-19,Concluído,Média,fk_invalida:processo_id
3509,1378,Pagamento,2026-12-12,2026-12-15,Concluído,Baixa,fk_invalida:processo_id
3514,1380,Documento,2026-05-02,2026-02-06,Concluído,Média,fk_invalida:processo_id
3516,1380,Manifestação,2026-05-03,,Vencido,Alta,fk_invalida:processo_id
3520,1382,Pagamento,2025-06-11,2025-10-31,Concluído,Média,fk_invalida:processo_id
3522,1382,Documento,2027-08-01,,Aberto,Alta,fk_invalida:processo_id
