imposto_id;cliente_id;competencia;tributo;valor_apurado;data_vencimento
3793;317;2025-07;ISS;9192,7;2025-07-24
3794;317;2025-07;ISS;24486,54;2025-08-16
3795;317;2025-08;IRPJ/CSLL;60725,71;2025-09-11
3796;317;2025-09;INSS;46148,96;2025-10-17
3797;317;2025-10;IRPJ/CSLL;63228,39;2025-11-18
3798;317;2025-11;INSS;46970,58;2025-12-16
3799;317;2025-12;ISS;36849,23;2026-01-21
3800;317;2026-01;PIS/COFINS;45811,76;2026-02-14
3801;317;2026-02;ISS;60801,58;2026-03-19
3802;317;2026-03;PIS/COFINS;5184,15;2026-04-21
3803;317;2026-04;INSS;59367,99;2026-05-07
3804;317;2026-05;PIS/COFINS;38607,32;2026-06-06
3805;318;2025-07;PIS/COFINS;23603,05;2025-07-16
3806;318;2025-07;PIS/COFINS;15683,29;2025-08-20
3807;318;2025-08;ISS;38014,26;2025-09-12
3808;318;2025-09;PIS/COFINS;56665,04;2025-10-15
3809;318;2025-10;INSS;12635,8;2025-11-15
3810;318;2025-11;ICMS;1335,11;2025-12-13
3811;318;2025-12;IRPJ/CSLL;32758,49;2026-01-13
3812;318;2026-01;IRPJ/CSLL;5676,48;2026-02-16
3813;318;2026-02;FGTS;37233,65;2026-03-22
3814;318;2026-03;INSS;14108,82;2026-04-22
3815;318;2026-04;ICMS;590,58;2026-05-12
3816;318;2026-05;ICMS;15315,22;2026-06-18
3817;319;2025-07;ICMS;20512,27;2025-07-14
3818;319;2025-07;ICMS;23797,52;2025-08-11
3819;319;2025-08;ISS;22141,95;2025-09-14
3820;319;2025-09;IRPJ/CSLL;38165,81;2025-10-20
3821;319;2025-10;PIS/COFINS;38336,1;2025-11-23
3822;319;2025-11;IRPJ/CSLL;22421,86;2025-12-23
3823;319;2025-12;INSS;9664,48;2026-01-22
3824;319;2026-01;PIS/COFINS;22295,74;2026-02-06
3825;319;2026-02;PIS/COFINS;58081,59;2026-03-15
3826;319;2026-03;ISS;28391,42;2026-04-12
3827;319;2026-04;IRPJ/CSLL;22816,07;2026-05-20
3828;319;2026-05;ICMS;18792,7;2026-06-16
3829;320;2025-07;FGTS;6834,97;2025-07-16
3830;320;2025-07;ISS;19549,7;2025-08-21
3831;320;2025-08;INSS;42735,62;2025-09-10
3832;320;2025-09;ICMS;34134,21;2025-10-14
3833;320;2025-10;INSS;27223,87;2025-11-22
3834;320;2025-11;ISS;45631,04;2025-12-17
3835;320;2025-12;ISS;10464,19;2026-01-21
3836;320;2026-01;IRPJ/CSLL;25362,17;2026-02-13
3837;320;2026-02;FGTS;41577,94;2026-03-15
3838;320;2026-03;IRPJ/CSLL;6776,13;2026-04-14
3839;320;2026-04;INSS;33690,64;2026-05-17
3840;320;2026-05;FGTS;58044,85;2026-06-21
3841;321;2025-07;ICMS;16523,12;2025-07-23
3842;321;2025-07;PIS/COFINS;1636,79;2025-08-19
3843;321;2025-08;PIS/COFINS;40711,36;2025-09-20
3844;321;2025-09;FGTS;54303,68;2025-10-24
3845;321;2025-10;FGTS;53737,44;2025-11-16
3846;321;2025-11;PIS/COFINS;51867,27;2025-12-11
3847;321;2025-12;INSS;30769,61;2026-01-15
3848;321;2026-01;PIS/COFINS;30304,32;2026-02-08
3849;321;2026-02;INSS;40503,56;2026-03-08
3850;321;2026-03;FGTS;11294,98;2026-04-21
3851;321;2026-04;PIS/COFINS;38755,22;2026-05-08
3852;321;2026-05;INSS;42428,13;2026-06-17
3853;322;2025-07;FGTS;56064,61;2025-07-18
3854;322;2025-07;ICMS;51800,02;2025-08-12
3855;322;2025-08;IRPJ/CSLL;2733,26;2025-09-23
3856;322;2025-09;IRPJ/CSLL;50467,3;2025-10-21
3857;322;2025-10;ICMS;13851,2;2025-11-08
3858;322;2025-11;FGTS;50152,02;2025-12-18
3859;322;2025-12;IRPJ/CSLL;32479,5;2026-01-07
3860;322;2026-01;IRPJ/CSLL;23531,45;2026-02-12
3861;322;2026-02;ISS;4459,26;2026-03-19
3862;322;2026-03;ICMS;61325,26;2026-04-16
3863;322;2026-04;PIS/COFINS;22779,97;2026-05-18
3864;322;2026-05;INSS;41600,88;2026-06-19
3865;323;2025-07;INSS;62925,53;2025-07-17
3866;323;2025-07;ICMS;60277,22;2025-08-25
3867;323;2025-08;ICMS;13971,43;2025-09-12
3868;323;2025-09;FGTS;43956,96;2025-10-10
3869;323;2025-10;ISS;18873,73;2025-11-15
3870;323;2025-11;IRPJ/CSLL;30089,65;2025-12-11
3871;323;2025-12;ICMS;19664,74;2026-01-09
3872;323;2026-01;IRPJ/CSLL;18558,35;2026-02-19
3873;323;2026-02;PIS/COFINS;30096,53;2026-03-23
3874;323;2026-03;FGTS;9899,23;2026-04-07
3875;323;2026-04;PIS/COFINS;43668,59;2026-05-22
3876;323;2026-05;INSS;39418,11;2026-06-17
3877;324;2025-07;INSS;33614,95;2025-07-13
3878;324;2025-07;PIS/COFINS;32365,77;2025-08-21
3879;324;2025-08;IRPJ/CSLL;24776,89;2025-09-20
3880;324;2025-09;FGTS;52481,15;2025-10-12
3881;324;2025-10;ICMS;12457,88;2025-11-17
3882;324;2025-11;IRPJ/CSLL;6196,29;2025-12-11
3883;324;2025-12;PIS/COFINS;1055,14;2026-01-09
3884;324;2026-01;ICMS;10960,55;2026-02-17
3885;324;2026-02;INSS;60295,14;2026-03-16
3886;324;2026-03;FGTS;5153,05;2026-04-07
3887;324;2026-04;ICMS;51585,6;2026-05-19
3888;324;2026-05;INSS;15851,77;2026-06-19
3889;325;2025-07;IRPJ/CSLL;16896,04;2025-07-13
3890;325;2025-07;FGTS;27774,86;2025-08-20
3891;325;2025-08;ISS;4183,32;2025-09-14
3892;325;2025-09;ISS;26378,19;2025-10-19
3893;325;2025-10;INSS;10832,57;2025-11-22
3894;325;2025-11;INSS;44435,51;2025-12-21
3895;325;2025-12;FGTS;41557,3;2026-01-17
3896;325;2026-01;FGTS;27707,87;2026-02-17
3897;325;2026-02;INSS;55291,28;2026-03-20
3898;325;2026-03;ISS;50129,5;2026-04-13
3899;325;2026-04;ICMS;29319,19;2026-05-07
3900;325;2026-05;IRPJ/CSLL;57466,0;2026-06-11
3901;326;2025-07;ICMS;12050,64;2025-07-21
3902;326;2025-07;INSS;29298,38;2025-08-24
3903;326;2025-08;INSS;23542,62;2025-09-14
3904;326;2025-09;PIS/COFINS;54955,88;2025-10-20
3905;326;2025-10;PIS/COFINS;46336,57;2025-11-17
3906;326;2025-11;FGTS;15378,53;2025-12-22
3907;326;2025-12;ISS;62033,23;2026-01-20
3908;326;2026-01;ISS;23548,97;2026-02-08
3909;326;2026-02;INSS;6468,2;2026-03-21
3910;326;2026-03;ISS;25670,49;2026-04-20
3911;326;2026-04;FGTS;27417,14;2026-05-08
3912;326;2026-05;FGTS;41518,0;2026-06-14
3913;327;2025-07;INSS;63675,47;2025-07-16
3914;327;2025-07;INSS;62140,87;2025-08-13
3915;327;2025-08;ISS;52012,83;2025-09-12
3916;327;2025-09;PIS/COFINS;28464,52;2025-10-15
3917;327;2025-10;FGTS;24314,06;2025-11-16
3918;327;2025-11;ICMS;36756,8;2025-12-20
3919;327;2025-12;PIS/COFINS;51907,55;2026-01-17
3920;327;2026-01;INSS;36090,41;2026-02-15
3921;327;2026-02;PIS/COFINS;14674,05;2026-03-23
3922;327;2026-03;FGTS;63368,8;2026-04-09
3923;327;2026-04;ICMS;8477,34;2026-05-19
3924;327;2026-05;IRPJ/CSLL;1330,95;2026-06-18
3925;328;2025-07;ISS;46669,78;2025-07-13
3926;328;2025-07;PIS/COFINS;16173,34;2025-08-18
3927;328;2025-08;ISS;48139,93;2025-09-23
3928;328;2025-09;IRPJ/CSLL;33178,61;2025-10-22
3929;328;2025-10;ICMS;6964,42;2025-11-11
3930;328;2025-11;FGTS;23728,32;2025-12-19
3931;328;2025-12;FGTS;61911,25;2026-01-21
3932;328;2026-01;PIS/COFINS;59042,02;2026-02-13
3933;328;2026-02;ISS;23630,38;2026-03-21
3934;328;2026-03;FGTS;52059,11;2026-04-07
3935;328;2026-04;FGTS;3254,33;2026-05-19
3936;328;2026-05;ICMS;44266,79;2026-06-08
3937;329;2025-07;IRPJ/CSLL;55371,48;2025-07-23
3938;329;2025-07;ICMS;24766,44;2025-08-11
3939;329;2025-08;IRPJ/CSLL;2121,32;2025-09-24
3940;329;2025-09;IRPJ/CSLL;35075,45;2025-10-11
3941;329;2025-10;ISS;19115,41;2025-11-12
3942;329;2025-11;ICMS;54599,45;2025-12-15
3943;329;2025-12;FGTS;44154,9;2026-01-16
3944;329;2026-01;PIS/COFINS;13833,87;2026-02-13
3945;329;2026-02;FGTS;42532,78;2026-03-12
3946;329;2026-03;PIS/COFINS;33925,68;2026-04-20
3947;329;2026-04;PIS/COFINS;15547,96;2026-05-19
3948;329;2026-05;INSS;26172,45;2026-06-07
3949;330;2025-07;INSS;49204,6;2025-07-15
3950;330;2025-07;PIS/COFINS;46937,09;2025-08-23
3951;330;2025-08;FGTS;63197,27;2025-09-09
3952;330;2025-09;INSS;43334,95;2025-10-15
3953;330;2025-10;IRPJ/CSLL;22231,51;2025-11-15
3954;330;2025-11;ISS;26469,55;2025-12-17
3955;330;2025-12;INSS;61159,94;2026-01-09
3956;330;2026-01;FGTS;45853,29;2026-02-21
3957;330;2026-02;ICMS;35306,42;2026-03-14
3958;330;2026-03;INSS;29731,85;2026-04-22
3959;330;2026-04;ISS;11615,82;2026-05-10
3960;330;2026-05;ICMS;29574,86;2026-06-21
3961;331;2025-07;ISS;44653,1;2025-07-19
3962;331;2025-07;ICMS;54688,3;2025-08-17
3963;331;2025-08;PIS/COFINS;36172,23;2025-09-19
3964;331;2025-09;INSS;52143,78;2025-10-16
3965;331;2025-10;PIS/COFINS;61635,09;2025-11-20
3966;331;2025-11;IRPJ/CSLL;12240,84;2025-12-17
3967;331;2025-12;INSS;38040,61;2026-01-17
3968;331;2026-01;INSS;52580,32;2026-02-14
3969;331;2026-02;ICMS;52512,09;2026-03-08
3970;331;2026-03;INSS;50849,62;2026-04-19
3971;331;2026-04;ISS;8145,7;2026-05-20
3972;331;2026-05;PIS/COFINS;23704,83;2026-06-12
3973;332;2025-07;ISS;12030,2;2025-07-14
3974;332;2025-07;ISS;58507,72;2025-08-10
3975;332;2025-08;ISS;15952,55;2025-09-10
3976;332;2025-09;ICMS;28901,49;2025-10-17
3977;332;2025-10;PIS/COFINS;57267,57;2025-11-20
3978;332;2025-11;FGTS;27907,9;2025-12-15
3979;332;2025-12;IRPJ/CSLL;6490,73;2026-01-12
3980;332;2026-01;INSS;22146,82;2026-02-15
3981;332;2026-02;INSS;9506,8;2026-03-19
3982;332;2026-03;FGTS;61576,39;2026-04-07
3983;332;2026-04;INSS;16164,03;2026-05-22
3984;332;2026-05;FGTS;4232,06;2026-06-21
3985;333;2025-07;FGTS;6212,86;2025-07-11
3986;333;2025-07;IRPJ/CSLL;16236,01;2025-08-10
3987;333;2025-08;INSS;42271,67;2025-09-19
3988;333;2025-09;IRPJ/CSLL;10493,31;2025-10-15
3989;333;2025-10;PIS/COFINS;50454,66;2025-11-23
3990;333;2025-11;IRPJ/CSLL;51316,2;2025-12-10
3991;333;2025-12;IRPJ/CSLL;62384,91;2026-01-15
3992;333;2026-01;ISS;16719,51;2026-02-08
3993;333;2026-02;PIS/COFINS;52635,22;2026-03-22
3994;333;2026-03;PIS/COFINS;40269,02;2026-04-13
3995;333;2026-04;ICMS;64071,23;2026-05-20
3996;333;2026-05;FGTS;53201,53;2026-06-16
3997;334;2025-07;ISS;42694,02;2025-07-24
3998;334;2025-07;IRPJ/CSLL;63385,82;2025-08-13
3999;334;2025-08;ICMS;28842,68;2025-09-14
4000;334;2025-09;ICMS;3443,73;2025-10-10
4001;334;2025-10;INSS;24108,7;2025-11-16
4002;334;2025-11;ICMS;45743,79;2025-12-17
4003;334;2025-12;ICMS;63026,51;2026-01-20
4004;334;2026-01;ICMS;46897,44;2026-02-17
4005;334;2026-02;FGTS;63131,6;2026-03-08
4006;334;2026-03;FGTS;56498,26;2026-04-17
4007;334;2026-04;ISS;43526,64;2026-05-21
4008;334;2026-05;FGTS;63711,29;2026-06-15
4009;335;2025-07;FGTS;59030,06;2025-07-24
4010;335;2025-07;IRPJ/CSLL;13683,09;2025-08-16
4011;335;2025-08;ISS;14508,64;2025-09-22
4012;335;2025-09;INSS;45739,39;2025-10-15
4013;335;2025-10;IRPJ/CSLL;51810,07;2025-11-11
4014;335;2025-11;IRPJ/CSLL;37578,04;2025-12-23
4015;335;2025-12;FGTS;36944,51;2026-01-14
4016;335;2026-01;PIS/COFINS;51695,43;2026-02-20
4017;335;2026-02;INSS;54008,77;2026-03-11
4018;335;2026-03;IRPJ/CSLL;13756,56;2026-04-21
4019;335;2026-04;INSS;1470,32;2026-05-14
4020;335;2026-05;ICMS;28566,99;2026-06-12
4021;336;2025-07;INSS;22396,34;2025-07-11
4022;336;2025-07;IRPJ/CSLL;53190,39;2025-08-23
4023;336;2025-08;PIS/COFINS;35164,14;2025-09-22
4024;336;2025-09;FGTS;39111,8;2025-10-22
4025;336;2025-10;ICMS;43714,3;2025-11-17
4026;336;2025-11;ICMS;17496,18;2025-12-09
4027;336;2025-12;INSS;34393,64;2026-01-21
4028;336;2026-01;ISS;56302,33;2026-02-08
4029;336;2026-02;PIS/COFINS;46179,83;2026-03-22
4030;336;2026-03;ISS;59520,64;2026-04-22
4031;336;2026-04;ISS;24223,91;2026-05-21
4032;336;2026-05;INSS;20988,3;2026-06-09
4033;337;2025-07;ICMS;4714,97;2025-07-24
4034;337;2025-07;ICMS;49376,66;2025-08-17
4035;337;2025-08;FGTS;37481,98;2025-09-23
4036;337;2025-09;FGTS;50535,22;2025-10-09
4037;337;2025-10;FGTS;57323,09;2025-11-21
4038;337;2025-11;PIS/COFINS;60256,95;2025-12-10
4039;337;2025-12;IRPJ/CSLL;6855,7;2026-01-16
4040;337;2026-01;INSS;20722,72;2026-02-10
4041;337;2026-02;IRPJ/CSLL;1684,96;2026-03-18
4042;337;2026-03;IRPJ/CSLL;16947,31;2026-04-15
4043;337;2026-04;FGTS;48302,33;2026-05-22
4044;337;2026-05;PIS/COFINS;31140,23;2026-06-21
4045;338;2025-07;ISS;32782,58;2025-07-15
4046;338;2025-07;IRPJ/CSLL;30509,0;2025-08-20
4047;338;2025-08;PIS/COFINS;19968,5;2025-09-24
4048;338;2025-09;IRPJ/CSLL;42739,05;2025-10-19
4049;338;2025-10;PIS/COFINS;30265,41;2025-11-20
4050;338;2025-11;PIS/COFINS;26341,43;2025-12-12
4051;338;2025-12;IRPJ/CSLL;41194,77;2026-01-17
4052;338;2026-01;ICMS;26233,6;2026-02-14
4053;338;2026-02;PIS/COFINS;24630,16;2026-03-16
4054;338;2026-03;ISS;22041,21;2026-04-16
4055;338;2026-04;IRPJ/CSLL;32492,56;2026-05-18
4056;338;2026-05;ISS;50012,59;2026-06-10
4057;339;2025-07;ISS;28854,83;2025-07-26
4058;339;2025-07;INSS;7663,22;2025-08-11
4059;339;2025-08;FGTS;59729,47;2025-09-09
4060;339;2025-09;INSS;24413,2;2025-10-18
4061;339;2025-10;PIS/COFINS;35372,52;2025-11-23
4062;339;2025-11;IRPJ/CSLL;3291,74;2025-12-09
4063;339;2025-12;IRPJ/CSLL;61372,27;2026-01-12
4064;339;2026-01;ICMS;49970,16;2026-02-12
4065;339;2026-02;FGTS;32628,23;2026-03-23
4066;339;2026-03;INSS;9128,33;2026-04-09
4067;339;2026-04;FGTS;48643,23;2026-05-09
4068;339;2026-05;PIS/COFINS;64476,47;2026-06-20
4069;340;2025-07;PIS/COFINS;8135,59;2025-07-15
4070;340;2025-07;INSS;15782,22;2025-08-21
4071;340;2025-08;PIS/COFINS;60192,64;2025-09-15
4072;340;2025-09;PIS/COFINS;48681,84;2025-10-23
4073;340;2025-10;PIS/COFINS;37032,52;2025-11-17
4074;340;2025-11;ICMS;46486,07;2025-12-19
4075;340;2025-12;ISS;15762,06;2026-01-17
4076;340;2026-01;ISS;24527,44;2026-02-07
4077;340;2026-02;ISS;28416,05;2026-03-18
4078;340;2026-03;ICMS;34328,35;2026-04-10
4079;340;2026-04;ICMS;29817,16;2026-05-19
4080;340;2026-05;PIS/COFINS;52733,46;2026-06-19
4081;341;2025-07;IRPJ/CSLL;11150,16;2025-07-19
4082;341;2025-07;IRPJ/CSLL;24328,92;2025-08-18
4083;341;2025-08;INSS;10866,24;2025-09-22
4084;341;2025-09;PIS/COFINS;55278,51;2025-10-16
4085;341;2025-10;ICMS;57789,88;2025-11-17
4086;341;2025-11;IRPJ/CSLL;1858,98;2025-12-20
4087;341;2025-12;ISS;17270,63;2026-01-10
4088;341;2026-01;ICMS;55197,13;2026-02-20
4089;341;2026-02;ICMS;48085,08;2026-03-19
4090;341;2026-03;INSS;61385,94;2026-04-18
4091;341;2026-04;IRPJ/CSLL;4487,68;2026-05-07
4092;341;2026-05;ICMS;60723,74;2026-06-20
4093;342;2025-07;ICMS;9624,99;2025-07-21
4094;342;2025-07;INSS;45512,83;2025-08-10
4095;342;2025-08;INSS;24662,64;2025-09-16
4096;342;2025-09;IRPJ/CSLL;27183,81;2025-10-23
4097;342;2025-10;IRPJ/CSLL;24337,2;2025-11-19
4098;342;2025-11;ISS;14363,83;2025-12-16
4099;342;2025-12;ISS;26533,06;2026-01-16
4100;342;2026-01;ISS;5353,27;2026-02-20
4101;342;2026-02;ISS;49793,08;2026-03-22
4102;342;2026-03;IRPJ/CSLL;59920,19;2026-04-19
4103;342;2026-04;ISS;33075,7;2026-05-10
4104;342;2026-05;INSS;30156,29;2026-06-08
4105;343;2025-07;IRPJ/CSLL;64753,2;2025-07-20
4106;343;2025-07;IRPJ/CSLL;54004,38;2025-08-14
4107;343;2025-08;ISS;24251,15;2025-09-18
4108;343;2025-09;ICMS;25863,74;2025-10-15
4109;343;2025-10;IRPJ/CSLL;18538,93;2025-11-19
4110;343;2025-11;INSS;19884,29;2025-12-10
4111;343;2025-12;ICMS;15197,08;2026-01-09
4112;343;2026-01;FGTS;26771,5;2026-02-06
4113;343;2026-02;INSS;64420,44;2026-03-12
4114;343;2026-03;FGTS;41168,5;2026-04-11
4115;343;2026-04;IRPJ/CSLL;37248,81;2026-05-17
4116;343;2026-05;ISS;19929,78;2026-06-10
4117;344;2025-07;INSS;4746,68;2025-07-19
4118;344;2025-07;INSS;16662,86;2025-08-19
4119;344;2025-08;FGTS;12273,17;2025-09-20
4120;344;2025-09;INSS;21906,56;2025-10-18
4121;344;2025-10;ICMS;15799,33;2025-11-11
4122;344;2025-11;ISS;17953,98;2025-12-10
4123;344;2025-12;FGTS;56411,87;2026-01-20
4124;344;2026-01;INSS;34237,14;2026-02-17
4125;344;2026-02;IRPJ/CSLL;57286,19;2026-03-08
4126;344;2026-03;ISS;54390,87;2026-04-07
4127;344;2026-04;ICMS;33112,12;2026-05-20
4128;344;2026-05;ICMS;23387,91;2026-06-16
4129;345;2025-07;ISS;2200,04;2025-07-25
4130;345;2025-07;FGTS;58196,59;2025-08-21
4131;345;2025-08;FGTS;22176,29;2025-09-12
4132;345;2025-09;ISS;9796,53;2025-10-19
4133;345;2025-10;ICMS;18948,57;2025-11-09
4134;345;2025-11;FGTS;31894,34;2025-12-21
4135;345;2025-12;ISS;3376,97;2026-01-10
4136;345;2026-01;ICMS;50318,75;2026-02-09
4137;345;2026-02;INSS;24467,63;2026-03-19
4138;345;2026-03;PIS/COFINS;24156,5;2026-04-19
4139;345;2026-04;INSS;8704,58;2026-05-08
4140;345;2026-05;FGTS;57096,61;2026-06-06
4141;346;2025-07;IRPJ/CSLL;1419,95;2025-07-22
4142;346;2025-07;FGTS;45988,38;2025-08-10
4143;346;2025-08;INSS;59411,25;2025-09-16
4144;346;2025-09;PIS/COFINS;48739,0;2025-10-12
4145;346;2025-10;IRPJ/CSLL;23287,65;2025-11-11
4146;346;2025-11;ICMS;13148,14;2025-12-19
4147;346;2025-12;ICMS;1855,84;2026-01-12
4148;346;2026-01;ISS;9073,98;2026-02-21
4149;346;2026-02;ICMS;36818,63;2026-03-21
4150;346;2026-03;INSS;31411,44;2026-04-09
4151;346;2026-04;ISS;56519,83;2026-05-22
4152;346;2026-05;ISS;31517,68;2026-06-13
4153;347;2025-07;ICMS;61773,05;2025-07-22
4154;347;2025-07;IRPJ/CSLL;55865,79;2025-08-22
4155;347;2025-08;ICMS;64989,97;2025-09-09
4156;347;2025-09;IRPJ/CSLL;19633,12;2025-10-18
4157;347;2025-10;INSS;24744,99;2025-11-20
4158;347;2025-11;IRPJ/CSLL;30797,29;2025-12-17
4159;347;2025-12;IRPJ/CSLL;55401,08;2026-01-07
4160;347;2026-01;INSS;64366,75;2026-02-19
4161;347;2026-02;ISS;26454,52;2026-03-19
4162;347;2026-03;ISS;9632,81;2026-04-11
4163;347;2026-04;IRPJ/CSLL;5993,27;2026-05-08
4164;347;2026-05;ICMS;29101,73;2026-06-11
4165;348;2025-07;ICMS;39612,59;2025-07-21
4166;348;2025-07;PIS/COFINS;21899,99;2025-08-22
4167;348;2025-08;ICMS;39406,57;2025-09-19
4168;348;2025-09;INSS;11420,26;2025-10-13
4169;348;2025-10;FGTS;49200,93;2025-11-14
4170;348;2025-11;ICMS;63174,43;2025-12-16
4171;348;2025-12;PIS/COFINS;44810,7;2026-01-13
4172;348;2026-01;FGTS;10388,8;2026-02-10
4173;348;2026-02;ISS;1149,56;2026-03-15
4174;348;2026-03;INSS;46367,27;2026-04-13
4175;348;2026-04;PIS/COFINS;54744,37;2026-05-21
4176;348;2026-05;ISS;57656,19;2026-06-21
4177;349;2025-07;PIS/COFINS;30252,32;2025-07-21
4178;349;2025-07;ISS;37644,16;2025-08-10
4179;349;2025-08;INSS;21579,52;2025-09-24
4180;349;2025-09;IRPJ/CSLL;40898,88;2025-10-14
4181;349;2025-10;INSS;35311,34;2025-11-19
4182;349;2025-11;IRPJ/CSLL;42154,06;2025-12-16
4183;349;2025-12;INSS;58717,62;2026-01-12
4184;349;2026-01;ICMS;6704,64;2026-02-15
4185;349;2026-02;ICMS;8609,08;2026-03-08
4186;349;2026-03;PIS/COFINS;17717,86;2026-04-19
4187;349;2026-04;IRPJ/CSLL;34553,8;2026-05-18
4188;349;2026-05;PIS/COFINS;2164,58;2026-06-08
4189;350;2025-07;FGTS;42880,5;2025-07-17
4190;350;2025-07;ISS;4590,31;2025-08-18
4191;350;2025-08;ICMS;34274,84;2025-09-09
4192;350;2025-09;IRPJ/CSLL;53025,6;2025-10-12
4193;350;2025-10;IRPJ/CSLL;43913,35;2025-11-10
4194;350;2025-11;IRPJ/CSLL;12315,56;2025-12-19
4195;350;2025-12;FGTS;36861,09;2026-01-14
4196;350;2026-01;ISS;21724,24;2026-02-13
4197;350;2026-02;INSS;55722,24;2026-03-18
4198;350;2026-03;PIS/COFINS;63949,7;2026-04-14
4199;350;2026-04;ICMS;28432,64;2026-05-09
4200;350;2026-05;ISS;15559,72;2026-06-20
4201;351;2025-07;INSS;63004,35;2025-07-18
4202;351;2025-07;ISS;21130,88;2025-08-20
4203;351;2025-08;FGTS;22930,49;2025-09-11
4204;351;2025-09;ISS;32029,08;2025-10-13
4205;351;2025-10;FGTS;12299,27;2025-11-17
4206;351;2025-11;ICMS;43925,19;2025-12-18
4207;351;2025-12;ICMS;38241,2;2026-01-08
4208;351;2026-01;IRPJ/CSLL;1141,01;2026-02-07
4209;351;2026-02;IRPJ/CSLL;27865,95;2026-03-21
4210;351;2026-03;IRPJ/CSLL;12619,71;2026-04-09
4211;351;2026-04;PIS/COFINS;47082,56;2026-05-16
4212;351;2026-05;ISS;31294,64;2026-06-07
4213;352;2025-07;IRPJ/CSLL;43658,85;2025-07-17
4214;352;2025-07;PIS/COFINS;958,97;2025-08-19
4215;352;2025-08;INSS;2719,95;2025-09-18
4216;352;2025-09;PIS/COFINS;15852,76;2025-10-09
4217;352;2025-10;INSS;60213,19;2025-11-18
4218;352;2025-11;ICMS;38988,24;2025-12-23
4219;352;2025-12;PIS/COFINS;61068,47;2026-01-07
4220;352;2026-01;PIS/COFINS;6215,77;2026-02-14
4221;352;2026-02;ISS;24329,86;2026-03-15
4222;352;2026-03;INSS;64642,69;2026-04-13
4223;352;2026-04;FGTS;40848,18;2026-05-16
4224;352;2026-05;INSS;23990,77;2026-06-17
4225;353;2025-07;INSS;35644,09;2025-07-25
4226;353;2025-07;FGTS;21577,78;2025-08-25
4227;353;2025-08;FGTS;55259,46;2025-09-10
4228;353;2025-09;INSS;49069,49;2025-10-10
4229;353;2025-10;PIS/COFINS;17665,4;2025-11-22
4230;353;2025-11;FGTS;54304,9;2025-12-16
4231;353;2025-12;INSS;30728,8;2026-01-19
4232;353;2026-01;PIS/COFINS;60123,6;2026-02-08
4233;353;2026-02;ICMS;4086,98;2026-03-23
4234;353;2026-03;IRPJ/CSLL;21193,6;2026-04-10
4235;353;2026-04;INSS;10771,94;2026-05-19
4236;353;2026-05;ISS;11106,55;2026-06-09
4237;354;2025-07;INSS;12511,08;2025-07-14
4238;354;2025-07;ICMS;56929,55;2025-08-15
4239;354;2025-08;ICMS;54573,47;2025-09-17
4240;354;2025-09;IRPJ/CSLL;35109,8;2025-10-09
4241;354;2025-10;ICMS;18761,18;2025-11-23
4242;354;2025-11;ISS;45666,85;2025-12-15
4243;354;2025-12;ISS;54610,2;2026-01-14
4244;354;2026-01;ICMS;24552,0;2026-02-12
4245;354;2026-02;IRPJ/CSLL;27435,32;2026-03-14
4246;354;2026-03;FGTS;37346,1;2026-04-17
4247;354;2026-04;ISS;30272,4;2026-05-09
4248;354;2026-05;ICMS;52043,73;2026-06-08
4249;355;2025-07;INSS;46078,82;2025-07-15
4250;355;2025-07;ICMS;43223,96;2025-08-25
4251;355;2025-08;ICMS;39060,39;2025-09-14
4252;355;2025-09;ICMS;28273,4;2025-10-23
4253;355;2025-10;ISS;45323,57;2025-11-19
4254;355;2025-11;ISS;32093,22;2025-12-15
4255;355;2025-12;ICMS;57130,09;2026-01-14
4256;355;2026-01;INSS;7775,36;2026-02-06
4257;355;2026-02;FGTS;13382,11;2026-03-15
4258;355;2026-03;FGTS;7715,62;2026-04-18
4259;355;2026-04;ISS;45335,36;2026-05-13
4260;355;2026-05;ISS;8545,93;2026-06-20
4261;356;2025-07;FGTS;13387,99;2025-07-16
4262;356;2025-07;FGTS;32728,37;2025-08-10
4263;356;2025-08;ISS;44324,93;2025-09-19
4264;356;2025-09;IRPJ/CSLL;28161,37;2025-10-13
4265;356;2025-10;ISS;19508,16;2025-11-13
4266;356;2025-11;ICMS;16376,03;2025-12-19
4267;356;2025-12;ICMS;2380,2;2026-01-16
4268;356;2026-01;PIS/COFINS;10062,09;2026-02-12
4269;356;2026-02;PIS/COFINS;19886,56;2026-03-16
4270;356;2026-03;ISS;12705,69;2026-04-11
4271;356;2026-04;ICMS;56095,93;2026-05-10
4272;356;2026-05;INSS;49391,68;2026-06-13
4273;357;2025-07;PIS/COFINS;9545,9;2025-07-26
4274;357;2025-07;INSS;64639,69;2025-08-15
4275;357;2025-08;FGTS;28599,9;2025-09-10
4276;357;2025-09;ISS;50856,47;2025-10-20
4277;357;2025-10;PIS/COFINS;52056,03;2025-11-22
4278;357;2025-11;IRPJ/CSLL;1792,97;2025-12-23
4279;357;2025-12;PIS/COFINS;20439,83;2026-01-14
4280;357;2026-01;INSS;52639,82;2026-02-13
4281;357;2026-02;INSS;60853,25;2026-03-21
4282;357;2026-03;ICMS;40170,22;2026-04-20
4283;357;2026-04;ICMS;59126,78;2026-05-20
4284;357;2026-05;IRPJ/CSLL;9369,46;2026-06-21
4285;358;2025-07;FGTS;45315,6;2025-07-13
4286;358;2025-07;ICMS;39617,16;2025-08-20
