mensuracao_id,projeto_id,competencia,valor_realizado,saving_validado,status
MN04202,CS00619,2024-12-01,1862.53,2711.8,Validado
MN04203,CS02489,2025-10-01,8757.97,1154.95,Validado
MN04204,CS02388,2024-12-01,2544.31,857.76,Validado
MN04205,CS01444,2025-11-01,1001.26,3834.24,Validado
MN04206,CS02856,2025-05-01,1844.93,1635.26,Validado
MN04207,CS00505,2026-06-01,3538.13,1383.95,Validado
MN04208,CS01423,2024-01-01,3899.68,2059.18,Validado
MN04209,CS02618,2024-02-01,6575.54,3195.07,Validado
MN04210,CS00413,2025-02-01,1893.74,550.58,Validado
MN04211,CS02943,2026-04-01,16178.41,1151.4,Validado
MN04212,CS00013,2024-05-01,3224.34,2794.42,Validado
MN04213,CS00032,2025-11-01,800.41,303.8,Validado
MN04214,CS01823,2024-01-01,3800.06,1061.93,Validado
MN04215,CS00573,2024-04-01,8663.12,1104.93,Validado
MN04216,CS02779,2024-11-01,5024.14,780.17,Validado
MN04217,CS02582,2026-06-01,5785.74,680.42,Pendente
MN04218,CS01146,2024-07-01,4345.65,408.04,Validado
MN04219,CS03429,2024-04-01,2382.37,478.27,Pendente
MN04220,CS03715,2024-09-01,2069.63,2891.28,Validado
MN04221,CS00582,2026-03-01,2681.04,782.14,Validado
MN04222,CS02487,2026-03-01,19625.66,1803.79,Validado
MN04223,CS03425,2026-03-01,5719.82,798.03,Pendente
MN04224,CS01352,2024-08-01,14161.81,1803.17,Validado
MN04225,CS02518,2024-03-01,16075.16,870.91,Validado
MN04226,CS01103,2026-04-01,4864.51,3630.39,Validado
MN04227,CS03471,2026-02-01,3043.43,572.19,Validado
MN04228,CS00734,2026-04-01,3271.34,567.01,Validado
MN04229,CS01470,2025-07-01,13894.09,165.52,Validado
MN04230,CS00010,2025-05-01,22448.4,1043.31,Validado
MN04231,CS02221,2025-06-01,15094.52,1306.84,Validado
MN04232,CS01686,2024-05-01,939.5,1036.47,Validado
MN04233,CS02579,2025-04-01,7625.37,349.08,Validado
MN04234,CS00173,2025-06-01,1722.42,1959.18,Validado
MN04235,CS03385,2024-03-01,2314.05,1450.81,Validado
MN04236,CS01779,2024-08-01,4388.51,2309.26,Validado
MN04237,CS02770,2024-11-01,11475.99,3079.06,Rejeitado
MN04238,CS03335,2024-10-01,5546.83,353.99,Validado
MN04239,CS00333,2026-03-01,1992.13,1632.48,Validado
MN04240,CS00051,2024-08-01,11676.99,1267.63,Validado
MN04241,CS00652,2024-06-01,3535.06,971.56,Validado
MN04242,CS01144,2024-07-01,14440.68,629.43,Validado
MN04243,CS03307,2025-08-01,7790.64,5820.69,Validado
MN04244,CS00167,2026-05-01,8181.99,480.6,Validado
MN04245,CS00083,2024-04-01,10845.25,1691.86,Pendente
MN04246,CS00883,2024-12-01,3099.59,2954.25,Validado
MN04247,CS01320,2024-01-01,2642.94,3451.03,Pendente
MN04248,CS03138,2026-04-01,4159.88,180.94,Pendente
MN04249,CS00681,2024-05-01,18072.19,1983.97,Rejeitado
MN04250,CS03314,2024-12-01,9415.42,889.79,Rejeitado
MN04251,CS03419,2025-11-01,6291.56,1151.28,Validado
MN04252,CS01004,2025-12-01,3152.47,1744.8,Rejeitado
MN04253,CS03183,2026-01-01,15170.82,491.88,Pendente
MN04254,CS02469,2024-05-01,1975.3,758.67,Rejeitado
MN04255,CS02379,2024-05-01,4816.58,212.4,Pendente
MN04256,CS02222,2024-09-01,4726.02,1445.4,Validado
MN04257,CS03412,2024-08-01,10345.85,2736.0,Validado
MN04258,CS01818,2024-06-01,4868.26,1081.01,Validado
MN04259,CS01989,2024-02-01,1265.41,564.41,Validado
MN04260,CS00321,2025-04-01,1589.81,606.88,Validado
MN04261,CS02117,2025-03-01,721.11,508.95,Validado
MN04262,CS01313,2025-10-01,19028.8,287.43,Rejeitado
MN04263,CS00801,2025-04-01,12734.6,1539.23,Validado
MN04264,CS01637,2025-05-01,3639.13,354.9,Validado
MN04265,CS00680,2025-10-01,3306.06,391.15,Validado
MN04266,CS00792,2025-11-01,10177.01,110.05,Validado
MN04267,CS00841,2026-05-01,11128.23,693.6,Pendente
MN04268,CS02757,2026-06-01,2494.92,2775.04,Validado
MN04269,CS02184,2026-06-01,10982.66,448.28,Validado
MN04270,CS03631,2025-12-01,7574.61,259.25,Validado
MN04271,CS02066,2026-04-01,4160.03,2743.06,Validado
MN04272,CS01276,2025-03-01,2794.78,1283.27,Validado
MN04273,CS02595,2025-01-01,8058.18,244.08,Validado
MN04274,CS02521,2026-07-01,5825.68,912.24,Pendente
MN04275,CS03302,2026-05-01,16954.76,2157.98,Validado
MN04276,CS00207,2025-07-01,1232.5,811.33,Validado
MN04277,CS03225,2024-09-01,8067.84,876.57,Validado
MN04278,CS02275,2025-08-01,12595.69,2018.38,Validado
MN04279,CS02645,2026-05-01,35071.95,293.5,Validado
MN04280,CS01494,2025-12-01,6535.28,778.88,Validado
MN04281,CS01140,2024-03-01,6962.67,1679.14,Pendente
MN04282,CS02383,2024-04-01,7570.16,246.33,Validado
MN04283,CS03100,2026-03-01,7290.22,1169.48,Validado
MN04284,CS02539,2025-01-01,3721.17,1419.59,Validado
MN04285,CS02136,2026-06-01,5477.24,1359.64,Validado
MN04286,CS01517,2025-01-01,3023.39,1737.93,Validado
MN04287,CS01914,2025-01-01,4727.62,788.76,Validado
MN04288,CS02797,2025-05-01,989.54,849.95,Validado
MN04289,CS00728,2025-02-01,3645.49,545.77,Validado
MN04290,CS02005,2025-01-01,11884.34,1476.39,Validado
MN04291,CS01483,2025-10-01,3104.51,219.71,Validado
MN04292,CS03362,2024-07-01,8088.96,261.84,Validado
MN04293,CS01315,2026-07-01,5270.56,926.64,Validado
MN04294,CS03747,2024-01-01,5285.82,844.79,Validado
MN04295,CS00965,2024-04-01,1834.84,1374.17,Validado
MN04296,CS03769,2024-10-01,7392.97,507.23,Validado
MN04297,CS03502,2025-03-01,14552.93,359.4,Validado
MN04298,CS03736,2026-02-01,2507.12,410.74,Validado
MN04299,CS03453,2026-04-01,7395.28,531.71,Validado
MN04300,CS01032,2024-01-01,9173.0,641.21,Validado
MN04301,CS00620,2026-02-01,11251.53,303.55,Validado
MN04302,CS03692,2024-11-01,2374.59,869.23,Validado
MN04303,CS03090,2025-11-01,7066.91,1919.12,Validado
MN04304,CS03194,2026-05-01,4053.49,1440.51,Validado
MN04305,CS00559,2025-06-01,4921.87,1411.06,Validado
MN04306,CS00252,2024-06-01,2603.35,795.08,Validado
MN04307,CS02319,2025-07-01,23937.33,413.98,Pendente
MN04308,CS02077,2024-02-01,10517.16,3857.19,Pendente
MN04309,CS02418,2025-07-01,6140.97,1372.96,Validado
MN04310,CS01224,2026-05-01,9839.95,965.38,Validado
MN04311,CS01187,2024-03-01,1388.7,413.72,Validado
MN04312,CS01351,2024-11-01,10040.72,134.69,Validado
MN04313,CS00917,2026-03-01,22571.93,159.12,Validado
MN04314,CS02636,2024-04-01,478.26,334.54,Pendente
MN04315,CS03153,2026-05-01,6118.3,4492.66,Validado
MN04316,CS02824,2024-03-01,3619.29,2010.21,Validado
MN04317,CS02143,2024-10-01,3695.87,5709.69,Validado
MN04318,CS01230,2025-08-01,679.84,418.82,Rejeitado
MN04319,CS00809,2026-05-01,1560.96,522.38,Validado
MN04320,CS00028,2026-07-01,1878.14,579.61,Validado
MN04321,CS01365,2026-07-01,6888.61,723.13,Validado
MN04322,CS00973,2025-02-01,2998.42,1112.28,Validado
MN04323,CS02998,2024-02-01,2648.83,889.38,Validado
MN04324,CS02429,2026-05-01,12939.25,552.69,Validado
MN04325,CS02898,2025-09-01,4787.5,591.87,Validado
MN04326,CS01974,2024-08-01,12830.15,658.84,Validado
MN04327,CS01321,2025-07-01,5880.3,2183.19,Validado
MN04328,CS03457,2026-02-01,7283.11,342.26,Validado
MN04329,CS03503,2026-06-01,3454.69,552.89,Validado
MN04330,CS00106,2026-04-01,7752.54,577.04,Validado
MN04331,CS00169,2024-05-01,3800.73,884.16,Validado
MN04332,CS01904,2025-01-01,11867.41,229.41,Rejeitado
MN04333,CS00845,2024-11-01,9806.59,409.31,Validado
MN04334,CS01077,2025-02-01,10883.52,682.15,Pendente
MN04335,CS01426,2025-09-01,2354.37,731.23,Validado
MN04336,CS01124,2025-04-01,2537.52,1462.75,Pendente
MN04337,CS03761,2024-06-01,10021.63,1153.35,Validado
MN04338,CS00483,2026-01-01,16167.14,504.68,Pendente
MN04339,CS01635,2026-03-01,1986.9,278.27,Validado
MN04340,CS02217,2025-04-01,2376.2,1692.49,Validado
MN04341,CS02686,2025-03-01,7797.88,365.79,Validado
MN04342,CS01124,2024-04-01,3286.76,628.73,Validado
MN04343,CS02757,2024-10-01,33634.37,872.75,Validado
MN04344,CS02189,2024-11-01,5416.73,1187.34,Pendente
MN04345,CS00424,2026-07-01,12402.82,371.37,Validado
MN04346,CS01825,2025-01-01,5148.47,1164.76,Validado
MN04347,CS00498,2025-04-01,4960.21,844.58,Validado
MN04348,CS02722,2024-10-01,4110.87,546.3,Validado
MN04349,CS03289,2025-04-01,1463.53,1478.57,Validado
MN04350,CS00670,2025-05-01,2153.46,1448.67,Validado
MN04351,CS01201,2025-05-01,2550.92,3400.67,Validado
MN04352,CS01781,2025-11-01,6918.78,2439.08,Pendente
MN04353,CS00431,2026-06-01,9546.13,736.66,Validado
MN04354,CS01257,2024-04-01,4462.07,1148.7,Validado
MN04355,CS00095,2025-03-01,3101.52,946.17,Validado
MN04356,CS02208,2024-04-01,3655.57,4470.61,Validado
MN04357,CS02733,2024-11-01,4510.64,2223.4,Validado
MN04358,CS01542,2026-04-01,1926.65,314.1,Validado
MN04359,CS01920,2025-04-01,3947.95,1486.62,Validado
MN04360,CS00322,2024-01-01,4916.84,515.32,Validado
MN04361,CS00881,2026-04-01,2917.39,208.21,Pendente
MN04362,CS00612,2024-12-01,5883.47,3325.1,Validado
MN04363,CS03726,2024-12-01,1146.63,430.05,Validado
MN04364,CS02907,2024-12-01,5458.52,2155.45,Validado
MN04365,CS01483,2024-05-01,363.72,1047.99,Validado
MN04366,CS01783,2026-04-01,11871.81,512.53,Validado
MN04367,CS01548,2024-06-01,2511.51,1066.97,Validado
MN04368,CS03068,2024-04-01,2686.78,2504.11,Rejeitado
MN04369,CS03337,2024-01-01,2208.84,1173.87,Validado
MN04370,CS01428,2025-07-01,630.39,962.2,Validado
MN04371,CS03107,2024-10-01,12332.96,718.15,Validado
MN04372,CS00800,2024-10-01,5131.52,108.13,Pendente
MN04373,CS03229,2026-05-01,5877.51,1063.87,Validado
MN04374,CS03516,2026-01-01,4020.73,1613.78,Validado
MN04375,CS03710,2024-09-01,3429.26,814.78,Validado
MN04376,CS00903,2026-04-01,24722.16,157.79,Validado
MN04377,CS02198,2026-06-01,1916.32,444.61,Validado
MN04378,CS01198,2026-02-01,11852.11,2810.58,Validado
MN04379,CS01901,2025-12-01,21740.05,1312.64,Validado
MN04380,CS02823,2025-07-01,3871.82,1355.65,Rejeitado
MN04381,CS00648,2026-05-01,8136.85,273.79,Validado
MN04382,CS03718,2026-04-01,4866.09,1923.71,Validado
MN04383,CS02358,2024-12-01,54236.85,4940.14,Validado
MN04384,CS02305,2024-12-01,4571.31,840.46,Validado
MN04385,CS03630,2024-01-01,10455.42,191.84,Validado
MN04386,CS00207,2024-08-01,9661.0,337.55,Validado
MN04387,CS03614,2024-12-01,4609.83,659.89,Validado
MN04388,CS02039,2024-08-01,2118.16,2862.98,Validado
MN04389,CS03680,2024-02-01,15205.95,1340.64,Pendente
MN04390,CS01105,2026-02-01,12733.88,932.1,Validado
MN04391,CS00122,2024-02-01,3481.39,1076.98,Validado
MN04392,CS02250,2025-06-01,16529.89,2081.84,Validado
MN04393,CS00523,2024-02-01,1652.93,667.03,Validado
MN04394,CS00091,2024-02-01,3166.94,498.26,Validado
MN04395,CS03173,2026-06-01,1086.96,4870.87,Pendente
MN04396,CS02926,2024-08-01,1707.43,6843.67,Pendente
MN04397,CS03407,2024-12-01,8343.45,1377.22,Validado
MN04398,CS01084,2025-02-01,3589.94,769.48,Validado
MN04399,CS01660,2026-03-01,2005.24,451.18,Validado
MN04400,CS02883,2025-03-01,5700.28,107.33,Validado
MN04401,CS01035,2024-03-01,3713.91,232.54,Validado
MN04402,CS01224,2025-08-01,696.48,1423.77,Validado
MN04403,CS00322,2025-12-01,2864.48,396.73,Validado
MN04404,CS03043,2024-09-01,2731.92,202.03,Pendente
MN04405,CS03500,2026-03-01,2291.43,289.69,Validado
MN04406,CS01680,2026-05-01,1488.42,240.82,Validado
MN04407,CS02827,2026-06-01,2966.74,4273.15,Validado
MN04408,CS02924,2024-12-01,7866.67,1367.2,Validado
MN04409,CS01179,2024-07-01,11611.23,396.34,Validado
MN04410,CS03305,2024-02-01,5722.62,2453.93,Validado
MN04411,CS03547,2026-07-01,1212.2,410.63,Validado
MN04412,CS03542,2026-01-01,6202.82,2119.85,Validado
MN04413,CS01916,2025-02-01,1666.35,940.67,Validado
MN04414,CS02689,2024-09-01,2255.5,812.25,Validado
MN04415,CS00670,2026-03-01,3970.71,1981.95,Validado
MN04416,CS00956,2024-05-01,7968.59,704.63,Validado
MN04417,CS02223,2024-09-01,1202.98,1279.67,Validado
MN04418,CS03540,2025-05-01,2307.3,2137.95,Validado
MN04419,CS02945,2025-03-01,4847.61,234.1,Validado
MN04420,CS00212,2024-03-01,2351.72,2112.26,Validado
MN04421,CS01792,2026-02-01,3003.68,5806.74,Validado
MN04422,CS03510,2025-10-01,6106.52,1307.39,Validado
MN04423,CS00446,2024-07-01,2084.55,1023.05,Pendente
MN04424,CS02460,2026-03-01,4312.72,614.53,Validado
MN04425,CS00488,2025-05-01,2794.55,1350.84,Validado
MN04426,CS00310,2024-10-01,1554.94,747.22,Validado
MN04427,CS01310,2025-06-01,5773.46,4367.71,Validado
MN04428,CS03046,2025-05-01,2018.56,2487.21,Validado
MN04429,CS00246,2025-05-01,7512.1,9855.64,Validado
MN04430,CS00683,2025-10-01,3292.96,173.92,Pendente
MN04431,CS02966,2025-11-01,4539.99,289.54,Validado
MN04432,CS00863,2026-01-01,1272.52,262.34,Validado
MN04433,CS00045,2026-06-01,67026.47,528.92,Pendente
MN04434,CS03588,2026-06-01,3403.41,101.92,Validado
MN04435,CS02142,2026-03-01,10568.81,2606.96,Rejeitado
MN04436,CS01697,2025-10-01,4634.8,1342.7,Validado
MN04437,CS03035,2025-09-01,5715.22,874.7,Validado
MN04438,CS02742,2025-05-01,7676.48,635.58,Validado
MN04439,CS03088,2026-03-01,2157.24,2549.69,Pendente
MN04440,CS02859,2024-12-01,6390.44,3821.89,Pendente
MN04441,CS01701,2024-07-01,3000.02,3863.52,Validado
MN04442,CS01061,2025-06-01,3139.2,2547.22,Validado
MN04443,CS01468,2025-04-01,4092.45,4338.28,Validado
MN04444,CS02310,2026-07-01,59094.56,646.94,Validado
MN04445,CS03051,2024-02-01,1241.08,1202.47,Validado
MN04446,CS00539,2026-06-01,3202.08,403.75,Validado
MN04447,CS02548,2024-03-01,4016.97,514.65,Validado
MN04448,CS00630,2025-01-01,1107.4,548.66,Rejeitado
MN04449,CS02646,2025-06-01,745.69,386.95,Validado
MN04450,CS00945,2026-07-01,6900.65,2221.18,Validado
MN04451,CS01261,2024-12-01,1896.72,1370.36,Pendente
MN04452,CS02948,2025-01-01,6478.38,820.98,Pendente
MN04453,CS00820,2025-05-01,5722.74,398.98,Validado
MN04454,CS01966,2024-07-01,8508.83,659.45,Validado
MN04455,CS02010,2025-02-01,10807.37,1444.2,Validado
MN04456,CS03444,2025-12-01,6180.64,915.7,Validado
MN04457,CS01859,2024-04-01,2502.26,448.57,Pendente
MN04458,CS02828,2026-04-01,19962.09,1261.7,Pendente
MN04459,CS01930,2026-05-01,2223.09,416.32,Validado
MN04460,CS00166,2026-03-01,6237.62,1183.74,Validado
MN04461,CS03123,2025-10-01,2839.62,1215.5,Validado
MN04462,CS01286,2024-08-01,2083.69,143.88,Validado
MN04463,CS02750,2024-09-01,2144.97,3723.2,Validado
MN04464,CS01943,2025-10-01,6871.16,1909.67,Validado
MN04465,CS01636,2024-04-01,3862.67,2523.22,Validado
MN04466,CS01312,2026-03-01,7208.89,2632.28,Validado
MN04467,CS00882,2024-01-01,1478.59,264.13,Validado
MN04468,CS01818,2026-04-01,5440.9,137.64,Pendente
MN04469,CS00934,2024-07-01,7022.98,3653.97,Validado
MN04470,CS01902,2025-08-01,1738.5,3102.55,Rejeitado
MN04471,CS00391,2024-02-01,8013.91,822.49,Validado
MN04472,CS00955,2025-10-01,3524.57,80.26,Validado
MN04473,CS03322,2024-03-01,1535.65,1402.08,Validado
MN04474,CS00648,2025-07-01,2980.01,1276.12,Validado
MN04475,CS01555,2026-01-01,2867.86,461.43,Validado
MN04476,CS03224,2026-03-01,650.83,3175.82,Validado
MN04477,CS00479,2026-03-01,8078.24,4333.18,Pendente
MN04478,CS00886,2025-10-01,1773.55,615.94,Validado
MN04479,CS00371,2025-04-01,16121.29,752.27,Validado
MN04480,CS01016,2025-08-01,8071.37,711.43,Validado
MN04481,CS00614,2026-06-01,5637.64,2006.61,Validado
MN04482,CS03159,2024-07-01,1925.51,1467.49,Validado
MN04483,CS02580,2025-01-01,18301.55,1162.88,Validado
MN04484,CS01101,2026-07-01,5940.27,31374.46,Validado
MN04485,CS02143,2024-07-01,16381.77,901.28,Validado
MN04486,CS00914,2024-04-01,734.53,129.82,Validado
MN04487,CS02712,2024-05-01,6558.9,1697.43,Validado
MN04488,CS02801,2025-09-01,3003.61,1195.99,Validado
MN04489,CS03074,2025-03-01,6508.85,378.3,Validado
MN04490,CS03223,2026-06-01,820.85,380.58,Validado
MN04491,CS02629,2024-08-01,1312.01,44.84,Pendente
MN04492,CS00741,2026-07-01,3980.68,602.88,Validado
MN04493,CS01896,2026-05-01,4490.13,1295.04,Validado
MN04494,CS01628,2025-03-01,11183.54,1350.13,Validado
MN04495,CS01797,2026-04-01,4476.94,472.4,Validado
MN04496,CS03119,2026-02-01,8822.82,2132.54,Validado
MN04497,CS03755,2025-11-01,3456.56,1097.75,Validado
MN04498,CS03262,2024-06-01,2262.48,1439.97,Validado
MN04499,CS03328,2025-07-01,1998.41,1356.77,Validado
MN04500,CS03556,2026-02-01,6693.64,1430.37,Validado
MN04501,CS00448,2024-04-01,825.09,425.28,Validado
MN04502,CS00704,2024-01-01,720.5,538.95,Validado
MN04503,CS02681,2024-10-01,10352.07,1614.52,Validado
MN04504,CS03241,2025-04-01,826.77,862.29,Validado
MN04505,CS02185,2026-01-01,3010.52,1018.64,Validado
MN04506,CS02700,2024-10-01,4539.62,1672.83,Validado
MN04507,CS03621,2024-03-01,6352.93,1034.64,Validado
MN04508,CS01898,2024-04-01,15128.85,176.13,Validado
MN04509,CS03365,2025-04-01,14848.23,3172.07,Pendente
MN04510,CS03636,2025-04-01,6710.93,458.12,Validado
MN04511,CS01286,2025-01-01,3365.95,614.94,Validado
MN04512,CS01000,2025-09-01,3715.38,1097.85,Validado
MN04513,CS01761,2024-07-01,1176.11,1062.83,Validado
MN04514,CS01651,2024-03-01,5469.56,830.07,Validado
MN04515,CS03256,2024-09-01,3186.64,3656.19,Validado
MN04516,CS02725,2024-10-01,1113.13,404.41,Validado
MN04517,CS03116,2024-05-01,7559.07,838.63,Rejeitado
MN04518,CS01290,2024-09-01,1530.21,6345.14,Validado
MN04519,CS00572,2024-07-01,3192.12,198.86,Validado
MN04520,CS00855,2025-05-01,23190.33,3558.37,Validado
MN04521,CS01955,2024-03-01,1713.85,6825.09,Validado
MN04522,CS01040,2025-12-01,5347.2,440.87,Validado
MN04523,CS03158,2026-05-01,4183.23,6952.73,Validado
MN04524,CS03680,2025-08-01,2047.37,306.99,Validado
MN04525,CS01664,2026-05-01,9061.76,420.7,Validado
MN04526,CS03198,2025-11-01,1839.35,751.69,Validado
MN04527,CS03128,2024-10-01,5859.14,3668.41,Validado
MN04528,CS02524,2026-05-01,16748.25,619.29,Validado
MN04529,CS03515,2026-03-01,1292.78,186.62,Validado
MN04530,CS01014,2026-03-01,4600.35,940.01,Pendente
MN04531,CS03224,2026-06-01,8136.46,632.85,Pendente
MN04532,CS02153,2024-04-01,2652.56,473.54,Pendente
MN04533,CS03218,2026-05-01,3362.06,458.01,Validado
MN04534,CS01480,2024-12-01,2849.09,707.31,Validado
MN04535,CS01481,2024-02-01,52894.93,6133.45,Validado
MN04536,CS02274,2024-03-01,3834.48,2042.51,Pendente
MN04537,CS01407,2025-09-01,3167.61,484.75,Validado
MN04538,CS03173,2026-03-01,2458.19,1925.28,Pendente
MN04539,CS03499,2024-10-01,8571.91,1415.81,Validado
MN04540,CS03646,2025-06-01,974.19,2201.76,Validado
MN04541,CS01920,2025-03-01,8133.64,961.09,Validado
MN04542,CS03270,2026-04-01,3127.76,2321.29,Pendente
MN04543,CS01509,2025-12-01,34943.5,218.81,Validado
MN04544,CS03399,2024-02-01,6843.33,204.47,Validado
MN04545,CS00166,2026-05-01,28506.04,519.62,Validado
MN04546,CS02709,2024-01-01,7671.51,976.82,Validado
MN04547,CS03008,2026-05-01,20882.14,1148.45,Validado
MN04548,CS02931,2024-03-01,761.31,431.74,Pendente
MN04549,CS01167,2024-05-01,2494.6,1469.05,Validado
MN04550,CS01532,2025-10-01,3806.54,710.97,Validado
MN04551,CS00307,2024-03-01,5983.87,668.21,Validado
MN04552,CS03001,2026-05-01,10057.49,624.53,Validado
MN04553,CS01397,2025-07-01,6166.62,1779.02,Validado
MN04554,CS03719,2024-11-01,2814.65,778.96,Validado
MN04555,CS02741,2024-10-01,604.17,2465.51,Validado
MN04556,CS03780,2024-10-01,4991.65,1938.57,Rejeitado
MN04557,CS00159,2025-08-01,3019.95,269.79,Validado
MN04558,CS02344,2025-10-01,6038.66,785.66,Validado
MN04559,CS01315,2026-03-01,601.22,340.3,Pendente
MN04560,CS00888,2024-01-01,12980.02,273.82,Validado
MN04561,CS03185,2026-01-01,42102.44,255.03,Validado
MN04562,CS00094,2025-03-01,2405.32,1070.0,Validado
MN04563,CS02466,2024-12-01,24666.61,376.87,Pendente
MN04564,CS03611,2024-01-01,6918.36,937.16,Pendente
MN04565,CS01095,2024-11-01,5333.56,1203.41,Validado
MN04566,CS01223,2025-11-01,2117.68,1091.12,Validado
MN04567,CS00737,2024-12-01,2325.33,1339.87,Pendente
MN04568,CS02410,2024-01-01,2681.92,566.37,Validado
MN04569,CS02553,2025-07-01,20682.43,95.25,Pendente
MN04570,CS02945,2025-11-01,6233.62,4285.8,Pendente
MN04571,CS00489,2024-01-01,20645.54,449.72,Validado
MN04572,CS01095,2025-03-01,2233.36,3039.79,Validado
MN04573,CS00395,2025-05-01,5675.8,730.69,Validado
MN04574,CS03657,2024-07-01,4921.5,7273.51,Validado
MN04575,CS02709,2026-04-01,2312.91,1940.35,Validado
MN04576,CS03710,2024-11-01,1703.66,238.94,Validado
MN04577,CS01517,2025-09-01,2244.69,4185.95,Pendente
MN04578,CS02342,2025-02-01,1718.56,736.26,Validado
MN04579,CS03453,2024-02-01,2203.81,967.03,Validado
MN04580,CS02474,2026-04-01,1931.38,1191.49,Validado
MN04581,CS02151,2025-01-01,7166.59,1331.11,Validado
MN04582,CS02729,2025-10-01,6067.95,566.11,Validado
MN04583,CS03245,2025-05-01,6409.0,2285.98,Validado
MN04584,CS00067,2025-05-01,1526.53,1181.73,Validado
MN04585,CS00119,2025-01-01,11005.47,2153.06,Validado
MN04586,CS01791,2024-03-01,3480.65,806.18,Validado
MN04587,CS02497,2025-09-01,2889.82,129.14,Validado
MN04588,CS02792,2024-04-01,4066.33,846.45,Pendente
MN04589,CS01405,2025-02-01,1230.5,405.81,Validado
MN04590,CS02935,2024-12-01,2006.59,832.61,Validado
MN04591,CS02495,2024-09-01,3263.6,2804.16,Validado
MN04592,CS00150,2024-06-01,1636.54,4725.72,Validado
MN04593,CS03628,2025-10-01,6014.43,343.06,Validado
MN04594,CS03203,2024-09-01,15536.93,557.37,Validado
MN04595,CS00562,2025-12-01,32096.34,411.18,Validado
MN04596,CS00555,2025-11-01,3266.65,598.13,Validado
MN04597,CS00231,2026-07-01,2917.05,1123.81,Validado
MN04598,CS00842,2026-06-01,5004.03,318.29,Validado
MN04599,CS01080,2025-08-01,1247.89,3154.04,Validado
MN04600,CS00247,2026-04-01,5460.39,680.87,Validado
MN04601,CS00867,2025-05-01,3981.38,2073.36,Validado
MN04602,CS01382,2025-07-01,5760.63,229.98,Validado
MN04603,CS00887,2024-06-01,2779.44,776.82,Rejeitado
MN04604,CS00928,2025-09-01,420.39,455.36,Pendente
MN04605,CS03347,2025-02-01,4120.82,3612.71,Validado
MN04606,CS00133,2024-04-01,7652.35,1031.43,Validado
MN04607,CS01128,2025-08-01,4220.86,346.39,Pendente
MN04608,CS03070,2025-05-01,6494.75,1718.29,Validado
MN04609,CS00114,2025-01-01,4362.48,391.76,Validado
MN04610,CS03414,2026-07-01,3182.06,1403.58,Validado
MN04611,CS02399,2026-07-01,11901.81,2783.75,Validado
MN04612,CS02994,2025-06-01,2586.07,1244.64,Validado
MN04613,CS03754,2024-05-01,479.6,585.42,Pendente
MN04614,CS02509,2025-04-01,10073.84,6111.03,Validado
MN04615,CS02404,2024-06-01,3937.18,5263.32,Validado
MN04616,CS01630,2025-06-01,14557.68,1915.18,Validado
MN04617,CS01206,2025-01-01,1694.13,422.62,Validado
MN04618,CS01721,2024-10-01,14731.68,389.12,Validado
MN04619,CS01424,2024-11-01,2829.67,3247.26,Validado
MN04620,CS00077,2024-09-01,5708.98,2875.75,Validado
MN04621,CS01709,2024-12-01,4395.67,1338.38,Validado
MN04622,CS03200,2026-02-01,8532.18,362.31,Validado
MN04623,CS01979,2025-06-01,1375.57,167.89,Validado
MN04624,CS01130,2026-05-01,4519.83,217.88,Validado
MN04625,CS03326,2026-06-01,18458.04,1720.02,Validado
MN04626,CS00216,2025-07-01,661.94,5019.31,Validado
MN04627,CS03723,2025-11-01,1693.71,926.73,Validado
MN04628,CS02657,2025-11-01,5810.97,3482.07,Validado
MN04629,CS02274,2025-08-01,7966.95,257.53,Validado
MN04630,CS03415,2024-06-01,5940.37,1354.09,Validado
MN04631,CS02327,2026-02-01,693.37,687.64,Validado
MN04632,CS01829,2025-11-01,667.43,798.76,Validado
MN04633,CS02668,2025-03-01,2101.02,1082.06,Validado
MN04634,CS01570,2025-11-01,3674.52,799.68,Validado
MN04635,CS00399,2024-12-01,9770.95,929.76,Validado
MN04636,CS00311,2026-06-01,9252.89,3754.65,Pendente
MN04637,CS03192,2025-08-01,1301.19,1137.81,Rejeitado
MN04638,CS02675,2026-06-01,53268.42,1783.9,Validado
MN04639,CS01881,2024-03-01,6991.97,160.53,Validado
MN04640,CS00122,2024-02-01,9057.95,544.12,Pendente
MN04641,CS00546,2025-03-01,3914.03,996.55,Validado
MN04642,CS01844,2025-06-01,5698.03,909.16,Validado
MN04643,CS02666,2026-05-01,5966.07,2178.05,Validado
MN04644,CS03761,2025-05-01,8322.63,2885.72,Validado
MN04645,CS01155,2025-01-01,6413.04,926.83,Validado
MN04646,CS03244,2026-06-01,539.19,1177.08,Validado
MN04647,CS02385,2025-05-01,541.92,915.56,Validado
MN04648,CS01442,2025-07-01,3303.94,613.46,Validado
MN04649,CS01285,2024-09-01,12325.41,1135.13,Validado
MN04650,CS03053,2024-09-01,20590.43,5038.11,Validado
MN04651,CS00944,2025-06-01,4113.28,1003.03,Validado
MN04652,CS00455,2026-04-01,7620.92,2433.97,Validado
MN04653,CS01697,2024-12-01,9518.57,4123.89,Validado
MN04654,CS03207,2024-09-01,5710.6,875.55,Pendente
MN04655,CS02507,2024-08-01,3116.06,215.9,Validado
MN04656,CS00366,2024-01-01,4296.1,567.17,Validado
