pedido_id,fornecedor_id,comprador_id,data_pedido,valor,prazo_dias,entregue_no_prazo
PC05096,FO0188,CB019,2025-03-19,4378.41,4,1
PC05097,FO0064,CB017,2024-09-14,2545.74,11,1
PC05098,FO0036,CB040,2024-03-04,12605.43,38,1
PC05099,FO0295,CB009,2024-01-16,2452.1,8,1
PC05100,FO0053,CB035,2025-05-05,1083.13,24,1
PC05101,FO0016,CB040,2025-09-27,6747.68,7,1
PC05102,FO0237,CB039,2026-06-16,594.6,45,1
PC05103,FO0207,CB003,2026-06-02,1185.52,47,1
PC05104,FO0107,CB030,2026-01-21,2339.2,47,1
PC05105,FO0104,CB013,2026-01-15,4811.09,43,1
PC05106,FO0212,CB004,2025-07-14,11097.64,38,1
PC05107,FO0084,CB025,2025-08-27,881.64,52,1
PC05108,FO0108,CB034,2024-11-07,367.46,58,1
PC05109,FO0158,CB008,2024-06-12,1510.73,35,1
PC05110,FO0253,CB040,2026-06-10,5138.74,20,1
PC05111,FO0307,CB017,2025-03-22,334.07,40,1
PC05112,FO0089,CB029,2026-05-04,4914.47,45,1
PC05113,FO0165,CB011,2025-12-16,2722.68,27,1
PC05114,FO0023,CB039,2026-04-20,424.93,22,1
PC05115,FO0040,CB021,2024-12-09,1866.23,28,1
PC05116,FO0271,CB011,2024-10-07,9539.07,5,1
PC05117,FO0312,CB025,2026-04-19,1946.89,50,1
PC05118,FO0194,CB021,2025-10-27,1726.86,55,1
PC05119,FO0232,CB013,2026-03-08,4044.28,2,1
PC05120,FO0250,CB007,2025-06-15,426.26,19,1
PC05121,FO0121,CB010,2024-08-12,1783.93,37,1
PC05122,FO0172,CB017,2025-04-21,1743.92,11,1
PC05123,FO0026,CB035,2024-04-08,9496.38,47,1
PC05124,FO0174,CB007,2026-04-10,2153.53,35,1
PC05125,FO0153,CB028,2025-01-26,11232.62,17,1
PC05126,FO0193,CB028,2024-05-26,3452.68,2,0
PC05127,FO0253,CB007,2026-02-01,3719.63,43,1
PC05128,FO0280,CB007,2026-02-12,672.25,7,0
PC05129,FO0061,CB024,2024-12-09,2787.88,25,1
PC05130,FO0298,CB006,2024-08-06,637.33,2,1
PC05131,FO0221,CB012,2024-05-18,2014.58,2,1
PC05132,FO0094,CB008,2026-03-16,3491.43,36,1
PC05133,FO0069,CB013,2024-04-06,271.99,38,1
PC05134,FO0200,CB031,2024-06-24,8694.24,22,1
PC05135,FO0109,CB028,2025-12-09,3773.3,3,1
PC05136,FO0130,CB003,2025-08-05,1543.87,54,1
PC05137,FO0061,CB006,2026-02-17,20464.36,5,0
PC05138,FO0237,CB039,2025-03-04,594.78,50,1
PC05139,FO0310,CB037,2024-01-09,3051.59,21,1
PC05140,FO0050,CB025,2025-05-23,257.42,43,1
PC05141,FO0084,CB011,2026-02-02,1977.61,45,1
PC05142,FO0317,CB029,2025-04-27,972.99,26,0
PC05143,FO0266,CB006,2026-06-03,17170.65,2,1
PC05144,FO0179,CB018,2024-03-15,7941.03,35,1
PC05145,FO0077,CB022,2025-02-13,18721.55,2,1
PC05146,FO0081,CB032,2026-01-06,1641.67,59,1
PC05147,FO0053,CB008,2024-01-07,1504.98,53,1
PC05148,FO0091,CB038,2026-03-28,1220.38,51,1
PC05149,FO0231,CB015,2025-01-04,188.21,20,1
PC05150,FO0070,CB039,2025-09-10,3676.51,14,1
PC05151,FO0067,CB031,2025-09-30,7352.5,31,0
PC05152,FO0070,CB019,2026-07-08,2614.25,14,1
PC05153,FO0107,CB031,2026-05-21,1343.31,12,1
PC05154,FO0209,CB018,2024-08-11,2730.79,46,1
PC05155,FO0308,CB036,2025-07-09,2730.75,22,1
PC05156,FO0313,CB022,2025-08-28,4561.98,57,1
PC05157,FO0075,CB018,2024-12-17,949.24,18,1
PC05158,FO0155,CB004,2026-06-20,2010.93,49,1
PC05159,FO0149,CB027,2024-04-23,5598.72,35,1
PC05160,FO0251,CB005,2024-03-01,1031.53,52,1
PC05161,FO0046,CB012,2024-05-30,6488.93,56,1
PC05162,FO0235,CB014,2025-05-15,4226.18,47,1
PC05163,FO0294,CB039,2026-05-17,8250.22,47,1
PC05164,FO0078,CB007,2026-05-09,732.22,10,1
PC05165,FO0090,CB012,2026-05-11,18097.17,53,1
PC05166,FO0220,CB004,2025-06-09,9200.68,54,1
PC05167,FO0299,CB011,2025-08-04,1202.12,12,1
PC05168,FO0003,CB039,2024-08-16,7979.18,59,1
PC05169,FO0053,CB019,2024-05-13,650.55,52,1
PC05170,FO0262,CB013,2024-09-19,10684.39,12,1
PC05171,FO0034,CB017,2026-02-10,2425.5,23,1
PC05172,FO0031,CB008,2026-03-03,3801.64,5,0
PC05173,FO0243,CB025,2024-07-13,2707.79,52,1
PC05174,FO0089,CB009,2024-05-04,1809.33,34,1
PC05175,FO0298,CB034,2025-02-21,716.18,30,1
PC05176,FO0148,CB012,2026-06-30,1004.46,52,1
PC05177,FO0320,CB018,2026-03-30,1678.39,52,0
PC05178,FO0282,CB017,2025-05-05,3548.74,14,1
PC05179,FO0043,CB001,2025-05-22,2461.47,16,1
PC05180,FO0161,CB029,2025-01-26,12296.57,45,1
PC05181,FO0233,CB040,2026-05-09,750.26,55,1
PC05182,FO0208,CB030,2026-04-09,399.35,34,1
PC05183,FO0024,CB026,2025-09-14,2483.64,7,0
PC05184,FO0054,CB036,2025-10-20,1487.1,41,1
PC05185,FO0246,CB006,2024-04-03,6817.81,33,0
PC05186,FO0262,CB016,2026-06-30,10297.56,15,0
PC05187,FO0060,CB036,2025-07-02,331.39,11,1
PC05188,FO0101,CB040,2025-03-18,8958.28,32,1
PC05189,FO0078,CB035,2024-01-17,544.33,31,1
PC05190,FO0117,CB013,2024-01-04,1407.19,41,1
PC05191,FO0276,CB015,2025-10-04,9384.77,20,1
PC05192,FO0082,CB006,2025-10-29,5092.58,6,1
PC05193,FO0018,CB007,2026-06-22,2001.7,45,1
PC05194,FO0074,CB023,2024-01-24,6641.95,39,1
PC05195,FO0292,CB026,2026-02-21,344.91,26,1
PC05196,FO0311,CB007,2025-08-03,6171.09,24,0
PC05197,FO0064,CB005,2026-01-18,10887.3,55,1
PC05198,FO0039,CB014,2024-11-07,4913.77,32,1
PC05199,FO0084,CB018,2025-12-12,12090.38,30,1
PC05200,FO0113,CB003,2024-12-24,716.98,51,1
PC05201,FO0193,CB009,2024-07-23,24599.75,56,1
PC05202,FO0250,CB009,2024-04-14,133.72,52,0
PC05203,FO0207,CB026,2024-04-04,2085.87,23,1
PC05204,FO0107,CB010,2024-06-14,1128.99,13,1
PC05205,FO0211,CB040,2025-01-07,2967.3,41,1
PC05206,FO0305,CB012,2026-06-18,2692.19,25,1
PC05207,FO0114,CB014,2025-11-25,4650.35,19,1
PC05208,FO0151,CB011,2024-02-14,482.52,13,1
PC05209,FO0186,CB022,2026-07-25,907.71,14,1
PC05210,FO0287,CB017,2025-10-07,5020.68,30,1
PC05211,FO0167,CB031,2025-09-01,3742.94,25,1
PC05212,FO0021,CB030,2025-06-11,1276.49,50,1
PC05213,FO0021,CB007,2024-11-12,1425.05,38,1
PC05214,FO0302,CB031,2025-06-03,938.15,59,1
PC05215,FO0075,CB001,2026-04-18,2601.37,59,1
PC05216,FO0017,CB015,2025-04-12,215.1,5,0
PC05217,FO0248,CB023,2025-01-12,1468.81,44,1
PC05218,FO0001,CB013,2024-03-29,974.14,54,1
PC05219,FO0094,CB028,2024-02-18,4273.8,59,1
PC05220,FO0134,CB034,2026-03-29,5187.33,5,0
PC05221,FO0035,CB011,2024-12-12,670.99,3,0
PC05222,FO0040,CB024,2025-12-17,1659.94,48,1
PC05223,FO0090,CB023,2026-02-22,1872.23,29,1
PC05224,FO0016,CB030,2024-06-17,838.47,49,1
PC05225,FO0037,CB007,2025-09-20,408.27,3,1
PC05226,FO0152,CB033,2025-05-02,3020.54,22,1
PC05227,FO0252,CB005,2026-07-10,2904.0,55,1
PC05228,FO0074,CB010,2025-02-15,1984.24,18,1
PC05229,FO0077,CB036,2025-03-08,2676.09,40,1
PC05230,FO0196,CB006,2024-03-12,2511.27,52,1
PC05231,FO0046,CB037,2024-12-18,1936.62,49,1
PC05232,FO0135,CB037,2025-02-22,2816.11,31,1
PC05233,FO0194,CB005,2026-03-28,1539.38,32,0
PC05234,FO0109,CB035,2026-07-24,1397.34,20,0
PC05235,FO0226,CB033,2026-04-16,8032.78,26,1
PC05236,FO0231,CB022,2024-01-28,2283.39,35,1
PC05237,FO0159,CB017,2024-10-09,2047.84,39,1
PC05238,FO0271,CB026,2025-06-10,1342.75,45,1
PC05239,FO0120,CB025,2024-02-26,8349.92,20,1
PC05240,FO0048,CB020,2024-10-10,5510.05,18,1
PC05241,FO0300,CB014,2026-07-02,823.24,5,1
PC05242,FO0136,CB038,2025-11-23,1783.31,23,1
PC05243,FO0053,CB017,2026-06-12,8745.7,4,1
PC05244,FO0225,CB019,2024-03-30,6900.77,6,1
PC05245,FO0244,CB026,2025-08-01,4454.8,45,1
PC05246,FO0253,CB002,2025-10-08,861.35,13,0
PC05247,FO0284,CB006,2025-10-29,1472.27,12,1
PC05248,FO0057,CB029,2026-03-06,1027.69,40,1
PC05249,FO0250,CB025,2026-06-05,2836.38,25,1
PC05250,FO0270,CB033,2025-03-02,2278.83,30,1
PC05251,FO0142,CB003,2024-02-15,599.31,22,1
PC05252,FO0241,CB011,2026-02-21,776.88,46,1
PC05253,FO0001,CB016,2026-04-29,1628.15,38,1
PC05254,FO0014,CB008,2024-10-04,485.57,45,1
PC05255,FO0115,CB017,2026-05-05,12409.42,15,1
PC05256,FO0167,CB018,2026-05-09,3788.96,17,1
PC05257,FO0198,CB014,2024-06-12,760.43,11,1
PC05258,FO0146,CB038,2024-06-14,11682.68,55,1
PC05259,FO0179,CB013,2025-06-30,1802.45,15,1
PC05260,FO0230,CB026,2026-01-27,907.72,6,1
PC05261,FO0034,CB038,2024-01-03,2596.16,32,1
PC05262,FO0316,CB023,2024-03-15,721.41,18,1
PC05263,FO0259,CB001,2024-05-12,3702.84,47,1
PC05264,FO0219,CB027,2024-12-14,442.09,2,1
PC05265,FO0032,CB028,2025-03-29,2618.29,6,1
PC05266,FO0135,CB023,2024-02-24,6702.41,42,1
PC05267,FO0156,CB030,2025-10-03,1040.14,49,1
PC05268,FO0225,CB012,2025-02-27,5747.07,23,1
PC05269,FO0130,CB011,2025-03-18,1504.45,45,1
PC05270,FO0178,CB040,2026-03-03,2194.47,41,1
PC05271,FO0267,CB026,2025-05-21,3192.96,28,0
PC05272,FO0281,CB015,2025-07-08,339.18,7,1
PC05273,FO0234,CB009,2026-03-08,734.77,59,1
PC05274,FO0316,CB016,2026-01-06,823.38,54,0
PC05275,FO0231,CB027,2025-03-24,1811.62,56,1
PC05276,FO0190,CB027,2024-08-18,5434.67,4,1
PC05277,FO0037,CB014,2025-08-07,3893.87,5,1
PC05278,FO0075,CB029,2025-04-12,4909.06,3,0
PC05279,FO0106,CB014,2026-05-02,799.07,56,0
PC05280,FO0175,CB033,2025-08-10,10553.36,33,0
PC05281,FO0222,CB013,2024-08-08,888.26,51,1
PC05282,FO0077,CB017,2026-03-25,1400.06,12,1
PC05283,FO0051,CB014,2024-06-03,3751.09,6,1
PC05284,FO0162,CB023,2026-02-09,1131.89,25,0
PC05285,FO0142,CB005,2026-07-16,1623.49,26,1
PC05286,FO0157,CB009,2024-08-12,2380.92,32,1
PC05287,FO0048,CB024,2026-04-08,1677.61,25,1
PC05288,FO0186,CB031,2026-06-13,2458.93,59,1
PC05289,FO0055,CB019,2024-05-01,1151.01,41,1
PC05290,FO0133,CB003,2024-08-20,386.67,43,1
PC05291,FO0265,CB002,2024-06-15,6781.38,14,1
PC05292,FO0073,CB017,2025-10-22,6787.7,47,0
PC05293,FO0186,CB018,2026-05-06,3005.03,28,1
PC05294,FO0037,CB016,2024-11-13,1395.76,10,1
PC05295,FO0025,CB004,2025-05-03,3103.8,19,1
PC05296,FO0211,CB030,2024-10-24,3066.54,58,1
PC05297,FO0207,CB019,2024-10-04,2681.65,47,1
PC05298,FO0027,CB034,2026-03-15,283.84,3,0
PC05299,FO0151,CB038,2024-12-25,4100.97,43,0
PC05300,FO0294,CB034,2025-01-22,840.64,17,1
PC05301,FO0243,CB024,2026-07-06,103.99,3,1
PC05302,FO0064,CB003,2024-01-19,1263.58,28,1
PC05303,FO0028,CB037,2025-11-26,15373.35,13,1
PC05304,FO0047,CB001,2025-12-25,389.17,9,0
PC05305,FO0308,CB004,2024-03-01,1480.33,57,1
PC05306,FO0152,CB005,2025-06-19,4719.51,55,0
PC05307,FO0228,CB018,2025-07-02,5945.86,47,1
PC05308,FO0297,CB036,2026-03-12,1770.6,41,1
PC05309,FO0081,CB037,2025-07-25,2151.88,37,1
PC05310,FO0253,CB027,2025-02-28,4264.09,45,1
PC05311,FO0098,CB038,2026-03-03,905.26,48,0
PC05312,FO0132,CB032,2024-07-03,1680.5,50,1
PC05313,FO0317,CB027,2025-10-21,4499.83,23,1
PC05314,FO0004,CB036,2024-09-15,721.83,40,1
PC05315,FO0277,CB036,2026-01-07,7550.49,10,1
PC05316,FO0084,CB020,2024-10-20,7684.87,46,0
PC05317,FO0189,CB025,2025-09-21,5858.58,18,1
PC05318,FO0191,CB002,2025-12-17,845.67,44,0
PC05319,FO0199,CB014,2026-07-02,1082.8,57,1
PC05320,FO0295,CB037,2025-07-06,539.14,52,1
PC05321,FO0174,CB040,2026-06-02,9821.12,44,1
PC05322,FO0097,CB020,2024-12-29,776.32,2,1
PC05323,FO0130,CB022,2025-07-16,6789.48,4,1
PC05324,FO0150,CB004,2024-02-17,6378.49,6,1
PC05325,FO0151,CB030,2024-01-28,6454.32,13,1
PC05326,FO0282,CB036,2024-08-06,4038.41,51,1
PC05327,FO0260,CB016,2025-02-04,3935.11,50,0
PC05328,FO0082,CB035,2025-01-19,850.62,2,1
PC05329,FO0260,CB029,2024-10-18,2605.49,45,1
PC05330,FO0135,CB026,2025-04-01,3862.02,46,1
PC05331,FO0025,CB026,2025-11-14,6002.59,2,1
PC05332,FO0295,CB033,2024-10-03,1371.14,33,1
PC05333,FO0168,CB017,2025-11-05,304.31,16,1
PC05334,FO0308,CB021,2025-11-11,3648.83,13,1
PC05335,FO0093,CB022,2024-01-24,3572.58,11,1
PC05336,FO0287,CB020,2025-12-21,6700.59,33,1
PC05337,FO0201,CB031,2024-12-11,3472.72,50,1
PC05338,FO0110,CB030,2026-06-03,487.0,43,1
PC05339,FO0123,CB035,2025-03-27,2605.6,35,1
PC05340,FO0216,CB006,2024-01-14,752.77,42,0
PC05341,FO0043,CB040,2025-03-07,1326.74,11,1
PC05342,FO0286,CB022,2024-12-24,3049.68,13,0
PC05343,FO0021,CB017,2025-01-20,7765.61,41,1
PC05344,FO0056,CB017,2024-04-03,850.97,37,1
PC05345,FO0044,CB023,2025-04-18,2251.55,50,0
PC05346,FO0297,CB039,2024-01-09,2731.42,53,1
PC05347,FO0001,CB033,2024-12-28,3447.03,38,0
PC05348,FO0083,CB029,2024-12-11,830.4,14,1
PC05349,FO0042,CB011,2026-02-16,345.21,16,1
PC05350,FO0208,CB019,2025-09-17,1663.24,52,1
PC05351,FO0192,CB031,2025-09-13,4589.02,3,1
PC05352,FO0223,CB040,2024-09-08,3758.19,39,1
PC05353,FO0187,CB008,2026-03-03,433.12,11,1
PC05354,FO0208,CB027,2024-11-08,15978.83,41,1
PC05355,FO0015,CB014,2024-12-06,594.63,11,1
PC05356,FO0253,CB031,2024-10-02,1547.31,25,1
PC05357,FO0073,CB007,2025-12-28,2329.09,35,1
PC05358,FO0032,CB035,2026-04-06,4539.9,34,1
PC05359,FO0248,CB026,2024-05-22,1974.57,18,1
PC05360,FO0103,CB027,2025-02-13,2027.28,34,1
PC05361,FO0116,CB002,2024-11-08,831.8,37,1
PC05362,FO0171,CB026,2024-10-31,1403.12,11,1
PC05363,FO0179,CB023,2025-05-15,465.52,5,1
PC05364,FO0244,CB019,2025-11-23,13509.22,6,1
PC05365,FO0147,CB009,2024-05-21,4138.86,15,1
PC05366,FO0044,CB019,2024-05-19,4999.28,16,1
PC05367,FO0161,CB016,2024-03-19,2115.68,16,1
PC05368,FO0047,CB031,2025-12-02,1220.97,28,1
PC05369,FO0153,CB006,2025-07-24,1154.67,56,1
PC05370,FO0079,CB021,2024-02-22,1109.21,52,1
PC05371,FO0098,CB013,2025-04-27,6778.47,42,1
PC05372,FO0221,CB038,2024-08-18,1284.92,50,0
PC05373,FO0100,CB029,2025-11-24,1675.89,47,1
PC05374,FO0302,CB013,2024-06-20,5661.85,56,0
PC05375,FO0152,CB024,2024-10-16,1132.86,44,1
PC05376,FO0319,CB028,2024-11-25,1186.55,57,1
PC05377,FO0097,CB007,2026-04-08,400.61,55,1
PC05378,FO0178,CB038,2024-07-30,3285.32,36,1
PC05379,FO0048,CB017,2024-02-19,13640.79,33,0
PC05380,FO0241,CB016,2025-09-09,25637.2,24,1
PC05381,FO0174,CB033,2025-09-15,12951.05,24,1
PC05382,FO0105,CB030,2025-03-15,565.17,18,0
PC05383,FO0148,CB004,2024-05-02,3374.41,27,1
PC05384,FO0008,CB028,2025-01-28,2062.55,56,1
PC05385,FO0254,CB005,2025-10-14,18622.8,20,1
PC05386,FO0284,CB030,2024-11-25,1087.6,28,1
PC05387,FO0007,CB033,2026-02-13,7020.29,44,1
PC05388,FO0177,CB024,2025-03-24,3420.44,54,0
PC05389,FO0306,CB003,2024-11-07,3002.07,24,1
PC05390,FO0116,CB011,2026-03-06,888.07,21,1
PC05391,FO0312,CB008,2024-08-25,1273.6,35,0
PC05392,FO0174,CB031,2024-12-27,816.46,29,0
PC05393,FO0034,CB020,2026-06-26,620.7,37,1
PC05394,FO0021,CB016,2024-06-24,6187.01,3,1
PC05395,FO0207,CB014,2026-06-04,7003.13,3,1
PC05396,FO0085,CB004,2026-03-03,3784.61,48,1
PC05397,FO0034,CB006,2024-04-30,965.1,35,1
PC05398,FO0186,CB013,2024-04-02,7470.99,3,1
PC05399,FO0223,CB024,2025-11-10,2222.89,27,1
PC05400,FO0188,CB021,2025-03-01,2822.04,6,0
PC05401,FO0258,CB024,2025-09-26,3364.45,51,1
PC05402,FO0262,CB009,2025-07-10,1677.57,55,1
PC05403,FO0271,CB035,2025-04-22,1216.66,39,1
PC05404,FO0001,CB040,2025-03-22,1909.55,31,1
PC05405,FO0184,CB039,2025-01-08,4279.69,45,0
PC05406,FO0174,CB016,2024-12-22,4330.79,34,0
PC05407,FO0016,CB020,2024-08-20,4984.05,7,1
PC05408,FO0217,CB006,2024-07-25,3582.15,31,1
PC05409,FO0002,CB039,2025-06-02,2280.37,16,1
PC05410,FO0312,CB032,2024-01-08,1981.04,46,0
PC05411,FO0076,CB024,2024-02-11,1484.8,44,1
PC05412,FO0179,CB029,2024-10-04,1213.72,43,0
PC05413,FO0200,CB003,2024-11-20,1554.51,5,1
PC05414,FO0127,CB010,2024-02-02,1859.22,3,0
PC05415,FO0040,CB036,2026-03-31,867.72,24,1
PC05416,FO0186,CB012,2025-11-13,5081.68,37,1
PC05417,FO0231,CB011,2025-02-08,2132.16,29,1
PC05418,FO0119,CB019,2026-06-03,1078.23,38,1
PC05419,FO0034,CB005,2025-01-28,786.61,53,0
PC05420,FO0155,CB008,2024-03-11,1171.84,42,1
PC05421,FO0320,CB034,2024-06-24,2435.35,14,1
PC05422,FO0004,CB016,2025-03-08,1446.76,33,1
PC05423,FO0319,CB019,2025-06-09,12588.12,56,0
PC05424,FO0141,CB019,2026-02-01,2826.18,36,0
PC05425,FO0212,CB025,2026-04-04,4683.25,21,0
PC05426,FO0274,CB011,2024-11-07,1541.79,56,1
PC05427,FO0101,CB040,2024-04-20,4766.97,4,1
PC05428,FO0249,CB008,2025-11-12,738.62,43,1
PC05429,FO0036,CB036,2024-09-01,1318.8,25,1
PC05430,FO0041,CB020,2024-07-04,1790.86,54,0
PC05431,FO0191,CB009,2026-02-28,2146.81,23,1
PC05432,FO0095,CB032,2024-08-20,910.79,42,0
PC05433,FO0114,CB028,2026-02-06,771.92,28,1
PC05434,FO0075,CB009,2024-12-19,620.5,19,1
PC05435,FO0235,CB018,2024-06-20,1027.36,28,1
PC05436,FO0223,CB003,2026-06-04,313.73,32,1
PC05437,FO0251,CB024,2026-06-13,3177.74,51,1
PC05438,FO0087,CB004,2025-07-11,810.91,11,1
PC05439,FO0126,CB002,2024-03-04,1330.42,16,1
PC05440,FO0207,CB009,2025-05-17,2446.57,23,1
PC05441,FO0230,CB034,2025-10-18,1386.47,58,1
PC05442,FO0109,CB005,2024-02-29,6879.97,10,1
PC05443,FO0028,CB009,2024-07-06,5306.84,38,1
PC05444,FO0018,CB013,2024-12-31,3895.52,9,0
PC05445,FO0183,CB031,2025-10-22,221.35,31,1
PC05446,FO0074,CB025,2025-12-23,2079.55,48,0
PC05447,FO0037,CB031,2025-05-22,476.16,35,0
PC05448,FO0072,CB033,2024-09-10,1408.01,33,1
PC05449,FO0297,CB037,2026-05-28,7462.62,20,1
PC05450,FO0036,CB034,2025-11-19,15596.7,15,1
PC05451,FO0069,CB013,2024-11-26,2026.74,40,1
PC05452,FO0309,CB026,2024-06-28,4198.75,45,1
PC05453,FO0139,CB018,2024-10-27,10014.3,53,1
PC05454,FO0137,CB037,2026-03-14,3730.58,17,1
PC05455,FO0092,CB004,2024-04-09,384.96,10,1
PC05456,FO0203,CB003,2026-03-23,9638.28,30,1
PC05457,FO0274,CB009,2025-11-27,5965.04,10,1
PC05458,FO0261,CB020,2024-11-25,5637.23,46,1
PC05459,FO0207,CB016,2024-01-06,2985.85,26,1
PC05460,FO0251,CB020,2024-07-24,4882.31,12,1
PC05461,FO0231,CB023,2026-03-03,5434.63,48,1
PC05462,FO0209,CB009,2025-06-26,2820.48,42,1
PC05463,FO0108,CB021,2024-06-07,2167.52,43,1
PC05464,FO0214,CB005,2025-04-21,2660.44,18,1
PC05465,FO0219,CB028,2024-12-18,966.47,22,0
PC05466,FO0252,CB035,2024-08-29,1264.87,8,1
PC05467,FO0041,CB022,2024-02-03,5212.9,43,1
PC05468,FO0059,CB022,2025-11-25,2550.35,5,1
PC05469,FO0279,CB011,2026-03-15,3989.78,49,1
PC05470,FO0287,CB007,2024-09-14,1487.54,34,0
PC05471,FO0029,CB033,2026-03-13,538.28,20,1
PC05472,FO0206,CB014,2025-07-26,1809.17,44,1
PC05473,FO0159,CB025,2026-04-17,10343.68,36,1
PC05474,FO0086,CB017,2024-02-28,1296.04,48,1
PC05475,FO0056,CB038,2024-05-15,2740.3,39,1
PC05476,FO0225,CB031,2025-08-27,5057.5,6,1
PC05477,FO0112,CB020,2024-03-25,714.19,39,1
PC05478,FO0070,CB018,2025-09-15,2783.34,34,1
PC05479,FO0096,CB014,2024-08-03,2562.96,51,1
PC05480,FO0126,CB004,2025-11-13,4986.79,28,1
PC05481,FO0177,CB004,2025-08-15,1743.67,6,1
PC05482,FO0012,CB008,2024-01-04,5752.44,46,1
PC05483,FO0262,CB038,2024-04-05,2087.56,59,0
PC05484,FO0288,CB001,2024-01-27,1710.42,18,1
PC05485,FO0005,CB023,2024-01-25,3558.04,42,1
PC05486,FO0187,CB002,2025-10-10,3157.37,26,1
PC05487,FO0085,CB039,2026-06-08,562.9,14,1
PC05488,FO0221,CB022,2025-03-25,2495.72,44,1
PC05489,FO0008,CB003,2025-10-24,9206.41,49,1
PC05490,FO0144,CB021,2026-03-21,34852.25,24,1
PC05491,FO0116,CB004,2024-06-04,2615.79,16,1
PC05492,FO0081,CB029,2026-01-27,2088.2,10,1
PC05493,FO0296,CB023,2024-01-16,3067.29,4,1
PC05494,FO0243,CB022,2026-05-27,343.81,20,1
PC05495,FO0217,CB029,2025-09-17,2129.31,20,1
PC05496,FO0111,CB033,2025-05-26,2629.47,16,1
PC05497,FO0049,CB037,2025-09-07,1886.57,10,1
PC05498,FO0070,CB018,2026-05-07,2781.74,38,1
PC05499,FO0278,CB025,2024-04-07,3690.87,55,1
PC05500,FO0259,CB004,2025-06-22,844.52,20,1
PC05501,FO0302,CB030,2025-06-16,1233.96,34,1
PC05502,FO0134,CB021,2024-04-19,3020.17,57,1
PC05503,FO0034,CB027,2026-02-06,894.37,42,1
PC05504,FO0294,CB021,2025-04-09,1884.14,36,1
PC05505,FO0183,CB031,2024-10-10,2146.82,3,0
PC05506,FO0123,CB034,2024-10-03,2472.74,43,1
PC05507,FO0246,CB028,2024-11-09,4418.69,51,1
PC05508,FO0241,CB030,2024-10-19,3776.54,48,1
PC05509,FO0041,CB033,2026-05-22,1667.21,30,1
PC05510,FO0073,CB011,2024-05-04,5642.62,35,1
PC05511,FO0294,CB039,2024-04-07,1623.13,22,1
PC05512,FO0251,CB040,2024-10-06,2967.67,12,1
PC05513,FO0029,CB038,2025-11-06,4208.22,9,1
PC05514,FO0109,CB003,2024-02-29,1693.74,31,0
PC05515,FO0125,CB006,2024-03-22,1224.47,55,1
PC05516,FO0185,CB004,2024-06-23,32317.08,55,1
PC05517,FO0306,CB022,2025-01-30,1135.61,19,1
PC05518,FO0312,CB036,2024-08-18,1472.03,24,0
PC05519,FO0129,CB040,2026-05-27,8949.69,19,1
PC05520,FO0268,CB033,2024-01-05,3195.33,56,1
PC05521,FO0119,CB004,2025-07-04,4968.08,43,0
PC05522,FO0160,CB024,2025-03-09,6894.21,52,1
PC05523,FO0121,CB013,2025-09-02,2292.78,20,1
PC05524,FO0319,CB023,2026-02-24,5454.52,50,1
PC05525,FO0262,CB013,2025-01-29,3920.76,20,1
PC05526,FO0119,CB021,2026-03-29,2021.67,46,1
PC05527,FO0214,CB025,2024-07-18,21665.19,3,1
PC05528,FO0236,CB014,2026-07-10,5935.34,55,1
PC05529,FO0166,CB004,2024-11-13,1446.72,54,1
PC05530,FO0206,CB028,2026-02-27,3344.27,19,1
PC05531,FO0189,CB030,2026-01-19,3155.33,17,1
PC05532,FO0188,CB036,2024-06-25,2699.78,42,0
PC05533,FO0036,CB001,2024-02-17,4433.74,4,1
PC05534,FO0305,CB030,2024-09-21,1532.81,3,1
PC05535,FO0082,CB015,2026-06-16,457.86,51,1
PC05536,FO0110,CB007,2026-05-22,1564.69,4,0
PC05537,FO0171,CB030,2025-12-29,11106.02,56,1
PC05538,FO0228,CB009,2025-03-26,1541.88,31,1
PC05539,FO0262,CB016,2024-11-20,761.99,13,1
PC05540,FO0042,CB010,2025-08-30,8810.31,49,0
PC05541,FO0006,CB040,2025-10-23,765.09,39,1
PC05542,FO0214,CB040,2024-12-29,3675.37,7,1
PC05543,FO0259,CB032,2026-05-13,3453.55,48,0
PC05544,FO0145,CB020,2025-11-03,1137.94,45,1
PC05545,FO0301,CB037,2024-03-07,6059.74,3,0
PC05546,FO0239,CB013,2025-11-23,2769.8,4,1
PC05547,FO0212,CB004,2024-01-31,1047.77,35,0
PC05548,FO0096,CB027,2026-03-14,1361.33,18,1
PC05549,FO0202,CB009,2024-08-02,1282.51,52,0
PC05550,FO0269,CB029,2024-04-27,1231.3,47,1
PC05551,FO0181,CB007,2025-11-09,4569.47,5,1
PC05552,FO0003,CB003,2026-03-19,5170.42,30,1
PC05553,FO0053,CB030,2025-12-08,1128.38,34,1
PC05554,FO0258,CB018,2026-05-13,6321.34,23,1
PC05555,FO0172,CB009,2024-09-06,1435.61,5,1
PC05556,FO0047,CB019,2024-04-26,3622.74,22,1
PC05557,FO0067,CB012,2025-10-15,17445.26,56,1
PC05558,FO0077,CB013,2024-10-02,1568.32,22,1
PC05559,FO0232,CB007,2024-04-30,4923.88,6,1
PC05560,FO0119,CB020,2024-11-09,7304.29,51,1
PC05561,FO0274,CB015,2025-05-08,1195.87,2,1
PC05562,FO0159,CB021,2026-05-25,1515.77,39,0
PC05563,FO0021,CB025,2025-08-11,582.25,48,1
