reparo_id,os_id,data_inicio,data_fim,solucao,horas_tecnicas,resultado
2076,2076,2026-05-17,2026-05-26,Limpeza técnica,26.6,Resolvido
2078,2078,2025-09-01,2025-09-11,Limpeza técnica,42.0,Resolvido
2080,2080,2026-01-21,2026-01-26,Troca de componente,8.4,Resolvido
2081,2081,2025-07-28,2025-08-05,Limpeza técnica,27.7,Resolvido
2082,2082,2026-04-24,2026-04-29,Atualização de software,9.2,Resolvido
2084,2084,2025-09-18,2025-10-01,Atualização de software,39.3,Resolvido
2085,2085,2026-04-19,2026-04-27,Atualização de software,17.7,Resolvido
2086,2086,2025-07-11,2025-07-17,Limpeza técnica,13.6,Resolvido
2087,2087,2025-10-12,2025-10-22,Limpeza técnica,26.9,Resolvido
2088,2088,2026-05-20,2026-06-02,Reparo de placa,25.7,Resolvido
2089,2089,2026-03-15,2026-03-26,Reparo de placa,17.2,Resolvido
2090,2090,2025-12-18,2025-12-22,Atualização de software,14.1,Resolvido
2091,2091,2026-06-07,2026-06-17,Limpeza técnica,40.2,Resolvido
2092,2092,2026-04-21,2026-04-26,Atualização de software,10.2,Resolvido
2093,2093,2026-02-12,2026-02-12,Atualização de software,3.1,Resolvido
2094,2094,2026-03-24,2026-03-27,Limpeza técnica,12.5,Resolvido
2096,2096,2026-05-23,2026-06-02,Limpeza técnica,13.7,Resolvido
2097,2097,2025-09-25,2025-09-30,Atualização de software,15.5,Resolvido
2098,2098,2025-07-11,2025-07-18,Limpeza técnica,31.7,Resolvido
2099,2099,2026-06-23,2026-06-28,Reparo de placa,21.1,Retorno
2100,2100,2026-06-20,2026-06-21,Atualização de software,2.8,Resolvido
2101,2101,2026-06-30,2026-07-02,Reparo de placa,10.7,Resolvido
2103,2103,2025-07-23,2025-07-25,Atualização de software,10.0,Resolvido
2104,2104,2026-05-25,2026-06-07,Troca de componente,38.1,Resolvido
2105,2105,2026-01-27,2026-01-31,Atualização de software,11.2,Resolvido
2106,2106,2026-05-04,2026-05-16,Troca de componente,25.5,Resolvido
2107,2107,2025-10-19,2025-10-26,Limpeza técnica,29.2,Resolvido
2110,2110,2026-06-04,2026-06-06,Reparo de placa,10.1,Resolvido
2111,2111,2025-12-01,2025-12-05,Troca de componente,8.8,Resolvido
2112,2112,2025-07-06,2025-07-19,Atualização de software,30.5,Resolvido
2113,2113,2025-10-12,2025-10-18,Atualização de software,18.6,Resolvido
2114,2114,2026-04-06,2026-04-09,Troca de componente,9.6,Resolvido
2115,2115,2025-11-11,2025-11-18,Atualização de software,25.6,Resolvido
2116,2116,2026-01-26,2026-02-05,Atualização de software,30.9,Resolvido
2117,2117,2026-01-24,2026-01-28,Limpeza técnica,11.3,Resolvido
2119,2119,2026-05-23,2026-05-31,Troca de componente,15.9,Resolvido
2120,2120,2025-12-03,2025-12-09,Atualização de software,18.6,Resolvido
2122,2122,2026-04-11,2026-04-12,Troca de componente,6.5,Resolvido
2123,2123,2026-04-29,2026-04-30,Troca de componente,3.4,Resolvido
2124,2124,2025-10-12,2025-10-22,Reparo de placa,42.9,Resolvido
2126,2126,2026-02-12,2026-02-21,Reparo de placa,30.8,Resolvido
2127,2127,2025-12-02,2025-12-07,Limpeza técnica,20.1,Resolvido
2129,2129,2026-05-28,2026-06-04,Reparo de placa,8.2,Resolvido
2130,2130,2025-07-12,2025-07-14,Reparo de placa,3.5,Resolvido
2131,2131,2026-02-24,2026-03-02,Reparo de placa,26.1,Resolvido
2132,2132,2026-04-10,2026-04-14,Troca de componente,17.6,Resolvido
2133,2133,2026-06-15,2026-06-28,Reparo de placa,30.9,Resolvido
2134,2134,2025-10-03,2025-10-07,Reparo de placa,9.0,Resolvido
2135,2135,2025-09-13,2025-09-24,Troca de componente,21.3,Resolvido
2136,2136,2026-01-15,2026-01-28,Limpeza técnica,49.4,Resolvido
2137,2137,2026-04-17,2026-04-19,Reparo de placa,4.6,Resolvido
2138,2138,2026-04-07,2026-04-16,Limpeza técnica,31.3,Resolvido
2139,2139,2026-01-08,2026-01-20,Reparo de placa,27.7,Resolvido
2140,2140,2025-12-27,2025-12-28,Troca de componente,4.1,Resolvido
2142,2142,2026-05-26,2026-06-07,Limpeza técnica,18.5,Resolvido
2143,2143,2025-12-06,2025-12-14,Limpeza técnica,24.8,Resolvido
2145,2145,2026-03-22,2026-04-04,Atualização de software,46.9,Resolvido
2147,2147,2026-04-21,2026-05-02,Troca de componente,40.8,Resolvido
2148,2148,2025-10-28,2025-10-30,Reparo de placa,8.8,Resolvido
2149,2149,2025-08-19,2025-08-27,Troca de componente,14.3,Resolvido
2152,2152,2026-04-05,2026-04-13,Limpeza técnica,32.5,Resolvido
2153,2153,2026-03-07,2026-03-15,Troca de componente,23.0,Resolvido
2154,2154,2025-10-04,2025-10-06,Reparo de placa,9.5,Resolvido
2155,2155,2025-09-24,2025-10-06,Atualização de software,36.7,Resolvido
2156,2156,2026-03-30,2026-04-10,Atualização de software,16.4,Resolvido
2157,2157,2025-07-12,2025-07-22,Atualização de software,18.2,Resolvido
2158,2158,2025-09-09,2025-09-14,Atualização de software,7.2,Resolvido
2159,2159,2025-09-19,2025-09-20,Reparo de placa,4.8,Resolvido
2160,2160,2025-10-04,2025-10-13,Limpeza técnica,11.4,Resolvido
2162,2162,2025-08-24,2025-08-24,Atualização de software,2.6,Resolvido
2163,2163,2025-07-12,2025-07-22,Limpeza técnica,21.8,Resolvido
2164,2164,2026-02-17,2026-02-23,Limpeza técnica,13.0,Resolvido
2166,2166,2025-11-10,2025-11-10,Atualização de software,1.6,Resolvido
2167,2167,2026-04-24,2026-05-04,Atualização de software,37.2,Resolvido
2168,2168,2025-08-14,2025-08-22,Reparo de placa,22.2,Resolvido
2169,2169,2026-06-02,2026-06-09,Reparo de placa,29.6,Resolvido
2170,2170,2026-05-23,2026-05-26,Reparo de placa,15.3,Resolvido
2171,2171,2025-11-07,2025-11-15,Troca de componente,11.4,Resolvido
2172,2172,2026-05-31,2026-05-31,Reparo de placa,3.0,Resolvido
2173,2173,2025-09-03,2025-09-15,Limpeza técnica,29.4,Resolvido
2174,2174,2025-09-10,2025-09-14,Reparo de placa,15.4,Retorno
2175,2175,2026-05-31,2026-06-10,Atualização de software,24.2,Resolvido
2176,2176,2025-12-26,2026-01-01,Troca de componente,11.1,Resolvido
2177,2177,2025-09-06,2025-09-14,Limpeza técnica,14.6,Resolvido
2178,2178,2025-12-21,2025-12-29,Limpeza técnica,10.2,Resolvido
2179,2179,2026-02-11,2026-02-20,Limpeza técnica,21.4,Resolvido
2180,2180,2025-07-26,2025-07-26,Atualização de software,1.4,Resolvido
2182,2182,2025-09-19,2025-09-27,Troca de componente,10.8,Resolvido
2184,2184,2025-12-06,2025-12-17,Troca de componente,29.9,Resolvido
2186,2186,2026-01-04,2026-01-11,Atualização de software,29.7,Resolvido
2188,2188,2026-06-01,2026-06-07,Atualização de software,18.3,Resolvido
2190,2190,2025-10-20,2025-10-24,Limpeza técnica,17.9,Resolvido
2192,2192,2025-11-28,2025-12-06,Atualização de software,14.6,Resolvido
2193,2193,2025-09-06,2025-09-09,Limpeza técnica,8.9,Retorno
2194,2194,2026-05-14,2026-05-17,Troca de componente,13.1,Resolvido
2195,2195,2026-03-13,2026-03-18,Troca de componente,10.6,Resolvido
2196,2196,2025-10-01,2025-10-08,Limpeza técnica,23.9,Resolvido
2197,2197,2026-02-09,2026-02-11,Limpeza técnica,9.7,Resolvido
2199,2199,2026-02-08,2026-02-14,Troca de componente,21.2,Retorno
2200,2200,2025-12-21,2025-12-22,Troca de componente,7.0,Resolvido
2201,2201,2025-11-03,2025-11-12,Troca de componente,37.8,Resolvido
2202,2202,2025-09-16,2025-09-21,Reparo de placa,19.0,Resolvido
2206,2206,2025-12-13,2025-12-18,Troca de componente,7.3,Resolvido
2207,2207,2025-09-19,2025-09-28,Reparo de placa,39.7,Resolvido
2208,2208,2025-07-03,2025-07-08,Limpeza técnica,11.0,Resolvido
2209,2209,2025-12-24,2025-12-31,Atualização de software,10.9,Resolvido
2210,2210,2025-11-01,2025-11-04,Troca de componente,5.2,Resolvido
2211,2211,2026-05-17,2026-05-17,Reparo de placa,2.5,Resolvido
2212,2212,2025-11-18,2025-11-18,Troca de componente,2.0,Resolvido
2213,2213,2026-05-29,2026-06-09,Troca de componente,12.2,Resolvido
2214,2214,2026-04-12,2026-04-20,Limpeza técnica,23.1,Resolvido
2216,2216,2026-05-05,2026-05-06,Atualização de software,3.1,Resolvido
2217,2217,2026-05-05,2026-05-15,Reparo de placa,38.9,Resolvido
2218,2218,2026-04-21,2026-04-25,Limpeza técnica,11.1,Retorno
2219,2219,2026-01-31,2026-02-12,Troca de componente,35.4,Resolvido
2221,2221,2026-03-19,2026-03-26,Limpeza técnica,31.4,Resolvido
2222,2222,2026-02-22,2026-03-05,Atualização de software,42.2,Resolvido
2223,2223,2025-12-16,2025-12-29,Limpeza técnica,44.5,Retorno
2224,2224,2026-04-13,2026-04-18,Atualização de software,11.2,Resolvido
2225,2225,2025-08-08,2025-08-19,Limpeza técnica,25.7,Retorno
2226,2226,2025-12-16,2025-12-22,Limpeza técnica,22.1,Resolvido
2227,2227,2025-07-28,2025-07-31,Troca de componente,6.3,Resolvido
2228,2228,2025-11-28,2025-11-30,Atualização de software,9.9,Resolvido
2229,2229,2025-09-29,2025-10-03,Limpeza técnica,5.1,Resolvido
2231,2231,2026-05-27,2026-05-27,Limpeza técnica,3.4,Resolvido
2233,2233,2026-06-10,2026-06-20,Atualização de software,11.7,Resolvido
2234,2234,2026-06-09,2026-06-15,Limpeza técnica,27.4,Resolvido
2235,2235,2025-08-05,2025-08-09,Reparo de placa,5.3,Resolvido
2237,2237,2025-09-14,2025-09-23,Reparo de placa,29.2,Resolvido
2239,2239,2026-01-27,2026-02-06,Troca de componente,28.6,Resolvido
2240,2240,2026-05-18,2026-05-25,Reparo de placa,30.8,Resolvido
2241,2241,2026-05-02,2026-05-13,Limpeza técnica,32.0,Retorno
2242,2242,2026-02-17,2026-02-23,Troca de componente,14.2,Resolvido
2244,2244,2025-09-19,2025-10-02,Reparo de placa,28.1,Resolvido
2245,2245,2025-10-26,2025-11-08,Limpeza técnica,21.9,Resolvido
2246,2246,2026-06-03,2026-06-15,Limpeza técnica,25.3,Resolvido
2248,2248,2025-09-15,2025-09-16,Limpeza técnica,2.7,Resolvido
2249,2249,2026-01-11,2026-01-20,Reparo de placa,36.0,Resolvido
2250,2250,2026-02-17,2026-02-19,Limpeza técnica,6.9,Resolvido
2251,2251,2026-04-29,2026-05-04,Troca de componente,7.5,Resolvido
2252,2252,2026-05-19,2026-05-20,Atualização de software,5.3,Resolvido
2253,2253,2026-05-04,2026-05-04,Atualização de software,1.1,Resolvido
2254,2254,2025-11-20,2025-11-24,Reparo de placa,8.9,Resolvido
2255,2255,2026-03-13,2026-03-15,Atualização de software,3.6,Resolvido
2256,2256,2025-09-17,2025-09-25,Troca de componente,22.0,Resolvido
2257,2257,2025-12-23,2025-12-27,Troca de componente,20.0,Resolvido
2258,2258,2026-01-11,2026-01-17,Troca de componente,9.3,Resolvido
2259,2259,2026-05-29,2026-06-03,Troca de componente,15.1,Resolvido
2260,2260,2025-08-17,2025-08-29,Troca de componente,20.4,Resolvido
2261,2261,2026-01-04,2026-01-15,Reparo de placa,21.0,Resolvido
2262,2262,2026-05-08,2026-05-11,Atualização de software,7.1,Resolvido
2263,2263,2025-11-22,2025-12-03,Limpeza técnica,44.2,Resolvido
2264,2264,2025-08-04,2025-08-07,Limpeza técnica,11.8,Resolvido
2265,2265,2026-06-21,2026-06-25,Atualização de software,19.3,Resolvido
2266,2266,2025-11-11,2025-11-17,Atualização de software,27.2,Resolvido
2267,2267,2025-09-24,2025-10-04,Reparo de placa,37.7,Resolvido
2268,2268,2025-08-22,2025-08-30,Limpeza técnica,25.6,Resolvido
2269,2269,2025-11-27,2025-11-30,Atualização de software,11.7,Resolvido
2270,2270,2025-07-15,2025-07-27,Atualização de software,24.2,Resolvido
2271,2271,2025-10-30,2025-11-04,Limpeza técnica,15.6,Resolvido
2272,2272,2025-08-10,2025-08-21,Troca de componente,20.3,Resolvido
2273,2273,2026-05-23,2026-06-04,Limpeza técnica,44.0,Resolvido
2274,2274,2025-09-27,2025-10-10,Atualização de software,14.1,Resolvido
2275,2275,2026-02-13,2026-02-16,Atualização de software,6.5,Resolvido
2276,2276,2026-01-16,2026-01-25,Reparo de placa,34.7,Resolvido
2277,2277,2025-11-09,2025-11-13,Atualização de software,12.4,Resolvido
2278,2278,2025-08-17,2025-08-24,Atualização de software,18.5,Resolvido
2279,2279,2026-04-20,2026-04-28,Reparo de placa,31.8,Resolvido
2280,2280,2026-02-05,2026-02-15,Limpeza técnica,42.9,Resolvido
2281,2281,2026-03-07,2026-03-11,Limpeza técnica,8.4,Resolvido
2282,2282,2025-08-15,2025-08-28,Reparo de placa,31.6,Resolvido
2283,2283,2025-12-07,2025-12-12,Reparo de placa,14.2,Resolvido
2284,2284,2025-07-18,2025-07-18,Troca de componente,1.5,Resolvido
2285,2285,2025-08-11,2025-08-13,Reparo de placa,4.3,Resolvido
2287,2287,2026-03-30,2026-04-01,Atualização de software,11.5,Resolvido
2288,2288,2025-12-31,2026-01-05,Reparo de placa,16.9,Resolvido
2289,2289,2026-02-08,2026-02-15,Reparo de placa,22.1,Resolvido
2290,2290,2026-06-20,2026-06-25,Atualização de software,19.6,Resolvido
2291,2291,2026-01-16,2026-01-24,Limpeza técnica,27.2,Resolvido
2293,2293,2025-11-30,2025-12-02,Troca de componente,8.1,Resolvido
2294,2294,2025-07-25,2025-07-29,Atualização de software,12.9,Resolvido
2297,2297,2025-07-10,2025-07-13,Atualização de software,6.5,Resolvido
2298,2298,2026-06-30,2026-07-09,Atualização de software,11.5,Resolvido
2299,2299,2026-03-20,2026-03-21,Troca de componente,7.7,Resolvido
2300,2300,2026-06-21,2026-06-21,Troca de componente,2.4,Resolvido
2301,2301,2026-04-01,2026-04-08,Reparo de placa,18.6,Resolvido
2302,2302,2026-03-10,2026-03-16,Reparo de placa,7.6,Resolvido
2304,2304,2026-01-26,2026-02-08,Atualização de software,19.8,Resolvido
2305,2305,2025-12-03,2025-12-08,Troca de componente,20.3,Resolvido
2307,2307,2025-07-11,2025-07-24,Atualização de software,40.0,Resolvido
2308,2308,2026-01-08,2026-01-18,Atualização de software,18.6,Resolvido
2309,2309,2025-12-18,2025-12-20,Troca de componente,10.9,Resolvido
2310,2310,2026-02-10,2026-02-10,Atualização de software,1.9,Resolvido
2311,2311,2025-10-31,2025-11-07,Reparo de placa,8.4,Resolvido
2312,2312,2026-04-29,2026-04-29,Atualização de software,2.0,Retorno
2313,2313,2026-01-15,2026-01-20,Reparo de placa,15.2,Resolvido
2314,2314,2025-07-28,2025-08-01,Reparo de placa,8.3,Resolvido
2315,2315,2026-01-26,2026-02-04,Reparo de placa,34.2,Resolvido
2316,2316,2025-08-05,2025-08-12,Limpeza técnica,12.4,Resolvido
2317,2317,2025-10-19,2025-10-21,Troca de componente,6.4,Resolvido
2318,2318,2025-07-07,2025-07-17,Reparo de placa,38.4,Resolvido
2320,2320,2026-04-08,2026-04-17,Limpeza técnica,18.8,Retorno
2321,2321,2026-03-14,2026-03-18,Limpeza técnica,18.7,Resolvido
2322,2322,2025-07-16,2025-07-23,Atualização de software,11.3,Resolvido
2323,2323,2025-11-22,2025-11-25,Atualização de software,7.8,Resolvido
2324,2324,2026-01-01,2026-01-01,Atualização de software,2.4,Resolvido
2325,2325,2025-11-01,2025-11-09,Troca de componente,18.1,Resolvido
2326,2326,2025-11-12,2025-11-15,Atualização de software,8.5,Resolvido
2327,2327,2025-09-01,2025-09-04,Limpeza técnica,15.8,Resolvido
2329,2329,2026-03-22,2026-03-27,Troca de componente,21.8,Resolvido
2330,2330,2025-10-29,2025-10-30,Limpeza técnica,5.8,Resolvido
2332,2332,2026-05-21,2026-05-31,Limpeza técnica,23.4,Resolvido
2333,2333,2025-07-13,2025-07-18,Reparo de placa,14.2,Resolvido
2334,2334,2026-04-02,2026-04-07,Atualização de software,21.7,Resolvido
2335,2335,2025-10-01,2025-10-06,Reparo de placa,13.6,Resolvido
2336,2336,2025-07-14,2025-07-26,Atualização de software,25.0,Resolvido
2337,2337,2025-09-06,2025-09-18,Limpeza técnica,20.2,Resolvido
2338,2338,2026-02-28,2026-03-01,Troca de componente,7.0,Resolvido
2339,2339,2025-11-04,2025-11-15,Atualização de software,34.9,Resolvido
2341,2341,2025-12-19,2025-12-28,Atualização de software,15.5,Resolvido
2342,2342,2025-11-02,2025-11-15,Troca de componente,29.3,Resolvido
2344,2344,2025-12-22,2025-12-31,Limpeza técnica,35.8,Resolvido
2348,2348,2025-12-09,2025-12-17,Reparo de placa,9.7,Resolvido
2349,2349,2026-04-18,2026-04-24,Troca de componente,10.0,Resolvido
2351,2351,2026-02-04,2026-02-14,Reparo de placa,12.5,Resolvido
2352,2352,2025-10-27,2025-11-02,Troca de componente,20.7,Resolvido
2353,2353,2026-06-06,2026-06-09,Limpeza técnica,9.5,Resolvido
2354,2354,2026-03-07,2026-03-17,Atualização de software,39.9,Resolvido
2355,2355,2026-03-30,2026-03-31,Limpeza técnica,3.8,Resolvido
2356,2356,2025-08-06,2025-08-11,Reparo de placa,9.2,Resolvido
2357,2357,2025-09-17,2025-09-19,Reparo de placa,10.5,Resolvido
2358,2358,2026-02-10,2026-02-16,Reparo de placa,9.8,Resolvido
2360,2360,2026-01-31,2026-02-04,Troca de componente,8.1,Resolvido
2361,2361,2026-03-31,2026-04-05,Limpeza técnica,21.7,Resolvido
2362,2362,2026-06-23,2026-06-26,Atualização de software,11.1,Resolvido
2363,2363,2026-04-03,2026-04-13,Atualização de software,17.3,Resolvido
2364,2364,2026-06-28,2026-07-05,Reparo de placa,29.6,Resolvido
2366,2366,2026-05-05,2026-05-08,Limpeza técnica,14.4,Resolvido
2367,2367,2025-07-28,2025-08-05,Reparo de placa,15.3,Resolvido
2368,2368,2025-08-03,2025-08-07,Troca de componente,14.7,Resolvido
2369,2369,2026-01-22,2026-01-23,Limpeza técnica,2.3,Resolvido
2370,2370,2026-04-14,2026-04-17,Limpeza técnica,8.0,Resolvido
2371,2371,2026-03-05,2026-03-05,Reparo de placa,1.3,Retorno
2372,2372,2025-11-24,2025-11-29,Troca de componente,7.3,Resolvido
2373,2373,2026-06-12,2026-06-17,Limpeza técnica,21.2,Resolvido
2374,2374,2025-07-13,2025-07-16,Troca de componente,7.4,Resolvido
2375,2375,2025-09-27,2025-10-02,Limpeza técnica,23.2,Resolvido
2376,2376,2025-12-31,2026-01-07,Limpeza técnica,24.1,Resolvido
2377,2377,2025-08-12,2025-08-16,Troca de componente,11.5,Resolvido
2378,2378,2026-03-29,2026-04-10,Atualização de software,30.5,Resolvido
2379,2379,2026-01-17,2026-01-30,Limpeza técnica,27.9,Resolvido
2380,2380,2026-07-01,2026-07-14,Troca de componente,50.7,Resolvido
2382,2382,2025-10-17,2025-10-28,Reparo de placa,31.0,Resolvido
2383,2383,2025-08-05,2025-08-10,Reparo de placa,7.2,Resolvido
2384,2384,2025-08-07,2025-08-13,Reparo de placa,22.7,Resolvido
2385,2385,2026-06-28,2026-06-30,Atualização de software,10.1,Resolvido
2386,2386,2025-12-10,2025-12-16,Reparo de placa,7.0,Resolvido
2387,2387,2026-04-02,2026-04-13,Reparo de placa,15.7,Resolvido
2388,2388,2026-02-01,2026-02-13,Atualização de software,35.6,Resolvido
2389,2389,2025-08-13,2025-08-15,Troca de componente,6.0,Resolvido
2390,2390,2026-05-23,2026-05-26,Atualização de software,11.2,Resolvido
2392,2392,2025-12-14,2025-12-20,Reparo de placa,26.8,Resolvido
2393,2393,2026-03-30,2026-03-30,Limpeza técnica,3.7,Resolvido
2394,2394,2026-02-23,2026-02-27,Atualização de software,7.5,Resolvido
2395,2395,2026-05-25,2026-05-28,Reparo de placa,13.9,Resolvido
2396,2396,2026-03-02,2026-03-15,Reparo de placa,48.7,Resolvido
2397,2397,2026-04-29,2026-04-30,Reparo de placa,3.2,Resolvido
2400,2400,2025-12-25,2026-01-06,Limpeza técnica,39.0,Resolvido
2401,2401,2026-01-18,2026-01-23,Limpeza técnica,17.2,Resolvido
2402,2402,2026-03-10,2026-03-13,Atualização de software,15.7,Retorno
2403,2403,2026-04-23,2026-05-04,Troca de componente,17.9,Resolvido
2404,2404,2025-12-24,2025-12-28,Atualização de software,11.2,Resolvido
2405,2405,2026-04-19,2026-04-19,Reparo de placa,1.8,Resolvido
2406,2406,2026-01-29,2026-02-03,Limpeza técnica,22.1,Resolvido
2407,2407,2026-04-05,2026-04-08,Troca de componente,9.6,Resolvido
2408,2408,2026-05-26,2026-06-02,Limpeza técnica,17.9,Resolvido
2409,2409,2025-07-25,2025-07-29,Limpeza técnica,17.6,Resolvido
2410,2410,2025-09-25,2025-09-25,Troca de componente,3.8,Retorno
2413,2413,2025-12-30,2026-01-05,Troca de componente,7.8,Resolvido
2414,2414,2026-03-30,2026-03-31,Reparo de placa,6.3,Resolvido
2415,2415,2025-12-08,2025-12-16,Limpeza técnica,27.9,Resolvido
2416,2416,2025-08-26,2025-08-29,Limpeza técnica,4.9,Resolvido
2417,2417,2026-05-19,2026-05-29,Atualização de software,36.0,Resolvido
2418,2418,2026-05-09,2026-05-12,Troca de componente,10.2,Resolvido
2419,2419,2025-12-05,2025-12-14,Limpeza técnica,30.8,Resolvido
2420,2420,2025-12-06,2025-12-14,Limpeza técnica,31.1,Resolvido
2421,2421,2026-05-28,2026-06-05,Limpeza técnica,26.3,Resolvido
2422,2422,2025-11-27,2025-12-06,Limpeza técnica,32.9,Resolvido
2423,2423,2025-12-31,2026-01-08,Troca de componente,10.1,Resolvido
2424,2424,2026-04-05,2026-04-15,Limpeza técnica,29.3,Resolvido
2425,2425,2025-10-26,2025-11-07,Limpeza técnica,39.5,Resolvido
2426,2426,2026-02-02,2026-02-03,Limpeza técnica,6.6,Resolvido
2427,2427,2025-07-12,2025-07-17,Troca de componente,6.0,Resolvido
2428,2428,2025-07-27,2025-08-08,Atualização de software,17.2,Resolvido
2429,2429,2026-03-26,2026-03-30,Troca de componente,19.1,Resolvido
2433,2433,2026-04-29,2026-05-06,Reparo de placa,9.5,Resolvido
2434,2434,2025-07-14,2025-07-17,Troca de componente,5.8,Resolvido
2435,2435,2026-05-03,2026-05-05,Limpeza técnica,9.3,Resolvido
2436,2436,2026-01-16,2026-01-28,Troca de componente,23.2,Retorno
2438,2438,2025-12-30,2026-01-04,Atualização de software,18.9,Resolvido
2439,2439,2025-10-04,2025-10-17,Limpeza técnica,25.4,Resolvido
2440,2440,2026-02-10,2026-02-22,Reparo de placa,34.7,Resolvido
2441,2441,2025-08-09,2025-08-16,Limpeza técnica,11.4,Resolvido
2442,2442,2026-01-23,2026-01-26,Atualização de software,12.7,Resolvido
2443,2443,2025-12-17,2025-12-30,Limpeza técnica,53.3,Resolvido
2444,2444,2026-04-11,2026-04-24,Atualização de software,48.7,Resolvido
2445,2445,2025-11-25,2025-12-03,Troca de componente,12.1,Resolvido
2446,2446,2026-03-30,2026-03-31,Limpeza técnica,7.9,Resolvido
2448,2448,2025-09-15,2025-09-27,Atualização de software,25.2,Resolvido
2451,2451,2025-10-20,2025-10-20,Atualização de software,2.6,Resolvido
2452,2452,2026-06-18,2026-06-28,Troca de componente,35.0,Resolvido
2453,2453,2025-12-31,2026-01-04,Atualização de software,17.9,Resolvido
2454,2454,2026-05-20,2026-05-22,Reparo de placa,9.4,Resolvido
2455,2455,2026-06-07,2026-06-13,Atualização de software,17.0,Resolvido
2456,2456,2026-01-31,2026-02-12,Limpeza técnica,46.3,Resolvido
2457,2457,2025-12-10,2025-12-20,Reparo de placa,37.1,Resolvido
2459,2459,2025-07-03,2025-07-06,Limpeza técnica,14.2,Retorno
2460,2460,2026-01-01,2026-01-04,Reparo de placa,15.4,Resolvido
2461,2461,2026-02-10,2026-02-12,Limpeza técnica,4.3,Resolvido
2462,2462,2025-09-11,2025-09-22,Atualização de software,16.8,Resolvido
2464,2464,2026-02-11,2026-02-15,Limpeza técnica,13.3,Retorno
2465,2465,2025-10-16,2025-10-22,Reparo de placa,27.5,Resolvido
2466,2466,2025-12-26,2026-01-08,Reparo de placa,36.3,Resolvido
2467,2467,2026-05-10,2026-05-22,Reparo de placa,19.8,Resolvido
2468,2468,2025-10-14,2025-10-23,Limpeza técnica,22.6,Resolvido
2469,2469,2026-06-19,2026-06-23,Troca de componente,11.5,Resolvido
2470,2470,2025-07-05,2025-07-13,Reparo de placa,32.7,Resolvido
2471,2471,2026-05-10,2026-05-10,Reparo de placa,2.0,Resolvido
2472,2472,2025-12-24,2025-12-24,Troca de componente,2.7,Resolvido
2473,2473,2026-06-10,2026-06-16,Reparo de placa,20.6,Retorno
2475,2475,2026-05-28,2026-05-30,Reparo de placa,5.0,Resolvido
2477,2477,2025-08-07,2025-08-12,Atualização de software,11.0,Resolvido
2478,2478,2026-05-19,2026-05-25,Troca de componente,22.8,Resolvido
2479,2479,2026-05-21,2026-05-23,Limpeza técnica,6.1,Retorno
2480,2480,2025-09-14,2025-09-18,Limpeza técnica,17.8,Resolvido
2481,2481,2026-05-29,2026-06-08,Limpeza técnica,29.1,Resolvido
2483,2483,2025-08-31,2025-09-02,Atualização de software,5.4,Resolvido
2484,2484,2026-01-21,2026-01-29,Troca de componente,18.3,Resolvido
2485,2485,2025-11-05,2025-11-05,Troca de componente,2.8,Resolvido
2486,2486,2026-05-26,2026-05-26,Reparo de placa,3.7,Resolvido
2487,2487,2026-02-26,2026-03-05,Atualização de software,18.0,Resolvido
2488,2488,2026-03-28,2026-04-09,Reparo de placa,25.9,Resolvido
2489,2489,2025-11-09,2025-11-12,Troca de componente,14.8,Resolvido
2490,2490,2025-11-08,2025-11-19,Limpeza técnica,31.6,Resolvido
2491,2491,2025-09-23,2025-10-04,Troca de componente,43.8,Resolvido
2492,2492,2026-05-08,2026-05-19,Limpeza técnica,17.3,Resolvido
2493,2493,2025-08-15,2025-08-18,Reparo de placa,11.1,Resolvido
2495,2495,2025-10-27,2025-11-08,Limpeza técnica,18.6,Resolvido
2496,2496,2026-06-29,2026-07-11,Atualização de software,21.4,Resolvido
2497,2497,2026-06-05,2026-06-12,Limpeza técnica,15.5,Resolvido
2498,2498,2025-11-09,2025-11-14,Atualização de software,16.8,Resolvido
2499,2499,2026-05-28,2026-05-30,Limpeza técnica,5.5,Resolvido
2500,2500,2026-04-25,2026-04-25,Limpeza técnica,3.4,Retorno
2502,2502,2026-01-24,2026-02-02,Reparo de placa,33.8,Resolvido
2503,2503,2026-03-09,2026-03-22,Troca de componente,26.4,Resolvido
2504,2504,2026-01-01,2026-01-10,Reparo de placa,39.0,Resolvido
2505,2505,2025-10-23,2025-10-31,Troca de componente,34.2,Retorno
2506,2506,2026-05-09,2026-05-13,Limpeza técnica,10.3,Resolvido
2508,2508,2025-12-25,2025-12-29,Troca de componente,8.1,Resolvido
2509,2509,2026-05-13,2026-05-25,Limpeza técnica,22.6,Resolvido
2510,2510,2026-05-19,2026-05-20,Atualização de software,3.3,Resolvido
2511,2511,2026-02-02,2026-02-15,Atualização de software,34.0,Resolvido
2512,2512,2025-07-24,2025-08-02,Reparo de placa,39.5,Resolvido
2513,2513,2025-10-28,2025-10-29,Limpeza técnica,4.3,Resolvido
2514,2514,2026-06-14,2026-06-21,Troca de componente,23.7,Resolvido
2515,2515,2026-01-07,2026-01-17,Troca de componente,35.8,Resolvido
2516,2516,2025-07-31,2025-08-13,Troca de componente,29.1,Resolvido
2517,2517,2026-03-29,2026-03-31,Limpeza técnica,9.6,Resolvido
2518,2518,2025-09-17,2025-09-25,Limpeza técnica,16.7,Resolvido
