equipamento_id,cliente_id,tipo_id,marca_id,modelo,numero_serie_ficticio,ano_fabricacao
1147,901,6,2,MOD-614,SER-0001147,2018
1148,231,1,1,MOD-134,SER-0001148,2020
1149,245,2,9,MOD-852,SER-0001149,2023
1150,658,4,9,MOD-344,SER-0001150,2021
1151,1031,3,8,MOD-664,SER-0001151,2024
1152,118,10,11,MOD-369,SER-0001152,2019
1153,1195,4,2,MOD-129,SER-0001153,2020
1154,936,8,11,MOD-263,SER-0001154,2018
1155,582,9,1,MOD-884,SER-0001155,2024
1156,316,6,12,MOD-800,SER-0001156,2021
1157,657,5,11,MOD-923,SER-0001157,2022
1158,186,7,1,MOD-392,SER-0001158,2020
1159,1178,7,9,MOD-444,SER-0001159,2021
1160,660,8,7,MOD-349,SER-0001160,2025
1161,513,9,6,MOD-782,SER-0001161,2019
1162,893,1,12,MOD-928,SER-0001162,2026
1163,1138,1,12,MOD-945,SER-0001163,2020
1164,304,6,11,MOD-317,SER-0001164,2021
1165,1062,5,8,MOD-828,SER-0001165,2020
1166,3,2,6,MOD-161,SER-0001166,2019
1167,778,10,8,MOD-665,SER-0001167,2024
1168,737,6,8,MOD-253,SER-0001168,2026
1169,578,5,6,MOD-520,SER-0001169,2022
1170,115,8,1,MOD-468,SER-0001170,2020
1171,754,4,8,MOD-866,SER-0001171,2025
1172,809,5,9,MOD-443,SER-0001172,2024
1173,367,1,1,MOD-433,SER-0001173,2018
1174,1088,3,10,MOD-784,SER-0001174,2026
1175,886,3,4,MOD-727,SER-0001175,2022
1176,1115,4,11,MOD-719,SER-0001176,2018
1177,1003,4,5,MOD-254,SER-0001177,2024
1178,877,3,5,MOD-461,SER-0001178,2022
1179,1121,5,9,MOD-750,SER-0001179,2019
1180,202,7,8,MOD-422,SER-0001180,2020
1181,136,4,12,MOD-341,SER-0001181,2026
1182,972,7,7,MOD-216,SER-0001182,2019
1183,310,6,4,MOD-841,SER-0001183,2019
1184,1053,7,3,MOD-821,SER-0001184,2018
1185,972,1,7,MOD-542,SER-0001185,2024
1186,1001,9,12,MOD-974,SER-0001186,2026
1187,1057,7,6,MOD-646,SER-0001187,2022
1188,1183,8,5,MOD-373,SER-0001188,2021
1189,290,3,10,MOD-491,SER-0001189,2023
1190,1125,2,1,MOD-627,SER-0001190,2023
1191,1056,2,7,MOD-831,SER-0001191,2026
1192,1089,7,2,MOD-706,SER-0001192,2019
1193,354,6,4,MOD-600,SER-0001193,2020
1194,858,3,3,MOD-792,SER-0001194,2025
1195,497,2,3,MOD-107,SER-0001195,2023
1196,189,7,5,MOD-521,SER-0001196,2018
1197,757,10,1,MOD-183,SER-0001197,2025
1198,265,5,1,MOD-679,SER-0001198,2026
1199,565,4,3,MOD-247,SER-0001199,2019
1200,779,3,5,MOD-354,SER-0001200,2023
1201,657,8,10,MOD-342,SER-0001201,2022
1202,63,7,2,MOD-299,SER-0001202,2022
1203,1175,10,12,MOD-951,SER-0001203,2021
1204,731,10,1,MOD-152,SER-0001204,2020
1205,1189,7,9,MOD-504,SER-0001205,2025
1206,849,5,10,MOD-367,SER-0001206,2022
1207,944,8,2,MOD-917,SER-0001207,2025
1208,544,6,9,MOD-274,SER-0001208,2022
1209,1083,2,10,MOD-726,SER-0001209,2022
1210,835,6,1,MOD-358,SER-0001210,2021
1211,234,1,2,MOD-968,SER-0001211,2023
1212,679,2,3,MOD-681,SER-0001212,2019
1213,1102,4,6,MOD-666,SER-0001213,2022
1214,167,4,9,MOD-377,SER-0001214,2022
1215,218,6,5,MOD-875,SER-0001215,2025
1216,34,1,10,MOD-656,SER-0001216,2019
1217,1182,3,11,MOD-957,SER-0001217,2024
1218,487,5,2,MOD-670,SER-0001218,2018
1219,947,1,1,MOD-970,SER-0001219,2023
1220,646,8,7,MOD-589,SER-0001220,2022
1221,785,4,12,MOD-916,SER-0001221,2026
1222,436,6,1,MOD-242,SER-0001222,2022
1223,51,4,6,MOD-966,SER-0001223,2023
1224,605,10,11,MOD-442,SER-0001224,2019
1225,1030,2,9,MOD-477,SER-0001225,2019
1226,270,2,5,MOD-209,SER-0001226,2026
1227,612,8,9,MOD-919,SER-0001227,2024
1228,1084,1,11,MOD-422,SER-0001228,2018
1229,16,2,6,MOD-957,SER-0001229,2026
1230,769,3,1,MOD-504,SER-0001230,2023
1231,398,7,1,MOD-353,SER-0001231,2020
1232,139,4,11,MOD-136,SER-0001232,2019
1233,865,7,4,MOD-686,SER-0001233,2025
1234,709,2,3,MOD-216,SER-0001234,2022
1235,245,3,2,MOD-934,SER-0001235,2025
1236,568,3,9,MOD-868,SER-0001236,2018
1237,209,1,8,MOD-829,SER-0001237,2020
1238,283,6,6,MOD-462,SER-0001238,2025
1239,901,8,6,MOD-274,SER-0001239,2019
1240,432,5,2,MOD-317,SER-0001240,2019
1241,922,9,12,MOD-606,SER-0001241,2021
1242,662,9,12,MOD-542,SER-0001242,2020
1243,87,4,12,MOD-666,SER-0001243,2018
1244,98,10,11,MOD-459,SER-0001244,2020
1245,136,1,11,MOD-412,SER-0001245,2019
1246,861,2,7,MOD-870,SER-0001246,2025
1247,215,6,12,MOD-848,SER-0001247,2019
1248,475,6,9,MOD-721,SER-0001248,2026
1249,361,4,11,MOD-927,SER-0001249,2020
1250,986,5,2,MOD-372,SER-0001250,2019
1251,1189,4,6,MOD-622,SER-0001251,2021
1252,965,5,8,MOD-600,SER-0001252,2026
1253,238,8,8,MOD-644,SER-0001253,2021
1254,1130,5,1,MOD-648,SER-0001254,2018
1255,719,6,8,MOD-823,SER-0001255,2021
1256,823,4,12,MOD-211,SER-0001256,2018
1257,1122,2,4,MOD-850,SER-0001257,2021
1258,628,5,7,MOD-126,SER-0001258,2019
1259,720,1,11,MOD-451,SER-0001259,2018
1260,1038,5,6,MOD-584,SER-0001260,2023
1261,1078,1,3,MOD-615,SER-0001261,2019
1262,577,7,5,MOD-306,SER-0001262,2018
1263,389,5,3,MOD-208,SER-0001263,2021
1264,164,3,12,MOD-713,SER-0001264,2026
1265,402,4,5,MOD-800,SER-0001265,2020
1266,127,7,5,MOD-468,SER-0001266,2025
1267,736,4,1,MOD-890,SER-0001267,2023
1268,146,8,12,MOD-518,SER-0001268,2018
1269,189,3,10,MOD-472,SER-0001269,2021
1270,791,7,10,MOD-414,SER-0001270,2024
1271,998,10,1,MOD-924,SER-0001271,2025
1272,1108,3,6,MOD-344,SER-0001272,2020
1273,10,10,10,MOD-965,SER-0001273,2021
1274,403,9,3,MOD-987,SER-0001274,2020
1275,1129,5,7,MOD-433,SER-0001275,2022
1276,319,4,3,MOD-571,SER-0001276,2024
1277,893,7,2,MOD-346,SER-0001277,2024
1278,708,1,9,MOD-834,SER-0001278,2023
1279,315,4,5,MOD-394,SER-0001279,2022
1280,407,8,1,MOD-757,SER-0001280,2021
1281,327,4,10,MOD-583,SER-0001281,2023
1282,909,1,6,MOD-842,SER-0001282,2023
1283,512,7,11,MOD-287,SER-0001283,2018
1284,1197,2,1,MOD-123,SER-0001284,2020
1285,865,6,1,MOD-750,SER-0001285,2021
1286,458,6,8,MOD-656,SER-0001286,2018
1287,664,8,10,MOD-102,SER-0001287,2020
1288,873,2,12,MOD-867,SER-0001288,2019
1289,165,5,6,MOD-687,SER-0001289,2023
1290,361,4,1,MOD-787,SER-0001290,2023
1291,1000,6,9,MOD-114,SER-0001291,2023
1292,636,3,6,MOD-939,SER-0001292,2023
1293,653,3,9,MOD-560,SER-0001293,2019
1294,596,6,4,MOD-615,SER-0001294,2026
1295,859,6,9,MOD-939,SER-0001295,2023
1296,1040,8,7,MOD-608,SER-0001296,2022
1297,895,2,7,MOD-161,SER-0001297,2020
1298,907,6,12,MOD-134,SER-0001298,2019
1299,1165,8,10,MOD-722,SER-0001299,2022
1300,954,6,2,MOD-716,SER-0001300,2024
1301,1056,10,7,MOD-761,SER-0001301,2019
1302,1173,8,11,MOD-769,SER-0001302,2021
1303,481,2,1,MOD-540,SER-0001303,2021
1304,1016,9,11,MOD-204,SER-0001304,2019
1305,70,1,10,MOD-874,SER-0001305,2023
1306,706,5,4,MOD-987,SER-0001306,2019
1307,793,3,3,MOD-155,SER-0001307,2018
1308,108,5,12,MOD-252,SER-0001308,2026
1309,192,3,12,MOD-761,SER-0001309,2023
1310,1189,9,12,MOD-263,SER-0001310,2023
1311,901,2,9,MOD-346,SER-0001311,2023
1312,1097,2,8,MOD-353,SER-0001312,2018
1313,91,6,3,MOD-746,SER-0001313,2018
1314,171,1,7,MOD-223,SER-0001314,2019
1315,429,3,6,MOD-965,SER-0001315,2021
1316,45,3,6,MOD-751,SER-0001316,2024
1317,651,1,9,MOD-142,SER-0001317,2020
1318,1095,6,2,MOD-592,SER-0001318,2020
1319,351,8,2,MOD-690,SER-0001319,2019
1320,352,9,12,MOD-231,SER-0001320,2020
1321,440,9,2,MOD-854,SER-0001321,2025
1322,480,6,7,MOD-554,SER-0001322,2024
1323,555,5,1,MOD-123,SER-0001323,2026
1324,404,9,2,MOD-733,SER-0001324,2022
1325,649,6,1,MOD-171,SER-0001325,2018
1326,95,6,1,MOD-615,SER-0001326,2023
1327,773,3,7,MOD-493,SER-0001327,2024
1328,855,6,4,MOD-104,SER-0001328,2018
1329,1159,10,7,MOD-388,SER-0001329,2024
1330,451,2,3,MOD-231,SER-0001330,2021
1331,92,4,12,MOD-295,SER-0001331,2018
1332,22,9,9,MOD-836,SER-0001332,2022
1333,1058,7,11,MOD-894,SER-0001333,2018
1334,743,6,9,MOD-384,SER-0001334,2021
1335,69,10,10,MOD-380,SER-0001335,2020
1336,525,3,1,MOD-182,SER-0001336,2024
1337,765,3,12,MOD-383,SER-0001337,2024
1338,118,4,3,MOD-349,SER-0001338,2026
1339,985,6,10,MOD-927,SER-0001339,2024
1340,349,2,3,MOD-614,SER-0001340,2018
1341,391,4,9,MOD-722,SER-0001341,2026
1342,670,9,3,MOD-155,SER-0001342,2018
1343,1055,2,2,MOD-167,SER-0001343,2024
1344,374,1,11,MOD-656,SER-0001344,2018
1345,291,1,9,MOD-351,SER-0001345,2024
1346,526,6,6,MOD-447,SER-0001346,2019
1347,1,8,10,MOD-384,SER-0001347,2025
1348,860,4,5,MOD-466,SER-0001348,2019
1349,181,5,7,MOD-622,SER-0001349,2018
1350,230,6,2,MOD-572,SER-0001350,2019
1351,624,8,1,MOD-614,SER-0001351,2018
1352,228,5,3,MOD-762,SER-0001352,2023
1353,724,2,7,MOD-496,SER-0001353,2022
1354,742,4,2,MOD-558,SER-0001354,2021
1355,76,2,2,MOD-521,SER-0001355,2020
1356,793,4,3,MOD-211,SER-0001356,2025
1357,557,9,7,MOD-144,SER-0001357,2025
1358,1141,6,8,MOD-469,SER-0001358,2021
1359,43,4,12,MOD-776,SER-0001359,2025
1360,870,4,1,MOD-785,SER-0001360,2024
1361,1181,4,3,MOD-803,SER-0001361,2022
1362,106,3,7,MOD-234,SER-0001362,2019
1363,303,6,2,MOD-907,SER-0001363,2019
1364,1194,4,1,MOD-956,SER-0001364,2022
1365,1011,5,11,MOD-636,SER-0001365,2018
1366,1093,10,11,MOD-309,SER-0001366,2020
1367,394,1,5,MOD-541,SER-0001367,2023
1368,797,10,11,MOD-414,SER-0001368,2021
1369,759,8,12,MOD-799,SER-0001369,2023
1370,273,10,10,MOD-912,SER-0001370,2021
1371,538,5,3,MOD-780,SER-0001371,2021
1372,577,3,6,MOD-584,SER-0001372,2026
1373,994,5,1,MOD-245,SER-0001373,2023
1374,514,7,11,MOD-961,SER-0001374,2022
1375,335,6,8,MOD-403,SER-0001375,2022
1376,795,10,9,MOD-562,SER-0001376,2023
1377,234,6,12,MOD-249,SER-0001377,2019
1378,566,8,1,MOD-511,SER-0001378,2018
1379,175,10,5,MOD-731,SER-0001379,2022
1380,158,2,4,MOD-534,SER-0001380,2026
1381,124,9,6,MOD-329,SER-0001381,2024
1382,803,9,2,MOD-255,SER-0001382,2018
1383,922,1,4,MOD-444,SER-0001383,2025
1384,95,10,10,MOD-645,SER-0001384,2025
1385,875,10,12,MOD-162,SER-0001385,2022
1386,1089,3,3,MOD-280,SER-0001386,2025
1387,31,3,3,MOD-376,SER-0001387,2026
1388,1047,2,6,MOD-759,SER-0001388,2026
1389,1002,5,8,MOD-699,SER-0001389,2020
1390,890,2,3,MOD-415,SER-0001390,2023
1391,643,8,7,MOD-798,SER-0001391,2019
1392,332,9,2,MOD-495,SER-0001392,2026
1393,159,8,5,MOD-743,SER-0001393,2019
1394,340,8,6,MOD-571,SER-0001394,2022
1395,895,3,12,MOD-386,SER-0001395,2024
1396,699,4,2,MOD-488,SER-0001396,2019
1397,1084,1,6,MOD-598,SER-0001397,2018
1398,762,7,12,MOD-510,SER-0001398,2023
1399,884,2,12,MOD-894,SER-0001399,2024
1400,1182,5,9,MOD-829,SER-0001400,2018
1401,1131,5,8,MOD-595,SER-0001401,2021
1402,158,1,7,MOD-255,SER-0001402,2019
1403,1198,2,3,MOD-239,SER-0001403,2020
1404,27,3,6,MOD-704,SER-0001404,2020
1405,1168,10,4,MOD-579,SER-0001405,2018
1406,645,5,6,MOD-309,SER-0001406,2018
1407,1178,6,7,MOD-917,SER-0001407,2018
1408,845,9,10,MOD-116,SER-0001408,2019
1409,20,8,4,MOD-105,SER-0001409,2022
1410,274,6,9,MOD-448,SER-0001410,2024
1411,748,5,12,MOD-568,SER-0001411,2022
1412,1043,8,11,MOD-679,SER-0001412,2018
1413,950,2,9,MOD-195,SER-0001413,2023
1414,1081,8,3,MOD-976,SER-0001414,2019
1415,989,8,5,MOD-508,SER-0001415,2018
1416,935,2,10,MOD-288,SER-0001416,2020
1417,97,9,9,MOD-723,SER-0001417,2025
1418,500,2,11,MOD-774,SER-0001418,2026
1419,625,9,3,MOD-566,SER-0001419,2022
1420,185,1,6,MOD-626,SER-0001420,2024
1421,1200,2,6,MOD-658,SER-0001421,2022
1422,1117,6,2,MOD-756,SER-0001422,2022
1423,609,10,10,MOD-339,SER-0001423,2019
1424,396,7,11,MOD-406,SER-0001424,2020
1425,190,3,8,MOD-418,SER-0001425,2020
1426,1050,1,9,MOD-766,SER-0001426,2023
1427,1106,6,4,MOD-907,SER-0001427,2026
1428,536,9,1,MOD-185,SER-0001428,2020
1429,477,1,10,MOD-321,SER-0001429,2026
1430,864,9,2,MOD-896,SER-0001430,2023
1431,1052,7,3,MOD-203,SER-0001431,2026
1432,157,5,6,MOD-660,SER-0001432,2018
1433,50,9,7,MOD-788,SER-0001433,2022
1434,808,8,11,MOD-386,SER-0001434,2022
1435,422,4,11,MOD-316,SER-0001435,2019
1436,336,8,1,MOD-231,SER-0001436,2020
1437,387,2,2,MOD-340,SER-0001437,2023
1438,384,8,7,MOD-812,SER-0001438,2025
1439,1096,3,11,MOD-773,SER-0001439,2025
1440,40,8,3,MOD-238,SER-0001440,2020
1441,782,4,10,MOD-444,SER-0001441,2019
1442,118,2,8,MOD-847,SER-0001442,2020
1443,322,8,4,MOD-238,SER-0001443,2018
1444,845,2,10,MOD-631,SER-0001444,2019
1445,703,8,5,MOD-705,SER-0001445,2021
1446,802,8,4,MOD-103,SER-0001446,2025
1447,817,4,8,MOD-748,SER-0001447,2023
1448,538,7,11,MOD-910,SER-0001448,2024
1449,375,8,5,MOD-947,SER-0001449,2019
1450,396,8,3,MOD-954,SER-0001450,2023
1451,151,3,6,MOD-708,SER-0001451,2019
1452,771,3,3,MOD-539,SER-0001452,2022
1453,129,7,2,MOD-114,SER-0001453,2018
1454,1108,9,2,MOD-344,SER-0001454,2020
1455,440,1,5,MOD-569,SER-0001455,2021
1456,283,3,6,MOD-288,SER-0001456,2018
1457,632,1,11,MOD-199,SER-0001457,2018
1458,885,1,7,MOD-428,SER-0001458,2019
1459,183,8,11,MOD-483,SER-0001459,2020
1460,1038,4,4,MOD-840,SER-0001460,2024
1461,387,4,10,MOD-404,SER-0001461,2018
1462,74,8,2,MOD-501,SER-0001462,2019
1463,96,3,2,MOD-977,SER-0001463,2018
1464,337,8,9,MOD-760,SER-0001464,2018
1465,143,6,10,MOD-148,SER-0001465,2025
1466,782,7,9,MOD-737,SER-0001466,2021
1467,808,6,4,MOD-597,SER-0001467,2018
1468,428,1,5,MOD-900,SER-0001468,2020
1469,1000,5,11,MOD-690,SER-0001469,2023
1470,1077,10,5,MOD-373,SER-0001470,2019
1471,772,3,2,MOD-649,SER-0001471,2020
1472,617,5,4,MOD-134,SER-0001472,2021
1473,597,7,10,MOD-568,SER-0001473,2025
1474,1015,8,1,MOD-644,SER-0001474,2018
1475,342,1,2,MOD-206,SER-0001475,2025
1476,453,6,3,MOD-297,SER-0001476,2022
1477,737,9,7,MOD-122,SER-0001477,2021
1478,1156,1,3,MOD-121,SER-0001478,2019
1479,118,9,6,MOD-277,SER-0001479,2020
1480,95,9,12,MOD-335,SER-0001480,2021
1481,870,1,5,MOD-622,SER-0001481,2023
1482,1173,2,9,MOD-441,SER-0001482,2024
1483,885,1,7,MOD-336,SER-0001483,2018
1484,209,4,10,MOD-898,SER-0001484,2026
1485,1026,9,9,MOD-420,SER-0001485,2025
1486,535,5,12,MOD-599,SER-0001486,2019
1487,645,7,5,MOD-291,SER-0001487,2026
1488,594,2,2,MOD-505,SER-0001488,2020
1489,370,6,9,MOD-718,SER-0001489,2023
1490,927,3,12,MOD-825,SER-0001490,2021
1491,878,3,6,MOD-410,SER-0001491,2024
1492,280,3,4,MOD-679,SER-0001492,2018
1493,1,8,6,MOD-134,SER-0001493,2025
1494,902,10,12,MOD-348,SER-0001494,2022
1495,826,5,5,MOD-744,SER-0001495,2025
1496,231,6,10,MOD-801,SER-0001496,2021
1497,70,5,7,MOD-998,SER-0001497,2023
1498,247,5,5,MOD-244,SER-0001498,2018
1499,126,2,2,MOD-621,SER-0001499,2022
1500,1058,3,1,MOD-715,SER-0001500,2026
1501,1091,5,1,MOD-405,SER-0001501,2022
1502,666,10,5,MOD-507,SER-0001502,2021
1503,993,5,4,MOD-234,SER-0001503,2020
1504,1062,9,9,MOD-803,SER-0001504,2019
1505,147,4,1,MOD-717,SER-0001505,2021
1506,574,2,7,MOD-855,SER-0001506,2025
1507,1020,5,4,MOD-756,SER-0001507,2022
1508,645,4,7,MOD-154,SER-0001508,2020
1509,175,1,1,MOD-207,SER-0001509,2026
1510,859,5,2,MOD-187,SER-0001510,2026
1511,746,6,7,MOD-959,SER-0001511,2019
1512,262,1,9,MOD-190,SER-0001512,2019
1513,1107,1,7,MOD-186,SER-0001513,2025
1514,861,1,11,MOD-333,SER-0001514,2022
1515,688,4,8,MOD-456,SER-0001515,2019
1516,1036,7,5,MOD-444,SER-0001516,2024
1517,761,1,1,MOD-552,SER-0001517,2018
1518,486,5,12,MOD-641,SER-0001518,2019
1519,479,6,3,MOD-617,SER-0001519,2025
1520,273,10,5,MOD-883,SER-0001520,2018
1521,574,4,11,MOD-767,SER-0001521,2025
1522,133,9,2,MOD-555,SER-0001522,2023
1523,234,8,2,MOD-371,SER-0001523,2026
1524,930,3,1,MOD-508,SER-0001524,2025
1525,100,4,10,MOD-657,SER-0001525,2025
1526,885,8,10,MOD-877,SER-0001526,2026
1527,969,8,8,MOD-862,SER-0001527,2018
1528,295,10,4,MOD-928,SER-0001528,2024
1529,852,10,9,MOD-838,SER-0001529,2021
1530,810,2,8,MOD-429,SER-0001530,2025
1531,1075,7,9,MOD-946,SER-0001531,2021
1532,110,9,6,MOD-660,SER-0001532,2026
1533,1057,10,1,MOD-343,SER-0001533,2026
1534,475,4,4,MOD-234,SER-0001534,2022
1535,707,9,9,MOD-334,SER-0001535,2025
1536,1077,5,6,MOD-914,SER-0001536,2020
1537,10,9,2,MOD-753,SER-0001537,2022
1538,589,6,1,MOD-978,SER-0001538,2024
1539,308,5,8,MOD-951,SER-0001539,2020
1540,398,8,4,MOD-675,SER-0001540,2026
1541,357,2,5,MOD-530,SER-0001541,2018
1542,303,4,4,MOD-501,SER-0001542,2021
1543,61,5,10,MOD-311,SER-0001543,2020
1544,167,1,7,MOD-914,SER-0001544,2021
1545,487,8,5,MOD-224,SER-0001545,2025
1546,157,3,3,MOD-217,SER-0001546,2019
1547,417,5,5,MOD-626,SER-0001547,2025
1548,986,3,6,MOD-854,SER-0001548,2026
1549,1165,5,12,MOD-360,SER-0001549,2024
1550,1144,4,3,MOD-367,SER-0001550,2026
1551,1098,9,10,MOD-716,SER-0001551,2025
1552,162,4,3,MOD-550,SER-0001552,2022
1553,33,10,5,MOD-277,SER-0001553,2021
1554,205,5,8,MOD-398,SER-0001554,2023
1555,354,1,10,MOD-112,SER-0001555,2021
1556,845,8,7,MOD-201,SER-0001556,2024
1557,978,3,10,MOD-207,SER-0001557,2024
1558,472,2,5,MOD-705,SER-0001558,2021
1559,688,5,4,MOD-277,SER-0001559,2018
1560,623,5,9,MOD-781,SER-0001560,2021
1561,205,10,9,MOD-902,SER-0001561,2019
1562,349,8,11,MOD-833,SER-0001562,2018
1563,1004,2,3,MOD-809,SER-0001563,2020
1564,1044,9,4,MOD-333,SER-0001564,2026
1565,1064,5,1,MOD-629,SER-0001565,2019
1566,520,9,9,MOD-276,SER-0001566,2025
1567,176,7,3,MOD-906,SER-0001567,2021
1568,344,8,7,MOD-624,SER-0001568,2023
1569,288,8,4,MOD-230,SER-0001569,2025
1570,999,7,8,MOD-616,SER-0001570,2026
1571,980,7,9,MOD-926,SER-0001571,2021
1572,115,5,10,MOD-703,SER-0001572,2018
1573,164,2,6,MOD-517,SER-0001573,2023
1574,641,9,6,MOD-311,SER-0001574,2018
1575,809,8,10,MOD-238,SER-0001575,2025
1576,660,7,4,MOD-637,SER-0001576,2019
1577,1010,5,9,MOD-261,SER-0001577,2022
1578,1057,4,10,MOD-410,SER-0001578,2022
1579,717,8,4,MOD-876,SER-0001579,2025
1580,309,9,6,MOD-671,SER-0001580,2023
1581,879,9,5,MOD-738,SER-0001581,2024
1582,992,3,5,MOD-210,SER-0001582,2023
1583,948,3,12,MOD-627,SER-0001583,2025
1584,78,2,10,MOD-140,SER-0001584,2020
1585,1143,9,8,MOD-730,SER-0001585,2026
1586,966,8,4,MOD-144,SER-0001586,2024
1587,545,2,1,MOD-842,SER-0001587,2020
1588,721,5,6,MOD-180,SER-0001588,2024
1589,1073,6,3,MOD-661,SER-0001589,2021
1590,397,6,6,MOD-745,SER-0001590,2024
1591,381,7,4,MOD-226,SER-0001591,2020
1592,366,8,5,MOD-614,SER-0001592,2021
1593,392,8,11,MOD-177,SER-0001593,2020
1594,229,5,7,MOD-934,SER-0001594,2021
1595,351,1,3,MOD-530,SER-0001595,2022
1596,1048,5,1,MOD-124,SER-0001596,2018
1597,748,3,4,MOD-330,SER-0001597,2024
1598,247,7,8,MOD-552,SER-0001598,2023
1599,469,3,2,MOD-739,SER-0001599,2023
1600,748,2,4,MOD-853,SER-0001600,2025
1601,430,7,8,MOD-349,SER-0001601,2023
1602,796,3,10,MOD-491,SER-0001602,2018
1603,534,7,5,MOD-621,SER-0001603,2023
1604,299,7,6,MOD-913,SER-0001604,2025
1605,940,4,3,MOD-591,SER-0001605,2019
1606,863,2,9,MOD-832,SER-0001606,2021
1607,855,8,8,MOD-288,SER-0001607,2025
1608,911,1,6,MOD-574,SER-0001608,2023
1609,254,7,2,MOD-723,SER-0001609,2021
1610,1015,3,5,MOD-279,SER-0001610,2018
1611,216,3,8,MOD-554,SER-0001611,2021
1612,916,1,5,MOD-770,SER-0001612,2024
1613,244,6,3,MOD-150,SER-0001613,2018
1614,995,2,2,MOD-131,SER-0001614,2021
1615,636,10,4,MOD-617,SER-0001615,2025
1616,941,5,8,MOD-266,SER-0001616,2021
1617,1153,9,6,MOD-167,SER-0001617,2026
1618,177,10,11,MOD-327,SER-0001618,2023
1619,994,4,5,MOD-916,SER-0001619,2023
1620,1149,8,9,MOD-891,SER-0001620,2018
1621,603,7,10,MOD-362,SER-0001621,2021
1622,659,10,2,MOD-651,SER-0001622,2022
1623,433,1,10,MOD-118,SER-0001623,2020
1624,1187,4,11,MOD-420,SER-0001624,2023
1625,1180,8,6,MOD-376,SER-0001625,2026
1626,90,8,8,MOD-225,SER-0001626,2022
1627,42,6,11,MOD-147,SER-0001627,2021
1628,220,1,10,MOD-162,SER-0001628,2023
1629,683,6,11,MOD-507,SER-0001629,2025
1630,1053,7,3,MOD-615,SER-0001630,2024
1631,913,6,2,MOD-387,SER-0001631,2019
1632,627,9,6,MOD-434,SER-0001632,2022
1633,718,1,8,MOD-999,SER-0001633,2020
1634,1005,2,12,MOD-582,SER-0001634,2022
1635,246,10,7,MOD-947,SER-0001635,2026
1636,71,10,9,MOD-951,SER-0001636,2025
1637,838,8,1,MOD-175,SER-0001637,2019
1638,541,8,3,MOD-923,SER-0001638,2024
1639,326,9,4,MOD-817,SER-0001639,2021
1640,732,9,4,MOD-429,SER-0001640,2023
1641,359,8,11,MOD-189,SER-0001641,2026
1642,941,8,9,MOD-620,SER-0001642,2023
1643,1021,3,10,MOD-777,SER-0001643,2025
1644,635,2,7,MOD-645,SER-0001644,2023
1645,549,6,8,MOD-192,SER-0001645,2021
1646,115,3,8,MOD-122,SER-0001646,2024
1647,628,6,3,MOD-235,SER-0001647,2026
1648,1089,1,1,MOD-950,SER-0001648,2022
1649,607,8,12,MOD-409,SER-0001649,2020
1650,867,2,12,MOD-948,SER-0001650,2022
1651,69,5,1,MOD-319,SER-0001651,2019
1652,959,7,9,MOD-331,SER-0001652,2022
1653,245,6,2,MOD-204,SER-0001653,2021
1654,674,5,7,MOD-386,SER-0001654,2024
1655,234,10,9,MOD-605,SER-0001655,2025
1656,890,4,10,MOD-878,SER-0001656,2019
1657,76,6,7,MOD-983,SER-0001657,2026
1658,904,1,1,MOD-685,SER-0001658,2026
1659,968,8,5,MOD-281,SER-0001659,2019
1660,491,6,7,MOD-623,SER-0001660,2018
1661,1015,2,4,MOD-978,SER-0001661,2020
1662,868,1,10,MOD-760,SER-0001662,2026
1663,460,7,1,MOD-311,SER-0001663,2020
1664,87,2,6,MOD-836,SER-0001664,2019
1665,138,7,9,MOD-863,SER-0001665,2019
1666,48,5,1,MOD-341,SER-0001666,2022
1667,1125,2,10,MOD-490,SER-0001667,2020
1668,866,3,4,MOD-138,SER-0001668,2021
1669,900,1,2,MOD-559,SER-0001669,2025
1670,917,10,5,MOD-636,SER-0001670,2023
1671,50,1,5,MOD-863,SER-0001671,2021
1672,863,4,3,MOD-124,SER-0001672,2023
1673,974,8,8,MOD-660,SER-0001673,2025
1674,632,9,5,MOD-567,SER-0001674,2026
1675,654,2,8,MOD-622,SER-0001675,2020
1676,1065,9,1,MOD-113,SER-0001676,2024
1677,1038,5,12,MOD-565,SER-0001677,2021
1678,57,5,10,MOD-586,SER-0001678,2023
1679,142,4,7,MOD-265,SER-0001679,2024
1680,585,4,5,MOD-823,SER-0001680,2023
1681,220,9,10,MOD-868,SER-0001681,2018
1682,973,4,2,MOD-879,SER-0001682,2019
1683,620,9,4,MOD-691,SER-0001683,2021
1684,701,6,7,MOD-195,SER-0001684,2023
1685,551,6,9,MOD-342,SER-0001685,2019
1686,55,4,11,MOD-873,SER-0001686,2021
1687,240,3,2,MOD-348,SER-0001687,2025
1688,788,3,4,MOD-703,SER-0001688,2020
1689,776,9,8,MOD-258,SER-0001689,2018
1690,290,3,9,MOD-919,SER-0001690,2022
1691,744,10,4,MOD-204,SER-0001691,2021
1692,204,5,2,MOD-804,SER-0001692,2026
1693,903,10,9,MOD-614,SER-0001693,2018
1694,541,8,9,MOD-233,SER-0001694,2020
1695,690,4,12,MOD-689,SER-0001695,2023
1696,379,4,8,MOD-372,SER-0001696,2024
1697,292,2,10,MOD-881,SER-0001697,2022
1698,1095,3,10,MOD-327,SER-0001698,2018
1699,571,4,5,MOD-502,SER-0001699,2018
