pagamento_id,matricula_id,competencia,valor,data_vencimento,data_pagamento,status
12238,1020,2026-04,149,2026-04-01,2026-04-19,Pago
12239,1020,2026-04,199,2026-04-30,2026-05-11,Pago
12240,1020,2026-05,699,2026-05-28,,Vencido
12241,1021,2025-07,1199,2025-07-04,2025-07-13,Pago
12242,1021,2025-08,109,2025-08-01,,Vencido
12243,1021,2025-09,99,2025-09-01,,Vencido
12244,1021,2025-09,149,2025-09-30,2025-10-02,Pago
12245,1021,2025-10,699,2025-10-31,,Vencido
12246,1021,2025-12,699,2025-12-03,2025-12-21,Pago
12247,1021,2026-01,149,2026-01-01,2026-01-08,Pago
12248,1021,2026-01,399,2026-01-30,2026-02-02,Pago
12249,1021,2026-03,35,2026-03-02,2026-03-16,Pago
12250,1021,2026-04,149,2026-04-02,2026-04-17,Pago
12251,1021,2026-04,35,2026-04-28,2026-04-26,Pago
12252,1021,2026-05,699,2026-05-27,2026-06-11,Pago
12253,1022,2025-07,1199,2025-07-06,2025-07-20,Pago
12254,1022,2025-08,109,2025-08-04,2025-08-04,Pago
12255,1022,2025-09,399,2025-09-03,2025-09-01,Pago
12256,1022,2025-10,109,2025-10-04,2025-10-05,Pago
12257,1022,2025-11,109,2025-11-02,2025-10-30,Pago
12258,1022,2025-12,1199,2025-12-03,2025-12-21,Pago
12259,1022,2025-12,699,2025-12-31,2026-01-05,Pago
12260,1022,2026-01,99,2026-01-27,2026-02-11,Pago
12261,1022,2026-03,149,2026-03-03,2026-03-12,Pago
12262,1022,2026-03,399,2026-03-31,2026-03-30,Pago
12263,1022,2026-04,1199,2026-04-30,2026-05-15,Pago
12264,1022,2026-05,99,2026-05-30,2026-06-09,Pago
12265,1023,2025-07,149,2025-07-01,2025-07-02,Pago
12266,1023,2025-08,199,2025-08-03,2025-08-06,Pago
12267,1023,2025-08,199,2025-08-31,,Vencido
12268,1023,2025-10,699,2025-10-04,2025-10-09,Pago
12269,1023,2025-11,1199,2025-11-02,2025-11-19,Pago
12270,1023,2025-12,1199,2025-12-02,2025-12-19,Pago
12271,1023,2025-12,35,2025-12-28,2026-01-09,Pago
12272,1023,2026-01,149,2026-01-29,2026-02-12,Pago
12273,1023,2026-02,199,2026-02-26,2026-02-25,Pago
12274,1023,2026-04,35,2026-04-01,2026-04-11,Pago
12275,1023,2026-05,149,2026-05-01,2026-05-11,Pago
12276,1023,2026-05,199,2026-05-27,2026-05-27,Pago
12277,1024,2025-07,699,2025-07-01,2025-07-16,Pago
12278,1024,2025-07,149,2025-07-31,2025-08-13,Pago
12279,1024,2025-09,399,2025-09-02,2025-09-19,Pago
12280,1024,2025-10,399,2025-10-04,,Vencido
12281,1024,2025-10,399,2025-10-29,,Vencido
12282,1024,2025-11,109,2025-11-28,2025-12-06,Pago
12283,1024,2025-12,35,2025-12-28,2026-01-08,Pago
12284,1024,2026-02,399,2026-02-01,2026-02-04,Pago
12285,1024,2026-03,699,2026-03-01,,Vencido
12286,1024,2026-03,399,2026-03-29,2026-04-08,Pago
12287,1024,2026-05,1199,2026-05-01,2026-05-15,Pago
12288,1024,2026-05,109,2026-05-29,2026-06-12,Pago
12289,1025,2025-07,35,2025-07-04,2025-07-11,Pago
12290,1025,2025-08,199,2025-08-02,2025-08-09,Pago
12291,1025,2025-09,699,2025-09-03,2025-09-14,Pago
12292,1025,2025-10,99,2025-10-03,2025-10-15,Pago
12293,1025,2025-10,199,2025-10-29,2025-11-15,Pago
12294,1025,2025-12,1199,2025-12-01,2025-12-07,Pago
12295,1025,2026-01,99,2026-01-01,2026-01-11,Pago
12296,1025,2026-01,1199,2026-01-30,2026-02-06,Pago
12297,1025,2026-03,199,2026-03-01,2026-03-10,Pago
12298,1025,2026-03,399,2026-03-30,2026-03-27,Pago
12299,1025,2026-04,1199,2026-04-30,2026-05-10,Pago
12300,1025,2026-05,399,2026-05-27,2026-05-29,Pago
12301,1026,2025-07,699,2025-07-05,2025-07-07,Pago
12302,1026,2025-08,399,2025-08-01,2025-08-07,Pago
12303,1026,2025-09,35,2025-09-02,,Vencido
12304,1026,2025-10,699,2025-10-01,2025-10-18,Pago
12305,1026,2025-10,399,2025-10-30,2025-11-17,Pago
12306,1026,2025-11,399,2025-11-30,2025-11-28,Pago
12307,1026,2025-12,199,2025-12-29,2025-12-26,Pago
12308,1026,2026-02,109,2026-02-01,2026-02-02,Pago
12309,1026,2026-02,699,2026-02-28,2026-03-09,Pago
12310,1026,2026-03,109,2026-03-30,2026-04-02,Pago
12311,1026,2026-05,399,2026-05-01,2026-04-30,Pago
12312,1026,2026-05,399,2026-05-31,2026-06-10,Pago
12313,1027,2025-07,35,2025-07-06,2025-07-03,Pago
12314,1027,2025-08,109,2025-08-03,2025-08-16,Pago
12315,1027,2025-08,199,2025-08-31,2025-09-07,Pago
12316,1027,2025-10,199,2025-10-01,,Vencido
12317,1027,2025-11,99,2025-11-01,2025-10-31,Pago
12318,1027,2025-11,109,2025-11-29,2025-12-09,Pago
12319,1027,2025-12,149,2025-12-28,2026-01-14,Pago
12320,1027,2026-01,699,2026-01-30,2026-02-16,Pago
12321,1027,2026-03,99,2026-03-01,2026-02-26,Pago
12322,1027,2026-03,199,2026-03-31,2026-04-10,Pago
12323,1027,2026-04,399,2026-04-29,2026-05-07,Pago
12324,1027,2026-05,399,2026-05-27,,Vencido
12325,1028,2025-07,99,2025-07-05,2025-07-08,Pago
12326,1028,2025-08,399,2025-08-04,2025-08-11,Pago
12327,1028,2025-09,699,2025-09-01,2025-09-05,Pago
12328,1028,2025-10,149,2025-10-01,2025-10-15,Pago
12329,1028,2025-11,149,2025-11-02,2025-11-09,Pago
12330,1028,2025-11,699,2025-11-30,2025-12-18,Pago
12331,1028,2025-12,699,2025-12-28,2026-01-10,Pago
12332,1028,2026-01,99,2026-01-31,2026-02-06,Pago
12333,1028,2026-02,35,2026-02-27,2026-03-14,Pago
12334,1028,2026-03,35,2026-03-31,2026-04-10,Pago
12335,1028,2026-05,109,2026-05-02,,Vencido
12336,1028,2026-05,109,2026-05-29,2026-05-31,Pago
12337,1029,2025-07,199,2025-07-02,2025-07-09,Pago
12338,1029,2025-08,35,2025-08-01,2025-08-09,Pago
12339,1029,2025-08,399,2025-08-30,2025-09-07,Pago
12340,1029,2025-09,149,2025-09-29,2025-10-11,Pago
12341,1029,2025-11,1199,2025-11-02,2025-11-18,Pago
12342,1029,2025-11,109,2025-11-30,2025-12-01,Pago
12343,1029,2026-01,35,2026-01-01,2026-01-04,Pago
12344,1029,2026-01,109,2026-01-31,2026-01-30,Pago
12345,1029,2026-02,1199,2026-02-28,,Vencido
12346,1029,2026-03,35,2026-03-30,,Vencido
12347,1029,2026-04,399,2026-04-27,2026-04-27,Pago
12348,1029,2026-05,199,2026-05-29,2026-06-06,Pago
12349,1030,2025-07,149,2025-07-06,2025-07-15,Pago
12350,1030,2025-08,35,2025-08-05,2025-08-23,Pago
12351,1030,2025-08,199,2025-08-31,2025-09-16,Pago
12352,1030,2025-10,399,2025-10-03,2025-10-18,Pago
12353,1030,2025-11,699,2025-11-03,2025-11-20,Pago
12354,1030,2025-11,699,2025-11-30,,Vencido
12355,1030,2025-12,35,2025-12-29,2025-12-29,Pago
12356,1030,2026-01,699,2026-01-30,2026-02-12,Pago
12357,1030,2026-03,1199,2026-03-01,2026-03-18,Pago
12358,1030,2026-03,149,2026-03-31,2026-04-04,Pago
12359,1030,2026-04,399,2026-04-27,2026-04-28,Pago
12360,1030,2026-05,199,2026-05-31,2026-06-01,Pago
12361,1031,2025-07,99,2025-07-02,2025-07-01,Pago
12362,1031,2025-08,149,2025-08-05,2025-08-18,Pago
12363,1031,2025-08,1199,2025-08-31,2025-09-18,Pago
12364,1031,2025-10,99,2025-10-01,2025-09-28,Pago
12365,1031,2025-10,199,2025-10-31,2025-10-29,Pago
12366,1031,2025-12,99,2025-12-02,2025-12-13,Pago
12367,1031,2025-12,699,2025-12-31,2026-01-12,Pago
12368,1031,2026-01,199,2026-01-27,2026-02-08,Pago
12369,1031,2026-02,1199,2026-02-27,2026-02-27,Pago
12370,1031,2026-03,35,2026-03-30,2026-04-11,Pago
12371,1031,2026-04,199,2026-04-28,2026-04-26,Pago
12372,1031,2026-05,35,2026-05-28,2026-06-03,Pago
12373,1032,2025-07,109,2025-07-01,2025-06-30,Pago
12374,1032,2025-08,149,2025-08-04,2025-08-21,Pago
12375,1032,2025-09,109,2025-09-03,2025-09-09,Pago
12376,1032,2025-10,99,2025-10-04,2025-10-10,Pago
12377,1032,2025-10,149,2025-10-31,2025-11-13,Pago
12378,1032,2025-12,35,2025-12-03,2025-12-14,Pago
12379,1032,2025-12,199,2025-12-31,2026-01-10,Pago
12380,1032,2026-02,1199,2026-02-01,2026-02-02,Pago
12381,1032,2026-03,99,2026-03-01,2026-03-09,Pago
12382,1032,2026-04,199,2026-04-01,2026-04-06,Pago
12383,1032,2026-04,109,2026-04-30,,Vencido
12384,1032,2026-05,199,2026-05-28,2026-05-28,Pago
12385,1033,2025-07,109,2025-07-05,2025-07-15,Pago
12386,1033,2025-08,99,2025-08-05,,Vencido
12387,1033,2025-09,99,2025-09-04,2025-09-17,Pago
12388,1033,2025-09,399,2025-09-30,2025-10-08,Pago
12389,1033,2025-11,1199,2025-11-03,2025-11-13,Pago
12390,1033,2025-11,1199,2025-11-29,2025-12-06,Pago
12391,1033,2026-01,35,2026-01-02,2026-01-19,Pago
12392,1033,2026-01,699,2026-01-29,2026-01-29,Pago
12393,1033,2026-02,35,2026-02-28,2026-03-05,Pago
12394,1033,2026-03,1199,2026-03-31,2026-04-16,Pago
12395,1033,2026-04,35,2026-04-28,2026-05-13,Pago
12396,1033,2026-05,699,2026-05-31,2026-05-29,Pago
12397,1034,2025-07,699,2025-07-01,2025-07-08,Pago
12398,1034,2025-08,109,2025-08-04,2025-08-01,Pago
12399,1034,2025-08,699,2025-08-31,2025-08-31,Pago
12400,1034,2025-10,109,2025-10-04,2025-10-20,Pago
12401,1034,2025-10,199,2025-10-31,2025-11-12,Pago
12402,1034,2025-12,149,2025-12-02,2025-12-14,Pago
12403,1034,2025-12,399,2025-12-31,,Vencido
12404,1034,2026-01,109,2026-01-30,2026-02-17,Pago
12405,1034,2026-02,149,2026-02-28,2026-03-11,Pago
12406,1034,2026-04,109,2026-04-01,,Vencido
12407,1034,2026-05,1199,2026-05-02,2026-05-16,Pago
12408,1034,2026-05,1199,2026-05-31,2026-06-04,Pago
12409,1035,2025-07,699,2025-07-01,2025-06-28,Pago
12410,1035,2025-07,1199,2025-07-31,2025-07-30,Pago
12411,1035,2025-09,199,2025-09-02,2025-08-31,Pago
12412,1035,2025-10,99,2025-10-03,2025-10-03,Pago
12413,1035,2025-11,109,2025-11-01,2025-11-12,Pago
12414,1035,2025-11,199,2025-11-28,,Vencido
12415,1035,2026-01,149,2026-01-01,2026-01-17,Pago
12416,1035,2026-01,109,2026-01-29,2026-01-27,Pago
12417,1035,2026-03,99,2026-03-02,2026-03-01,Pago
12418,1035,2026-03,99,2026-03-31,2026-04-13,Pago
12419,1035,2026-05,699,2026-05-02,2026-05-04,Pago
12420,1035,2026-05,1199,2026-05-30,2026-06-10,Pago
12421,1036,2025-07,149,2025-07-02,2025-07-16,Pago
12422,1036,2025-08,1199,2025-08-05,2025-08-11,Pago
12423,1036,2025-09,399,2025-09-04,2025-09-03,Pago
12424,1036,2025-09,399,2025-09-29,,Vencido
12425,1036,2025-11,35,2025-11-02,2025-11-09,Pago
12426,1036,2025-12,99,2025-12-03,2025-12-17,Pago
12427,1036,2025-12,699,2025-12-29,2025-12-30,Pago
12428,1036,2026-01,35,2026-01-27,,Vencido
12429,1036,2026-03,1199,2026-03-01,2026-03-18,Pago
12430,1036,2026-04,399,2026-04-02,2026-04-10,Pago
12431,1036,2026-05,149,2026-05-01,2026-05-14,Pago
12432,1036,2026-05,109,2026-05-28,,Vencido
12433,1037,2025-07,399,2025-07-03,2025-07-12,Pago
12434,1037,2025-08,399,2025-08-03,2025-08-11,Pago
12435,1037,2025-09,399,2025-09-02,2025-09-14,Pago
12436,1037,2025-09,35,2025-09-30,2025-10-16,Pago
12437,1037,2025-10,149,2025-10-29,2025-11-01,Pago
12438,1037,2025-11,199,2025-11-30,2025-12-07,Pago
12439,1037,2025-12,35,2025-12-30,2025-12-31,Pago
12440,1037,2026-01,109,2026-01-27,2026-01-31,Pago
12441,1037,2026-02,99,2026-02-28,,Vencido
12442,1037,2026-03,199,2026-03-31,2026-04-10,Pago
12443,1037,2026-04,99,2026-04-29,,Vencido
12444,1037,2026-05,149,2026-05-31,2026-06-13,Pago
12445,1038,2025-07,149,2025-07-03,2025-07-02,Pago
12446,1038,2025-08,109,2025-08-02,2025-08-05,Pago
12447,1038,2025-09,199,2025-09-04,2025-09-07,Pago
12448,1038,2025-10,149,2025-10-02,2025-10-07,Pago
12449,1038,2025-10,109,2025-10-30,2025-11-03,Pago
12450,1038,2025-11,399,2025-11-28,2025-11-27,Pago
12451,1038,2026-01,1199,2026-01-02,2026-01-06,Pago
12452,1038,2026-01,699,2026-01-28,2026-02-09,Pago
12453,1038,2026-02,199,2026-02-26,2026-03-08,Pago
12454,1038,2026-03,399,2026-03-31,2026-04-03,Pago
12455,1038,2026-05,399,2026-05-01,2026-05-15,Pago
12456,1038,2026-05,1199,2026-05-28,2026-06-11,Pago
12457,1039,2025-07,109,2025-07-04,2025-07-20,Pago
12458,1039,2025-08,699,2025-08-05,2025-08-18,Pago
12459,1039,2025-08,109,2025-08-30,2025-09-09,Pago
12460,1039,2025-09,399,2025-09-30,2025-10-06,Pago
12461,1039,2025-11,35,2025-11-01,2025-11-12,Pago
12462,1039,2025-12,149,2025-12-02,,Vencido
12463,1039,2025-12,149,2025-12-31,2026-01-11,Pago
12464,1039,2026-01,1199,2026-01-31,2026-02-04,Pago
12465,1039,2026-02,35,2026-02-28,2026-03-01,Pago
12466,1039,2026-04,699,2026-04-01,2026-04-05,Pago
12467,1039,2026-04,399,2026-04-28,2026-04-29,Pago
12468,1039,2026-05,109,2026-05-28,2026-06-06,Pago
12469,1040,2025-07,109,2025-07-02,,Vencido
12470,1040,2025-08,199,2025-08-03,2025-08-20,Pago
12471,1040,2025-09,1199,2025-09-02,2025-09-13,Pago
12472,1040,2025-09,399,2025-09-29,2025-10-04,Pago
12473,1040,2025-11,149,2025-11-03,2025-11-02,Pago
12474,1040,2025-11,109,2025-11-29,2025-12-10,Pago
12475,1040,2026-01,149,2026-01-02,2026-01-19,Pago
12476,1040,2026-01,399,2026-01-30,2026-02-17,Pago
12477,1040,2026-02,109,2026-02-26,,Vencido
12478,1040,2026-04,1199,2026-04-01,,Vencido
12479,1040,2026-05,149,2026-05-02,2026-05-11,Pago
12480,1040,2026-05,1199,2026-05-30,2026-06-17,Pago
12481,1041,2025-07,99,2025-07-03,2025-07-04,Pago
12482,1041,2025-08,35,2025-08-02,2025-08-01,Pago
12483,1041,2025-09,1199,2025-09-04,2025-09-15,Pago
12484,1041,2025-10,699,2025-10-04,2025-10-21,Pago
12485,1041,2025-10,109,2025-10-29,2025-10-27,Pago
12486,1041,2025-12,699,2025-12-03,2025-12-13,Pago
12487,1041,2025-12,35,2025-12-30,2026-01-17,Pago
12488,1041,2026-01,109,2026-01-29,2026-02-16,Pago
12489,1041,2026-02,109,2026-02-28,2026-03-16,Pago
12490,1041,2026-03,35,2026-03-31,,Vencido
12491,1041,2026-04,149,2026-04-30,2026-04-28,Pago
12492,1041,2026-06,35,2026-06-01,2026-06-11,Pago
12493,1042,2025-07,149,2025-07-06,2025-07-17,Pago
12494,1042,2025-07,99,2025-07-31,2025-08-10,Pago
12495,1042,2025-09,149,2025-09-01,2025-09-04,Pago
12496,1042,2025-09,109,2025-09-30,,Vencido
12497,1042,2025-10,399,2025-10-29,2025-10-30,Pago
12498,1042,2025-11,99,2025-11-30,,Vencido
12499,1042,2025-12,699,2025-12-29,2026-01-05,Pago
12500,1042,2026-01,99,2026-01-28,2026-01-28,Pago
12501,1042,2026-02,699,2026-02-28,2026-03-03,Pago
12502,1042,2026-03,1199,2026-03-30,,Vencido
12503,1042,2026-04,99,2026-04-28,2026-05-08,Pago
12504,1042,2026-05,99,2026-05-30,2026-05-30,Pago
12505,1043,2025-07,99,2025-07-01,2025-07-14,Pago
12506,1043,2025-08,199,2025-08-02,2025-07-31,Pago
12507,1043,2025-09,109,2025-09-01,2025-08-31,Pago
12508,1043,2025-09,199,2025-09-29,2025-10-06,Pago
12509,1043,2025-11,109,2025-11-02,2025-11-02,Pago
12510,1043,2025-11,199,2025-11-28,2025-12-05,Pago
12511,1043,2025-12,109,2025-12-28,2025-12-25,Pago
12512,1043,2026-02,399,2026-02-01,,Vencido
12513,1043,2026-02,699,2026-02-27,2026-02-28,Pago
12514,1043,2026-04,99,2026-04-02,2026-04-06,Pago
12515,1043,2026-04,149,2026-04-30,2026-05-02,Pago
12516,1043,2026-05,35,2026-05-29,2026-06-01,Pago
12517,1044,2025-07,1199,2025-07-05,,Vencido
12518,1044,2025-07,1199,2025-07-31,2025-08-16,Pago
12519,1044,2025-09,399,2025-09-04,2025-09-16,Pago
12520,1044,2025-10,35,2025-10-01,2025-10-17,Pago
12521,1044,2025-11,35,2025-11-01,2025-11-08,Pago
12522,1044,2025-12,149,2025-12-02,2025-12-14,Pago
12523,1044,2026-01,99,2026-01-01,2025-12-31,Pago
12524,1044,2026-01,99,2026-01-27,2026-01-24,Pago
12525,1044,2026-02,99,2026-02-28,2026-03-17,Pago
12526,1044,2026-03,1199,2026-03-28,2026-04-08,Pago
12527,1044,2026-04,699,2026-04-30,2026-05-06,Pago
12528,1044,2026-05,399,2026-05-28,,Vencido
12529,1045,2025-07,149,2025-07-01,2025-07-06,Pago
12530,1045,2025-08,1199,2025-08-01,2025-08-19,Pago
12531,1045,2025-09,399,2025-09-02,2025-09-13,Pago
12532,1045,2025-10,99,2025-10-01,2025-10-16,Pago
12533,1045,2025-11,699,2025-11-03,2025-11-05,Pago
12534,1045,2025-12,399,2025-12-01,2025-12-19,Pago
12535,1045,2026-01,99,2026-01-01,2026-01-14,Pago
12536,1045,2026-02,399,2026-02-01,2026-01-31,Pago
12537,1045,2026-03,35,2026-03-01,2026-02-28,Pago
12538,1045,2026-03,199,2026-03-28,2026-03-25,Pago
12539,1045,2026-04,1199,2026-04-29,2026-05-07,Pago
12540,1045,2026-06,149,2026-06-01,2026-06-12,Pago
12541,1046,2025-07,699,2025-07-03,,Vencido
12542,1046,2025-07,1199,2025-07-31,2025-08-15,Pago
12543,1046,2025-09,1199,2025-09-04,2025-09-13,Pago
12544,1046,2025-09,99,2025-09-30,2025-10-05,Pago
12545,1046,2025-10,399,2025-10-30,,Vencido
12546,1046,2025-11,399,2025-11-30,2025-11-29,Pago
12547,1046,2025-12,149,2025-12-29,2026-01-02,Pago
12548,1046,2026-01,109,2026-01-31,2026-02-16,Pago
12549,1046,2026-02,1199,2026-02-26,2026-03-09,Pago
12550,1046,2026-03,35,2026-03-29,2026-04-11,Pago
12551,1046,2026-04,149,2026-04-30,2026-05-07,Pago
12552,1046,2026-05,399,2026-05-30,2026-05-31,Pago
12553,1047,2025-07,99,2025-07-04,2025-07-11,Pago
12554,1047,2025-08,149,2025-08-05,2025-08-10,Pago
12555,1047,2025-09,1199,2025-09-04,2025-09-13,Pago
12556,1047,2025-10,35,2025-10-02,2025-09-29,Pago
12557,1047,2025-10,99,2025-10-29,2025-11-06,Pago
12558,1047,2025-11,35,2025-11-30,2025-11-30,Pago
12559,1047,2025-12,399,2025-12-31,2025-12-31,Pago
12560,1047,2026-01,699,2026-01-29,2026-02-04,Pago
12561,1047,2026-02,149,2026-02-28,2026-03-11,Pago
12562,1047,2026-03,199,2026-03-30,2026-04-07,Pago
12563,1047,2026-05,99,2026-05-01,2026-05-15,Pago
12564,1047,2026-05,149,2026-05-29,,Vencido
12565,1048,2025-07,109,2025-07-01,2025-07-06,Pago
12566,1048,2025-08,109,2025-08-05,2025-08-20,Pago
12567,1048,2025-08,699,2025-08-31,2025-09-08,Pago
12568,1048,2025-10,99,2025-10-03,2025-10-04,Pago
12569,1048,2025-10,699,2025-10-30,,Vencido
12570,1048,2025-12,149,2025-12-01,2025-12-13,Pago
12571,1048,2025-12,199,2025-12-28,2025-12-25,Pago
12572,1048,2026-01,1199,2026-01-30,2026-02-16,Pago
12573,1048,2026-02,399,2026-02-26,2026-02-23,Pago
12574,1048,2026-03,149,2026-03-31,2026-04-04,Pago
12575,1048,2026-04,35,2026-04-30,2026-05-05,Pago
12576,1048,2026-05,109,2026-05-27,2026-05-27,Pago
12577,1049,2025-07,1199,2025-07-05,2025-07-13,Pago
12578,1049,2025-08,199,2025-08-02,2025-08-13,Pago
12579,1049,2025-08,199,2025-08-31,,Vencido
12580,1049,2025-09,1199,2025-09-30,2025-10-16,Pago
12581,1049,2025-11,109,2025-11-01,,Vencido
12582,1049,2025-11,399,2025-11-29,2025-12-01,Pago
12583,1049,2025-12,699,2025-12-29,2025-12-31,Pago
12584,1049,2026-01,1199,2026-01-29,2026-02-01,Pago
12585,1049,2026-03,1199,2026-03-02,2026-03-12,Pago
12586,1049,2026-04,1199,2026-04-01,2026-03-29,Pago
12587,1049,2026-04,35,2026-04-29,2026-05-05,Pago
12588,1049,2026-05,149,2026-05-27,2026-06-06,Pago
12589,1050,2025-07,99,2025-07-01,2025-07-10,Pago
12590,1050,2025-08,35,2025-08-04,2025-08-14,Pago
12591,1050,2025-08,199,2025-08-30,2025-09-01,Pago
12592,1050,2025-10,109,2025-10-02,2025-10-06,Pago
12593,1050,2025-11,399,2025-11-02,2025-11-04,Pago
12594,1050,2025-11,149,2025-11-28,2025-12-12,Pago
12595,1050,2026-01,399,2026-01-02,2026-01-12,Pago
12596,1050,2026-01,1199,2026-01-30,2026-02-04,Pago
12597,1050,2026-02,109,2026-02-27,2026-03-12,Pago
12598,1050,2026-04,399,2026-04-01,2026-04-03,Pago
12599,1050,2026-04,99,2026-04-28,2026-05-04,Pago
12600,1050,2026-05,699,2026-05-30,2026-06-08,Pago
12601,1051,2025-07,699,2025-07-05,2025-07-04,Pago
12602,1051,2025-08,1199,2025-08-03,2025-08-17,Pago
12603,1051,2025-08,199,2025-08-30,2025-09-12,Pago
12604,1051,2025-09,399,2025-09-29,2025-10-06,Pago
12605,1051,2025-11,1199,2025-11-03,2025-11-04,Pago
12606,1051,2025-11,35,2025-11-29,2025-12-14,Pago
12607,1051,2025-12,199,2025-12-31,2026-01-03,Pago
12608,1051,2026-01,699,2026-01-29,2026-01-26,Pago
12609,1051,2026-03,149,2026-03-02,2026-03-01,Pago
12610,1051,2026-04,399,2026-04-02,2026-04-12,Pago
12611,1051,2026-05,699,2026-05-01,2026-05-05,Pago
12612,1051,2026-05,699,2026-05-28,2026-06-13,Pago
12613,1052,2025-07,35,2025-07-04,2025-07-13,Pago
12614,1052,2025-08,99,2025-08-03,2025-08-03,Pago
12615,1052,2025-09,35,2025-09-01,2025-09-06,Pago
12616,1052,2025-10,109,2025-10-01,2025-10-04,Pago
12617,1052,2025-11,699,2025-11-01,2025-11-19,Pago
12618,1052,2025-12,699,2025-12-01,2025-12-03,Pago
12619,1052,2025-12,399,2025-12-31,2026-01-01,Pago
12620,1052,2026-01,35,2026-01-29,2026-02-01,Pago
12621,1052,2026-02,109,2026-02-27,2026-03-09,Pago
12622,1052,2026-03,149,2026-03-28,2026-03-25,Pago
12623,1052,2026-04,1199,2026-04-28,2026-05-03,Pago
12624,1052,2026-05,99,2026-05-28,2026-06-02,Pago
12625,1053,2025-07,1199,2025-07-03,2025-07-08,Pago
12626,1053,2025-08,1199,2025-08-03,2025-08-19,Pago
12627,1053,2025-09,35,2025-09-03,2025-08-31,Pago
12628,1053,2025-09,149,2025-09-29,2025-09-27,Pago
12629,1053,2025-10,99,2025-10-31,2025-11-15,Pago
12630,1053,2025-11,149,2025-11-29,2025-12-07,Pago
12631,1053,2025-12,699,2025-12-29,2025-12-29,Pago
12632,1053,2026-01,109,2026-01-30,2026-02-03,Pago
12633,1053,2026-03,149,2026-03-01,2026-03-15,Pago
12634,1053,2026-04,1199,2026-04-01,2026-04-12,Pago
12635,1053,2026-05,1199,2026-05-02,2026-05-07,Pago
12636,1053,2026-05,109,2026-05-29,2026-05-27,Pago
12637,1054,2025-07,35,2025-07-05,2025-07-20,Pago
12638,1054,2025-08,199,2025-08-05,2025-08-07,Pago
12639,1054,2025-09,699,2025-09-01,2025-09-09,Pago
12640,1054,2025-09,149,2025-09-29,2025-10-10,Pago
12641,1054,2025-10,199,2025-10-29,2025-11-14,Pago
12642,1054,2025-11,99,2025-11-30,2025-12-14,Pago
12643,1054,2026-01,699,2026-01-01,,Vencido
12644,1054,2026-01,399,2026-01-28,2026-01-29,Pago
12645,1054,2026-03,35,2026-03-01,2026-03-10,Pago
12646,1054,2026-03,399,2026-03-28,2026-03-27,Pago
12647,1054,2026-04,99,2026-04-29,2026-04-29,Pago
12648,1054,2026-05,699,2026-05-30,2026-06-07,Pago
12649,1055,2025-07,109,2025-07-04,2025-07-01,Pago
12650,1055,2025-08,399,2025-08-04,2025-08-21,Pago
12651,1055,2025-09,35,2025-09-04,,Vencido
12652,1055,2025-10,99,2025-10-01,2025-10-14,Pago
12653,1055,2025-10,149,2025-10-30,2025-11-15,Pago
12654,1055,2025-12,99,2025-12-01,2025-11-29,Pago
12655,1055,2025-12,699,2025-12-31,2026-01-01,Pago
12656,1055,2026-01,199,2026-01-28,2026-01-30,Pago
12657,1055,2026-03,399,2026-03-01,2026-02-28,Pago
12658,1055,2026-04,399,2026-04-01,2026-04-04,Pago
12659,1055,2026-04,99,2026-04-29,2026-05-03,Pago
12660,1055,2026-05,149,2026-05-28,2026-06-13,Pago
12661,1056,2025-07,99,2025-07-02,2025-07-20,Pago
12662,1056,2025-08,149,2025-08-04,2025-08-06,Pago
12663,1056,2025-09,1199,2025-09-04,2025-09-12,Pago
12664,1056,2025-09,699,2025-09-30,2025-10-14,Pago
12665,1056,2025-11,1199,2025-11-02,2025-11-04,Pago
12666,1056,2025-11,149,2025-11-28,2025-12-04,Pago
12667,1056,2025-12,109,2025-12-29,,Vencido
12668,1056,2026-01,99,2026-01-28,,Vencido
12669,1056,2026-02,149,2026-02-28,,Vencido
12670,1056,2026-03,399,2026-03-30,2026-04-12,Pago
12671,1056,2026-04,699,2026-04-30,2026-05-09,Pago
12672,1056,2026-06,109,2026-06-01,,Vencido
12673,1057,2025-07,109,2025-07-01,2025-07-19,Pago
12674,1057,2025-07,199,2025-07-31,2025-07-29,Pago
12675,1057,2025-08,149,2025-08-30,2025-09-09,Pago
12676,1057,2025-09,149,2025-09-29,,Vencido
12677,1057,2025-10,699,2025-10-29,2025-11-12,Pago
12678,1057,2025-12,199,2025-12-01,2025-12-02,Pago
12679,1057,2026-01,1199,2026-01-02,2026-01-01,Pago
12680,1057,2026-02,1199,2026-02-01,2026-02-04,Pago
12681,1057,2026-03,109,2026-03-01,2026-03-09,Pago
12682,1057,2026-04,699,2026-04-01,2026-03-31,Pago
12683,1057,2026-05,399,2026-05-02,2026-05-14,Pago
12684,1057,2026-05,199,2026-05-28,2026-06-04,Pago
12685,1058,2025-07,149,2025-07-06,2025-07-07,Pago
12686,1058,2025-08,35,2025-08-04,2025-08-08,Pago
12687,1058,2025-09,149,2025-09-04,2025-09-12,Pago
12688,1058,2025-10,99,2025-10-03,2025-10-19,Pago
12689,1058,2025-10,109,2025-10-29,2025-10-28,Pago
12690,1058,2025-12,35,2025-12-03,2025-12-07,Pago
12691,1058,2025-12,109,2025-12-30,2026-01-14,Pago
12692,1058,2026-01,399,2026-01-30,2026-01-29,Pago
12693,1058,2026-02,35,2026-02-26,2026-02-23,Pago
