medicao_id,calibracao_id,ponto,erro,tolerancia
ME12292,CA06684,100%,-0.0456,0.285
ME12293,CA05539,100%,-0.0719,0.324
ME12294,CA06913,75%,-0.3116,0.12
ME12295,CA02910,100%,0.0155,0.447
ME12296,CA00503,25%,0.0311,0.141
ME12297,CA05604,75%,-0.087,0.331
ME12298,CA01467,100%,-0.1531,0.465
ME12299,CA03867,75%,0.1043,0.463
ME12300,CA01486,25%,-0.2683,0.465
ME12301,CA04792,50%,-0.1332,0.421
ME12302,CA03545,50%,0.1828,0.247
ME12303,CA04110,75%,0.0104,0.346
ME12304,CA02946,25%,0.0603,0.132
ME12305,CA03729,100%,0.1039,0.335
ME12306,CA04191,100%,0.0423,0.347
ME12307,CA05004,75%,-0.1749,0.449
ME12308,CA07044,75%,-0.2419,0.359
ME12309,CA03592,25%,0.0871,0.158
ME12310,CA03788,75%,-0.1597,0.418
ME12311,CA03596,100%,-0.0439,0.307
ME12312,CA05284,100%,0.1587,0.266
ME12313,CA05843,50%,0.0632,0.499
ME12314,CA03589,50%,0.1154,0.32
ME12315,CA06097,100%,0.2829,0.227
ME12316,CA07180,25%,0.0148,0.43
ME12317,CA03974,50%,-0.0273,0.172
ME12318,CA02227,25%,0.2855,0.301
ME12319,CA05748,100%,-0.0139,0.349
ME12320,CA00283,75%,0.1527,0.482
ME12321,CA05751,100%,0.0862,0.259
ME12322,CA05596,50%,0.1288,0.333
ME12323,CA05423,50%,-0.0416,0.213
ME12324,CA02219,25%,0.1613,0.191
ME12325,CA02267,75%,0.0093,0.199
ME12326,CA06030,100%,-0.003,0.434
ME12327,CA06217,25%,-0.0253,0.118
ME12328,CA00908,50%,-0.1646,0.356
ME12329,CA02092,25%,-0.1309,0.432
ME12330,CA03080,25%,0.1655,0.334
ME12331,CA05420,50%,-0.017,0.215
ME12332,CA05501,75%,0.0317,0.444
ME12333,CA01408,75%,0.1834,0.102
ME12334,CA04071,100%,-0.1211,0.406
ME12335,CA04942,50%,-0.4706,0.285
ME12336,CA02546,75%,0.1945,0.203
ME12337,CA04909,25%,-0.1102,0.33
ME12338,CA02701,25%,0.0452,0.12
ME12339,CA04283,100%,0.0137,0.125
ME12340,CA03802,25%,0.1594,0.49
ME12341,CA06419,75%,-0.1725,0.358
ME12342,CA04988,100%,-0.0903,0.48
ME12343,CA05207,100%,-0.2249,0.134
ME12344,CA03667,50%,-0.2577,0.367
ME12345,CA02166,50%,0.1648,0.47
ME12346,CA03291,25%,-0.2019,0.299
ME12347,CA06162,25%,0.1125,0.333
ME12348,CA05861,50%,0.0063,0.229
ME12349,CA01942,25%,-0.1869,0.493
ME12350,CA01418,100%,0.5499,0.454
ME12351,CA04201,25%,0.1152,0.439
ME12352,CA00508,75%,0.4168,0.148
ME12353,CA03291,25%,-0.0455,0.208
ME12354,CA03193,100%,0.131,0.288
ME12355,CA02466,25%,-0.0334,0.492
ME12356,CA06695,50%,-0.327,0.171
ME12357,CA06358,50%,0.0368,0.109
ME12358,CA04675,50%,0.0175,0.372
ME12359,CA04223,100%,-0.335,0.227
ME12360,CA00128,25%,-0.0461,0.406
ME12361,CA02866,50%,-0.0431,0.209
ME12362,CA04551,100%,-0.1881,0.197
ME12363,CA06687,50%,0.1635,0.142
ME12364,CA03948,50%,0.0558,0.433
ME12365,CA03558,50%,0.2475,0.237
ME12366,CA02382,100%,-0.0017,0.375
ME12367,CA01837,50%,-0.1638,0.41
ME12368,CA06614,50%,0.1397,0.126
ME12369,CA00278,75%,-0.0945,0.281
ME12370,CA07199,100%,0.0746,0.252
ME12371,CA00708,50%,-0.0858,0.376
ME12372,CA01967,25%,-0.0876,0.11
ME12373,CA06581,50%,0.0487,0.471
ME12374,CA03641,25%,-0.1117,0.287
ME12375,CA02092,75%,-0.2003,0.385
ME12376,CA02262,100%,-0.0809,0.346
ME12377,CA05645,75%,0.1714,0.158
ME12378,CA01411,100%,-0.5404,0.137
ME12379,CA02218,75%,-0.191,0.319
ME12380,CA01504,75%,-0.2417,0.139
ME12381,CA00684,50%,-0.1249,0.438
ME12382,CA00210,25%,-0.1428,0.186
ME12383,CA04578,50%,0.2029,0.403
ME12384,CA06914,25%,-0.2059,0.149
ME12385,CA01661,25%,-0.24,0.187
ME12386,CA03244,25%,0.214,0.495
ME12387,CA00358,50%,-0.1324,0.437
ME12388,CA02779,50%,0.1111,0.367
ME12389,CA02769,100%,0.0537,0.426
ME12390,CA06028,100%,-0.028,0.489
ME12391,CA01813,25%,0.5199,0.18
ME12392,CA03389,50%,-0.0952,0.331
ME12393,CA06215,100%,-0.2602,0.159
ME12394,CA06207,100%,-0.1145,0.307
ME12395,CA05932,25%,-0.0069,0.319
ME12396,CA06163,25%,0.1259,0.119
ME12397,CA01181,75%,0.3012,0.38
ME12398,CA04576,75%,0.2501,0.453
ME12399,CA05754,75%,0.3141,0.128
ME12400,CA00918,75%,0.001,0.462
ME12401,CA00942,75%,-0.3219,0.445
ME12402,CA04104,75%,0.0295,0.224
ME12403,CA03509,75%,-0.3845,0.346
ME12404,CA05451,50%,0.2365,0.465
ME12405,CA01608,75%,0.1506,0.399
ME12406,CA03092,100%,-0.2707,0.334
ME12407,CA01376,75%,-0.288,0.174
ME12408,CA06007,50%,-0.107,0.219
ME12409,CA01594,75%,0.2073,0.372
ME12410,CA00112,25%,-0.0104,0.134
ME12411,CA02214,100%,0.1626,0.491
ME12412,CA01087,50%,0.0145,0.453
ME12413,CA06513,75%,0.0014,0.452
ME12414,CA05403,25%,0.3186,0.14
ME12415,CA01546,75%,0.0884,0.153
ME12416,CA00500,75%,0.1345,0.204
ME12417,CA02058,50%,0.1899,0.473
ME12418,CA01876,75%,-0.1397,0.203
ME12419,CA00680,25%,-0.1216,0.343
ME12420,CA03390,75%,-0.0162,0.249
ME12421,CA04262,25%,0.0215,0.389
ME12422,CA06552,75%,0.1449,0.338
ME12423,CA05847,100%,-0.2891,0.251
ME12424,CA06412,50%,-0.0023,0.439
ME12425,CA04763,75%,0.3597,0.39
ME12426,CA06979,100%,-0.2332,0.453
ME12427,CA02131,75%,-0.012,0.224
ME12428,CA02571,25%,0.2705,0.316
ME12429,CA04224,25%,-0.2032,0.433
ME12430,CA05103,25%,0.2379,0.235
ME12431,CA03411,100%,0.1338,0.323
ME12432,CA01779,100%,-0.206,0.472
ME12433,CA01987,25%,0.143,0.334
ME12434,CA03956,25%,-0.0525,0.46
ME12435,CA02134,50%,-0.302,0.349
ME12436,CA06211,75%,0.4983,0.459
ME12437,CA05394,75%,-0.266,0.474
ME12438,CA03965,25%,0.0074,0.214
ME12439,CA01818,75%,0.045,0.21
ME12440,CA00466,25%,0.2679,0.348
ME12441,CA05974,25%,-0.1391,0.403
ME12442,CA07049,75%,0.278,0.316
ME12443,CA03181,25%,-0.3377,0.203
ME12444,CA00530,75%,-0.009,0.319
ME12445,CA02745,100%,0.3323,0.265
ME12446,CA05726,25%,0.2059,0.373
ME12447,CA05691,75%,-0.2101,0.368
ME12448,CA00623,50%,0.3003,0.416
ME12449,CA02414,100%,-0.1253,0.449
ME12450,CA03595,25%,-0.0583,0.322
ME12451,CA01104,100%,-0.0461,0.341
ME12452,CA03582,25%,-0.1717,0.159
ME12453,CA05164,25%,0.1932,0.406
ME12454,CA02701,75%,0.3426,0.311
ME12455,CA04347,100%,0.0664,0.477
ME12456,CA01664,100%,0.044,0.111
ME12457,CA06761,75%,-0.0736,0.418
ME12458,CA01915,25%,-0.083,0.472
ME12459,CA03977,50%,-0.4484,0.496
ME12460,CA07132,50%,0.0971,0.216
ME12461,CA03166,75%,0.0468,0.25
ME12462,CA00670,75%,-0.0349,0.148
ME12463,CA06279,100%,-0.2318,0.195
ME12464,CA05577,25%,-0.1057,0.212
ME12465,CA02139,100%,-0.0234,0.415
ME12466,CA02508,25%,0.0232,0.171
ME12467,CA04539,75%,0.1326,0.312
ME12468,CA01644,50%,0.1186,0.221
ME12469,CA03777,100%,-0.243,0.145
ME12470,CA06531,50%,0.0937,0.398
ME12471,CA01920,100%,-0.0335,0.406
ME12472,CA03076,100%,-0.1754,0.49
ME12473,CA04130,50%,0.0912,0.378
ME12474,CA04167,50%,-0.1002,0.48
ME12475,CA01360,75%,-0.2315,0.174
ME12476,CA05479,75%,-0.1206,0.188
ME12477,CA06407,100%,0.1654,0.358
ME12478,CA05626,25%,0.1872,0.467
ME12479,CA03877,75%,-0.1823,0.316
ME12480,CA01218,100%,0.2908,0.185
ME12481,CA02098,50%,-0.0994,0.192
ME12482,CA05455,50%,-0.0796,0.29
ME12483,CA04402,100%,0.0546,0.163
ME12484,CA05376,25%,0.4608,0.268
ME12485,CA06683,50%,0.0384,0.415
ME12486,CA06838,25%,0.1598,0.464
ME12487,CA03053,25%,-0.055,0.381
ME12488,CA05063,25%,0.2059,0.112
ME12489,CA05660,25%,0.0847,0.493
ME12490,CA00699,75%,-0.4411,0.305
ME12491,CA00834,25%,-0.0532,0.368
ME12492,CA03032,100%,0.1258,0.426
ME12493,CA06905,50%,0.0618,0.323
ME12494,CA04556,75%,0.0001,0.153
ME12495,CA03551,25%,0.314,0.356
ME12496,CA05419,25%,-0.0054,0.265
ME12497,CA01178,25%,0.1003,0.199
ME12498,CA01051,50%,-0.1603,0.434
ME12499,CA03429,25%,0.0079,0.219
ME12500,CA06861,50%,0.21,0.358
ME12501,CA07059,75%,-0.1295,0.479
ME12502,CA06037,25%,0.0434,0.498
ME12503,CA03314,75%,0.2408,0.426
ME12504,CA00102,50%,0.0609,0.348
ME12505,CA00473,75%,-0.221,0.439
ME12506,CA00365,75%,0.1327,0.12
ME12507,CA04493,50%,-0.2079,0.388
ME12508,CA02573,75%,-0.3518,0.168
ME12509,CA04955,50%,-0.561,0.221
ME12510,CA06838,75%,-0.1475,0.184
ME12511,CA03351,25%,0.3856,0.283
ME12512,CA03124,25%,-0.1084,0.418
ME12513,CA02908,25%,0.0688,0.136
ME12514,CA07046,25%,-0.0608,0.281
ME12515,CA03302,50%,-0.2661,0.207
ME12516,CA01055,75%,-0.1091,0.291
ME12517,CA00037,25%,-0.1287,0.121
ME12518,CA06843,75%,0.2231,0.373
ME12519,CA03070,100%,-0.39,0.492
ME12520,CA03818,25%,-0.1578,0.277
ME12521,CA02659,50%,-0.2104,0.39
ME12522,CA01071,25%,-0.0562,0.432
ME12523,CA06150,100%,-0.1915,0.277
ME12524,CA05834,25%,0.0995,0.225
ME12525,CA01792,75%,-0.3497,0.164
ME12526,CA06800,25%,-0.119,0.288
ME12527,CA01357,100%,-0.0758,0.273
ME12528,CA07181,75%,-0.1593,0.379
ME12529,CA01285,50%,0.3558,0.411
ME12530,CA05490,75%,-0.2766,0.341
ME12531,CA01379,100%,-0.2919,0.25
ME12532,CA06481,75%,0.19,0.459
ME12533,CA00951,75%,0.0928,0.165
ME12534,CA07003,50%,0.2522,0.426
ME12535,CA00848,100%,-0.2886,0.491
ME12536,CA03804,25%,0.0831,0.381
ME12537,CA01691,25%,-0.1161,0.209
ME12538,CA07197,75%,-0.1621,0.303
ME12539,CA05595,50%,-0.203,0.402
ME12540,CA01009,50%,0.0886,0.451
ME12541,CA02835,25%,-0.3279,0.126
ME12542,CA02601,100%,-0.1048,0.214
ME12543,CA01809,50%,-0.1618,0.276
ME12544,CA06271,100%,0.0869,0.103
ME12545,CA02446,50%,0.157,0.173
ME12546,CA00922,75%,0.0238,0.127
ME12547,CA01137,25%,0.1675,0.462
ME12548,CA02583,100%,-0.2869,0.442
ME12549,CA03136,75%,0.0533,0.293
ME12550,CA04201,25%,-0.2152,0.486
ME12551,CA01892,75%,-0.0927,0.311
ME12552,CA02855,100%,0.1187,0.319
ME12553,CA02229,75%,-0.1059,0.485
ME12554,CA04781,50%,0.06,0.358
ME12555,CA00002,75%,-0.0984,0.238
ME12556,CA02945,100%,0.0129,0.292
ME12557,CA02163,25%,-0.0881,0.194
ME12558,CA03563,100%,-0.2092,0.181
ME12559,CA00956,50%,0.1741,0.254
ME12560,CA03598,25%,0.0412,0.407
ME12561,CA03704,50%,0.1621,0.463
ME12562,CA02464,75%,-0.1706,0.232
ME12563,CA06135,75%,-0.2939,0.126
ME12564,CA03719,50%,0.0566,0.18
ME12565,CA05151,25%,0.056,0.415
ME12566,CA05532,50%,0.0642,0.209
ME12567,CA06799,50%,-0.1013,0.467
ME12568,CA03235,50%,-0.0732,0.216
ME12569,CA04533,50%,-0.2544,0.177
ME12570,CA00211,50%,-0.0471,0.422
ME12571,CA01782,75%,-0.1199,0.31
ME12572,CA02864,50%,0.1235,0.365
ME12573,CA04520,50%,-0.1196,0.401
ME12574,CA01009,25%,0.0044,0.433
ME12575,CA05931,50%,0.1282,0.172
ME12576,CA03097,50%,-0.0396,0.427
ME12577,CA07154,100%,0.3136,0.153
ME12578,CA03424,75%,0.0117,0.486
ME12579,CA01874,25%,-0.189,0.223
ME12580,CA06775,50%,-0.0082,0.382
ME12581,CA04962,50%,-0.0425,0.147
ME12582,CA04612,100%,-0.0626,0.374
ME12583,CA04867,25%,0.002,0.376
ME12584,CA01334,25%,0.0581,0.383
ME12585,CA00244,75%,-0.0005,0.497
ME12586,CA00398,25%,0.0037,0.292
ME12587,CA02905,100%,-0.0876,0.301
ME12588,CA01816,25%,0.5159,0.47
ME12589,CA06580,25%,-0.0008,0.378
ME12590,CA00999,75%,0.0175,0.318
ME12591,CA04607,100%,-0.3267,0.354
ME12592,CA03114,100%,0.1532,0.263
ME12593,CA00722,25%,-0.0438,0.42
ME12594,CA05352,100%,0.0145,0.189
ME12595,CA03432,25%,-0.181,0.324
ME12596,CA00510,25%,0.1115,0.125
ME12597,CA00970,50%,-0.0318,0.393
ME12598,CA00664,25%,-0.0203,0.472
ME12599,CA06526,75%,0.1809,0.26
ME12600,CA05061,75%,-0.0093,0.411
ME12601,CA00785,25%,0.1165,0.168
ME12602,CA03400,50%,0.1619,0.242
ME12603,CA03426,75%,-0.102,0.305
ME12604,CA05450,75%,-0.0481,0.465
ME12605,CA02706,100%,-0.2386,0.311
ME12606,CA06007,50%,-0.2429,0.433
ME12607,CA03040,100%,0.1206,0.225
ME12608,CA03679,100%,-0.1665,0.223
ME12609,CA02880,100%,-0.0718,0.311
ME12610,CA05285,50%,0.1388,0.33
ME12611,CA04762,25%,-0.0806,0.349
ME12612,CA05304,100%,-0.2278,0.15
ME12613,CA05360,100%,0.2759,0.176
ME12614,CA06414,100%,0.237,0.132
ME12615,CA05788,75%,0.0688,0.422
ME12616,CA03610,25%,-0.1847,0.221
ME12617,CA05802,100%,0.163,0.43
ME12618,CA02845,75%,-0.1431,0.24
ME12619,CA05052,25%,0.0689,0.196
ME12620,CA00737,100%,-0.0572,0.172
ME12621,CA05710,50%,0.0595,0.3
ME12622,CA06918,25%,0.5568,0.197
ME12623,CA00280,100%,0.0528,0.429
ME12624,CA01114,50%,-0.1012,0.133
ME12625,CA02612,100%,0.0125,0.172
ME12626,CA05174,50%,-0.3589,0.285
ME12627,CA05325,50%,-0.094,0.46
ME12628,CA05761,25%,0.0653,0.407
ME12629,CA04382,50%,0.3959,0.213
ME12630,CA05052,75%,-0.4152,0.284
ME12631,CA04485,100%,0.2969,0.18
ME12632,CA01593,75%,0.1531,0.39
ME12633,CA06586,25%,0.0803,0.415
ME12634,CA01431,25%,0.047,0.159
ME12635,CA01870,75%,0.0009,0.305
ME12636,CA05273,100%,0.0752,0.118
ME12637,CA00619,75%,-0.268,0.297
ME12638,CA06784,25%,-0.0243,0.447
ME12639,CA02002,50%,0.0288,0.299
ME12640,CA05098,100%,0.1276,0.458
ME12641,CA04965,50%,0.2907,0.475
ME12642,CA04715,50%,-0.2151,0.337
ME12643,CA00198,50%,-0.252,0.454
ME12644,CA03272,100%,0.046,0.373
ME12645,CA00575,25%,-0.3986,0.387
ME12646,CA00927,75%,0.2706,0.244
ME12647,CA03501,100%,-0.1825,0.102
ME12648,CA00838,50%,-0.0127,0.425
ME12649,CA06671,50%,-0.161,0.397
ME12650,CA01280,50%,0.0241,0.404
ME12651,CA04020,50%,0.0543,0.354
ME12652,CA01540,50%,0.1526,0.457
ME12653,CA04934,75%,-0.0793,0.29
ME12654,CA03299,100%,0.1177,0.402
ME12655,CA01831,50%,0.087,0.119
ME12656,CA05527,25%,-0.0628,0.315
ME12657,CA01968,100%,-0.0994,0.386
ME12658,CA05963,25%,0.1293,0.432
ME12659,CA05420,75%,-0.113,0.165
ME12660,CA05438,75%,-0.002,0.485
ME12661,CA01258,75%,-0.1212,0.43
ME12662,CA06553,25%,0.0225,0.146
ME12663,CA06709,50%,-0.2693,0.198
ME12664,CA06977,100%,0.1098,0.432
ME12665,CA00055,25%,-0.1621,0.144
ME12666,CA03063,50%,-0.252,0.131
ME12667,CA04712,100%,-0.0599,0.363
ME12668,CA01763,50%,0.2367,0.106
ME12669,CA01733,25%,-0.1729,0.481
ME12670,CA06587,25%,0.045,0.325
ME12671,CA02896,50%,-0.0194,0.193
ME12672,CA07149,50%,0.1145,0.114
ME12673,CA06932,100%,0.0866,0.402
ME12674,CA03104,50%,0.1254,0.108
ME12675,CA00290,50%,0.3321,0.307
ME12676,CA04300,25%,0.1494,0.228
ME12677,CA04429,25%,-0.0165,0.185
ME12678,CA03969,75%,-0.2358,0.234
ME12679,CA03617,25%,-0.0797,0.2
ME12680,CA04784,100%,-0.078,0.471
ME12681,CA03768,100%,-0.2058,0.384
ME12682,CA05157,50%,-0.0591,0.27
ME12683,CA01087,50%,-0.3034,0.134
ME12684,CA03761,50%,-0.2707,0.426
ME12685,CA02011,50%,0.1679,0.274
ME12686,CA01146,100%,0.4015,0.363
ME12687,CA03167,50%,0.058,0.104
ME12688,CA02063,75%,-0.176,0.265
ME12689,CA04724,25%,-0.1742,0.453
ME12690,CA05856,25%,-0.1958,0.192
ME12691,CA03998,50%,-0.0893,0.36
ME12692,CA01608,100%,-0.169,0.45
ME12693,CA04797,100%,-0.3604,0.21
ME12694,CA06672,25%,-0.0049,0.138
ME12695,CA06068,50%,0.5169,0.496
ME12696,CA02378,50%,0.3806,0.205
ME12697,CA04654,50%,0.158,0.302
ME12698,CA03038,75%,0.0648,0.483
ME12699,CA04713,75%,0.0188,0.217
ME12700,CA05677,75%,0.033,0.476
ME12701,CA00486,100%,0.1919,0.124
ME12702,CA02129,50%,0.1003,0.496
ME12703,CA06868,50%,-0.3104,0.103
ME12704,CA00397,25%,-0.1235,0.304
ME12705,CA00485,75%,0.0017,0.349
ME12706,CA03479,100%,0.0003,0.469
ME12707,CA04634,50%,-0.0831,0.16
ME12708,CA03070,75%,0.0973,0.152
ME12709,CA05740,75%,-0.2097,0.403
ME12710,CA02286,25%,0.0611,0.485
ME12711,CA05706,25%,0.0094,0.304
ME12712,CA00848,50%,-0.2093,0.353
ME12713,CA00499,25%,-0.0165,0.396
ME12714,CA02997,100%,0.1278,0.241
ME12715,CA05683,100%,0.1081,0.359
ME12716,CA05825,50%,0.1434,0.473
ME12717,CA01912,100%,0.0192,0.423
ME12718,CA01291,100%,-0.1817,0.174
ME12719,CA05207,50%,-0.414,0.415
ME12720,CA00035,75%,0.1797,0.42
ME12721,CA04159,50%,0.014,0.469
ME12722,CA03634,75%,0.2145,0.425
ME12723,CA05226,25%,0.4072,0.173
ME12724,CA00489,50%,-0.2807,0.307
ME12725,CA07148,75%,-0.082,0.384
ME12726,CA06498,50%,0.1154,0.278
ME12727,CA03174,25%,-0.2118,0.129
ME12728,CA03440,75%,-0.0283,0.366
ME12729,CA04735,50%,-0.0233,0.359
ME12730,CA01168,75%,-0.1212,0.119
ME12731,CA06896,100%,-0.3816,0.132
ME12732,CA04025,50%,-0.0165,0.484
ME12733,CA03077,25%,0.1206,0.352
ME12734,CA05440,100%,-0.0936,0.102
ME12735,CA06811,25%,0.3863,0.249
ME12736,CA05791,50%,0.392,0.397
ME12737,CA04143,50%,0.0453,0.216
ME12738,CA03518,100%,-0.0576,0.429
ME12739,CA02816,50%,0.3547,0.245
ME12740,CA02451,75%,0.2419,0.336
ME12741,CA04324,25%,-0.0524,0.176
ME12742,CA01458,100%,-0.0906,0.323
ME12743,CA06436,25%,0.0128,0.249
ME12744,CA02616,75%,0.0415,0.453
ME12745,CA05948,100%,0.1998,0.269
ME12746,CA00996,50%,0.1977,0.4
ME12747,CA00502,50%,-0.0262,0.387
ME12748,CA03054,75%,0.224,0.115
ME12749,CA05632,75%,0.0717,0.348
ME12750,CA02817,75%,-0.166,0.172
ME12751,CA01917,25%,-0.0549,0.313
ME12752,CA05820,100%,-0.1674,0.482
ME12753,CA01861,25%,-0.1724,0.233
ME12754,CA01133,75%,-0.1352,0.192
ME12755,CA03342,75%,-0.0767,0.496
ME12756,CA04705,75%,-0.0058,0.323
ME12757,CA00776,50%,-0.0969,0.39
ME12758,CA05030,50%,-0.0495,0.468
ME12759,CA03065,25%,0.0731,0.12
ME12760,CA03031,75%,0.3034,0.39
ME12761,CA05477,75%,0.2155,0.399
ME12762,CA01334,25%,-0.3287,0.367
ME12763,CA07176,25%,-0.1084,0.418
ME12764,CA03979,100%,-0.0483,0.207
ME12765,CA03389,75%,0.1543,0.387
ME12766,CA05803,100%,0.2421,0.349
ME12767,CA06650,75%,-0.1172,0.324
ME12768,CA05211,75%,-0.439,0.399
ME12769,CA05080,50%,0.0344,0.297
ME12770,CA00828,75%,0.2918,0.422
ME12771,CA01143,50%,0.1661,0.431
ME12772,CA04628,25%,-0.0139,0.455
ME12773,CA06446,25%,-0.0541,0.15
ME12774,CA00813,75%,0.1073,0.262
ME12775,CA01725,25%,0.0447,0.441
ME12776,CA00153,25%,-0.0471,0.326
ME12777,CA01637,50%,0.1041,0.25
ME12778,CA05962,100%,-0.1122,0.433
ME12779,CA02047,25%,0.1197,0.305
ME12780,CA04055,100%,0.0345,0.386
ME12781,CA00445,100%,0.2525,0.362
ME12782,CA00327,100%,-0.1746,0.498
ME12783,CA05716,75%,-0.1731,0.101
ME12784,CA04473,25%,0.0448,0.401
ME12785,CA00476,75%,-0.0301,0.395
ME12786,CA00384,50%,-0.1125,0.21
ME12787,CA01500,25%,-0.0158,0.306
ME12788,CA06392,25%,0.0419,0.375
ME12789,CA02507,75%,0.0112,0.133
ME12790,CA04082,75%,-0.1423,0.401
ME12791,CA02291,25%,0.0105,0.487
ME12792,CA01953,100%,0.0651,0.2
ME12793,CA03357,75%,0.2504,0.496
ME12794,CA00647,100%,0.2621,0.142
ME12795,CA01379,100%,0.0991,0.243
ME12796,CA05781,75%,0.0841,0.38
ME12797,CA05665,25%,0.1838,0.148
ME12798,CA02183,50%,-0.2379,0.484
ME12799,CA05802,75%,-0.1258,0.197
ME12800,CA06206,75%,0.169,0.393
ME12801,CA06782,100%,-0.1522,0.432
ME12802,CA03921,25%,-0.3242,0.336
ME12803,CA05789,75%,-0.1009,0.283
ME12804,CA06910,75%,0.0959,0.352
ME12805,CA00141,75%,0.1697,0.182
ME12806,CA01822,50%,0.2291,0.118
ME12807,CA00147,100%,-0.011,0.284
ME12808,CA06019,100%,-0.2529,0.167
ME12809,CA03160,75%,0.282,0.444
ME12810,CA02850,25%,-0.2751,0.372
ME12811,CA04183,100%,-0.0979,0.149
ME12812,CA02943,100%,-0.1208,0.207
ME12813,CA06022,100%,0.0831,0.374
ME12814,CA03633,25%,0.076,0.156
ME12815,CA04591,100%,0.0802,0.143
ME12816,CA02807,50%,0.0547,0.453
ME12817,CA00716,100%,-0.0202,0.12
ME12818,CA03447,50%,0.1709,0.238
ME12819,CA06481,50%,0.3191,0.12
ME12820,CA01186,75%,-0.0334,0.418
ME12821,CA06501,100%,-0.1126,0.408
ME12822,CA02100,50%,-0.2035,0.466
ME12823,CA07130,100%,0.0596,0.421
ME12824,CA03455,100%,0.1348,0.401
ME12825,CA00308,25%,0.1047,0.492
ME12826,CA03189,50%,-0.078,0.103
ME12827,CA02796,25%,0.2088,0.235
ME12828,CA03858,50%,0.02,0.416
ME12829,CA01925,50%,0.1112,0.246
ME12830,CA05272,100%,0.1454,0.244
ME12831,CA05515,100%,-0.1628,0.493
ME12832,CA02457,75%,-0.0855,0.486
ME12833,CA02366,100%,-0.3114,0.278
ME12834,CA02871,75%,0.0911,0.437
ME12835,CA05012,75%,0.4591,0.143
ME12836,CA03422,100%,-0.0771,0.161
ME12837,CA00137,75%,-0.0683,0.383
ME12838,CA05181,100%,-0.0872,0.228
ME12839,CA01127,25%,-0.0197,0.182
ME12840,CA03934,50%,-0.1334,0.273
ME12841,CA02780,100%,-0.1554,0.496
ME12842,CA05374,25%,-0.273,0.136
ME12843,CA05148,25%,0.0057,0.166
ME12844,CA02067,100%,-0.0153,0.349
ME12845,CA03378,25%,-0.1708,0.354
ME12846,CA04320,75%,0.1542,0.261
ME12847,CA02829,75%,0.0733,0.447
ME12848,CA00566,100%,0.1904,0.129
ME12849,CA05818,100%,-0.0359,0.184
ME12850,CA06236,75%,-0.2089,0.394
ME12851,CA03551,50%,-0.06,0.287
ME12852,CA00094,75%,0.106,0.129
ME12853,CA02954,75%,0.174,0.495
ME12854,CA05803,100%,0.0941,0.461
ME12855,CA06782,100%,0.0496,0.183
ME12856,CA00334,100%,-0.067,0.326
ME12857,CA02832,25%,-0.0268,0.271
ME12858,CA00045,25%,0.0844,0.126
ME12859,CA04519,25%,-0.2065,0.366
ME12860,CA00480,25%,0.2349,0.236
ME12861,CA02985,25%,-0.0924,0.443
ME12862,CA03429,25%,-0.5485,0.357
ME12863,CA03583,100%,0.0543,0.48
ME12864,CA00753,100%,-0.5966,0.229
ME12865,CA01729,75%,-0.1121,0.296
ME12866,CA00503,50%,0.2107,0.208
ME12867,CA05277,100%,-0.0097,0.225
ME12868,CA06265,75%,-0.187,0.404
ME12869,CA01823,25%,-0.2295,0.344
ME12870,CA04707,100%,-0.1077,0.339
ME12871,CA01553,25%,-0.1072,0.335
ME12872,CA01242,50%,-0.1294,0.282
ME12873,CA06507,100%,0.0184,0.126
ME12874,CA02594,75%,0.0218,0.172
ME12875,CA00375,75%,0.1745,0.306
ME12876,CA06172,50%,-0.1005,0.345
ME12877,CA04224,75%,-0.1134,0.105
ME12878,CA00506,75%,-0.0033,0.203
ME12879,CA03669,75%,0.0415,0.109
ME12880,CA05948,50%,-0.2482,0.172
ME12881,CA03310,100%,-0.4555,0.256
ME12882,CA06199,25%,0.0235,0.234
ME12883,CA02199,25%,0.031,0.496
ME12884,CA03607,50%,0.0551,0.441
ME12885,CA02277,50%,-0.1049,0.222
ME12886,CA00040,50%,0.0439,0.358
ME12887,CA01680,75%,-0.1542,0.183
ME12888,CA01789,50%,0.1965,0.226
ME12889,CA03147,50%,0.1544,0.487
ME12890,CA03777,100%,0.3642,0.356
ME12891,CA02174,100%,-0.186,0.323
ME12892,CA06610,75%,0.0215,0.188
ME12893,CA06902,50%,-0.1303,0.221
ME12894,CA00280,100%,-0.0825,0.304
ME12895,CA04014,50%,-0.045,0.485
ME12896,CA06919,50%,-0.1607,0.428
ME12897,CA02927,25%,-0.2652,0.371
ME12898,CA01128,25%,0.2087,0.428
ME12899,CA05284,50%,0.1019,0.217
ME12900,CA06698,100%,0.229,0.463
ME12901,CA00983,100%,0.0542,0.303
ME12902,CA02177,25%,0.1988,0.44
ME12903,CA02071,100%,-0.1498,0.268
ME12904,CA01136,75%,0.011,0.34
ME12905,CA00388,50%,0.0277,0.381
ME12906,CA01553,75%,0.2169,0.477
ME12907,CA01445,50%,0.0163,0.354
ME12908,CA06449,100%,0.208,0.335
ME12909,CA01863,75%,-0.122,0.306
ME12910,CA04414,100%,0.301,0.111
ME12911,CA06401,25%,0.1924,0.18
ME12912,CA06214,25%,-0.1366,0.185
ME12913,CA01274,50%,-0.1299,0.177
ME12914,CA04963,75%,-0.0359,0.288
ME12915,CA02007,75%,-0.1976,0.404
