calibracao_id;equipamento_id;laboratorio_id;data_programada;data_realizada;custo;resultado
CA04366;EQ00331;LB011;2026-05-13 00:00:00;2024-01-26;448,49;Aprovado
CA04367;EQ00471;LB020;2024-09-02 00:00:00;2026-03-27;1032,31;Aprovado
CA04368;EQ00882;LB010;2025-02-20 00:00:00;2024-10-14;1100,67;Aprovado
CA04369;EQ00463;LB008;2025-07-13 00:00:00;2024-07-09;1561,93;Ajustado
CA04370;EQ00308;LB001;2025-08-17 00:00:00;2025-03-16;735,77;Aprovado
CA04371;EQ01302;LB022;2024-10-03 00:00:00;2024-11-23;462,41;Reprovado
CA04372;EQ00088;LB025;2025-04-06 00:00:00;2024-09-14;295,67;Aprovado
CA04373;EQ00587;LB021;2024-07-01 00:00:00;2024-03-05;717,28;Aprovado
CA04374;EQ00177;LB012;2024-09-27 00:00:00;2026-04-30;1328,53;Aprovado
CA04375;EQ01378;LB018;2025-08-25 00:00:00;2024-01-16;1084,34;Aprovado
CA04376;EQ00325;LB018;2024-04-04 00:00:00;2024-10-11;658,06;Aprovado
CA04377;EQ00164;LB014;2025-12-21 00:00:00;2025-01-02;342,42;Aprovado
CA04378;EQ00733;LB013;2025-09-11 00:00:00;2024-02-21;127,89;Aprovado
CA04379;EQ00158;LB019;2026-01-15 00:00:00;2024-09-24;296,89;Aprovado
CA04380;EQ00638;LB025;2024-01-15 00:00:00;2024-08-02;497,76;Aprovado
CA04381;EQ00650;LB014;2024-03-12 00:00:00;2024-01-04;1464,94;Aprovado
CA04382;EQ01243;LB005;2025-08-20 00:00:00;2024-06-18;153,34;Ajustado
CA04383;EQ00294;LB024;2025-08-10 00:00:00;2024-09-23;1276,98;Aprovado
CA04384;EQ00230;LB008;2026-07-03 00:00:00;2024-09-16;1055,7;Aprovado
CA04385;EQ00434;LB013;2025-12-05 00:00:00;2024-04-03;336,07;Aprovado
CA04386;EQ01287;LB011;2025-12-28 00:00:00;2024-05-10;1115,75;Aprovado
CA04387;EQ00486;LB007;2025-06-09 00:00:00;2024-08-20;432,56;Aprovado
CA04388;EQ00259;LB003;2025-04-11 00:00:00;2024-10-18;766,33;Aprovado
CA04389;EQ00780;LB016;2024-08-24 00:00:00;2026-02-25;395,97;Aprovado
CA04390;EQ00188;LB019;2025-03-01 00:00:00;2026-03-19;477,13;Aprovado
CA04391;EQ00081;LB007;2024-06-13 00:00:00;2024-02-15;899,82;Aprovado
CA04392;EQ00596;LB016;2024-07-27 00:00:00;2026-04-11;1492,56;Aprovado
CA04393;EQ00009;LB017;2024-04-08 00:00:00;2024-09-25;728,31;Aprovado
CA04394;EQ00006;LB021;2026-06-27 00:00:00;2025-08-31;1162,4;Aprovado
CA04395;EQ00126;LB022;2025-07-12 00:00:00;2024-02-28;1133,07;Aprovado
CA04396;EQ00813;LB010;2024-03-04 00:00:00;2026-07-17;869,19;Aprovado
CA04397;EQ00075;LB012;2024-08-26 00:00:00;2024-01-08;553,12;Aprovado
CA04398;EQ00951;LB022;2024-04-21 00:00:00;2024-12-31;1504,31;Aprovado
CA04399;EQ00427;LB004;2025-12-23 00:00:00;2024-02-28;782,71;Aprovado
CA04400;EQ01363;LB010;2026-07-16 00:00:00;2025-08-24;1480,21;Aprovado
CA04401;EQ00349;LB007;2024-03-04 00:00:00;2024-02-29;1196,66;Aprovado
CA04402;EQ00517;LB003;2026-07-27 00:00:00;2025-09-28;1330,23;Ajustado
CA04403;EQ00096;LB017;2025-06-07 00:00:00;2024-06-25;670,51;Aprovado
CA04404;EQ00353;LB017;2026-05-14 00:00:00;2024-05-02;964,15;Aprovado
CA04405;EQ00972;LB007;2026-05-17 00:00:00;2026-05-05;316,38;Aprovado
CA04406;EQ00584;LB006;2025-11-02 00:00:00;2026-07-02;464,23;Aprovado
CA04407;EQ00626;LB016;2025-12-18 00:00:00;2026-07-07;522,45;Aprovado
CA04408;EQ00835;LB006;2025-03-27 00:00:00;2025-04-20;823,62;Aprovado
CA04409;EQ00404;LB021;2026-01-11 00:00:00;2025-02-17;1202,81;Aprovado
CA04410;EQ00752;LB010;2024-06-15 00:00:00;2024-07-18;1182,12;Aprovado
CA04411;EQ00780;LB024;2024-03-29 00:00:00;2024-03-28;882,37;Aprovado
CA04412;EQ01300;LB020;2025-07-03 00:00:00;2024-11-05;1062,43;Aprovado
CA04413;EQ01159;LB004;2025-09-21 00:00:00;2025-08-29;1277,47;Reprovado
CA04414;EQ00925;LB010;2024-05-09 00:00:00;2025-11-09;530,47;Aprovado
CA04415;EQ00781;LB001;2024-06-04 00:00:00;2026-07-07;201,27;Aprovado
CA04416;EQ00159;LB022;2025-08-29 00:00:00;2025-05-23;860,09;Aprovado
CA04417;EQ00099;LB008;2025-12-18 00:00:00;2026-06-18;1493,32;Aprovado
CA04418;EQ00638;LB010;2025-03-16 00:00:00;2024-09-14;1578,02;Aprovado
CA04419;EQ00277;LB003;2026-03-31 00:00:00;2025-12-18;512,96;Aprovado
CA04420;EQ00590;LB019;2024-01-18 00:00:00;2025-03-20;1517,79;Aprovado
CA04421;EQ00353;LB019;2026-03-06 00:00:00;2026-02-23;894,54;Aprovado
CA04422;EQ00517;LB020;2024-01-13 00:00:00;2025-05-29;428,93;Aprovado
CA04423;EQ00080;LB003;2024-04-02 00:00:00;2026-01-13;1173,49;Aprovado
CA04424;EQ00299;LB023;2024-05-28 00:00:00;2024-07-10;1402,59;Aprovado
CA04425;EQ00174;LB021;2025-07-21 00:00:00;2025-01-07;840,39;Aprovado
CA04426;EQ00360;LB024;2025-03-01 00:00:00;2025-07-22;428,88;Aprovado
CA04427;EQ00477;LB018;2024-06-18 00:00:00;2026-06-16;491,06;Aprovado
CA04428;EQ00385;LB023;2025-05-29 00:00:00;2025-08-14;291,58;Aprovado
CA04429;EQ01053;LB022;2024-06-26 00:00:00;2025-08-08;418,1;Aprovado
CA04430;EQ00412;LB009;2026-04-01 00:00:00;2024-08-24;910,56;Aprovado
CA04431;EQ00385;LB010;2024-09-16 00:00:00;2024-08-28;589,66;Aprovado
CA04432;EQ01282;LB018;2024-10-31 00:00:00;2025-01-10;182,58;Aprovado
CA04433;EQ00412;LB014;2024-04-08 00:00:00;2025-09-06;890,87;Aprovado
CA04434;EQ00426;LB005;2024-12-22 00:00:00;2024-12-29;1143,97;Aprovado
CA04435;EQ00105;LB005;2025-01-23 00:00:00;2025-09-12;1586,07;Aprovado
CA04436;EQ00271;LB007;2025-12-06 00:00:00;2024-01-25;1218,29;Aprovado
CA04437;EQ01361;LB002;2024-02-09 00:00:00;2025-02-17;1520,58;Aprovado
CA04438;EQ00001;LB010;2024-10-12 00:00:00;2024-01-26;1028,53;Aprovado
CA04439;EQ00753;LB011;2024-03-01 00:00:00;2025-07-03;1408,18;Ajustado
CA04440;EQ00356;LB019;2024-08-09 00:00:00;2025-02-02;122,19;Aprovado
CA04441;EQ00643;LB014;2026-04-28 00:00:00;2024-08-12;669,16;Aprovado
CA04442;EQ01337;LB022;2025-12-23 00:00:00;2025-08-23;372,4;Aprovado
CA04443;EQ00233;LB012;2024-11-02 00:00:00;2024-08-05;597,7;Aprovado
CA04444;EQ00443;LB010;2026-03-12 00:00:00;2025-04-27;1143,5;Aprovado
CA04445;EQ01277;LB004;2024-07-21 00:00:00;2025-05-06;605,44;Aprovado
CA04446;EQ01340;LB011;2025-09-17 00:00:00;2024-11-21;551,68;Aprovado
CA04447;EQ01067;LB001;2026-03-12 00:00:00;2024-06-01;578,67;Aprovado
CA04448;EQ00083;LB002;2026-06-07 00:00:00;2025-05-11;560,78;Aprovado
CA04449;EQ00880;LB015;2025-11-07 00:00:00;2026-04-05;324,65;Aprovado
CA04450;EQ00236;LB024;2024-02-06 00:00:00;2025-01-16;1340,54;Aprovado
CA04451;EQ00676;LB008;2024-05-04 00:00:00;2026-06-04;911,68;Aprovado
CA04452;EQ00659;LB013;2026-03-19 00:00:00;2025-03-27;1579,98;Aprovado
CA04453;EQ01275;LB017;2024-07-20 00:00:00;2024-04-19;170,7;Aprovado
CA04454;EQ01044;LB005;2025-05-18 00:00:00;2026-01-07;119,62;Aprovado
CA04455;EQ00482;LB008;2024-08-12 00:00:00;2024-06-27;260,68;Aprovado
CA04456;EQ01045;LB007;2026-03-12 00:00:00;2026-06-21;785,07;Aprovado
CA04457;EQ00841;LB001;2025-06-10 00:00:00;2026-02-03;1267,44;Aprovado
CA04458;EQ00595;LB009;2025-07-20 00:00:00;2025-02-05;648,17;Aprovado
CA04459;EQ01389;LB018;2025-01-07 00:00:00;2025-03-18;640,92;Aprovado
CA04460;EQ00897;LB025;2025-10-10 00:00:00;2026-03-24;989,85;Reprovado
CA04461;EQ00441;LB024;2024-10-02 00:00:00;2026-04-14;1280,24;Aprovado
CA04462;EQ00552;LB017;2024-07-22 00:00:00;2026-03-25;526,03;Aprovado
CA04463;EQ01318;LB008;2026-06-27 00:00:00;2024-11-26;688,04;Aprovado
CA04464;EQ00212;LB013;2025-12-23 00:00:00;2024-11-12;695,11;Aprovado
CA04465;EQ00657;LB024;2025-05-28 00:00:00;2026-01-28;328,99;Aprovado
CA04466;EQ00325;LB006;2025-03-12 00:00:00;2025-05-08;943,41;Aprovado
CA04467;EQ00031;LB021;2025-10-03 00:00:00;2025-06-15;712,91;Aprovado
CA04468;EQ01061;LB022;2024-10-02 00:00:00;2026-06-20;688,97;Aprovado
CA04469;EQ00636;LB007;2025-11-27 00:00:00;2025-01-06;1443,61;Ajustado
CA04470;EQ01109;LB018;2024-05-10 00:00:00;2025-03-08;697,19;Aprovado
CA04471;EQ01203;LB007;2024-08-09 00:00:00;2026-02-17;787,16;Reprovado
CA04472;EQ00010;LB021;2025-10-21 00:00:00;2024-09-26;685,5;Aprovado
CA04473;EQ00851;LB024;2026-01-13 00:00:00;2024-06-03;1235,54;Aprovado
CA04474;EQ01353;LB007;2026-06-07 00:00:00;2025-10-05;1340,99;Aprovado
CA04475;EQ01276;LB016;2024-08-13 00:00:00;2024-10-29;1396,87;Aprovado
CA04476;EQ00500;LB006;2025-02-02 00:00:00;2025-03-24;1378,01;Aprovado
CA04477;EQ00373;LB019;2025-08-04 00:00:00;2024-11-23;1016,32;Aprovado
CA04478;EQ00936;LB015;2026-03-14 00:00:00;2025-12-23;597,09;Aprovado
CA04479;EQ00778;LB003;2025-10-22 00:00:00;2026-01-12;1113,33;Aprovado
CA04480;EQ00567;LB008;2024-12-24 00:00:00;2025-10-01;304,05;Aprovado
CA04481;EQ00544;LB023;2025-10-29 00:00:00;2025-12-26;1237,62;Aprovado
CA04482;EQ00249;LB023;2024-09-19 00:00:00;2024-11-02;1347,54;Aprovado
CA04483;EQ00542;LB009;2025-04-03 00:00:00;2024-03-06;1379,55;Reprovado
CA04484;EQ00739;LB015;2025-06-22 00:00:00;2024-05-28;804,79;Aprovado
CA04485;EQ00927;LB025;2025-11-03 00:00:00;2025-09-25;720,59;Aprovado
CA04486;EQ01119;LB016;2026-07-01 00:00:00;2024-02-01;738,36;Aprovado
CA04487;EQ00839;LB004;2025-11-03 00:00:00;2025-02-24;1443,51;Ajustado
CA04488;EQ00754;LB015;2024-05-09 00:00:00;2024-08-26;693,15;Aprovado
CA04489;EQ00957;LB010;2024-01-27 00:00:00;2024-09-25;869,95;Aprovado
CA04490;EQ00230;LB011;2026-05-01 00:00:00;2026-01-16;1331,43;Aprovado
CA04491;EQ00335;LB022;2024-03-13 00:00:00;2025-01-07;1049,18;Aprovado
CA04492;EQ00600;LB006;2025-11-19 00:00:00;2026-03-17;1288,01;Ajustado
CA04493;EQ01336;LB015;2026-01-20 00:00:00;2026-04-10;315,09;Aprovado
CA04494;EQ00404;LB002;2025-01-03 00:00:00;2024-01-12;1519,66;Aprovado
CA04495;EQ00930;LB016;2025-06-09 00:00:00;2025-10-01;447,68;Ajustado
CA04496;EQ00421;LB009;2024-02-11 00:00:00;2026-03-09;744,34;Aprovado
CA04497;EQ00185;LB001;2024-02-09 00:00:00;2026-01-08;479,37;Aprovado
CA04498;EQ01179;LB024;2024-06-21 00:00:00;2025-08-25;368,33;Aprovado
CA04499;EQ00085;LB011;2024-08-01 00:00:00;2024-03-31;196,41;Aprovado
CA04500;EQ00212;LB020;2025-05-30 00:00:00;2024-05-07;284,24;Aprovado
CA04501;EQ00045;LB002;2024-12-04 00:00:00;2026-05-23;1184,29;Aprovado
CA04502;EQ01015;LB008;2024-11-19 00:00:00;2026-05-21;817,07;Aprovado
CA04503;EQ00647;LB013;2025-05-12 00:00:00;2026-01-11;1096,36;Aprovado
CA04504;EQ00932;LB002;2026-04-22 00:00:00;2026-03-23;914,89;Aprovado
CA04505;EQ00326;LB025;2025-10-11 00:00:00;2025-07-10;1024,41;Aprovado
CA04506;EQ00357;LB015;2024-07-14 00:00:00;2026-05-31;1420,55;Aprovado
CA04507;EQ00730;LB018;2025-10-05 00:00:00;2026-01-15;91,96;Aprovado
CA04508;EQ00271;LB005;2024-02-12 00:00:00;2024-07-24;1060,79;Aprovado
CA04509;EQ00882;LB006;2024-06-22 00:00:00;2024-10-07;542,03;Ajustado
CA04510;EQ01125;LB003;2025-03-31 00:00:00;2025-02-14;943,21;Aprovado
CA04511;EQ00592;LB005;2026-05-18 00:00:00;2025-06-08;319,18;Aprovado
CA04512;EQ00916;LB010;2026-04-03 00:00:00;2025-08-31;361,19;Aprovado
CA04513;EQ01278;LB014;2025-01-22 00:00:00;2025-02-02;756,72;Aprovado
CA04514;EQ00934;LB014;2025-12-30 00:00:00;2024-10-08;280,17;Aprovado
CA04515;EQ00492;LB011;2024-12-10 00:00:00;2025-09-01;811,08;Aprovado
CA04516;EQ00031;LB009;2024-07-31 00:00:00;2024-01-25;674,23;Ajustado
CA04517;EQ01138;LB022;2026-01-17 00:00:00;2025-07-15;1167,64;Aprovado
CA04518;EQ01055;LB011;2025-01-10 00:00:00;2025-03-16;1344,67;Aprovado
CA04519;EQ00840;LB025;2024-12-29 00:00:00;2025-11-19;1152,51;Aprovado
CA04520;EQ01307;LB009;2025-11-22 00:00:00;2026-04-22;818,42;Aprovado
CA04521;EQ00574;LB020;2025-12-04 00:00:00;2024-08-15;947,4;Ajustado
CA04522;EQ00092;LB023;2024-01-21 00:00:00;2026-04-08;1410,66;Aprovado
CA04523;EQ00035;LB010;2026-05-30 00:00:00;2024-04-05;1403,64;Aprovado
CA04524;EQ01399;LB005;2026-04-04 00:00:00;2026-05-15;1545,47;Aprovado
CA04525;EQ00737;LB011;2025-12-21 00:00:00;2025-10-01;995,56;Aprovado
CA04526;EQ00455;LB010;2024-04-04 00:00:00;2025-06-12;854,88;Aprovado
CA04527;EQ00123;LB013;2025-05-03 00:00:00;2024-05-20;855,99;Aprovado
CA04528;EQ00596;LB009;2024-05-22 00:00:00;2024-10-24;1347,87;Aprovado
CA04529;EQ00651;LB013;2026-02-14 00:00:00;2025-08-21;1215,95;Aprovado
CA04530;EQ00976;LB008;2026-06-11 00:00:00;2024-10-23;1353,36;Aprovado
CA04531;EQ00169;LB012;2026-04-08 00:00:00;2026-07-10;750,07;Aprovado
CA04532;EQ00840;LB011;2026-03-23 00:00:00;2025-09-05;223,72;Aprovado
CA04533;EQ00602;LB005;2026-07-11 00:00:00;2024-06-19;934,84;Aprovado
CA04534;EQ00468;LB012;2026-03-17 00:00:00;2025-09-12;148,11;Aprovado
CA04535;EQ01301;LB022;2024-06-10 00:00:00;2024-05-04;1025,73;Aprovado
CA04536;EQ01029;LB010;2025-03-01 00:00:00;2024-09-24;1320,28;Aprovado
CA04537;EQ00266;LB007;2024-03-02 00:00:00;2024-02-01;933,17;Aprovado
CA04538;EQ01379;LB008;2024-09-05 00:00:00;2024-04-08;1335,69;Ajustado
CA04539;EQ01199;LB018;2024-05-07 00:00:00;2026-01-12;334,16;Aprovado
CA04540;EQ00656;LB004;2026-07-05 00:00:00;2024-12-15;1213,56;Aprovado
CA04541;EQ01258;LB019;2025-04-03 00:00:00;2025-11-09;496,28;Aprovado
CA04542;EQ01111;LB015;2026-06-06 00:00:00;2024-04-19;1523,81;Aprovado
CA04543;EQ00353;LB006;2024-11-22 00:00:00;2024-11-08;1292,68;Aprovado
CA04544;EQ01315;LB010;2025-01-24 00:00:00;2024-09-13;659,71;Aprovado
CA04545;EQ00222;LB009;2026-06-21 00:00:00;2025-12-07;1187,82;Aprovado
CA04546;EQ00998;LB002;2024-10-01 00:00:00;2025-07-25;99,63;Aprovado
CA04547;EQ00741;LB010;2025-09-29 00:00:00;2026-04-14;382,43;Aprovado
CA04548;EQ00657;LB018;2024-07-15 00:00:00;2026-04-08;508,51;Aprovado
CA04549;EQ00868;LB020;2025-05-31 00:00:00;2025-09-12;1591,34;Aprovado
CA04550;EQ00268;LB006;2025-09-27 00:00:00;2025-03-12;1447,36;Aprovado
CA04551;EQ00946;LB021;2024-09-04 00:00:00;2025-09-18;894,52;Aprovado
CA04552;EQ00850;LB010;2024-12-04 00:00:00;2025-06-13;1244,19;Aprovado
CA04553;EQ01071;LB009;2025-06-10 00:00:00;2025-09-29;720,85;Aprovado
CA04554;EQ00104;LB013;2026-04-19 00:00:00;2024-06-18;356,87;Aprovado
CA04555;EQ00705;LB022;2024-05-22 00:00:00;2024-05-12;185,06;Aprovado
CA04556;EQ00933;LB012;2025-12-15 00:00:00;2025-02-25;1051,66;Aprovado
CA04557;EQ00702;LB005;2025-10-28 00:00:00;2024-04-20;790,93;Aprovado
CA04558;EQ01311;LB018;2026-05-14 00:00:00;2026-01-22;1308,71;Aprovado
CA04559;EQ00419;LB025;2024-03-07 00:00:00;2024-01-03;448,4;Aprovado
CA04560;EQ01042;LB012;2025-07-18 00:00:00;2025-01-22;919,11;Aprovado
CA04561;EQ00777;LB013;2026-02-20 00:00:00;2025-06-28;1355,05;Aprovado
CA04562;EQ00585;LB004;2024-08-19 00:00:00;2024-07-11;261,93;Aprovado
CA04563;EQ00644;LB015;2026-02-23 00:00:00;2024-03-18;1266,2;Aprovado
CA04564;EQ01390;LB013;2025-04-22 00:00:00;2024-04-01;237,02;Aprovado
CA04565;EQ00111;LB007;2025-11-21 00:00:00;2026-06-25;831,31;Aprovado
CA04566;EQ00927;LB004;2025-11-24 00:00:00;2026-07-11;1146,76;Aprovado
CA04567;EQ00278;LB014;2026-02-24 00:00:00;2025-12-14;1004,33;Aprovado
CA04568;EQ00734;LB019;2025-09-23 00:00:00;2024-02-02;1556,95;Aprovado
CA04569;EQ00266;LB022;2025-09-03 00:00:00;2024-09-02;1547,99;Aprovado
CA04570;EQ00381;LB022;2024-05-15 00:00:00;2024-03-08;814,46;Aprovado
CA04571;EQ01243;LB012;2025-12-23 00:00:00;2024-02-19;645,97;Ajustado
CA04572;EQ00403;LB006;2025-04-17 00:00:00;2024-11-09;905,68;Aprovado
CA04573;EQ00862;LB008;2024-02-24 00:00:00;2025-07-17;645,17;Aprovado
CA04574;EQ00977;LB008;2024-06-25 00:00:00;2025-06-29;696,0;Aprovado
CA04575;EQ01050;LB006;2024-10-18 00:00:00;2025-05-31;931,44;Ajustado
CA04576;EQ00794;LB011;2026-03-14 00:00:00;2024-11-10;1021,63;Aprovado
CA04577;EQ00490;LB011;2024-11-24 00:00:00;2026-07-27;425,48;Aprovado
CA04578;EQ00991;LB001;2024-12-03 00:00:00;2024-01-17;1517,57;Aprovado
CA04579;EQ01262;LB022;2025-08-31 00:00:00;2024-01-22;1055,86;Aprovado
CA04580;EQ00210;LB001;2026-06-01 00:00:00;2025-03-06;739,01;Aprovado
CA04581;EQ01136;LB004;2025-04-01 00:00:00;2024-09-05;420,57;Aprovado
CA04582;EQ01385;LB002;2024-12-28 00:00:00;2024-09-22;1006,3;Aprovado
CA04583;EQ01118;LB014;2026-03-10 00:00:00;2025-08-04;1353,22;Aprovado
CA04584;EQ01313;LB011;2026-05-15 00:00:00;2024-06-19;983,8;Aprovado
CA04585;EQ00918;LB003;2025-03-03 00:00:00;2025-10-17;842,9;Aprovado
CA04586;EQ01230;LB025;2025-03-21 00:00:00;2024-12-09;466,65;Reprovado
CA04587;EQ00855;LB017;2024-10-31 00:00:00;2026-04-07;690,43;Aprovado
CA04588;EQ01060;LB024;2026-04-12 00:00:00;2026-07-30;824,93;Aprovado
CA04589;EQ01041;LB004;2024-08-18 00:00:00;2024-04-30;709,25;Ajustado
CA04590;EQ00618;LB011;2024-03-01 00:00:00;2026-04-21;584,89;Aprovado
CA04591;EQ00710;LB015;2024-10-28 00:00:00;2025-10-08;779,04;Aprovado
CA04592;EQ01316;LB025;2026-04-25 00:00:00;2025-09-30;847,18;Aprovado
CA04593;EQ01086;LB013;2025-07-12 00:00:00;2026-05-29;1253,86;Aprovado
CA04594;EQ00677;LB024;2024-11-15 00:00:00;2024-09-16;392,41;Aprovado
CA04595;EQ00233;LB011;2024-10-25 00:00:00;2024-08-12;827,93;Aprovado
CA04596;EQ00926;LB002;2025-04-01 00:00:00;2025-01-17;797,43;Aprovado
CA04597;EQ00084;LB006;2025-02-04 00:00:00;2024-03-12;982,42;Aprovado
CA04598;EQ01208;LB016;2025-05-15 00:00:00;2025-01-18;461,25;Aprovado
CA04599;EQ00333;LB018;2025-04-08 00:00:00;2024-01-30;657,9;Aprovado
CA04600;EQ01051;LB020;2024-01-03 00:00:00;2026-03-01;102,59;Reprovado
CA04601;EQ00110;LB003;2024-08-15 00:00:00;2026-07-06;885,93;Ajustado
CA04602;EQ00174;LB024;2024-02-19 00:00:00;2024-09-16;521,28;Aprovado
CA04603;EQ00671;LB018;2024-08-12 00:00:00;2025-04-12;1271,98;Aprovado
CA04604;EQ00690;LB020;2025-09-23 00:00:00;2024-10-16;416,88;Aprovado
CA04605;EQ00027;LB002;2025-09-30 00:00:00;2025-10-18;218,92;Aprovado
CA04606;EQ00996;LB013;2025-10-09 00:00:00;2025-06-08;1402,47;Aprovado
CA04607;EQ01312;LB001;2026-07-22 00:00:00;2026-05-18;440,51;Aprovado
CA04608;EQ00121;LB022;2024-03-30 00:00:00;2024-08-06;1038,68;Aprovado
CA04609;EQ01271;LB002;2024-06-07 00:00:00;2024-01-28;781,14;Aprovado
CA04610;EQ00647;LB014;2025-12-08 00:00:00;2024-04-03;1316,08;Aprovado
CA04611;EQ01111;LB014;2024-08-05 00:00:00;2024-08-13;131,34;Aprovado
CA04612;EQ01200;LB008;2025-10-24 00:00:00;2024-07-29;278,49;Aprovado
CA04613;EQ01334;LB007;2026-03-23 00:00:00;2025-09-21;280,39;Aprovado
CA04614;EQ00770;LB005;2025-07-18 00:00:00;2026-06-29;1367,89;Aprovado
CA04615;EQ00541;LB006;2025-05-18 00:00:00;2024-11-14;932,59;Aprovado
CA04616;EQ01199;LB018;2025-01-27 00:00:00;2026-05-23;146,39;Ajustado
CA04617;EQ01043;LB015;2025-01-19 00:00:00;2026-07-17;1006,42;Aprovado
CA04618;EQ01315;LB014;2026-04-08 00:00:00;2024-03-23;455,33;Aprovado
CA04619;EQ01157;LB025;2024-12-14 00:00:00;2024-02-21;1150,45;Aprovado
CA04620;EQ00078;LB018;2026-06-21 00:00:00;2025-11-24;950,85;Aprovado
CA04621;EQ01067;LB013;2024-04-30 00:00:00;2024-07-22;1000,43;Aprovado
CA04622;EQ01020;LB019;2024-07-10 00:00:00;2024-02-24;1067,25;Aprovado
CA04623;EQ00764;LB023;2025-01-18 00:00:00;2025-03-10;336,99;Aprovado
CA04624;EQ00790;LB012;2025-02-10 00:00:00;2024-01-11;346,64;Aprovado
CA04625;EQ01144;LB013;2024-04-29 00:00:00;2024-03-15;961,14;Aprovado
CA04626;EQ01065;LB004;2025-12-20 00:00:00;2024-02-06;580,04;Aprovado
CA04627;EQ00509;LB014;2025-08-17 00:00:00;2024-10-28;1532,53;Aprovado
CA04628;EQ00553;LB015;2025-01-27 00:00:00;2024-06-22;1132,91;Aprovado
CA04629;EQ00482;LB011;2024-09-21 00:00:00;2025-05-30;728,77;Aprovado
CA04630;EQ00248;LB016;2024-04-16 00:00:00;2024-08-14;780,87;Aprovado
CA04631;EQ00648;LB017;2024-01-07 00:00:00;2026-06-08;879,13;Aprovado
CA04632;EQ00433;LB008;2025-03-06 00:00:00;2025-02-14;643,46;Ajustado
CA04633;EQ00984;LB018;2024-01-06 00:00:00;2025-12-23;266,66;Aprovado
CA04634;EQ00009;LB023;2024-10-29 00:00:00;2024-05-19;176,03;Aprovado
CA04635;EQ00198;LB009;2025-09-12 00:00:00;2026-03-22;435,13;Reprovado
CA04636;EQ00820;LB024;2025-11-05 00:00:00;2026-07-18;1323,06;Aprovado
CA04637;EQ00913;LB022;2024-11-14 00:00:00;2025-12-07;1023,31;Aprovado
CA04638;EQ00079;LB017;2026-01-22 00:00:00;2025-07-03;1356,99;Aprovado
CA04639;EQ00651;LB019;2025-11-18 00:00:00;2026-04-18;927,77;Aprovado
CA04640;EQ00348;LB004;2024-01-08 00:00:00;2026-03-12;137,36;Aprovado
CA04641;EQ00604;LB014;2026-07-16 00:00:00;2024-09-22;1022,35;Aprovado
CA04642;EQ01082;LB001;2024-08-29 00:00:00;2024-01-23;216,91;Aprovado
CA04643;EQ01063;LB003;2025-11-04 00:00:00;2024-04-22;1073,92;Aprovado
CA04644;EQ00186;LB021;2025-08-12 00:00:00;2024-09-15;1577,45;Reprovado
CA04645;EQ00049;LB011;2025-11-06 00:00:00;2024-10-01;1370,92;Aprovado
CA04646;EQ00846;LB008;2026-06-21 00:00:00;2025-02-07;358,2;Ajustado
CA04647;EQ00055;LB008;2024-07-15 00:00:00;2024-03-21;441,89;Aprovado
CA04648;EQ00228;LB002;2026-05-23 00:00:00;2024-05-04;1410,69;Aprovado
CA04649;EQ00510;LB014;2026-04-11 00:00:00;2025-04-28;1005,13;Aprovado
CA04650;EQ01212;LB006;2025-01-27 00:00:00;2025-01-09;1296,97;Aprovado
CA04651;EQ01262;LB004;2025-10-30 00:00:00;2024-05-07;919,13;Aprovado
CA04652;EQ01192;LB004;2025-06-02 00:00:00;2025-06-02;939,86;Aprovado
CA04653;EQ00484;LB020;2025-02-19 00:00:00;2025-03-04;570,04;Aprovado
CA04654;EQ01002;LB024;2024-09-20 00:00:00;2026-06-27;1399,99;Aprovado
CA04655;EQ00907;LB014;2025-07-31 00:00:00;2026-04-10;1407,83;Aprovado
CA04656;EQ00391;LB014;2024-04-02 00:00:00;2024-06-13;1168,77;Aprovado
CA04657;EQ00565;LB024;2024-12-26 00:00:00;2025-01-29;1048,16;Aprovado
CA04658;EQ00076;LB018;2024-12-09 00:00:00;2024-10-15;1171,36;Aprovado
CA04659;EQ01286;LB017;2025-03-01 00:00:00;2025-10-14;1175,84;Aprovado
CA04660;EQ01379;LB022;2025-12-19 00:00:00;2025-05-10;94,86;Aprovado
CA04661;EQ00112;LB019;2026-06-27 00:00:00;2025-11-25;1024,29;Ajustado
CA04662;EQ00580;LB009;2025-05-28 00:00:00;2025-07-29;1162,26;Aprovado
CA04663;EQ01009;LB022;2024-03-03 00:00:00;2025-09-01;520,43;Aprovado
CA04664;EQ00242;LB021;2026-07-15 00:00:00;2024-03-31;91,89;Aprovado
CA04665;EQ00361;LB008;2026-05-29 00:00:00;2024-06-29;1143,63;Reprovado
CA04666;EQ00744;LB017;2025-07-03 00:00:00;2024-11-10;662,27;Ajustado
CA04667;EQ00632;LB024;2026-07-16 00:00:00;2026-04-15;1169,27;Aprovado
CA04668;EQ00168;LB025;2024-02-21 00:00:00;2026-04-04;111,34;Aprovado
CA04669;EQ00130;LB002;2024-07-08 00:00:00;2026-02-23;384,1;Aprovado
CA04670;EQ00447;LB022;2025-07-29 00:00:00;2025-05-20;987,73;Aprovado
CA04671;EQ00489;LB022;2024-01-22 00:00:00;2026-05-27;1493,97;Aprovado
CA04672;EQ00837;LB023;2024-08-10 00:00:00;2024-07-30;424,4;Aprovado
