equipamento_id;tipo;unidade;criticidade;periodicidade_dias
EQ01131;Termômetro;Joinville;Média;90
EQ01132;Torquímetro;Joinville;Baixa;365
EQ01133;Manômetro;Joinville;Média;365
EQ01134;Paquímetro;Joinville;Média;365
EQ01135;Termômetro;Jaboticabal;Baixa;180
EQ01136;Paquímetro;Joinville;Baixa;180
EQ01137;Manômetro;Guarulhos;Baixa;90
EQ01138;Balança;Jaboticabal;Média;90
EQ01139;Balança;Guarulhos;Média;90
EQ01140;Manômetro;Jaboticabal;Alta;365
EQ01141;Micrômetro;Guarulhos;Baixa;90
EQ01142;Micrômetro;Jaboticabal;Média;90
EQ01143;Manômetro;Guarulhos;Média;90
EQ01144;Balança;Joinville;Média;365
EQ01145;Torquímetro;Joinville;Média;180
EQ01146;Manômetro;Jaboticabal;Baixa;365
EQ01147;Paquímetro;Guarulhos;Baixa;180
EQ01148;Balança;Joinville;Alta;180
EQ01149;Balança;Guarulhos;Alta;90
EQ01150;Termômetro;Joinville;Alta;365
EQ01151;Manômetro;Guarulhos;Baixa;365
EQ01152;Torquímetro;Joinville;Baixa;90
EQ01153;Balança;Jaboticabal;Alta;365
EQ01154;Torquímetro;Guarulhos;Alta;90
EQ01155;Balança;Jaboticabal;Baixa;90
EQ01156;Balança;Guarulhos;Alta;180
EQ01157;Torquímetro;Jaboticabal;Alta;180
EQ01158;Torquímetro;Joinville;Média;365
EQ01159;Balança;Guarulhos;Alta;365
EQ01160;Manômetro;Jaboticabal;Média;180
EQ01161;Micrômetro;Guarulhos;Média;90
EQ01162;Micrômetro;Joinville;Alta;90
EQ01163;Paquímetro;Jaboticabal;Baixa;90
EQ01164;Torquímetro;Joinville;Média;180
EQ01165;Micrômetro;Joinville;Média;180
EQ01166;Micrômetro;Joinville;Alta;180
EQ01167;Manômetro;Jaboticabal;Baixa;365
EQ01168;Manômetro;Joinville;Alta;90
EQ01169;Manômetro;Jaboticabal;Média;90
EQ01170;Micrômetro;Joinville;Alta;90
EQ01171;Balança;Guarulhos;Baixa;180
EQ01172;Balança;Joinville;Média;180
EQ01173;Torquímetro;Joinville;Baixa;90
EQ01174;Manômetro;Guarulhos;Alta;365
EQ01175;Balança;Joinville;Média;90
EQ01176;Balança;Joinville;Média;180
EQ01177;Termômetro;Jaboticabal;Média;90
EQ01178;Manômetro;Guarulhos;Baixa;180
EQ01179;Termômetro;Joinville;Média;90
EQ01180;Balança;Jaboticabal;Baixa;90
EQ01181;Torquímetro;Joinville;Média;180
EQ01182;Termômetro;Jaboticabal;Média;180
EQ01183;Micrômetro;Jaboticabal;Baixa;90
EQ01184;Termômetro;Guarulhos;Baixa;180
EQ01185;Torquímetro;Jaboticabal;Média;365
EQ01186;Paquímetro;Guarulhos;Alta;90
EQ01187;Balança;Jaboticabal;Alta;90
EQ01188;Balança;Guarulhos;Média;365
EQ01189;Balança;Jaboticabal;Média;180
EQ01190;Manômetro;Joinville;Média;180
EQ01191;Manômetro;Joinville;Média;90
EQ01192;Termômetro;Jaboticabal;Média;90
EQ01193;Paquímetro;Guarulhos;Média;180
EQ01194;Micrômetro;Guarulhos;Média;180
EQ01195;Termômetro;Guarulhos;Alta;90
EQ01196;Balança;Jaboticabal;Média;180
EQ01197;Micrômetro;Joinville;Alta;90
EQ01198;Balança;Jaboticabal;Baixa;90
EQ01199;Torquímetro;Joinville;Média;365
EQ01200;Termômetro;Jaboticabal;Média;90
EQ01201;Manômetro;Jaboticabal;Baixa;365
EQ01202;Balança;Joinville;Média;365
EQ01203;Termômetro;Guarulhos;Alta;90
EQ01204;Torquímetro;Jaboticabal;Média;90
EQ01205;Torquímetro;Jaboticabal;Média;365
EQ01206;Balança;Guarulhos;Média;180
EQ01207;Micrômetro;Jaboticabal;Baixa;180
EQ01208;Manômetro;Jaboticabal;Média;180
EQ01209;Paquímetro;Guarulhos;Média;90
EQ01210;Paquímetro;Guarulhos;Alta;180
EQ01211;Micrômetro;Joinville;Alta;180
EQ01212;Balança;Joinville;Média;90
EQ01213;Balança;Joinville;Alta;90
EQ01214;Paquímetro;Guarulhos;Média;90
EQ01215;Torquímetro;Jaboticabal;Média;90
EQ01216;Torquímetro;Guarulhos;Alta;180
EQ01217;Torquímetro;Guarulhos;Baixa;365
EQ01218;Manômetro;Guarulhos;Média;90
EQ01219;Paquímetro;Guarulhos;Alta;365
EQ01220;Micrômetro;Jaboticabal;Média;90
EQ01221;Micrômetro;Jaboticabal;Alta;365
EQ01222;Torquímetro;Jaboticabal;Alta;365
EQ01223;Manômetro;Jaboticabal;Média;180
EQ01224;Paquímetro;Jaboticabal;Alta;180
EQ01225;Micrômetro;Joinville;Média;90
EQ01226;Termômetro;Jaboticabal;Média;180
EQ01227;Torquímetro;Jaboticabal;Média;365
EQ01228;Manômetro;Guarulhos;Média;365
EQ01229;Termômetro;Guarulhos;Baixa;365
EQ01230;Micrômetro;Guarulhos;Baixa;180
EQ01231;Balança;Joinville;Alta;90
EQ01232;Micrômetro;Jaboticabal;Média;365
EQ01233;Termômetro;Guarulhos;Baixa;365
EQ01234;Torquímetro;Jaboticabal;Média;365
EQ01235;Termômetro;Joinville;Média;180
EQ01236;Torquímetro;Guarulhos;Média;365
EQ01237;Micrômetro;Guarulhos;Baixa;365
EQ01238;Termômetro;Joinville;Média;180
EQ01239;Paquímetro;Guarulhos;Média;90
EQ01240;Torquímetro;Jaboticabal;Baixa;90
EQ01241;Manômetro;Guarulhos;Média;90
EQ01242;Termômetro;Joinville;Alta;90
EQ01243;Paquímetro;Joinville;Alta;90
EQ01244;Termômetro;Joinville;Baixa;90
EQ01245;Balança;Guarulhos;Baixa;180
EQ01246;Paquímetro;Jaboticabal;Média;365
EQ01247;Paquímetro;Jaboticabal;Média;90
EQ01248;Micrômetro;Joinville;Baixa;365
EQ01249;Manômetro;Joinville;Baixa;90
EQ01250;Balança;Guarulhos;Baixa;90
EQ01251;Manômetro;Guarulhos;Alta;365
EQ01252;Termômetro;Guarulhos;Alta;90
EQ01253;Paquímetro;Joinville;Alta;365
EQ01254;Termômetro;Guarulhos;Alta;180
EQ01255;Paquímetro;Joinville;Baixa;180
EQ01256;Paquímetro;Joinville;Baixa;365
EQ01257;Balança;Jaboticabal;Baixa;180
EQ01258;Manômetro;Guarulhos;Alta;180
EQ01259;Termômetro;Guarulhos;Baixa;90
EQ01260;Balança;Joinville;Média;365
EQ01261;Manômetro;Joinville;Baixa;90
EQ01262;Manômetro;Joinville;Baixa;90
EQ01263;Paquímetro;Joinville;Média;90
EQ01264;Torquímetro;Jaboticabal;Baixa;90
EQ01265;Balança;Guarulhos;Média;365
EQ01266;Paquímetro;Joinville;Média;180
EQ01267;Paquímetro;Joinville;Média;180
EQ01268;Torquímetro;Guarulhos;Média;365
EQ01269;Termômetro;Joinville;Média;365
EQ01270;Torquímetro;Joinville;Baixa;180
EQ01271;Paquímetro;Guarulhos;Baixa;180
EQ01272;Paquímetro;Joinville;Alta;365
EQ01273;Manômetro;Joinville;Média;90
EQ01274;Micrômetro;Guarulhos;Média;90
EQ01275;Micrômetro;Guarulhos;Média;365
EQ01276;Paquímetro;Guarulhos;Alta;90
EQ01277;Paquímetro;Guarulhos;Alta;90
EQ01278;Manômetro;Joinville;Alta;365
EQ01279;Manômetro;Jaboticabal;Alta;180
EQ01280;Balança;Guarulhos;Média;180
EQ01281;Torquímetro;Joinville;Média;365
EQ01282;Paquímetro;Jaboticabal;Média;180
EQ01283;Paquímetro;Joinville;Alta;180
EQ01284;Termômetro;Jaboticabal;Média;365
EQ01285;Micrômetro;Guarulhos;Baixa;90
EQ01286;Paquímetro;Jaboticabal;Média;365
EQ01287;Balança;Guarulhos;Baixa;180
EQ01288;Termômetro;Jaboticabal;Média;90
EQ01289;Torquímetro;Guarulhos;Baixa;365
EQ01290;Balança;Jaboticabal;Alta;180
EQ01291;Paquímetro;Jaboticabal;Alta;365
EQ01292;Paquímetro;Jaboticabal;Alta;365
EQ01293;Termômetro;Joinville;Média;365
EQ01294;Micrômetro;Joinville;Alta;90
EQ01295;Balança;Jaboticabal;Média;365
EQ01296;Balança;Jaboticabal;Alta;365
EQ01297;Micrômetro;Guarulhos;Alta;180
EQ01298;Paquímetro;Jaboticabal;Média;180
EQ01299;Balança;Joinville;Média;180
EQ01300;Paquímetro;Guarulhos;Média;365
EQ01301;Torquímetro;Guarulhos;Alta;180
EQ01302;Balança;Joinville;Baixa;90
EQ01303;Manômetro;Jaboticabal;Baixa;365
EQ01304;Micrômetro;Jaboticabal;Média;365
EQ01305;Paquímetro;Guarulhos;Alta;365
EQ01306;Manômetro;Jaboticabal;Média;180
EQ01307;Termômetro;Joinville;Baixa;90
EQ01308;Balança;Guarulhos;Alta;90
EQ01309;Paquímetro;Jaboticabal;Alta;90
EQ01310;Manômetro;Guarulhos;Média;365
EQ01311;Micrômetro;Joinville;Média;90
EQ01312;Termômetro;Jaboticabal;Alta;180
EQ01313;Micrômetro;Jaboticabal;Média;90
EQ01314;Termômetro;Jaboticabal;Média;365
EQ01315;Micrômetro;Joinville;Alta;180
EQ01316;Micrômetro;Guarulhos;Média;180
EQ01317;Manômetro;Guarulhos;Média;180
EQ01318;Torquímetro;Jaboticabal;Média;180
EQ01319;Termômetro;Jaboticabal;Baixa;365
EQ01320;Termômetro;Jaboticabal;Alta;90
EQ01321;Termômetro;Guarulhos;Baixa;365
EQ01322;Torquímetro;Jaboticabal;Média;365
EQ01323;Micrômetro;Jaboticabal;Alta;90
EQ01324;Micrômetro;Joinville;Média;180
EQ01325;Micrômetro;Joinville;Média;180
EQ01326;Manômetro;Joinville;Baixa;365
EQ01327;Paquímetro;Jaboticabal;Alta;90
EQ01328;Paquímetro;Guarulhos;Baixa;90
EQ01329;Torquímetro;Joinville;Alta;90
EQ01330;Torquímetro;Jaboticabal;Baixa;90
EQ01331;Paquímetro;Jaboticabal;Média;365
EQ01332;Torquímetro;Guarulhos;Média;365
EQ01333;Manômetro;Jaboticabal;Alta;180
EQ01334;Balança;Joinville;Baixa;365
EQ01335;Paquímetro;Jaboticabal;Alta;90
EQ01336;Manômetro;Guarulhos;Média;180
EQ01337;Balança;Jaboticabal;Média;90
EQ01338;Manômetro;Guarulhos;Alta;365
EQ01339;Torquímetro;Jaboticabal;Baixa;365
EQ01340;Manômetro;Jaboticabal;Baixa;180
EQ01341;Termômetro;Guarulhos;Baixa;180
EQ01342;Manômetro;Jaboticabal;Média;180
EQ01343;Paquímetro;Guarulhos;Baixa;90
EQ01344;Balança;Joinville;Alta;90
EQ01345;Manômetro;Guarulhos;Baixa;180
EQ01346;Paquímetro;Guarulhos;Baixa;180
EQ01347;Balança;Joinville;Média;365
EQ01348;Termômetro;Guarulhos;Alta;180
EQ01349;Balança;Jaboticabal;Baixa;365
EQ01350;Micrômetro;Joinville;Baixa;90
EQ01351;Torquímetro;Jaboticabal;Média;365
EQ01352;Paquímetro;Joinville;Média;365
EQ01353;Micrômetro;Guarulhos;Alta;365
EQ01354;Manômetro;Joinville;Baixa;365
EQ01355;Torquímetro;Guarulhos;Média;180
EQ01356;Micrômetro;Guarulhos;Alta;365
EQ01357;Balança;Guarulhos;Baixa;180
EQ01358;Manômetro;Joinville;Média;90
EQ01359;Paquímetro;Guarulhos;Alta;90
EQ01360;Manômetro;Guarulhos;Média;180
EQ01361;Torquímetro;Guarulhos;Baixa;90
EQ01362;Torquímetro;Joinville;Baixa;180
EQ01363;Manômetro;Guarulhos;Alta;90
EQ01364;Torquímetro;Joinville;Média;365
EQ01365;Torquímetro;Joinville;Alta;180
EQ01366;Manômetro;Joinville;Baixa;90
EQ01367;Balança;Guarulhos;Alta;90
EQ01368;Paquímetro;Jaboticabal;Média;90
EQ01369;Micrômetro;Joinville;Alta;180
EQ01370;Micrômetro;Joinville;Alta;365
EQ01371;Manômetro;Joinville;Média;90
EQ01372;Manômetro;Joinville;Baixa;180
EQ01373;Termômetro;Joinville;Média;180
EQ01374;Micrômetro;Guarulhos;Média;180
EQ01375;Paquímetro;Guarulhos;Alta;90
EQ01376;Manômetro;Guarulhos;Média;180
EQ01377;Manômetro;Jaboticabal;Alta;180
EQ01378;Balança;Guarulhos;Média;180
EQ01379;Termômetro;Joinville;Alta;180
EQ01380;Torquímetro;Joinville;Baixa;180
EQ01381;Paquímetro;Guarulhos;Média;365
EQ01382;Termômetro;Guarulhos;Baixa;365
EQ01383;Termômetro;Guarulhos;Baixa;180
EQ01384;Torquímetro;Guarulhos;Baixa;90
EQ01385;Balança;Guarulhos;Alta;180
EQ01386;Termômetro;Jaboticabal;Média;365
EQ01387;Micrômetro;Jaboticabal;Baixa;180
EQ01388;Manômetro;Guarulhos;Baixa;180
EQ01389;Balança;Joinville;Alta;365
EQ01390;Torquímetro;Guarulhos;Baixa;180
EQ01391;Manômetro;Joinville;Baixa;180
EQ01392;Paquímetro;Guarulhos;Média;180
EQ01393;Paquímetro;Guarulhos;Baixa;365
EQ01394;Micrômetro;Joinville;Alta;90
EQ01395;Micrômetro;Guarulhos;Alta;90
EQ01396;Termômetro;Guarulhos;Média;90
EQ01397;Paquímetro;Joinville;Baixa;365
EQ01398;Balança;Jaboticabal;Baixa;180
EQ01399;Balança;Joinville;Alta;365
EQ01400;Torquímetro;Guarulhos;Média;90
EQ00804;Manômetro;Jaboticabal;Baixa;180
EQ01288;Termômetro;Jaboticabal;Média;90
EQ00893;Balança;Guarulhos;Média;365
ERRO_equipamentos_1;Manômetro;Jaboticabal;Alta;-999
