processo_id;codigo_processo;cliente_id;area_id;advogado_id;data_abertura;data_encerramento;status;risco;valor_causa;desfecho
666;PROC-000666;608;5;1;2026-03-10;2027-04-21;Encerrado;Baixo;486683,35;Desfavorável
667;PROC-000667;320;2;29;2025-07-17;;Ativo;Alto;225605,95;
668;PROC-000668;264;2;3;2025-12-31;2026-03-02;Encerrado;Alto;279727,76;Desfavorável
669;PROC-000669;446;8;36;2026-05-26;;Ativo;Médio;77850,54;
670;PROC-000670;450;3;29;2025-07-30;;Ativo;Alto;136045,38;
671;PROC-000671;52;7;15;2025-09-18;;Suspenso;Baixo;232565,49;
672;PROC-000672;618;3;22;2025-08-15;;Ativo;Alto;710424,78;
673;PROC-000673;478;1;35;2025-09-01;2027-02-06;Encerrado;Médio;405767,4;Acordo
674;PROC-000674;177;4;32;2025-12-14;;Ativo;Alto;401363,28;
675;PROC-000675;62;3;1;2025-11-27;;Ativo;Baixo;50354,89;
676;PROC-000676;424;1;23;2025-09-17;;Ativo;Baixo;356411,39;
677;PROC-000677;278;1;10;2026-04-18;;Ativo;Alto;264138,27;
678;PROC-000678;131;7;30;2025-12-12;;Ativo;Médio;158446,71;
679;PROC-000679;22;6;27;2025-10-05;2027-04-23;Encerrado;Alto;200153,71;Acordo
680;PROC-000680;577;6;10;2026-05-27;;Ativo;Alto;443805,28;
681;PROC-000681;20;8;13;2025-08-14;;Ativo;Baixo;15606,32;
682;PROC-000682;322;3;10;2025-11-07;2027-06-15;Encerrado;Médio;65932,44;Favorável
683;PROC-000683;560;1;36;2026-03-04;;Ativo;Alto;9445,1;
684;PROC-000684;449;1;22;2025-12-21;2027-08-12;Encerrado;Alto;89959,6;Acordo
685;PROC-000685;489;1;13;2026-05-31;2027-07-09;Encerrado;Baixo;254429,93;Desfavorável
686;PROC-000686;651;7;3;2026-01-03;;Ativo;Médio;207817,13;
687;PROC-000687;338;6;6;2026-01-01;2027-05-23;Encerrado;Médio;339035,05;Acordo
688;PROC-000688;205;5;32;2026-03-07;;Ativo;Médio;313512,72;
689;PROC-000689;360;6;10;2025-09-09;;Ativo;Médio;319848,6;
690;PROC-000690;264;3;20;2025-10-01;;Ativo;Baixo;142635,72;
691;PROC-000691;498;7;35;2025-10-21;;Ativo;Alto;350680,62;
692;PROC-000692;700;6;38;2025-07-10;2027-06-01;Encerrado;Baixo;219743,23;Desfavorável
693;PROC-000693;293;2;35;2025-12-27;;Ativo;Baixo;436427,92;
694;PROC-000694;205;7;19;2026-02-14;;Ativo;Baixo;710506,19;
695;PROC-000695;1;4;22;2026-02-17;2026-09-25;Encerrado;Baixo;350447,11;Favorável
696;PROC-000696;266;1;22;2025-10-15;;Ativo;Médio;791769,28;
697;PROC-000697;408;1;13;2025-08-01;;Ativo;Baixo;213444,83;
698;PROC-000698;222;5;11;2026-03-21;;Ativo;Médio;502103,82;
699;PROC-000699;692;5;7;2025-12-04;;Ativo;Médio;670589,28;
700;PROC-000700;367;7;1;2026-05-19;;Ativo;Alto;274865,96;
701;PROC-000701;563;6;12;2025-12-09;;Ativo;Alto;520286,4;
702;PROC-000702;229;4;30;2026-05-10;2026-09-29;Encerrado;Médio;768208,8;Favorável
703;PROC-000703;130;3;36;2026-04-25;;Ativo;Baixo;554399,89;
704;PROC-000704;457;5;32;2025-08-12;2027-06-05;Encerrado;Médio;653560,4;Favorável
705;PROC-000705;409;3;15;2026-01-29;;Ativo;Médio;647849,02;
706;PROC-000706;370;6;31;2025-10-23;;Ativo;Alto;628940,84;
707;PROC-000707;225;8;32;2025-07-23;2025-10-22;Encerrado;Baixo;738020,05;Desfavorável
708;PROC-000708;343;2;8;2026-05-31;2028-02-07;Encerrado;Baixo;299519,64;Acordo
709;PROC-000709;613;3;1;2026-03-01;;Ativo;Baixo;729794,15;
710;PROC-000710;44;5;21;2026-05-03;;Ativo;Baixo;137109,38;
711;PROC-000711;252;5;34;2026-03-27;;Suspenso;Alto;542931,11;
712;PROC-000712;356;4;18;2025-07-13;;Ativo;Médio;77380,63;
713;PROC-000713;16;8;24;2026-01-27;2027-11-05;Encerrado;Médio;490432,64;Acordo
714;PROC-000714;229;8;32;2025-09-01;;Ativo;Alto;132331,9;
715;PROC-000715;285;5;5;2026-03-13;;Ativo;Médio;51635,72;
716;PROC-000716;456;8;29;2025-08-14;2026-06-08;Encerrado;Alto;757614,2;Favorável
717;PROC-000717;690;6;9;2025-08-23;;Ativo;Alto;626896,95;
718;PROC-000718;459;5;17;2026-06-27;;Ativo;Alto;287415,39;
719;PROC-000719;458;5;1;2026-03-27;;Ativo;Baixo;722274,55;
720;PROC-000720;109;3;32;2025-10-19;;Ativo;Alto;558152,88;
721;PROC-000721;191;2;36;2026-02-25;;Ativo;Alto;765788,62;
722;PROC-000722;216;8;7;2025-08-26;;Ativo;Médio;36632,63;
723;PROC-000723;131;2;29;2026-03-14;2027-11-04;Encerrado;Baixo;717389,64;Favorável
724;PROC-000724;51;6;10;2025-08-21;;Ativo;Médio;702548,67;
725;PROC-000725;477;3;33;2025-09-02;2026-09-12;Encerrado;Alto;25825,4;Acordo
726;PROC-000726;632;4;36;2025-11-18;;Ativo;Alto;353796,68;
727;PROC-000727;517;6;40;2025-11-10;;Ativo;Médio;224559,19;
728;PROC-000728;434;7;28;2026-01-14;;Ativo;Médio;325783,72;
729;PROC-000729;401;6;5;2025-08-14;;Ativo;Alto;215659,88;
730;PROC-000730;208;2;13;2025-08-28;;Ativo;Médio;569430,77;
731;PROC-000731;503;6;7;2025-11-15;;Ativo;Alto;653434,0;
732;PROC-000732;378;6;33;2025-09-10;;Ativo;Baixo;657501,09;
733;PROC-000733;366;3;39;2025-08-21;2027-01-02;Encerrado;Alto;407139,65;Favorável
734;PROC-000734;380;5;21;2026-03-17;;Ativo;Alto;347659,52;
735;PROC-000735;648;3;18;2026-05-21;;Ativo;Médio;312748,79;
736;PROC-000736;558;1;31;2025-11-27;2027-04-05;Encerrado;Baixo;274908,81;Desfavorável
737;PROC-000737;485;4;32;2026-03-09;;Ativo;Médio;797418,2;
738;PROC-000738;323;7;32;2026-06-13;;Ativo;Médio;302017,96;
739;PROC-000739;649;7;15;2025-12-08;;Ativo;Alto;54045,92;
740;PROC-000740;85;4;40;2026-06-11;2026-09-23;Encerrado;Baixo;174641,72;Acordo
741;PROC-000741;548;1;2;2026-04-08;2028-02-01;Encerrado;Médio;66846,34;Favorável
742;PROC-000742;214;2;24;2025-08-24;;Suspenso;Baixo;395549,6;
743;PROC-000743;413;2;18;2026-01-08;;Ativo;Médio;269058,21;
744;PROC-000744;16;5;1;2026-02-01;;Ativo;Baixo;291315,41;
745;PROC-000745;305;4;21;2025-11-14;;Ativo;Baixo;637628,74;
746;PROC-000746;86;2;8;2026-04-26;;Ativo;Alto;110681,86;
747;PROC-000747;97;6;36;2025-09-30;;Ativo;Alto;409714,37;
748;PROC-000748;544;6;13;2026-05-17;;Ativo;Médio;744347,48;
749;PROC-000749;192;3;14;2026-06-26;;Ativo;Médio;538633,16;
750;PROC-000750;507;4;7;2026-03-07;2026-05-04;Encerrado;Alto;128225,12;Acordo
751;PROC-000751;514;6;17;2026-05-02;2027-10-15;Encerrado;Baixo;758448,07;Acordo
752;PROC-000752;275;8;26;2026-03-13;;Ativo;Alto;122719,67;
753;PROC-000753;153;1;11;2025-07-13;;Ativo;Médio;274136,03;
754;PROC-000754;417;8;4;2026-04-27;;Ativo;Alto;767407,59;
755;PROC-000755;684;5;28;2025-10-01;;Ativo;Médio;538915,36;
756;PROC-000756;509;6;5;2025-07-11;;Ativo;Médio;304436,9;
757;PROC-000757;404;2;39;2026-03-02;2027-09-06;Encerrado;Médio;299368,41;Desfavorável
758;PROC-000758;32;1;35;2026-04-13;;Ativo;Médio;49495,66;
759;PROC-000759;579;7;11;2025-12-04;;Ativo;Médio;116158,4;
760;PROC-000760;518;7;28;2026-02-18;2026-05-03;Encerrado;Baixo;540584,99;Favorável
761;PROC-000761;48;8;24;2026-01-06;2027-11-09;Encerrado;Médio;234688,6;Favorável
762;PROC-000762;54;7;16;2025-10-27;;Ativo;Alto;405654,88;
763;PROC-000763;49;5;27;2026-03-09;;Ativo;Baixo;232860,08;
764;PROC-000764;240;5;39;2025-08-11;2026-08-18;Encerrado;Alto;228093,61;Favorável
765;PROC-000765;687;8;40;2025-12-18;;Ativo;Médio;439657,52;
766;PROC-000766;14;3;40;2026-06-18;2027-01-01;Encerrado;Alto;606024,46;Acordo
767;PROC-000767;74;5;21;2025-08-29;;Ativo;Médio;393521,94;
768;PROC-000768;503;3;33;2025-10-28;;Ativo;Médio;168804,32;
769;PROC-000769;273;6;2;2025-12-17;;Ativo;Baixo;164961,62;
770;PROC-000770;68;5;33;2026-04-01;;Ativo;Médio;642487,95;
771;PROC-000771;55;8;29;2025-10-17;2026-08-01;Encerrado;Médio;501158,8;Favorável
772;PROC-000772;604;7;15;2026-03-31;;Ativo;Médio;619521,76;
773;PROC-000773;108;8;4;2026-02-12;2027-03-31;Encerrado;Baixo;145571,08;Desfavorável
774;PROC-000774;496;2;15;2025-07-10;2025-10-16;Encerrado;Alto;345569,04;Acordo
775;PROC-000775;68;5;24;2025-10-15;;Ativo;Alto;517506,32;
776;PROC-000776;129;3;10;2025-11-21;2026-10-08;Encerrado;Alto;618042,4;Desfavorável
777;PROC-000777;220;7;38;2025-10-07;;Suspenso;Alto;172951,1;
778;PROC-000778;454;5;37;2025-12-16;;Ativo;Médio;481946,32;
779;PROC-000779;213;4;16;2026-03-16;;Ativo;Alto;464725,77;
780;PROC-000780;155;6;34;2025-10-08;;Ativo;Médio;32470,47;
781;PROC-000781;616;6;26;2025-11-02;;Ativo;Baixo;783745,49;
782;PROC-000782;505;3;13;2026-03-15;;Ativo;Médio;599127,26;
783;PROC-000783;179;5;19;2026-02-09;;Ativo;Alto;476987,01;
784;PROC-000784;476;5;36;2026-03-09;;Ativo;Baixo;330894,08;
785;PROC-000785;339;3;3;2025-12-19;;Ativo;Baixo;643012,98;
786;PROC-000786;66;4;39;2025-09-19;;Ativo;Médio;352959,32;
787;PROC-000787;91;7;33;2025-12-21;2026-03-13;Encerrado;Médio;355620,19;Acordo
788;PROC-000788;478;5;27;2025-11-24;;Ativo;Baixo;520092,48;
789;PROC-000789;375;1;40;2025-12-27;2027-08-01;Encerrado;Alto;148790,17;Acordo
790;PROC-000790;660;6;39;2026-03-18;;Ativo;Baixo;608090,13;
791;PROC-000791;696;6;14;2026-04-01;;Ativo;Alto;594024,18;
792;PROC-000792;667;1;26;2026-06-24;;Ativo;Médio;285042,62;
793;PROC-000793;99;3;25;2026-02-16;;Ativo;Médio;668018,03;
794;PROC-000794;378;2;31;2026-03-10;;Suspenso;Alto;372300,78;
795;PROC-000795;268;3;1;2025-09-17;2027-03-10;Encerrado;Médio;475069,3;Desfavorável
796;PROC-000796;185;2;27;2025-12-06;;Ativo;Alto;6909,67;
797;PROC-000797;222;5;12;2025-07-05;2026-07-08;Encerrado;Médio;587194,45;Favorável
798;PROC-000798;357;8;6;2025-07-09;;Ativo;Baixo;81775,24;
799;PROC-000799;484;4;17;2026-01-09;2026-09-08;Encerrado;Baixo;499736,3;Favorável
800;PROC-000800;59;3;1;2025-08-09;;Ativo;Baixo;411451,81;
801;PROC-000801;568;8;28;2025-10-13;;Ativo;Médio;744280,55;
802;PROC-000802;128;4;7;2026-04-13;2027-02-17;Encerrado;Médio;325166,04;Acordo
803;PROC-000803;567;8;10;2025-07-10;;Ativo;Baixo;359413,82;
804;PROC-000804;126;3;25;2025-09-12;;Ativo;Baixo;702735,9;
805;PROC-000805;264;3;3;2026-05-08;;Ativo;Médio;366524,14;
806;PROC-000806;284;4;26;2026-02-11;;Ativo;Médio;146280,14;
807;PROC-000807;632;6;7;2025-12-11;;Ativo;Baixo;38689,77;
808;PROC-000808;80;1;3;2026-01-02;2026-07-19;Encerrado;Baixo;502655,82;Acordo
809;PROC-000809;517;7;12;2025-10-29;2027-06-17;Encerrado;Baixo;690812,38;Favorável
810;PROC-000810;193;8;7;2026-01-11;2026-09-30;Encerrado;Alto;549114,96;Acordo
811;PROC-000811;31;4;12;2025-12-14;;Ativo;Baixo;37469,61;
812;PROC-000812;490;2;6;2026-05-28;;Ativo;Alto;47804,6;
813;PROC-000813;303;3;5;2025-07-22;;Ativo;Baixo;611747,3;
814;PROC-000814;410;4;10;2025-08-02;;Ativo;Baixo;259592,32;
815;PROC-000815;694;6;16;2026-02-03;2026-11-23;Encerrado;Médio;371098,47;Desfavorável
816;PROC-000816;512;1;20;2026-05-01;;Ativo;Alto;721386,7;
817;PROC-000817;171;3;11;2025-10-07;;Ativo;Médio;733700,55;
818;PROC-000818;279;3;32;2026-04-17;2028-01-18;Encerrado;Médio;700516,58;Desfavorável
819;PROC-000819;19;7;31;2025-07-30;;Ativo;Médio;90359,78;
820;PROC-000820;398;8;7;2025-11-19;2027-10-06;Encerrado;Médio;531494,93;Acordo
821;PROC-000821;82;7;7;2026-04-23;2027-09-17;Encerrado;Alto;623529,86;Acordo
822;PROC-000822;524;4;7;2026-01-27;;Ativo;Baixo;387114,31;
823;PROC-000823;118;6;16;2026-01-26;2027-10-11;Encerrado;Baixo;220648,47;Acordo
824;PROC-000824;299;5;19;2025-12-11;;Ativo;Alto;19154,71;
825;PROC-000825;377;6;1;2025-11-11;;Ativo;Baixo;119727,58;
826;PROC-000826;597;2;13;2026-05-11;;Suspenso;Médio;283405,91;
827;PROC-000827;555;1;31;2026-06-25;2028-02-12;Encerrado;Médio;326611,6;Desfavorável
828;PROC-000828;309;8;11;2025-10-04;2026-07-05;Encerrado;Alto;200213,98;Acordo
829;PROC-000829;256;2;26;2026-04-26;2028-01-17;Encerrado;Médio;500366,38;Acordo
830;PROC-000830;419;6;12;2026-04-22;;Ativo;Médio;36206,7;
831;PROC-000831;559;8;40;2025-11-09;;Ativo;Médio;194234,88;
832;PROC-000832;676;5;39;2025-10-17;;Ativo;Baixo;115858,24;
833;PROC-000833;202;5;23;2026-02-09;2026-09-11;Encerrado;Baixo;523391,8;Acordo
834;PROC-000834;339;1;16;2026-05-10;;Ativo;Médio;335862,32;
835;PROC-000835;35;6;30;2026-03-09;2026-09-17;Encerrado;Médio;759168,59;Acordo
836;PROC-000836;560;1;21;2025-11-21;2027-02-11;Encerrado;Baixo;624579,98;Favorável
837;PROC-000837;653;4;36;2025-08-11;;Ativo;Baixo;557169,59;
838;PROC-000838;288;3;19;2026-04-28;2027-12-24;Encerrado;Alto;6272,08;Desfavorável
839;PROC-000839;437;4;34;2025-10-05;2027-01-07;Encerrado;Baixo;596730,4;Desfavorável
840;PROC-000840;82;6;9;2025-08-21;;Ativo;Médio;535157,46;
841;PROC-000841;420;2;12;2025-10-23;2027-06-27;Encerrado;Médio;80944,83;Desfavorável
842;PROC-000842;337;5;18;2026-02-13;;Suspenso;Alto;309088,3;
843;PROC-000843;449;4;39;2026-01-04;;Ativo;Médio;773774,44;
844;PROC-000844;599;7;40;2025-12-22;;Ativo;Alto;590925,96;
845;PROC-000845;249;3;5;2025-11-22;;Ativo;Médio;600329,47;
846;PROC-000846;672;6;25;2026-04-18;;Ativo;Alto;606923,26;
847;PROC-000847;86;4;17;2025-11-14;;Ativo;Alto;453653,68;
848;PROC-000848;286;5;31;2026-03-26;;Ativo;Baixo;339612,64;
849;PROC-000849;678;3;21;2026-04-05;;Ativo;Alto;500760,75;
850;PROC-000850;401;3;34;2026-06-05;;Ativo;Alto;312345,45;
851;PROC-000851;118;7;40;2026-04-19;;Ativo;Médio;327886,16;
852;PROC-000852;131;6;26;2026-05-24;2027-08-26;Encerrado;Médio;208183,71;Favorável
853;PROC-000853;366;1;16;2025-07-27;2027-05-19;Encerrado;Médio;405383,92;Desfavorável
854;PROC-000854;473;3;14;2026-01-05;;Suspenso;Alto;367641,26;
855;PROC-000855;403;2;18;2026-03-23;;Ativo;Alto;582825,01;
856;PROC-000856;213;7;5;2026-04-10;;Ativo;Médio;273847,08;
857;PROC-000857;105;7;31;2025-08-14;;Ativo;Alto;540973,87;
858;PROC-000858;381;2;7;2026-06-11;;Ativo;Médio;597006,77;
859;PROC-000859;609;2;38;2026-02-03;;Ativo;Baixo;668663,59;
860;PROC-000860;362;6;19;2025-12-02;;Ativo;Médio;752559,35;
861;PROC-000861;477;5;36;2026-02-24;;Ativo;Médio;297887,21;
862;PROC-000862;266;3;8;2025-09-25;;Ativo;Baixo;373855,2;
863;PROC-000863;461;1;21;2025-07-24;2026-09-16;Encerrado;Médio;47680,46;Favorável
864;PROC-000864;14;1;38;2025-07-31;2027-05-14;Encerrado;Médio;129373,63;Desfavorável
865;PROC-000865;81;8;14;2025-10-27;;Ativo;Baixo;415010,32;
866;PROC-000866;70;2;20;2026-01-30;;Suspenso;Baixo;162895,67;
867;PROC-000867;26;2;38;2025-11-03;2026-09-19;Encerrado;Alto;172613,96;Desfavorável
868;PROC-000868;259;5;21;2026-04-17;2027-03-25;Encerrado;Baixo;209784,28;Desfavorável
869;PROC-000869;515;6;39;2026-01-31;;Ativo;Alto;609830,36;
870;PROC-000870;624;8;17;2026-01-09;2027-04-19;Encerrado;Baixo;646181,96;Acordo
871;PROC-000871;655;8;10;2025-11-14;;Ativo;Médio;318437,49;
872;PROC-000872;630;5;8;2026-01-25;;Ativo;Alto;579838,08;
873;PROC-000873;557;6;35;2026-06-07;2028-02-19;Encerrado;Médio;348353,04;Favorável
874;PROC-000874;169;2;29;2026-05-03;;Ativo;Baixo;268153,3;
875;PROC-000875;472;5;26;2025-08-21;;Ativo;Alto;38370,95;
876;PROC-000876;13;6;28;2026-06-30;2028-02-24;Encerrado;Baixo;36977,04;Acordo
877;PROC-000877;4;5;30;2025-08-15;;Ativo;Baixo;193256,87;
878;PROC-000878;158;6;40;2025-08-16;2027-04-29;Encerrado;Baixo;491638,93;Acordo
879;PROC-000879;4;6;13;2025-08-03;;Ativo;Alto;410240,58;
880;PROC-000880;266;4;33;2026-03-27;;Ativo;Médio;347455,36;
881;PROC-000881;665;5;29;2026-06-08;;Ativo;Médio;579959,7;
882;PROC-000882;335;6;20;2026-01-17;2026-08-28;Encerrado;Médio;332432,64;Acordo
883;PROC-000883;219;3;35;2026-05-08;;Ativo;Baixo;705660,56;
884;PROC-000884;647;2;32;2025-08-08;;Ativo;Alto;221669,72;
885;PROC-000885;216;6;13;2026-03-03;;Ativo;Médio;775102,51;
886;PROC-000886;444;4;24;2025-09-08;;Ativo;Baixo;524503,95;
887;PROC-000887;377;1;6;2025-10-05;;Ativo;Alto;600863,8;
888;PROC-000888;73;2;20;2026-03-05;;Ativo;Médio;570401,02;
889;PROC-000889;63;5;4;2025-09-14;2025-11-04;Encerrado;Baixo;363330,03;Acordo
890;PROC-000890;173;4;3;2025-07-11;;Ativo;Médio;64804,07;
891;PROC-000891;24;4;16;2026-05-26;;Ativo;Baixo;323668,33;
892;PROC-000892;563;4;21;2025-10-28;2026-05-21;Encerrado;Alto;734468,38;Acordo
893;PROC-000893;534;7;12;2025-09-29;;Ativo;Médio;230691,65;
894;PROC-000894;639;3;36;2026-04-24;;Ativo;Baixo;210432,12;
895;PROC-000895;698;1;22;2025-09-15;;Ativo;Baixo;191378,63;
896;PROC-000896;263;3;13;2026-04-28;;Ativo;Alto;516399,77;
897;PROC-000897;188;5;25;2025-10-31;;Ativo;Alto;105290,13;
898;PROC-000898;81;7;14;2025-10-21;2026-08-07;Encerrado;Alto;449733,01;Favorável
899;PROC-000899;275;4;5;2026-06-09;;Suspenso;Alto;252782,59;
900;PROC-000900;632;1;24;2025-08-21;2027-03-09;Encerrado;Alto;546985,05;Favorável
901;PROC-000901;18;6;12;2026-06-25;;Ativo;Alto;454175,37;
902;PROC-000902;647;2;34;2025-08-10;;Ativo;Médio;294308,18;
903;PROC-000903;697;3;37;2026-03-31;;Suspenso;Médio;322550,87;
904;PROC-000904;560;8;22;2026-01-14;;Ativo;Baixo;780169,55;
905;PROC-000905;567;7;2;2025-07-26;2027-05-06;Encerrado;Baixo;204890,48;Desfavorável
906;PROC-000906;101;5;13;2025-07-21;;Ativo;Alto;664362,57;
907;PROC-000907;254;1;32;2026-05-04;2027-01-25;Encerrado;Baixo;730208,8;Favorável
908;PROC-000908;297;7;2;2026-01-10;;Ativo;Baixo;693715,68;
909;PROC-000909;231;3;39;2025-07-28;;Ativo;Alto;742030,93;
910;PROC-000910;23;1;13;2026-05-25;;Ativo;Alto;588221,76;
911;PROC-000911;635;8;29;2025-10-23;;Ativo;Alto;38540,89;
912;PROC-000912;284;3;26;2025-12-27;;Ativo;Alto;119058,01;
913;PROC-000913;615;2;2;2026-04-26;2028-01-09;Encerrado;Baixo;640561,32;Favorável
914;PROC-000914;397;6;3;2025-07-27;;Ativo;Alto;586990,27;
915;PROC-000915;460;8;27;2025-11-14;;Suspenso;Alto;679548,99;
916;PROC-000916;537;1;8;2025-10-24;;Ativo;Médio;781270,35;
917;PROC-000917;619;8;17;2026-01-17;;Ativo;Baixo;516307,99;
918;PROC-000918;439;7;26;2026-04-08;2027-11-26;Encerrado;Alto;575516,45;Acordo
919;PROC-000919;96;2;10;2026-06-29;2026-10-23;Encerrado;Baixo;259045,05;Desfavorável
920;PROC-000920;227;5;4;2025-10-22;;Ativo;Médio;44230,94;
921;PROC-000921;519;6;19;2026-04-24;;Ativo;Alto;538438,98;
922;PROC-000922;424;3;35;2026-02-27;2027-11-23;Encerrado;Médio;139040,25;Desfavorável
923;PROC-000923;606;2;33;2025-08-15;;Ativo;Médio;240102,4;
924;PROC-000924;687;3;26;2026-03-05;;Ativo;Baixo;4141,91;
925;PROC-000925;661;4;28;2026-05-19;2028-02-11;Encerrado;Baixo;709484,75;Acordo
926;PROC-000926;139;3;27;2025-09-24;2027-01-23;Encerrado;Alto;403078,95;Favorável
927;PROC-000927;592;3;15;2025-11-22;2026-04-19;Encerrado;Baixo;36682,91;Acordo
928;PROC-000928;30;4;33;2026-04-05;;Ativo;Médio;345709,94;
929;PROC-000929;489;7;3;2026-03-15;2027-07-08;Encerrado;Médio;797528,16;Favorável
930;PROC-000930;610;1;10;2026-03-30;;Ativo;Alto;343488,59;
931;PROC-000931;558;5;1;2026-04-01;;Ativo;Alto;684617,04;
932;PROC-000932;111;1;25;2025-10-24;;Ativo;Baixo;432280,93;
933;PROC-000933;571;1;6;2026-02-21;2026-03-30;Encerrado;Médio;203196,18;Desfavorável
934;PROC-000934;508;1;20;2026-02-11;;Ativo;Alto;468230,43;
935;PROC-000935;242;1;7;2025-08-15;;Suspenso;Médio;682827,36;
936;PROC-000936;450;4;32;2026-02-02;;Ativo;Médio;72047,86;
937;PROC-000937;481;1;26;2025-08-24;;Ativo;Baixo;82741,69;
938;PROC-000938;236;1;6;2025-11-21;;Ativo;Médio;313491,1;
939;PROC-000939;107;5;22;2026-04-07;2028-02-25;Encerrado;Alto;717092,36;Favorável
940;PROC-000940;230;7;14;2026-06-27;2028-02-10;Encerrado;Alto;421065,25;Desfavorável
941;PROC-000941;322;1;29;2025-07-05;;Ativo;Médio;33207,41;
942;PROC-000942;544;2;14;2026-01-31;;Suspenso;Alto;64804,29;
943;PROC-000943;170;2;39;2026-03-12;;Ativo;Médio;225605,78;
944;PROC-000944;121;2;28;2026-06-27;;Ativo;Baixo;768057,44;
945;PROC-000945;487;4;5;2026-05-15;;Ativo;Médio;621766,24;
946;PROC-000946;453;2;17;2025-08-08;;Ativo;Médio;22850,92;
947;PROC-000947;293;5;6;2025-12-26;;Ativo;Baixo;218686,39;
948;PROC-000948;75;7;6;2025-10-23;;Ativo;Alto;240585,0;
949;PROC-000949;642;7;6;2025-10-26;;Ativo;Médio;514771,0;
950;PROC-000950;434;3;20;2025-09-15;;Ativo;Baixo;510633,39;
951;PROC-000951;417;4;22;2026-01-04;2026-12-25;Encerrado;Médio;560856,77;Desfavorável
952;PROC-000952;471;1;23;2026-03-25;;Ativo;Alto;81280,93;
953;PROC-000953;488;6;17;2025-11-18;;Ativo;Baixo;321079,17;
954;PROC-000954;362;5;13;2026-06-08;2027-01-31;Encerrado;Baixo;428879,63;Favorável
955;PROC-000955;548;3;40;2025-12-30;;Ativo;Médio;788696,78;
956;PROC-000956;656;5;17;2025-12-09;;Ativo;Alto;119322,59;
957;PROC-000957;686;8;10;2026-03-09;;Ativo;Médio;700791,25;
958;PROC-000958;314;7;36;2026-01-07;;Ativo;Alto;788994,86;
959;PROC-000959;12;5;13;2026-02-06;;Ativo;Baixo;374268,3;
960;PROC-000960;78;6;28;2025-09-16;2027-08-15;Encerrado;Médio;250890,0;Favorável
961;PROC-000961;450;2;34;2026-02-24;;Ativo;Alto;532073,83;
962;PROC-000962;395;7;10;2025-10-07;;Ativo;Médio;782664,16;
963;PROC-000963;221;8;31;2026-01-02;;Ativo;Baixo;529201,03;
964;PROC-000964;141;5;36;2026-04-08;;Ativo;Médio;386182,97;
965;PROC-000965;136;3;5;2026-06-09;2028-04-09;Encerrado;Alto;591638,67;Desfavorável
966;PROC-000966;610;4;38;2026-01-05;;Ativo;Alto;659235,62;
967;PROC-000967;166;7;24;2025-10-21;;Ativo;Alto;239574,32;
968;PROC-000968;699;2;25;2026-05-10;2027-03-03;Encerrado;Baixo;738887,76;Favorável
969;PROC-000969;424;7;11;2026-06-08;;Ativo;Baixo;144624,96;
970;PROC-000970;339;5;8;2025-07-13;;Ativo;Alto;206553,06;
971;PROC-000971;658;6;12;2025-09-25;;Ativo;Alto;677951,04;
972;PROC-000972;286;5;17;2026-05-17;;Ativo;Médio;310587,01;
973;PROC-000973;53;2;11;2026-01-23;;Ativo;Médio;6621,23;
974;PROC-000974;660;2;20;2026-03-29;2027-05-10;Encerrado;Médio;285913,82;Favorável
975;PROC-000975;390;7;12;2026-03-19;2027-10-31;Encerrado;Médio;687165,08;Favorável
976;PROC-000976;439;2;39;2025-08-24;;Ativo;Médio;616755,48;
977;PROC-000977;434;4;34;2025-09-27;;Ativo;Médio;347478,95;
978;PROC-000978;587;5;19;2025-12-12;;Ativo;Médio;91190,28;
979;PROC-000979;562;4;8;2025-10-23;;Suspenso;Baixo;633028,83;
980;PROC-000980;594;1;35;2026-03-08;;Ativo;Baixo;756488,07;
981;PROC-000981;39;6;22;2025-10-04;;Ativo;Alto;533978,34;
982;PROC-000982;203;8;37;2025-08-08;2025-12-26;Encerrado;Médio;149777,8;Acordo
983;PROC-000983;19;8;11;2026-05-30;;Ativo;Médio;165857,75;
984;PROC-000984;293;6;9;2026-02-15;2027-12-12;Encerrado;Baixo;393635,74;Desfavorável
985;PROC-000985;558;8;35;2026-05-31;2028-04-04;Encerrado;Baixo;223613,82;Acordo
986;PROC-000986;499;5;2;2025-12-31;;Suspenso;Baixo;279648,81;
987;PROC-000987;270;6;2;2026-04-01;;Ativo;Alto;10462,36;
988;PROC-000988;678;1;38;2025-11-05;;Ativo;Médio;633386,91;
989;PROC-000989;432;4;5;2025-08-12;2027-05-18;Encerrado;Médio;556162,23;Favorável
990;PROC-000990;620;7;2;2026-01-24;;Ativo;Médio;582888,68;
991;PROC-000991;594;7;31;2025-07-25;2027-02-14;Encerrado;Alto;89100,56;Desfavorável
992;PROC-000992;159;4;32;2026-05-16;;Ativo;Médio;13067,15;
993;PROC-000993;273;4;20;2026-05-26;;Ativo;Alto;323635,61;
994;PROC-000994;667;7;23;2026-04-23;2027-09-03;Encerrado;Médio;619373,06;Desfavorável
995;PROC-000995;213;7;37;2025-11-21;;Ativo;Baixo;406248,68;
996;PROC-000996;272;6;32;2025-08-13;;Ativo;Baixo;756755,4;
997;PROC-000997;443;5;14;2026-04-09;2027-02-23;Encerrado;Médio;277124,53;Favorável
998;PROC-000998;511;5;7;2026-04-04;;Ativo;Baixo;23243,97;
