prazo_id;processo_id;tipo_prazo;data_vencimento;data_conclusao;status;prioridade
2639;1038;Contestação;2027-02-27;2027-02-18;Concluído;Alta
2640;1039;Contestação;2025-10-07;;Vencido;Alta
2641;1039;Recurso;2025-10-24;2025-10-08;Concluído;Média
2642;1040;Pagamento;2026-07-18;2026-07-04;Concluído;Média
2643;1040;Documento;2025-09-04;;Vencido;Alta
2644;1040;Documento;2026-06-06;2026-05-19;Concluído;Baixa
2645;1041;Pagamento;2026-05-30;2026-06-06;Concluído;Média
2646;1041;Recurso;2026-08-18;2026-08-22;Concluído;Alta
2647;1042;Contestação;2026-04-19;;Vencido;Baixa
2648;1042;Recurso;2026-03-06;2026-03-01;Concluído;Média
2649;1043;Documento;2027-02-14;;Aberto;Alta
2650;1043;Contestação;2026-08-19;2026-08-13;Concluído;Média
2651;1043;Contestação;2026-08-08;2026-08-04;Concluído;Baixa
2652;1043;Contestação;2026-11-26;2026-11-06;Concluído;Alta
2653;1044;Contestação;2026-05-29;2026-05-12;Concluído;Baixa
2654;1045;Manifestação;2026-12-20;2026-12-13;Concluído;Baixa
2655;1045;Documento;2026-07-08;2026-07-01;Concluído;Baixa
2656;1046;Recurso;2026-04-14;2026-03-25;Concluído;Média
2657;1046;Contestação;2026-06-30;;Aberto;Baixa
2658;1046;Documento;2026-11-01;2026-10-27;Concluído;Média
2659;1047;Contestação;2026-04-23;2026-04-10;Concluído;Média
2660;1047;Contestação;2026-04-01;2026-03-23;Concluído;Alta
2661;1047;Documento;2026-09-05;2026-09-12;Concluído;Baixa
2662;1047;Recurso;2026-04-25;;Vencido;Alta
2663;1048;Contestação;2026-11-07;2026-10-27;Concluído;Baixa
2664;1048;Pagamento;2026-02-08;2026-01-31;Concluído;Alta
2665;1048;Pagamento;2026-09-27;;Aberto;Alta
2666;1049;Pagamento;2027-01-28;2027-01-17;Concluído;Alta
2667;1049;Pagamento;2026-01-03;;Vencido;Alta
2668;1049;Recurso;2027-03-22;;Aberto;Média
2669;1049;Pagamento;2026-02-17;2026-02-03;Concluído;Média
2670;1050;Manifestação;2026-10-26;;Aberto;Alta
2671;1050;Contestação;2026-09-22;2026-09-19;Concluído;Média
2672;1050;Pagamento;2026-10-08;2026-10-17;Concluído;Alta
2673;1050;Pagamento;2026-07-04;2026-07-11;Concluído;Alta
2674;1051;Documento;2026-08-10;2026-08-16;Concluído;Alta
2675;1051;Documento;2026-04-03;2026-03-14;Concluído;Baixa
2676;1051;Documento;2026-04-16;2026-04-18;Concluído;Alta
2677;1051;Pagamento;2026-01-10;2025-12-27;Concluído;Alta
2678;1052;Contestação;2026-10-05;2026-10-09;Concluído;Baixa
2679;1052;Documento;2026-04-30;2026-04-23;Concluído;Média
2680;1053;Recurso;2027-03-31;2027-03-30;Concluído;Alta
2681;1053;Pagamento;2026-11-11;2026-10-23;Concluído;Média
2682;1053;Pagamento;2027-02-24;2027-02-11;Concluído;Alta
2683;1053;Contestação;2026-03-19;2026-03-15;Concluído;Alta
2684;1054;Manifestação;2027-08-30;2027-08-21;Concluído;Média
2685;1054;Contestação;2026-11-12;2026-11-14;Concluído;Alta
2686;1054;Documento;2027-07-09;2027-07-16;Concluído;Baixa
2687;1055;Contestação;2026-07-03;2026-07-08;Concluído;Alta
2688;1055;Recurso;2026-07-31;2026-07-29;Concluído;Baixa
2689;1056;Recurso;2026-10-30;2026-10-19;Concluído;Alta
2690;1056;Contestação;2026-12-09;2026-11-26;Concluído;Alta
2691;1056;Recurso;2026-11-07;2026-10-27;Concluído;Alta
2692;1057;Contestação;2026-06-28;2026-06-19;Concluído;Baixa
2693;1057;Contestação;2026-10-14;;Aberto;Baixa
2694;1058;Manifestação;2026-09-14;2026-09-10;Concluído;Baixa
2695;1058;Documento;2027-06-16;;Aberto;Baixa
2696;1058;Pagamento;2026-12-13;2026-11-27;Concluído;Média
2697;1058;Contestação;2027-02-03;;Aberto;Baixa
2698;1059;Documento;2026-09-14;2026-09-15;Concluído;Alta
2699;1059;Recurso;2026-07-03;;Aberto;Baixa
2700;1060;Contestação;2025-08-09;2025-07-20;Concluído;Baixa
2701;1060;Documento;2026-01-10;2026-01-04;Concluído;Alta
2702;1060;Pagamento;2026-05-02;2026-05-04;Concluído;Alta
2703;1060;Recurso;2025-08-14;2025-08-03;Concluído;Baixa
2704;1061;Documento;2026-05-10;;Vencido;Alta
2705;1062;Contestação;2026-06-01;2026-05-23;Concluído;Baixa
2706;1062;Documento;2026-07-13;2026-07-10;Concluído;Alta
2707;1062;Pagamento;2027-01-27;2027-01-12;Concluído;Baixa
2708;1062;Recurso;2027-03-26;;Aberto;Alta
2709;1063;Pagamento;2027-02-25;2027-02-08;Concluído;Baixa
2710;1064;Pagamento;2025-08-28;2025-08-15;Concluído;Média
2711;1064;Documento;2026-02-14;2026-02-22;Concluído;Baixa
2712;1064;Pagamento;2026-11-11;2026-10-24;Concluído;Alta
2713;1064;Recurso;2026-04-04;2026-04-12;Concluído;Baixa
2714;1065;Pagamento;2026-06-21;2026-06-09;Concluído;Alta
2715;1065;Recurso;2027-02-04;2027-02-08;Concluído;Alta
2716;1066;Pagamento;2026-05-10;2026-05-12;Concluído;Baixa
2717;1066;Recurso;2025-11-04;2025-10-15;Concluído;Alta
2718;1067;Contestação;2027-05-27;2027-05-22;Concluído;Média
2719;1067;Pagamento;2026-03-05;2026-02-20;Concluído;Média
2720;1067;Pagamento;2026-06-17;;Vencido;Alta
2721;1067;Contestação;2026-04-03;2026-04-02;Concluído;Baixa
2722;1068;Documento;2026-07-01;2026-07-03;Concluído;Média
2723;1068;Contestação;2027-01-05;2026-12-27;Concluído;Baixa
2724;1069;Contestação;2025-10-31;2025-10-12;Concluído;Média
2725;1069;Pagamento;2025-09-09;2025-09-14;Concluído;Alta
2726;1070;Recurso;2026-05-06;2026-04-22;Concluído;Alta
2727;1071;Recurso;2026-08-06;2026-08-12;Concluído;Alta
2728;1072;Contestação;2027-07-04;2027-06-23;Concluído;Baixa
2729;1072;Manifestação;2027-01-15;2027-01-10;Concluído;Média
2730;1073;Documento;2026-11-12;2026-11-06;Concluído;Baixa
2731;1073;Recurso;2026-04-21;2026-04-17;Concluído;Alta
2732;1073;Documento;2026-04-08;2026-04-15;Concluído;Baixa
2733;1074;Manifestação;2026-12-21;2026-12-05;Concluído;Alta
2734;1074;Contestação;2025-11-30;;Vencido;Alta
2735;1074;Recurso;2026-06-14;2026-06-09;Concluído;Média
2736;1074;Pagamento;2026-08-19;2026-08-09;Concluído;Baixa
2737;1075;Documento;2026-08-11;2026-08-16;Concluído;Alta
2738;1075;Contestação;2027-01-21;;Aberto;Média
2739;1076;Documento;2026-11-22;2026-11-20;Concluído;Baixa
2740;1077;Contestação;2026-10-12;;Aberto;Baixa
2741;1077;Recurso;2027-07-31;2027-08-10;Concluído;Média
2742;1077;Documento;2027-04-04;;Aberto;Média
2743;1078;Manifestação;2026-06-12;2026-05-30;Concluído;Baixa
2744;1078;Pagamento;2027-01-22;;Aberto;Alta
2745;1079;Contestação;2026-03-02;2026-02-24;Concluído;Baixa
2746;1079;Recurso;2025-09-11;2025-09-05;Concluído;Baixa
2747;1079;Documento;2026-08-17;2026-08-21;Concluído;Alta
2748;1080;Manifestação;2026-02-01;2026-01-25;Concluído;Alta
2749;1080;Contestação;2026-07-17;;Aberto;Alta
2750;1081;Documento;2027-01-16;2027-01-05;Concluído;Média
2751;1081;Manifestação;2026-03-01;2026-02-25;Concluído;Baixa
2752;1081;Recurso;2026-06-20;2026-06-16;Concluído;Alta
2753;1082;Contestação;2027-02-07;2027-02-05;Concluído;Alta
2754;1082;Manifestação;2026-06-17;2026-06-05;Concluído;Alta
2755;1082;Contestação;2027-01-17;2027-01-05;Concluído;Média
2756;1083;Documento;2027-03-05;;Aberto;Média
2757;1083;Pagamento;2027-09-06;2027-09-02;Concluído;Média
2758;1083;Recurso;2026-06-17;2026-06-11;Concluído;Baixa
2759;1084;Manifestação;2026-04-23;2026-04-17;Concluído;Média
2760;1084;Recurso;2026-11-05;2026-10-21;Concluído;Baixa
2761;1084;Contestação;2027-01-28;2027-01-11;Concluído;Alta
2762;1085;Contestação;2026-05-31;2026-06-03;Concluído;Média
2763;1085;Recurso;2027-02-11;2027-02-21;Concluído;Baixa
2764;1085;Pagamento;2026-12-21;2026-12-10;Concluído;Baixa
2765;1086;Manifestação;2026-04-05;;Vencido;Média
2766;1086;Contestação;2027-06-17;2027-06-04;Concluído;Baixa
2767;1087;Contestação;2025-12-22;2025-12-30;Concluído;Média
2768;1087;Recurso;2025-09-05;2025-08-20;Concluído;Baixa
2769;1087;Manifestação;2026-02-09;2026-01-23;Concluído;Baixa
2770;1088;Documento;2027-04-03;2027-04-12;Concluído;Alta
2771;1088;Recurso;2026-05-19;2026-05-02;Concluído;Alta
2772;1089;Contestação;2026-08-19;;Aberto;Baixa
2773;1090;Pagamento;2025-12-12;2025-12-01;Concluído;Média
2774;1090;Contestação;2025-10-14;2025-10-08;Concluído;Alta
2775;1091;Recurso;2027-09-26;;Aberto;Baixa
2776;1092;Contestação;2026-06-10;2026-05-21;Concluído;Alta
2777;1093;Manifestação;2027-03-18;2027-02-28;Concluído;Alta
2778;1094;Contestação;2026-06-07;2026-05-20;Concluído;Média
2779;1094;Recurso;2027-03-28;;Aberto;Alta
2780;1095;Documento;2027-03-03;2027-03-06;Concluído;Média
2781;1095;Manifestação;2026-11-17;2026-11-19;Concluído;Alta
2782;1096;Recurso;2026-10-30;2026-10-30;Concluído;Média
2783;1096;Pagamento;2026-07-12;2026-07-11;Concluído;Média
2784;1096;Documento;2026-12-17;2026-11-27;Concluído;Média
2785;1096;Pagamento;2026-12-08;2026-12-17;Concluído;Baixa
2786;1097;Contestação;2026-10-06;2026-10-16;Concluído;Baixa
2787;1097;Manifestação;2027-04-22;2027-04-02;Concluído;Média
2788;1097;Contestação;2026-12-20;2026-12-06;Concluído;Baixa
2789;1097;Recurso;2027-04-09;2027-04-02;Concluído;Baixa
2790;1098;Recurso;2026-12-26;2026-12-23;Concluído;Baixa
2791;1098;Manifestação;2027-01-18;2027-01-09;Concluído;Média
2792;1099;Pagamento;2026-06-07;2026-05-27;Concluído;Baixa
2793;1099;Manifestação;2026-08-01;2026-07-27;Concluído;Média
2794;1099;Pagamento;2026-12-13;2026-11-29;Concluído;Média
2795;1099;Pagamento;2026-05-31;2026-06-07;Concluído;Média
2796;1100;Documento;2027-03-01;2027-03-08;Concluído;Alta
2797;1100;Pagamento;2026-08-09;2026-07-29;Concluído;Média
2798;1100;Documento;2026-10-02;2026-09-28;Concluído;Média
2799;1100;Documento;2026-08-06;2026-07-18;Concluído;Alta
2800;1101;Documento;2026-08-30;2026-08-19;Concluído;Baixa
2801;1101;Contestação;2026-04-09;2026-04-03;Concluído;Baixa
2802;1101;Contestação;2026-03-02;2026-03-10;Concluído;Média
2803;1102;Manifestação;2027-02-19;2027-02-27;Concluído;Baixa
2804;1102;Recurso;2026-12-21;2026-12-17;Concluído;Alta
2805;1102;Documento;2026-09-03;2026-09-01;Concluído;Baixa
2806;1102;Recurso;2026-10-23;2026-10-15;Concluído;Média
2807;1103;Recurso;2027-05-25;2027-05-22;Concluído;Alta
2808;1103;Pagamento;2026-10-29;2026-10-29;Concluído;Alta
2809;1103;Documento;2026-08-12;2026-08-15;Concluído;Alta
2810;1104;Contestação;2025-10-15;2025-10-21;Concluído;Média
2811;1104;Manifestação;2026-09-20;2026-09-03;Concluído;Alta
2812;1104;Pagamento;2026-08-24;;Aberto;Alta
2813;1104;Pagamento;2026-01-23;2026-01-06;Concluído;Baixa
2814;1105;Pagamento;2026-10-01;2026-10-05;Concluído;Baixa
2815;1105;Contestação;2026-12-27;2026-12-31;Concluído;Alta
2816;1105;Pagamento;2026-11-12;2026-11-12;Concluído;Média
2817;1105;Documento;2027-06-19;2027-06-21;Concluído;Baixa
2818;1106;Pagamento;2027-03-29;2027-03-24;Concluído;Alta
2819;1106;Manifestação;2026-12-11;2026-12-01;Concluído;Alta
2820;1106;Pagamento;2027-04-29;2027-05-01;Concluído;Média
2821;1107;Documento;2026-02-24;2026-03-05;Concluído;Alta
2822;1107;Recurso;2026-06-11;2026-06-02;Concluído;Média
2823;1107;Manifestação;2025-12-24;2026-01-03;Concluído;Baixa
2824;1108;Manifestação;2026-03-29;2026-04-06;Concluído;Média
2825;1108;Manifestação;2026-08-25;2026-08-08;Concluído;Alta
2826;1108;Pagamento;2026-07-08;;Aberto;Média
2827;1109;Recurso;2027-02-20;2027-02-07;Concluído;Alta
2828;1109;Pagamento;2026-06-24;;Vencido;Alta
2829;1109;Documento;2026-10-12;2026-10-07;Concluído;Baixa
2830;1109;Recurso;2026-02-01;2026-01-15;Concluído;Baixa
2831;1110;Recurso;2026-10-29;2026-10-09;Concluído;Alta
2832;1110;Manifestação;2027-08-06;2027-07-30;Concluído;Alta
2833;1110;Recurso;2026-11-18;2026-11-03;Concluído;Alta
2834;1111;Contestação;2027-05-26;2027-05-16;Concluído;Média
2835;1111;Manifestação;2027-05-20;2027-05-06;Concluído;Alta
2836;1112;Documento;2026-09-05;2026-08-25;Concluído;Baixa
2837;1112;Manifestação;2026-02-08;2026-01-29;Concluído;Alta
2838;1112;Documento;2026-08-20;;Aberto;Média
2839;1113;Contestação;2026-03-25;2026-03-18;Concluído;Baixa
2840;1114;Manifestação;2026-02-04;2026-02-02;Concluído;Baixa
2841;1114;Pagamento;2025-08-29;2025-09-01;Concluído;Média
2842;1115;Recurso;2026-12-23;2026-12-31;Concluído;Baixa
2843;1116;Contestação;2027-10-02;2027-10-03;Concluído;Baixa
2844;1116;Documento;2026-08-30;2026-09-01;Concluído;Alta
2845;1116;Documento;2027-07-16;;Aberto;Baixa
2846;1117;Recurso;2026-05-24;2026-05-13;Concluído;Média
2847;1117;Manifestação;2026-05-10;2026-05-07;Concluído;Baixa
2848;1117;Manifestação;2027-07-03;2027-06-20;Concluído;Alta
2849;1118;Documento;2026-06-23;2026-06-26;Concluído;Baixa
2850;1119;Pagamento;2026-08-06;2026-07-23;Concluído;Baixa
2851;1120;Contestação;2027-03-03;2027-02-18;Concluído;Alta
2852;1120;Documento;2026-05-26;;Vencido;Alta
2853;1121;Documento;2027-08-22;2027-08-04;Concluído;Baixa
2854;1121;Recurso;2027-05-02;2027-04-30;Concluído;Baixa
2855;1121;Contestação;2026-08-06;;Aberto;Média
2856;1122;Manifestação;2026-09-25;2026-09-30;Concluído;Baixa
2857;1122;Documento;2027-02-06;2027-02-03;Concluído;Alta
2858;1122;Contestação;2026-07-29;2026-07-21;Concluído;Média
2859;1123;Pagamento;2026-12-30;2026-12-10;Concluído;Baixa
2860;1123;Manifestação;2027-01-04;2027-01-06;Concluído;Baixa
2861;1123;Manifestação;2025-12-27;2026-01-05;Concluído;Baixa
2862;1123;Recurso;2027-01-22;2027-01-09;Concluído;Alta
2863;1124;Contestação;2027-03-17;;Aberto;Média
2864;1124;Manifestação;2026-05-23;2026-05-29;Concluído;Alta
2865;1124;Manifestação;2026-09-21;2026-09-26;Concluído;Média
2866;1125;Pagamento;2026-05-23;;Vencido;Baixa
2867;1125;Contestação;2026-07-25;2026-07-18;Concluído;Alta
2868;1125;Manifestação;2026-06-11;2026-05-23;Concluído;Alta
2869;1126;Contestação;2027-01-08;2027-01-16;Concluído;Baixa
2870;1127;Contestação;2025-12-24;2025-12-10;Concluído;Baixa
2871;1128;Contestação;2027-01-05;;Aberto;Baixa
2872;1128;Manifestação;2026-07-23;2026-07-21;Concluído;Alta
2873;1129;Contestação;2026-07-12;2026-07-07;Concluído;Baixa
2874;1129;Recurso;2026-10-16;2026-10-19;Concluído;Alta
2875;1129;Pagamento;2027-06-03;2027-05-29;Concluído;Média
2876;1129;Manifestação;2026-06-23;2026-06-30;Concluído;Baixa
2877;1130;Pagamento;2026-01-09;2026-01-16;Concluído;Baixa
2878;1131;Recurso;2027-01-03;2026-12-24;Concluído;Baixa
2879;1132;Manifestação;2025-09-26;;Vencido;Baixa
2880;1132;Manifestação;2026-04-14;2026-04-23;Concluído;Média
2881;1133;Pagamento;2027-04-02;2027-04-10;Concluído;Média
2882;1133;Documento;2026-04-06;;Vencido;Média
2883;1133;Pagamento;2027-05-16;2027-05-25;Concluído;Média
2884;1134;Documento;2026-03-30;2026-03-16;Concluído;Alta
2885;1134;Manifestação;2026-02-26;2026-03-05;Concluído;Média
2886;1135;Pagamento;2027-05-18;2027-05-25;Concluído;Baixa
2887;1136;Documento;2025-12-06;2025-11-24;Concluído;Média
2888;1136;Recurso;2026-04-01;;Vencido;Baixa
2889;1136;Documento;2026-01-13;2026-01-18;Concluído;Baixa
2890;1136;Pagamento;2026-04-29;;Vencido;Baixa
2891;1137;Manifestação;2027-05-25;2027-05-28;Concluído;Média
2892;1137;Recurso;2027-05-15;;Aberto;Baixa
2893;1137;Contestação;2026-11-20;2026-11-30;Concluído;Baixa
2894;1138;Pagamento;2026-11-14;2026-11-01;Concluído;Alta
2895;1138;Contestação;2026-08-25;2026-08-29;Concluído;Alta
2896;1139;Recurso;2026-11-02;2026-10-22;Concluído;Média
2897;1139;Documento;2026-10-22;2026-10-24;Concluído;Baixa
2898;1139;Manifestação;2026-09-27;;Aberto;Alta
2899;1140;Contestação;2025-10-23;2025-10-16;Concluído;Média
2900;1141;Pagamento;2027-01-30;2027-01-30;Concluído;Alta
2901;1141;Pagamento;2027-05-06;2027-05-14;Concluído;Média
2902;1142;Manifestação;2026-04-22;2026-04-26;Concluído;Média
2903;1143;Documento;2026-08-09;2026-08-18;Concluído;Alta
2904;1143;Manifestação;2026-11-16;2026-10-29;Concluído;Média
2905;1143;Pagamento;2026-01-12;;Vencido;Alta
2906;1144;Documento;2026-06-23;2026-06-11;Concluído;Média
2907;1144;Manifestação;2026-01-10;2025-12-29;Concluído;Média
2908;1144;Documento;2026-06-21;2026-06-05;Concluído;Baixa
2909;1145;Contestação;2026-08-20;2026-08-12;Concluído;Baixa
2910;1146;Manifestação;2026-09-28;2026-09-17;Concluído;Baixa
2911;1146;Manifestação;2027-02-04;2027-02-14;Concluído;Alta
2912;1146;Documento;2026-08-03;2026-07-26;Concluído;Baixa
2913;1146;Recurso;2027-05-05;2027-05-14;Concluído;Alta
2914;1147;Recurso;2026-03-12;2026-03-19;Concluído;Baixa
2915;1147;Pagamento;2026-07-05;2026-07-15;Concluído;Média
2916;1147;Recurso;2026-07-23;2026-08-02;Concluído;Alta
2917;1148;Contestação;2026-08-10;;Aberto;Baixa
2918;1148;Manifestação;2027-05-01;2027-04-15;Concluído;Baixa
2919;1148;Recurso;2027-03-23;2027-03-15;Concluído;Alta
2920;1148;Documento;2027-06-05;2027-05-16;Concluído;Baixa
2921;1149;Contestação;2025-12-19;2025-12-08;Concluído;Baixa
2922;1149;Recurso;2026-07-19;2026-07-21;Concluído;Média
2923;1149;Contestação;2027-01-16;2027-01-14;Concluído;Média
2924;1150;Documento;2026-11-14;2026-11-17;Concluído;Baixa
2925;1150;Documento;2027-07-01;2027-06-13;Concluído;Baixa
2926;1151;Contestação;2026-09-16;2026-09-06;Concluído;Média
2927;1151;Pagamento;2025-11-01;2025-10-17;Concluído;Baixa
2928;1151;Documento;2026-09-25;2026-09-05;Concluído;Alta
2929;1151;Recurso;2026-07-27;2026-08-06;Concluído;Baixa
2930;1152;Pagamento;2026-01-04;2025-12-30;Concluído;Média
2931;1152;Contestação;2025-12-06;;Vencido;Baixa
2932;1152;Contestação;2026-05-24;;Vencido;Alta
2933;1153;Manifestação;2026-05-10;;Vencido;Média
2934;1153;Recurso;2026-04-16;;Vencido;Média
2935;1153;Recurso;2025-11-10;;Vencido;Baixa
2936;1153;Contestação;2025-12-09;2025-12-08;Concluído;Alta
2937;1154;Contestação;2026-06-07;2026-05-26;Concluído;Baixa
2938;1154;Recurso;2026-11-23;;Aberto;Média
2939;1155;Manifestação;2026-02-09;2026-01-25;Concluído;Média
2940;1155;Contestação;2026-05-08;2026-04-28;Concluído;Alta
2941;1155;Contestação;2026-10-03;2026-10-05;Concluído;Média
2942;1155;Contestação;2027-01-21;2027-01-29;Concluído;Alta
2943;1156;Documento;2025-10-29;2025-11-04;Concluído;Média
2944;1156;Manifestação;2026-11-14;2026-11-24;Concluído;Alta
2945;1157;Recurso;2027-07-11;2027-07-16;Concluído;Alta
2946;1157;Manifestação;2026-11-17;2026-11-19;Concluído;Baixa
2947;1158;Contestação;2026-06-28;2026-06-29;Concluído;Alta
2948;1158;Contestação;2026-06-20;2026-06-18;Concluído;Baixa
2949;1158;Manifestação;2027-01-25;;Aberto;Média
2950;1159;Documento;2026-11-08;2026-11-12;Concluído;Baixa
2951;1160;Recurso;2026-11-13;2026-10-31;Concluído;Baixa
2952;1160;Pagamento;2025-12-13;2025-12-08;Concluído;Média
2953;1160;Pagamento;2026-01-26;2026-01-06;Concluído;Alta
2954;1161;Recurso;2027-08-11;2027-08-16;Concluído;Média
2955;1161;Contestação;2027-05-24;;Aberto;Baixa
2956;1162;Contestação;2027-04-20;2027-04-29;Concluído;Média
2957;1162;Manifestação;2026-07-24;2026-07-18;Concluído;Baixa
2958;1163;Documento;2026-03-19;2026-03-07;Concluído;Alta
2959;1163;Manifestação;2026-04-21;2026-04-01;Concluído;Baixa
2960;1163;Contestação;2026-01-20;2026-01-26;Concluído;Baixa
2961;1164;Documento;2026-11-21;2026-11-30;Concluído;Alta
2962;1164;Contestação;2027-01-28;;Aberto;Média
2963;1164;Contestação;2027-01-08;2027-01-12;Concluído;Média
2964;1164;Documento;2027-03-15;2027-03-05;Concluído;Alta
2965;1165;Recurso;2025-08-28;;Vencido;Alta
2966;1165;Manifestação;2026-06-10;2026-06-16;Concluído;Baixa
2967;1165;Contestação;2026-01-11;2026-01-12;Concluído;Média
2968;1166;Recurso;2027-04-25;;Aberto;Alta
2969;1167;Pagamento;2027-03-27;;Aberto;Baixa
2970;1167;Pagamento;2026-09-24;;Aberto;Média
2971;1167;Recurso;2027-03-06;2027-02-23;Concluído;Alta
2972;1167;Contestação;2026-05-13;2026-05-20;Concluído;Alta
2973;1168;Documento;2027-07-29;2027-07-29;Concluído;Alta
2974;1169;Recurso;2027-07-07;2027-06-23;Concluído;Alta
2975;1169;Documento;2026-10-04;;Aberto;Baixa
2976;1169;Pagamento;2026-11-30;;Aberto;Alta
2977;1170;Documento;2025-09-14;2025-09-12;Concluído;Média
2978;1170;Documento;2026-01-05;;Vencido;Alta
2979;1170;Manifestação;2026-04-23;2026-04-19;Concluído;Média
2980;1170;Recurso;2026-04-22;2026-04-17;Concluído;Alta
2981;1171;Manifestação;2027-03-15;2027-02-27;Concluído;Média
2982;1171;Recurso;2026-07-10;2026-07-03;Concluído;Alta
2983;1172;Recurso;2026-08-19;2026-08-10;Concluído;Alta
2984;1172;Recurso;2026-11-06;;Aberto;Média
2985;1172;Pagamento;2026-09-05;2026-09-15;Concluído;Média
2986;1173;Recurso;2026-09-10;2026-08-29;Concluído;Baixa
2987;1173;Pagamento;2026-04-23;2026-05-03;Concluído;Baixa
2988;1173;Pagamento;2026-01-04;2025-12-18;Concluído;Alta
2989;1173;Contestação;2026-09-08;2026-08-31;Concluído;Alta
2990;1174;Recurso;2027-08-03;;Aberto;Média
2991;1174;Manifestação;2027-04-27;2027-05-03;Concluído;Média
2992;1174;Contestação;2026-12-01;;Aberto;Média
2993;1175;Documento;2026-10-11;2026-09-29;Concluído;Alta
2994;1176;Manifestação;2027-03-25;2027-03-10;Concluído;Alta
2995;1177;Recurso;2026-04-28;2026-04-19;Concluído;Alta
2996;1178;Manifestação;2025-09-07;2025-08-28;Concluído;Média
2997;1178;Documento;2026-11-20;2026-11-26;Concluído;Baixa
2998;1178;Pagamento;2025-10-12;;Vencido;Média
2999;1179;Recurso;2027-03-16;2027-03-15;Concluído;Baixa
3000;1179;Manifestação;2027-06-15;;Aberto;Média
3001;1179;Documento;2026-12-26;2027-01-05;Concluído;Média
3002;1180;Manifestação;2026-01-12;2026-01-19;Concluído;Alta
3003;1180;Manifestação;2026-02-13;;Vencido;Baixa
3004;1180;Documento;2026-06-04;2026-05-23;Concluído;Baixa
3005;1181;Contestação;2025-11-20;2025-11-27;Concluído;Média
3006;1181;Recurso;2026-01-01;;Vencido;Média
3007;1182;Pagamento;2027-01-22;2027-01-08;Concluído;Baixa
3008;1182;Recurso;2026-10-17;2026-10-05;Concluído;Baixa
3009;1182;Manifestação;2026-05-08;2026-04-30;Concluído;Baixa
3010;1183;Contestação;2026-12-02;2026-11-27;Concluído;Média
3011;1183;Pagamento;2027-03-31;2027-03-30;Concluído;Média
3012;1184;Pagamento;2026-08-11;;Aberto;Baixa
3013;1184;Recurso;2025-11-09;;Vencido;Baixa
3014;1184;Pagamento;2025-09-18;2025-09-08;Concluído;Baixa
3015;1185;Recurso;2026-08-28;2026-09-02;Concluído;Baixa
3016;1185;Documento;2026-03-06;2026-03-06;Concluído;Alta
3017;1185;Documento;2026-05-01;2026-05-01;Concluído;Baixa
3018;1185;Contestação;2026-03-04;;Vencido;Média
3019;1186;Manifestação;2026-07-03;2026-06-18;Concluído;Média
3020;1187;Pagamento;2027-01-07;2026-12-20;Concluído;Média
3021;1187;Documento;2027-08-27;2027-08-27;Concluído;Alta
3022;1187;Manifestação;2027-02-17;;Aberto;Média
3023;1188;Documento;2026-12-12;2026-12-15;Concluído;Baixa
3024;1188;Contestação;2027-02-13;2027-02-22;Concluído;Média
3025;1188;Documento;2026-11-27;2026-11-30;Concluído;Alta
3026;1189;Recurso;2026-12-08;2026-12-05;Concluído;Alta
3027;1190;Documento;2026-04-15;;Vencido;Alta
3028;1190;Contestação;2027-05-11;2027-05-09;Concluído;Baixa
3029;1190;Recurso;2026-03-02;2026-02-20;Concluído;Alta
3030;1191;Documento;2027-04-18;2027-04-26;Concluído;Alta
3031;1191;Contestação;2026-12-25;2026-12-19;Concluído;Alta
3032;1192;Recurso;2027-04-06;2027-03-22;Concluído;Baixa
3033;1192;Pagamento;2026-09-22;2026-09-14;Concluído;Média
3034;1192;Documento;2026-11-09;2026-10-29;Concluído;Alta
3035;1192;Contestação;2026-06-22;2026-06-20;Concluído;Baixa
3036;1193;Contestação;2027-03-15;2027-02-26;Concluído;Alta
3037;1193;Manifestação;2027-03-15;;Aberto;Média
3038;1193;Pagamento;2027-05-21;2027-05-18;Concluído;Média
3039;1194;Pagamento;2027-02-10;2027-01-22;Concluído;Média
3040;1194;Recurso;2027-07-04;2027-07-02;Concluído;Média
3041;1194;Contestação;2027-08-21;2027-08-19;Concluído;Alta
3042;1194;Documento;2027-04-25;2027-05-01;Concluído;Alta
3043;1195;Contestação;2026-12-09;2026-12-09;Concluído;Alta
3044;1195;Manifestação;2026-12-03;2026-11-18;Concluído;Baixa
3045;1195;Recurso;2027-04-12;2027-04-12;Concluído;Média
3046;1196;Manifestação;2026-09-16;;Aberto;Alta
3047;1196;Pagamento;2026-09-23;2026-09-11;Concluído;Alta
3048;1197;Manifestação;2027-06-16;;Aberto;Baixa
3049;1197;Contestação;2027-04-28;2027-04-20;Concluído;Alta
3050;1197;Manifestação;2026-06-01;2026-05-19;Concluído;Baixa
3051;1197;Contestação;2026-08-14;2026-08-04;Concluído;Média
3052;1198;Pagamento;2026-08-28;2026-08-24;Concluído;Baixa
3053;1199;Recurso;2027-01-31;;Aberto;Baixa
3054;1199;Pagamento;2026-05-13;2026-05-05;Concluído;Alta
3055;1199;Contestação;2026-11-14;;Aberto;Alta
3056;1199;Documento;2027-01-09;;Aberto;Alta
3057;1200;Documento;2026-03-15;2026-02-28;Concluído;Baixa
3058;1200;Manifestação;2026-04-08;2026-03-19;Concluído;Alta
3059;1201;Pagamento;2027-03-02;2027-03-11;Concluído;Alta
3060;1201;Documento;2027-08-19;;Aberto;Baixa
