audiencia_id;processo_id;data_audiencia;tipo;modalidade;status;resultado
852;1214;2026-03-14;Conciliação;Virtual;Cancelada;Pendente
853;1215;2025-10-28;Julgamento;Virtual;Agendada;Adiada
854;1216;2026-11-18;Instrução;Virtual;Realizada;Pendente
855;1217;2026-07-21;Julgamento;Virtual;Cancelada;Acordo
856;1220;2026-09-07;Conciliação;Virtual;Agendada;Pendente
857;1222;2026-05-18;Julgamento;Presencial;Realizada;Adiada
858;1223;2027-03-10;Julgamento;Virtual;Realizada;Adiada
859;1224;2026-01-18;Conciliação;Virtual;Cancelada;Pendente
860;1225;2027-03-20;Conciliação;Virtual;Realizada;Adiada
861;1226;2026-03-13;Instrução;Virtual;Agendada;Acordo
862;1227;2026-05-24;Instrução;Presencial;Realizada;Sem acordo
863;1228;2026-04-17;Instrução;Presencial;Agendada;Pendente
864;1229;2027-01-20;Instrução;Presencial;Realizada;Acordo
865;1230;2027-07-22;Instrução;Presencial;Realizada;Sem acordo
866;1231;2027-01-01;Conciliação;Presencial;Cancelada;Sem acordo
867;1232;2027-04-27;Instrução;Presencial;Realizada;Sem acordo
868;1234;2026-12-31;Instrução;Virtual;Agendada;Adiada
869;1235;2026-04-27;Julgamento;Presencial;Cancelada;Acordo
870;1237;2026-11-13;Instrução;Presencial;Realizada;Pendente
871;1239;2026-08-24;Julgamento;Virtual;Cancelada;Adiada
872;1240;2027-02-24;Conciliação;Virtual;Realizada;Pendente
873;1241;2027-01-23;Julgamento;Presencial;Realizada;Acordo
874;1242;2025-11-26;Julgamento;Presencial;Realizada;Acordo
875;1243;2027-04-01;Conciliação;Virtual;Agendada;Adiada
876;1244;2026-11-13;Julgamento;Virtual;Cancelada;Sem acordo
877;1245;2026-11-08;Instrução;Virtual;Realizada;Pendente
878;1246;2026-05-20;Instrução;Virtual;Realizada;Acordo
879;1248;2026-04-26;Conciliação;Presencial;Realizada;Acordo
880;1250;2027-03-12;Conciliação;Presencial;Agendada;Acordo
881;1252;2027-09-02;Conciliação;Virtual;Agendada;Acordo
882;1253;2027-06-21;Conciliação;Virtual;Realizada;Adiada
883;1254;2026-07-05;Julgamento;Presencial;Agendada;Pendente
884;1255;2027-02-23;Julgamento;Presencial;Agendada;Adiada
885;1258;2026-05-26;Instrução;Virtual;Realizada;Sem acordo
886;1259;2026-11-16;Conciliação;Virtual;Cancelada;Pendente
887;1260;2026-03-18;Instrução;Presencial;Realizada;Adiada
888;1261;2027-08-08;Conciliação;Presencial;Realizada;Sem acordo
889;1262;2027-01-30;Conciliação;Presencial;Cancelada;Sem acordo
890;1263;2026-06-24;Julgamento;Virtual;Cancelada;Pendente
891;1264;2026-03-14;Conciliação;Presencial;Realizada;Adiada
892;1265;2026-07-19;Instrução;Presencial;Cancelada;Acordo
893;1266;2026-12-09;Instrução;Presencial;Realizada;Sem acordo
894;1267;2027-04-21;Julgamento;Virtual;Agendada;Adiada
895;1270;2026-06-28;Julgamento;Virtual;Agendada;Adiada
896;1271;2026-08-11;Instrução;Virtual;Realizada;Acordo
897;1273;2026-06-23;Julgamento;Virtual;Realizada;Sem acordo
898;1274;2027-11-18;Julgamento;Virtual;Agendada;Pendente
899;1275;2026-10-11;Conciliação;Virtual;Cancelada;Pendente
900;1276;2026-05-15;Instrução;Presencial;Agendada;Adiada
901;1278;2026-11-17;Conciliação;Presencial;Cancelada;Sem acordo
902;1279;2027-01-13;Instrução;Virtual;Cancelada;Sem acordo
903;1281;2026-05-21;Conciliação;Presencial;Realizada;Pendente
904;1284;2026-09-11;Conciliação;Virtual;Agendada;Acordo
905;1287;2026-08-20;Conciliação;Presencial;Cancelada;Acordo
906;1289;2025-12-20;Julgamento;Presencial;Cancelada;Acordo
907;1290;2026-04-08;Conciliação;Virtual;Realizada;Adiada
908;1291;2026-06-11;Conciliação;Virtual;Realizada;Acordo
909;1292;2026-01-16;Instrução;Presencial;Realizada;Acordo
910;1293;2026-11-03;Conciliação;Presencial;Agendada;Sem acordo
911;1296;2027-01-21;Julgamento;Presencial;Realizada;Pendente
912;1298;2027-05-14;Julgamento;Virtual;Agendada;Pendente
913;1299;2026-07-17;Instrução;Presencial;Cancelada;Adiada
914;1302;2026-07-02;Conciliação;Virtual;Realizada;Sem acordo
915;1303;2026-12-17;Conciliação;Presencial;Realizada;Adiada
916;1304;2026-10-25;Conciliação;Presencial;Agendada;Pendente
917;1305;2027-02-17;Instrução;Presencial;Realizada;Acordo
918;1307;2025-10-24;Instrução;Virtual;Cancelada;Acordo
919;1308;2026-08-26;Instrução;Virtual;Realizada;Sem acordo
920;1310;2026-10-08;Instrução;Presencial;Cancelada;Sem acordo
921;1311;2026-06-12;Conciliação;Presencial;Agendada;Sem acordo
922;1312;2027-07-04;Julgamento;Virtual;Realizada;Sem acordo
923;1313;2027-06-26;Conciliação;Virtual;Cancelada;Adiada
924;1314;2025-09-30;Conciliação;Virtual;Cancelada;Sem acordo
925;1315;2026-06-22;Instrução;Virtual;Agendada;Adiada
926;1317;2026-08-17;Instrução;Presencial;Cancelada;Acordo
927;1318;2026-02-28;Julgamento;Virtual;Agendada;Pendente
928;1319;2026-08-26;Conciliação;Virtual;Realizada;Pendente
929;1321;2026-02-01;Julgamento;Virtual;Realizada;Acordo
930;1322;2026-10-11;Instrução;Virtual;Realizada;Acordo
931;1324;2026-10-06;Instrução;Presencial;Realizada;Pendente
932;1325;2027-01-05;Julgamento;Presencial;Agendada;Sem acordo
933;1326;2026-04-17;Conciliação;Virtual;Cancelada;Adiada
934;1330;2027-02-01;Instrução;Virtual;Agendada;Adiada
935;1331;2026-12-18;Conciliação;Virtual;Realizada;Pendente
936;1332;2026-02-13;Julgamento;Presencial;Cancelada;Pendente
937;1333;2026-10-24;Conciliação;Presencial;Cancelada;Sem acordo
938;1334;2025-12-24;Julgamento;Presencial;Agendada;Adiada
939;1336;2027-08-14;Conciliação;Presencial;Cancelada;Adiada
940;1337;2026-10-20;Conciliação;Presencial;Realizada;Sem acordo
941;1339;2026-04-29;Julgamento;Virtual;Agendada;Sem acordo
942;1341;2027-03-03;Conciliação;Virtual;Cancelada;Adiada
943;1342;2026-08-16;Julgamento;Presencial;Agendada;Acordo
944;1343;2027-02-11;Conciliação;Presencial;Realizada;Pendente
945;1344;2026-12-22;Julgamento;Presencial;Agendada;Pendente
946;1345;2026-07-10;Instrução;Virtual;Cancelada;Sem acordo
947;1347;2026-02-05;Instrução;Virtual;Cancelada;Pendente
948;1348;2027-02-07;Instrução;Virtual;Cancelada;Sem acordo
949;1349;2027-01-05;Instrução;Virtual;Agendada;Adiada
950;1351;2027-06-25;Instrução;Virtual;Cancelada;Sem acordo
951;1352;2025-12-04;Instrução;Virtual;Realizada;Pendente
952;1353;2026-09-21;Conciliação;Virtual;Agendada;Pendente
953;1354;2026-07-31;Julgamento;Presencial;Agendada;Acordo
954;1355;2025-12-08;Julgamento;Virtual;Realizada;Acordo
955;1356;2025-12-08;Conciliação;Virtual;Cancelada;Pendente
956;1357;2026-07-09;Instrução;Virtual;Cancelada;Sem acordo
957;1358;2026-04-01;Conciliação;Virtual;Realizada;Adiada
958;1359;2026-04-23;Instrução;Presencial;Cancelada;Adiada
959;1360;2026-11-13;Julgamento;Presencial;Realizada;Adiada
960;1361;2026-11-16;Julgamento;Presencial;Cancelada;Sem acordo
961;1363;2026-10-27;Instrução;Presencial;Realizada;Acordo
962;1364;2027-07-02;Conciliação;Virtual;Cancelada;Sem acordo
963;1365;2026-02-18;Instrução;Presencial;Cancelada;Sem acordo
964;1366;2026-01-21;Julgamento;Virtual;Agendada;Acordo
965;1367;2026-09-23;Conciliação;Presencial;Realizada;Pendente
966;1369;2026-10-22;Julgamento;Virtual;Cancelada;Sem acordo
967;1370;2026-05-02;Julgamento;Virtual;Realizada;Adiada
968;1372;2026-08-18;Conciliação;Presencial;Realizada;Sem acordo
969;1373;2027-01-01;Conciliação;Presencial;Cancelada;Acordo
970;1374;2026-11-03;Julgamento;Virtual;Agendada;Sem acordo
971;1375;2026-03-12;Instrução;Virtual;Agendada;Sem acordo
972;1376;2027-10-04;Conciliação;Virtual;Cancelada;Acordo
973;1377;2026-11-15;Julgamento;Virtual;Realizada;Pendente
974;1378;2025-10-17;Instrução;Presencial;Realizada;Sem acordo
975;1380;2026-12-11;Julgamento;Virtual;Cancelada;Adiada
976;1382;2026-04-08;Instrução;Presencial;Agendada;Adiada
977;1385;2026-09-18;Conciliação;Virtual;Cancelada;Acordo
978;1386;2026-08-25;Instrução;Virtual;Agendada;Sem acordo
979;1387;2027-07-26;Julgamento;Presencial;Agendada;Sem acordo
980;1388;2026-03-27;Instrução;Virtual;Agendada;Sem acordo
981;1389;2026-02-03;Julgamento;Presencial;Realizada;Adiada
982;1390;2026-12-01;Conciliação;Presencial;Agendada;Acordo
983;1391;2026-10-26;Instrução;Virtual;Cancelada;Acordo
984;1392;2026-03-01;Conciliação;Presencial;Realizada;Acordo
985;1393;2026-12-14;Julgamento;Presencial;Realizada;Sem acordo
986;1394;2026-04-24;Julgamento;Virtual;Agendada;Pendente
987;1395;2026-09-14;Julgamento;Virtual;Agendada;Adiada
988;1397;2025-12-14;Instrução;Presencial;Realizada;Pendente
989;1398;2026-08-12;Instrução;Presencial;Realizada;Acordo
990;1399;2027-07-14;Instrução;Virtual;Realizada;Pendente
991;1400;2027-01-14;Instrução;Presencial;Cancelada;Adiada
992;1401;2027-04-19;Instrução;Presencial;Agendada;Acordo
993;1402;2026-02-18;Instrução;Virtual;Realizada;Acordo
994;1403;2026-05-10;Julgamento;Virtual;Cancelada;Pendente
995;1404;2026-12-08;Conciliação;Presencial;Agendada;Pendente
996;1407;2026-07-10;Julgamento;Virtual;Realizada;Pendente
997;1408;2026-04-13;Instrução;Virtual;Cancelada;Pendente
998;1409;2027-02-21;Instrução;Virtual;Realizada;Acordo
999;1410;2027-09-10;Instrução;Presencial;Agendada;Acordo
1000;1411;2027-07-01;Instrução;Presencial;Cancelada;Sem acordo
1001;1412;2026-03-31;Julgamento;Presencial;Cancelada;Adiada
1002;1413;2026-03-19;Instrução;Presencial;Realizada;Adiada
1003;1414;2026-10-19;Instrução;Presencial;Realizada;Sem acordo
1004;1416;2026-08-11;Conciliação;Presencial;Realizada;Pendente
1005;1418;2026-10-14;Conciliação;Presencial;Cancelada;Sem acordo
1006;1419;2026-09-27;Conciliação;Presencial;Realizada;Adiada
1007;1421;2026-08-10;Instrução;Presencial;Cancelada;Acordo
1008;1422;2026-08-19;Instrução;Presencial;Agendada;Adiada
1009;1423;2027-05-21;Julgamento;Presencial;Realizada;Acordo
1010;1424;2026-01-29;Instrução;Virtual;Cancelada;Sem acordo
1011;1425;2027-03-03;Julgamento;Virtual;Agendada;Adiada
1012;1426;2026-01-17;Julgamento;Virtual;Agendada;Pendente
1013;1427;2027-01-30;Julgamento;Presencial;Agendada;Acordo
1014;1428;2026-08-04;Conciliação;Virtual;Agendada;Pendente
1015;1429;2026-11-10;Julgamento;Presencial;Agendada;Adiada
1016;1431;2026-06-18;Conciliação;Virtual;Realizada;Adiada
1017;1432;2026-04-26;Julgamento;Presencial;Cancelada;Pendente
1018;1434;2026-05-17;Julgamento;Virtual;Cancelada;Pendente
1019;1435;2026-09-21;Julgamento;Presencial;Realizada;Adiada
1020;1436;2027-07-05;Julgamento;Presencial;Realizada;Adiada
1021;1438;2026-11-22;Julgamento;Virtual;Agendada;Pendente
1022;1440;2026-06-24;Conciliação;Presencial;Realizada;Adiada
1023;1441;2026-10-26;Instrução;Presencial;Realizada;Sem acordo
1024;1442;2027-03-26;Instrução;Presencial;Cancelada;Sem acordo
1025;1444;2026-11-03;Julgamento;Presencial;Realizada;Pendente
1026;1445;2026-05-22;Conciliação;Presencial;Agendada;Sem acordo
1027;1446;2025-10-31;Julgamento;Virtual;Realizada;Acordo
1028;1447;2027-05-04;Julgamento;Presencial;Agendada;Pendente
1029;1448;2026-09-15;Instrução;Presencial;Cancelada;Pendente
1030;1450;2026-09-17;Conciliação;Presencial;Cancelada;Pendente
1031;1451;2027-04-04;Julgamento;Virtual;Realizada;Acordo
1032;1452;2027-03-04;Instrução;Presencial;Agendada;Pendente
1033;1454;2027-07-11;Julgamento;Presencial;Realizada;Pendente
1034;1457;2026-05-21;Conciliação;Presencial;Cancelada;Sem acordo
1035;1458;2027-02-08;Conciliação;Virtual;Cancelada;Adiada
1036;1459;2027-02-08;Conciliação;Presencial;Realizada;Adiada
1037;1460;2027-02-02;Instrução;Virtual;Cancelada;Sem acordo
1038;1461;2026-09-15;Conciliação;Presencial;Agendada;Pendente
1039;1462;2027-01-23;Conciliação;Virtual;Agendada;Sem acordo
1040;1463;2027-07-04;Conciliação;Virtual;Realizada;Adiada
1041;1464;2026-02-13;Instrução;Presencial;Agendada;Acordo
1042;1467;2026-08-24;Julgamento;Virtual;Cancelada;Acordo
1043;1468;2026-07-26;Instrução;Presencial;Realizada;Pendente
1044;1469;2026-10-31;Instrução;Presencial;Cancelada;Sem acordo
1045;1470;2027-01-24;Instrução;Virtual;Agendada;Sem acordo
1046;1472;2025-09-26;Instrução;Virtual;Agendada;Sem acordo
1047;1473;2027-02-05;Instrução;Virtual;Cancelada;Acordo
1048;1475;2027-07-17;Conciliação;Virtual;Cancelada;Pendente
1049;1476;2027-01-19;Instrução;Virtual;Realizada;Adiada
1050;1477;2026-06-14;Julgamento;Presencial;Realizada;Sem acordo
1051;1478;2027-01-20;Conciliação;Virtual;Cancelada;Adiada
1052;1480;2026-05-04;Instrução;Presencial;Realizada;Sem acordo
1053;1482;2026-02-01;Instrução;Virtual;Cancelada;Pendente
1054;1483;2027-04-14;Instrução;Virtual;Realizada;Pendente
1055;1484;2027-04-21;Julgamento;Presencial;Cancelada;Acordo
1056;1485;2027-09-15;Instrução;Presencial;Realizada;Sem acordo
1057;1486;2027-01-26;Instrução;Virtual;Realizada;Sem acordo
1058;1487;2026-08-14;Conciliação;Virtual;Realizada;Pendente
1059;1489;2026-06-03;Instrução;Virtual;Agendada;Acordo
1060;1490;2026-10-12;Instrução;Virtual;Realizada;Adiada
1061;1491;2027-09-26;Conciliação;Presencial;Realizada;Acordo
1062;1492;2026-12-21;Instrução;Virtual;Cancelada;Sem acordo
1063;1493;2026-03-27;Conciliação;Virtual;Cancelada;Pendente
1064;1494;2025-12-11;Conciliação;Presencial;Cancelada;Sem acordo
1065;1496;2026-12-04;Conciliação;Virtual;Realizada;Pendente
1066;1497;2026-03-06;Instrução;Virtual;Cancelada;Pendente
1067;1498;2026-10-22;Instrução;Virtual;Cancelada;Acordo
1068;1501;2027-09-17;Julgamento;Virtual;Agendada;Acordo
1069;1503;2026-08-05;Instrução;Virtual;Cancelada;Pendente
1070;1504;2027-07-27;Instrução;Virtual;Agendada;Sem acordo
1071;1505;2027-03-15;Julgamento;Virtual;Realizada;Sem acordo
1072;1506;2026-01-30;Julgamento;Virtual;Agendada;Acordo
1073;1507;2026-06-15;Instrução;Presencial;Cancelada;Acordo
1074;1508;2026-09-12;Instrução;Presencial;Agendada;Pendente
1075;1509;2026-04-26;Instrução;Presencial;Realizada;Sem acordo
1076;1510;2027-03-08;Instrução;Presencial;Agendada;Sem acordo
1077;1512;2027-02-02;Julgamento;Presencial;Cancelada;Acordo
1078;1513;2026-06-24;Instrução;Presencial;Agendada;Sem acordo
1079;1515;2026-04-30;Instrução;Presencial;Cancelada;Acordo
1080;1516;2026-03-26;Julgamento;Virtual;Agendada;Adiada
1081;1518;2026-09-19;Julgamento;Virtual;Cancelada;Adiada
1082;1519;2025-10-31;Julgamento;Virtual;Realizada;Adiada
1083;1520;2027-01-11;Conciliação;Virtual;Cancelada;Adiada
1084;1521;2027-01-15;Julgamento;Virtual;Realizada;Pendente
1085;1522;2027-02-05;Julgamento;Presencial;Agendada;Adiada
1086;1523;2026-08-23;Conciliação;Virtual;Realizada;Sem acordo
1087;1524;2026-04-16;Conciliação;Virtual;Realizada;Acordo
1088;1525;2027-01-30;Instrução;Presencial;Agendada;Acordo
1089;1526;2026-09-09;Instrução;Presencial;Agendada;Sem acordo
1090;1527;2026-09-15;Instrução;Virtual;Agendada;Sem acordo
1091;1530;2026-10-04;Julgamento;Virtual;Agendada;Sem acordo
1092;1531;2025-11-13;Instrução;Presencial;Agendada;Adiada
1093;1532;2027-01-01;Conciliação;Virtual;Realizada;Sem acordo
1094;1533;2027-01-31;Conciliação;Virtual;Realizada;Sem acordo
1095;1534;2026-06-06;Julgamento;Virtual;Agendada;Sem acordo
1096;1535;2026-06-20;Julgamento;Virtual;Agendada;Acordo
1097;1537;2026-10-17;Conciliação;Virtual;Agendada;Adiada
1098;1539;2027-03-07;Conciliação;Presencial;Agendada;Pendente
1099;1542;2026-10-02;Julgamento;Presencial;Agendada;Sem acordo
1100;1543;2026-08-11;Instrução;Presencial;Cancelada;Adiada
1101;1544;2026-12-26;Conciliação;Virtual;Agendada;Pendente
1102;1547;2025-11-27;Julgamento;Presencial;Cancelada;Acordo
1103;1549;2026-04-11;Julgamento;Virtual;Realizada;Pendente
1104;1550;2026-12-03;Instrução;Presencial;Agendada;Acordo
1105;1551;2025-11-24;Instrução;Virtual;Realizada;Acordo
1106;1552;2027-01-10;Conciliação;Virtual;Realizada;Adiada
1107;1556;2026-09-23;Instrução;Virtual;Realizada;Acordo
1108;1558;2026-04-10;Instrução;Presencial;Cancelada;Acordo
1109;1559;2027-02-07;Conciliação;Presencial;Agendada;Acordo
1110;1561;2026-09-13;Instrução;Presencial;Cancelada;Sem acordo
1111;1562;2026-10-30;Instrução;Presencial;Realizada;Acordo
1112;1563;2026-10-28;Instrução;Presencial;Realizada;Sem acordo
1113;1564;2026-11-23;Conciliação;Presencial;Agendada;Acordo
1114;1565;2026-12-24;Conciliação;Virtual;Cancelada;Acordo
1115;1566;2026-05-18;Julgamento;Virtual;Cancelada;Adiada
1116;1567;2026-08-03;Conciliação;Virtual;Cancelada;Adiada
1117;1569;2027-06-17;Julgamento;Virtual;Agendada;Sem acordo
1118;1570;2026-04-20;Conciliação;Presencial;Cancelada;Pendente
1119;1571;2026-06-27;Instrução;Virtual;Agendada;Acordo
1120;1574;2026-08-20;Instrução;Presencial;Realizada;Pendente
1121;1575;2027-05-22;Julgamento;Virtual;Cancelada;Sem acordo
1122;1576;2025-12-26;Julgamento;Virtual;Agendada;Sem acordo
1123;1578;2027-08-08;Conciliação;Presencial;Cancelada;Adiada
1124;1579;2026-06-23;Julgamento;Presencial;Cancelada;Pendente
1125;1580;2027-07-16;Instrução;Presencial;Realizada;Sem acordo
1126;1582;2027-02-18;Julgamento;Virtual;Cancelada;Acordo
1127;1583;2026-10-20;Conciliação;Presencial;Cancelada;Pendente
1128;1584;2025-11-23;Julgamento;Virtual;Realizada;Acordo
1129;1585;2026-11-23;Instrução;Presencial;Agendada;Pendente
1130;1586;2027-03-27;Instrução;Virtual;Cancelada;Adiada
1131;1588;2027-03-15;Instrução;Virtual;Cancelada;Pendente
1132;1589;2026-10-03;Conciliação;Virtual;Realizada;Acordo
1133;1590;2027-03-27;Conciliação;Presencial;Agendada;Acordo
1134;1591;2026-09-24;Julgamento;Presencial;Agendada;Adiada
1135;1592;2026-04-25;Conciliação;Presencial;Cancelada;Sem acordo
1136;1593;2026-04-14;Conciliação;Virtual;Agendada;Acordo
1137;1594;2027-01-02;Conciliação;Presencial;Realizada;Acordo
1138;1595;2027-04-17;Julgamento;Presencial;Agendada;Pendente
1139;1597;2026-02-01;Conciliação;Presencial;Cancelada;Adiada
1140;1599;2026-10-03;Instrução;Virtual;Cancelada;Acordo
1141;1600;2025-12-08;Conciliação;Presencial;Realizada;Pendente
1142;1601;2026-01-05;Instrução;Presencial;Agendada;Pendente
1143;1602;2026-06-30;Julgamento;Presencial;Cancelada;Pendente
1144;1603;2026-08-07;Conciliação;Virtual;Cancelada;Acordo
1145;1604;2026-12-01;Conciliação;Presencial;Cancelada;Acordo
1146;1605;2026-06-17;Instrução;Virtual;Agendada;Acordo
1147;1606;2026-06-16;Julgamento;Virtual;Agendada;Acordo
1148;1608;2027-06-27;Conciliação;Virtual;Realizada;Sem acordo
1149;1609;2026-10-10;Instrução;Presencial;Realizada;Pendente
1150;1610;2026-04-13;Conciliação;Virtual;Realizada;Sem acordo
1151;1611;2026-11-23;Instrução;Virtual;Cancelada;Pendente
1152;1612;2026-10-01;Conciliação;Virtual;Agendada;Adiada
1153;1613;2027-07-04;Instrução;Presencial;Realizada;Adiada
1154;1614;2026-06-20;Instrução;Virtual;Agendada;Sem acordo
1155;1615;2026-05-31;Conciliação;Virtual;Agendada;Acordo
1156;1616;2026-07-28;Conciliação;Virtual;Agendada;Pendente
1157;1617;2026-10-31;Julgamento;Virtual;Realizada;Sem acordo
1158;1618;2026-08-26;Instrução;Virtual;Agendada;Adiada
1159;1619;2026-06-25;Conciliação;Virtual;Realizada;Acordo
1160;1620;2026-08-04;Julgamento;Presencial;Cancelada;Acordo
1161;1621;2026-06-02;Julgamento;Presencial;Agendada;Acordo
1162;1624;2026-09-01;Instrução;Presencial;Realizada;Pendente
1163;1626;2026-07-08;Instrução;Virtual;Agendada;Pendente
1164;1627;2027-02-27;Conciliação;Presencial;Realizada;Adiada
1165;1628;2026-06-01;Instrução;Virtual;Cancelada;Acordo
1166;1630;2026-09-09;Instrução;Presencial;Agendada;Adiada
1167;1634;2027-07-01;Instrução;Presencial;Realizada;Sem acordo
1168;1635;2027-02-21;Conciliação;Presencial;Realizada;Adiada
1169;1638;2026-08-24;Julgamento;Virtual;Realizada;Pendente
1170;1639;2026-02-20;Instrução;Virtual;Cancelada;Acordo
1171;1640;2026-12-26;Julgamento;Virtual;Agendada;Pendente
1172;1641;2026-09-01;Conciliação;Virtual;Realizada;Adiada
1173;1642;2026-09-02;Instrução;Virtual;Agendada;Adiada
1174;1643;2027-01-04;Instrução;Virtual;Agendada;Pendente
1175;1644;2026-04-14;Julgamento;Presencial;Agendada;Adiada
1176;1645;2027-01-05;Conciliação;Virtual;Realizada;Acordo
1177;1646;2026-01-24;Instrução;Presencial;Realizada;Acordo
1178;1647;2026-07-20;Julgamento;Virtual;Agendada;Pendente
1179;1648;2026-12-18;Julgamento;Virtual;Agendada;Adiada
1180;1649;2026-08-07;Conciliação;Presencial;Cancelada;Sem acordo
1181;1650;2027-02-19;Conciliação;Presencial;Agendada;Pendente
1182;1651;2026-10-05;Conciliação;Virtual;Agendada;Sem acordo
1183;1652;2026-01-26;Conciliação;Virtual;Realizada;Adiada
1184;1653;2025-08-03;Julgamento;Virtual;Agendada;Pendente
1185;1656;2025-11-05;Instrução;Presencial;Cancelada;Acordo
1186;1657;2027-06-17;Instrução;Virtual;Realizada;Adiada
1187;1661;2025-11-04;Julgamento;Presencial;Cancelada;Sem acordo
1188;1662;2025-11-23;Julgamento;Presencial;Realizada;Adiada
1189;1663;2026-06-17;Conciliação;Virtual;Agendada;Adiada
1190;1665;2026-04-08;Julgamento;Presencial;Agendada;Sem acordo
1191;1666;2027-02-16;Conciliação;Virtual;Realizada;Sem acordo
1192;1667;2026-09-08;Julgamento;Presencial;Agendada;Acordo
1193;1668;2026-10-26;Conciliação;Presencial;Cancelada;Pendente
1194;1669;2026-03-17;Instrução;Presencial;Cancelada;Acordo
1195;1670;2026-12-20;Julgamento;Virtual;Cancelada;Sem acordo
1196;1671;2026-12-24;Julgamento;Virtual;Agendada;Sem acordo
1197;1672;2026-10-09;Julgamento;Presencial;Realizada;Adiada
1198;1673;2026-10-13;Instrução;Presencial;Agendada;Adiada
1199;1674;2026-03-12;Conciliação;Virtual;Agendada;Sem acordo
1200;1676;2026-08-16;Conciliação;Virtual;Agendada;Adiada
1201;1677;2026-10-05;Julgamento;Presencial;Agendada;Pendente
1202;1678;2027-01-24;Conciliação;Virtual;Agendada;Adiada
1203;1682;2026-03-29;Instrução;Presencial;Cancelada;Pendente
1204;1683;2027-01-12;Instrução;Virtual;Cancelada;Acordo
1205;1684;2026-04-26;Instrução;Presencial;Realizada;Pendente
1206;1687;2027-09-05;Conciliação;Virtual;Agendada;Acordo
1207;1688;2027-01-16;Conciliação;Virtual;Realizada;Acordo
1208;1689;2026-03-31;Julgamento;Virtual;Agendada;Pendente
1209;1690;2026-05-18;Conciliação;Presencial;Agendada;Adiada
1210;1691;2027-07-28;Conciliação;Virtual;Agendada;Pendente
1211;1692;2026-06-18;Conciliação;Presencial;Agendada;Adiada
1212;1694;2025-11-19;Instrução;Virtual;Agendada;Adiada
1213;1696;2026-07-26;Instrução;Presencial;Agendada;Acordo
1214;1697;2026-07-31;Instrução;Presencial;Realizada;Acordo
1215;1700;2027-02-16;Julgamento;Virtual;Realizada;Adiada
1216;1701;2025-12-28;Julgamento;Presencial;Agendada;Sem acordo
1217;1702;2026-08-31;Julgamento;Virtual;Realizada;Pendente
1218;1703;2027-02-15;Conciliação;Virtual;Realizada;Acordo
1219;1704;2026-06-21;Julgamento;Presencial;Agendada;Acordo
1220;1706;2027-02-25;Instrução;Virtual;Cancelada;Pendente
1221;1707;2027-09-14;Conciliação;Presencial;Cancelada;Adiada
1222;1708;2027-01-02;Instrução;Presencial;Realizada;Sem acordo
1223;1709;2027-03-03;Conciliação;Virtual;Cancelada;Acordo
1224;1710;2026-01-14;Conciliação;Virtual;Cancelada;Pendente
1225;1712;2026-09-03;Conciliação;Virtual;Realizada;Acordo
1226;1713;2026-07-02;Instrução;Presencial;Cancelada;Sem acordo
1227;1718;2026-03-08;Conciliação;Presencial;Cancelada;Adiada
1228;1721;2026-01-27;Conciliação;Virtual;Cancelada;Pendente
1229;1722;2027-03-05;Conciliação;Presencial;Cancelada;Sem acordo
1230;1724;2025-11-15;Instrução;Virtual;Realizada;Acordo
1231;1725;2026-08-13;Julgamento;Presencial;Agendada;Adiada
1232;1726;2027-06-08;Conciliação;Presencial;Agendada;Sem acordo
1233;1727;2027-07-06;Instrução;Virtual;Agendada;Pendente
1234;1729;2026-07-08;Instrução;Presencial;Agendada;Pendente
1235;1730;2026-11-14;Conciliação;Presencial;Agendada;Sem acordo
1236;1731;2026-08-10;Conciliação;Virtual;Realizada;Pendente
1237;1733;2025-11-05;Conciliação;Virtual;Realizada;Pendente
1238;1734;2026-09-02;Instrução;Virtual;Agendada;Acordo
1239;1740;2026-05-02;Julgamento;Virtual;Realizada;Adiada
1240;1744;2026-01-05;Conciliação;Virtual;Cancelada;Pendente
1241;1746;2026-09-12;Conciliação;Virtual;Cancelada;Sem acordo
1242;1748;2026-06-16;Conciliação;Virtual;Cancelada;Adiada
1243;1752;2025-08-31;Julgamento;Virtual;Agendada;Pendente
1244;1753;2027-03-05;Conciliação;Presencial;Realizada;Sem acordo
1245;1754;2025-11-08;Julgamento;Presencial;Cancelada;Adiada
1246;1756;2026-05-12;Julgamento;Virtual;Realizada;Sem acordo
1247;1760;2026-07-24;Julgamento;Virtual;Realizada;Acordo
1248;1761;2027-06-19;Julgamento;Virtual;Realizada;Acordo
1249;1762;2026-03-24;Instrução;Presencial;Agendada;Acordo
1250;1763;2026-10-23;Julgamento;Presencial;Cancelada;Adiada
1251;1764;2026-02-06;Conciliação;Virtual;Agendada;Sem acordo
1252;1765;2026-10-11;Instrução;Presencial;Agendada;Sem acordo
1253;1766;2026-12-15;Julgamento;Virtual;Agendada;Adiada
1254;1767;2027-03-11;Instrução;Virtual;Agendada;Pendente
1255;1768;2026-10-05;Julgamento;Presencial;Realizada;Pendente
1256;1769;2026-07-29;Instrução;Virtual;Cancelada;Adiada
1257;1770;2026-10-23;Conciliação;Virtual;Cancelada;Sem acordo
1258;1773;2027-03-16;Instrução;Virtual;Cancelada;Adiada
1259;1774;2026-09-23;Julgamento;Virtual;Agendada;Acordo
1260;1775;2026-08-27;Julgamento;Virtual;Cancelada;Adiada
