visita_id,terceiro_id,data_visita,unidade,motivo,status
VI04570,TE01159,2024-07-03,Jaboticabal,Reunião,Realizada
VI04571,TE00095,2026-04-08,Guarulhos,Reunião,Agendada
VI04572,TE02218,2024-10-25,Joinville,Auditoria,Cancelada
VI04573,TE02915,2026-02-17,Guarulhos,Auditoria,Realizada
VI04574,TE01259,2025-10-14,Guarulhos,Auditoria,Realizada
VI04575,TE02092,2025-03-16,Guarulhos,Entrega,Cancelada
VI04576,TE00112,2026-01-15,Guarulhos,Reunião,Realizada
VI04577,TE01649,2026-07-23,Jaboticabal,Reunião,Realizada
VI04578,TE00810,2026-02-18,Joinville,Entrega,Realizada
VI04579,TE00728,2024-01-20,Joinville,Entrega,Realizada
VI04580,TE03114,2024-05-03,Jaboticabal,Entrega,Realizada
VI04581,TE01651,2025-09-01,Joinville,Serviço,Agendada
VI04582,TE01267,2026-06-13,Joinville,Entrega,Realizada
VI04583,TE01791,2026-04-07,Joinville,Reunião,Realizada
VI04584,TE01785,2026-05-19,Jaboticabal,Serviço,Realizada
VI04585,TE02260,2025-08-04,Guarulhos,Reunião,Realizada
VI04586,TE02512,2024-03-06,Jaboticabal,Auditoria,Realizada
VI04587,TE02222,2025-07-22,Jaboticabal,Serviço,Realizada
VI04588,TE00506,2025-06-11,Joinville,Auditoria,Agendada
VI04589,TE01333,2026-05-08,Guarulhos,Reunião,Realizada
VI04590,TE02725,2024-12-18,Guarulhos,Entrega,Realizada
VI04591,TE02862,2025-12-04,Joinville,Entrega,Realizada
VI04592,TE02330,2025-08-11,Guarulhos,Serviço,Agendada
VI04593,TE00823,2025-02-11,Guarulhos,Serviço,Realizada
VI04594,TE02185,2024-02-16,Guarulhos,Reunião,Realizada
VI04595,TE01300,2024-07-23,Joinville,Auditoria,Realizada
VI04596,TE02410,2026-02-02,Guarulhos,Reunião,Realizada
VI04597,TE01507,2025-10-22,Guarulhos,Serviço,Realizada
VI04598,TE03055,2026-01-09,Guarulhos,Auditoria,Realizada
VI04599,TE03039,2026-03-12,Guarulhos,Entrega,Realizada
VI04600,TE01343,2026-01-18,Guarulhos,Entrega,Realizada
VI04601,TE01570,2025-03-16,Guarulhos,Auditoria,Realizada
VI04602,TE00596,2025-08-05,Guarulhos,Entrega,Agendada
VI04603,TE01459,2025-03-15,Guarulhos,Reunião,Agendada
VI04604,TE02685,2025-05-29,Joinville,Entrega,Realizada
VI04605,TE03143,2024-07-28,Jaboticabal,Entrega,Realizada
VI04606,TE01547,2026-02-03,Jaboticabal,Reunião,Realizada
VI04607,TE02382,2026-06-30,Jaboticabal,Serviço,Realizada
VI04608,TE02900,2026-05-20,Jaboticabal,Reunião,Cancelada
VI04609,TE01079,2025-11-13,Guarulhos,Auditoria,Realizada
VI04610,TE03095,2025-04-12,Joinville,Auditoria,Cancelada
VI04611,TE02834,2024-05-25,Jaboticabal,Auditoria,Realizada
VI04612,TE00778,2024-10-29,Jaboticabal,Auditoria,Realizada
VI04613,TE01251,2025-07-28,Guarulhos,Entrega,Realizada
VI04614,TE02598,2024-05-13,Joinville,Serviço,Realizada
VI04615,TE00592,2025-09-06,Joinville,Reunião,Realizada
VI04616,TE02816,2025-02-23,Joinville,Reunião,Realizada
VI04617,TE03051,2026-07-19,Jaboticabal,Auditoria,Realizada
VI04618,TE01866,2025-10-30,Joinville,Reunião,Agendada
VI04619,TE00554,2024-02-20,Jaboticabal,Reunião,Realizada
VI04620,TE01488,2025-08-24,Joinville,Auditoria,Realizada
VI04621,TE03060,2025-02-07,Jaboticabal,Reunião,Realizada
VI04622,TE00037,2024-08-14,Joinville,Serviço,Realizada
VI04623,TE00486,2025-02-15,Joinville,Auditoria,Agendada
VI04624,TE01487,2026-02-14,Joinville,Auditoria,Realizada
VI04625,TE00273,2026-01-06,Guarulhos,Auditoria,Cancelada
VI04626,TE01746,2024-01-25,Guarulhos,Entrega,Realizada
VI04627,TE02600,2025-04-24,Jaboticabal,Reunião,Realizada
VI04628,TE02657,2025-05-23,Joinville,Reunião,Realizada
VI04629,TE02073,2024-01-14,Guarulhos,Auditoria,Realizada
VI04630,TE00434,2024-03-04,Guarulhos,Auditoria,Realizada
VI04631,TE02833,2025-05-04,Joinville,Serviço,Realizada
VI04632,TE03095,2024-07-01,Jaboticabal,Reunião,Realizada
VI04633,TE02217,2024-02-22,Joinville,Auditoria,Realizada
VI04634,TE02905,2024-08-24,Joinville,Auditoria,Realizada
VI04635,TE01200,2025-01-23,Joinville,Auditoria,Realizada
VI04636,TE00790,2026-03-13,Guarulhos,Reunião,Realizada
VI04637,TE01542,2026-04-27,Joinville,Entrega,Realizada
VI04638,TE02651,2026-02-16,Jaboticabal,Entrega,Realizada
VI04639,TE02322,2025-06-10,Guarulhos,Reunião,Realizada
VI04640,TE01357,2025-07-27,Joinville,Auditoria,Realizada
VI04641,TE02996,2025-03-03,Guarulhos,Reunião,Realizada
VI04642,TE01316,2024-08-06,Guarulhos,Reunião,Agendada
VI04643,TE01751,2025-01-06,Guarulhos,Entrega,Realizada
VI04644,TE01755,2024-11-21,Guarulhos,Serviço,Realizada
VI04645,TE00827,2025-08-10,Jaboticabal,Reunião,Realizada
VI04646,TE00051,2026-03-11,Guarulhos,Reunião,Realizada
VI04647,TE02899,2025-06-16,Joinville,Reunião,Realizada
VI04648,TE01783,2026-06-03,Jaboticabal,Auditoria,Realizada
VI04649,TE01435,2026-06-16,Jaboticabal,Serviço,Realizada
VI04650,TE00510,2026-05-16,Guarulhos,Entrega,Agendada
VI04651,TE02768,2024-08-04,Joinville,Serviço,Realizada
VI04652,TE02772,2025-09-16,Guarulhos,Reunião,Realizada
VI04653,TE02596,2024-04-16,Guarulhos,Entrega,Agendada
VI04654,TE02988,2024-11-08,Guarulhos,Auditoria,Realizada
VI04655,TE02980,2024-10-29,Jaboticabal,Entrega,Realizada
VI04656,TE02502,2025-01-01,Jaboticabal,Auditoria,Realizada
VI04657,TE01345,2026-02-01,Guarulhos,Entrega,Realizada
VI04658,TE01239,2025-05-21,Jaboticabal,Entrega,Realizada
VI04659,TE01233,2024-05-25,Joinville,Reunião,Realizada
VI04660,TE00042,2024-11-16,Joinville,Reunião,Realizada
VI04661,TE02075,2025-12-11,Jaboticabal,Serviço,Realizada
VI04662,TE01338,2026-07-09,Jaboticabal,Auditoria,Realizada
VI04663,TE00097,2024-08-16,Guarulhos,Serviço,Realizada
VI04664,TE02862,2024-01-22,Joinville,Reunião,Realizada
VI04665,TE00794,2025-11-16,Jaboticabal,Auditoria,Realizada
VI04666,TE01437,2026-07-08,Joinville,Serviço,Realizada
VI04667,TE02426,2026-01-06,Guarulhos,Reunião,Realizada
VI04668,TE02695,2025-07-28,Joinville,Auditoria,Realizada
VI04669,TE00738,2024-04-08,Guarulhos,Entrega,Cancelada
VI04670,TE01329,2024-12-22,Guarulhos,Auditoria,Agendada
VI04671,TE02100,2025-03-25,Jaboticabal,Reunião,Cancelada
VI04672,TE00446,2024-01-09,Guarulhos,Entrega,Realizada
VI04673,TE00785,2025-07-08,Guarulhos,Reunião,Realizada
VI04674,TE00523,2024-03-16,Guarulhos,Reunião,Realizada
VI04675,TE02593,2025-07-21,Guarulhos,Auditoria,Realizada
VI04676,TE01742,2026-01-08,Jaboticabal,Reunião,Cancelada
VI04677,TE00406,2024-04-30,Jaboticabal,Auditoria,Realizada
VI04678,TE00106,2024-12-25,Jaboticabal,Auditoria,Realizada
VI04679,TE02945,2025-03-28,Joinville,Auditoria,Realizada
VI04680,TE00759,2024-05-23,Guarulhos,Reunião,Realizada
VI04681,TE01612,2025-03-16,Joinville,Entrega,Realizada
VI04682,TE00665,2025-12-18,Jaboticabal,Serviço,Realizada
VI04683,TE02929,2025-11-19,Guarulhos,Entrega,Realizada
VI04684,TE01561,2025-09-21,Jaboticabal,Serviço,Realizada
VI04685,TE02468,2024-01-27,Guarulhos,Reunião,Realizada
VI04686,TE01453,2026-02-17,Jaboticabal,Serviço,Realizada
VI04687,TE00529,2024-08-05,Guarulhos,Serviço,Realizada
VI04688,TE00703,2025-04-10,Jaboticabal,Auditoria,Realizada
VI04689,TE01402,2026-01-12,Joinville,Reunião,Realizada
VI04690,TE02880,2025-06-13,Joinville,Serviço,Agendada
VI04691,TE01884,2025-12-21,Jaboticabal,Reunião,Realizada
VI04692,TE01738,2024-11-08,Joinville,Entrega,Agendada
VI04693,TE01105,2024-03-13,Guarulhos,Serviço,Realizada
VI04694,TE02521,2024-06-23,Guarulhos,Reunião,Realizada
VI04695,TE03187,2026-06-24,Guarulhos,Serviço,Agendada
VI04696,TE02348,2025-09-18,Joinville,Auditoria,Cancelada
VI04697,TE02882,2024-04-07,Guarulhos,Auditoria,Realizada
VI04698,TE00325,2025-07-02,Jaboticabal,Serviço,Agendada
VI04699,TE00962,2025-09-17,Joinville,Auditoria,Cancelada
VI04700,TE01887,2024-11-19,Joinville,Entrega,Realizada
VI04701,TE03153,2025-12-17,Guarulhos,Auditoria,Realizada
VI04702,TE02291,2025-11-08,Jaboticabal,Reunião,Agendada
VI04703,TE00852,2024-04-24,Joinville,Entrega,Realizada
VI04704,TE01301,2024-08-12,Joinville,Reunião,Realizada
VI04705,TE03086,2024-01-18,Guarulhos,Auditoria,Realizada
VI04706,TE00106,2025-03-17,Guarulhos,Serviço,Realizada
VI04707,TE02634,2025-08-23,Jaboticabal,Entrega,Realizada
VI04708,TE01322,2025-02-07,Jaboticabal,Serviço,Realizada
VI04709,TE00494,2025-10-16,Joinville,Entrega,Realizada
VI04710,TE00356,2024-10-27,Joinville,Entrega,Realizada
VI04711,TE00582,2024-08-05,Joinville,Auditoria,Realizada
VI04712,TE00319,2025-07-28,Joinville,Entrega,Realizada
VI04713,TE02160,2026-03-15,Guarulhos,Reunião,Realizada
VI04714,TE01077,2026-01-21,Jaboticabal,Entrega,Agendada
VI04715,TE00324,2025-09-28,Joinville,Entrega,Realizada
VI04716,TE02035,2026-01-28,Guarulhos,Serviço,Realizada
VI04717,TE02977,2026-01-10,Jaboticabal,Serviço,Realizada
VI04718,TE00975,2026-03-17,Joinville,Serviço,Realizada
VI04719,TE02181,2024-11-13,Guarulhos,Auditoria,Realizada
VI04720,TE01624,2026-04-20,Joinville,Serviço,Realizada
VI04721,TE02716,2024-09-03,Jaboticabal,Serviço,Realizada
VI04722,TE01764,2025-11-06,Joinville,Auditoria,Realizada
VI04723,TE01704,2026-03-05,Guarulhos,Reunião,Cancelada
VI04724,TE01274,2026-04-24,Guarulhos,Serviço,Agendada
VI04725,TE01384,2024-10-01,Guarulhos,Reunião,Realizada
VI04726,TE02259,2026-02-11,Guarulhos,Entrega,Realizada
VI04727,TE02833,2026-02-14,Guarulhos,Auditoria,Realizada
VI04728,TE01381,2025-02-26,Jaboticabal,Serviço,Realizada
VI04729,TE00460,2024-04-07,Jaboticabal,Auditoria,Realizada
VI04730,TE01277,2026-01-11,Joinville,Auditoria,Agendada
VI04731,TE02386,2025-03-16,Guarulhos,Reunião,Agendada
VI04732,TE00022,2024-09-26,Guarulhos,Reunião,Realizada
VI04733,TE02514,2026-04-24,Jaboticabal,Serviço,Realizada
VI04734,TE00615,2024-04-25,Jaboticabal,Reunião,Realizada
VI04735,TE00390,2025-05-03,Guarulhos,Serviço,Realizada
VI04736,TE01919,2026-07-22,Joinville,Serviço,Realizada
VI04737,TE01646,2025-03-04,Guarulhos,Serviço,Cancelada
VI04738,TE00311,2025-10-22,Guarulhos,Serviço,Realizada
VI04739,TE02131,2024-07-02,Guarulhos,Entrega,Realizada
VI04740,TE01717,2025-03-01,Joinville,Serviço,Realizada
VI04741,TE02847,2024-10-04,Joinville,Serviço,Realizada
VI04742,TE02501,2024-08-30,Joinville,Entrega,Agendada
VI04743,TE01064,2024-12-11,Guarulhos,Reunião,Realizada
VI04744,TE00419,2025-11-29,Guarulhos,Entrega,Realizada
VI04745,TE02881,2024-02-10,Joinville,Auditoria,Realizada
VI04746,TE00481,2024-06-05,Guarulhos,Entrega,Realizada
VI04747,TE01036,2024-09-03,Jaboticabal,Auditoria,Agendada
VI04748,TE01538,2026-02-07,Joinville,Entrega,Realizada
VI04749,TE00731,2025-12-12,Joinville,Serviço,Realizada
VI04750,TE00463,2024-01-28,Jaboticabal,Auditoria,Cancelada
VI04751,TE02524,2025-09-04,Guarulhos,Entrega,Cancelada
VI04752,TE00915,2026-03-08,Guarulhos,Serviço,Realizada
VI04753,TE00601,2024-06-22,Joinville,Auditoria,Agendada
VI04754,TE00576,2024-10-15,Jaboticabal,Reunião,Realizada
VI04755,TE01146,2024-10-06,Jaboticabal,Entrega,Realizada
VI04756,TE03050,2026-04-21,Joinville,Auditoria,Realizada
VI04757,TE01688,2024-08-28,Jaboticabal,Auditoria,Realizada
VI04758,TE01459,2025-01-23,Jaboticabal,Entrega,Realizada
VI04759,TE01423,2025-12-09,Jaboticabal,Reunião,Realizada
VI04760,TE02361,2025-11-17,Jaboticabal,Auditoria,Realizada
VI04761,TE02468,2026-05-26,Joinville,Entrega,Realizada
VI04762,TE02442,2026-01-28,Joinville,Serviço,Realizada
VI04763,TE02372,2024-07-22,Joinville,Reunião,Realizada
VI04764,TE02628,2024-11-02,Joinville,Serviço,Realizada
VI04765,TE00202,2026-07-02,Joinville,Serviço,Realizada
VI04766,TE01291,2024-09-04,Jaboticabal,Auditoria,Cancelada
VI04767,TE00065,2024-12-12,Joinville,Auditoria,Agendada
VI04768,TE02487,2025-10-05,Joinville,Entrega,Realizada
VI04769,TE01514,2025-09-07,Joinville,Entrega,Cancelada
VI04770,TE00190,2026-05-18,Jaboticabal,Serviço,Realizada
VI04771,TE02311,2025-03-17,Guarulhos,Auditoria,Realizada
VI04772,TE01416,2026-03-23,Guarulhos,Entrega,Agendada
VI04773,TE01291,2024-11-05,Guarulhos,Auditoria,Realizada
VI04774,TE02682,2026-05-06,Joinville,Entrega,Realizada
VI04775,TE00432,2026-05-07,Joinville,Reunião,Realizada
VI04776,TE00827,2026-04-23,Joinville,Entrega,Realizada
VI04777,TE00404,2025-05-15,Guarulhos,Auditoria,Realizada
VI04778,TE01577,2026-04-18,Joinville,Reunião,Realizada
VI04779,TE00613,2024-04-22,Joinville,Serviço,Agendada
VI04780,TE01295,2025-01-10,Jaboticabal,Entrega,Realizada
VI04781,TE01068,2024-12-03,Guarulhos,Entrega,Realizada
VI04782,TE01490,2025-12-28,Jaboticabal,Entrega,Realizada
VI04783,TE01615,2024-09-01,Jaboticabal,Serviço,Realizada
VI04784,TE00447,2024-03-19,Guarulhos,Reunião,Realizada
VI04785,TE01782,2024-09-22,Jaboticabal,Serviço,Realizada
VI04786,TE02379,2024-02-17,Guarulhos,Serviço,Realizada
VI04787,TE02702,2025-10-14,Guarulhos,Reunião,Realizada
VI04788,TE01874,2026-04-19,Jaboticabal,Serviço,Realizada
VI04789,TE00242,2025-12-10,Guarulhos,Auditoria,Cancelada
VI04790,TE00639,2025-04-21,Jaboticabal,Reunião,Realizada
VI04791,TE00493,2026-05-28,Guarulhos,Reunião,Realizada
VI04792,TE00196,2026-01-07,Guarulhos,Auditoria,Agendada
VI04793,TE00935,2025-09-28,Jaboticabal,Serviço,Realizada
VI04794,TE02505,2025-02-20,Guarulhos,Reunião,Realizada
VI04795,TE01952,2024-06-28,Jaboticabal,Entrega,Agendada
VI04796,TE02486,2024-06-27,Jaboticabal,Reunião,Realizada
VI04797,TE01886,2026-01-25,Jaboticabal,Entrega,Realizada
VI04798,TE02900,2025-10-21,Jaboticabal,Auditoria,Realizada
VI04799,TE01382,2024-08-27,Guarulhos,Entrega,Realizada
VI04800,TE01290,2024-03-30,Joinville,Auditoria,Cancelada
VI04801,TE02652,2025-10-10,Jaboticabal,Auditoria,Realizada
VI04802,TE02427,2026-07-06,Jaboticabal,Auditoria,Realizada
VI04803,TE02978,2024-05-24,Jaboticabal,Entrega,Cancelada
VI04804,TE01683,2024-06-19,Guarulhos,Reunião,Realizada
VI04805,TE02942,2025-01-08,Guarulhos,Entrega,Realizada
VI04806,TE00508,2025-06-02,Guarulhos,Auditoria,Realizada
VI04807,TE01655,2026-06-06,Guarulhos,Auditoria,Agendada
VI04808,TE02720,2025-03-24,Joinville,Auditoria,Realizada
VI04809,TE00537,2025-03-12,Jaboticabal,Serviço,Realizada
VI04810,TE00012,2026-03-16,Jaboticabal,Reunião,Realizada
VI04811,TE01738,2026-04-07,Joinville,Serviço,Cancelada
VI04812,TE01379,2025-07-20,Joinville,Serviço,Realizada
VI04813,TE02882,2024-01-12,Joinville,Entrega,Realizada
VI04814,TE01206,2025-01-25,Guarulhos,Serviço,Realizada
VI04815,TE02837,2024-07-22,Joinville,Entrega,Realizada
VI04816,TE01520,2025-01-13,Jaboticabal,Reunião,Realizada
VI04817,TE02781,2025-06-01,Guarulhos,Auditoria,Realizada
VI04818,TE02441,2024-02-27,Joinville,Auditoria,Realizada
VI04819,TE00717,2024-08-01,Jaboticabal,Entrega,Agendada
VI04820,TE00187,2024-10-06,Guarulhos,Serviço,Realizada
VI04821,TE00107,2024-12-27,Joinville,Entrega,Realizada
VI04822,TE02005,2025-04-21,Guarulhos,Reunião,Realizada
VI04823,TE02414,2024-05-14,Guarulhos,Reunião,Agendada
VI04824,TE02077,2024-01-16,Joinville,Serviço,Realizada
VI04825,TE00904,2026-06-16,Jaboticabal,Reunião,Realizada
VI04826,TE02769,2025-06-06,Jaboticabal,Serviço,Realizada
VI04827,TE01368,2026-01-11,Joinville,Reunião,Realizada
VI04828,TE01511,2026-05-02,Joinville,Serviço,Realizada
VI04829,TE03013,2025-01-13,Joinville,Serviço,Realizada
VI04830,TE01265,2024-09-16,Guarulhos,Auditoria,Realizada
VI04831,TE00569,2025-11-13,Joinville,Reunião,Realizada
VI04832,TE00104,2025-06-29,Guarulhos,Auditoria,Realizada
VI04833,TE02449,2024-08-03,Guarulhos,Serviço,Realizada
VI04834,TE02004,2024-03-22,Jaboticabal,Reunião,Cancelada
VI04835,TE00905,2025-06-04,Jaboticabal,Reunião,Realizada
VI04836,TE01869,2026-03-11,Jaboticabal,Serviço,Realizada
VI04837,TE02786,2025-01-06,Joinville,Entrega,Realizada
VI04838,TE01775,2024-09-24,Guarulhos,Reunião,Realizada
VI04839,TE00514,2025-05-22,Joinville,Reunião,Realizada
VI04840,TE02130,2026-04-15,Guarulhos,Auditoria,Realizada
VI04841,TE01706,2024-07-14,Jaboticabal,Serviço,Realizada
VI04842,TE02349,2024-04-11,Jaboticabal,Serviço,Realizada
VI04843,TE02301,2026-03-25,Guarulhos,Serviço,Realizada
VI04844,TE02518,2025-12-12,Joinville,Auditoria,Realizada
VI04845,TE00149,2024-10-17,Joinville,Serviço,Realizada
VI04846,TE00990,2024-02-16,Guarulhos,Auditoria,Realizada
VI04847,TE01636,2026-03-05,Guarulhos,Reunião,Realizada
VI04848,TE00444,2026-04-18,Joinville,Reunião,Agendada
VI04849,TE00615,2024-09-29,Jaboticabal,Auditoria,Realizada
VI04850,TE02590,2026-05-16,Jaboticabal,Reunião,Agendada
VI04851,TE00977,2026-01-26,Guarulhos,Serviço,Realizada
VI04852,TE02647,2025-07-07,Joinville,Entrega,Realizada
VI04853,TE00755,2025-06-27,Guarulhos,Serviço,Realizada
VI04854,TE01381,2025-01-10,Guarulhos,Reunião,Realizada
VI04855,TE02754,2026-03-22,Jaboticabal,Reunião,Realizada
VI04856,TE02223,2025-07-25,Joinville,Auditoria,Realizada
VI04857,TE02349,2025-07-07,Jaboticabal,Entrega,Realizada
VI04858,TE01680,2026-03-12,Joinville,Reunião,Realizada
VI04859,TE01914,2025-01-08,Jaboticabal,Entrega,Agendada
VI04860,TE02931,2025-12-17,Guarulhos,Auditoria,Realizada
VI04861,TE00834,2026-03-02,Guarulhos,Entrega,Realizada
VI04862,TE00447,2026-01-21,Guarulhos,Serviço,Cancelada
VI04863,TE02734,2024-02-26,Joinville,Entrega,Realizada
VI04864,TE03104,2024-05-12,Guarulhos,Entrega,Realizada
VI04865,TE02332,2025-05-07,Guarulhos,Reunião,Realizada
VI04866,TE02656,2025-01-28,Jaboticabal,Serviço,Realizada
VI04867,TE00244,2025-03-29,Jaboticabal,Reunião,Realizada
VI04868,TE00531,2024-05-19,Jaboticabal,Reunião,Realizada
VI04869,TE00058,2025-01-27,Guarulhos,Serviço,Realizada
VI04870,TE03001,2024-04-20,Jaboticabal,Entrega,Agendada
VI04871,TE02209,2024-05-14,Guarulhos,Auditoria,Agendada
VI04872,TE00203,2025-09-07,Guarulhos,Auditoria,Realizada
VI04873,TE01882,2026-04-23,Jaboticabal,Reunião,Realizada
VI04874,TE03177,2024-03-21,Jaboticabal,Auditoria,Realizada
VI04875,TE01224,2025-11-19,Guarulhos,Reunião,Realizada
VI04876,TE00636,2025-05-23,Guarulhos,Entrega,Realizada
VI04877,TE01146,2024-01-18,Jaboticabal,Reunião,Realizada
VI04878,TE00075,2025-05-16,Guarulhos,Entrega,Realizada
VI04879,TE01154,2025-12-10,Guarulhos,Reunião,Realizada
VI04880,TE02729,2025-04-28,Guarulhos,Entrega,Realizada
VI04881,TE01628,2024-11-05,Joinville,Auditoria,Agendada
VI04882,TE01833,2024-02-11,Joinville,Entrega,Realizada
VI04883,TE00689,2025-07-25,Guarulhos,Serviço,Realizada
VI04884,TE01150,2025-01-02,Joinville,Entrega,Realizada
VI04885,TE02127,2025-03-31,Guarulhos,Reunião,Realizada
VI04886,TE00943,2024-09-23,Guarulhos,Auditoria,Realizada
VI04887,TE00455,2024-11-23,Jaboticabal,Auditoria,Realizada
VI04888,TE00230,2025-05-22,Guarulhos,Serviço,Cancelada
VI04889,TE01296,2026-07-06,Joinville,Entrega,Cancelada
VI04890,TE00458,2024-02-27,Jaboticabal,Serviço,Realizada
VI04891,TE02171,2026-02-06,Guarulhos,Serviço,Realizada
VI04892,TE01252,2024-06-29,Joinville,Entrega,Agendada
VI04893,TE02461,2025-02-09,Joinville,Auditoria,Realizada
VI04894,TE02681,2024-10-17,Guarulhos,Auditoria,Realizada
VI04895,TE01170,2025-07-19,Joinville,Serviço,Realizada
VI04896,TE02234,2026-03-31,Jaboticabal,Serviço,Realizada
VI04897,TE00742,2026-03-18,Joinville,Reunião,Realizada
VI04898,TE02716,2024-11-10,Guarulhos,Serviço,Realizada
VI04899,TE01949,2024-02-18,Joinville,Serviço,Realizada
VI04900,TE02043,2025-05-11,Joinville,Entrega,Realizada
VI04901,TE01406,2024-11-21,Jaboticabal,Auditoria,Realizada
VI04902,TE02121,2025-12-29,Guarulhos,Entrega,Agendada
VI04903,TE02062,2026-01-04,Joinville,Reunião,Realizada
VI04904,TE00457,2026-02-23,Joinville,Reunião,Realizada
VI04905,TE01654,2026-07-29,Jaboticabal,Auditoria,Realizada
VI04906,TE00446,2025-09-01,Guarulhos,Reunião,Realizada
VI04907,TE01617,2026-03-27,Guarulhos,Reunião,Realizada
VI04908,TE01592,2025-01-06,Jaboticabal,Serviço,Realizada
VI04909,TE02544,2024-04-09,Guarulhos,Reunião,Realizada
VI04910,TE00714,2024-08-08,Guarulhos,Reunião,Realizada
VI04911,TE02790,2025-11-26,Joinville,Serviço,Cancelada
VI04912,TE02058,2024-09-10,Joinville,Reunião,Realizada
VI04913,TE01878,2026-07-03,Guarulhos,Reunião,Realizada
VI04914,TE01011,2025-04-20,Guarulhos,Reunião,Agendada
VI04915,TE01440,2024-07-22,Guarulhos,Serviço,Realizada
VI04916,TE01747,2025-05-26,Joinville,Serviço,Realizada
VI04917,TE02924,2024-07-04,Jaboticabal,Auditoria,Cancelada
VI04918,TE01233,2024-10-12,Guarulhos,Entrega,Realizada
VI04919,TE01436,2026-01-12,Jaboticabal,Reunião,Realizada
VI04920,TE00384,2026-07-06,Jaboticabal,Serviço,Realizada
VI04921,TE02329,2025-03-31,Guarulhos,Reunião,Agendada
VI04922,TE00620,2025-08-12,Jaboticabal,Reunião,Agendada
VI04923,TE01370,2024-01-19,Guarulhos,Entrega,Agendada
VI04924,TE02213,2026-05-05,Guarulhos,Auditoria,Realizada
VI04925,TE00444,2025-06-20,Jaboticabal,Auditoria,Realizada
VI04926,TE01144,2024-10-24,Jaboticabal,Reunião,Realizada
VI04927,TE02284,2025-03-16,Joinville,Reunião,Realizada
VI04928,TE01205,2026-06-19,Jaboticabal,Auditoria,Realizada
VI04929,TE00795,2025-05-09,Jaboticabal,Auditoria,Cancelada
VI04930,TE02236,2026-04-11,Guarulhos,Entrega,Realizada
VI04931,TE02502,2026-01-02,Joinville,Entrega,Realizada
VI04932,TE01307,2026-06-17,Guarulhos,Auditoria,Realizada
VI04933,TE02980,2026-01-18,Jaboticabal,Auditoria,Realizada
VI04934,TE01395,2024-07-10,Guarulhos,Reunião,Realizada
VI04935,TE00276,2025-06-13,Joinville,Auditoria,Realizada
VI04936,TE01818,2024-03-07,Joinville,Auditoria,Realizada
VI04937,TE01321,2025-05-16,Guarulhos,Entrega,Agendada
VI04938,TE02560,2025-12-26,Joinville,Auditoria,Realizada
VI04939,TE00984,2024-07-12,Jaboticabal,Serviço,Agendada
VI04940,TE00704,2026-07-22,Guarulhos,Reunião,Realizada
VI04941,TE03132,2025-07-20,Joinville,Serviço,Realizada
VI04942,TE01099,2024-02-11,Guarulhos,Reunião,Agendada
VI04943,TE00339,2026-01-15,Jaboticabal,Reunião,Realizada
VI04944,TE02936,2024-06-17,Joinville,Auditoria,Cancelada
VI04945,TE01789,2026-07-18,Guarulhos,Serviço,Realizada
VI04946,TE02747,2026-05-10,Joinville,Serviço,Realizada
VI04947,TE01876,2024-06-10,Jaboticabal,Entrega,Realizada
VI04948,TE01915,2024-08-12,Guarulhos,Reunião,Realizada
VI04949,TE02053,2025-12-06,Guarulhos,Auditoria,Agendada
VI04950,TE00146,2025-10-30,Joinville,Entrega,Realizada
VI04951,TE02592,2024-04-22,Joinville,Auditoria,Realizada
VI04952,TE01026,2026-03-01,Guarulhos,Auditoria,Realizada
VI04953,TE02172,2024-05-30,Joinville,Entrega,Realizada
VI04954,TE00973,2024-08-07,Joinville,Serviço,Realizada
VI04955,TE02997,2024-02-03,Jaboticabal,Auditoria,Realizada
VI04956,TE02359,2025-06-29,Guarulhos,Reunião,Realizada
VI04957,TE00663,2026-04-25,Jaboticabal,Reunião,Realizada
VI04958,TE02413,2024-02-07,Guarulhos,Entrega,Realizada
VI04959,TE00439,2024-07-25,Joinville,Reunião,Realizada
VI04960,TE01720,2026-05-14,Joinville,Entrega,Realizada
VI04961,TE01986,2024-12-05,Jaboticabal,Reunião,Realizada
VI04962,TE00062,2025-11-03,Jaboticabal,Reunião,Realizada
VI04963,TE02564,2026-03-14,Jaboticabal,Serviço,Realizada
VI04964,TE01128,2024-06-06,Joinville,Reunião,Agendada
VI04965,TE00470,2026-02-04,Jaboticabal,Serviço,Agendada
VI04966,TE01364,2026-06-25,Guarulhos,Entrega,Realizada
VI04967,TE01912,2024-12-17,Guarulhos,Serviço,Realizada
VI04968,TE00132,2024-11-09,Joinville,Reunião,Realizada
VI04969,TE02953,2024-08-30,Jaboticabal,Auditoria,Realizada
VI04970,TE02408,2024-12-10,Joinville,Reunião,Agendada
VI04971,TE00614,2025-09-27,Joinville,Auditoria,Realizada
VI04972,TE00773,2024-09-17,Guarulhos,Entrega,Realizada
VI04973,TE02789,2025-08-21,Jaboticabal,Auditoria,Realizada
VI04974,TE02860,2026-02-08,Joinville,Serviço,Realizada
VI04975,TE01865,2025-08-31,Jaboticabal,Entrega,Realizada
VI04976,TE02824,2024-05-29,Jaboticabal,Serviço,Realizada
VI04977,TE02807,2025-07-01,Joinville,Entrega,Realizada
VI04978,TE00241,2025-01-26,Guarulhos,Reunião,Realizada
VI04979,TE01492,2024-11-05,Jaboticabal,Entrega,Realizada
VI04980,TE00542,2026-01-08,Joinville,Reunião,Agendada
