terceiro_id,empresa_id,funcao,data_inicio,data_fim,status
TE00844,EM029,Técnico,2026-05-25,2024-03-31,Ativo
TE00845,EM111,Consultor,2026-07-28,2024-04-05,Ativo
TE00846,EM040,Consultor,2025-12-04,2026-06-08,Bloqueado
TE00847,EM101,Motorista,2024-07-02,2024-07-12,Bloqueado
TE00848,EM133,Consultor,2025-08-17,2025-11-15,Ativo
TE00849,EM174,Consultor,2026-05-07,2025-03-15,Ativo
TE00850,EM156,Motorista,2024-03-21,2025-08-30,Inativo
TE00851,EM023,Inspetor,2025-06-01,2025-11-14,Ativo
TE00852,EM010,Consultor,2026-01-10,2025-03-29,Inativo
TE00853,EM142,Montador,2025-07-10,2025-09-20,Ativo
TE00854,EM017,Motorista,2026-02-11,2024-06-29,Ativo
TE00855,EM087,Inspetor,2026-06-29,2024-01-26,Inativo
TE00856,EM150,Inspetor,2024-04-23,2026-07-05,Ativo
TE00857,EM021,Técnico,2026-07-21,2024-05-16,Ativo
TE00858,EM180,Consultor,2025-06-21,2025-12-21,Ativo
TE00859,EM094,Consultor,2025-11-30,2024-09-09,Ativo
TE00860,EM037,Inspetor,2025-07-09,2026-03-21,Ativo
TE00861,EM128,Consultor,2024-12-22,2024-04-19,Ativo
TE00862,EM001,Motorista,2024-08-06,2026-06-06,Inativo
TE00863,EM031,Técnico,2025-10-23,2024-05-11,Ativo
TE00864,EM018,Técnico,2024-06-10,2026-04-02,Inativo
TE00865,EM010,Consultor,2026-07-04,2024-07-27,Ativo
TE00866,EM124,Motorista,2026-02-27,2025-03-17,Inativo
TE00867,EM104,Inspetor,2025-09-30,2024-11-03,Ativo
TE00868,EM086,Inspetor,2024-07-29,2025-02-16,Ativo
TE00869,EM197,Técnico,2024-08-27,2025-10-22,Ativo
TE00870,EM029,Consultor,2025-01-12,2025-11-12,Ativo
TE00871,EM024,Montador,2026-01-28,2024-08-14,Ativo
TE00872,EM021,Motorista,2025-08-12,2025-05-06,Ativo
TE00873,EM083,Motorista,2025-12-18,2025-04-13,Ativo
TE00874,EM101,Técnico,2024-04-04,2024-05-18,Ativo
TE00875,EM064,Inspetor,2026-04-03,2025-02-08,Ativo
TE00876,EM165,Técnico,2026-01-08,2025-01-22,Ativo
TE00877,EM124,Técnico,2025-04-18,2025-11-17,Inativo
TE00878,EM178,Consultor,2026-07-29,2025-12-17,Ativo
TE00879,EM116,Técnico,2025-04-09,2025-06-16,Ativo
TE00880,EM099,Montador,2024-04-18,2025-04-11,Ativo
TE00881,EM105,Consultor,2026-05-22,2024-08-24,Ativo
TE00882,EM047,Inspetor,2025-11-30,2025-04-20,Ativo
TE00883,EM104,Montador,2025-09-18,2025-11-15,Ativo
TE00884,EM149,Consultor,2024-05-05,2024-08-18,Ativo
TE00885,EM202,Motorista,2026-05-25,2026-05-05,Inativo
TE00886,EM209,Consultor,2025-12-15,2025-08-07,Inativo
TE00887,EM122,Inspetor,2024-09-20,2024-10-02,Bloqueado
TE00888,EM144,Montador,2025-04-01,2025-07-30,Ativo
TE00889,EM157,Inspetor,2024-03-31,2024-04-19,Ativo
TE00890,EM089,Técnico,2024-12-21,2025-04-03,Inativo
TE00891,EM216,Montador,2024-02-03,2026-01-12,Ativo
TE00892,EM110,Consultor,2026-06-08,2025-02-02,Ativo
TE00893,EM075,Montador,2025-10-15,2025-05-10,Ativo
TE00894,EM154,Técnico,2025-07-16,2025-06-21,Ativo
TE00895,EM142,Técnico,2024-01-16,2024-01-27,Ativo
TE00896,EM123,Técnico,2024-08-30,2025-05-06,Ativo
TE00897,EM175,Motorista,2025-10-30,2024-02-26,Ativo
TE00898,EM170,Consultor,2025-06-04,2025-09-20,Ativo
TE00899,EM150,Consultor,2024-07-03,2026-05-12,Inativo
TE00900,EM182,Motorista,2024-08-23,2025-05-18,Ativo
TE00901,EM083,Consultor,2024-04-01,2024-09-11,Bloqueado
TE00902,EM118,Motorista,2024-08-02,2024-04-24,Ativo
TE00903,EM103,Consultor,2025-01-01,2026-04-25,Ativo
TE00904,EM055,Montador,2025-12-08,2024-02-19,Ativo
TE00905,EM080,Motorista,2025-12-09,2024-02-15,Inativo
TE00906,EM024,Montador,2025-01-21,2025-07-25,Ativo
TE00907,EM022,Montador,2025-01-07,2026-06-05,Ativo
TE00908,EM016,Motorista,2025-04-10,2024-09-03,Ativo
TE00909,EM004,Inspetor,2025-06-03,2025-08-24,Ativo
TE00910,EM191,Inspetor,2024-03-08,2025-01-08,Ativo
TE00911,EM211,Montador,2024-05-24,2025-04-29,Inativo
TE00912,EM082,Técnico,2025-05-04,2025-09-22,Ativo
TE00913,EM134,Consultor,2025-10-23,2025-05-31,Ativo
TE00914,EM097,Consultor,2024-05-06,2024-05-09,Ativo
TE00915,EM155,Inspetor,2026-07-31,2026-01-24,Inativo
TE00916,EM123,Técnico,2026-01-24,2024-02-12,Ativo
TE00917,EM073,Técnico,2026-04-07,2024-01-13,Ativo
TE00918,EM026,Inspetor,2025-07-22,2024-04-09,Ativo
TE00919,EM102,Motorista,2024-02-02,2024-01-23,Ativo
TE00920,EM126,Inspetor,2024-08-05,2024-02-24,Ativo
TE00921,EM026,Inspetor,2024-11-24,2025-12-24,Ativo
TE00922,EM204,Motorista,2024-07-16,2024-02-14,Ativo
TE00923,EM063,Consultor,2025-02-27,2025-07-26,Ativo
TE00924,EM201,Consultor,2025-02-18,2025-04-13,Ativo
TE00925,EM208,Inspetor,2025-08-04,2025-03-11,Bloqueado
TE00926,EM020,Motorista,2025-09-23,2024-01-14,Ativo
TE00927,EM172,Consultor,2026-02-28,2024-07-27,Ativo
TE00928,EM132,Técnico,2024-12-12,2024-09-20,Ativo
TE00929,EM043,Inspetor,2025-03-23,2026-02-09,Inativo
TE00930,EM147,Técnico,2026-01-08,2025-03-09,Ativo
TE00931,EM134,Inspetor,2025-04-05,2024-08-26,Ativo
TE00932,EM010,Motorista,2024-03-23,2024-03-15,Inativo
TE00933,EM009,Inspetor,2024-01-23,2024-12-15,Ativo
TE00934,EM054,Motorista,2025-12-25,2026-03-24,Ativo
TE00935,EM124,Técnico,2026-02-19,2026-03-28,Inativo
TE00936,EM185,Consultor,2024-05-01,2025-09-04,Inativo
TE00937,EM068,Motorista,2026-01-17,2024-02-21,Ativo
TE00938,EM142,Montador,2026-04-09,2024-06-03,Ativo
TE00939,EM119,Inspetor,2025-04-21,2024-01-18,Ativo
TE00940,EM126,Montador,2025-04-23,2024-04-05,Bloqueado
TE00941,EM162,Técnico,2026-06-28,2024-08-27,Ativo
TE00942,EM092,Inspetor,2025-10-19,2026-05-12,Ativo
TE00943,EM037,Técnico,2024-01-28,2026-02-07,Inativo
TE00944,EM064,Motorista,2024-01-19,2025-12-09,Ativo
TE00945,EM125,Inspetor,2024-06-03,2024-09-28,Ativo
TE00946,EM112,Inspetor,2025-06-09,2024-04-05,Ativo
TE00947,EM173,Consultor,2024-02-27,2025-12-20,Ativo
TE00948,EM216,Inspetor,2024-11-09,2026-01-08,Ativo
TE00949,EM086,Técnico,2024-06-02,2025-02-26,Ativo
TE00950,EM072,Inspetor,2025-01-04,2025-05-25,Ativo
TE00951,EM197,Consultor,2026-07-15,2025-07-30,Ativo
TE00952,EM016,Montador,2024-12-04,2025-03-24,Inativo
TE00953,EM200,Inspetor,2025-08-29,2026-05-21,Inativo
TE00954,EM175,Técnico,2024-12-27,2025-02-03,Ativo
TE00955,EM162,Inspetor,2025-11-22,2025-01-08,Ativo
TE00956,EM148,Inspetor,2025-11-04,2025-11-13,Inativo
TE00957,EM028,Montador,2025-08-12,2024-06-23,Ativo
TE00958,EM052,Técnico,2025-05-29,2025-11-02,Inativo
TE00959,EM063,Técnico,2026-05-13,2024-05-07,Ativo
TE00960,EM014,Montador,2024-09-23,2024-06-15,Ativo
TE00961,EM104,Consultor,2025-05-22,2025-01-11,Ativo
TE00962,EM104,Montador,2025-06-05,2024-06-23,Ativo
TE00963,EM098,Montador,2025-05-19,2024-07-28,Inativo
TE00964,EM165,Consultor,2026-02-19,2024-03-06,Ativo
TE00965,EM198,Consultor,2026-04-30,2024-10-30,Ativo
TE00966,EM154,Técnico,2025-12-07,2024-03-24,Ativo
TE00967,EM193,Inspetor,2025-09-04,2025-01-28,Inativo
TE00968,EM164,Motorista,2024-06-27,2025-01-03,Ativo
TE00969,EM068,Inspetor,2024-03-26,2026-05-17,Inativo
TE00970,EM195,Montador,2026-04-27,2025-10-22,Ativo
TE00971,EM101,Montador,2025-07-19,2026-04-20,Ativo
TE00972,EM214,Inspetor,2026-05-09,2026-06-26,Ativo
TE00973,EM113,Montador,2024-01-23,2025-06-03,Ativo
TE00974,EM038,Inspetor,2024-05-20,2026-06-01,Bloqueado
TE00975,EM099,Consultor,2026-06-19,2024-12-02,Ativo
TE00976,EM168,Consultor,2026-04-12,2025-07-19,Ativo
TE00977,EM064,Técnico,2025-10-29,2024-09-21,Ativo
TE00978,EM148,Montador,2025-09-10,2024-01-30,Ativo
TE00979,EM184,Técnico,2024-12-25,2024-08-07,Ativo
TE00980,EM187,Montador,2025-07-04,2026-02-10,Ativo
TE00981,EM091,Montador,2024-09-15,2025-03-28,Ativo
TE00982,EM212,Técnico,2025-09-13,2024-12-15,Bloqueado
TE00983,EM140,Técnico,2024-01-22,2026-03-01,Ativo
TE00984,EM121,Consultor,2026-06-04,2024-08-24,Ativo
TE00985,EM002,Técnico,2026-03-30,2026-04-24,Ativo
TE00986,EM178,Inspetor,2026-06-05,2024-04-24,Ativo
TE00987,EM099,Inspetor,2025-04-27,2024-10-12,Ativo
TE00988,EM193,Motorista,2025-08-22,2024-01-06,Ativo
TE00989,EM130,Montador,2025-04-05,2025-05-09,Inativo
TE00990,EM130,Montador,2024-10-05,2026-01-29,Ativo
TE00991,EM008,Consultor,2025-01-22,2025-11-29,Ativo
TE00992,EM124,Montador,2025-12-30,2024-12-25,Ativo
TE00993,EM103,Montador,2024-01-21,2025-09-08,Ativo
TE00994,EM124,Consultor,2025-11-08,2024-12-26,Inativo
TE00995,EM141,Inspetor,2025-11-12,2026-02-16,Ativo
TE00996,EM196,Motorista,2025-07-14,2024-07-19,Ativo
TE00997,EM143,Montador,2024-01-31,2026-01-28,Ativo
TE00998,EM185,Motorista,2024-10-24,2024-11-04,Ativo
TE00999,EM072,Motorista,2024-07-18,2024-02-03,Ativo
TE01000,EM158,Motorista,2026-02-27,2026-07-19,Inativo
TE01001,EM215,Motorista,2024-10-13,2024-11-14,Ativo
TE01002,EM109,Montador,2024-01-19,2026-04-20,Ativo
TE01003,EM119,Motorista,2024-06-04,2026-04-24,Ativo
TE01004,EM148,Inspetor,2026-04-27,2024-11-25,Ativo
TE01005,EM139,Consultor,2024-06-19,2025-12-29,Inativo
TE01006,EM029,Montador,2025-01-05,2024-09-27,Ativo
TE01007,EM057,Motorista,2025-01-09,2024-02-22,Ativo
TE01008,EM213,Inspetor,2024-12-09,2026-04-09,Ativo
TE01009,EM145,Montador,2024-12-28,2026-06-19,Ativo
TE01010,EM074,Montador,2026-02-14,2026-03-30,Ativo
TE01011,EM169,Motorista,2025-08-12,2024-06-29,Ativo
TE01012,EM034,Montador,2026-06-16,2025-06-07,Inativo
TE01013,EM109,Montador,2025-11-16,2025-03-17,Ativo
TE01014,EM004,Técnico,2025-03-23,2024-02-06,Inativo
TE01015,EM039,Técnico,2026-03-31,2024-03-07,Ativo
TE01016,EM053,Montador,2024-12-27,2025-11-08,Ativo
TE01017,EM099,Inspetor,2025-06-20,2025-10-26,Inativo
TE01018,EM039,Técnico,2024-03-09,2025-11-30,Ativo
TE01019,EM210,Inspetor,2025-10-30,2025-09-21,Inativo
TE01020,EM179,Motorista,2025-06-18,2024-05-16,Ativo
TE01021,EM137,Consultor,2025-11-30,2024-12-24,Ativo
TE01022,EM119,Motorista,2024-12-17,2024-10-29,Ativo
TE01023,EM046,Consultor,2026-03-25,2024-08-17,Ativo
TE01024,EM128,Consultor,2025-07-02,2025-02-16,Ativo
TE01025,EM133,Montador,2026-03-22,2026-04-09,Inativo
TE01026,EM072,Consultor,2026-07-25,2025-07-25,Ativo
TE01027,EM005,Técnico,2024-12-06,2024-06-03,Ativo
TE01028,EM122,Consultor,2025-10-16,2025-04-18,Inativo
TE01029,EM212,Inspetor,2024-10-05,2025-10-15,Inativo
TE01030,EM126,Consultor,2025-03-17,2024-07-30,Ativo
TE01031,EM129,Técnico,2026-06-05,2025-08-11,Ativo
TE01032,EM133,Consultor,2025-10-17,2024-03-07,Inativo
TE01033,EM011,Motorista,2024-05-26,2024-06-09,Ativo
TE01034,EM072,Montador,2025-08-01,2025-07-02,Ativo
TE01035,EM001,Técnico,2024-03-13,2025-01-13,Ativo
TE01036,EM042,Montador,2026-07-12,2026-05-21,Ativo
TE01037,EM140,Técnico,2024-02-04,2024-04-04,Bloqueado
TE01038,EM212,Técnico,2025-12-21,2024-10-15,Ativo
TE01039,EM135,Técnico,2025-10-18,2024-09-01,Ativo
TE01040,EM035,Montador,2026-03-02,2024-02-24,Ativo
TE01041,EM083,Técnico,2026-06-18,2026-06-13,Ativo
TE01042,EM080,Inspetor,2024-06-26,2025-09-14,Ativo
TE01043,EM109,Consultor,2024-08-04,2026-06-30,Inativo
TE01044,EM069,Consultor,2025-12-20,2024-12-24,Ativo
TE01045,EM002,Técnico,2025-01-09,2025-09-22,Ativo
TE01046,EM195,Motorista,2024-02-07,2024-03-26,Bloqueado
TE01047,EM158,Técnico,2026-02-06,2025-06-02,Ativo
TE01048,EM060,Montador,2026-03-09,2026-03-21,Bloqueado
TE01049,EM197,Inspetor,2024-05-02,2025-07-19,Ativo
TE01050,EM099,Montador,2026-06-02,2026-02-16,Ativo
TE01051,EM207,Motorista,2025-09-10,2025-09-04,Inativo
TE01052,EM084,Montador,2025-02-24,2025-12-03,Ativo
TE01053,EM173,Motorista,2024-01-09,2025-04-23,Ativo
TE01054,EM109,Motorista,2024-06-18,2025-05-05,Ativo
TE01055,EM162,Inspetor,2025-01-20,2024-10-04,Ativo
TE01056,EM137,Técnico,2024-07-17,2026-07-26,Inativo
TE01057,EM181,Consultor,2024-07-25,2025-04-17,Ativo
TE01058,EM010,Técnico,2024-07-29,2025-07-21,Inativo
TE01059,EM065,Motorista,2024-09-29,2025-10-31,Ativo
TE01060,EM190,Consultor,2024-08-11,2024-08-03,Ativo
TE01061,EM049,Consultor,2025-09-03,2026-06-07,Ativo
TE01062,EM077,Consultor,2025-02-17,2026-01-20,Ativo
TE01063,EM022,Motorista,2025-09-17,2025-07-30,Inativo
TE01064,EM032,Inspetor,2024-07-23,2025-12-20,Ativo
TE01065,EM114,Inspetor,2024-05-25,2025-07-07,Ativo
TE01066,EM113,Motorista,2026-03-17,2024-12-19,Inativo
TE01067,EM160,Consultor,2024-10-10,2025-03-06,Inativo
TE01068,EM128,Consultor,2026-05-21,2026-07-05,Ativo
TE01069,EM085,Montador,2026-01-05,2025-08-17,Ativo
TE01070,EM079,Inspetor,2026-02-26,2026-07-07,Inativo
TE01071,EM003,Montador,2024-01-30,2025-01-07,Ativo
TE01072,EM089,Motorista,2024-03-23,2025-03-29,Ativo
TE01073,EM195,Técnico,2025-09-24,2025-02-01,Inativo
TE01074,EM200,Técnico,2024-06-26,2025-11-16,Ativo
TE01075,EM010,Montador,2025-12-11,2025-02-24,Ativo
TE01076,EM022,Inspetor,2026-07-19,2024-09-28,Ativo
TE01077,EM056,Montador,2025-06-06,2026-02-23,Ativo
TE01078,EM080,Consultor,2024-09-08,2025-11-26,Ativo
TE01079,EM166,Montador,2024-11-29,2024-12-27,Ativo
TE01080,EM210,Técnico,2025-05-26,2024-02-06,Ativo
TE01081,EM025,Inspetor,2024-12-26,2025-05-05,Ativo
TE01082,EM008,Montador,2024-12-12,2025-06-23,Ativo
TE01083,EM057,Inspetor,2026-05-26,2024-09-04,Ativo
TE01084,EM189,Motorista,2025-03-30,2025-08-23,Ativo
TE01085,EM101,Montador,2024-10-28,2025-11-04,Ativo
TE01086,EM199,Motorista,2026-02-23,2026-03-29,Inativo
TE01087,EM151,Inspetor,2025-10-10,2024-08-28,Ativo
TE01088,EM173,Montador,2025-06-17,2025-04-22,Inativo
TE01089,EM149,Motorista,2024-07-16,2024-11-10,Ativo
TE01090,EM095,Inspetor,2024-10-08,2024-03-09,Ativo
TE01091,EM199,Montador,2026-06-21,2024-08-11,Ativo
TE01092,EM019,Motorista,2024-07-05,2026-01-04,Inativo
TE01093,EM210,Consultor,2025-12-11,2025-12-17,Ativo
TE01094,EM047,Consultor,2024-05-26,2025-03-17,Ativo
TE01095,EM218,Consultor,2024-11-23,2026-04-20,Ativo
TE01096,EM099,Consultor,2024-01-27,2026-04-14,Ativo
TE01097,EM082,Técnico,2025-10-27,2024-01-07,Ativo
TE01098,EM053,Consultor,2026-03-14,2025-10-19,Ativo
TE01099,EM136,Inspetor,2024-12-25,2025-02-01,Ativo
TE01100,EM157,Consultor,2025-05-02,2026-02-17,Ativo
TE01101,EM184,Técnico,2024-10-16,2024-10-02,Ativo
TE01102,EM120,Montador,2024-08-18,2025-10-26,Inativo
TE01103,EM096,Inspetor,2024-03-22,2024-09-23,Ativo
TE01104,EM195,Motorista,2024-10-31,2025-05-05,Bloqueado
TE01105,EM102,Montador,2026-05-01,2026-04-30,Ativo
TE01106,EM085,Motorista,2026-05-07,2025-11-22,Ativo
TE01107,EM055,Montador,2024-07-16,2025-03-13,Ativo
TE01108,EM205,Consultor,2025-02-06,2024-12-18,Ativo
TE01109,EM113,Montador,2026-01-13,2024-05-16,Ativo
TE01110,EM018,Inspetor,2024-08-22,2024-09-13,Ativo
TE01111,EM148,Técnico,2025-02-15,2026-04-20,Ativo
TE01112,EM060,Motorista,2025-12-03,2026-07-14,Ativo
TE01113,EM194,Motorista,2025-06-25,2025-06-17,Inativo
TE01114,EM210,Inspetor,2024-07-27,2026-06-22,Ativo
TE01115,EM200,Técnico,2024-01-13,2026-05-19,Ativo
TE01116,EM108,Motorista,2024-09-18,2025-10-15,Ativo
TE01117,EM158,Consultor,2025-03-04,2026-02-10,Ativo
TE01118,EM215,Consultor,2024-02-25,2026-02-12,Ativo
TE01119,EM107,Inspetor,2024-03-24,2025-03-19,Ativo
TE01120,EM160,Técnico,2026-06-02,2025-12-20,Ativo
TE01121,EM105,Consultor,2024-10-23,2025-06-30,Ativo
TE01122,EM133,Consultor,2025-04-19,2026-07-24,Ativo
TE01123,EM164,Técnico,2025-08-12,2024-06-07,Ativo
TE01124,EM060,Consultor,2025-04-12,2025-10-31,Ativo
TE01125,EM183,Consultor,2026-07-04,2024-01-05,Bloqueado
TE01126,EM057,Consultor,2024-10-30,2024-09-27,Inativo
TE01127,EM024,Motorista,2024-12-04,2025-07-10,Ativo
TE01128,EM217,Consultor,2026-07-13,2024-06-10,Ativo
TE01129,EM115,Consultor,2025-11-18,2024-08-21,Ativo
TE01130,EM198,Motorista,2025-06-21,2024-09-12,Ativo
TE01131,EM186,Montador,2025-09-14,2025-12-21,Ativo
TE01132,EM146,Motorista,2024-12-26,2024-02-23,Inativo
TE01133,EM140,Inspetor,2024-07-19,2026-07-08,Ativo
TE01134,EM152,Consultor,2024-01-15,2024-03-18,Ativo
TE01135,EM057,Técnico,2025-10-28,2024-03-20,Ativo
TE01136,EM068,Inspetor,2025-03-16,2026-06-09,Ativo
TE01137,EM171,Montador,2024-04-07,2026-06-09,Ativo
TE01138,EM124,Consultor,2026-06-06,2025-01-04,Inativo
TE01139,EM207,Técnico,2024-04-22,2025-05-03,Inativo
TE01140,EM164,Consultor,2025-01-20,2026-06-01,Inativo
TE01141,EM060,Montador,2025-06-26,2026-04-14,Ativo
TE01142,EM052,Inspetor,2024-03-27,2024-08-18,Ativo
TE01143,EM193,Técnico,2024-02-22,2025-06-21,Ativo
TE01144,EM179,Técnico,2024-08-13,2024-03-04,Ativo
TE01145,EM028,Consultor,2024-01-24,2025-01-11,Ativo
TE01146,EM059,Inspetor,2024-05-25,2025-03-06,Ativo
TE01147,EM088,Técnico,2025-08-29,2026-06-09,Ativo
TE01148,EM049,Técnico,2026-05-07,2025-04-25,Bloqueado
TE01149,EM146,Técnico,2026-05-02,2025-02-20,Ativo
TE01150,EM112,Montador,2024-03-03,2025-05-05,Ativo
TE01151,EM069,Consultor,2025-05-18,2025-07-04,Inativo
TE01152,EM131,Consultor,2024-06-21,2025-07-03,Ativo
TE01153,EM210,Consultor,2026-02-27,2024-04-10,Inativo
TE01154,EM045,Inspetor,2026-01-13,2026-05-25,Ativo
TE01155,EM043,Técnico,2024-05-10,2026-02-08,Ativo
TE01156,EM124,Inspetor,2024-12-24,2024-04-23,Ativo
TE01157,EM033,Técnico,2024-05-12,2026-04-02,Ativo
TE01158,EM069,Montador,2026-01-12,2026-03-25,Ativo
TE01159,EM034,Inspetor,2026-03-19,2024-07-06,Ativo
TE01160,EM130,Consultor,2026-07-07,2026-05-04,Ativo
TE01161,EM078,Inspetor,2026-01-12,2024-04-30,Ativo
TE01162,EM059,Motorista,2024-12-19,2024-01-31,Ativo
TE01163,EM035,Montador,2024-05-09,2025-02-16,Ativo
TE01164,EM193,Consultor,2024-05-03,2025-05-16,Bloqueado
TE01165,EM069,Técnico,2026-05-14,2025-11-30,Bloqueado
TE01166,EM086,Consultor,2026-05-20,2024-12-14,Ativo
TE01167,EM146,Motorista,2024-01-08,2024-12-29,Ativo
TE01168,EM003,Inspetor,2024-11-04,2025-04-29,Ativo
TE01169,EM055,Técnico,2024-10-12,2025-04-28,Ativo
TE01170,EM097,Motorista,2024-01-09,2025-08-13,Ativo
TE01171,EM062,Montador,2025-06-30,2024-07-17,Ativo
TE01172,EM203,Montador,2024-11-04,2025-03-22,Ativo
TE01173,EM013,Consultor,2025-08-18,2026-04-19,Ativo
TE01174,EM087,Montador,2024-07-03,2026-01-03,Bloqueado
TE01175,EM039,Inspetor,2024-07-06,2024-03-07,Ativo
TE01176,EM046,Consultor,2024-06-10,2025-03-15,Ativo
TE01177,EM081,Técnico,2025-09-16,2026-05-17,Ativo
TE01178,EM099,Técnico,2025-03-23,2025-12-27,Inativo
TE01179,EM006,Inspetor,2024-04-18,2024-12-21,Ativo
TE01180,EM125,Montador,2025-04-14,2024-04-23,Ativo
TE01181,EM108,Técnico,2026-05-31,2024-07-08,Bloqueado
TE01182,EM151,Montador,2026-05-17,2026-07-10,Ativo
TE01183,EM028,Inspetor,2026-05-11,2025-08-30,Ativo
TE01184,EM200,Montador,2024-09-10,2024-06-10,Ativo
TE01185,EM115,Inspetor,2024-03-17,2025-11-07,Ativo
TE01186,EM017,Montador,2025-08-22,2025-05-06,Ativo
TE01187,EM087,Montador,2026-01-30,2026-05-15,Ativo
TE01188,EM104,Montador,2025-05-12,2025-05-19,Ativo
TE01189,EM150,Técnico,2026-05-11,2026-01-07,Ativo
TE01190,EM032,Técnico,2024-03-31,2025-04-16,Ativo
TE01191,EM202,Consultor,2026-02-22,2025-12-07,Ativo
TE01192,EM170,Inspetor,2025-07-21,2024-03-28,Ativo
TE01193,EM079,Motorista,2024-05-04,2024-10-06,Ativo
TE01194,EM109,Técnico,2024-03-18,2026-07-10,Ativo
TE01195,EM175,Montador,2025-01-02,2026-03-20,Ativo
TE01196,EM003,Montador,2026-02-08,2025-11-04,Ativo
TE01197,EM188,Montador,2025-10-30,2026-01-04,Ativo
TE01198,EM039,Inspetor,2024-11-27,2025-07-11,Inativo
TE01199,EM115,Motorista,2026-06-01,2025-05-16,Ativo
TE01200,EM181,Montador,2024-10-10,2025-04-06,Inativo
TE01201,EM014,Montador,2026-06-07,2024-04-23,Ativo
TE01202,EM136,Inspetor,2025-02-07,2025-12-11,Ativo
TE01203,EM142,Inspetor,2026-06-05,2024-07-02,Ativo
TE01204,EM120,Consultor,2024-02-14,2024-03-01,Ativo
TE01205,EM214,Técnico,2024-09-04,2025-04-14,Ativo
TE01206,EM193,Montador,2026-06-15,2025-06-28,Ativo
TE01207,EM015,Técnico,2024-04-17,2026-02-01,Ativo
TE01208,EM191,Consultor,2024-09-04,2026-06-09,Ativo
TE01209,EM117,Consultor,2025-02-09,2024-07-14,Ativo
TE01210,EM135,Inspetor,2024-01-23,2025-03-21,Ativo
TE01211,EM218,Motorista,2025-03-12,2024-09-11,Ativo
TE01212,EM083,Técnico,2026-02-12,2025-08-18,Inativo
TE01213,EM199,Técnico,2024-11-02,2024-05-13,Inativo
TE01214,EM197,Consultor,2024-01-20,2024-12-08,Ativo
TE01215,EM179,Montador,2026-05-12,2025-08-04,Bloqueado
TE01216,EM212,Inspetor,2025-06-17,2025-08-10,Ativo
TE01217,EM197,Consultor,2024-05-27,2024-08-07,Ativo
TE01218,EM131,Técnico,2024-04-17,2025-06-04,Bloqueado
TE01219,EM026,Montador,2025-05-29,2024-06-07,Ativo
TE01220,EM041,Técnico,2025-10-09,2025-10-29,Ativo
TE01221,EM185,Montador,2024-04-06,2026-05-31,Ativo
TE01222,EM219,Técnico,2024-11-19,2024-05-28,Inativo
TE01223,EM112,Motorista,2025-02-21,2025-07-07,Inativo
TE01224,EM027,Inspetor,2025-07-13,2026-06-02,Ativo
TE01225,EM059,Inspetor,2024-08-26,2025-11-29,Ativo
TE01226,EM040,Técnico,2026-05-01,2025-04-20,Ativo
TE01227,EM178,Técnico,2025-11-11,2026-07-06,Ativo
TE01228,EM100,Motorista,2025-02-21,2024-07-20,Ativo
TE01229,EM191,Motorista,2025-12-25,2024-07-13,Ativo
TE01230,EM050,Inspetor,2024-03-26,2025-10-09,Ativo
TE01231,EM079,Inspetor,2025-11-21,2025-05-31,Ativo
TE01232,EM004,Inspetor,2025-11-12,2024-02-02,Ativo
TE01233,EM157,Inspetor,2024-08-31,2025-03-19,Inativo
TE01234,EM042,Motorista,2025-04-17,2025-03-02,Ativo
TE01235,EM084,Técnico,2025-10-05,2025-09-14,Ativo
TE01236,EM131,Motorista,2024-03-02,2025-11-29,Ativo
TE01237,EM002,Consultor,2024-11-27,2026-05-25,Ativo
TE01238,EM089,Montador,2024-04-30,2024-08-15,Ativo
TE01239,EM027,Motorista,2024-06-21,2024-01-22,Ativo
TE01240,EM024,Inspetor,2025-03-11,2025-09-04,Ativo
TE01241,EM099,Inspetor,2025-04-12,2025-09-07,Ativo
TE01242,EM034,Motorista,2024-01-18,2024-11-23,Ativo
TE01243,EM203,Motorista,2024-07-05,2025-09-02,Ativo
TE01244,EM185,Montador,2024-10-25,2025-02-07,Inativo
TE01245,EM148,Inspetor,2025-05-25,2026-01-02,Ativo
TE01246,EM020,Inspetor,2025-06-01,2024-03-11,Ativo
TE01247,EM002,Motorista,2024-04-23,2024-09-06,Ativo
TE01248,EM046,Motorista,2024-05-02,2024-08-12,Ativo
TE01249,EM080,Técnico,2026-07-01,2024-06-25,Bloqueado
TE01250,EM096,Consultor,2024-03-02,2025-10-05,Inativo
TE01251,EM031,Motorista,2024-12-11,2024-11-04,Ativo
TE01252,EM209,Motorista,2024-01-25,2026-04-28,Ativo
TE01253,EM104,Inspetor,2025-11-20,2024-05-27,Ativo
TE01254,EM167,Técnico,2025-01-14,2026-05-05,Ativo
TE01255,EM177,Inspetor,2026-05-19,2024-11-16,Ativo
TE01256,EM103,Montador,2024-08-29,2026-03-12,Inativo
TE01257,EM066,Montador,2024-08-09,2024-06-04,Ativo
TE01258,EM196,Técnico,2024-01-07,2025-11-08,Ativo
TE01259,EM206,Motorista,2026-01-25,2026-04-17,Inativo
TE01260,EM193,Inspetor,2026-06-10,2024-10-23,Ativo
TE01261,EM155,Inspetor,2024-05-15,2024-10-15,Ativo
TE01262,EM109,Montador,2024-11-29,2024-05-11,Ativo
TE01263,EM194,Técnico,2024-09-13,2024-03-05,Ativo
TE01264,EM102,Inspetor,2025-08-17,2024-04-03,Bloqueado
