avaliacao_id,os_id,nota_atendimento,nota_servico,comentario_categoria,data_avaliacao
1314,2190,3,1,Elogio,2025-10-24
1315,2193,3,5,Elogio,2025-09-09
1316,2194,3,2,Preço,2026-05-17
1317,2195,1,5,Elogio,2026-03-18
1318,2196,3,5,Preço,2025-10-08
1319,2199,3,2,Prazo,2026-02-14
1320,2200,2,5,Atendimento,2025-12-22
1321,2202,5,3,Elogio,2025-09-21
1322,2207,5,3,Preço,2025-09-28
1323,2208,4,1,Prazo,2025-07-08
1324,2211,5,2,Sem comentário,2026-05-17
1325,2213,3,1,Prazo,2026-06-09
1326,2214,4,5,Preço,2026-04-20
1327,2217,5,1,Elogio,2026-05-15
1328,2218,5,2,Prazo,2026-04-25
1329,2221,4,4,Prazo,2026-03-26
1330,2222,1,3,Preço,2026-03-05
1331,2223,2,4,Sem comentário,2025-12-29
1332,2224,2,5,Atendimento,2026-04-18
1333,2225,4,5,Preço,2025-08-19
1334,2226,5,4,Prazo,2025-12-22
1335,2228,2,3,Preço,2025-11-30
1336,2229,4,3,Atendimento,2025-10-03
1337,2233,2,4,Atendimento,2026-06-20
1338,2235,5,2,Elogio,2025-08-09
1339,2237,1,5,Atendimento,2025-09-23
1340,2239,5,4,Preço,2026-02-06
1341,2240,3,2,Sem comentário,2026-05-25
1342,2241,5,1,Atendimento,2026-05-13
1343,2244,1,3,Prazo,2025-10-02
1344,2245,3,3,Preço,2025-11-08
1345,2246,3,4,Sem comentário,2026-06-15
1346,2249,1,2,Sem comentário,2026-01-20
1347,2251,3,2,Sem comentário,2026-05-04
1348,2252,3,3,Atendimento,2026-05-20
1349,2253,1,1,Prazo,2026-05-04
1350,2256,3,3,Sem comentário,2025-09-25
1351,2257,1,3,Prazo,2025-12-27
1352,2258,2,4,Prazo,2026-01-17
1353,2259,5,1,Preço,2026-06-03
1354,2260,3,2,Elogio,2025-08-29
1355,2262,1,1,Sem comentário,2026-05-11
1356,2263,5,2,Elogio,2025-12-03
1357,2264,3,5,Elogio,2025-08-07
1358,2269,2,2,Sem comentário,2025-11-30
1359,2270,3,1,Sem comentário,2025-07-27
1360,2271,3,2,Preço,2025-11-04
1361,2272,3,1,Elogio,2025-08-21
1362,2273,5,5,Preço,2026-06-04
1363,2274,5,2,Atendimento,2025-10-10
1364,2275,2,2,Prazo,2026-02-16
1365,2276,4,1,Sem comentário,2026-01-25
1366,2277,4,4,Sem comentário,2025-11-13
1367,2279,5,2,Preço,2026-04-28
1368,2280,1,5,Atendimento,2026-02-15
1369,2284,5,2,Atendimento,2025-07-18
1370,2287,3,1,Preço,2026-04-01
1371,2289,5,4,Sem comentário,2026-02-15
1372,2291,2,4,Sem comentário,2026-01-24
1373,2293,3,5,Atendimento,2025-12-02
1374,2294,1,2,Sem comentário,2025-07-29
1375,2297,4,5,Prazo,2025-07-13
1376,2298,2,3,Atendimento,2026-07-09
1377,2299,5,4,Sem comentário,2026-03-21
1378,2300,3,5,Preço,2026-06-21
1379,2301,5,4,Elogio,2026-04-08
1380,2304,1,2,Prazo,2026-02-08
1381,2305,3,4,Preço,2025-12-08
1382,2307,3,1,Sem comentário,2025-07-24
1383,2308,3,3,Prazo,2026-01-18
1384,2309,2,2,Elogio,2025-12-20
1385,2310,2,4,Atendimento,2026-02-10
1386,2311,2,3,Elogio,2025-11-07
1387,2313,2,3,Elogio,2026-01-20
1388,2314,1,5,Atendimento,2025-08-01
1389,2315,3,4,Elogio,2026-02-04
1390,2316,2,5,Atendimento,2025-08-12
1391,2317,3,4,Elogio,2025-10-21
1392,2318,1,5,Preço,2025-07-17
1393,2320,1,3,Preço,2026-04-17
1394,2322,4,1,Atendimento,2025-07-23
1395,2323,2,5,Sem comentário,2025-11-25
1396,2324,3,4,Atendimento,2026-01-01
1397,2325,5,3,Atendimento,2025-11-09
1398,2326,1,3,Preço,2025-11-15
1399,2327,5,5,Sem comentário,2025-09-04
1400,2329,3,3,Atendimento,2026-03-27
1401,2330,4,4,Elogio,2025-10-30
1402,2333,4,2,Sem comentário,2025-07-18
1403,2334,1,1,Preço,2026-04-07
1404,2335,1,2,Prazo,2025-10-06
1405,2336,1,2,Elogio,2025-07-26
1406,2337,2,3,Sem comentário,2025-09-18
1407,2338,5,5,Preço,2026-03-01
1408,2341,1,1,Preço,2025-12-28
1409,2342,4,2,Prazo,2025-11-15
1410,2344,1,5,Prazo,2025-12-31
1411,2348,4,5,Preço,2025-12-17
1412,2353,3,5,Atendimento,2026-06-09
1413,2354,2,5,Prazo,2026-03-17
1414,2355,3,5,Elogio,2026-03-31
1415,2357,2,1,Preço,2025-09-19
1416,2358,2,2,Sem comentário,2026-02-16
1417,2360,1,4,Prazo,2026-02-04
1418,2361,2,3,Sem comentário,2026-04-05
1419,2362,5,3,Prazo,2026-06-26
1420,2363,3,3,Sem comentário,2026-04-13
1421,2366,5,2,Sem comentário,2026-05-08
1422,2367,1,3,Preço,2025-08-05
1423,2369,5,2,Elogio,2026-01-23
1424,2370,2,1,Elogio,2026-04-17
1425,2371,3,5,Prazo,2026-03-05
1426,2372,1,3,Prazo,2025-11-29
1427,2373,3,3,Preço,2026-06-17
1428,2375,5,5,Elogio,2025-10-02
1429,2376,2,2,Atendimento,2026-01-07
1430,2377,3,5,Sem comentário,2025-08-16
1431,2378,4,2,Sem comentário,2026-04-10
1432,2379,1,3,Sem comentário,2026-01-30
1433,2380,1,4,Elogio,2026-07-14
1434,2382,2,5,Elogio,2025-10-28
1435,2384,5,2,Sem comentário,2025-08-13
1436,2385,3,1,Atendimento,2026-06-30
1437,2387,2,3,Preço,2026-04-13
1438,2388,5,1,Prazo,2026-02-13
1439,2389,3,1,Prazo,2025-08-15
1440,2390,3,2,Preço,2026-05-26
1441,2392,2,4,Preço,2025-12-20
1442,2394,1,3,Elogio,2026-02-27
1443,2396,3,1,Elogio,2026-03-15
1444,2397,2,4,Elogio,2026-04-30
1445,2401,3,5,Preço,2026-01-23
1446,2404,3,2,Prazo,2025-12-28
1447,2406,5,2,Prazo,2026-02-03
1448,2407,1,3,Atendimento,2026-04-08
1449,2408,4,3,Atendimento,2026-06-02
1450,2410,5,2,Elogio,2025-09-25
1451,2414,4,2,Preço,2026-03-31
1452,2415,1,1,Elogio,2025-12-16
1453,2416,3,2,Prazo,2025-08-29
1454,2417,1,4,Atendimento,2026-05-29
1455,2418,3,5,Preço,2026-05-12
1456,2420,5,3,Atendimento,2025-12-14
1457,2423,1,4,Atendimento,2026-01-08
1458,2424,5,2,Atendimento,2026-04-15
1459,2427,3,5,Preço,2025-07-17
1460,2428,3,3,Prazo,2025-08-08
1461,2429,4,2,Prazo,2026-03-30
1462,2433,5,1,Atendimento,2026-05-06
1463,2434,4,4,Atendimento,2025-07-17
1464,2435,2,3,Sem comentário,2026-05-05
1465,2436,2,1,Preço,2026-01-28
1466,2439,2,1,Elogio,2025-10-17
1467,2440,2,2,Preço,2026-02-22
1468,2441,2,4,Atendimento,2025-08-16
1469,2443,5,5,Prazo,2025-12-30
1470,2444,1,5,Sem comentário,2026-04-24
1471,2446,3,2,Elogio,2026-03-31
1472,2448,3,5,Atendimento,2025-09-27
1473,2451,5,5,Sem comentário,2025-10-20
1474,2452,2,2,Preço,2026-06-28
1475,2453,5,1,Preço,2026-01-04
1476,2454,5,2,Elogio,2026-05-22
1477,2455,2,3,Elogio,2026-06-13
1478,2456,1,2,Sem comentário,2026-02-12
1479,2457,5,2,Prazo,2025-12-20
1480,2460,1,2,Atendimento,2026-01-04
1481,2461,4,4,Sem comentário,2026-02-12
1482,2462,3,4,Sem comentário,2025-09-22
1483,2465,2,1,Preço,2025-10-22
1484,2466,5,4,Preço,2026-01-08
1485,2467,3,3,Prazo,2026-05-22
1486,2468,5,3,Elogio,2025-10-23
1487,2471,3,1,Elogio,2026-05-10
1488,2472,2,4,Atendimento,2025-12-24
1489,2475,5,1,Prazo,2026-05-30
1490,2478,5,1,Elogio,2026-05-25
1491,2481,4,4,Preço,2026-06-08
1492,2483,2,5,Atendimento,2025-09-02
1493,2485,5,3,Elogio,2025-11-05
1494,2486,5,5,Preço,2026-05-26
1495,2487,4,5,Atendimento,2026-03-05
1496,2488,1,2,Elogio,2026-04-09
1497,2489,1,2,Elogio,2025-11-12
1498,2491,1,4,Prazo,2025-10-04
1499,2493,1,1,Preço,2025-08-18
1500,2495,4,4,Prazo,2025-11-08
1501,2496,4,4,Elogio,2026-07-11
1502,2497,4,4,Prazo,2026-06-12
1503,2498,2,3,Atendimento,2025-11-14
1504,2499,3,2,Atendimento,2026-05-30
1505,2500,1,3,Prazo,2026-04-25
1506,2502,2,4,Prazo,2026-02-02
1507,2503,3,3,Prazo,2026-03-22
1508,2505,2,2,Prazo,2025-10-31
1509,2508,5,1,Preço,2025-12-29
1510,2509,3,3,Elogio,2026-05-25
1511,2510,4,3,Atendimento,2026-05-20
1512,2512,3,5,Atendimento,2025-08-02
1513,2513,5,5,Prazo,2025-10-29
1514,2514,3,5,Elogio,2026-06-21
1515,2517,4,4,Prazo,2026-03-31
1516,2519,1,4,Sem comentário,2026-02-11
1517,2520,3,4,Preço,2025-12-14
1518,2521,5,3,Sem comentário,2026-01-26
1519,2522,2,4,Preço,2025-11-22
1520,2523,2,1,Preço,2026-02-02
1521,2526,1,4,Prazo,2025-12-18
1522,2527,5,1,Preço,2025-09-25
1523,2528,1,5,Atendimento,2025-08-06
1524,2530,4,3,Prazo,2025-10-12
1525,2532,5,2,Atendimento,2026-05-18
1526,2533,3,3,Prazo,2025-12-20
1527,2534,1,3,Sem comentário,2026-05-05
1528,2535,5,2,Sem comentário,2026-01-26
1529,2536,5,3,Atendimento,2025-07-25
1530,2538,3,5,Elogio,2026-03-25
1531,2539,1,2,Sem comentário,2025-12-30
1532,2542,4,5,Preço,2025-12-17
1533,2543,4,5,Elogio,2025-10-15
1534,2545,4,3,Preço,2026-01-07
1535,2546,4,4,Atendimento,2025-07-26
1536,2547,4,5,Elogio,2026-06-06
1537,2549,3,3,Elogio,2026-02-24
1538,2550,4,4,Elogio,2026-01-14
1539,2552,1,2,Prazo,2026-01-16
1540,2553,5,5,Elogio,2025-09-02
1541,2555,1,5,Sem comentário,2026-01-02
1542,2559,2,3,Prazo,2026-02-07
1543,2561,5,5,Elogio,2026-01-31
1544,2564,2,1,Sem comentário,2025-08-13
1545,2566,2,5,Atendimento,2025-10-28
1546,2567,3,4,Elogio,2026-05-05
1547,2568,4,1,Preço,2026-03-09
1548,2575,3,4,Elogio,2026-02-24
1549,2577,1,2,Prazo,2025-10-15
1550,2580,2,2,Elogio,2026-03-05
1551,2581,1,1,Prazo,2025-11-06
1552,2583,4,5,Elogio,2026-04-25
1553,2586,4,2,Elogio,2026-01-17
1554,2588,3,4,Elogio,2026-02-18
1555,2589,4,2,Preço,2026-04-29
1556,2591,1,2,Sem comentário,2025-12-11
1557,2592,4,4,Elogio,2025-08-16
1558,2593,2,5,Prazo,2026-06-05
1559,2594,4,4,Preço,2025-11-27
1560,2596,3,5,Elogio,2026-04-24
1561,2597,5,2,Atendimento,2026-04-10
1562,2598,2,2,Elogio,2025-10-11
1563,2602,3,4,Elogio,2026-04-21
1564,2604,3,2,Sem comentário,2026-02-13
1565,2608,1,5,Prazo,2025-09-14
1566,2610,1,4,Prazo,2026-05-03
1567,2611,1,2,Atendimento,2026-05-10
1568,2612,1,1,Elogio,2025-10-24
1569,2614,1,5,Sem comentário,2025-09-07
1570,2615,2,2,Sem comentário,2025-12-25
1571,2617,4,4,Prazo,2025-10-22
1572,2618,4,5,Preço,2025-07-19
1573,2619,3,4,Elogio,2025-07-28
1574,2621,3,2,Preço,2026-01-27
1575,2622,3,3,Prazo,2026-02-19
1576,2623,2,5,Elogio,2025-12-01
1577,2624,3,3,Prazo,2026-01-31
1578,2626,4,4,Prazo,2025-08-05
1579,2627,1,5,Preço,2025-09-14
1580,2628,2,1,Elogio,2025-11-23
1581,2629,1,5,Preço,2025-10-08
1582,2630,3,3,Elogio,2026-04-12
1583,2631,3,1,Elogio,2025-10-05
1584,2634,3,1,Preço,2026-05-24
1585,2635,3,3,Sem comentário,2025-08-13
1586,2637,5,2,Sem comentário,2026-03-21
1587,2638,1,2,Preço,2025-09-20
1588,2640,1,1,Prazo,2026-01-12
1589,2641,2,5,Preço,2026-06-19
1590,2643,4,2,Preço,2025-12-23
1591,2644,2,1,Elogio,2026-03-11
1592,2648,2,4,Sem comentário,2025-12-18
1593,2651,1,3,Prazo,2026-06-21
1594,2654,5,1,Sem comentário,2026-03-24
1595,2656,1,4,Preço,2025-12-13
1596,2657,2,1,Atendimento,2025-07-05
1597,2658,4,3,Sem comentário,2025-08-23
1598,2659,4,2,Elogio,2025-10-10
1599,2661,5,2,Elogio,2025-08-26
1600,2665,2,1,Sem comentário,2025-07-16
1601,2667,2,4,Prazo,2025-10-21
1602,2669,1,4,Sem comentário,2026-04-15
1603,2670,5,1,Elogio,2026-05-17
1604,2671,2,2,Atendimento,2026-06-26
1605,2673,2,4,Preço,2026-01-18
1606,2674,2,5,Preço,2025-09-01
1607,2676,5,4,Sem comentário,2026-02-24
1608,2679,5,4,Sem comentário,2026-01-19
1609,2681,2,4,Prazo,2026-02-28
1610,2682,4,1,Atendimento,2025-07-25
1611,2685,3,4,Sem comentário,2026-01-23
1612,2686,3,2,Preço,2025-08-16
1613,2688,4,2,Sem comentário,2026-03-28
1614,2691,4,5,Sem comentário,2026-05-09
1615,2694,3,3,Elogio,2026-06-19
1616,2695,4,1,Elogio,2026-03-03
1617,2697,3,5,Atendimento,2026-01-29
1618,2698,3,2,Sem comentário,2025-11-02
1619,2699,3,4,Prazo,2026-03-14
1620,2703,2,3,Sem comentário,2025-08-02
1621,2707,1,2,Prazo,2026-05-15
1622,2709,1,4,Elogio,2026-03-21
1623,2711,4,2,Prazo,2025-10-16
1624,2714,5,5,Atendimento,2026-07-07
1625,2716,5,1,Prazo,2025-11-23
1626,2717,1,3,Elogio,2026-03-27
1627,2718,3,1,Elogio,2025-12-07
1628,2719,2,3,Atendimento,2026-02-14
1629,2720,1,3,Sem comentário,2025-09-06
1630,2721,5,5,Preço,2026-01-19
1631,2722,1,3,Elogio,2026-06-04
1632,2725,5,3,Preço,2025-08-15
1633,2726,4,2,Elogio,2025-08-17
1634,2728,3,5,Elogio,2026-05-20
1635,2729,5,1,Atendimento,2026-06-14
1636,2731,2,1,Preço,2026-03-21
1637,2735,3,3,Atendimento,2025-08-11
1638,2736,3,1,Atendimento,2025-11-19
1639,2737,5,1,Atendimento,2025-12-09
1640,2741,3,2,Atendimento,2026-03-19
1641,2744,1,2,Preço,2025-09-10
1642,2745,5,2,Sem comentário,2026-04-26
1643,2748,3,4,Atendimento,2025-09-26
1644,2750,5,2,Atendimento,2026-01-24
1645,2751,1,1,Prazo,2026-01-30
1646,2753,3,4,Elogio,2025-10-21
1647,2754,1,3,Elogio,2026-01-10
1648,2755,3,3,Sem comentário,2025-11-05
1649,2757,3,4,Atendimento,2025-10-18
1650,2758,1,5,Atendimento,2026-04-29
1651,2759,2,1,Sem comentário,2026-04-13
1652,2761,3,5,Sem comentário,2025-12-12
1653,2764,2,3,Elogio,2026-04-29
1654,2765,4,2,Sem comentário,2026-04-14
1655,2768,3,3,Preço,2026-05-07
1656,2772,2,2,Preço,2026-04-07
1657,2774,5,3,Sem comentário,2025-08-24
1658,2775,1,4,Preço,2026-06-12
1659,2776,5,5,Prazo,2025-08-04
1660,2777,4,5,Sem comentário,2025-12-26
1661,2778,2,4,Prazo,2025-10-04
1662,2779,2,5,Preço,2026-06-05
1663,2780,4,1,Sem comentário,2026-05-15
1664,2781,2,2,Sem comentário,2025-08-07
1665,2782,5,2,Elogio,2026-05-20
1666,2783,2,1,Atendimento,2025-07-17
1667,2787,1,3,Atendimento,2025-11-10
1668,2789,5,1,Elogio,2026-04-27
1669,2790,5,1,Preço,2026-01-08
1670,2791,5,3,Elogio,2025-10-25
1671,2792,1,5,Atendimento,2025-12-07
1672,2796,1,2,Sem comentário,2025-07-20
1673,2799,3,4,Sem comentário,2026-03-01
1674,2800,4,1,Sem comentário,2025-10-18
1675,2802,1,3,Preço,2026-06-02
1676,2803,5,5,Preço,2026-03-07
1677,2805,1,5,Elogio,2025-12-25
1678,2806,2,2,Elogio,2025-11-20
1679,2807,1,4,Preço,2025-10-29
1680,2810,1,4,Elogio,2026-01-13
1681,2812,3,1,Prazo,2025-12-10
1682,2813,2,2,Atendimento,2025-09-02
1683,2814,2,5,Sem comentário,2026-04-20
1684,2815,2,4,Preço,2026-02-24
1685,2816,5,2,Preço,2025-11-08
1686,2819,3,4,Atendimento,2026-01-08
1687,2822,1,4,Atendimento,2025-11-28
1688,2823,3,1,Sem comentário,2026-04-05
1689,2826,3,3,Prazo,2026-03-03
1690,2827,1,5,Atendimento,2026-06-29
1691,2830,1,4,Preço,2026-07-01
1692,2831,1,4,Preço,2026-07-02
1693,2839,1,4,Prazo,2025-10-23
1694,2840,3,5,Sem comentário,2025-07-23
1695,2841,2,3,Prazo,2026-07-12
1696,2845,5,4,Atendimento,2026-05-23
1697,2846,2,1,Prazo,2025-08-02
1698,2847,4,3,Prazo,2025-09-16
1699,2848,2,4,Atendimento,2025-12-04
1700,2849,3,3,Sem comentário,2026-04-11
1701,2850,4,3,Elogio,2025-09-28
1702,2856,2,3,Prazo,2025-09-19
1703,2859,2,5,Preço,2026-05-18
1704,2860,4,4,Atendimento,2026-01-25
1705,2862,2,3,Preço,2026-07-03
1706,2863,5,2,Sem comentário,2025-11-11
1707,2865,4,5,Preço,2026-06-09
1708,2867,2,2,Sem comentário,2026-04-28
1709,2868,4,2,Sem comentário,2025-07-27
1710,2869,5,5,Atendimento,2025-08-26
1711,2871,5,2,Atendimento,2025-11-24
1712,2872,3,1,Prazo,2025-11-18
1713,2873,5,4,Sem comentário,2026-06-17
1714,2877,5,2,Elogio,2026-02-22
1715,2879,5,3,Atendimento,2026-05-21
1716,2880,2,2,Sem comentário,2026-03-06
1717,2881,4,3,Elogio,2025-08-12
1718,2882,2,3,Prazo,2026-02-02
1719,2883,4,1,Atendimento,2025-10-11
1720,2884,1,2,Sem comentário,2026-06-18
1721,2885,5,3,Prazo,2026-01-19
1722,2886,4,3,Elogio,2025-11-28
1723,2887,4,2,Sem comentário,2025-12-01
1724,2888,3,3,Preço,2025-12-10
1725,2889,5,1,Elogio,2025-11-26
1726,2894,5,4,Preço,2025-12-20
1727,2896,1,1,Atendimento,2026-02-01
1728,2899,4,2,Atendimento,2025-09-22
1729,2900,5,4,Prazo,2026-03-09
1730,2902,1,3,Prazo,2025-10-29
1731,2906,5,4,Atendimento,2025-08-18
1732,2907,5,2,Elogio,2025-10-06
1733,2908,3,1,Prazo,2026-05-24
1734,2909,4,1,Elogio,2026-04-30
1735,2912,1,1,Sem comentário,2026-04-30
1736,2914,3,2,Atendimento,2025-11-28
1737,2916,2,1,Atendimento,2025-08-22
1738,2917,5,1,Atendimento,2026-02-11
1739,2918,4,1,Elogio,2025-08-25
1740,2919,4,2,Atendimento,2025-09-12
1741,2920,2,2,Preço,2026-04-13
1742,2921,5,4,Prazo,2025-09-18
1743,2922,4,4,Prazo,2026-06-16
1744,2923,4,5,Prazo,2025-09-17
1745,2929,1,1,Preço,2026-01-08
1746,2930,3,4,Prazo,2025-08-28
1747,2933,1,4,Elogio,2026-01-06
1748,2934,1,4,Prazo,2026-05-17
1749,2936,2,2,Sem comentário,2025-09-15
1750,2938,1,4,Preço,2026-04-15
1751,2940,1,2,Atendimento,2025-09-25
1752,2941,5,5,Elogio,2025-11-20
1753,2942,5,4,Sem comentário,2025-11-28
1754,2946,1,5,Elogio,2025-12-16
1755,2949,2,1,Sem comentário,2026-06-23
1756,2950,4,3,Elogio,2026-01-29
1757,2952,2,5,Prazo,2026-03-10
1758,2953,5,5,Atendimento,2026-04-17
1759,2955,5,3,Elogio,2026-01-29
1760,2956,4,2,Elogio,2026-01-08
1761,2957,4,1,Preço,2026-07-02
1762,2958,3,4,Prazo,2025-10-27
1763,2959,1,1,Sem comentário,2026-02-09
1764,2960,5,2,Prazo,2026-03-24
1765,2962,2,3,Sem comentário,2025-09-03
1766,2966,5,2,Preço,2025-12-25
1767,2968,4,3,Prazo,2025-07-25
1768,2969,3,3,Atendimento,2026-05-12
1769,2971,5,4,Prazo,2026-06-29
1770,2972,3,2,Preço,2025-10-11
1771,2973,5,5,Elogio,2025-07-10
1772,2974,1,3,Prazo,2026-03-13
1773,2977,3,2,Preço,2025-11-10
1774,2978,1,4,Preço,2025-11-13
1775,2982,1,3,Elogio,2026-01-21
1776,2983,1,2,Sem comentário,2026-04-26
1777,2984,5,3,Sem comentário,2025-09-18
1778,2985,1,3,Elogio,2026-02-25
1779,2987,5,3,Preço,2025-10-21
1780,2990,3,5,Atendimento,2025-09-10
1781,2991,5,5,Preço,2026-06-26
1782,2992,3,2,Prazo,2026-01-19
1783,2994,4,3,Sem comentário,2026-05-24
1784,2996,4,5,Sem comentário,2026-03-15
1785,2999,5,1,Sem comentário,2025-09-03
1786,3000,4,1,Preço,2025-08-10
1787,3001,4,2,Elogio,2026-03-11
1788,3003,2,1,Atendimento,2026-01-17
1789,3004,1,2,Sem comentário,2025-08-20
1790,3005,3,1,Preço,2026-01-07
1791,3007,1,2,Elogio,2025-07-11
1792,3009,1,3,Prazo,2026-02-22
1793,3011,1,1,Atendimento,2026-03-03
1794,3013,4,2,Sem comentário,2025-12-25
1795,3014,5,1,Sem comentário,2026-01-22
1796,3015,4,2,Preço,2026-04-27
1797,3016,1,5,Preço,2026-01-01
1798,3018,1,5,Prazo,2025-11-19
1799,3023,4,5,Prazo,2026-06-09
1800,3025,2,4,Preço,2025-11-14
1801,3026,2,5,Sem comentário,2025-07-22
1802,3027,1,1,Prazo,2026-04-10
1803,3028,4,4,Preço,2025-12-15
1804,3030,5,1,Elogio,2026-01-12
1805,3031,3,4,Elogio,2025-11-18
1806,3032,3,1,Atendimento,2025-11-23
1807,3033,5,3,Preço,2025-10-12
1808,3034,2,1,Atendimento,2026-01-04
1809,3036,4,4,Atendimento,2026-05-06
1810,3037,3,4,Atendimento,2026-02-27
1811,3040,5,2,Atendimento,2025-08-19
1812,3042,5,3,Preço,2025-07-19
1813,3048,5,5,Atendimento,2026-03-28
1814,3049,2,4,Preço,2025-12-16
1815,3050,2,5,Preço,2025-08-30
1816,3051,2,5,Atendimento,2026-03-31
1817,3052,5,1,Preço,2025-09-05
1818,3053,1,2,Atendimento,2026-03-08
1819,3054,4,2,Sem comentário,2025-12-31
1820,3056,2,1,Elogio,2026-01-14
1821,3057,1,4,Atendimento,2025-11-15
1822,3059,3,1,Prazo,2026-01-19
1823,3060,1,1,Sem comentário,2025-11-17
1824,3061,2,1,Preço,2026-04-28
1825,3062,2,4,Sem comentário,2025-12-15
1826,3063,1,3,Elogio,2026-04-26
1827,3064,5,3,Preço,2026-05-11
1828,3070,2,3,Prazo,2025-07-28
1829,3071,3,3,Atendimento,2025-11-19
1830,3072,4,1,Prazo,2026-01-08
1831,3073,3,5,Prazo,2025-11-16
1832,3074,4,1,Elogio,2025-09-21
1833,3075,2,2,Atendimento,2026-02-23
1834,3078,2,3,Preço,2026-03-09
1835,3079,3,2,Atendimento,2025-10-22
1836,3080,4,5,Atendimento,2026-04-14
1837,3081,1,5,Sem comentário,2026-04-12
1838,3083,2,1,Prazo,2026-07-02
1839,3084,1,1,Sem comentário,2026-07-05
1840,3086,4,5,Prazo,2025-11-19
1841,3087,4,5,Prazo,2025-11-03
1842,3088,2,5,Preço,2026-01-09
1843,3091,5,4,Atendimento,2025-07-21
1844,3092,3,1,Sem comentário,2025-10-19
1845,3094,4,3,Atendimento,2026-06-23
1846,3095,4,2,Atendimento,2026-05-21
1847,3097,4,5,Sem comentário,2025-08-26
1848,3098,5,5,Elogio,2025-07-14
1849,3099,4,2,Prazo,2025-09-25
1850,3101,1,2,Elogio,2026-03-01
1851,3102,3,5,Sem comentário,2025-10-01
1852,3105,1,2,Sem comentário,2025-08-19
1853,3106,1,5,Preço,2026-01-24
1854,3107,5,3,Preço,2026-07-02
1855,3109,1,3,Elogio,2026-04-11
1856,3111,4,3,Preço,2025-11-21
1857,3112,2,2,Prazo,2025-11-28
1858,3113,4,4,Prazo,2025-09-29
1859,3115,3,3,Elogio,2026-01-16
1860,3116,1,3,Preço,2025-09-22
1861,3117,4,2,Prazo,2025-12-23
1862,3118,4,4,Preço,2026-05-19
1863,3121,5,3,Sem comentário,2026-02-03
1864,3122,3,2,Elogio,2026-02-05
1865,3123,4,3,Prazo,2025-11-12
1866,3124,4,5,Sem comentário,2025-10-18
1867,3125,3,3,Atendimento,2025-07-28
1868,3127,1,2,Prazo,2026-04-01
1869,3128,5,4,Atendimento,2025-10-19
1870,3130,3,2,Atendimento,2026-05-21
1871,3131,2,4,Prazo,2026-05-15
1872,3134,2,1,Prazo,2025-10-12
1873,3136,3,4,Elogio,2025-09-22
1874,3137,5,4,Prazo,2025-07-18
1875,3138,5,1,Atendimento,2025-08-13
1876,3140,5,1,Preço,2025-11-12
1877,3141,2,3,Elogio,2025-10-31
1878,3144,1,5,Preço,2025-09-10
1879,3145,2,3,Elogio,2026-05-23
1880,3146,1,4,Preço,2025-08-28
1881,3147,4,2,Atendimento,2025-07-14
1882,3149,1,5,Atendimento,2026-04-13
1883,3151,3,3,Preço,2026-06-20
1884,3152,4,4,Prazo,2026-06-14
1885,3153,4,5,Elogio,2025-12-08
1886,3154,5,3,Preço,2026-01-14
1887,3156,5,1,Preço,2025-08-16
1888,3158,3,5,Elogio,2025-12-22
1889,3160,3,5,Sem comentário,2026-02-04
1890,3162,5,2,Preço,2025-11-04
1891,3164,5,5,Sem comentário,2025-09-18
1892,3166,2,3,Sem comentário,2026-03-30
1893,3168,1,5,Sem comentário,2025-11-28
1894,3169,3,2,Sem comentário,2026-03-04
1895,3170,4,2,Atendimento,2026-02-18
1896,3171,4,3,Prazo,2026-06-09
1897,3172,5,4,Sem comentário,2026-05-30
1898,3173,5,5,Prazo,2025-08-09
1899,3174,1,5,Atendimento,2026-01-19
1900,3176,3,1,Elogio,2026-02-23
1901,3177,4,3,Atendimento,2025-07-10
1902,3178,1,2,Elogio,2026-01-16
1903,3182,5,2,Sem comentário,2026-04-22
1904,3184,4,3,Atendimento,2025-10-13
1905,3189,5,1,Elogio,2025-12-07
1906,3191,3,2,Elogio,2025-07-14
1907,3192,3,2,Atendimento,2026-04-01
1908,3193,3,5,Elogio,2025-12-14
1909,3194,2,3,Preço,2026-03-10
1910,3195,2,5,Atendimento,2025-08-28
1911,3197,4,5,Preço,2025-09-08
1912,3198,1,1,Sem comentário,2025-09-09
1913,3200,1,1,Atendimento,2026-05-03
1914,3202,3,5,Elogio,2026-02-22
1915,3203,4,2,Atendimento,2025-12-18
1916,3204,1,5,Atendimento,2025-07-05
1917,3205,2,4,Elogio,2026-04-24
1918,3209,2,1,Prazo,2026-05-25
1919,3210,4,4,Sem comentário,2025-08-09
1920,3211,3,4,Atendimento,2025-09-08
1921,3213,5,2,Preço,2025-10-27
1922,3214,2,1,Sem comentário,2026-05-04
1923,3215,3,4,Sem comentário,2026-03-03
1924,3220,2,4,Preço,2025-12-11
1925,3222,2,2,Sem comentário,2026-04-18
1926,3223,5,5,Elogio,2026-04-25
1927,3225,3,3,Atendimento,2026-05-05
1928,3226,1,5,Atendimento,2025-12-02
1929,3228,1,1,Sem comentário,2025-10-01
1930,3229,3,5,Prazo,2026-02-19
1931,3233,5,5,Prazo,2025-10-23
1932,3236,4,2,Prazo,2026-01-01
1933,3237,1,1,Prazo,2026-04-15
1934,3239,5,2,Atendimento,2026-05-17
1935,3240,5,4,Preço,2026-01-21
1936,3241,3,5,Prazo,2026-04-30
