orcamento_id,os_id,valor_pecas,valor_mao_obra,valor_total,data_orcamento,status
2031,2031,292.94,469.22,762.16,2025-12-10,Aprovado
2032,2032,1238.3,72.75,1311.05,2025-11-28,Aprovado
2033,2033,978.71,85.94,1064.65,2026-06-27,Aprovado
2034,2034,578.3,556.25,1134.55,2025-12-30,Aprovado
2035,2035,1033.42,82.6,1116.02,2025-10-30,Aprovado
2036,2036,1004.12,136.37,1140.49,2026-05-03,Aprovado
2037,2037,124.64,67.67,192.31,2025-10-21,Recusado
2038,2038,783.15,380.8,1163.95,2026-01-26,Aprovado
2039,2039,1057.53,468.36,1525.89,2025-09-20,Aprovado
2040,2040,733.65,345.9,1079.55,2026-02-04,Aprovado
2041,2041,486.54,442.69,929.23,2026-05-07,Aprovado
2042,2042,1150.69,616.21,1766.9,2025-10-09,Aprovado
2043,2043,1154.32,65.3,1219.62,2026-05-23,Aprovado
2044,2044,247.11,428.25,675.36,2025-10-23,Aprovado
2045,2045,322.2,338.79,660.99,2025-12-10,Aprovado
2046,2046,29.96,151.1,181.06,2025-07-06,Aprovado
2047,2047,678.1,536.35,1214.45,2026-06-28,Aprovado
2048,2048,72.93,330.88,403.81,2025-10-30,Aprovado
2049,2049,783.0,529.92,1312.92,2026-06-07,Aprovado
2050,2050,324.62,173.26,497.88,2025-09-07,Aprovado
2051,2051,65.62,129.6,195.22,2026-03-19,Aprovado
2052,2052,1006.45,441.41,1447.86,2025-08-18,Aprovado
2053,2053,810.08,554.75,1364.83,2025-07-17,Aprovado
2054,2054,643.6,195.96,839.56,2026-05-22,Aprovado
2055,2055,948.11,305.51,1253.62,2025-08-29,Recusado
2056,2056,1014.98,384.65,1399.63,2026-06-09,Aprovado
2057,2057,462.78,518.36,981.14,2025-11-07,Aprovado
2058,2058,832.11,67.39,899.5,2025-12-03,Aprovado
2059,2059,746.23,166.03,912.26,2025-07-21,Aprovado
2060,2060,191.11,216.49,407.6,2025-10-04,Aprovado
2061,2061,338.56,387.62,726.18,2026-01-15,Aprovado
2062,2062,594.44,69.25,663.69,2026-04-27,Aprovado
2063,2063,1110.74,450.34,1561.08,2026-05-26,Recusado
2064,2064,594.84,544.2,1139.04,2026-01-12,Aprovado
2065,2065,200.64,249.41,450.05,2026-04-14,Recusado
2066,2066,68.78,186.79,255.57,2025-07-02,Aprovado
2067,2067,495.55,205.28,700.83,2026-05-14,Aprovado
2068,2068,1180.47,209.77,1390.24,2025-12-03,Aprovado
2069,2069,697.75,512.87,1210.62,2025-12-28,Recusado
2070,2070,943.78,540.28,1484.06,2025-12-10,Recusado
2071,2071,1276.57,301.68,1578.25,2025-07-21,Aprovado
2072,2072,840.78,599.5,1440.28,2025-09-24,Aprovado
2073,2073,133.49,199.79,333.28,2025-11-25,Recusado
2074,2074,160.83,270.2,431.03,2026-06-03,Recusado
2075,2075,514.55,170.04,684.59,2025-12-26,Aprovado
2076,2076,263.81,483.66,747.47,2026-05-17,Aprovado
2077,2077,668.76,395.45,1064.21,2025-12-14,Recusado
2078,2078,302.93,583.22,886.15,2025-09-01,Aprovado
2079,2079,1198.37,87.02,1285.39,2026-02-09,Recusado
2080,2080,100.95,279.86,380.81,2026-01-21,Aprovado
2081,2081,198.29,291.99,490.28,2025-07-28,Aprovado
2082,2082,1284.05,636.04,1920.09,2026-04-24,Aprovado
2083,2083,689.8,340.27,1030.07,2025-09-29,Recusado
2084,2084,388.48,621.35,1009.83,2025-09-18,Aprovado
2085,2085,410.35,98.8,509.15,2026-04-19,Aprovado
2086,2086,325.29,130.9,456.19,2025-07-11,Aprovado
2087,2087,870.84,260.54,1131.38,2025-10-12,Aprovado
2088,2088,784.07,235.23,1019.3,2026-05-20,Aprovado
2089,2089,857.67,237.7,1095.37,2026-03-15,Aprovado
2090,2090,99.14,200.84,299.98,2025-12-18,Aprovado
2091,2091,1298.02,638.27,1936.29,2026-06-07,Aprovado
2092,2092,1245.37,499.43,1744.8,2026-04-21,Aprovado
2093,2093,1007.06,341.22,1348.28,2026-02-12,Aprovado
2094,2094,739.62,370.24,1109.86,2026-03-24,Aprovado
2095,2095,498.83,240.11,738.94,2025-10-04,Recusado
2096,2096,209.72,555.63,765.35,2026-05-23,Aprovado
2097,2097,1214.32,184.05,1398.37,2025-09-25,Aprovado
2098,2098,34.93,338.15,373.08,2025-07-11,Aprovado
2099,2099,1169.29,69.3,1238.59,2026-06-23,Aprovado
2100,2100,106.53,156.69,263.22,2026-06-20,Aprovado
2101,2101,346.01,435.87,781.88,2026-06-30,Aprovado
2102,2102,1155.96,173.62,1329.58,2026-03-18,Recusado
2103,2103,931.09,189.62,1120.71,2025-07-23,Aprovado
2104,2104,1276.78,285.13,1561.91,2026-05-25,Aprovado
2105,2105,892.96,639.32,1532.28,2026-01-27,Aprovado
2106,2106,1103.13,477.65,1580.78,2026-05-04,Aprovado
2107,2107,1160.9,360.1,1521.0,2025-10-19,Aprovado
2108,2108,775.62,403.71,1179.33,2025-11-18,Recusado
2109,2109,531.4,365.03,896.43,2026-06-09,Recusado
2110,2110,120.59,137.08,257.67,2026-06-04,Aprovado
2111,2111,255.13,637.46,892.59,2025-12-01,Aprovado
2112,2112,1000.68,216.23,1216.91,2025-07-06,Aprovado
2113,2113,466.0,601.73,1067.73,2025-10-12,Aprovado
2114,2114,32.56,215.63,248.19,2026-04-06,Aprovado
2115,2115,1214.41,608.73,1823.14,2025-11-11,Aprovado
2116,2116,1011.27,649.72,1660.99,2026-01-26,Aprovado
2117,2117,856.43,551.64,1408.07,2026-01-24,Aprovado
2118,2118,258.17,99.69,357.86,2025-10-23,Recusado
2119,2119,1121.98,617.7,1739.68,2026-05-23,Aprovado
2120,2120,300.52,463.46,763.98,2025-12-03,Aprovado
2121,2121,688.73,389.4,1078.13,2026-05-31,Recusado
2122,2122,1233.14,283.35,1516.49,2026-04-11,Aprovado
2123,2123,112.24,490.73,602.97,2026-04-29,Aprovado
2124,2124,552.15,241.68,793.83,2025-10-12,Aprovado
2125,2125,232.56,570.18,802.74,2025-08-03,Recusado
2126,2126,420.02,128.34,548.36,2026-02-12,Aprovado
2127,2127,829.48,329.72,1159.2,2025-12-02,Aprovado
2128,2128,1058.39,312.4,1370.79,2025-07-11,Recusado
2129,2129,693.81,533.81,1227.62,2026-05-28,Aprovado
2130,2130,1269.89,268.31,1538.2,2025-07-12,Aprovado
2131,2131,464.41,133.69,598.1,2026-02-24,Aprovado
2132,2132,69.3,304.96,374.26,2026-04-10,Aprovado
2133,2133,981.68,402.94,1384.62,2026-06-15,Aprovado
2134,2134,724.86,451.8,1176.66,2025-10-03,Aprovado
2135,2135,485.39,392.53,877.92,2025-09-13,Aprovado
2136,2136,1081.87,204.27,1286.14,2026-01-15,Aprovado
2137,2137,1085.94,489.71,1575.65,2026-04-17,Aprovado
2138,2138,74.02,499.59,573.61,2026-04-07,Aprovado
2139,2139,1233.2,395.72,1628.92,2026-01-08,Aprovado
2140,2140,714.67,112.18,826.85,2025-12-27,Aprovado
2141,2141,863.32,311.83,1175.15,2026-01-20,Recusado
2142,2142,834.33,107.42,941.75,2026-05-26,Aprovado
2143,2143,83.75,278.12,361.87,2025-12-06,Aprovado
2144,2144,560.42,573.92,1134.34,2026-05-19,Recusado
2145,2145,810.45,420.92,1231.37,2026-03-22,Aprovado
2146,2146,1281.73,436.13,1717.86,2025-12-01,Recusado
2147,2147,1192.98,526.61,1719.59,2026-04-21,Aprovado
2148,2148,323.47,86.86,410.33,2025-10-28,Aprovado
2149,2149,766.02,523.88,1289.9,2025-08-19,Aprovado
2150,2150,560.23,305.8,866.03,2025-08-12,Recusado
2151,2151,371.19,128.9,500.09,2026-01-15,Recusado
2152,2152,732.53,410.8,1143.33,2026-04-05,Aprovado
2153,2153,988.45,196.14,1184.59,2026-03-07,Aprovado
2154,2154,880.35,398.84,1279.19,2025-10-04,Aprovado
2155,2155,29.75,450.45,480.2,2025-09-24,Aprovado
2156,2156,860.28,631.88,1492.16,2026-03-30,Aprovado
2157,2157,947.93,338.81,1286.74,2025-07-12,Aprovado
2158,2158,1064.85,523.64,1588.49,2025-09-09,Aprovado
2159,2159,686.54,392.73,1079.27,2025-09-19,Aprovado
2160,2160,1160.91,587.41,1748.32,2025-10-04,Aprovado
2161,2161,936.66,564.38,1501.04,2025-10-05,Recusado
2162,2162,1105.79,393.49,1499.28,2025-08-24,Aprovado
2163,2163,711.95,407.21,1119.16,2025-07-12,Aprovado
2164,2164,918.38,518.09,1436.47,2026-02-17,Aprovado
2165,2165,1047.27,285.07,1332.34,2025-08-08,Recusado
2166,2166,1108.46,344.8,1453.26,2025-11-10,Aprovado
2167,2167,368.01,289.5,657.51,2026-04-24,Aprovado
2168,2168,196.07,427.97,624.04,2025-08-14,Aprovado
2169,2169,889.84,423.42,1313.26,2026-06-02,Aprovado
2170,2170,338.0,517.62,855.62,2026-05-23,Aprovado
2171,2171,226.7,508.2,734.9,2025-11-07,Aprovado
2172,2172,873.02,330.07,1203.09,2026-05-31,Aprovado
2173,2173,907.24,496.22,1403.46,2025-09-03,Aprovado
2174,2174,172.15,499.6,671.75,2025-09-10,Aprovado
2175,2175,943.27,537.93,1481.2,2026-05-31,Aprovado
2176,2176,1187.27,233.4,1420.67,2025-12-26,Aprovado
2177,2177,569.27,226.52,795.79,2025-09-06,Aprovado
2178,2178,1197.37,67.27,1264.64,2025-12-21,Aprovado
2179,2179,373.87,99.52,473.39,2026-02-11,Aprovado
2180,2180,832.79,463.31,1296.1,2025-07-26,Aprovado
2181,2181,666.05,506.14,1172.19,2026-03-21,Recusado
2182,2182,797.74,471.28,1269.02,2025-09-19,Aprovado
2183,2183,22.46,497.18,519.64,2026-01-03,Recusado
2184,2184,421.2,368.27,789.47,2025-12-06,Aprovado
2185,2185,1140.28,239.85,1380.13,2025-12-21,Recusado
2186,2186,813.91,359.55,1173.46,2026-01-04,Aprovado
2187,2187,1269.19,412.79,1681.98,2026-05-03,Recusado
2188,2188,1276.64,228.6,1505.24,2026-06-01,Aprovado
2189,2189,233.05,145.16,378.21,2025-10-08,Recusado
2190,2190,271.66,375.8,647.46,2025-10-20,Aprovado
2191,2191,253.82,118.26,372.08,2025-10-08,Recusado
2192,2192,543.77,170.17,713.94,2025-11-28,Aprovado
2193,2193,678.61,127.51,806.12,2025-09-06,Aprovado
2194,2194,22.3,580.85,603.15,2026-05-14,Aprovado
2195,2195,532.93,356.66,889.59,2026-03-13,Aprovado
2196,2196,512.63,512.76,1025.39,2025-10-01,Aprovado
2197,2197,268.48,154.86,423.34,2026-02-09,Aprovado
2198,2198,1213.21,79.3,1292.51,2025-09-08,Recusado
2199,2199,362.05,563.58,925.63,2026-02-08,Aprovado
2200,2200,701.78,274.33,976.11,2025-12-21,Aprovado
2201,2201,859.74,146.76,1006.5,2025-11-03,Aprovado
2202,2202,682.88,158.24,841.12,2025-09-16,Aprovado
2203,2203,390.45,407.87,798.32,2026-04-09,Recusado
2204,2204,1018.27,245.43,1263.7,2026-06-07,Recusado
2205,2205,549.39,338.64,888.03,2025-08-09,Recusado
2206,2206,113.79,328.03,441.82,2025-12-13,Aprovado
2207,2207,407.4,534.82,942.22,2025-09-19,Aprovado
2208,2208,489.21,606.64,1095.85,2025-07-03,Aprovado
2209,2209,28.5,106.89,135.39,2025-12-24,Aprovado
2210,2210,351.8,266.9,618.7,2025-11-01,Aprovado
2211,2211,940.47,558.2,1498.67,2026-05-17,Aprovado
2212,2212,695.75,170.35,866.1,2025-11-18,Aprovado
2213,2213,845.18,297.6,1142.78,2026-05-29,Aprovado
2214,2214,1178.17,232.81,1410.98,2026-04-12,Aprovado
2215,2215,1270.13,624.52,1894.65,2025-12-14,Recusado
2216,2216,257.12,399.27,656.39,2026-05-05,Aprovado
2217,2217,626.95,525.22,1152.17,2026-05-05,Aprovado
2218,2218,668.07,217.88,885.95,2026-04-21,Aprovado
2219,2219,1166.13,632.19,1798.32,2026-01-31,Aprovado
2220,2220,621.31,595.86,1217.17,2026-02-17,Recusado
2221,2221,796.33,628.48,1424.81,2026-03-19,Aprovado
2222,2222,663.15,521.94,1185.09,2026-02-22,Aprovado
2223,2223,1068.32,592.94,1661.26,2025-12-16,Aprovado
2224,2224,582.98,82.83,665.81,2026-04-13,Aprovado
2225,2225,123.34,542.31,665.65,2025-08-08,Aprovado
2226,2226,873.16,291.44,1164.6,2025-12-16,Aprovado
2227,2227,814.78,508.32,1323.1,2025-07-28,Aprovado
2228,2228,380.96,148.47,529.43,2025-11-28,Aprovado
2229,2229,1124.78,262.5,1387.28,2025-09-29,Aprovado
2230,2230,56.43,384.56,440.99,2025-12-12,Recusado
2231,2231,121.12,423.64,544.76,2026-05-27,Aprovado
2232,2232,58.26,534.31,592.57,2026-03-31,Recusado
2233,2233,1093.59,202.29,1295.88,2026-06-10,Aprovado
2234,2234,272.68,201.19,473.87,2026-06-09,Aprovado
2235,2235,937.51,129.56,1067.07,2025-08-05,Aprovado
2236,2236,394.33,620.54,1014.87,2025-08-23,Recusado
2237,2237,379.46,243.2,622.66,2025-09-14,Aprovado
2238,2238,1096.55,264.89,1361.44,2026-01-15,Recusado
2239,2239,659.22,567.61,1226.83,2026-01-27,Aprovado
2240,2240,671.16,390.77,1061.93,2026-05-18,Aprovado
2241,2241,167.19,163.35,330.54,2026-05-02,Aprovado
2242,2242,524.03,407.99,932.02,2026-02-17,Aprovado
2243,2243,586.93,132.01,718.94,2025-10-19,Recusado
2244,2244,1154.38,73.32,1227.7,2025-09-19,Aprovado
2245,2245,601.6,473.68,1075.28,2025-10-26,Aprovado
2246,2246,1121.78,77.55,1199.33,2026-06-03,Aprovado
2247,2247,424.25,331.05,755.3,2026-03-31,Recusado
2248,2248,618.05,637.03,1255.08,2025-09-15,Aprovado
2249,2249,110.49,625.25,735.74,2026-01-11,Aprovado
2250,2250,532.22,397.84,930.06,2026-02-17,Aprovado
2251,2251,787.02,602.06,1389.08,2026-04-29,Aprovado
2252,2252,453.29,448.94,902.23,2026-05-19,Aprovado
2253,2253,40.32,234.06,274.38,2026-05-04,Aprovado
2254,2254,1021.86,151.31,1173.17,2025-11-20,Aprovado
2255,2255,547.03,324.25,871.28,2026-03-13,Aprovado
2256,2256,631.95,263.41,895.36,2025-09-17,Aprovado
2257,2257,987.92,345.78,1333.7,2025-12-23,Aprovado
2258,2258,1010.99,526.03,1537.02,2026-01-11,Aprovado
2259,2259,25.04,395.04,420.08,2026-05-29,Aprovado
2260,2260,612.38,561.2,1173.58,2025-08-17,Aprovado
2261,2261,604.5,481.61,1086.11,2026-01-04,Aprovado
2262,2262,456.69,404.62,861.31,2026-05-08,Aprovado
2263,2263,1176.96,476.55,1653.51,2025-11-22,Aprovado
2264,2264,968.39,613.37,1581.76,2025-08-04,Aprovado
2265,2265,1002.6,349.71,1352.31,2026-06-21,Aprovado
2266,2266,1140.46,604.79,1745.25,2025-11-11,Aprovado
2267,2267,500.38,474.4,974.78,2025-09-24,Aprovado
2268,2268,58.73,250.19,308.92,2025-08-22,Aprovado
2269,2269,477.68,441.99,919.67,2025-11-27,Aprovado
2270,2270,138.49,545.97,684.46,2025-07-15,Aprovado
2271,2271,33.73,442.82,476.55,2025-10-30,Aprovado
2272,2272,1239.49,580.66,1820.15,2025-08-10,Aprovado
2273,2273,783.33,311.63,1094.96,2026-05-23,Aprovado
2274,2274,673.51,566.93,1240.44,2025-09-27,Aprovado
2275,2275,614.31,207.12,821.43,2026-02-13,Aprovado
2276,2276,849.81,423.13,1272.94,2026-01-16,Aprovado
2277,2277,924.47,63.47,987.94,2025-11-09,Aprovado
2278,2278,363.61,466.23,829.84,2025-08-17,Aprovado
2279,2279,27.49,404.19,431.68,2026-04-20,Aprovado
2280,2280,682.9,525.4,1208.3,2026-02-05,Aprovado
2281,2281,1200.34,408.39,1608.73,2026-03-07,Aprovado
2282,2282,736.08,148.52,884.6,2025-08-15,Aprovado
2283,2283,694.65,117.9,812.55,2025-12-07,Aprovado
2284,2284,1089.51,587.08,1676.59,2025-07-18,Aprovado
2285,2285,109.42,523.32,632.74,2025-08-11,Aprovado
2286,2286,278.93,584.3,863.23,2026-06-07,Recusado
2287,2287,888.97,316.24,1205.21,2026-03-30,Aprovado
2288,2288,24.46,397.76,422.22,2025-12-31,Aprovado
2289,2289,393.66,529.17,922.83,2026-02-08,Aprovado
2290,2290,643.99,186.99,830.98,2026-06-20,Aprovado
2291,2291,145.55,254.18,399.73,2026-01-16,Aprovado
2292,2292,777.48,587.1,1364.58,2025-12-23,Recusado
2293,2293,845.23,466.57,1311.8,2025-11-30,Aprovado
2294,2294,398.9,629.18,1028.08,2025-07-25,Aprovado
2295,2295,695.83,451.93,1147.76,2026-02-05,Recusado
2296,2296,602.13,127.07,729.2,2025-12-31,Recusado
2297,2297,417.11,129.77,546.88,2025-07-10,Aprovado
2298,2298,1137.01,206.22,1343.23,2026-06-30,Aprovado
2299,2299,359.92,613.23,973.15,2026-03-20,Aprovado
2300,2300,550.25,301.09,851.34,2026-06-21,Aprovado
2301,2301,985.32,354.68,1340.0,2026-04-01,Aprovado
2302,2302,353.19,171.02,524.21,2026-03-10,Aprovado
2303,2303,933.32,126.79,1060.11,2026-05-02,Recusado
2304,2304,47.07,640.18,687.25,2026-01-26,Aprovado
2305,2305,274.19,226.55,500.74,2025-12-03,Aprovado
2306,2306,540.35,64.84,605.19,2025-10-29,Recusado
2307,2307,133.85,93.04,226.89,2025-07-11,Aprovado
2308,2308,79.33,202.12,281.45,2026-01-08,Aprovado
2309,2309,385.11,307.42,692.53,2025-12-18,Aprovado
2310,2310,310.09,346.65,656.74,2026-02-10,Aprovado
2311,2311,622.34,269.84,892.18,2025-10-31,Aprovado
2312,2312,32.21,130.59,162.8,2026-04-29,Aprovado
2313,2313,969.78,578.59,1548.37,2026-01-15,Aprovado
2314,2314,643.13,106.47,749.6,2025-07-28,Aprovado
2315,2315,108.5,456.09,564.59,2026-01-26,Aprovado
2316,2316,281.43,278.71,560.14,2025-08-05,Aprovado
2317,2317,1261.96,107.79,1369.75,2025-10-19,Aprovado
2318,2318,272.97,97.29,370.26,2025-07-07,Aprovado
2319,2319,886.04,282.76,1168.8,2025-12-01,Recusado
2320,2320,784.82,484.55,1269.37,2026-04-08,Aprovado
2321,2321,67.07,536.68,603.75,2026-03-14,Aprovado
2322,2322,360.09,206.45,566.54,2025-07-16,Aprovado
2323,2323,657.39,127.85,785.24,2025-11-22,Aprovado
2324,2324,1231.1,184.2,1415.3,2026-01-01,Aprovado
2325,2325,1278.03,448.14,1726.17,2025-11-01,Aprovado
2326,2326,936.63,234.38,1171.01,2025-11-12,Aprovado
2327,2327,564.69,392.15,956.84,2025-09-01,Aprovado
2328,2328,1225.01,251.81,1476.82,2026-03-16,Recusado
2329,2329,894.3,174.17,1068.47,2026-03-22,Aprovado
2330,2330,795.82,258.94,1054.76,2025-10-29,Aprovado
2331,2331,785.03,362.84,1147.87,2025-10-25,Recusado
2332,2332,263.2,360.22,623.42,2026-05-21,Aprovado
2333,2333,345.65,575.85,921.5,2025-07-13,Aprovado
2334,2334,276.93,192.16,469.09,2026-04-02,Aprovado
2335,2335,1185.96,572.45,1758.41,2025-10-01,Aprovado
2336,2336,666.43,617.56,1283.99,2025-07-14,Aprovado
2337,2337,418.01,295.29,713.3,2025-09-06,Aprovado
2338,2338,510.39,278.81,789.2,2026-02-28,Aprovado
2339,2339,35.78,173.08,208.86,2025-11-04,Aprovado
2340,2340,577.64,93.23,670.87,2026-06-20,Recusado
2341,2341,748.28,302.3,1050.58,2025-12-19,Aprovado
2342,2342,1201.33,176.19,1377.52,2025-11-02,Aprovado
2343,2343,57.9,588.08,645.98,2025-08-16,Recusado
2344,2344,570.54,133.12,703.66,2025-12-22,Aprovado
2345,2345,1147.03,638.11,1785.14,2025-09-12,Recusado
2346,2346,32.34,66.16,98.5,2026-03-28,Recusado
2347,2347,826.21,251.9,1078.11,2025-10-21,Recusado
2348,2348,411.32,477.52,888.84,2025-12-09,Aprovado
2349,2349,853.01,302.52,1155.53,2026-04-18,Aprovado
2350,2350,1145.2,188.54,1333.74,2026-01-19,Recusado
2351,2351,36.23,434.24,470.47,2026-02-04,Aprovado
2352,2352,63.95,520.98,584.93,2025-10-27,Aprovado
2353,2353,1175.66,215.47,1391.13,2026-06-06,Aprovado
2354,2354,730.93,167.07,898.0,2026-03-07,Aprovado
2355,2355,208.99,443.12,652.11,2026-03-30,Aprovado
2356,2356,282.71,74.94,357.65,2025-08-06,Aprovado
2357,2357,1096.12,169.94,1266.06,2025-09-17,Aprovado
2358,2358,57.6,627.56,685.16,2026-02-10,Aprovado
2359,2359,793.01,486.59,1279.6,2025-09-11,Recusado
2360,2360,119.52,94.83,214.35,2026-01-31,Aprovado
2361,2361,561.56,260.42,821.98,2026-03-31,Aprovado
2362,2362,306.16,61.31,367.47,2026-06-23,Aprovado
2363,2363,201.15,387.27,588.42,2026-04-03,Aprovado
2364,2364,1054.36,111.87,1166.23,2026-06-28,Aprovado
2365,2365,1029.2,163.28,1192.48,2025-11-20,Recusado
2366,2366,214.52,598.36,812.88,2026-05-05,Aprovado
2367,2367,101.85,290.86,392.71,2025-07-28,Aprovado
2368,2368,661.92,132.45,794.37,2025-08-03,Aprovado
2369,2369,260.95,64.17,325.12,2026-01-22,Aprovado
2370,2370,995.49,526.21,1521.7,2026-04-14,Aprovado
2371,2371,53.49,262.89,316.38,2026-03-05,Aprovado
2372,2372,863.54,216.26,1079.8,2025-11-24,Aprovado
2373,2373,22.91,240.13,263.04,2026-06-12,Aprovado
2374,2374,996.69,72.42,1069.11,2025-07-13,Aprovado
2375,2375,625.06,294.78,919.84,2025-09-27,Aprovado
2376,2376,1078.93,581.56,1660.49,2025-12-31,Aprovado
2377,2377,738.14,153.74,891.88,2025-08-12,Aprovado
2378,2378,1112.14,168.47,1280.61,2026-03-29,Aprovado
2379,2379,479.73,541.29,1021.02,2026-01-17,Aprovado
2380,2380,188.37,622.59,810.96,2026-07-01,Aprovado
2381,2381,1233.19,551.75,1784.94,2025-10-16,Recusado
2382,2382,1276.34,227.91,1504.25,2025-10-17,Aprovado
2383,2383,217.8,158.85,376.65,2025-08-05,Aprovado
2384,2384,206.35,629.24,835.59,2025-08-07,Aprovado
2385,2385,701.6,432.87,1134.47,2026-06-28,Aprovado
2386,2386,109.64,183.25,292.89,2025-12-10,Aprovado
2387,2387,1124.99,351.49,1476.48,2026-04-02,Aprovado
2388,2388,692.13,92.63,784.76,2026-02-01,Aprovado
2389,2389,468.4,420.83,889.23,2025-08-13,Aprovado
2390,2390,1257.96,219.76,1477.72,2026-05-23,Aprovado
2391,2391,1066.78,135.28,1202.06,2026-05-21,Recusado
2392,2392,1101.13,647.74,1748.87,2025-12-14,Aprovado
2393,2393,325.47,616.04,941.51,2026-03-30,Aprovado
2394,2394,1130.86,539.61,1670.47,2026-02-23,Aprovado
2395,2395,225.3,143.87,369.17,2026-05-25,Aprovado
2396,2396,762.17,405.12,1167.29,2026-03-02,Aprovado
2397,2397,728.39,363.49,1091.88,2026-04-29,Aprovado
2398,2398,851.83,371.66,1223.49,2025-08-22,Recusado
2399,2399,259.4,96.48,355.88,2026-03-04,Recusado
2400,2400,1094.27,227.71,1321.98,2025-12-25,Aprovado
2401,2401,43.02,535.1,578.12,2026-01-18,Aprovado
2402,2402,1149.99,489.0,1638.99,2026-03-10,Aprovado
2403,2403,864.5,556.77,1421.27,2026-04-23,Aprovado
2404,2404,1054.47,646.22,1700.69,2025-12-24,Aprovado
2405,2405,1266.91,484.91,1751.82,2026-04-19,Aprovado
2406,2406,373.65,644.7,1018.35,2026-01-29,Aprovado
2407,2407,1279.2,514.36,1793.56,2026-04-05,Aprovado
2408,2408,685.06,431.79,1116.85,2026-05-26,Aprovado
2409,2409,228.3,635.44,863.74,2025-07-25,Aprovado
2410,2410,477.62,477.99,955.61,2025-09-25,Aprovado
2411,2411,475.34,437.19,912.53,2025-12-30,Recusado
2412,2412,787.21,198.85,986.06,2026-04-03,Recusado
2413,2413,734.78,616.51,1351.29,2025-12-30,Aprovado
2414,2414,1211.09,564.55,1775.64,2026-03-30,Aprovado
2415,2415,45.14,396.7,441.84,2025-12-08,Aprovado
2416,2416,1231.93,403.72,1635.65,2025-08-26,Aprovado
2417,2417,904.67,224.45,1129.12,2026-05-19,Aprovado
2418,2418,457.09,514.45,971.54,2026-05-09,Aprovado
2419,2419,1036.89,93.28,1130.17,2025-12-05,Aprovado
2420,2420,31.25,500.36,531.61,2025-12-06,Aprovado
2421,2421,71.5,276.2,347.7,2026-05-28,Aprovado
2422,2422,1133.92,300.69,1434.61,2025-11-27,Aprovado
2423,2423,1119.0,304.33,1423.33,2025-12-31,Aprovado
2424,2424,1253.12,68.42,1321.54,2026-04-05,Aprovado
2425,2425,829.82,136.4,966.22,2025-10-26,Aprovado
2426,2426,924.58,361.55,1286.13,2026-02-02,Aprovado
2427,2427,473.36,564.84,1038.2,2025-07-12,Aprovado
2428,2428,934.62,163.83,1098.45,2025-07-27,Aprovado
2429,2429,912.65,308.27,1220.92,2026-03-26,Aprovado
2430,2430,1225.45,604.27,1829.72,2025-07-25,Recusado
2431,2431,178.53,230.01,408.54,2025-07-20,Recusado
2432,2432,800.7,314.51,1115.21,2025-10-05,Recusado
2433,2433,186.43,644.71,831.14,2026-04-29,Aprovado
2434,2434,60.25,374.31,434.56,2025-07-14,Aprovado
2435,2435,769.26,636.68,1405.94,2026-05-03,Aprovado
2436,2436,962.65,437.3,1399.95,2026-01-16,Aprovado
2437,2437,182.4,592.55,774.95,2025-10-09,Recusado
2438,2438,192.5,586.91,779.41,2025-12-30,Aprovado
2439,2439,430.56,431.19,861.75,2025-10-04,Aprovado
2440,2440,362.98,346.15,709.13,2026-02-10,Aprovado
2441,2441,427.93,628.6,1056.53,2025-08-09,Aprovado
2442,2442,107.76,98.72,206.48,2026-01-23,Aprovado
2443,2443,348.74,247.69,596.43,2025-12-17,Aprovado
2444,2444,565.92,596.16,1162.08,2026-04-11,Aprovado
2445,2445,690.75,593.88,1284.63,2025-11-25,Aprovado
2446,2446,324.27,569.67,893.94,2026-03-30,Aprovado
2447,2447,279.24,246.18,525.42,2026-01-10,Recusado
2448,2448,66.14,646.33,712.47,2025-09-15,Aprovado
2449,2449,735.6,172.0,907.6,2026-04-03,Recusado
2450,2450,356.96,312.93,669.89,2025-09-29,Recusado
2451,2451,358.19,106.3,464.49,2025-10-20,Aprovado
2452,2452,71.21,284.71,355.92,2026-06-18,Aprovado
2453,2453,54.39,559.08,613.47,2025-12-31,Aprovado
2454,2454,965.62,577.35,1542.97,2026-05-20,Aprovado
2455,2455,661.82,443.53,1105.35,2026-06-07,Aprovado
2456,2456,950.26,384.69,1334.95,2026-01-31,Aprovado
2457,2457,1132.53,221.55,1354.08,2025-12-10,Aprovado
2458,2458,216.34,139.17,355.51,2026-06-14,Recusado
2459,2459,764.77,189.47,954.24,2025-07-03,Aprovado
2460,2460,315.01,323.22,638.23,2026-01-01,Aprovado
2461,2461,225.25,352.78,578.03,2026-02-10,Aprovado
2462,2462,840.58,442.48,1283.06,2025-09-11,Aprovado
2463,2463,190.63,108.67,299.3,2025-09-12,Recusado
2464,2464,643.92,311.33,955.25,2026-02-11,Aprovado
2465,2465,1041.0,519.92,1560.92,2025-10-16,Aprovado
2466,2466,143.21,548.41,691.62,2025-12-26,Aprovado
2467,2467,1122.9,529.68,1652.58,2026-05-10,Aprovado
2468,2468,997.98,202.58,1200.56,2025-10-14,Aprovado
2469,2469,874.73,411.08,1285.81,2026-06-19,Aprovado
2470,2470,878.64,192.32,1070.96,2025-07-05,Aprovado
2471,2471,1254.88,466.6,1721.48,2026-05-10,Aprovado
2472,2472,991.18,238.31,1229.49,2025-12-24,Aprovado
