projeto_id;comprador_id;fornecedor_id;data_abertura;categoria;baseline;meta_saving_pct;status
CS01657;CB011;FO0134;2024-06-18 00:00:00;Renegociação;2101,31;0,0827;Concluído
CS01658;CB016;FO0053;2025-03-24 00:00:00;Renegociação;9696,76;0,0697;Concluído
CS01659;CB023;FO0211;2026-03-15 00:00:00;Bidding;2864,9;0,1177;Concluído
CS01660;CB004;FO0040;2024-06-20 00:00:00;Renegociação;3914,22;0,1675;Concluído
CS01661;CB024;FO0103;2024-10-25 00:00:00;Renegociação;9609,77;0,0499;Concluído
CS01662;CB025;FO0268;2024-02-29 00:00:00;Otimização;32359,41;0,0734;Concluído
CS01663;CB010;FO0112;2025-01-26 00:00:00;Bidding;14325,32;0,0212;Em execução
CS01664;CB005;FO0047;2026-01-11 00:00:00;Otimização;3679,68;0,1041;Em execução
CS01665;CB032;FO0264;2024-04-01 00:00:00;Otimização;39423,64;0,1598;Concluído
CS01666;CB001;FO0272;2026-07-13 00:00:00;Otimização;9656,93;0,0215;Em mensuração
CS01667;CB004;FO0235;2026-03-10 00:00:00;Renegociação;5864,04;0,1136;Concluído
CS01668;CB027;FO0205;2025-05-30 00:00:00;Substituição;5699,8;0,1209;Em execução
CS01669;CB021;FO0063;2024-02-12 00:00:00;Substituição;16672,82;0,1307;Em mensuração
CS01670;CB037;FO0122;2025-08-28 00:00:00;Bidding;15859,49;0,0886;Em mensuração
CS01671;CB012;FO0014;2025-02-11 00:00:00;Renegociação;30466,63;0,1718;Concluído
CS01672;CB001;FO0203;2024-03-12 00:00:00;Renegociação;2295,3;0,0679;Concluído
CS01673;CB028;FO0106;2026-03-25 00:00:00;Substituição;5390,21;0,1619;Em mensuração
CS01674;CB026;FO0035;2025-10-31 00:00:00;Renegociação;6118,23;0,0532;Em execução
CS01675;CB024;FO0103;2024-05-16 00:00:00;Renegociação;9235,41;0,0641;Concluído
CS01676;CB008;FO0300;2025-01-14 00:00:00;Renegociação;5422,74;0,025;Cancelado
CS01677;CB033;FO0018;2025-12-23 00:00:00;Bidding;12180,17;0,0593;Em mensuração
CS01678;CB028;FO0311;2026-03-04 00:00:00;Renegociação;6481,39;0,0979;Concluído
CS01679;CB033;FO0193;2025-03-13 00:00:00;Otimização;9244,9;0,0203;Concluído
CS01680;CB016;FO0207;2024-06-18 00:00:00;Bidding;14737,88;0,0924;Em execução
CS01681;CB005;FO0241;2024-11-29 00:00:00;Renegociação;6441,48;0,0523;Concluído
CS01682;CB024;FO0006;2026-06-30 00:00:00;Bidding;4824,26;0,0234;Concluído
CS01683;CB012;FO0141;2026-01-04 00:00:00;Bidding;4844,18;0,1215;Concluído
CS01684;CB032;FO0202;2024-06-11 00:00:00;Bidding;26265,03;0,1005;Concluído
CS01685;CB024;FO0196;2026-02-18 00:00:00;Otimização;4992,01;0,0359;Em execução
CS01686;CB025;FO0200;2026-02-18 00:00:00;Substituição;2301,84;0,1056;Em execução
CS01687;CB019;FO0061;2025-01-27 00:00:00;Renegociação;2664,74;0,1525;Cancelado
CS01688;CB009;FO0034;2026-04-17 00:00:00;Substituição;5543,82;0,0346;Em mensuração
CS01689;CB015;FO0310;2025-08-09 00:00:00;Renegociação;4007,82;0,1009;Em execução
CS01690;CB035;FO0161;2024-07-22 00:00:00;Otimização;3656,3;0,098;Em execução
CS01691;CB015;FO0280;2025-06-12 00:00:00;Bidding;6256,78;0,0426;Concluído
CS01692;CB017;FO0091;2024-08-13 00:00:00;Otimização;34287,36;0,1697;Concluído
CS01693;CB009;FO0132;2024-07-13 00:00:00;Bidding;25424,32;0,0312;Concluído
CS01694;CB039;FO0020;2025-03-20 00:00:00;Bidding;8199,68;0,1578;Concluído
CS01695;CB024;FO0257;2024-01-22 00:00:00;Bidding;2610,01;0,1019;Em execução
CS01696;CB029;FO0271;2024-07-09 00:00:00;Bidding;1698,39;0,1792;Em mensuração
CS01697;CB037;FO0209;2024-04-15 00:00:00;Substituição;26555,74;0,0924;Concluído
CS01698;CB014;FO0309;2025-01-31 00:00:00;Bidding;6547,79;0,0342;Em mensuração
CS01699;CB039;FO0237;2024-01-15 00:00:00;Substituição;2992,45;0,0731;Concluído
CS01700;CB007;FO0096;2026-02-12 00:00:00;Bidding;15936,08;0,1724;Concluído
CS01701;CB032;FO0259;2024-05-26 00:00:00;Substituição;5923,54;0,1786;Em execução
CS01702;CB012;FO0016;2024-12-08 00:00:00;Substituição;4639,46;0,1482;Concluído
CS01703;CB037;FO0015;2025-03-22 00:00:00;Renegociação;3327,02;0,0633;Em execução
CS01704;CB006;FO0315;2024-10-04 00:00:00;Otimização;10641,72;0,1403;Em mensuração
CS01705;CB021;FO0053;2026-02-17 00:00:00;Otimização;4208,66;0,0867;Em execução
CS01706;CB005;FO0088;2026-06-04 00:00:00;Substituição;3499,99;0,0339;Em execução
CS01707;CB036;FO0119;2025-05-21 00:00:00;Bidding;6144,35;0,0979;Em mensuração
CS01708;CB037;FO0064;2025-03-18 00:00:00;Otimização;12153,3;0,1149;Em execução
CS01709;CB024;FO0142;2025-03-17 00:00:00;Bidding;10874,78;0,0665;Em mensuração
CS01710;CB014;FO0188;2024-09-15 00:00:00;Substituição;5378,09;0,0851;Em mensuração
CS01711;CB026;FO0067;2024-04-03 00:00:00;Bidding;3030,49;0,129;Concluído
CS01712;CB033;FO0054;2026-01-17 00:00:00;Otimização;1972,05;0,0344;Concluído
CS01713;CB017;FO0202;2024-05-01 00:00:00;Substituição;9458,09;0,021;Concluído
CS01714;CB034;FO0146;2025-03-16 00:00:00;Renegociação;8475,61;0,1277;Concluído
CS01715;CB020;FO0146;2024-05-31 00:00:00;Bidding;24064,61;0,0627;Em mensuração
CS01716;CB035;FO0303;2025-11-21 00:00:00;Otimização;27453,97;0,0294;Concluído
CS01717;CB002;FO0257;2025-11-27 00:00:00;Otimização;7685,07;0,0227;Concluído
CS01718;CB025;FO0036;2024-02-14 00:00:00;Renegociação;14992,81;0,0249;Concluído
CS01719;CB024;FO0213;2024-03-27 00:00:00;Bidding;6365,41;0,149;Concluído
CS01720;CB023;FO0300;2026-02-11 00:00:00;Bidding;10097,21;0,1337;Concluído
CS01721;CB040;FO0266;2025-09-15 00:00:00;Otimização;7742,22;0,1648;Concluído
CS01722;CB031;FO0195;2025-05-28 00:00:00;Renegociação;11969,07;0,1341;Em execução
CS01723;CB007;FO0246;2026-07-24 00:00:00;Renegociação;1940,09;0,0486;Concluído
CS01724;CB022;FO0290;2024-04-17 00:00:00;Renegociação;4123,18;0,0917;Concluído
CS01725;CB040;FO0278;2025-03-14 00:00:00;Renegociação;4110,14;0,1463;Concluído
CS01726;CB040;FO0221;2025-11-25 00:00:00;Bidding;6190,7;0,1204;Concluído
CS01727;CB026;FO0261;2024-04-21 00:00:00;Renegociação;8206,73;0,0804;Concluído
CS01728;CB020;FO0199;2025-02-12 00:00:00;Otimização;16607,17;0,1489;Em mensuração
CS01729;CB040;FO0170;2024-02-25 00:00:00;Renegociação;12302,31;0,0831;Concluído
CS01730;CB014;FO0042;2026-01-18 00:00:00;Bidding;7273,53;0,1594;Em execução
CS01731;CB026;FO0182;2026-03-07 00:00:00;Substituição;6161,51;0,0895;Em execução
CS01732;CB032;FO0173;2026-01-23 00:00:00;Substituição;1578,15;0,1049;Em mensuração
CS01733;CB021;FO0184;2024-09-13 00:00:00;Renegociação;3815,27;0,1208;Em execução
CS01734;CB040;FO0044;2026-02-12 00:00:00;Renegociação;15267,44;0,1716;Concluído
CS01735;CB019;FO0273;2025-05-13 00:00:00;Bidding;3220,34;0,0227;Concluído
CS01736;CB001;FO0093;2025-10-31 00:00:00;Renegociação;6229,49;0,0314;Concluído
CS01737;CB002;FO0238;2026-07-14 00:00:00;Otimização;3905,76;0,0219;Em execução
CS01738;CB004;FO0122;2025-12-02 00:00:00;Otimização;10531,22;0,1052;Concluído
CS01739;CB038;FO0149;2024-12-21 00:00:00;Renegociação;32601,4;0,0485;Em mensuração
CS01740;CB008;FO0253;2024-05-10 00:00:00;Substituição;1679,78;0,0448;Em mensuração
CS01741;CB018;FO0133;2024-07-03 00:00:00;Otimização;14432,9;0,1043;Em execução
CS01742;CB020;FO0266;2025-03-12 00:00:00;Renegociação;16343,18;0,1173;Em mensuração
CS01743;CB005;FO0123;2025-03-10 00:00:00;Bidding;20912,53;0,147;Concluído
CS01744;CB036;FO0222;2025-10-17 00:00:00;Renegociação;33647,96;0,143;Concluído
CS01745;CB001;FO0077;2025-02-16 00:00:00;Bidding;8358,6;0,1294;Em mensuração
CS01746;CB015;FO0242;2025-09-04 00:00:00;Otimização;2807,63;0,0588;Concluído
CS01747;CB005;FO0110;2025-03-17 00:00:00;Bidding;45018,87;0,0976;Concluído
CS01748;CB037;FO0067;2024-11-27 00:00:00;Bidding;8345,77;0,1115;Concluído
CS01749;CB022;FO0245;2024-12-05 00:00:00;Otimização;18091,03;0,0782;Concluído
CS01750;CB032;FO0027;2026-01-22 00:00:00;Substituição;15838,9;0,051;Concluído
CS01751;CB016;FO0037;2026-03-15 00:00:00;Otimização;5655,96;0,1403;Em execução
CS01752;CB016;FO0035;2024-06-11 00:00:00;Otimização;15006,74;0,1644;Concluído
CS01753;CB035;FO0153;2025-02-12 00:00:00;Renegociação;5888,28;0,1134;Em execução
CS01754;CB014;FO0071;2024-12-10 00:00:00;Bidding;33583,26;0,0231;Em execução
CS01755;CB005;FO0013;2025-01-12 00:00:00;Bidding;45840,09;0,0269;Concluído
CS01756;CB037;FO0255;2024-03-13 00:00:00;Renegociação;2818,7;0,1176;Em execução
CS01757;CB004;FO0197;2024-01-08 00:00:00;Bidding;15976,88;0,0646;Em execução
CS01758;CB028;FO0220;2024-10-19 00:00:00;Otimização;33707,54;0,0901;Concluído
CS01759;CB010;FO0144;2025-01-05 00:00:00;Substituição;5930,8;0,1534;Em mensuração
CS01760;CB006;FO0031;2025-07-15 00:00:00;Bidding;31305,77;0,0625;Concluído
CS01761;CB005;FO0267;2025-06-10 00:00:00;Renegociação;27354,88;0,1413;Cancelado
CS01762;CB018;FO0193;2025-12-16 00:00:00;Otimização;36255,31;0,0909;Concluído
CS01763;CB035;FO0290;2024-09-19 00:00:00;Otimização;10652,48;0,0849;Concluído
CS01764;CB038;FO0259;2024-09-20 00:00:00;Bidding;6876,89;0,0498;Em mensuração
CS01765;CB008;FO0248;2024-11-11 00:00:00;Renegociação;4757,01;0,0832;Concluído
CS01766;CB030;FO0107;2025-11-20 00:00:00;Renegociação;3360,03;0,0719;Em execução
CS01767;CB012;FO0269;2026-04-14 00:00:00;Otimização;4141,1;0,1071;Em execução
CS01768;CB013;FO0217;2026-07-08 00:00:00;Substituição;21149,11;0,0536;Em execução
CS01769;CB020;FO0114;2026-02-07 00:00:00;Otimização;2098,65;0,037;Em execução
CS01770;CB033;FO0022;2025-05-19 00:00:00;Renegociação;6572,53;0,1014;Em mensuração
CS01771;CB017;FO0044;2026-06-26 00:00:00;Renegociação;24240,77;0,1775;Em mensuração
CS01772;CB024;FO0139;2025-06-26 00:00:00;Bidding;2202,88;0,1059;Concluído
CS01773;CB020;FO0133;2024-03-19 00:00:00;Bidding;9704,17;0,097;Concluído
CS01774;CB017;FO0051;2026-01-07 00:00:00;Otimização;14982,38;0,0892;Em execução
CS01775;CB003;FO0216;2024-06-22 00:00:00;Bidding;9746,83;0,0285;Concluído
CS01776;CB024;FO0077;2026-01-18 00:00:00;Bidding;4539,73;0,158;Concluído
CS01777;CB029;FO0271;2024-02-29 00:00:00;Renegociação;1126,43;0,1411;Em execução
CS01778;CB002;FO0047;2024-02-26 00:00:00;Otimização;9552,01;0,1287;Concluído
CS01779;CB001;FO0135;2024-03-19 00:00:00;Substituição;2021,17;0,1357;Concluído
CS01780;CB022;FO0128;2024-08-18 00:00:00;Otimização;3333,03;0,1257;Concluído
CS01781;CB010;FO0042;2025-06-14 00:00:00;Renegociação;7860,93;0,1532;Concluído
CS01782;CB019;FO0250;2025-09-24 00:00:00;Substituição;14961,24;0,1097;Concluído
CS01783;CB009;FO0018;2025-03-24 00:00:00;Renegociação;18077,18;0,0399;Concluído
CS01784;CB011;FO0108;2024-12-20 00:00:00;Bidding;4000,74;0,0463;Concluído
CS01785;CB018;FO0167;2024-08-01 00:00:00;Renegociação;8331,78;0,1632;Concluído
CS01786;CB006;FO0248;2026-02-18 00:00:00;Bidding;5147,87;0,0441;Concluído
CS01787;CB008;FO0125;2025-10-07 00:00:00;Renegociação;6112,81;0,1305;Concluído
CS01788;CB040;FO0130;2025-11-06 00:00:00;Renegociação;10809,14;0,1411;Em execução
CS01789;CB009;FO0239;2024-09-10 00:00:00;Bidding;6393,96;0,1108;Em execução
CS01790;CB028;FO0042;2025-12-04 00:00:00;Substituição;5300,87;0,1298;Concluído
CS01791;CB006;FO0217;2024-10-19 00:00:00;Otimização;15929,93;0,0368;Concluído
CS01792;CB001;FO0124;2025-02-19 00:00:00;Renegociação;2995,07;0,0301;Em mensuração
CS01793;CB001;FO0204;2024-06-08 00:00:00;Otimização;21683,1;0,1203;Em execução
CS01794;CB029;FO0027;2024-07-07 00:00:00;Otimização;3242,74;0,08;Concluído
CS01795;CB033;FO0208;2024-06-25 00:00:00;Otimização;11436,04;0,1726;Cancelado
CS01796;CB022;FO0221;2024-07-09 00:00:00;Substituição;3842,4;0,1156;Concluído
CS01797;CB016;FO0269;2025-02-25 00:00:00;Otimização;7919,2;0,1397;Em mensuração
CS01798;CB031;FO0205;2025-10-30 00:00:00;Renegociação;4967,2;0,1189;Em execução
CS01799;CB016;FO0202;2024-05-28 00:00:00;Bidding;6909,17;0,1779;Em mensuração
CS01800;CB033;FO0320;2026-05-30 00:00:00;Renegociação;10273,72;0,1701;Concluído
CS01801;CB005;FO0129;2025-09-02 00:00:00;Bidding;7386,06;0,1317;Concluído
CS01802;CB007;FO0221;2025-02-21 00:00:00;Renegociação;9551,75;0,0266;Concluído
CS01803;CB033;FO0044;2026-07-09 00:00:00;Substituição;18432,71;0,1278;Em execução
CS01804;CB033;FO0045;2024-03-04 00:00:00;Otimização;19715,64;0,0632;Em execução
CS01805;CB038;FO0302;2025-01-08 00:00:00;Otimização;10491,02;0,1249;Concluído
CS01806;CB037;FO0303;2025-04-04 00:00:00;Bidding;3455,16;0,1366;Concluído
CS01807;CB038;FO0152;2026-04-01 00:00:00;Otimização;27905,3;0,1481;Concluído
CS01808;CB004;FO0085;2025-09-29 00:00:00;Bidding;43322,95;0,0537;Concluído
CS01809;CB011;FO0043;2025-01-17 00:00:00;Bidding;4741,64;0,1721;Concluído
CS01810;CB037;FO0125;2024-02-13 00:00:00;Substituição;14014,83;0,1283;Concluído
CS01811;CB009;FO0193;2025-07-21 00:00:00;Otimização;7912,66;0,1719;Concluído
CS01812;CB013;FO0046;2026-07-22 00:00:00;Substituição;1098,54;0,1124;Em execução
CS01813;CB001;FO0259;2024-02-23 00:00:00;Otimização;5398,08;0,0213;Concluído
CS01814;CB015;FO0210;2026-07-07 00:00:00;Otimização;11870,59;0,0427;Em execução
CS01815;CB004;FO0131;2025-05-20 00:00:00;Otimização;6930,01;0,1497;Concluído
CS01816;CB035;FO0107;2024-10-28 00:00:00;Renegociação;4680,78;0,0787;Em mensuração
CS01817;CB019;FO0173;2024-03-06 00:00:00;Substituição;6619,74;0,1327;Em execução
CS01818;CB023;FO0015;2024-10-25 00:00:00;Renegociação;7416,7;0,0387;Concluído
CS01819;CB010;FO0132;2025-05-08 00:00:00;Otimização;1548,95;0,1198;Em mensuração
CS01820;CB024;FO0303;2025-08-01 00:00:00;Renegociação;43570,43;0,0896;Concluído
CS01821;CB019;FO0295;2025-05-23 00:00:00;Otimização;16118,59;0,0504;Concluído
CS01822;CB012;FO0035;2024-07-28 00:00:00;Otimização;13180,13;0,1147;Concluído
CS01823;CB016;FO0062;2026-03-06 00:00:00;Substituição;9362,9;0,1196;Cancelado
CS01824;CB007;FO0044;2024-08-27 00:00:00;Bidding;18362,29;0,0561;Em execução
CS01825;CB001;FO0072;2024-05-23 00:00:00;Otimização;14489,66;0,062;Em mensuração
CS01826;CB011;FO0187;2025-08-22 00:00:00;Bidding;16023,98;0,1435;Em execução
CS01827;CB001;FO0109;2025-06-17 00:00:00;Substituição;5043,75;0,0854;Concluído
CS01828;CB035;FO0060;2024-07-28 00:00:00;Bidding;6351,91;0,1546;Em execução
CS01829;CB008;FO0021;2026-07-25 00:00:00;Renegociação;9619,89;0,083;Em execução
CS01830;CB030;FO0175;2024-08-15 00:00:00;Otimização;6115,98;0,1106;Cancelado
CS01831;CB028;FO0127;2025-10-24 00:00:00;Substituição;14703,37;0,0731;Concluído
CS01832;CB029;FO0210;2024-12-19 00:00:00;Substituição;17584,67;0,1319;Concluído
CS01833;CB031;FO0239;2026-05-11 00:00:00;Bidding;5113,84;0,168;Concluído
CS01834;CB035;FO0175;2024-06-05 00:00:00;Otimização;4494,01;0,0921;Concluído
CS01835;CB029;FO0155;2026-06-10 00:00:00;Otimização;8207,03;0,0545;Em mensuração
CS01836;CB030;FO0028;2025-09-13 00:00:00;Substituição;31919,9;0,0621;Concluído
CS01837;CB035;FO0129;2024-02-01 00:00:00;Bidding;2585,01;0,028;Em execução
CS01838;CB001;FO0053;2026-01-23 00:00:00;Renegociação;7880,73;0,0211;Em execução
CS01839;CB032;FO0119;2025-04-04 00:00:00;Bidding;3525,49;0,1794;Em execução
CS01840;CB001;FO0063;2025-06-01 00:00:00;Bidding;12821,84;0,0814;Concluído
CS01841;CB021;FO0170;2025-11-18 00:00:00;Renegociação;22920,17;0,0531;Em execução
CS01842;CB030;FO0012;2024-01-26 00:00:00;Otimização;11932,72;0,1408;Concluído
CS01843;CB033;FO0188;2024-09-02 00:00:00;Bidding;9860,6;0,1444;Concluído
CS01844;CB009;FO0089;2024-12-24 00:00:00;Otimização;20685,91;0,118;Concluído
CS01845;CB018;FO0292;2025-09-08 00:00:00;Bidding;3760,86;0,0429;Concluído
CS01846;CB038;FO0038;2026-07-09 00:00:00;Otimização;6997,21;0,0868;Concluído
CS01847;CB026;FO0138;2024-07-28 00:00:00;Bidding;6202,33;0,1402;Concluído
CS01848;CB033;FO0020;2026-06-11 00:00:00;Bidding;6229,25;0,1616;Em execução
CS01849;CB008;FO0006;2025-10-28 00:00:00;Substituição;2409,91;0,1246;Concluído
CS01850;CB024;FO0052;2026-04-30 00:00:00;Bidding;3233,43;0,0359;Cancelado
CS01851;CB011;FO0092;2025-02-13 00:00:00;Substituição;8792,21;0,1029;Concluído
CS01852;CB008;FO0255;2026-06-20 00:00:00;Substituição;9902,93;0,1323;Em mensuração
CS01853;CB028;FO0179;2024-10-26 00:00:00;Renegociação;4626,24;0,0386;Em mensuração
CS01854;CB029;FO0213;2024-03-28 00:00:00;Renegociação;4893,66;0,0913;Concluído
CS01855;CB014;FO0244;2025-01-28 00:00:00;Bidding;17513,65;0,1166;Concluído
CS01856;CB013;FO0018;2025-12-26 00:00:00;Renegociação;7670,04;0,1627;Em mensuração
CS01857;CB004;FO0255;2026-05-29 00:00:00;Otimização;16049,75;0,0817;Em execução
CS01858;CB001;FO0196;2026-06-21 00:00:00;Bidding;12003,98;0,0252;Concluído
CS01859;CB010;FO0193;2026-01-20 00:00:00;Bidding;7217,81;0,1506;Concluído
CS01860;CB030;FO0157;2026-03-24 00:00:00;Renegociação;5565,97;0,1516;Em mensuração
CS01861;CB005;FO0027;2026-07-08 00:00:00;Renegociação;8758,44;0,101;Concluído
CS01862;CB040;FO0150;2026-06-11 00:00:00;Bidding;33554,16;0,1787;Concluído
CS01863;CB031;FO0093;2026-04-09 00:00:00;Renegociação;10159,15;0,0806;Concluído
CS01864;CB033;FO0042;2024-08-06 00:00:00;Renegociação;23793,58;0,1598;Em mensuração
CS01865;CB014;FO0082;2024-05-13 00:00:00;Bidding;21268,23;0,0607;Concluído
CS01866;CB004;FO0061;2026-04-27 00:00:00;Renegociação;6666,24;0,0386;Em mensuração
CS01867;CB032;FO0113;2025-10-19 00:00:00;Renegociação;15568,55;0,1792;Concluído
CS01868;CB014;FO0154;2026-05-05 00:00:00;Renegociação;4349,56;0,1313;Concluído
CS01869;CB006;FO0133;2024-10-06 00:00:00;Otimização;3231,4;0,0435;Em mensuração
CS01870;CB001;FO0163;2024-07-17 00:00:00;Substituição;7020,85;0,036;Cancelado
CS01871;CB017;FO0291;2024-03-23 00:00:00;Otimização;16214,36;0,1242;Em mensuração
CS01872;CB038;FO0186;2025-04-10 00:00:00;Otimização;1969,44;0,0652;Concluído
CS01873;CB036;FO0087;2025-03-22 00:00:00;Bidding;19961,12;0,1062;Concluído
CS01874;CB031;FO0131;2025-06-02 00:00:00;Otimização;9488,85;0,1247;Em execução
CS01875;CB012;FO0065;2024-12-04 00:00:00;Bidding;10483,72;0,0735;Concluído
CS01876;CB027;FO0140;2025-07-30 00:00:00;Bidding;12278,08;0,1152;Concluído
CS01877;CB023;FO0279;2026-06-29 00:00:00;Substituição;20641,5;0,1419;Concluído
CS01878;CB027;FO0172;2026-03-01 00:00:00;Otimização;3128,59;0,0703;Em mensuração
CS01879;CB028;FO0138;2025-10-27 00:00:00;Otimização;12836,59;0,0757;Concluído
CS01880;CB039;FO0250;2025-05-04 00:00:00;Renegociação;11427,65;0,1083;Concluído
CS01881;CB022;FO0051;2024-04-20 00:00:00;Otimização;11193,58;0,1797;Concluído
CS01882;CB016;FO0262;2025-04-25 00:00:00;Renegociação;4771,02;0,0666;Cancelado
CS01883;CB004;FO0240;2026-01-04 00:00:00;Substituição;1919,82;0,1749;Concluído
CS01884;CB013;FO0264;2025-05-17 00:00:00;Substituição;9176,94;0,1127;Concluído
CS01885;CB003;FO0008;2024-10-16 00:00:00;Renegociação;10726,78;0,0403;Concluído
CS01886;CB038;FO0133;2025-09-08 00:00:00;Renegociação;7321,95;0,18;Em mensuração
CS01887;CB017;FO0124;2024-07-18 00:00:00;Bidding;5446,43;0,1181;Em execução
CS01888;CB038;FO0079;2025-10-15 00:00:00;Bidding;7373,57;0,033;Concluído
CS01889;CB015;FO0259;2025-01-18 00:00:00;Otimização;8057,51;0,0654;Concluído
CS01890;CB024;FO0028;2024-03-05 00:00:00;Substituição;9253,06;0,0377;Concluído
CS01891;CB020;FO0010;2025-08-24 00:00:00;Renegociação;25213,9;0,0689;Em execução
CS01892;CB014;FO0118;2025-08-14 00:00:00;Renegociação;10170,93;0,1487;Concluído
CS01893;CB021;FO0037;2026-06-09 00:00:00;Substituição;9821,25;0,1648;Em mensuração
CS01894;CB008;FO0306;2025-10-06 00:00:00;Bidding;3468,89;0,1068;Concluído
CS01895;CB005;FO0037;2024-03-28 00:00:00;Substituição;7545,35;0,0759;Em mensuração
CS01896;CB030;FO0011;2024-05-24 00:00:00;Renegociação;14666,17;0,0565;Em mensuração
CS01897;CB003;FO0096;2024-06-14 00:00:00;Otimização;1419,03;0,0752;Concluído
CS01898;CB027;FO0082;2026-03-08 00:00:00;Bidding;10561,39;0,1307;Em execução
CS01899;CB024;FO0010;2024-10-19 00:00:00;Renegociação;6879,72;0,0382;Em execução
CS01900;CB011;FO0259;2026-05-22 00:00:00;Renegociação;11295,23;0,1018;Concluído
CS01901;CB032;FO0270;2024-11-05 00:00:00;Otimização;14039,07;0,1048;Cancelado
CS01902;CB025;FO0073;2026-05-27 00:00:00;Bidding;16245,69;0,0269;Concluído
CS01903;CB040;FO0228;2024-07-02 00:00:00;Bidding;6030,69;0,1425;Em execução
CS01904;CB014;FO0315;2025-09-21 00:00:00;Renegociação;46313,86;0,1553;Em mensuração
CS01905;CB034;FO0023;2026-07-25 00:00:00;Bidding;6214,75;0,1067;Concluído
CS01906;CB002;FO0223;2025-08-30 00:00:00;Bidding;3517,52;0,0338;Em execução
CS01907;CB015;FO0259;2026-01-17 00:00:00;Otimização;3868,4;0,0998;Em execução
CS01908;CB020;FO0290;2025-02-07 00:00:00;Bidding;24048,0;0,0997;Concluído
CS01909;CB003;FO0198;2026-02-04 00:00:00;Substituição;10503,72;0,1265;Em execução
CS01910;CB004;FO0008;2025-01-16 00:00:00;Otimização;6073,26;0,1408;Concluído
CS01911;CB014;FO0047;2025-10-13 00:00:00;Renegociação;8443,99;0,1402;Em mensuração
CS01912;CB038;FO0253;2025-07-25 00:00:00;Renegociação;5103,02;0,1068;Em mensuração
CS01913;CB039;FO0187;2024-03-30 00:00:00;Renegociação;8355,45;0,0525;Concluído
CS01914;CB029;FO0126;2025-08-14 00:00:00;Substituição;32534,34;0,0626;Concluído
CS01915;CB027;FO0013;2024-01-25 00:00:00;Renegociação;13113,46;0,0815;Concluído
CS01916;CB029;FO0268;2024-05-16 00:00:00;Renegociação;17103,61;0,1671;Concluído
CS01917;CB019;FO0303;2024-09-27 00:00:00;Substituição;2725,04;0,0831;Em mensuração
CS01918;CB032;FO0236;2024-08-16 00:00:00;Renegociação;27772,63;0,1231;Em execução
CS01919;CB027;FO0146;2025-05-29 00:00:00;Substituição;4095,96;0,0288;Em execução
CS01920;CB036;FO0108;2026-06-01 00:00:00;Substituição;8083,42;0,1483;Concluído
CS01921;CB028;FO0231;2025-07-27 00:00:00;Otimização;5909,29;0,0255;Cancelado
CS01922;CB012;FO0254;2024-10-09 00:00:00;Otimização;5516,34;0,0703;Concluído
CS01923;CB027;FO0003;2024-07-14 00:00:00;Substituição;4936,07;0,0496;Em mensuração
CS01924;CB009;FO0200;2026-07-05 00:00:00;Otimização;6103,7;0,1727;Em execução
CS01925;CB007;FO0315;2026-05-15 00:00:00;Substituição;17412,76;0,14;Concluído
CS01926;CB008;FO0216;2024-10-24 00:00:00;Substituição;3279,43;0,109;Cancelado
CS01927;CB021;FO0019;2025-08-04 00:00:00;Bidding;7331,85;0,1659;Em execução
CS01928;CB031;FO0280;2025-09-17 00:00:00;Renegociação;19294,01;0,08;Concluído
CS01929;CB028;FO0219;2025-12-06 00:00:00;Substituição;5517,07;0,0675;Em execução
CS01930;CB015;FO0104;2025-11-24 00:00:00;Substituição;7999,15;0,16;Concluído
CS01931;CB006;FO0296;2025-09-04 00:00:00;Bidding;10062,51;0,0641;Concluído
CS01932;CB020;FO0271;2026-05-19 00:00:00;Substituição;8327,52;0,1476;Em execução
CS01933;CB017;FO0079;2025-08-05 00:00:00;Bidding;6747,13;0,1726;Concluído
CS01934;CB029;FO0152;2025-06-14 00:00:00;Substituição;7108,1;0,1516;Concluído
CS01935;CB031;FO0065;2024-07-28 00:00:00;Renegociação;13398,8;0,1441;Concluído
CS01936;CB025;FO0098;2025-05-24 00:00:00;Substituição;5539,25;0,1217;Em mensuração
CS01937;CB029;FO0307;2025-04-05 00:00:00;Otimização;6145,99;0,0721;Concluído
CS01938;CB009;FO0141;2025-02-15 00:00:00;Renegociação;1945,31;0,0381;Concluído
CS01939;CB012;FO0109;2024-08-06 00:00:00;Bidding;9770,97;0,0856;Em mensuração
CS01940;CB034;FO0224;2025-01-30 00:00:00;Substituição;6168,55;0,1112;Em execução
CS01941;CB028;FO0148;2026-01-16 00:00:00;Otimização;21294,39;0,1558;Em mensuração
CS01942;CB006;FO0264;2024-04-01 00:00:00;Renegociação;12191,79;0,1494;Em execução
CS01943;CB013;FO0017;2025-08-20 00:00:00;Otimização;3120,18;0,1348;Cancelado
CS01944;CB031;FO0247;2024-02-25 00:00:00;Otimização;11682,9;0,1192;Concluído
CS01945;CB038;FO0303;2026-07-25 00:00:00;Renegociação;6970,77;0,077;Cancelado
CS01946;CB038;FO0231;2026-02-14 00:00:00;Bidding;7214,22;0,047;Concluído
CS01947;CB025;FO0215;2024-10-02 00:00:00;Otimização;1876,3;0,1119;Concluído
CS01948;CB039;FO0014;2026-04-16 00:00:00;Substituição;15447,7;0,058;Em execução
CS01949;CB013;FO0155;2024-10-17 00:00:00;Substituição;22605,64;0,1228;Concluído
